,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,movement,cubrow.0.6,cubcol.0,noise,blockiness,cubcol.0.3,contrast,tone,temporal,cubcol.0.6,cubcol.0.5,cubcol.1.0,staticness,uhdhdsim,color_fulness,fft,saturation,cubrow.0.3,cubrow.0.5,cubrow.0,blur,cubrow.1.0
10,110,48.5429,2.54408,23,3.24785,0,115,133,6,125,5,0.99008,43.63471,0.0,0.0,2.67857,4.89,1.76677,0.0,0.0,127.0,54.98635,0.00021,0.0,0.958,-1.0,9.53593,0.16845100308641975,0.1327506036355223,0.006301940667460939,0.19360157037872341,2.168115161685924,0.01483974594635324,92.1320172665738,0.7698109803921569,1.8481090359458925,0.15455408020819955,0.18014931681110227,0.005878019878184714,609.121430847116,92.7122330700083,161.8570035565419,66171.75407173774,33.854735009464214,0.22081969927165615,0.25575241240456276,0.10255451934951776,22103.43876687685,0.11333719773822967
11,111,48.4995,3.17958,23,3.53254,0,115,133,6,125,5,0.98728,43.60022,0.0,0.0,2.89286,4.866,2.14059,0.0,0.0,127.0,54.98012,0.00027,0.0,0.976,-1.0,9.511709,0.28650655864197533,0.13243990993475085,0.0062644742088802255,0.19360157037872272,2.073569513867178,0.014771522237743282,89.80582169981984,0.7692078431372549,1.9387125752238974,0.15453476471377028,0.17910797836804246,0.005749501430738775,609.1388873867468,92.66282357587014,162.07675438378536,66103.37294397035,33.7299233895761,0.2211235505419249,0.2558009771222192,0.10232770596771418,22085.258670638927,0.1140529391467095
12,112,48.3199,3.56501,23,3.88126,0,115,133,6,125,5,0.98271,43.43377,0.0,0.0,3.28571,4.905,2.69773,0.0,0.0,127.0,54.96415,0.00022,0.0,0.951,-1.0,9.631733,0.46064814814814814,0.13130291996391819,0.006231465318379645,0.19360157037872217,2.1591224611306923,0.014599176443672939,90.38285563785628,0.7706819607843137,2.076265596178506,0.15427300349168935,0.17687147882076645,0.005805893771230785,609.0601961473612,92.7427348925055,161.73555586380837,66002.92398811679,33.85942623939043,0.22076044552000681,0.2554053697796726,0.10247794718589522,21747.49758366596,0.11464945035234297
13,113,48.3466,3.29439,23,4.05569,0,115,133,6,125,5,0.9841,43.4626,0.0,0.0,3.28571,4.895,3.02652,0.0,0.0,127.0,54.95264,0.00025,0.0,0.975,-1.0,9.530181,0.5596064814814815,0.13021157493156588,0.006157877463432236,0.1936015703787233,2.2699278928532194,0.014586030065064357,90.10046089847614,0.7698109803921569,2.1384840586102207,0.15393941610082404,0.17456594826735955,0.0058091226829136405,609.0567766241937,92.72664625057197,161.86166775333382,65921.95650960164,33.83474034438898,0.2203474991942638,0.2551296300690125,0.10241960312822888,21765.423696470552,0.1154103657184598
14,114,48.3608,2.98034,23,3.8018,0,115,133,6,125,5,0.98976,43.47814,0.0,0.0,3.28571,4.886,2.79524,0.0,0.0,127.0,54.91569,0.00028,0.0,0.973,-1.0,9.586681,0.5261863425925926,0.1290998796317507,0.006103758494148091,0.1936015703787232,2.119504320893353,0.01451287050258209,87.68869867902288,0.7706819607843137,2.0317902099004526,0.15394822480061626,0.17258027570551648,0.005780721104841517,608.9679632556614,92.6717380798059,162.0235659140708,65946.60145289972,33.806348824206694,0.2199501739014713,0.25497470480647394,0.10254698070731653,21880.53112384862,0.11612729624223958
15,115,48.289,2.56623,23,3.52693,0,115,133,6,125,5,0.98888,43.41101,0.0,0.0,2.78571,4.88,2.5184,0.0,0.0,127.0,54.92492,0.00018,0.0,0.976,-1.0,9.525828,0.7530381944444444,0.1283015583783129,0.0060902800650222905,0.19360157037872236,2.131933898125757,0.014532082836592155,90.06888350972397,0.7705839215686274,1.9534892561567245,0.15406833509957474,0.17090588650225733,0.005769248871754439,608.9353083563802,92.71075035084559,161.51068401153756,65972.59243983812,33.8526104585624,0.21958298376685056,0.2548109703011855,0.10248223781368332,21791.765519657805,0.11702679390345173
16,116,48.2547,2.43013,22,3.28164,0,115,133,6,125,5,0.99313,43.38447,0.0,0.0,2.89286,4.882,2.16108,0.0,0.0,127.0,54.90221,0.00025,0.0,0.925,0.50604,9.537275,0.587914737654321,0.1278020114795489,0.006067887612978287,0.19360157037872153,2.393230234660298,0.014555594752788672,90.57847342334932,0.7708674509803922,1.8822905671186332,0.15422574440506168,0.1693692261759804,0.00581728808701584,608.8341591577168,92.71111099897263,161.7186215934364,66115.54040453838,33.86103217984423,0.21937205689812983,0.25477645746956556,0.10243647891741847,21841.976469786823,0.11731226057126477
17,117,48.1516,2.5048,22,3.28535,0,115,133,6,125,5,0.98221,43.30357,0.0,0.0,3.21429,4.899,2.03995,0.0,0.0,127.0,54.9161,0.00018,0.0,0.931,-1.0,9.555824,0.4850019290123457,0.12759372384632342,0.006023089135982667,0.19360157037872328,2.070968190201214,0.014630313064169152,89.21649190261809,0.7706819607843137,1.882433140047468,0.15430964648967327,0.16820609549970514,0.005847948265353273,608.7999518665699,92.75465562308665,161.55218918090543,66070.05223993023,33.91151691954813,0.21926234057044458,0.25490654427203724,0.10249626303349416,21678.069399455057,0.11783592480318404
18,118,48.0888,2.52983,22,3.22042,0,115,133,6,125,5,0.98931,43.24462,0.0,0.0,2.92857,4.875,2.1049,0.0,0.0,127.0,54.9031,0.00025,0.0,0.925,-1.0,9.641035,0.4875096450617284,0.12747630623782455,0.006017298944944153,0.19360157037872247,2.293621148376917,0.01468355291608141,88.0958843298741,0.7708745098039216,1.8959128663279383,0.15442582668469268,0.16715426962002194,0.005836914181875824,608.7302408123811,92.74121247901502,162.0348798635889,65969.85950285693,33.93175176926601,0.21901220447426298,0.2549061978930926,0.10248776660323085,21620.706364607377,0.11815736291441756
19,119,48.0811,2.43103,22,3.22018,0,115,133,6,125,5,0.98489,43.23664,0.0,0.0,3.07143,4.887,2.12797,0.0,0.0,127.0,54.91768,0.00019,0.0,0.998,-1.0,9.537716,0.5766300154320988,0.12734004790166895,0.005933154657270326,0.1936015703787235,2.071221468675045,0.014847218138031255,88.34575438397236,0.7708674509803922,1.9135503298761536,0.15428843159583985,0.16586701979433843,0.0058354515966121566,608.7076733595196,92.78397249438633,161.88412210514005,66062.45546705948,33.90068657015577,0.21865916939445962,0.25504040387728766,0.10249925222398472,21616.902197774678,0.11892647080848992
20,120,48.0001,2.41068,22,3.29864,0,115,133,6,125,5,0.97451,43.15701,0.0,0.0,3.03571,4.882,2.03709,0.0,0.0,127.0,54.91213,0.0002,0.0,0.971,-1.0,9.563956,0.8869116512345679,0.12710256571231796,0.005913126338228176,0.19360157037872092,1.963083230561013,0.014861500841514703,90.3462537439492,0.7708674509803922,1.921442193813456,0.1543076643447384,0.16483525436687838,0.00577453653423546,608.6486474317919,92.78348808087146,162.31452674931336,65908.504474022,33.78751326195988,0.21844906383167817,0.25522249065308616,0.10251248719968202,21512.75831643371,0.12003077758907141
21,121,48.0585,2.3986,22,3.24583,0,115,133,6,125,5,0.98044,43.20882,0.0,0.0,3.21429,4.866,2.02171,0.0,0.0,127.0,54.95005,0.00022,0.0,0.997,-1.0,9.529585,1.0211226851851851,0.12685929851948458,0.005876758642644626,0.19360157037872253,2.219709174168186,0.014923971983685622,88.75359637138962,0.7708674509803922,1.9203097087636714,0.1541037547737173,0.16381660651649307,0.005773403816178258,608.6309645729569,92.76301644629113,162.02540208309262,65931.20016059365,33.86122621135947,0.21825715948899546,0.25531434789976754,0.1024637103398093,21614.22291016512,0.1208787400307304
22,122,48.0385,2.14847,22,3.37789,0,115,133,6,125,5,0.98602,43.1867,0.0,0.0,3.14286,4.881,2.00871,0.0,0.0,127.0,54.93667,0.0002,0.0,1.007,-1.0,9.631025,1.0552662037037037,0.12668366435528186,0.005870086765357524,0.19360157037872075,2.0893881325090446,0.014965536617376936,90.48153383316621,0.7705392156862745,1.9250383710969174,0.15420498009404118,0.16266379108590306,0.005764100016156699,608.5683818624626,92.79465077541629,162.34789973645925,65845.40926818778,33.84558519904996,0.21811291716211606,0.2554786336973755,0.10240182301633426,21600.18198734568,0.12118159153771149
23,123,48.11,2.04702,22,3.139,0,115,133,6,125,5,0.98502,43.26002,0.0,0.0,2.75,4.889,1.78982,0.0,0.0,127.0,54.98198,0.00019,0.0,1.006,-1.0,9.587967,0.9587191358024691,0.12668482663737082,0.005832541725070292,0.19360157037872183,2.1627246758765835,0.015028475864449957,91.81465010672215,0.769973725490196,1.8386208910815192,0.1543352500672099,0.16196702128010065,0.005778165697538527,608.5570591625294,92.77143901327372,162.11804545282106,65956.46896367264,33.863723943262926,0.2180348134919203,0.25562883505891615,0.1023949018696544,21700.833592017232,0.12150565517467299
24,124,48.0758,1.87437,22,3.04055,0,115,133,6,125,5,0.98846,43.23693,0.0,0.0,3.42857,4.911,1.69858,0.0,0.0,127.0,54.96691,0.00022,0.0,0.93,0.51132,9.619118,0.8143325617283951,0.12661316416022428,0.005908439955740416,0.1936015703787226,2.160614677478496,0.015071971888366852,91.80389305930274,0.770621568627451,1.7833984137772958,0.154473501704285,0.16124100915505696,0.005770657935127265,608.5074215403379,92.75807548810684,161.97638758650012,66033.87863928096,33.85561662838783,0.21790640935592645,0.2557390953933013,0.10235929690697375,21674.866464120372,0.12138177824893262
25,125,48.119,1.93759,22,2.78026,0,115,133,6,125,5,0.98538,43.27068,0.0,0.0,2.78571,4.869,1.54825,0.0,0.0,127.0,54.99157,0.00022,0.0,0.927,-1.0,9.562832,0.9650366512345679,0.12646762262943903,0.0058521693624508896,0.19360157037871803,2.2687712909791906,0.015133110050059203,88.67168496000461,0.7698109803921569,1.7098451512054602,0.154542305953144,0.16031822951243352,0.00576913844124871,608.4930106986922,92.71969613032077,161.98419260363954,65932.50083518331,33.840027608989196,0.21782513243221577,0.2557760032434333,0.10234837197939105,21676.764511136756,0.12146100237763346
26,126,48.1125,1.89049,22,2.73772,0,115,133,6,125,5,0.98791,43.26671,0.0,0.0,3.07143,4.9,1.59954,0.0,0.0,127.0,54.96448,0.00024,0.0,0.972,-1.0,9.5653,0.757764274691358,0.1263727978147299,0.005860295933801669,0.1936015703787233,2.132434070543664,0.015178487765647421,90.12865370988443,0.7703019607843138,1.7253203074568633,0.15460307548867844,0.1593080244111631,0.005770290473293043,608.4456044374591,92.65208107551017,162.326357429982,65956.6161294468,33.80831419391397,0.21775298630894663,0.25576123791841904,0.102354787662081,21656.63840343125,0.12182262532476258
27,127,48.1435,1.88791,22,2.76239,0,115,133,6,125,5,0.98782,43.2928,0.0,0.0,3.17857,4.88,1.55869,0.0,0.0,127.0,54.99477,0.00023,0.0,1.019,-1.0,9.537288,0.5805844907407407,0.12637292908161493,0.005827569441802383,0.19360157037872341,2.200695484427785,0.015268734130263271,89.34478472139551,0.7705470588235295,1.7020218966049274,0.154629319855065,0.1582093698216404,0.005749262700444484,608.4355793289578,92.63787254983313,162.05056086967375,65944.38726679723,33.808310237931614,0.21778028790426288,0.2558274547160303,0.10238482548127327,21726.036633698168,0.12194364637406252
28,128,48.1429,1.87489,22,2.93184,0,115,133,6,125,5,0.99099,43.28576,0.0,0.0,3.10714,4.893,1.55501,0.0,0.0,127.0,54.98377,0.00021,0.0,0.974,-1.0,9.593081,0.4705825617283951,0.1263154250106551,0.0058010517768870146,0.19360157037872294,1.9905057632493024,0.0152648154964166,90.29724616034703,0.770621568627451,1.6901157615069562,0.15468577306123082,0.1570510838529119,0.005720465351999883,608.3994231417215,92.68031661307054,162.442576738552,65950.86910010826,33.764880145037615,0.2177610188742637,0.25587812775760704,0.10237254846980214,21738.87472002744,0.12192723122300604
29,129,48.1734,1.78503,22,2.77928,0,115,133,6,125,5,0.99291,43.30344,0.0,0.0,2.35714,4.89,1.54509,0.0,0.0,127.0,55.00522,0.00015,0.0,0.947,-1.0,9.439959,0.41984953703703703,0.12621194986672138,0.005800090421777072,0.1936015703787227,2.055331229767069,0.015349087538255198,89.895740428009,0.7706819607843137,1.6883370313963864,0.15471000444536012,0.15601596396655273,0.005720197998144483,608.3985207318701,92.65082529298176,162.1143708377026,65862.67341317104,33.877388471438564,0.2177141990006086,0.25586844059709724,0.10239302408074656,21764.181255381947,0.12200302097964494
30,130,48.1674,1.64598,22,2.78306,0,115,133,6,125,5,0.99197,43.30774,0.0,0.0,3.0,4.897,1.46446,0.0,0.0,127.0,54.98287,0.00019,0.0,0.954,-1.0,9.593666,0.4691358024691358,0.1261325240402822,0.005810559109498624,0.19360157037872294,2.170867832844215,0.015349341971366557,91.88813197366832,0.7707423529411765,1.65324991311228,0.15465455066862335,0.15502782252594677,0.00573375001619927,608.3695043361167,92.64207690423075,162.54095679069567,65968.74636294646,33.81650835202064,0.21765845510174706,0.2558783449761056,0.10238192828295575,21752.500435325135,0.12215311947097138
31,131,48.1969,1.5664,22,2.55899,0,115,133,6,125,5,0.99297,43.32994,0.0,0.0,2.75,4.9,1.33995,0.0,0.0,127.0,55.01297,0.00016,0.0,0.926,-1.0,9.541341,0.42452739197530864,0.1260204050447819,0.005758983516246825,0.19360157037872291,2.098408248032634,0.015355659358736456,89.99196678580398,0.7706819607843137,1.617550340376541,0.15460722630130333,0.1539898900141366,0.005752865444851457,608.3745129050016,92.64010634983046,162.0164273138558,65891.86385849022,33.858085726514275,0.21767955507228556,0.2559346752958781,0.10240776271629885,21784.88032165675,0.12248947356498997
32,132,48.2005,1.58871,22,2.67481,0,115,133,6,125,5,0.99489,43.34104,0.0,0.0,3.5,4.877,1.26902,0.0,0.0,127.0,54.99517,0.00017,0.0,0.928,0.52096,9.556501,0.37104552469135804,0.125866121776857,0.005750707400224609,0.1936015703787235,2.187439368787496,0.015360121977977521,90.0080434107849,0.7708674509803922,1.6128299419996828,0.15461857873755427,0.15305671115615943,0.005752682319372535,608.3627353904723,92.62399244770765,162.27778260557935,65943.38619812718,33.9574799714265,0.21765870912088633,0.2560840000565551,0.10237507346182119,21789.370372256286,0.12278539687709988
33,133,48.2374,1.6205,22,2.75504,0,115,133,6,125,5,0.99743,43.36971,0.0,0.0,2.75,4.876,1.28955,0.0,0.0,127.0,55.00621,0.00017,0.0,0.897,-1.0,9.489132,0.31168016975308643,0.1258179666390858,0.005779303190177009,0.1936015703787237,2.3391007595173767,0.015360319913694685,91.09852301292966,0.7692078431372549,1.6326152088803687,0.15472185555989532,0.15210404672830474,0.005750348084726006,608.3799399686077,92.58987418051254,162.19935402383203,66016.4561145437,33.91860208393615,0.21757459008370403,0.25620821580612585,0.10239990195791748,21866.512830064432,0.12307634083276471
34,134,48.2499,1.68159,22,2.66558,0,115,133,6,125,5,0.99599,43.39174,0.0,0.0,3.25,4.878,1.31775,0.0,0.0,127.0,54.98762,0.00017,0.0,0.96,-1.0,9.506639,0.29296875,0.12587281443943749,0.005792436211137561,0.19360157037872475,2.28827865505332,0.015368737640910585,91.14044202579898,0.769498431372549,1.6269557813458646,0.15475658596284586,0.1511531266942398,0.005778402647390738,608.3623987809897,92.60407525053421,162.1229752800908,66000.422304406,33.91919152530623,0.2175422928699836,0.2563348761388213,0.10242645753291249,21872.96790230446,0.12334423505391962
35,135,48.2107,1.65909,22,2.63415,0,115,133,6,125,5,0.99397,43.34551,0.0,0.0,2.92857,4.875,1.37508,0.0,0.0,127.0,54.99786,0.00025,0.0,1.011,-1.0,9.600878,0.33217592592592593,0.12594822568836803,0.005818043795130033,0.19360157037872303,2.388440996014994,0.015334149838360537,90.0656327442189,0.7691929411764706,1.6289127671497756,0.1548543008379345,0.1503332397195648,0.005764731941170983,608.3821840238714,92.63049102210661,161.78972473726097,66007.66464333303,33.94476224169319,0.217466689628243,0.25642531954313114,0.1024369554011648,21849.406454701377,0.12341538507781999
36,136,48.2571,1.63541,22,2.71038,0,115,133,6,125,5,0.99568,43.38793,0.0,0.0,3.03571,4.861,1.35423,0.0,0.0,127.0,54.97649,0.00018,0.0,0.935,-1.0,9.647429,0.3421585648148148,0.12598500725633244,0.0057952635751342615,0.1936015703787222,2.009994589399604,0.015357080281675315,88.04586319328867,0.7692078431372549,1.6292681956618014,0.15485927521363285,0.14965676100198091,0.005776904468362953,608.3796383510797,92.6282736681365,161.92541784721197,65970.79216654121,33.93858299726321,0.21743639047396904,0.2564647803865297,0.10246904032566599,21912.309605194947,0.12341430423550144
37,137,48.2204,1.67512,22,2.62816,0,115,133,6,125,5,0.99269,43.35405,0.0,0.0,2.92857,4.911,1.3328,0.0,0.0,127.0,54.9816,0.00019,0.0,0.927,-1.0,9.503038,0.35532407407407407,0.12597445706002194,0.005779295983407997,0.19360157037872358,2.174228944633164,0.015328983947500034,87.80251307830176,0.7691929411764706,1.6326460765158355,0.15489161055928308,0.14918024001216784,0.005799622860671813,608.3941891513226,92.65452956028398,162.2743462657269,65932.68818053028,33.87896125699267,0.21740952149124088,0.2563968299199281,0.10249488713690996,21888.27600265471,0.1233725912606056
38,138,48.2647,1.57068,22,2.6951,0,115,133,6,125,5,0.9885,43.39322,0.0,0.0,2.82143,4.89,1.36803,0.0,0.0,127.0,54.965,0.00021,0.0,0.965,-1.0,9.621053,0.3864776234567901,0.1259569021902406,0.005784603808235947,0.19360157037872275,1.8835033551204674,0.01530747228575153,89.76693040217252,0.7691929411764706,1.659684739232718,0.1549198734314464,0.14879444699612102,0.005785371642613038,608.3919611778293,92.62892848163047,161.89589263308983,65906.05665539303,33.92226532359182,0.21737115035839408,0.2563882482893615,0.10252184994198213,21944.542827045963,0.12356847525287994
39,139,48.2625,1.45191,22,2.5963,0,115,133,6,125,5,0.98692,43.39284,0.0,0.0,3.0,4.902,1.27492,0.0,0.0,127.0,54.96799,0.00018,0.0,0.971,-1.0,9.536901,0.3936631944444444,0.1259758310109225,0.005762333796148988,0.19360157037872147,2.3190526053993645,0.015281763430088005,87.81899935066153,0.7691929411764706,1.6333231469353562,0.1549496400859426,0.14845973868228204,0.0057725807993147474,608.4091065053511,92.63237123020824,162.43153844486804,65929.51926853483,33.800892205885894,0.21732956058267974,0.2564119009366475,0.10253547611453033,21918.761185257514,0.12354752341439085
40,140,48.2714,1.45142,22,2.66552,0,115,133,6,125,5,0.98895,43.40095,0.0,0.0,2.92857,4.908,1.1649,0.0,0.0,127.0,54.9682,0.00021,0.0,0.969,0.50733,9.539559,0.4343653549382716,0.12598575454545596,0.005740630258527653,0.19360157037872242,2.2222589116823777,0.015258462823328461,90.19888961699127,0.7691929411764706,1.620659663328968,0.15496233756997296,0.1481443499230362,0.005817687415230734,608.3988458023866,92.63248365514373,161.92372634135057,65926.4134258855,33.89679294162327,0.2172683071396063,0.2564575318883855,0.10254520543643172,21912.525669813767,0.12362880482848956
41,141,48.2832,1.51395,22,2.57993,0,115,133,6,125,5,0.98711,43.42283,0.0,0.0,2.75,4.862,1.16743,0.0,0.0,127.0,54.98086,0.00016,0.0,0.935,-1.0,9.6051,0.46566358024691357,0.12595814806157413,0.005745092193544644,0.19360157037872275,2.3833118272397655,0.015251580555489645,91.18973170744091,0.7691929411764706,1.633734243125391,0.15495697826061347,0.14786439697912163,0.00578846739777838,608.4103486276757,92.63571035589777,162.33775445374525,65924.80155384085,33.83923226815683,0.21723750977595327,0.2565502023390579,0.10255092591294793,21915.83919224246,0.1238555170684457
42,142,48.2931,1.56375,22,2.61852,0,115,133,6,125,5,0.98213,43.42448,0.0,0.0,3.64286,4.872,1.22081,0.0,0.0,127.0,54.97332,0.0002,0.0,0.907,-1.0,9.665216,0.4870756172839506,0.12600727930274672,0.005767360981064355,0.19360157037872047,2.3275139383249166,0.015253379460849816,88.34353448578409,0.7691929411764706,1.6499581067758133,0.1550368755948965,0.14759458903264938,0.005786223168420807,608.392611730443,92.67200336175861,162.2517849434884,65903.18077428016,33.88621690538194,0.2172179927622922,0.2566148797634468,0.10252791993944008,21996.469866445663,0.12392634756948513
43,143,48.2747,1.58209,22,2.63622,0,115,133,6,125,5,0.98272,43.41451,0.0,0.0,3.14286,4.906,1.26513,0.0,0.0,127.0,54.99415,0.00022,0.0,0.977,-1.0,9.595764,0.5271508487654321,0.12605786267555774,0.00574736206852297,0.1936015703787223,2.2628808865966743,0.01526071984827553,90.65599014800138,0.7686274509803922,1.6543749577322564,0.15516269094797538,0.1472969826280308,0.005767230572605526,608.4135296982003,92.70661516378848,162.18516532870734,65921.35312912642,33.915423169548134,0.21719722479612266,0.2565748195181115,0.1025439269049227,21937.413962446408,0.12402757138165924
44,144,48.2821,1.64482,22,2.59796,0,115,133,6,125,5,0.98261,43.4154,0.0,0.0,3.46429,4.872,1.28399,0.0,0.0,127.0,54.99365,0.00025,0.0,0.952,-1.0,9.560803,0.5331307870370371,0.12616120094856084,0.005754641887072472,0.19360157037872294,2.2672381991087756,0.015272098772538425,88.61254506063594,0.7690003921568628,1.656410427823139,0.15522318432604879,0.14695467984447713,0.005765093465061246,608.4078690649832,92.6960274815807,161.83442865983267,65958.46577676616,33.9355088222174,0.21721459700785578,0.25658950772778005,0.10249570298953886,21966.34387771486,0.12419300060603673
