,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,fft,uhdhdsim,cubrow.1.0,tone,contrast,cubrow.0.6,cubcol.1.0,cubrow.0.3,noise,cubcol.0,blur,cubcol.0.6,saturation,temporal,cubcol.0.5,blockiness,cubcol.0.3,staticness,cubrow.0.5,movement,cubrow.0,color_fulness
10,210,54.424,24.097,45,26.6149,0,112,122,13,130,10,1.03242,58.2137,0.0,0.0,6.57143,5.677,20.78033,0.0,0.0,126.0,42.53407,0.00017,1.32,1.69,-1.0,2e-06,65430.388769098594,94.31804905654869,0.10486091177829586,0.6492470588235294,91.78665682085216,0.12857109267319372,0.10005181449960253,0.12960194226976293,0.5394232458085502,0.12479453747847413,23275.303393473492,0.1606612472312649,29.708096162772474,7.028431659669901,0.08920960188779938,2.7951768687946488,0.14519845217534055,278.5969459144347,0.12552482400528903,11.609423225308642,0.04652397534320592,94.34708422937356
11,211,54.1272,24.1012,44,22.7649,0,112,122,13,130,10,0.99531,57.84989,0.0,0.0,5.03571,5.746,20.7118,0.0,0.0,126.0,42.54611,0.00019,1.33,1.72,-1.0,0.0,65404.603391116936,94.4039808980091,0.10876765051873931,0.6484058823529412,89.98833830591761,0.12651908042274948,0.10020447255233833,0.1283160766785011,0.5372056197653234,0.1239760629580995,23074.86911318167,0.160463124629385,29.78047443907938,7.032702890587207,0.08674357297737378,3.040297478166451,0.1487779618187443,275.36362011554104,0.12493539169538724,12.72829861111111,0.04571671367001201,93.72335646531482
12,212,53.4237,24.07,44,23.4065,0,112,122,13,130,10,1.01078,57.10828,0.0,0.0,6.17857,5.788,20.71187,0.0,0.0,126.0,42.51384,0.00025,1.34,1.589,-1.0,0.0,65235.869834215715,94.47521802640222,0.11076623965463124,0.6478325490196079,87.07293273369413,0.12449096016427232,0.0995127857303303,0.12696623584188152,0.5349879937220926,0.121613720576628,22370.773229359256,0.15804636425512467,29.801139737352912,7.036476224150479,0.08418696529783051,3.998266926590445,0.14895550457179083,272.21227536611883,0.12396081423443142,11.842206790123457,0.045735034652721704,93.42204179394498
13,213,52.803,23.9935,43,24.9041,0,112,122,12,130,10,1.00149,56.45291,0.0,0.0,9.42857,5.812,20.68854,0.0,0.0,126.0,42.42594,0.00019,1.32,1.581,-1.0,0.0,65170.36575236582,94.62071763645072,0.11180620379451514,0.6461745098039215,87.584361027329,0.12264929286149735,0.09807187672582336,0.1256563633554216,0.5311469527430294,0.11993847044662759,21641.40122545081,0.15299335607409287,29.68057006082417,7.049583175081122,0.08209643350144778,3.210789327968094,0.14942435067264628,269.20012063167366,0.1230171569904617,10.783275462962964,0.04571568859619364,94.1854100326433
14,214,52.4312,23.9957,43,23.3656,0,113,122,12,130,10,1.02173,56.02961,0.0,0.0,4.32143,5.822,20.62496,0.0,0.0,126.0,42.48582,0.00026,1.34,1.632,-1.0,0.0,65156.373994444424,94.73285862887374,0.11155492346391487,0.6457058823529399,88.86131796318118,0.12077810752760336,0.09677898404719114,0.12501208641355147,0.5311469527430267,0.1190604467478313,21317.468109588546,0.15385870969974288,29.845724411952645,7.053916004548707,0.08028951011098177,3.042906691037699,0.15187064703861994,266.34297974306367,0.12279437802638851,10.362943672839506,0.045174488690446254,92.82412505379888
15,215,51.9439,23.9997,43,22.164,0,113,122,12,130,10,0.99509,55.50756,0.0,0.0,5.28571,5.913,20.62184,0.0,0.0,126.0,42.47769,0.00031,1.32,1.687,-1.0,0.0,65054.6441938901,94.81708201531119,0.11064081581261473,0.6450733333333334,87.5794100276551,0.11915651045905888,0.09470322745888471,0.12388088835253369,0.5311469527430173,0.11783850288712948,20893.04668446644,0.1568612292860458,29.800066535855517,7.052047203437911,0.07843447717956396,3.063031026155551,0.1534760026102047,263.43768244849065,0.1218947312977492,12.141396604938272,0.04515960373857784,92.73086116831499
16,216,51.3433,24.0383,43,22.7499,0,113,122,12,130,10,1.0178,54.91772,0.0,0.0,4.75,5.949,20.62604,0.0,0.0,126.0,42.3479,0.00024,1.35,1.474,0.1286,0.0,65022.88140621299,94.82378933075792,0.1102109493236191,0.6434356862745099,86.9526301735363,0.11737752466185951,0.09306791736459705,0.12311154259715294,0.5311469527430187,0.11619944018470114,20314.161532545655,0.1605673303876283,29.78093069571036,7.076231132160045,0.0780778217594583,2.9873752236821303,0.15680070332313106,260.51541356803716,0.12086185562462672,13.326437114197532,0.04504081809953983,93.15559004775565
17,217,50.9212,23.9789,42,28.2606,0,113,122,13,130,10,1.00109,54.50288,0.0,0.0,9.03571,6.026,20.66245,0.0,0.0,126.0,42.3378,0.00025,1.34,1.575,-1.0,1e-06,65008.32890539244,94.95231245682673,0.109888475411435,0.6426607843137254,90.80445839204015,0.1159792818971817,0.09130709559858015,0.12206002571417941,0.5289293266997864,0.1155760771658192,19834.610512604882,0.16464667199965605,29.74150725941599,7.076124565720898,0.08652668580629394,2.985610557379258,0.15876451804078826,257.69519826980144,0.11996315618368728,13.113715277777779,0.044733565333759225,92.72923643595506
18,218,50.6115,23.8334,42,26.2905,0,113,122,13,130,10,1.01045,54.19082,0.0,0.0,6.14286,6.067,20.61183,0.0,0.0,126.0,42.3086,0.00021,1.33,1.397,-1.0,0.0,64933.75730911858,95.03126154808476,0.10933104261343536,0.6422286274509804,88.28428478001769,0.11496111528051246,0.0898493010649929,0.12148187589208012,0.5228706596775018,0.11529396526911373,19492.72000226629,0.16822617481704696,29.697903480058834,7.065271213748052,0.1052488217275172,2.976588271038441,0.1578910323368013,254.80824593203573,0.11900226902991619,12.917293595679013,0.0443907372753218,92.24057138238675
19,219,50.4888,23.7219,41,22.9673,0,113,122,12,130,10,0.98715,54.04853,0.0,0.0,7.14286,6.052,20.48414,0.0,0.0,126.0,42.16905,0.00025,1.34,1.563,-1.0,0.0,64835.92144976167,95.00072440453955,0.10812729476274623,0.6415211764705883,89.25068103080578,0.11369842730231876,0.08857466688061798,0.12085457695943608,0.5228706596775045,0.11561970302414604,19253.570381877365,0.16988649892278476,29.617974363727335,7.073517333900711,0.12022976067284695,3.375902203403379,0.15631962933607998,251.86791394931964,0.11826166703607936,12.587962962962964,0.044270768101936635,92.59807760289235
20,220,50.5875,23.7575,41,23.4989,0,113,122,12,130,10,1.01365,54.12178,0.0,0.0,8.07143,6.018,20.38847,0.0,0.0,126.0,42.21974,0.00026,1.32,1.42,-1.0,0.0,64839.114044544185,94.94082370799015,0.10685355580971298,0.6429,88.55268299902217,0.11258742113995002,0.0873645616042283,0.12028372939584626,0.5228706596775132,0.1163153621608246,19303.86389452582,0.17122325004959174,29.689986617476855,7.058327753543351,0.12990691745242733,3.9043510614704435,0.15450215852165902,248.96119352901948,0.1174165536696261,14.447289737654321,0.04411216350241476,91.2717211500596
21,221,50.5152,23.786,41,24.9208,0,113,122,12,130,10,0.97525,54.04044,0.0,0.0,6.96429,6.064,20.41413,0.0,0.0,126.0,42.22158,0.00034,1.32,1.51,-1.0,0.0,64814.686371535514,94.96666864380558,0.10551225951503307,0.6433866666666667,85.29418693874622,0.11166671676610355,0.08634215261012275,0.11973122204027532,0.5289293266997909,0.11775521221363766,19231.2056249685,0.17166784276360827,29.63728897659867,7.043198980404573,0.14164310109378492,3.906076135414507,0.1532020744518519,245.97279286464823,0.11677547912171839,14.840663580246913,0.04427123476929959,91.23971715140459
22,222,50.4719,23.5155,42,22.0137,0,113,122,12,130,10,1.0092,53.97159,0.0,0.0,3.5,6.027,20.43904,0.0,0.0,126.0,42.11856,0.00025,1.33,1.532,-1.0,0.0,64834.2162368295,94.9563713326099,0.10410357600604109,0.6433376470588236,86.95762286095695,0.11051032711807146,0.08551445405318796,0.119157596128484,0.5250882857207427,0.12025622444219093,19181.909205704105,0.17031619560985614,29.545963993778933,7.046516781999604,0.15137733386578212,4.088108831833174,0.15203548438004297,242.96699688823136,0.11589056280807383,14.845244984567902,0.04407693693051248,92.04121605357042
23,223,50.8465,23.1741,42,21.9274,0,114,122,12,130,10,1.00197,54.26894,0.0,0.0,5.85714,6.044,20.20565,0.0,0.0,126.0,42.20482,0.00022,1.34,1.523,-1.0,0.0,64978.70729691053,94.85004453833467,0.10281436595707778,0.6437549019607843,85.73056863735982,0.10952807851367832,0.08520106724297045,0.11899781487026748,0.5228706596775055,0.12470730110997638,19629.659471040908,0.16634620356592192,29.683805112485533,7.0153568091708225,0.15983519569044072,3.6709469903162995,0.15194363558962906,240.06384286549238,0.1152368222421615,14.746913580246913,0.04394405320190788,90.86875055831568
24,224,51.1871,23.0479,41,27.3995,0,114,122,12,130,10,0.99502,54.55614,0.0,0.0,12.53571,6.039,19.90583,0.0,0.0,126.0,42.24168,0.00026,1.32,1.394,0.12834,0.0,64953.76426036437,94.81926205856314,0.10132568757165543,0.6444396078431374,90.09385756473219,0.1091095661217122,0.08520256978593672,0.11890038742156325,0.524494074613339,0.13225471580018927,20082.50880060644,0.1633643773731838,29.543018482349538,6.988018743581628,0.1665580005664911,3.6318521001911104,0.15186243514369469,237.1907652837289,0.11478714998013818,14.945119598765432,0.043748311939449835,90.4768874123713
25,225,51.2669,23.1096,41,25.3993,0,113,122,12,130,10,1.01185,54.57474,0.0,0.0,6.10714,6.076,19.79823,0.0,0.0,126.0,42.20529,0.00025,1.32,1.351,-1.0,0.0,64917.36577685264,94.8229052078868,0.10011061405440595,0.6445149019607843,90.6577188527837,0.10841262154961766,0.08532137818306486,0.11864389873845518,0.5228706596775089,0.1389695173194237,20215.84736945341,0.1603997225765532,29.478911976755402,6.98389268998282,0.17212586111447958,3.5807006748350445,0.1517814898063962,234.3992118563949,0.11437344105103883,15.832127700617283,0.0438292113113852,91.4970224079148
26,226,51.2588,23.0624,41,22.6822,0,114,122,12,130,10,0.98556,54.47066,0.0,0.0,4.53571,6.094,19.85238,0.0,0.0,126.0,42.23984,0.00029,1.33,1.298,-1.0,0.0,64827.90016722404,94.8457353885286,0.09883247428785086,0.6452784313725491,90.67628419559944,0.10768926891606162,0.08516486252718185,0.11810544368803483,0.5228706596775036,0.14206642143458745,20265.38814593514,0.16264754365280132,29.468850594979745,7.002802833468479,0.17555623107493565,3.731582083376526,0.15005335194622832,231.7877813606949,0.11391856011706866,15.75390625,0.04368701993783191,91.64147485912564
27,227,51.5441,23.1468,41,23.1499,0,113,122,12,130,10,1.00757,54.64428,0.0,0.0,8.96429,6.059,19.81295,0.0,0.0,126.0,42.22737,0.00026,1.33,1.389,-1.0,0.0,64908.387543893616,94.89723354094019,0.09739230406593546,0.6450505882352942,87.93020656251785,0.10671474389782344,0.08446366044634308,0.11758125824820047,0.5168119926552138,0.14300653627217072,20596.00420702031,0.1661563716762842,29.67259574230806,7.014703599089282,0.17449652690694875,4.497880431449767,0.14894413176106705,229.28095807586308,0.11339731180927379,15.539110725308642,0.04371245803205088,91.3153354654826
28,228,51.508,23.2072,41,23.8978,0,113,122,12,130,10,0.97539,54.53952,0.0,0.0,7.46429,6.086,19.88919,0.0,0.0,126.0,42.11421,0.0003,1.34,1.391,-1.0,0.0,64842.1812239113,94.92131453000997,0.09623654909088394,0.6440596078431372,87.29204519055747,0.10607298825813465,0.08498038939462184,0.11725555509534996,0.5168119926552124,0.14259979504463705,20649.200247042125,0.1690056277408787,29.503545502085743,7.026044723914627,0.1711922516805621,3.485562883880804,0.14815372516717945,226.8563839285353,0.11284117082588754,15.324845679012345,0.04354247590582907,92.55132711897107
29,229,51.1729,23.2967,41,22.4001,0,113,122,12,130,10,0.99332,54.18614,0.0,0.0,4.25,6.163,19.93882,0.0,0.0,126.0,42.09809,0.00025,1.32,1.431,-1.0,0.0,64814.37205569211,94.93770404029233,0.09510951719621588,0.6428851176470572,90.1483604799742,0.10525395921685467,0.08596786156371966,0.11651437486297027,0.5168119926552103,0.1421832067802684,20303.74804401564,0.17059997955410672,29.582645934305074,7.033483138745297,0.16946754905210543,3.78257164264682,0.14807798240022177,224.59631987171022,0.11232163859255802,15.527295524691358,0.04354321463504248,92.20145540748877
30,230,50.9517,23.4752,41,23.0883,0,113,122,12,130,10,1.0281,53.94885,0.0,0.0,4.85714,6.222,20.01711,0.0,0.0,126.0,42.08593,0.00025,1.32,1.309,-1.0,0.0,64856.84609723893,94.96431523254532,0.0941505880374931,0.6422372549019608,87.95915371918849,0.10447184910339759,0.08676570670661402,0.11598912866929356,0.5168119926552095,0.14159465305579003,20214.663960746355,0.17161598482245005,29.830370679313756,7.036969164664156,0.1681342423620598,4.569050873656064,0.14778947450363403,222.38165202167247,0.11169764453336282,16.114920910493826,0.043343734571852706,91.86483889124247
31,231,50.6747,23.6696,40,28.8462,0,113,122,12,130,10,0.98437,53.65233,0.0,0.0,6.5,6.282,20.17498,0.0,0.0,126.0,41.90354,0.00021,1.33,1.298,-1.0,0.0,64835.14492911095,95.03618201749397,0.09311238449897213,0.6398254901960785,88.01462423621966,0.10391096268344002,0.08718961862839375,0.11545254543135922,0.5145943666119873,0.14066623877365744,20017.721698883513,0.1719100086518879,29.59078433189863,7.064639184021469,0.1670521144383597,2.7111462808116005,0.14712392515294556,220.20204830268835,0.11110374122079353,16.179783950617285,0.04326305330364607,92.6861750959846
32,232,50.7293,23.7044,40,24.623,0,113,122,12,130,10,1.00316,53.67852,0.0,0.0,3.78571,6.324,20.33954,0.0,0.0,126.0,41.91153,0.00023,1.33,1.309,0.12822,2e-06,64871.20776070725,94.97719206626579,0.09228330146582213,0.6390274509803923,86.7449906761064,0.10311619780237896,0.08743195041205248,0.11529515425701178,0.5168119926552087,0.14018718677074632,20111.020379869413,0.1725111975632765,29.782866866500292,7.062715852613878,0.16567704690680501,3.083314631094467,0.14635510187767967,218.113835559599,0.11078178825055049,16.22048611111111,0.04323843181514306,92.13708013304232
33,233,50.7001,23.6989,40,23.4271,0,113,122,12,130,10,1.01557,53.66749,0.0,0.0,5.10714,6.347,20.36562,0.0,0.0,126.0,41.89217,0.00015,1.31,1.196,-1.0,0.0,64838.21729539888,95.0109636478011,0.09181539330665713,0.6379192156862744,88.09219653685373,0.10254705623776358,0.08635416932288148,0.11492373247027517,0.5168119926552078,0.1400860225485078,19985.93267838889,0.17323384897771113,29.88707328137056,7.076706277184259,0.16553928647311456,2.310199183252523,0.14503397085230127,216.08697245854827,0.11037111766102098,16.323302469135804,0.04309944064873557,91.62226854505856
34,234,50.7002,23.682,41,25.7088,0,113,122,12,130,10,0.98325,53.66466,0.0,0.0,8.85714,6.321,20.36001,0.0,0.0,126.0,41.75459,0.00019,1.31,1.225,-1.0,1e-06,64832.65327186098,95.02418288464574,0.09124318330121305,0.6360337254901961,88.61198843881343,0.10194601450373698,0.0856628085181816,0.1151161132936022,0.5145943666119832,0.14007507017828782,19923.879651821477,0.17362157097067674,29.49996307749807,7.087304544466713,0.165568736813275,4.112489041566805,0.14437910348721314,214.1394324667123,0.10999780933797818,16.425733024691358,0.04313454669481432,92.46343021703355
35,235,50.502,23.6048,41,24.3784,0,112,122,12,130,10,0.99905,53.44932,0.0,0.0,4.39286,6.471,20.34583,0.0,0.0,127.0,41.70829,0.00024,1.33,1.182,-1.0,0.0,64852.728817469775,94.97800394185745,0.09097731561639878,0.6358007843137254,86.41888090925144,0.10126413201380988,0.08497490018575782,0.11557671640255453,0.5145943666119857,0.14079288020717465,19979.67364237384,0.17382807297963235,29.89456741898148,7.081076517294226,0.16567607918162167,3.0016060076348907,0.14396826707945887,212.33284124691167,0.10953535017690513,16.699893904320987,0.042967038535009196,92.54198191259836
36,236,50.2094,23.4981,41,22.4584,0,112,122,12,130,10,1.01091,53.14793,0.0,0.0,5.28571,6.648,20.27996,0.0,0.0,126.0,41.6909,0.0002,1.32,1.323,-1.0,0.0,65066.81859415892,95.02622979481613,0.0905344344469274,0.6362078431372549,88.04585482266027,0.10063946061941573,0.08539224124350132,0.11629390095256252,0.5168119926552088,0.14230330026226437,19764.977409167615,0.1746933962909857,29.82359540020978,7.089988782788871,0.1646352001235828,2.4800580428120247,0.14380274688063693,210.64061442873623,0.10924461998958153,16.853925540123456,0.04289996518162089,91.18211590196653
37,237,49.9708,23.3949,40,29.4982,0,112,122,12,130,10,0.9826,52.92969,0.0,0.0,7.07143,6.674,20.183,0.0,0.0,126.0,41.50712,0.00012,1.32,1.261,-1.0,0.0,65322.41290697903,95.00541750918538,0.09009576016570629,0.634424705882353,89.09791181485997,0.10011509290098636,0.0852788098468585,0.11728366582941448,0.5168119926552083,0.14516382665503313,19542.14211191725,0.17601543142268797,29.755669676227335,7.102794446325985,0.16369751276457728,3.452853142039376,0.14360996154340974,209.03428307602636,0.1088172545409728,16.912663966049383,0.042797836096769556,92.24823109820125
38,238,50.0769,23.4335,40,24.3921,0,112,122,12,130,10,0.99272,53.01618,0.0,0.0,3.96429,6.726,20.09521,0.0,0.0,126.0,41.46474,0.00023,1.31,1.259,-1.0,0.0,65515.05976543467,94.91301826961076,0.08970970735009638,0.6334541176470588,87.47312596473206,0.09977490439606812,0.08571342841696185,0.1181999913279134,0.5168119926552106,0.14832865263680237,19825.42297711865,0.17751816164714265,29.93022099247685,7.078974023948575,0.16244036487387134,4.180244807013908,0.14277803308963868,207.58430001483688,0.10844033072780526,16.997685185185187,0.04268177587340232,91.71893453139717
39,239,49.9939,23.3764,40,23.3173,0,112,122,12,130,10,1.02059,52.97412,0.0,0.0,3.67857,6.773,20.12467,0.0,0.0,126.0,41.38012,0.00017,1.31,1.316,-1.0,0.0,65525.81952339526,94.96456035352637,0.08949332072647868,0.6313356862745099,89.26763316348386,0.0993575032986216,0.08555111401364594,0.11907248425953092,0.5168119926552106,0.15061428479570524,19634.955662377055,0.17853677184839173,29.98764094599971,7.080932667804974,0.1613479644350337,3.7883256476767206,0.1418271010476112,206.24442653423813,0.10816042793106129,17.30054012345679,0.04262297083309149,91.28301786404124
40,240,49.9037,23.3433,40,25.6098,0,112,122,12,130,10,0.99892,52.84564,0.0,0.0,9.42857,6.721,20.08322,0.0,0.0,126.0,41.18389,0.00023,1.32,1.328,0.12976,2e-06,65612.81036424483,94.93025196855234,0.08947230398981576,0.6293640588235275,87.47870868461433,0.0993512311084605,0.085714043246437,0.1198541917916708,0.5168119926552105,0.15159705621099615,19762.265976554776,0.17984459944516376,30.106209272219807,7.115187012329459,0.15987301986932664,3.4236324796661415,0.14076811693758107,204.98391564312374,0.10783345971847018,17.70283564814815,0.04251455391077536,92.11864838673995
41,241,49.7326,23.4478,40,22.5191,0,111,122,12,130,10,0.99032,52.70393,0.0,0.0,3.21429,6.711,20.05018,0.0,0.0,126.0,41.08135,0.00019,1.31,1.4,-1.0,4e-06,65657.40861775372,94.96113117675336,0.09007873487175319,0.6276137254901961,87.9709262902143,0.09928539157934085,0.08584024498443217,0.12041971082558317,0.5168119926552098,0.15113505248466289,19490.093484526315,0.18134684564856207,30.105429943696954,7.1254246295205,0.15865079887378927,3.151722232786652,0.13934514259021183,203.86857658778797,0.10755997909969064,17.94796489197531,0.042498050382831026,91.31235151472464
42,242,49.7576,23.5187,40,24.5516,0,111,122,12,131,10,1.003,52.73132,0.0,0.0,4.82143,6.715,20.14076,0.0,0.0,126.0,40.98938,0.00027,1.32,1.336,-1.0,0.0,65719.19481036617,94.95988719299545,0.09078318487323346,0.6255443529411765,88.45291970035207,0.09930954832862421,0.08569758580840124,0.12068867186139154,0.5168119926552083,0.1500286387222622,19608.98313197792,0.18019869492644236,30.279738061222027,7.141699248218604,0.15897788227545295,4.000666284653472,0.13790839763448084,202.83063940148136,0.10733222624150744,18.175829475308642,0.04246054399328125,90.48987006747866
43,243,49.6794,23.5073,40,28.4386,0,111,122,12,131,10,1.01437,52.66758,0.0,0.0,6.42857,6.622,20.20841,0.0,0.0,126.0,40.78443,0.00015,1.33,1.447,-1.0,0.0,65765.02272624362,94.96109649331125,0.09091023620176583,0.6242430980392144,86.62620971725627,0.09940054023071769,0.0856154386674318,0.12085930444062437,0.516811992655211,0.1493379789436457,19466.876501509418,0.17861266369790166,30.515056092062114,7.163685823615893,0.16219505194321585,4.30835621021116,0.13646942866671002,201.86854904481348,0.10714528119301815,18.321952160493826,0.04238779894006723,90.60550861760659
44,244,49.7664,23.6155,40,23.4388,0,111,122,12,131,10,1.00512,52.74974,0.0,0.0,3.28571,6.605,20.19328,0.0,0.0,126.0,40.65843,0.00014,1.32,1.388,-1.0,0.0,65858.83729059725,94.97579727395245,0.09066291820928654,0.6209682352941177,87.0662401237386,0.09952262244774572,0.08579476243960056,0.12055373875760818,0.5168119926552087,0.14870873598917284,19537.639263004723,0.17725047147274395,30.430566104841823,7.144941612827929,0.1656559267197135,3.218214313991338,0.13510056559833364,201.00923741100593,0.1069263326655011,18.388069058641975,0.042315948146986054,89.75866922171512
