,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0.6,cubrow.0.5,cubcol.0.3,cubrow.1.0,cubcol.0.5,cubrow.0.3,contrast,noise,color_fulness,movement,uhdhdsim,cubcol.0,blockiness,cubrow.0.6,fft,staticness,saturation,cubcol.1.0,tone,cubrow.0,temporal,blur
15,415,43.2358,7.20672,38,8.73015,0,115,116,9,140,9,1.00178,48.3727,0.0,0.0,1.14286,8.185,5.79989,0.0,0.0,126.0,42.84327,0.0,0.42,2.717,-1.0,0.533032,0.16928026419341022,0.19678239653150925,0.0960215067766702,0.15858982358445692,0.14468032602489428,0.15976592192982378,90.12645622312812,0.39326180777974357,84.22712762135676,3.2041377314814814,98.07169583170717,0.12389103741815043,2.0142949201083216,0.18935196288176892,64329.214144026686,731.3439455695277,59.984445642541964,0.19888842685811328,0.6514949019607843,0.14565686636992967,4.364461274406291,15140.297048854613
16,416,43.2057,7.58456,38,9.40618,0,115,116,9,140,9,0.99613,48.30917,0.0,0.0,1.78571,8.203,6.20691,0.0,0.0,126.0,42.83824,0.0,0.42,2.747,0.20538,0.522676,0.16865186793759077,0.19701294254995555,0.09634682888268678,0.160200318921008,0.14402398651410322,0.15961951828605525,89.74243657687684,0.39326180777974223,84.50665244620791,3.1588541666666665,98.09317870870001,0.12323775941632936,2.1656268826711274,0.18835774749819295,64239.555249564546,730.6307372181531,60.05778559932003,0.19758909007990014,0.6521321568627452,0.1453945084208852,4.55372932639117,15101.225533900873
17,417,43.1471,7.89035,38,9.16658,0,115,116,9,140,9,0.99024,48.21188,0.0,0.0,2.60714,8.149,6.5405,0.0,0.0,127.0,42.81723,0.0,0.42,2.973,-1.0,0.532752,0.1691305756015276,0.19691918616411785,0.09654514634465966,0.16176231881593223,0.14395056543089757,0.15948996890069786,90.9790192048266,0.3932618077797417,84.6991677235443,3.265480324074074,98.10015394617673,0.12207766861346536,1.728426270430369,0.1872993390572195,64283.88134457962,730.0358002409552,59.95418671031057,0.19669564002815865,0.6508925490196079,0.14506556450604824,4.703530527989197,15031.990213943096
18,418,43.2509,8.43123,38,8.99515,0,115,116,9,140,9,0.98888,48.32971,0.0,0.0,1.82143,8.19,6.8066,0.0,0.0,126.0,42.84269,0.0,0.42,2.844,-1.0,0.568599,0.16917330517171564,0.1969443580910096,0.0965180302779398,0.16274657262705633,0.14413856649049187,0.15923650590465882,89.6752008415197,0.3932618077797419,84.61802610749558,3.545380015432099,98.08238104317071,0.12080297174326521,2.358996416144879,0.18635731010857953,64286.615061828146,729.478578649371,60.063716558762536,0.19606479163104523,0.6507631372549021,0.14498009623769986,4.700084684247152,15125.498255641154
19,419,43.0773,8.61821,38,9.63369,0,115,116,9,140,9,0.98726,48.13669,0.0,0.0,2.14286,8.229,7.27605,0.0,0.0,127.0,42.86563,0.0,0.42,2.844,-1.0,0.536765,0.16932369668147573,0.1968869163308089,0.09620315775751957,0.16383764975496443,0.14527366278772189,0.15907373538991126,90.45912543555491,0.39326180777974207,84.83803708356166,3.7025945216049383,98.09956874960947,0.1195301019927597,1.767642029921783,0.18616300384838202,64315.88127665444,728.9222890260511,59.96212165738329,0.1955583519834693,0.651943137254902,0.1445111495617643,4.776697700376474,15002.063662029173
20,420,43.0688,7.94108,38,11.1459,0,115,116,9,140,9,0.99257,48.07769,0.0,0.0,1.46429,8.254,7.43538,0.0,0.0,125.0,42.90256,0.0,0.42,3.025,-1.0,0.553541,0.16889156244002423,0.1965151446747891,0.09578380357860024,0.16465827681274256,0.14709084972610648,0.15896175594636308,87.12530933713043,0.3932618077797428,84.78535253589547,4.990451388888889,98.10878028531981,0.11841715796804045,1.6365992650650472,0.1848620696353945,64368.53656993907,728.4045515369025,60.012434406045045,0.19532290127180107,0.6516498039215687,0.1442036876933929,4.849493756988875,14983.058757032866
21,421,43.2022,7.68167,38,9.83151,0,115,116,9,140,9,0.9993,48.22898,0.0,0.0,1.57143,8.163,6.83883,0.0,0.0,126.0,42.96973,0.0,0.42,2.544,-1.0,0.508625,0.1688394217841602,0.1961373546415527,0.09533935176651084,0.16478896048020714,0.14752980348969819,0.1588389483523754,86.45666376747955,0.39326180777974445,85.2577991265163,5.191984953703703,98.09454487836919,0.11753692121377796,2.238089417572128,0.18420960872308256,64337.84541628345,727.9038366968198,60.248478830596554,0.19577863552923463,0.6510843137254902,0.14384256410308147,4.818578762709838,15071.165743823727
22,422,43.0282,7.61446,38,9.52209,0,115,116,9,140,9,1.00287,48.05486,0.0,0.0,1.5,8.118,6.60684,0.0,0.0,125.0,42.97922,0.0,0.41,3.044,-1.0,0.552483,0.16886950351464072,0.19563566047745728,0.09503967955838293,0.16504450407574578,0.14778617047860915,0.15858516349818474,88.36503440961542,0.39326180777973535,85.42198255097954,5.217881944444445,98.12414808372375,0.11718984905737012,2.3584215649230518,0.18379073953083988,64332.19915252702,727.3894132722581,60.18495988257138,0.19643528374336314,0.6502956862745098,0.14334059422324313,4.74029412320434,14901.760912914568
23,423,43.0336,7.77625,38,9.38968,0,115,116,9,140,9,1.00885,48.06397,0.0,0.0,1.25,8.175,6.55161,0.0,0.0,125.0,42.99942,0.0,0.42,3.199,-1.0,0.586802,0.16891137535263234,0.19499878669085652,0.09458116838155659,0.16526978700050726,0.1480022027772459,0.15830498004987745,87.83048628468134,0.39326180777973535,85.25416753188347,5.203993055555555,98.12239865982534,0.11726001689743795,1.9371638289066933,0.18312305877590787,64350.91121334381,726.8965721133482,60.175625271267364,0.19664775605558188,0.6500820980392155,0.14281925941813756,4.762185795209665,14911.582861188268
24,424,42.9279,7.76653,38,9.22239,0,115,116,9,140,9,1.00909,47.96022,0.0,0.0,1.32143,8.204,6.69729,0.0,0.0,127.0,42.98823,0.0,0.41,3.436,0.22055,0.570533,0.168990167660409,0.1944107487170136,0.0940300663208419,0.1654130329705125,0.1484221896970267,0.15803768083369246,86.82644062416199,0.3971028487588031,85.3772646498059,5.255497685185185,98.13753440625999,0.11737276797655272,2.215453767173414,0.1828523873354515,64382.328080719635,726.4010558238641,60.21914126549238,0.19644619342905237,0.6493212745098037,0.14240146894364783,4.78250306342793,14816.215104876073
25,425,42.9064,7.706,38,9.57042,0,114,116,9,140,9,1.01054,47.94438,0.0,0.0,0.82143,8.188,6.68761,0.0,0.0,127.0,43.00377,0.0,0.41,3.082,-1.0,0.566607,0.16901097757397648,0.19386124350646738,0.09347866087458276,0.16575193809023622,0.14896526488963704,0.15756503403802216,88.68760952336675,0.3932618077797371,85.39455293748699,6.422260802469136,98.13080607259751,0.11728250310104289,1.4977902225120117,0.18341293907686992,64339.08752502334,725.8855740733976,60.21425675757137,0.19586860953226373,0.6494294117647059,0.14185268847670157,4.856665295042046,14790.256052534762
26,426,42.933,8.02562,38,9.1579,0,114,116,9,140,9,1.00885,47.99808,0.0,0.0,1.39286,8.16,6.63892,0.0,0.0,127.0,42.9932,0.0,0.41,3.167,-1.0,0.557252,0.1691307117243205,0.1931917071971957,0.09323828658699011,0.1658629398853765,0.14865817312940316,0.1573869173986962,86.9055215521492,0.3932618077797418,85.3565140173841,6.472752700617284,98.13101414190595,0.1172678920305157,1.9901067042899443,0.18257936101421626,64369.46894812773,725.363323916611,60.11035777904369,0.19549820022986275,0.6489729411764705,0.14137278412452503,4.810556098236444,14850.921362841582
27,427,42.9515,8.43493,38,9.21533,0,115,116,9,140,9,1.00138,48.00754,0.0,0.0,1.17857,8.137,6.91663,0.0,0.0,127.0,43.0209,0.0,0.42,3.475,-1.0,0.556543,0.1692619324799219,0.19245062459878332,0.09304893965421628,0.1661260629126755,0.1489474592102063,0.15724777468230738,87.46649581691263,0.39710284875880064,85.2967090999929,6.494936342592593,98.12964877945711,0.1174269351086967,2.6048690127701675,0.1822560717754584,64430.245122004504,724.8157118709678,59.926168182749805,0.1956591594542747,0.649284705882353,0.14110359485818927,4.771654903921631,14898.589085742364
28,428,42.9422,8.75401,38,9.3515,0,114,116,9,140,9,1.00007,47.9343,0.0,0.0,1.03571,8.114,7.26753,0.0,0.0,128.0,43.03441,0.0,0.42,3.542,-1.0,0.577006,0.16945965718702652,0.1917731031879922,0.09278322272223143,0.16638393813078797,0.1487569409123237,0.1570825738546218,88.13241406909833,0.39326180777973957,85.33589367773068,6.570264274691358,98.14784774337983,0.1180558362820443,2.5047160039604366,0.18168198521531295,64404.75866002927,724.2524667639369,59.828106727129146,0.19584979075793407,0.6486133333333334,0.14116597837362746,4.832752499422975,14868.128072483525
29,429,42.9345,9.17092,38,9.77998,0,115,116,9,140,9,0.99227,47.86054,0.0,0.0,2.10714,8.137,7.54192,0.0,0.0,127.0,43.02234,0.0,0.42,3.041,-1.0,0.567284,0.16963385237843062,0.19130991183570908,0.09254060276906481,0.16674456503268353,0.14888799404539502,0.1568517565274169,87.2611699169162,0.39104418173651184,85.51960555148911,6.894193672839506,98.15895038683799,0.11900438714941505,1.4611235311836688,0.18163563397117785,64363.21795690404,723.6372509464492,59.88943330741223,0.19609320304035988,0.6478454901960785,0.14130251654573947,4.845917691642828,14810.248323726317
30,430,43.022,8.97264,38,10.039,0,115,116,9,140,9,0.99861,47.92912,0.0,0.0,2.0,8.132,7.90009,0.0,0.0,127.0,43.02401,0.0,0.42,3.391,-1.0,0.600449,0.16996917410180068,0.19082110780977535,0.09225782250684002,0.16701301058073273,0.14973489722814654,0.15658235582023514,87.02954473506134,0.3910441817365176,85.51871038161175,7.8684413580246915,98.14360398658238,0.12000757431628752,1.3940845547507341,0.18209829469564756,64385.090278258125,722.9993268092068,59.85489268361787,0.1959373783830029,0.6473473921568601,0.1415242274347454,4.878841507704931,14919.339575791253
31,431,43.0081,9.17755,38,10.0091,0,115,116,9,140,9,1.00123,48.00076,0.0,0.0,1.53571,8.151,7.72754,0.0,0.0,127.0,43.07315,0.0,0.42,3.217,-1.0,0.616533,0.17038653231892864,0.19042161157954635,0.09210871200857006,0.1674446601410889,0.14984897325626761,0.15646795710852426,87.40412729044303,0.39326180777973735,85.46934014972318,7.861979166666667,98.13595900655329,0.12108825316369182,2.5355389780809343,0.18181162051720445,64376.42396407491,722.3346147295116,59.78017962420428,0.1955841736570636,0.648255294117647,0.14173997168078184,4.827954615469467,14907.860780562374
32,432,42.9191,8.90542,38,9.93396,0,115,116,9,140,9,1.00762,47.95827,0.0,0.0,1.5,8.165,7.90846,0.0,0.0,127.0,43.10578,0.0,0.42,2.957,0.22235,0.646872,0.17076845029218177,0.1900645353017514,0.09208336753806798,0.16786690132254234,0.151287837725084,0.15634056891924125,89.27078296768448,0.39104418173651956,85.78140949206835,7.850742669753086,98.12710342078537,0.12206111774153534,2.077107284354402,0.18193450611486728,64421.82938968198,721.6568810189453,59.96725897141445,0.19517196073232046,0.6483158431372542,0.14210867273114597,4.838663282202957,14812.391128399287
33,433,42.9059,8.40701,38,10.2723,0,114,116,9,139,9,1.00639,47.93,0.0,0.0,1.82143,8.187,7.67014,0.0,0.0,127.0,42.99527,0.0,0.42,2.596,-1.0,0.600434,0.1711674835678737,0.1897102184286795,0.09179186562639438,0.16821946467283883,0.1513579020494168,0.15623382681350728,89.54151738101613,0.39104418173651606,85.36302682251879,7.876205632716049,98.15100820290014,0.12284941012251877,2.268437578052285,0.18205565542524746,64382.92970067512,720.7776236241862,59.52987614384404,0.1946899150082554,0.6480521568627452,0.14242075789615907,5.0165032266709035,14775.22723337471
34,434,42.8395,8.04268,38,10.294,0,114,116,9,139,9,1.00385,47.89794,0.0,0.0,2.14286,8.122,7.23206,0.0,0.0,127.0,42.99242,0.0,0.42,2.602,-1.0,0.645906,0.17154190105563097,0.18931776120010688,0.09135562540163811,0.168450007983779,0.15104635641685416,0.15604241203188185,86.23455493394464,0.3872031407574541,85.45783993100461,7.9154128086419755,98.1729585022477,0.12343342640830103,2.7006630460510284,0.18226009830263323,64345.19316432883,719.9357460728547,59.42428381649064,0.1941645354243618,0.6484192156862731,0.14271879965518836,4.765068792172449,14719.474564697939
35,435,43.0081,7.75666,38,9.59935,0,114,116,9,139,9,1.00006,48.08321,0.0,0.0,2.17857,8.136,6.91876,0.0,0.0,127.0,43.02984,0.0,0.42,2.548,-1.0,0.631851,0.17206255570555387,0.18926253523009764,0.09115666760807033,0.16868048228085253,0.15092656857153833,0.15577230852019724,88.21264145823689,0.39104418173651373,85.38419987841941,8.304783950617283,98.13738667466981,0.12365840784056603,2.500917789808291,0.1826330776783942,64330.61016093044,719.1046306554052,59.413470044548134,0.19363796702859237,0.6492705882352942,0.14306513999179887,4.715179047676354,14877.784140203461
36,436,42.9417,7.3779,38,9.44657,0,114,116,9,139,9,0.99545,48.05558,0.0,0.0,2.71429,8.192,6.67158,0.0,0.0,127.0,43.04551,0.0,0.42,2.574,-1.0,0.625023,0.1723803638715845,0.1891767687483015,0.09112843118452636,0.16904458467713743,0.1508626033140008,0.15564151704883064,88.17313416690668,0.3910441817365126,85.35739088323454,8.159722222222221,98.13469042313386,0.12377590637691621,2.2099250651305464,0.1828193415219914,64300.59311790428,718.3172065211436,59.40002968870564,0.19303930392459911,0.6491988235294118,0.143216169587362,4.601234210125588,14817.738742168396
37,437,42.8731,7.29753,38,9.17165,0,114,116,9,139,9,0.99024,48.02606,0.0,0.0,1.60714,8.219,6.34581,0.0,0.0,127.0,43.04755,0.0,0.42,2.668,-1.0,0.591643,0.17291660669510764,0.18896125169333214,0.09111126684114411,0.169233217971269,0.15065888488424917,0.15554935400629358,88.2435364997313,0.39104418173651806,85.70021666668468,7.895351080246914,98.14457958988362,0.12393466653916019,2.4577709898304154,0.18318899408575268,64325.54214697361,717.5512731020368,59.47592577522184,0.19256491186270755,0.649056215686274,0.14351914063286858,4.676593587738466,14786.481188796279
38,438,43.0467,7.29772,38,9.17693,0,115,116,9,139,9,0.98976,48.19014,0.0,0.0,2.21429,8.213,6.28893,0.0,0.0,127.0,43.33433,0.0,0.42,2.159,-1.0,0.619981,0.17305127136065154,0.1887521329595133,0.0910841005408111,0.16938949961191002,0.15048044895598192,0.15549410813874315,93.36505714124942,0.39104418173651817,86.03722575387536,7.7953317901234565,98.11724991117678,0.12400918791486826,2.066820515529338,0.18367525625525308,64251.48841275172,716.7274718594208,59.25430090633439,0.19212017407246348,0.6575486274509803,0.14380065594906427,4.66382791607509,14920.31786180646
39,439,43.366,7.26983,38,9.49014,0,115,116,9,139,9,0.99083,48.54132,0.0,0.0,1.67857,8.213,6.30709,0.0,0.0,128.0,43.85609,0.0,0.42,2.67,-1.0,0.602934,0.17334791194589164,0.1886828158316981,0.09117699327417349,0.16972745070524548,0.15032201881054624,0.15538425385682514,89.9236466395812,0.3932618077797372,85.8181001043394,7.869357638888889,98.0465117114336,0.12410460797290486,2.257557771417997,0.18431844791026344,64249.18190376403,715.7441701735637,59.19091608494889,0.19154111401941554,0.6711392156862745,0.14398309574781465,4.767510130254386,15218.525633055171
40,440,43.4553,6.97853,38,8.75915,0,115,116,9,139,9,0.99431,48.64666,0.0,0.0,2.32143,8.15,6.25755,0.0,0.0,128.0,43.86657,0.0,0.41,2.66,0.23161,0.585527,0.17363181819900214,0.18871457548232573,0.09131427679426105,0.17012526033543912,0.15015597334869923,0.15531650183915993,88.81938124623889,0.3910441817365171,85.73473972498624,8.087914737654321,98.04059508065997,0.12414435259368364,2.4973443897635352,0.1846010481246624,64253.32707004773,714.8210684976565,59.182948359736685,0.1908974715486769,0.6716498039215687,0.14411769133122707,4.4741701424085525,15270.241301871669
41,441,43.4332,6.85483,38,8.36002,0,115,116,9,139,9,0.99743,48.63991,0.0,0.0,2.60714,8.184,6.00442,0.0,0.0,128.0,43.81631,0.0,0.41,2.496,-1.0,0.580183,0.17401963935045087,0.18867437101977746,0.09170339008179038,0.17050175878697332,0.15010234397959793,0.15528665211531487,90.59177734858932,0.3910441817365144,86.04690399251687,8.055314429012345,98.05060651040856,0.12393036639254104,1.7446487616338573,0.18507510351215037,64230.51218942867,713.9404211931142,59.09112228581935,0.19043164079064345,0.6703070588235294,0.1441893917800652,4.35250328186813,15283.059657254222
42,442,43.3761,6.67066,38,8.49597,0,115,116,9,139,9,0.9989,48.60609,0.0,0.0,2.39286,8.2,5.89118,0.0,0.0,128.0,43.78815,0.0,0.41,2.428,-1.0,0.604776,0.17434453000886346,0.18863386611205307,0.0921258383118435,0.1707082382867315,0.15023131198592382,0.1553188654153515,89.82044101463993,0.39104418173651534,86.35137173793657,7.74657600308642,98.04748001715208,0.12360259292730506,1.575496260651417,0.1854147984799647,64301.35421161874,713.1040538691487,59.13252691575038,0.19031473045882782,0.6697921568627452,0.14432713613904366,4.3438317116393,15217.93270365977
43,443,43.3918,6.72902,38,8.09586,0,115,116,9,139,9,0.99701,48.62147,0.0,0.0,1.92857,8.257,5.73392,0.0,0.0,127.0,43.81029,0.0,0.42,2.174,-1.0,0.62599,0.1745930237869296,0.18849146698597422,0.0924973350197136,0.17081559958697975,0.1502362554397531,0.15550393991848863,87.70550781061344,0.3910441817365171,86.21119790971089,7.487895447530864,98.0333560205569,0.12336581300605588,1.6853270797836908,0.18583643616020423,64318.942119758285,712.3302150549266,59.04246031207803,0.19032205277801023,0.6710352941176472,0.14436518044406266,4.1889701483853745,15256.761998285983
44,444,43.4063,6.54,38,8.08894,0,115,116,9,139,9,0.99663,48.65532,0.0,0.0,2.14286,8.271,5.78204,0.0,0.0,127.0,43.81943,0.0,0.42,2.405,-1.0,0.587223,0.17483422072272983,0.1883712853570763,0.09295694965432295,0.1712003554431028,0.15000507100291868,0.1556605634254249,90.24243387358646,0.3910441817365187,86.35347211534462,7.266203703703703,98.03452919373767,0.12322295665316312,2.192839178948297,0.18614719686881626,64337.42823925661,711.5853419566721,59.175906899534624,0.1902049539869053,0.6709074509803921,0.14433623714573293,4.128811857194398,15311.866475597582
