,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0.5,cubcol.1.0,cubcol.0.3,staticness,cubcol.0,cubrow.0.3,fft,cubcol.0.6,saturation,tone,movement,blockiness,blur,noise,cubrow.0.6,cubrow.0,temporal,uhdhdsim,contrast,color_fulness,cubrow.0.5,cubrow.1.0
12,412,65.1714,2.93693,30,3.68709,0,106,131,7,125,5,0.98764,58.31439,0.0,0.0,3.28571,3.87,2.48499,0.0,0.0,126.0,59.17469,0.00042,0.28,1.481,-1.0,8.064374,0.21964965931961455,0.0054546004784763735,0.10234723040907746,539.0067181783621,0.004955102920476649,0.2566448765105819,70553.36369336248,0.2213349707654045,32.73525586540316,0.8535627450980392,0.7178819444444444,1.8858038551060774,59876.59737766587,0.20187786344425132,0.1299743414905847,0.10260726022188014,2.1418959216418734,89.45336361434133,93.72111445770985,161.37448197861085,0.14664529177049737,0.10289022552590082
13,413,65.2131,2.8777,30,3.55629,0,106,131,7,125,5,0.98853,58.35884,0.0,0.0,3.0,3.887,2.48119,0.0,0.0,126.0,59.19935,0.00042,0.28,1.439,-1.0,8.091886,0.21976463068920213,0.005487564965927037,0.10039043442884892,538.9713339196741,0.004875501505115583,0.2566367478200128,70592.0348586403,0.22127557280445748,32.799642303843555,0.8532203921568629,0.5994405864197531,1.6507189542621281,59987.003030429616,0.20187786344424774,0.13034873812012618,0.10253263749191455,2.1472149229069553,89.45566630368958,91.02335124557014,161.4520885404065,0.14675351408271556,0.10274209215022143
14,414,65.1739,2.87191,30,3.59984,0,106,131,7,125,5,0.98778,58.32416,0.0,0.0,3.25,3.884,2.42891,0.0,0.0,126.0,59.18972,0.00044,0.28,1.535,-1.0,8.031859,0.21979107592128597,0.0055303685223399715,0.09799722031306377,538.8727177965297,0.004844241693900453,0.25655468993867675,70543.84767549414,0.22128248450428062,32.867969089084205,0.8535627450980392,0.5399305555555556,1.6572183802704366,59798.712669400076,0.2018778634442486,0.1306265508876383,0.1024935515835861,2.114333098068627,89.46028434381473,92.32372735971629,161.94435075393667,0.1469385535583533,0.10291174660666841
15,415,65.2326,2.80322,30,3.32372,0,106,131,7,125,5,0.98602,58.3783,0.0,0.0,3.46429,3.882,2.4261,0.0,0.0,126.0,59.21297,0.0004,0.28,1.376,-1.0,8.05093,0.21990487405322937,0.005486577701709793,0.09594403637496164,538.8700913808593,0.004895472482741065,0.2566800211706833,70547.70656195827,0.22127124353700145,32.83715311686198,0.8538007843137256,0.8459201388888888,1.6519954207916605,59983.77820378619,0.20187786344424744,0.13093358752173925,0.1024560733649674,2.0881958300996772,89.43378544179849,94.16560514794467,161.76203955126073,0.14698740007163083,0.10319399691448312
16,416,65.1767,2.71916,30,3.15455,0,106,131,7,125,5,0.98632,58.32825,0.0,0.0,3.32143,3.89,2.36498,0.0,0.0,126.0,59.20043,0.00035,0.28,1.407,0.45203,8.110447,0.21999739153071665,0.005436343027822271,0.09494538763964226,538.819286883606,0.0048881257649601535,0.256779656531567,70681.19589368,0.221295204083734,32.90396099326051,0.8537929411764706,0.7998167438271605,1.7618781640917582,59820.09181260894,0.19966023740102057,0.1312467047382549,0.10244108030724841,2.050015408516317,89.44607002391092,94.1467990248345,162.21032081898537,0.14717384836764646,0.1034660757476266
17,417,65.2109,2.6857,30,2.92742,0,106,131,7,125,5,0.9885,58.3465,0.0,0.0,3.35714,3.89,2.29278,0.0,0.0,126.0,59.22703,0.00047,0.28,1.441,-1.0,8.071771,0.22002256124901384,0.005397668262418221,0.09381866240005482,538.8468245987576,0.004844250507624395,0.2567202914095863,70573.0527667718,0.2212620937561435,32.848786907431524,0.8543215686274511,0.7635030864197531,1.6976371931597927,60024.96217172405,0.19966023740102182,0.13159678685120693,0.1023894935218842,2.035270554038912,89.4567391677276,93.00579025882048,161.76254643896084,0.14731120066524442,0.10354383895917771
18,418,65.186,2.69369,30,2.93802,0,106,131,7,125,5,0.98592,58.33497,0.0,0.0,3.14286,3.878,2.26167,0.0,0.0,126.0,59.21658,0.00038,0.28,1.381,-1.0,8.072515,0.22003312375174433,0.005403427640637524,0.09287477860991923,538.8124791648011,0.004841835993635156,0.25667680116212144,70656.62885692001,0.22127583707272758,32.99884334611304,0.8538007843137255,0.6960841049382716,1.6666776530334095,59914.25106933495,0.2018778634442551,0.1317044160608667,0.10231242047542327,2.049397291080293,89.43944960011532,93.14237345994738,162.30411940837894,0.14736989580133655,0.10348471770688399
19,419,65.2527,2.66372,30,2.82437,0,106,131,7,125,5,0.99139,58.38782,0.0,0.0,3.42857,3.892,2.27134,0.0,0.0,126.0,59.24648,0.00036,0.28,1.44,-1.0,8.052173,0.22004958952574294,0.005370580359123578,0.09215096031175134,538.8522353332899,0.00485009651594273,0.25674599032495404,70590.09177103145,0.22135589597779204,32.93924590687693,0.8543286274509805,0.6768904320987654,1.7485027602470176,60046.95787196113,0.19966023740101968,0.1319398715690956,0.10235146309584835,2.0502212755716354,89.45016776026574,93.68310385003238,161.76018716236655,0.14745101622075768,0.10352802732313669
20,420,65.2268,2.58075,30,2.8686,0,106,131,7,125,5,0.98429,58.37353,0.0,0.0,2.82143,3.886,2.24226,0.0,0.0,126.0,59.24368,0.00039,0.28,1.36,-1.0,8.1535,0.22004953106818853,0.005335070558825595,0.09166736890990211,538.8513347705746,0.004847103550385035,0.25679595490784624,70518.76321385577,0.22135091554134392,33.14052308635947,0.8543584313725491,0.9702932098765432,1.872718217192227,59964.90446486417,0.19966023740102132,0.13210624110215458,0.10240396229578852,2.048102730391882,89.44219077375648,94.0718651661898,162.5654620816245,0.14763624260973257,0.10365503006112087
21,421,65.2574,2.52799,30,3.00752,0,106,131,7,125,5,0.9902,58.39989,0.0,0.0,2.96429,3.882,2.17112,0.0,0.0,126.0,59.27521,0.00042,0.28,1.472,-1.0,8.172288,0.2200943421228151,0.005313189615432315,0.09129400757136018,538.9306165552073,0.004825630510190244,0.25698659723605644,70529.98957965129,0.22138951598663129,33.18715526439526,0.8549019607843139,0.9284818672839507,1.6946376243837968,59971.46800896964,0.19966023740102112,0.13230127618180065,0.1023731019245028,2.024059169619145,89.44186991118056,92.21299322950398,162.84644068593917,0.147822271044317,0.10394909977805493
22,422,65.2605,2.523,30,3.03674,0,106,131,7,125,5,0.98747,58.41287,0.0,0.0,4.07143,3.88,2.12445,0.0,0.0,126.0,59.23978,0.00039,0.28,1.334,-1.0,8.150246,0.22001983710402898,0.005289801324615665,0.09124834872040667,538.9817133929158,0.004837354804019715,0.2571160351548616,70679.29155065832,0.22142576549536513,33.12629925763165,0.8546490196078432,0.9053819444444444,1.7344616793730816,59970.46492067136,0.19966023740101946,0.13244112972064764,0.10241468838006322,2.0079375266312223,89.44388776342437,92.17233325441137,162.16712277722854,0.14812866905618086,0.10426859263202123
23,423,65.3043,2.29949,30,3.20479,0,106,131,7,125,5,0.98365,58.45262,0.0,0.0,3.14286,3.888,2.12176,0.0,0.0,126.0,59.26201,0.00036,0.28,1.467,-1.0,8.175828,0.21998825432020302,0.005282994436563723,0.09117860122123334,539.0779612997146,0.004807755670151776,0.257208446922365,70650.83439411236,0.2213964629254574,33.16901708532263,0.8549396078431374,0.8559027777777778,1.7175530297636934,60048.364181729536,0.1996602374010192,0.132547944428589,0.10241866061857871,2.0251241515566663,89.45337913724445,94.1102976683038,162.33480273803391,0.14834234591695886,0.10445886032816554
24,424,65.3036,2.19221,30,3.11337,0,106,131,7,125,5,0.9839,58.46004,0.0,0.0,3.57143,3.843,1.92362,0.0,0.0,126.0,59.20561,0.00037,0.28,1.425,0.45795,8.216459,0.22010594088244625,0.005263338613575168,0.09131039416008568,539.1378999781065,0.004815991351661818,0.2573555941891056,70588.5382252746,0.22127898919363995,33.155360092351465,0.8544180392156862,0.7867959104938271,1.6728117052705802,59972.96664125572,0.1996602374010199,0.13274968714137672,0.10242979404561123,1.9238409075203073,89.44330606407213,89.64651165919017,162.03092063145317,0.14858347218335066,0.10456286039882821
25,425,65.316,2.14244,30,3.13105,0,107,131,7,125,5,0.98565,58.47517,0.0,0.0,3.14286,3.888,1.82774,0.0,0.0,126.0,59.23739,0.00037,0.28,1.495,-1.0,8.20038,0.22016752253777747,0.005263452169822693,0.09125508339948074,539.2613551809659,0.004796012479255594,0.25759355379346466,70556.41549402695,0.2213149153237285,33.20068152156877,0.8549396078431374,0.9300733024691358,1.662772520114754,60002.135078675674,0.19966023740101915,0.132821293603506,0.10242674969325948,1.8995081227883956,89.45139586883124,93.05037082820542,162.48794380729717,0.1487453227001925,0.10452894961046226
26,426,65.2582,2.11538,30,3.02908,0,107,131,7,125,5,0.98397,58.42464,0.0,0.0,3.35714,3.859,1.78438,0.0,0.0,126.0,59.20261,0.00041,0.28,1.334,-1.0,8.196289,0.22017368713304977,0.005261572334836152,0.09123089109706083,539.3473361918099,0.004800951093500949,0.2577056257419047,70480.20962554461,0.22129379810433308,33.23854535891686,0.8550945098039215,0.8169849537037037,1.6730964424611912,59789.29339096928,0.19966023740102012,0.13307321892992,0.10238625869608926,1.8697205766429972,89.46223122201533,94.3764899384421,162.08136555011768,0.14895432813479528,0.10432986059435335
27,427,65.3545,2.00425,30,3.13012,0,107,131,7,125,5,0.9889,58.52443,0.0,0.0,3.07143,3.839,1.76606,0.0,0.0,126.0,59.20697,0.00037,0.28,1.462,-1.0,8.200261,0.22015050638910708,0.005235068093972519,0.09128711622315236,539.4770061185475,0.004817501592078934,0.25776356871355954,70592.30149960828,0.22127305327837807,33.290652993284624,0.855192549019608,0.7391975308641975,1.800120249251821,60089.72409893419,0.19966023740102049,0.13323602635258386,0.10237031231727553,1.8592147607925695,89.41683685364033,94.29847966334299,162.07055430426482,0.14902820381428158,0.10398830015854876
28,428,65.3266,1.93809,30,2.8851,0,107,131,7,125,5,0.98945,58.49386,0.0,0.0,3.42857,3.835,1.66091,0.0,0.0,126.0,59.17516,0.00037,0.28,1.464,-1.0,8.249866,0.22015527189721595,0.00524100517131681,0.0911989057448711,539.5940649622773,0.004855901177544845,0.25781858165368726,70548.11286340859,0.22120860560931338,33.268505143530575,0.8560407843137255,0.6848476080246914,1.7452235997501075,59978.77432277297,0.1996602374010198,0.13339245881994843,0.10236969954470203,1.7999963384450641,89.44941250935919,94.30505744729057,161.7834505089039,0.1492033610576373,0.10368826138261926
29,429,65.3637,1.89392,30,2.97331,0,107,131,7,125,5,0.99059,58.53947,0.0,0.0,3.42857,3.86,1.6078,0.0,0.0,126.0,59.17804,0.00038,0.28,1.4,-1.0,8.139789,0.22008001483796588,0.005236954706977904,0.0911214485190739,539.7455117992113,0.004842089228052035,0.2579048035108662,70505.3260961057,0.2212341086975782,33.32297299232012,0.8555050980392158,0.7193287037037037,1.7091819605914285,60092.49655264682,0.19966023740102248,0.13342215576750535,0.10233585761685901,1.7978244829950387,89.43066212111955,94.3056762449364,161.86385897873885,0.14947407087005915,0.10344314465523897
30,430,65.3449,1.85898,30,2.92808,0,107,131,7,125,5,0.98704,58.51636,0.0,0.0,3.32143,3.837,1.5633,0.0,0.0,126.0,59.13472,0.00035,0.28,1.452,-1.0,8.277075,0.220092780372163,0.005233969000891276,0.09107404005811051,539.8755926192704,0.004860301083145691,0.2579146749048712,70590.49454301158,0.22123015280559738,33.32716313114873,0.8557729411764707,0.8556616512345679,1.6724607142800156,60020.672567291185,0.19966023740101901,0.13343945225287238,0.10235725280152247,1.7887664043931495,89.43358521032629,94.30286579285314,162.12391964493884,0.1496374830029201,0.10325442428224973
31,431,65.4058,1.93163,30,2.8613,0,107,131,7,125,5,0.98441,58.57765,0.0,0.0,3.21429,3.84,1.53584,0.0,0.0,126.0,59.14392,0.00033,0.28,1.347,-1.0,8.225173,0.22013819952415478,0.005259095199459047,0.09103855189742086,540.0397605703243,0.004844448585511345,0.25799046835711825,70603.40557433492,0.22121161865406133,33.39446644724151,0.8560635294117649,0.9025366512345679,1.6749759850249841,60165.04177418742,0.1996602374010198,0.1334942595945157,0.10235455677388813,1.784974447157766,89.4133737735612,94.40106967663405,161.89843411616982,0.14969474141226097,0.10313134932361304
32,432,65.3589,1.94017,30,2.91008,0,107,131,7,125,5,0.98398,58.53449,0.0,0.0,3.42857,3.847,1.59694,0.0,0.0,126.0,59.11102,0.00035,0.28,1.375,0.46219,8.285742,0.22014372720094563,0.005247914670207266,0.09099629923879635,540.1949502266893,0.004856636552104889,0.2580733919634408,70543.78068364835,0.2212180888073659,33.407805077823596,0.856270980392157,0.9564043209876543,1.9408124723765943,59997.12747809441,0.19966023740102012,0.13355843671348144,0.10234653537054493,1.7847312742961101,89.41472560192227,93.60094407164087,161.96268421007255,0.14983028927808692,0.10305825796107593
33,433,65.4352,1.95555,30,3.09801,0,107,131,7,125,5,0.98524,58.60514,0.0,0.0,3.64286,3.833,1.60882,0.0,0.0,126.0,59.12094,0.00038,0.28,1.429,-1.0,8.216555,0.2201308678848437,0.005239095709558393,0.09088953733883019,540.3900602210394,0.004856534494979941,0.2581295643371203,70538.71738830073,0.2211596866325144,33.40265193986304,0.8555050980392158,1.0626929012345678,1.8693583388439567,60209.54022492576,0.19966023740101954,0.13364511069123966,0.102290034872346,1.7825862704869,89.41120475551934,90.35120437751232,162.09019743203763,0.14998606107346094,0.10312561434093649
34,434,65.3974,1.99336,30,2.90934,0,107,131,7,125,5,0.99151,58.56931,0.0,0.0,3.46429,3.839,1.61987,0.0,0.0,126.0,59.08023,0.00035,0.28,1.445,-1.0,8.223219,0.22019348140928943,0.005246823328762066,0.09088520536787219,540.568078448968,0.004858660108544829,0.25817126380134503,70595.81252202477,0.22113579969916744,33.3855726453993,0.8547086274509804,1.1976273148148149,1.7497386936210098,60089.60577518769,0.19966023740101968,0.13367781115013735,0.10229815872573447,1.8048428525717755,89.42833402234339,94.1624983331469,162.12182710012385,0.15015627304786514,0.10318923258791457
35,435,65.3897,2.17795,30,3.0777,0,107,131,7,125,5,0.98826,58.5576,0.0,0.0,3.5,3.853,1.65789,0.0,0.0,126.0,59.06007,0.00035,0.28,1.406,-1.0,8.253684,0.22019450418107936,0.005227658038377328,0.09093494055637726,540.7536045353936,0.004868858862918841,0.25827844654954146,70594.74888838748,0.2210918594297649,33.35223577051987,0.8549396078431374,1.429591049382716,1.7054963539105692,60094.22853328167,0.19966023740101915,0.13375605573546706,0.10230062293431659,1.8397252839406133,89.42979632902501,93.81973454452749,162.06685276469764,0.15032114596088703,0.10328821209713789
36,436,65.3616,2.26188,30,3.08815,0,107,131,7,125,5,0.9843,58.52655,0.0,0.0,3.39286,3.878,1.81668,0.0,0.0,126.0,59.02641,0.00039,0.28,1.419,-1.0,8.261272,0.22020354543090123,0.005228466747925665,0.09105045431171183,540.9434235729104,0.004859081164158067,0.2583680500639295,70593.94986716741,0.2210682253452453,33.36908109688464,0.8544109803921569,1.5308159722222223,1.6781581861601098,59989.958097453695,0.1996602374010199,0.1337943396830155,0.10231559307137895,1.9169364577967765,89.44866764671694,94.11675324992446,162.60639466282854,0.1504033228765542,0.10335444557794293
37,437,65.4096,2.40587,30,2.93331,0,107,131,7,125,5,0.99071,58.58266,0.0,0.0,3.46429,3.837,1.8927,0.0,0.0,126.0,59.03507,0.00042,0.28,1.45,-1.0,8.303052,0.2201054970103105,0.0052236397749111825,0.09117178015432477,541.1456663187115,0.004875597558736332,0.2584894010057618,70552.55829828515,0.2210844055650905,33.39019473982446,0.8548494117647057,1.6168016975308641,1.7532129053291754,60089.42199057346,0.19966023740102057,0.13381669623648632,0.10230486386945148,1.977665650756752,89.42700766941103,94.16137058802364,162.32798516374905,0.15049205931000992,0.10327842814469167
38,438,65.3602,2.50634,30,3.41735,0,107,131,7,125,5,0.99082,58.53862,0.0,0.0,3.42857,3.837,2.01895,0.0,0.0,126.0,58.98806,0.0004,0.28,1.405,-1.0,8.289126,0.2200780109276262,0.0052221089461579155,0.09123474299365861,541.3299163065482,0.004849534709562956,0.25857187878356097,70542.3094742151,0.22110251950716628,33.45754458580488,0.8543584313725491,1.7052469135802468,1.6932070351202904,60059.01862251793,0.19966023740102182,0.13375026861857128,0.10227885284714448,2.037300540617008,89.43899911886135,94.17877074206508,162.65741515449895,0.1505976576032941,0.10324040378646818
39,439,65.4352,2.60271,30,3.23965,0,107,131,7,125,5,0.99286,58.60962,0.0,0.0,3.42857,3.87,2.10696,0.0,0.0,126.0,59.0152,0.00041,0.28,1.465,-1.0,8.339953,0.22010559475248628,0.005223425230591065,0.09142357184977934,541.548637529018,0.004859636119862663,0.25865752007803966,70530.16552975107,0.2211399041024119,33.39374061867043,0.8543733333333334,1.791087962962963,1.6404922390722187,60234.516789887195,0.19966023740101993,0.1336322983491244,0.10225137457938514,2.0797804967991826,89.41972638967437,91.57832690594782,162.12977034271012,0.1508578158055143,0.10320200630608954
40,440,65.4166,2.67189,30,3.24643,0,107,131,7,125,5,0.98579,58.58101,0.0,0.0,3.75,3.864,2.18884,0.0,0.0,126.0,58.97544,0.00042,0.28,1.45,0.46399,8.295025,0.2200870713004762,0.005210215743132796,0.09155128347671561,541.7405505249952,0.004847816011969855,0.25871891303373895,70487.60921671202,0.22118824268534767,33.50765633288725,0.8543584313725491,2.0677083333333335,1.7620198743014248,60213.93498017538,0.19966023740102282,0.13348173500636418,0.10225419912192728,2.1219442141447513,89.42973445479328,94.36567395521166,162.61753716556572,0.15096729448515298,0.10319139611131244
41,441,65.47,2.73986,30,3.4088,0,107,131,7,125,5,0.98633,58.62575,0.0,0.0,3.75,3.858,2.252,0.0,0.0,126.0,58.99431,0.00039,0.28,1.463,-1.0,8.360085,0.2201001290397214,0.005212844866510025,0.09170438747048049,541.959763117208,0.004864314407935178,0.2588490270131406,70491.20413333707,0.22123439580630463,33.37716524100598,0.8543584313725491,2.1635802469135803,1.5948401233241514,60262.21199820522,0.19966023740102049,0.13335007244830735,0.10224498676632539,2.152837252762669,89.41495083121099,94.35648614885515,162.1941446193103,0.151159004649704,0.10313035040301623
42,442,65.4154,2.77704,30,3.37228,0,107,131,7,125,5,0.99216,58.57581,0.0,0.0,4.0,3.884,2.31253,0.0,0.0,126.0,58.96429,0.00033,0.28,1.391,-1.0,8.287599,0.22009987871962816,0.00520990394535806,0.09181995847935867,542.147931739263,0.004879733031404472,0.25893646644030965,70627.05729095996,0.22127818935515992,33.46804658866223,0.8543584313725491,2.197675540123457,1.6678941123626938,60190.613399675545,0.19966023740102293,0.1332585145768847,0.10222361453487158,2.1682698247500958,89.44484963918121,94.10044116635595,162.43311882834794,0.15126615723105738,0.10309761695605175
43,443,65.5177,2.87115,30,3.52889,0,107,131,7,125,5,0.99311,58.67701,0.0,0.0,2.89286,3.868,2.34383,0.0,0.0,126.0,58.99227,0.0003,0.28,1.41,-1.0,8.308951,0.22008749220447174,0.005213309608539507,0.0920662966402208,542.3536174318066,0.004887142512741245,0.25901088342573336,70615.5168574109,0.22133374752203616,33.560699086130406,0.8543584313725491,2.2098283179012346,1.616175585410769,60367.51694192155,0.19966023740101982,0.13314327876718723,0.10222521340704377,2.1811405575855134,89.42001178769846,93.74254816698446,162.77963858095643,0.15140474572782947,0.1030684364608786
44,444,65.48,2.94366,30,3.59071,0,107,131,7,125,5,0.98958,58.63951,0.0,0.0,3.39286,3.857,2.42734,0.0,0.0,126.0,58.96651,0.00039,0.28,1.424,-1.0,8.356042,0.22005884138607001,0.005215516676834079,0.09232321051260199,542.5356333974795,0.004877102117195474,0.25909798087656677,70583.31657686163,0.221370754431312,33.6040943287037,0.8543584313725491,2.197000385802469,1.6679212030615767,60198.812503286244,0.19966023740101888,0.13304420255306773,0.1022250088811357,2.193361635103906,89.43471999932093,94.12299301044473,162.87158544252392,0.15156954499415076,0.10305024941080601
