,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.5,tone,cubrow.0,blockiness,color_fulness,contrast,noise,cubrow.0.3,cubrow.1.0,cubcol.0.5,fft,staticness,temporal,cubcol.1.0,cubcol.0,cubcol.0.3,uhdhdsim,blur,cubcol.0.6,saturation,cubrow.0.6,movement
10,110,65.3994,3.16348,30,3.83494,0,107,131,7,125,5,0.98457,58.53404,0.0,0.0,3.10714,3.962,2.60768,0.0,0.0,126.0,59.30332,0.00045,0.28,1.465,-1.0,8.205362,0.14488471085791182,0.8482047058823531,0.10260789578056445,1.831179309103106,162.87696178240498,92.67202675086597,0.2035012783800728,0.2613808994454327,0.10848722908488914,0.22003749537044806,70557.45750350574,546.2909642226806,2.031347655139094,0.005468495387792625,0.005417225981914962,0.030280091255324968,89.46908047716218,60459.60952140717,0.2507439217735057,32.9241879310137,0.12851771864511322,0.5945698302469136
11,111,65.3582,3.29792,30,3.7332,0,107,131,7,125,5,0.98157,58.49806,0.0,0.0,3.85714,3.982,2.67823,0.0,0.0,126.0,59.23036,0.00042,0.28,1.564,-1.0,8.265061,0.14481236841486994,0.8468137254901963,0.10241587569382042,1.8266065620181693,161.8694585116467,94.04046739655818,0.1996602374010199,0.26132214978589957,0.10832581912315101,0.22001759197326864,70543.4029609564,546.1848322606169,2.034836814179335,0.005429773269537041,0.005374026309503548,0.03013684967693241,89.5047237740761,60348.006289424215,0.24971455541432258,32.88650493857301,0.1286225680801748,0.6423611111111112
12,112,65.2846,3.25091,30,3.85033,0,107,131,7,125,5,0.98549,58.41377,0.0,0.0,3.14286,3.987,2.79969,0.0,0.0,126.0,59.18617,0.00039,0.28,1.43,-1.0,8.18939,0.14474357328363288,0.8459874509803923,0.10232138916233041,1.8693303115793176,161.63007482363108,93.94906637209766,0.1996602374010197,0.26119368070999693,0.10772645717517078,0.22008652166438136,70528.97033242762,546.0336519143261,1.9970671976614378,0.005439675900755342,0.005297537792269899,0.029878851090104384,89.47543783288981,60203.69140960767,0.24887929700599382,32.83369370448737,0.12864567981341765,0.5828510802469136
13,113,65.3307,3.33901,30,3.86111,0,106,131,7,125,5,0.98584,58.43703,0.0,0.0,3.46429,3.997,2.75607,0.0,0.0,126.0,59.18879,0.00034,0.28,1.49,-1.0,8.272523,0.14486433052213255,0.8464784313725492,0.10222559842421297,1.7859099167636932,162.88375240739867,92.61621821519294,0.19966023740102248,0.2611431134309651,0.1074755459389376,0.22008207391834908,70684.88702005967,545.960957629583,1.9721096978202368,0.005469135260475461,0.005340112524136358,0.029542529716993206,89.50251024398561,60335.107739960615,0.24819214148992005,33.057604377652396,0.12868641515757712,0.44367283950617287
14,114,65.2632,3.5252,30,3.80044,0,106,131,7,125,5,0.98523,58.39288,0.0,0.0,3.42857,3.959,2.8343,0.0,0.0,126.0,59.12451,0.00035,0.28,1.445,-1.0,8.242414,0.14489609408594775,0.8459498039215687,0.10230958309794211,1.8745991760120781,161.66911172372681,94.11598312587907,0.19966023740102176,0.26126436176323,0.10695031876113785,0.22016125238329737,70566.65305005861,545.8095557713359,1.9427228655167588,0.005464809311910568,0.005344988583857648,0.029235764565230003,89.47874005456214,60259.2320971836,0.24766522191608667,32.945507473415795,0.1287467833859429,0.4212962962962963
15,115,65.343,3.76265,30,3.71343,0,106,131,7,125,5,0.98448,58.45628,0.0,0.0,3.96429,3.977,2.99429,0.0,0.0,126.0,59.17826,0.00035,0.28,1.475,-1.0,8.286468,0.14495349031694765,0.8481600000000001,0.1023186016024355,1.6161001433359383,162.35492472669935,93.68637922301333,0.19966023740102024,0.261276347704868,0.10667102229884408,0.22022051182961286,70555.32878160563,545.6864708079019,1.9204253938686704,0.005416796631719732,0.005311838594353546,0.028993708715141203,89.48880989510107,60569.060276925804,0.24711841849708777,33.08665334442515,0.1287447299567986,0.6459297839506173
16,116,65.2826,3.84704,30,3.77628,0,106,131,7,125,5,0.98368,58.38643,0.0,0.0,3.35714,3.948,3.20758,0.0,0.0,126.0,59.14689,0.00035,0.28,1.474,0.45448,8.245401,0.1449512033344387,0.8473039215686274,0.1023746868286564,1.6062409523846468,162.92033043413178,94.07272528769396,0.19966023740101968,0.26144792572491554,0.10630246563261753,0.2203173310163137,70677.2070974097,545.5470709675462,1.9231137376778493,0.005414591137492036,0.005316352842206471,0.02874998410990585,89.4821953615537,60357.62547124906,0.24656651272372127,33.06165492681809,0.12880305436998135,0.6818094135802469
17,117,65.3085,3.87716,30,3.87568,0,106,131,7,125,5,0.98093,58.40857,0.0,0.0,2.89286,4.003,3.27445,0.0,0.0,126.0,59.15433,0.00035,0.28,1.473,-1.0,8.221175,0.1450192008213384,0.8490458823529413,0.10244274944501006,1.760030699845369,162.3186955417652,94.00162302890517,0.19966023740102049,0.26145593597359335,0.10579639934605586,0.2203776970903207,70652.76459075368,545.4431932750097,1.9048405620608848,0.005439718159102732,0.005286077648385738,0.02854933942448613,89.46728386565971,60541.67118731132,0.2455303194223114,33.08443742916908,0.12877027651985717,0.6700424382716049
18,118,65.2077,3.71503,30,4.14142,0,106,131,7,125,5,0.98535,58.31161,0.0,0.0,3.32143,3.953,3.30799,0.0,0.0,126.0,59.12239,0.00039,0.29,1.502,-1.0,8.291096,0.14499127899041037,0.8487631372549022,0.1023877144382901,1.6282369033649473,163.49610199797868,92.12366996155393,0.19966023740101901,0.2615363701562182,0.10539043130851469,0.22047885757354668,70487.76033477476,545.3152670138197,1.9478464782363567,0.005427058424976765,0.005287979729330757,0.02834517703963944,89.51246377162968,60234.39394066251,0.24412159683324103,33.22333686734423,0.1287301104976115,0.6677758487654321
19,119,65.2283,3.6697,30,4.29589,0,106,131,7,125,5,0.98804,58.3185,0.0,0.0,3.82143,3.943,3.15713,0.0,0.0,126.0,59.10148,0.00034,0.28,1.524,-1.0,8.329405,0.14488510178186323,0.8490458823529413,0.10244098576830338,1.8289651091070906,162.54716690257382,93.18077340004571,0.19966023740101932,0.261611921616482,0.10486603309791263,0.2204353282382434,70586.4640859617,545.215385957241,1.9967047828139077,0.005396593576958212,0.005285023033076527,0.028159693561708124,89.50646396526913,60396.882581314334,0.24291128976052018,33.10720881709346,0.1286703725971013,0.6915509259259259
20,120,65.1471,3.90331,29,3.95746,0,106,131,7,125,5,0.98594,58.24274,0.0,0.0,3.75,3.952,3.12453,0.0,0.0,126.0,59.05466,0.00037,0.28,1.507,-1.0,8.275518,0.14482239391920942,0.8498196078431375,0.10242706894022895,1.8367947579015473,163.18704144794503,93.28544106603248,0.1996602374010196,0.2616412150978657,0.10431792970504658,0.22055692493422932,70553.5719169403,545.0698195444502,2.0486563083526446,0.005398872224937169,0.005255893478078548,0.027936401639652997,89.5373874157035,60264.36851945104,0.2418113933147368,33.17618965808256,0.1285942937964064,1.1279899691358024
21,121,65.1196,4.37663,29,4.1256,0,106,131,7,125,5,0.9892,58.20537,0.0,0.0,3.39286,3.964,3.32174,0.0,0.0,126.0,59.04049,0.00036,0.29,1.617,-1.0,8.400826,0.14476757297174384,0.8496113725490197,0.10248702573251672,1.6879150933657716,162.6879987618363,94.05647113721142,0.19966023740101854,0.26167428952797384,0.10392208448915241,0.22054688051391685,70474.07970671235,544.9510595135929,2.1172840884038755,0.005380582801564273,0.005257909843579968,0.027763034557346643,89.50441754293581,60270.2659447784,0.2408575369069025,33.125273716302566,0.12848402569013384,1.4758391203703705
22,122,64.9847,4.62957,29,4.46166,0,106,131,7,125,5,0.98545,58.07419,0.0,0.0,3.39286,3.953,3.73551,0.0,0.0,126.0,58.98266,0.00042,0.28,1.598,-1.0,8.323897,0.14474124449385675,0.8502145098039217,0.10249075006209923,1.56371799728197,162.6812325991351,94.09583342822036,0.1996602374010187,0.2616025919970699,0.10335649966468202,0.2205218634842759,70501.73187002465,544.7805079861329,2.241769999109959,0.005366525555453147,0.005255169488586634,0.027567479999965824,89.56259006275448,60035.29804391393,0.24004036745754959,33.14352209774064,0.1283822788619171,1.9515335648148149
23,123,64.9778,4.87505,29,4.54763,0,106,132,7,125,5,0.98585,58.05491,0.0,0.0,3.14286,3.936,3.94859,0.0,0.0,126.0,58.9654,0.00036,0.28,1.515,-1.0,8.431641,0.14467162137876263,0.8507352941176473,0.10249154300236155,1.7107736937047764,162.722284258575,93.68486700720466,0.1996602374010185,0.2615476093668956,0.1029705766506714,0.2205215196837116,70509.22206840104,544.5786622667869,2.3377173734230823,0.005392419238759492,0.005260259365048671,0.027382206558159285,89.5531050629782,60036.36785586305,0.23918483075624583,33.222358609423225,0.12824692054995088,2.540943287037037
24,124,64.8663,4.96592,29,4.70773,0,106,131,7,125,5,0.99195,57.93349,0.0,0.0,3.85714,3.944,4.16622,0.0,0.0,126.0,58.88306,0.00036,0.28,1.485,0.46103,8.273007,0.14464185642161803,0.8495439215686273,0.10250316608567706,1.6633758099114564,162.90879138864804,93.96931107880116,0.1996602374010182,0.2613915130545871,0.10276181037300047,0.22051684598321744,70524.59895514962,544.338536738937,2.3622452341567537,0.005360706784458288,0.005266272637275875,0.0272266325329327,89.56707774459205,59975.84877636224,0.23836496312604075,33.181993837709776,0.1282109177649306,3.1335841049382718
25,125,64.875,4.97865,29,4.41759,0,106,131,7,125,5,0.98334,57.92446,0.0,0.0,3.0,3.903,4.24185,0.0,0.0,126.0,58.85914,0.00032,0.28,1.539,-1.0,8.349991,0.14459945540994856,0.8502066666666668,0.1025113705382081,1.7921399705552203,162.4613999420184,93.573993292666,0.1996602374010181,0.26142765418974145,0.10208295788217331,0.2205600311567204,70423.29287488977,544.087509175453,2.3838373188316186,0.005357657410179691,0.005207984231755378,0.027024004764109735,89.53675362144033,60037.83731768594,0.2377274704705329,33.14602001802421,0.12818390466044455,4.060378086419753
26,126,64.7729,4.79109,29,4.93412,0,106,131,7,125,5,0.9819,57.83352,0.0,0.0,3.32143,3.919,4.25877,0.0,0.0,126.0,58.76574,0.00042,0.28,1.596,-1.0,8.350215,0.14455454852425678,0.8491133333333334,0.10255996985664247,1.7778242207209507,161.70239397189607,94.00332724768316,0.19966023740101602,0.26139097768185776,0.10141945968724855,0.2205216134731598,70402.04514799747,543.7448094114712,2.4140473113210303,0.005340474475729103,0.00523039673401717,0.026870294595509513,89.59179782673229,59721.92086572143,0.23713208904651972,33.100400194709685,0.12810199313003665,4.5612461419753085
27,127,64.8229,4.70944,29,4.86304,0,105,131,7,125,5,0.98374,57.84754,0.0,0.0,3.78571,3.912,4.09297,0.0,0.0,126.0,58.75294,0.00032,0.29,1.532,-1.0,8.394052,0.14453177343606385,0.8512019607843138,0.10256397149722819,1.9877795856805653,162.76810541892797,93.8673580073357,0.19966023740101532,0.26133105163896664,0.1010353891010116,0.22054438046271926,70467.96648091992,543.4141981991529,2.409037453404013,0.005361045964591045,0.005190492446873136,0.026738453758141816,89.58944057714947,59951.02654657486,0.23656478561353375,33.140785876615546,0.1280312382240674,4.872974537037037
28,128,64.7155,4.50429,29,4.8122,0,105,131,7,125,5,0.98508,57.73628,0.0,0.0,3.85714,3.911,4.02442,0.0,0.0,126.0,58.65836,0.00037,0.28,1.48,-1.0,8.483371,0.1445359015897159,0.8526549019607844,0.10254094280582432,1.8763969073269515,161.57351471673704,93.81825049931562,0.1996602374010169,0.26110210518576227,0.10066739196806634,0.22057747136665756,70386.35210386023,543.0058364362429,2.4054945436407866,0.005365966651870869,0.005206465670431076,0.026609523963965057,89.59236914163196,59743.373884590525,0.23603251298748493,32.95006646050347,0.1279259132059892,4.928819444444445
29,129,64.7199,4.35292,28,4.66767,0,105,131,7,125,5,0.9861,57.71053,0.0,0.0,3.5,3.915,3.84489,0.0,0.0,126.0,58.65056,0.00035,0.28,1.458,-1.0,8.362703,0.14449609068188304,0.8534952941176471,0.10251231167115557,1.7858501779175644,163.0411357753456,93.81541456299428,0.19966023740101427,0.26093477940168625,0.10040189237273553,0.22057218493568373,70488.75137816498,542.602539801709,2.4100991673371404,0.005383355549124692,0.0051481105383130495,0.026508995196847542,89.59104195092237,59864.41426490407,0.23562487901071746,33.09594914942612,0.12792021516333651,5.103202160493828
30,130,64.6328,4.10601,28,4.60406,0,105,131,6,125,5,0.9842,57.62983,0.0,0.0,3.89286,3.902,3.71691,0.0,0.0,126.0,58.58404,0.00032,0.28,1.556,-1.0,8.391888,0.1444396662793994,0.8540913725490198,0.1024797700026674,1.9524107090701739,162.2816888529138,92.34718836781077,0.1936015703787246,0.2607365970437049,0.10006839711245265,0.220500531193345,70546.6235023205,542.1365437751527,2.4102910525119015,0.005368492974762379,0.0051356634774625,0.02635356626865548,89.58893474780777,59671.86991976633,0.2352353912524229,32.94663078402296,0.12783956413150274,5.976273148148148
31,131,64.5669,4.29887,28,4.56865,0,105,131,6,125,5,0.98531,57.53738,0.0,0.0,3.57143,3.903,3.49849,0.0,0.0,126.0,58.57889,0.00029,0.28,1.513,-1.0,8.50934,0.14435728483609075,0.8544188235294118,0.10248708020202305,1.597103691745784,162.4766098427618,93.76380187788493,0.1936015703787246,0.26061094599281903,0.10001452103298658,0.22050435461305468,70483.9423134666,541.681526180204,2.3619082260128135,0.0053304000340967115,0.005168081821873809,0.026247566342106565,89.61148352205421,59727.18384040126,0.23492785872253427,32.87872597023293,0.12777393499748285,5.732204861111111
32,132,64.515,4.74286,28,4.76443,0,105,131,6,125,5,0.98602,57.48357,0.0,0.0,4.0,3.904,3.66916,0.0,0.0,126.0,58.567,0.00032,0.28,1.392,0.45615,8.535653,0.14426497349873563,0.8544109803921569,0.1024651301990092,1.682922546307552,162.66891680980035,93.79392322474385,0.19360157037872408,0.26041438615830786,0.09994676937438329,0.220518880237694,70427.8529359141,541.1904761150023,2.371875787870524,0.005343320542102464,0.0051738084188932216,0.02608843008042884,89.62779797925893,59527.22613799131,0.23461250570174924,32.86488681369358,0.12771281848719704,5.335021219135802
33,133,64.4922,5.36977,28,4.77004,0,105,131,6,125,5,0.98149,57.44745,0.0,0.0,3.39286,3.899,4.04584,0.0,0.0,126.0,58.66609,0.00029,0.28,1.438,-1.0,8.62215,0.14416480348819927,0.8544109803921569,0.10244744725222553,1.566601929290592,162.42106732744415,93.81811176963575,0.1936015703787236,0.26024680573125786,0.09987460112721029,0.22054026745293245,70459.7640633615,540.7136496138326,2.413298359073616,0.005345684939685389,0.005172102503274274,0.02591487605141637,89.63114968601596,59618.823375769454,0.23434527546875863,32.83967081705729,0.1276513249405659,5.132523148148148
34,134,64.4487,7.50995,28,4.52233,0,105,131,6,125,5,0.9813,57.40567,0.0,0.0,3.5,3.929,4.58876,0.0,0.0,126.0,58.73536,0.00028,0.29,1.449,-1.0,8.663111,0.14406751952719904,0.8546639215686275,0.10243120897213549,1.660241017894131,161.95369568541298,93.87999965997054,0.19360157037872314,0.2601097083305757,0.09992229535206328,0.22049585832301874,70550.28192191011,540.2088010158103,2.463139004429923,0.005329698427124834,0.005181571859187634,0.025709598981807913,89.62941181801425,59420.20029158893,0.23413736942735988,32.88273243845245,0.12757070778405333,5.032214506172839
35,135,64.4203,8.4743,28,4.85629,0,105,131,6,125,5,0.98131,57.3805,0.0,0.0,3.75,3.914,6.43459,0.0,0.0,126.0,58.8249,0.00033,0.28,1.418,-1.0,8.62993,0.1440318712416348,0.8560478431372549,0.10247029624545466,1.6151879362371164,161.64475868683647,93.87220083881962,0.1936015703787237,0.2599491371656318,0.1000358156643199,0.22047301229376687,70603.2487839527,539.7455268773551,2.5200876677484576,0.005322328073972729,0.005197075934719641,0.025496353636616093,89.61592342231619,59525.034378147815,0.233972820602116,32.66517187047888,0.12746512283136327,5.545717592592593
36,136,64.2964,8.60381,28,5.06315,0,105,131,6,125,5,0.98009,57.27304,0.0,0.0,3.0,3.906,7.27157,0.0,0.0,126.0,58.82445,0.00034,0.29,1.529,-1.0,8.5875,0.1440440002621573,0.8565756862745099,0.1024777468625274,1.5577369710007585,161.73105956319824,93.70363905934063,0.19360157037872414,0.2597384413396893,0.09986979808608976,0.22046626480048184,70415.2590934924,539.26609645478,2.5631818386757668,0.005306999994922199,0.005185725513181459,0.025282957409001716,89.64455643981056,59266.12701301227,0.23380616371866209,32.61264753930362,0.12735228100861462,5.350549768518518
37,137,64.0905,7.12333,27,6.01541,0,105,131,6,125,5,0.98029,57.07888,0.0,0.0,3.46429,3.905,7.38364,0.0,0.0,126.0,58.82984,0.00039,0.28,1.458,-1.0,8.554633,0.14408435452746587,0.8566133333333333,0.10251185740551107,1.6872159015089077,161.59957599238155,93.8716121033852,0.19360157037872286,0.25958315783770275,0.09955168505982097,0.2204758137408306,70438.59333989951,538.73255200413,2.5862135477186126,0.0053146755010815335,0.005159255789018036,0.025074996393118026,89.69207332455309,58853.82065254827,0.23371588699779164,32.42398711781443,0.1272572379318059,5.264467592592593
38,138,63.8895,7.94783,27,5.85708,0,104,131,6,125,5,0.98351,56.89216,0.0,0.0,3.39286,3.908,6.12047,0.0,0.0,126.0,58.71562,0.00029,0.29,1.424,-1.0,8.596443,0.14422576266506756,0.8572760784313727,0.10252901373389112,1.7519257030688726,162.15554386240964,93.95364397026374,0.19360157037872308,0.25945494176711714,0.09929988828695994,0.22047221279498405,70104.61831848226,538.1586178218487,2.6387868827750682,0.005311907041484458,0.005159955041714755,0.024868729229969015,89.70416612153636,58386.910193929805,0.23361005415636346,32.528280941056614,0.12713712206674793,5.418595679012346
39,139,63.7436,7.0411,27,6.38679,0,104,131,6,125,5,0.98296,56.74397,0.0,0.0,3.64286,3.909,6.80947,0.0,0.0,126.0,58.70366,0.00041,0.28,1.519,-1.0,8.574574,0.14428404881640441,0.8577145098039216,0.10256426035094338,1.6789109356899758,161.82086068427589,93.68598427118238,0.19360157037872186,0.2593332657975101,0.09879159618356512,0.22047796461892324,70021.33865953755,537.6064438522088,2.6696342476940367,0.005304048850118241,0.005147980980400988,0.024667752796864936,89.712375194278,58239.34445667197,0.23348561649500685,32.48827088909385,0.12709861175120543,5.565441743827161
40,140,63.6501,7.252,27,6.01457,0,104,131,6,125,5,0.98165,56.66196,0.0,0.0,3.89286,3.897,6.03204,0.0,0.0,126.0,58.66588,0.00035,0.28,1.428,0.46399,8.413051,0.1442654594168564,0.8577145098039216,0.10255059949592359,1.629721052624533,162.73024287156585,93.7049730748416,0.19360157037872275,0.2591647221406546,0.09844025733733451,0.22051367651113693,70076.0155953612,537.0923316970743,2.687112315323758,0.005306933731177861,0.005136088532956333,0.024476202851655495,89.72973692289418,58170.529396345584,0.23339778763491734,32.497716079523535,0.1270559798530339,5.9751157407407405
41,141,63.8296,7.57454,27,6.0622,0,104,131,6,125,5,0.98044,56.80395,0.0,0.0,3.67857,3.925,6.20276,0.0,0.0,126.0,58.54319,0.00039,0.29,1.356,-1.0,8.284938,0.14418537389588887,0.8577145098039216,0.10256557282166863,1.8193171133859205,162.7817527106347,93.8515138465025,0.1936015703787238,0.2590312095814499,0.09823150620557389,0.22060866980736615,69984.00868811768,536.6169188664614,2.7018173336808298,0.0053073464094604015,0.005139236422259253,0.024287817674093614,89.74541658131096,58344.07018732261,0.2333114267363216,32.288337236569255,0.12702784785336008,5.975742669753086
42,142,63.8947,7.58204,27,7.00485,0,104,131,6,125,5,0.98096,56.88817,0.0,0.0,3.89286,3.907,6.47973,0.0,0.0,126.0,58.31191,0.00043,0.29,1.416,-1.0,8.228198,0.14418527393906727,0.8563846274509801,0.10252741568048541,1.6481935259083247,161.8231507408137,93.70609990816422,0.19360157037872372,0.2588918798950568,0.09793868524085507,0.22059843698145148,70113.30526141216,536.1375811232454,2.7397227761066802,0.005319380431790271,0.005148797115988201,0.024096116164517505,89.70876965612987,58455.65882160205,0.23324793868069194,32.12198139708719,0.1269783823880498,6.18311149691358
43,143,64.0656,7.37445,27,6.62535,0,104,131,6,125,5,0.98651,57.04224,0.0,0.0,4.0,3.905,6.47819,0.0,0.0,126.0,58.14039,0.00048,0.28,1.361,-1.0,8.134276,0.14409690115102425,0.8554823529411765,0.10256086914394305,1.7236518032585053,161.65889261686448,91.0589140497661,0.1936015703787244,0.2587311373371556,0.09735089609692693,0.2207217172409148,70043.09479866367,535.6720918775342,2.7447933431133165,0.005301885811949918,0.005150226467243286,0.023907413273867157,89.68371042755871,58802.464571642304,0.2331322844605905,31.970485922731,0.12707711426747495,6.356529706790123
44,144,64.096,7.22326,27,7.0223,0,104,131,6,125,5,0.98271,57.07436,0.0,0.0,3.96429,3.917,6.30282,0.0,0.0,126.0,57.96489,0.00039,0.29,1.478,-1.0,8.11216,0.14401646332717474,0.8536003921568629,0.10255706267519685,1.6728264264723327,162.348438661085,91.41415133461683,0.19581919642195147,0.25858391087771776,0.09712023503339308,0.22076886480699695,70146.36216367432,535.1875845055964,2.6768736707541794,0.0052875811347930825,0.005135913365941143,0.023720020148963017,89.70872797662098,58914.79292691895,0.23303725862371746,32.035607797128186,0.12709661507529615,6.489052854938271
