,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0,cubcol.1.0,cubrow.0,blur,staticness,blockiness,color_fulness,tone,noise,movement,saturation,cubrow.1.0,cubrow.0.5,cubrow.0.3,temporal,cubcol.0.5,cubcol.0.3,contrast,fft,cubrow.0.6,cubcol.0.6,uhdhdsim
16,116,57.3797,11.1833,62,18.422,0,95,123,17,128,9,1.00012,55.91204,0.0,0.0,0.32143,4.636,9.65161,0.0,0.0,130.0,35.39739,0.00236,0.44,1.399,0.13117,0.66771,0.3279830902253567,0.06858478314885075,0.19994955736327652,21777.722232579155,228.70441904216466,4.043321873770308,151.70468415208597,0.48627454901960776,0.6276506323786933,4.7289255401234565,34.477048143928435,0.07662570228339169,0.16255186213800873,0.11085990211684693,4.378986756415242,0.1322749332702486,0.14902221985751885,92.92084667975233,73260.82575619864,0.13218769060871813,0.17227216219763544,84.77834101139399
17,117,57.2793,11.1424,62,17.7345,0,95,123,17,128,9,0.98596,55.83012,0.0,0.0,0.35714,4.591,9.60401,0.0,0.0,130.0,35.41222,0.00231,0.45,1.289,-1.0,0.631182,0.32543376222556897,0.0684525152761534,0.20034414731080094,21598.9786447639,227.82408330255726,4.114139629667038,151.3975346174641,0.4890529411764706,0.6320858844651526,4.643663194444445,34.397754056954085,0.07576506159654992,0.16516493771134258,0.11062400665666167,4.375901986678456,0.13203055714478024,0.15033300137823327,92.8851433149911,73254.4577711156,0.13233839698557642,0.1715331773090803,84.69155385020265
18,118,57.1768,10.7093,62,18.0695,0,95,123,16,128,9,0.99025,55.73022,0.0,0.0,0.0,4.588,9.57222,0.0,0.0,130.0,35.42151,0.00228,0.44,1.464,-1.0,0.683919,0.32313495745041476,0.06831128356445496,0.19959777837891196,21494.780687084898,226.98279537179397,4.183221767043917,151.51964207467392,0.48925368627450283,0.6320858844651484,4.36328125,34.43072057653357,0.07514821172177803,0.16680643729268246,0.11162944941909736,4.374760263125866,0.1320233937719344,0.1520275396937423,92.95489207802382,73237.35071684602,0.1325546923703124,0.17045325405901032,84.71656840643645
19,119,57.1761,10.6485,62,17.291,0,95,123,16,128,9,0.98964,55.70956,0.0,0.0,0.17857,4.566,9.1965,0.0,0.0,130.0,35.42633,0.00211,0.45,1.307,-1.0,0.668354,0.32143838635249705,0.06837762417515952,0.19924276268171823,21364.39997438966,226.18244899425537,3.8869060419280452,151.32550324845582,0.49014352941176476,0.6292740473145266,4.026138117283951,34.51674718032648,0.07471104370708206,0.16879423689042608,0.11298684883891774,4.1926474719530225,0.13240053674691693,0.15206304495544645,91.48202234474059,73435.88954041553,0.13290412592232048,0.16923739432641666,84.70390656374607
20,120,56.941,10.6554,62,18.9425,0,95,123,16,128,9,0.9956,55.51078,0.0,0.0,0.03571,4.575,9.14156,0.0,0.0,129.0,35.41626,0.00228,0.45,1.312,-1.0,0.688052,0.3191353008737323,0.06848963007032789,0.19938305160598976,21181.07136424351,225.4109891884286,4.0044535528384015,151.04145804022735,0.49014352941176476,0.632085884465149,5.165123456790123,34.31477977611401,0.07407057607909717,0.1711962245226749,0.11464979821213882,4.189098567794698,0.13266650714081804,0.1511784461784648,92.33763219877589,73317.0634813097,0.133172663340365,0.16975514049154816,84.72604925556948
21,121,56.8411,10.437,62,18.0575,0,95,123,16,128,9,1.01138,55.42462,0.0,0.0,0.07143,4.573,9.14792,0.0,0.0,129.0,35.43163,0.00232,0.45,1.274,-1.0,0.649372,0.31525413178777695,0.06831128456618317,0.20043403561985845,21072.54139686374,224.64208138029582,4.140773302337717,150.69958170105173,0.49067921568627454,0.6320858844651498,5.001398533950617,34.465718587239586,0.07375752699570343,0.17331194298590166,0.11585887531702249,4.184082141955099,0.13223341179736264,0.15300174216865586,91.4010018360603,73115.67708994848,0.13381072770497654,0.16988747250992567,84.76782145837802
22,122,56.8553,10.5853,61,16.4157,0,95,123,16,128,9,0.99897,55.41664,0.0,0.0,0.0,4.562,8.95975,0.0,0.0,129.0,35.43094,0.00228,0.45,1.323,-1.0,0.672455,0.31258841942055693,0.06812245754624985,0.20116206520959193,21278.967490470317,223.8872937964363,3.946457462330234,150.61221570551004,0.49014352941176476,0.6292740473145244,4.792679398148148,34.373104330934126,0.07344648256331886,0.1747715301311335,0.11667755799140812,4.189387530647463,0.13258423516755044,0.15532565759055608,92.29842035530554,73221.12241195173,0.13415339504122276,0.1687176876235408,84.75421979614141
23,123,56.8602,11.2617,61,17.3412,0,95,123,16,128,9,0.99818,55.40962,0.0,0.0,0.46429,4.54,9.08374,0.0,0.0,129.0,35.41615,0.00224,0.44,1.375,-1.0,0.658571,0.31220579179757035,0.06816818870399065,0.2019243790809857,21295.485358193233,223.164492302529,4.356645397386881,150.55768580941768,0.4913663137254901,0.6276506323786908,4.73828125,34.52026988841869,0.07303003960070022,0.1759789520791682,0.11730866564845426,4.154774328830416,0.13275594168301094,0.15831072615911235,92.26845178370473,73313.55172228593,0.13475531258415746,0.1675375465932805,84.79615086086598
24,124,56.5509,10.4927,61,18.2396,0,95,123,16,128,9,1.0019,55.11799,0.0,0.0,0.25,4.497,9.66512,0.0,0.0,129.0,35.40334,0.00225,0.45,1.312,0.13027,0.640593,0.3100343333945135,0.06814308815919827,0.20198117412484928,20902.752317569666,222.41834180273247,4.764336844221426,150.3469550581967,0.49124470588235297,0.6276506323786938,4.988667052469136,34.33269736207561,0.07277637680925982,0.17602550292990288,0.11761556134751422,4.428933691014496,0.1324192747104183,0.15887290780025315,93.04692867167084,73190.76208784604,0.13555089292167827,0.16689627253202796,84.8078664051956
25,125,56.4728,10.3941,61,17.8538,0,95,123,16,128,9,0.98479,55.05095,0.0,0.0,0.10714,4.509,9.00335,0.0,0.0,130.0,35.38441,0.00225,0.45,1.365,-1.0,0.646242,0.30827130113978723,0.06822353922696711,0.2015107862904843,20696.59764024344,221.68781333057558,4.036627099639857,150.15654279387314,0.4912525490196079,0.6260272174428595,5.944155092592593,34.423350393036266,0.07233415812310642,0.17610532698086517,0.11700210181028393,4.242830470783223,0.13274883163736267,0.15989410305360752,92.62983994043888,73135.75281638466,0.13597578143972863,0.16777446065578294,84.73625708523105
26,126,56.2889,10.8394,61,17.2902,0,95,123,16,128,9,0.99889,54.89389,0.0,0.0,0.14286,4.529,8.91795,0.0,0.0,130.0,35.37525,0.00215,0.44,1.304,-1.0,0.71849,0.30718077937395816,0.0681727328135128,0.20126678006920518,20520.26625123072,220.96560529632478,4.3285894631830155,150.03863688298105,0.49181019607843135,0.6260272174428576,5.946518132716049,34.297894324785396,0.07173923704072978,0.17603118206440177,0.1158674215581374,4.277329954162975,0.1340623163277487,0.158152028181461,92.67025804181938,73192.38997346151,0.13605321176825716,0.16838734100887262,84.8080594150046
27,127,56.0232,10.2274,60,18.5614,0,95,123,16,128,9,1.00934,54.62447,0.0,0.0,0.32143,4.538,9.30363,0.0,0.0,130.0,35.37398,0.00214,0.44,1.33,-1.0,0.67492,0.3065165913106028,0.06804185892556167,0.2006532791876238,20210.75650973824,220.24924422402776,3.95944357966353,150.1276740768306,0.49181019607843135,0.6238095913996274,6.0859375,34.34914558316454,0.07161006512095429,0.17585453095118886,0.11474215625908012,4.391173990508427,0.13535822313732654,0.1566841097014167,92.98653941907502,72973.16503429317,0.13609323303872076,0.1683468425431193,84.86704733950957
28,128,56.0466,10.8056,60,16.4928,0,95,123,16,128,9,0.9902,54.6667,0.0,0.0,0.42857,4.549,8.77383,0.0,0.0,130.0,35.389,0.00204,0.45,1.333,-1.0,0.670472,0.3052835374470188,0.06808262818878712,0.20043357442681514,20138.828061690863,219.5461027905126,4.1936010178038785,150.03131004855896,0.49181803921568634,0.6260272174428604,6.073881172839506,34.14837985568576,0.07116917957527694,0.17599366666908586,0.11377599392106996,4.258587381588584,0.1368863261647503,0.15572390172997908,92.92914790748843,72916.9089675095,0.13613800898353973,0.16742048987072813,84.90695607922127
29,129,55.9293,10.229,60,17.7831,0,95,123,16,128,9,0.99996,54.54083,0.0,0.0,0.25,4.573,9.2705,0.0,0.0,130.0,35.37384,0.0022,0.45,1.326,-1.0,0.660773,0.304446132193958,0.06780057226036008,0.2001232658591349,20175.37877871374,218.87108545753026,4.322548386342714,150.04158036707764,0.49181803921568634,0.6238095913996257,5.971547067901234,34.488715654538,0.07128845819910362,0.1761972391468044,0.11279106254862308,4.514524278642054,0.13848138220494108,0.15546868757930077,92.39663690661672,73009.49836359573,0.13613570838075575,0.16616895082820052,84.87978268766827
30,130,55.8765,10.2407,60,17.8647,0,95,123,16,128,9,1.0092,54.48961,0.0,0.0,0.25,4.574,8.77522,0.0,0.0,130.0,35.37011,0.00234,0.45,1.285,-1.0,0.685589,0.30305504080891077,0.06763320107236753,0.20015446739105844,20152.142052185554,218.21755076571682,3.5113512363440793,149.84141610148762,0.49181803921568634,0.6238095913996293,6.648099922839506,34.37116608796296,0.07155687785965198,0.1762553276017614,0.11193307977588882,4.359172299187319,0.13879902947254769,0.15621750564706238,90.7337346823601,72941.35036311611,0.13706859424875786,0.16682946007684615,84.86922448971865
31,131,55.7654,10.2691,60,18.0652,0,95,123,16,128,9,0.99237,54.40348,0.0,0.0,0.25,4.544,8.78485,0.0,0.0,130.0,35.3728,0.00223,0.44,1.297,-1.0,0.663378,0.3014111532651117,0.06751578921784196,0.20042290245540298,20069.34061883928,217.5514063402444,3.677440924112232,149.68326245027887,0.49181803921568634,0.6276506323786902,6.661072530864198,34.111934332200036,0.07247822402543062,0.17604039052797665,0.111131186917837,4.366590296989089,0.1384486470533487,0.15880909844032057,92.8108762779884,72861.16099325378,0.13733392151401203,0.16731553655147963,84.85824846912197
32,132,55.7176,10.4894,60,16.9294,0,94,123,16,128,9,1.00084,54.35032,0.0,0.0,0.03571,4.575,8.80933,0.0,0.0,130.0,35.39455,0.00257,0.44,1.285,0.13014,0.657917,0.2999345067802784,0.06741172401126712,0.20081078863150897,20042.89158380474,216.88360915874958,3.592395269567001,149.45328476184437,0.49181803921568634,0.6238095913996295,6.633198302469136,34.088381166811345,0.07307763371333381,0.17567412134472957,0.11036152711292543,4.331679112081267,0.13850239511848988,0.16156303205345637,92.15561814108497,72681.3477300825,0.1378073929167275,0.1660510264604942,84.94565814617238
33,133,55.6382,10.4403,60,17.2959,0,94,123,16,128,9,0.97864,54.28203,0.0,0.0,0.21429,4.586,8.99734,0.0,0.0,130.0,35.40588,0.00224,0.44,1.287,-1.0,0.668536,0.2996470605243226,0.0673638292731678,0.2017621221732185,19924.241455699084,216.2370821028245,3.6027997719993756,149.65511860714082,0.4923835294117648,0.6260272174428584,6.625434027777778,34.10153480812355,0.07300828949580848,0.1755384482996331,0.10954400743918406,4.415478981499025,0.13909955749780134,0.1626398158376846,93.01208168426558,72754.75151941345,0.1379431561149677,0.1650870505948436,84.94625151025913
34,134,55.5355,11.4436,60,18.0651,0,94,123,16,128,9,1.00883,54.19864,0.0,0.0,0.10714,4.563,8.95855,0.0,0.0,130.0,35.41607,0.0021,0.45,1.338,-1.0,0.673837,0.2990239185693684,0.06740924346748094,0.2029143694509576,19786.24852743648,215.61527349097932,3.592028283470707,149.58347615168177,0.4923835294117648,0.6238095913996281,6.844955632716049,34.25908783335744,0.07272289166702604,0.17529903139664982,0.10886546593849884,4.360188110040468,0.14145414405129295,0.16154542077391865,92.97125809977624,72816.34403018437,0.13811470633714526,0.1638681207570822,84.94393339452536
35,135,55.2407,10.8522,59,20.1986,0,94,123,16,128,9,0.98003,53.89283,0.0,0.0,0.32143,4.566,9.81931,0.0,0.0,130.0,35.37358,0.00204,0.45,1.333,-1.0,0.653726,0.29811661928022076,0.06713855001581338,0.20433733004690283,19524.742280247818,214.97565558861328,3.645821228820672,149.1610610987669,0.4923835294117648,0.6171567132699413,7.439573688271605,33.97125696252893,0.0726615866550656,0.17533325825999468,0.10802644674992216,4.698770555559858,0.1405284433413659,0.16027313065183862,92.71786472027213,72952.57294638464,0.13702329970584068,0.16256242615706845,85.09726160705364
36,136,55.3405,11.2721,60,17.7438,0,94,123,16,128,9,1.00403,54.01496,0.0,0.0,0.14286,4.541,9.30847,0.0,0.0,130.0,35.34516,0.00213,0.45,1.284,-1.0,0.648241,0.29715476936162244,0.0668345963175028,0.20530108864686422,19624.384511881726,214.35698153316133,3.716582725796994,149.28803735112257,0.4923835294117648,0.6238095913996263,7.534239969135802,34.16040020224489,0.07272259248977649,0.17567972782251998,0.10738838141772322,4.496326697205633,0.14014665248669725,0.15968007766105644,92.68456207286536,72947.39346076075,0.13656522682763503,0.16137030421282417,85.01806907826702
37,137,55.1346,10.853,59,17.5423,0,94,123,16,128,9,0.9977,53.79155,0.0,0.0,0.10714,4.582,9.67184,0.0,0.0,130.0,35.33323,0.00234,0.45,1.241,-1.0,0.695334,0.29697049653377056,0.06710241181263703,0.20620149874249763,19259.62635772058,213.7238001422306,3.9774760690885715,148.78339407721265,0.4926811764705883,0.6177509243773353,7.445939429012346,33.867634149245276,0.0727413914399703,0.1749672324990133,0.10659499413136687,4.603252974810626,0.13996708672012612,0.1591364954401176,92.54342351437367,72743.480535428,0.13593045527927183,0.1606957387613589,85.02950769153804
38,138,54.7488,10.9109,59,17.6891,0,94,123,16,128,9,1.00804,53.3911,0.0,0.0,0.28571,4.607,9.31126,0.0,0.0,130.0,35.31841,0.00221,0.44,1.26,-1.0,0.67356,0.29721370186637064,0.06736845976513302,0.20669839316684283,18915.312153352435,213.11195098781982,4.073610495316369,148.88666014345532,0.4929192156862745,0.6113155426081661,7.4478684413580245,34.07999373070988,0.07301676072187796,0.17455693939090766,0.1058767536645168,4.458969213047029,0.13932538632161287,0.15862176803201947,92.55924074932133,72850.92806198106,0.13547385868499193,0.16041251530237377,85.18119087012025
39,139,54.5762,11.0261,59,17.4638,0,94,123,16,128,9,0.99256,53.24025,0.0,0.0,0.21429,4.628,9.36255,0.0,0.0,130.0,35.29583,0.00236,0.44,1.263,-1.0,0.703286,0.29778972066404397,0.06752631717327005,0.20701209072525875,18763.192625489504,212.52400396752265,3.638155074977671,149.1960922753919,0.4929192156862745,0.6094746313118121,7.586130401234568,34.06975677866995,0.07311315525134525,0.17432714071129451,0.1052065388493016,4.515676818269617,0.13924561131342544,0.15746758183131782,92.61164620712344,72942.69734673496,0.13483838045889196,0.16096463859980084,85.18950342990935
40,140,54.3418,11.5252,59,16.6998,0,94,123,16,128,9,1.01539,53.04664,0.0,0.0,0.03571,4.574,9.46229,0.0,0.0,130.0,35.29002,0.00215,0.44,1.268,0.13117,0.672701,0.29775256530268124,0.06745650793831284,0.20615789187920883,18299.197381394217,211.94572018886342,3.529846263079677,148.97972212676336,0.4929192156862745,0.6155332983341019,7.8215663580246915,34.09373153874903,0.07301143133721452,0.17378656821128455,0.10463118820063742,4.537836280462518,0.14009974755723698,0.1563438942088793,92.47181766280477,72625.62319330157,0.13458650080384016,0.16055737430921052,85.17020170112261
41,141,53.9923,10.6676,58,18.4615,0,94,123,16,128,9,0.99921,52.72714,0.0,0.0,0.39286,4.624,9.89276,0.0,0.0,130.0,35.27971,0.00225,0.45,1.289,-1.0,0.666945,0.2968399628751494,0.06739807466942058,0.20560505705601392,18020.967137926607,211.3553540365483,3.3927935663435855,148.75941788310504,0.4929192156862745,0.6094746313118107,7.82884837962963,33.96454592104312,0.07301836115811795,0.17289591248166353,0.10382285233524173,4.691039216014201,0.14016926985294148,0.15597953000689588,92.47498785572172,72216.8273132651,0.13449662078369645,0.16011271093745127,85.29348038197897
42,142,54.0506,10.602,58,17.8551,0,94,123,16,128,9,1.00331,52.79008,0.0,0.0,0.21429,4.655,9.15102,0.0,0.0,130.0,35.29392,0.00227,0.45,1.332,-1.0,0.700629,0.29638928788198904,0.06742513377782293,0.20505281177147505,17919.96034262068,210.77076209710512,3.6155590463551888,148.71020589437296,0.4929192156862745,0.6116922573550454,7.897762345679013,33.902530434690874,0.07288025431841241,0.1723549917332759,0.10322191214277981,4.474496560526626,0.14059018615848698,0.15552681740714444,92.41631006237118,72237.21096056404,0.13435406613077422,0.1597920570673619,85.21063318995886
43,143,54.1074,10.7917,58,16.5811,0,94,123,16,128,9,1.00435,52.82672,0.0,0.0,0.35714,4.598,9.09273,0.0,0.0,130.0,35.30713,0.00192,0.44,1.403,-1.0,0.708583,0.29568029807865737,0.06769164148290245,0.20448427247628095,17972.714955820797,210.1989695179159,3.354189459492827,148.81921594976308,0.49291137254901957,0.6155332983341032,7.76953125,33.99795871310764,0.07353645880492088,0.17201474185978435,0.10260883731983263,4.457891080811025,0.14072960125252607,0.15453660227374524,92.99084578424196,72434.12705617724,0.13402413102237123,0.1588908626885272,85.23497777746476
44,144,54.1592,10.549,58,18.3022,0,94,123,16,128,9,1.0094,52.87835,0.0,0.0,0.03571,4.626,9.25551,0.0,0.0,130.0,35.307,0.00215,0.44,1.323,-1.0,0.652529,0.29506604343769044,0.06768996955831735,0.20361678305918787,18072.570343870848,209.6431192256348,3.141997635086793,148.58810979793282,0.49297286274509683,0.6155332983341067,7.82740162037037,34.05462175534095,0.07346897031392935,0.17169878327551927,0.10197173776491562,4.507834829014813,0.1410918304530114,0.15343569039193997,92.94482958357776,72206.8976709361,0.13374848808320952,0.15804913818845978,85.21025137194573
