,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,contrast,blockiness,cubcol.1.0,cubrow.0.5,cubcol.0.3,staticness,cubrow.0,fft,cubrow.0.3,uhdhdsim,movement,color_fulness,tone,cubrow.1.0,cubrow.0.6,blur,cubcol.0.6,temporal,noise,cubcol.0,cubcol.0.5,saturation
10,510,56.8862,14.4556,42,15.6092,0,124,127,6,127,5,0.99581,60.01511,0.0,0.0,7.35714,8.753,12.64915,0.0,0.0,132.0,57.8895,0.0,1.17,3.582,-1.0,0.009845,86.80542846032122,1.9111887894732742,0.18620579498748036,0.20484977260503556,0.20123014847383555,262.22634104011513,0.09373797614025789,65212.20514934181,0.12053020584665747,96.59291212611011,8.398967978395062,161.37955344427036,0.8399745098039216,0.22683524020342324,0.11584524056841944,28588.107037930673,0.15988583133554815,6.463692867756259,0.42414935399860854,0.18833145440095966,0.19706688945500445,14.766611358265818
11,511,56.7908,14.947,42,16.1002,0,124,127,6,127,5,1.00432,59.95802,0.0,0.0,10.75,8.787,12.50628,0.0,0.0,132.0,57.89362,0.0,1.18,4.371,-1.0,0.012596,87.760449460706,1.9757817643315023,0.18601690757271996,0.2035716005279009,0.1995798149679817,260.94489071728185,0.09333945370571767,65164.58443004022,0.12088109353605636,96.59714121388288,9.66358024691358,161.42882595552192,0.8400419607843138,0.2258536856263987,0.11678339621610917,28446.099716789347,0.15961662260002638,6.442005856964316,0.4241493539986087,0.19007402969997722,0.19623573665304883,14.861800205560376
12,512,56.6723,14.8528,42,16.013,0,124,127,6,127,5,1.00374,59.78472,0.0,0.0,11.39286,8.767,12.92808,0.0,0.0,132.0,57.86486,0.0,1.18,4.472,-1.0,0.006477,87.32723534676921,1.6523608385837179,0.1852716405579024,0.20215355613437883,0.19833483197998658,259.6767717451651,0.09319354909406123,65176.91077582557,0.12154675093301359,96.62407025998237,9.257185570987655,161.42353077299413,0.8402721568627451,0.22631741077348994,0.11628339752585948,28220.658126954666,0.15930181830107057,6.495022095247014,0.4241493539986061,0.19175188409904673,0.1946577155334262,14.777861606927564
13,513,56.6446,14.9625,42,15.8067,0,124,127,6,127,5,1.00088,59.76446,0.0,0.0,9.89286,8.773,12.84957,0.0,0.0,133.0,57.87176,0.0,1.18,4.161,-1.0,0.007181,89.22356000249032,2.215110273460526,0.18432616685828404,0.20133487920250226,0.19712906249948722,258.4003351859371,0.09451477692263412,65157.155309766276,0.12223654107442769,96.60639261273253,8.159143518518519,161.77562358431905,0.8399737254901961,0.22710325732345268,0.11597820932662803,28244.797885101347,0.15865652922376922,6.489367119339751,0.4241493539986075,0.19283648633640346,0.19311104505500232,14.819779949423708
14,514,56.6224,15.0435,42,15.8908,0,124,127,6,127,5,0.9977,59.68993,0.0,0.0,11.28571,8.763,12.94333,0.0,0.0,131.0,57.86772,0.0,1.17,4.14,-1.0,0.01145,88.49074483995089,1.8773309502204654,0.18369758142702616,0.20048620021189442,0.19714795178987254,257.17616532162396,0.09821811285604663,65123.15107764556,0.12268891568136821,96.62515809600012,7.903356481481482,161.3636469250769,0.8402721568627451,0.22832304029469822,0.11641717604018241,28209.18396344401,0.15837854242530747,6.505970741211017,0.4241493539986063,0.19360174990127837,0.1921397286658823,14.806541537061149
15,515,56.5516,14.4688,42,15.734,0,124,127,6,127,5,0.99415,59.66126,0.0,0.0,10.92857,8.787,13.02104,0.0,0.0,131.0,57.86629,0.0,1.16,4.385,-1.0,0.008727,86.38364639145983,1.7729387479295262,0.18340443803726797,0.19938529622354428,0.19771289884641635,255.94407555843068,0.0982057862373459,65123.81197189033,0.12275362376566579,96.63745167087836,9.045235339506172,161.8354022632257,0.8405470588235294,0.23028534305868523,0.11716783846092181,28047.293532592823,0.15794594267615186,6.515098329046149,0.42414935399860343,0.19435890462212319,0.19094867104577112,14.813616152162906
16,516,56.6266,14.8266,42,14.6452,0,124,127,6,127,5,1.00411,59.70847,0.0,0.0,11.71429,8.73,12.51865,0.0,0.0,131.0,57.85322,0.0,1.19,4.343,0.12616,0.010666,90.84445725603253,2.2114943389884325,0.18282829132316675,0.19843565988747705,0.19842061885749207,254.7601445240121,0.09926554271953973,65161.06085320723,0.12236633272976734,96.62765623618796,10.553337191358025,161.79468097491983,0.8403098039215686,0.23319243752524899,0.11793828091494427,28124.051443710785,0.1574984616363276,6.444710917024311,0.42414935399860615,0.1949782377454846,0.1898880520624561,14.851152396496431
17,517,56.5873,14.7438,42,15.8383,0,124,127,6,127,5,1.00494,59.68514,0.0,0.0,12.28571,8.73,12.83,0.0,0.0,131.0,57.84579,0.0,1.17,4.354,-1.0,0.008964,86.37197348158676,1.7225879164788231,0.18234134599706564,0.19725235961443066,0.19859244021291092,253.5543598356449,0.10003755860515855,65214.64698040015,0.12126982215375794,96.62653676311413,10.451485339506172,161.90403652360914,0.8403098039215686,0.23551285711847855,0.11844386541048932,28097.279001309642,0.1571431115168271,6.478086218019694,0.4219317279553843,0.19591515274514695,0.1889319363067416,14.741616896641109
18,518,56.6369,14.8173,42,15.89,0,124,127,6,127,5,1.00256,59.67645,0.0,0.0,8.32143,8.786,12.75897,0.0,0.0,131.0,57.81695,0.0,1.17,4.219,-1.0,0.013226,89.65844224587799,1.264693017072113,0.18185694314427636,0.19603657552218046,0.1991674205438404,252.36200565424582,0.10161570802440734,65326.24936422697,0.12030325725288188,96.64146409399984,10.24826388888889,161.73697974767106,0.8402721568627451,0.23698291225162318,0.11939655433024138,28217.064658140367,0.15670483474040245,6.470697232814648,0.42414935399860715,0.19801774671742142,0.18809093410459043,14.68519253200955
19,519,56.5015,15.0594,42,16.0855,0,124,127,6,127,5,0.99462,59.57588,0.0,0.0,8.32143,8.788,12.8212,0.0,0.0,132.0,57.8304,0.0,1.19,4.383,-1.0,0.008275,88.33089407503924,1.2640496891911204,0.18095275937859862,0.19491998738742378,0.1993504956304309,251.1927928026071,0.10377688918600607,65292.470166827334,0.12024904555747926,96.64685588043697,10.045042438271604,161.78908727087259,0.8408105882352942,0.23809055344463734,0.12057178757407948,27917.387325162872,0.15648182979146005,6.466513773229933,0.4241493539986057,0.20016535950409553,0.18750660168944555,14.719755196277006
20,520,56.6679,14.4624,42,15.9203,0,123,127,6,127,5,0.99481,59.72916,0.0,0.0,9.67857,8.771,13.03354,0.0,0.0,131.0,57.83226,0.0,1.18,4.393,-1.0,0.008989,87.89822619069868,1.6256458445405337,0.1801287076124952,0.19364099310828767,0.19918782328188303,250.07817950381352,0.10611801756329979,65238.87982734946,0.12074013561733757,96.63284029463964,11.598186728395062,161.72950618723192,0.8408376470588236,0.23927339847271728,0.12128645324421858,28181.935801380034,0.15656583353764006,6.494014461774205,0.42414935399860637,0.20140926530020556,0.18676860422122815,14.733476238486206
21,521,56.6855,14.4625,42,15.1791,0,123,127,6,127,5,1.0,59.6791,0.0,0.0,9.64286,8.819,12.51163,0.0,0.0,130.0,57.81505,0.0,1.19,3.754,-1.0,0.00979,86.23914721115148,1.4616774919376516,0.1792542635166227,0.1930615827470428,0.19930594638287472,249.01120773834606,0.10751181837542126,65257.28132800382,0.12069601096938046,96.62984644220398,11.836130401234568,162.17509439611274,0.8403229019607843,0.24072618448558145,0.12172381996421554,28202.395057235688,0.1562109828051884,6.413750239105794,0.42193172795538075,0.20289999380646687,0.18610570507428673,14.82586952492043
22,522,56.5677,14.5441,42,14.9013,0,123,127,6,127,5,1.00143,59.58434,0.0,0.0,10.10714,8.803,12.51843,0.0,0.0,130.0,57.7871,0.0,1.19,3.751,-1.0,0.014248,84.0943857304253,1.3151265694482448,0.17805670590592798,0.1924297502218117,0.19979327158633034,247.90874641233285,0.10876846931191954,65251.14139068672,0.12028306087663719,96.64586401605531,11.719376929012345,161.87725853813689,0.8405470588235294,0.24190120798603,0.12207890452430235,28034.337862843164,0.15604545883724094,6.4228098223955294,0.42193172795538175,0.2040138270399288,0.185482444336042,14.68917300377363
23,523,56.5534,14.772,42,15.058,0,123,127,6,127,5,1.00013,59.56912,0.0,0.0,8.71429,8.785,12.58248,0.0,0.0,131.0,57.7909,0.0,1.19,3.231,-1.0,0.00869,84.11755950277211,2.1374477954803113,0.177357957500176,0.19168933006975625,0.2001953963417712,246.85145494239669,0.10927756807353048,65237.91145603156,0.11984894009401496,96.64054719491999,11.53732638888889,161.9148210976827,0.8408156862745099,0.2426339594609455,0.12252697080899169,27997.12341957726,0.15571281102866666,6.432868991810122,0.4241493539986025,0.2048750780003151,0.18454712605135248,14.710844063464506
24,524,56.5046,15.4328,42,15.7947,0,123,127,6,127,5,0.99689,59.47939,0.0,0.0,9.71429,8.773,12.78337,0.0,0.0,131.0,57.76907,0.0,1.17,3.478,0.12551,0.007668,87.87033894839398,1.3649509722301545,0.17679294598880474,0.19147331865314532,0.20076135772468642,245.7799569035376,0.11034410162062191,65140.46439329883,0.1189940453594761,96.65695641323023,11.917341820987655,161.78736082039964,0.8403403921568627,0.24312638058747835,0.12304763262435497,27960.09864453804,0.15522570150868178,6.4541092069986075,0.4219317279553832,0.20507634178463824,0.1839507737171659,14.679572964891976
25,525,56.4272,15.0449,42,15.8405,0,123,127,6,127,5,0.99798,59.37096,0.0,0.0,9.96429,8.782,13.35559,0.0,0.0,130.0,57.75782,0.0,1.17,3.602,-1.0,0.008823,87.75749969755906,1.4633738121632456,0.17567954882053627,0.1916010129580673,0.20121090642526532,244.73686462942842,0.10973646189105503,65115.34423641966,0.11793284383056218,96.67900211891262,13.230999228395062,162.1588574276583,0.8402721568627451,0.2436239227873506,0.12365565124721631,27714.22019884567,0.1550360729659463,6.522578664880755,0.42193172795538075,0.2037595439612197,0.18324297304731357,14.714411794403453
26,526,56.4407,14.7904,42,15.8373,0,123,127,6,127,5,1.00197,59.43948,0.0,0.0,9.0,8.831,13.0145,0.0,0.0,131.0,57.74631,0.0,0.42,3.78,-1.0,0.008507,86.96769490633355,1.1638265454825225,0.1752827835120259,0.1919793284316862,0.20192079093119641,243.70146414923224,0.10955193348563086,65009.33456437479,0.11752875163520991,96.66854896772008,13.574556327160494,162.1297500060016,0.8402721568627451,0.24402822571690636,0.12419452773351158,27817.14265346052,0.15501984591305376,6.477421773399051,0.4219317279553841,0.20231121532643756,0.1825371418411553,14.711897861810378
27,527,56.5144,14.7602,42,15.3448,0,123,127,6,127,5,0.99448,59.47906,0.0,0.0,12.07143,8.776,12.7951,0.0,0.0,132.0,57.71719,1e-05,1.17,3.918,-1.0,0.009093,86.98135280185244,1.7697320407177934,0.17429754104959172,0.19259584800149593,0.20208174354750466,242.66638378947124,0.11004101628980549,65011.11193847393,0.11681818296873901,96.6673697955255,13.562210648148149,161.92638259483542,0.839981568627451,0.24430662725617283,0.12476513715591435,27962.059192413028,0.15509235060212082,6.459494457052293,0.42414935399860404,0.20162842997975713,0.181852835162847,14.59004493995949
28,528,56.4384,14.7161,42,15.2377,0,123,127,6,127,5,0.99226,59.44217,0.0,0.0,11.14286,8.814,12.77178,0.0,0.0,130.0,57.69905,0.0,1.18,3.358,-1.0,0.008575,87.84129867991669,1.983816409883062,0.17377896149874214,0.19329073132487107,0.20242774767276908,241.66599256869029,0.11062507007923413,65096.84077142578,0.11608612531192078,96.67672400511648,13.497202932098766,162.0403431538714,0.8402721568627451,0.24448959024518047,0.12531120053806727,27777.772421038317,0.1554545960846581,6.442531869171318,0.42193172795538086,0.20146193588752515,0.18132000989283628,14.691877388659819
29,529,56.4604,14.2623,42,15.8442,0,123,127,6,127,5,0.99568,59.42476,0.0,0.0,9.53571,8.797,12.73659,0.0,0.0,131.0,57.67411,0.0,1.18,3.68,-1.0,0.012457,87.76229485887917,1.8016168279271791,0.17326554279438272,0.19459504653458004,0.20231613173909677,240.68076142916416,0.11077714214820404,65218.17216774488,0.11541555580088883,96.68645052977438,13.713445216049383,162.1307640692917,0.8397364705882353,0.2446983197161722,0.12580154661178578,27830.17992903161,0.15538445496529513,6.450703428082723,0.4219317279553801,0.20214779392980273,0.18070769415860352,14.68866249367043
30,530,56.5222,14.2083,42,15.4395,0,123,127,6,127,5,1.00174,59.48747,0.0,0.0,10.96429,8.787,12.34027,0.0,0.0,130.0,57.64703,0.0,1.17,3.363,-1.0,0.01394,84.96151423918054,1.1233355125952609,0.1728019807937275,0.19596632048453116,0.2019848079188963,239.71361417140858,0.1106318340362026,65330.236899076175,0.11485011115555718,96.66818125300715,14.223090277777779,162.07343218971656,0.839981568627451,0.2452644254131312,0.1264727667694696,27957.866960371986,0.1556519162403962,6.390091598751312,0.4219317279553825,0.20379320298402284,0.18033838447311334,14.62728052963445
31,531,56.3717,14.7369,42,15.6504,0,123,127,6,127,5,1.00449,59.35407,0.0,0.0,8.53571,8.76,12.29433,0.0,0.0,130.0,57.62159,0.0,1.18,3.457,-1.0,0.01193,86.24855949096198,1.9883518332482837,0.1728182413490461,0.19720509245502438,0.20172509658302698,238.76955272174342,0.1100861666926652,65337.98321845974,0.11415880431693996,96.68581499796821,14.232349537037036,162.01484992500684,0.8397066666666667,0.24628734432014746,0.12744742170719,27676.915423181912,0.1560520889500219,6.368971053280159,0.4241493539985998,0.20528621963166171,0.17970301719728074,14.667310738269194
32,532,56.1992,15.1756,42,16.2688,0,123,127,6,127,5,0.9964,59.09642,0.0,0.0,12.57143,8.805,12.74607,0.0,0.0,129.0,57.59307,0.0,1.18,3.354,0.12667,0.007548,86.9392352370004,1.7280318941637967,0.17256613662187983,0.19778083250534303,0.20095396539277116,237.82884917764068,0.109087261651364,65322.4172928125,0.1133354332140343,96.71623726627308,14.214699074074074,162.2862193933574,0.8391788235294119,0.24752137146678663,0.1288336571001731,27467.704320055156,0.15658891825953633,6.441488798292581,0.4219317279553801,0.20637659904546538,0.17931231965218308,14.621809029284819
33,533,56.273,14.2086,42,16.2514,0,123,127,6,127,5,0.99841,59.20205,0.0,0.0,12.03571,8.769,13.13182,0.0,0.0,131.0,57.58184,0.0,0.43,3.677,-1.0,0.012157,86.87450005288738,1.0982421877302848,0.17263723508911905,0.19805079470580028,0.19989244697794048,236.86706779125737,0.1083056619172073,65252.83883234009,0.11266769342987573,96.70803753335116,14.386332947530864,162.30909793934183,0.8397066666666667,0.24887005726846184,0.13000037119114383,27634.54330515501,0.15639133309657363,6.496743246223908,0.42193172795538275,0.20712251030689371,0.1791906455527039,14.446031735267168
34,534,56.2394,13.9069,42,15.1616,0,123,127,6,127,5,0.99744,59.20293,0.0,0.0,9.0,8.82,12.29667,0.0,0.0,131.0,57.56999,0.0,1.19,3.905,-1.0,0.011744,90.13987755711149,2.0077873577960386,0.1729678602514071,0.1983021475890981,0.19908752874257984,235.9580853594288,0.1074927770414018,65191.23067964452,0.11201047863335187,96.70651144532323,14.520736882716049,162.21378476558604,0.8397443137254903,0.25051914152154814,0.1309668529882379,27461.471504636593,0.15667546675141977,6.364537617786556,0.4219317279553878,0.20788610872891058,0.17869091631749306,14.592827879352335
35,535,56.1718,13.7487,42,14.7334,0,123,127,6,127,5,0.99976,59.09086,0.0,0.0,11.03571,8.826,12.03044,0.0,0.0,131.0,57.52216,0.0,1.18,3.454,-1.0,0.010542,89.96198089941721,1.8083679013466747,0.17319583581123826,0.1984512649212108,0.19839820416622295,235.044028404385,0.10692028101891021,65071.892845882554,0.11128519678878518,96.72292024739946,14.820698302469136,162.36147792222738,0.8391788235294119,0.25239623482031015,0.13183914946173772,27408.98760639092,0.15713125529740765,6.32408637257494,0.4219317279553801,0.2081810308852715,0.17841678356873802,14.52925072187259
36,536,56.2159,14.0056,42,14.8215,0,123,127,6,127,5,1.00268,59.16748,0.0,0.0,9.10714,8.802,11.89625,0.0,0.0,131.0,57.5058,0.0,1.18,3.499,-1.0,0.015021,87.10387123192294,1.8041439195059246,0.17321790624736932,0.19852042259213806,0.19758410684527528,234.15380323856704,0.10663793428006643,65066.61287939658,0.11074832151106351,96.7070221701342,14.854648919753087,162.260367659159,0.8397066666666667,0.25439841175971234,0.13283157115762556,27479.964907293433,0.15754732315654496,6.306678625104484,0.4219317279553803,0.2082145743905135,0.17811648435895863,14.565147682472512
37,537,56.1932,14.1546,42,14.6709,0,123,127,6,127,5,1.00422,59.12312,0.0,0.0,9.60714,8.783,12.1174,0.0,0.0,130.0,57.47908,0.0,0.42,3.383,-1.0,0.012092,86.90624759607994,1.804276891233489,0.1731964552507576,0.1985894793160971,0.19668497342294422,233.2716965291962,0.10636074401347863,65156.95226421601,0.11046612044233232,96.70259543319445,14.793016975308642,162.32036748659556,0.8391788235294119,0.25639673875799973,0.1338667175965718,27464.223106603487,0.157810325399066,6.346448522927344,0.42193172795538186,0.20810098974304697,0.17752599831380628,14.517264283733603
38,538,56.0,13.8643,42,15.3888,0,123,127,6,127,5,1.00394,58.95422,0.0,0.0,9.03571,8.803,12.24731,0.0,0.0,131.0,57.43357,0.0,0.42,3.252,-1.0,0.010733,87.60554460367979,2.0126660524877127,0.17310721072727242,0.19872352133825752,0.1957416602036232,232.4007762121239,0.10587528037721176,65138.47733083674,0.11000224237260345,96.75746337240437,14.849199459876543,162.42529841107742,0.8391788235294119,0.25776113912620424,0.1352149600640062,27168.526119362155,0.15801796524694472,6.364234219880983,0.42193172795538075,0.2078649033007172,0.17705357136345592,14.489592752338929
39,539,56.0438,14.2242,41,14.4507,0,123,127,6,127,5,1.00363,59.00874,0.0,0.0,9.57143,8.801,11.9941,0.0,0.0,131.0,57.41528,0.0,0.42,3.443,-1.0,0.009847,85.39069842046928,1.4766980656789666,0.17288861530364827,0.19883994639267985,0.19486867299550012,231.57448248287324,0.10569078034236629,65156.12988195183,0.10940850881111919,96.73417705057841,15.014130015432098,162.4565423656651,0.839170980392157,0.2587300218134308,0.13697590971357684,27299.736435995954,0.15824204843586862,6.312933089796284,0.4219317279553824,0.2078990376712464,0.17671194577718724,14.631805608301987
40,540,55.902,13.8942,41,14.7346,0,123,127,6,127,5,1.00327,58.83904,0.0,0.0,10.28571,8.831,12.30468,0.0,0.0,131.0,57.37592,0.0,0.43,3.772,0.12654,0.014194,86.07682548408988,1.267045549135335,0.17271856701755997,0.19875134769378944,0.19382700839331224,230.72517171078354,0.10536410469953299,65129.959642930015,0.10874735888596433,96.75904891156151,15.290123456790123,162.3592803415735,0.8391411764705883,0.2594805791330591,0.13861143644704557,27133.76849834639,0.15853339001772374,6.366157036051232,0.4219317279553804,0.20869003914122125,0.17624627575724,14.409869535469713
41,541,55.9747,13.4888,41,15.1141,0,123,127,6,127,5,0.99898,58.94761,0.0,0.0,7.92857,8.777,12.01702,0.0,0.0,131.0,57.35125,0.0,0.42,3.706,-1.0,0.008053,86.12368235168465,2.1473951321398874,0.17264966099938536,0.1985891759327965,0.19288316992805044,229.90287539367503,0.10506324309297471,65116.15795668969,0.10808551289593626,96.74621645687687,15.409770447530864,162.33273391029124,0.8391411764705883,0.25987014268076974,0.14013062448224983,27203.315339487428,0.15903421284764563,6.32006807820274,0.4219317279553803,0.20932853545003408,0.17591639479045937,14.447171058183836
42,542,55.9762,13.3088,41,14.318,0,123,127,6,127,5,1.00315,58.9295,0.0,0.0,7.64286,8.79,11.66535,0.0,0.0,131.0,57.34413,0.0,0.42,3.215,-1.0,0.009269,85.41054741158979,1.6135786431680021,0.17251011011812234,0.19814275734740797,0.1919897565863172,229.1039785650322,0.10474021769583203,65070.01555212043,0.1075859480486198,96.75386520724419,15.472511574074074,162.5605145883629,0.8391552941176471,0.25994216663769076,0.1416526098325463,27165.056611585165,0.15971863730833247,6.2548862072822216,0.42193172795537986,0.2098223124267059,0.17558443789250797,14.534592805085358
43,543,55.943,13.3058,41,14.7515,0,123,127,6,127,5,1.00492,58.94347,0.0,0.0,9.32143,8.813,11.50727,0.0,0.0,131.0,57.30876,0.0,0.42,3.687,-1.0,0.010259,85.3025504643385,1.6836256519618857,0.17262698902767223,0.19755714748224393,0.19114660950338938,228.28964053865354,0.10459608301705343,65143.88707127141,0.10734993943334413,96.74422947824806,15.557388117283951,162.50064571270545,0.839170980392157,0.25999229099154625,0.14310483748165606,27190.065556106296,0.16029602211976798,6.246630290164121,0.42193172795537964,0.21023787098523428,0.17526117028277785,14.325851440429688
44,544,55.9007,13.5811,41,14.4821,0,123,127,6,127,5,1.00441,58.84389,0.0,0.0,9.96429,8.829,11.50792,0.0,0.0,130.0,57.28563,0.0,0.43,3.002,-1.0,0.011202,85.3158533562538,1.5076089816244926,0.17242197807408538,0.19693860112169206,0.19011930936437116,227.51217082565282,0.10462041936214946,65095.53772786726,0.10729592272810437,96.76224628050355,15.603829089506172,162.5463629464876,0.8391411764705883,0.2599843424283956,0.14447827881934103,27144.725171754653,0.1607772494155866,6.257389112020156,0.42193172795538175,0.2103592468891654,0.17510216620735725,14.437996946735145
