,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0.5,cubcol.0.6,color_fulness,cubrow.1.0,tone,movement,fft,temporal,cubrow.0,cubcol.0,cubrow.0.5,saturation,blur,cubrow.0.6,contrast,cubcol.1.0,blockiness,staticness,cubrow.0.3,noise,cubcol.0.3,uhdhdsim
10,410,80.177,21.0261,49,34.398,0,118,119,11,134,16,0.94025,73.57339,0.0,0.0,2.07143,2.831,18.20645,0.0,0.0,124.0,33.54107,0.00041,0.47,3.544,-1.0,0.559166,0.11090990755880613,0.14457404903960186,93.08788485856303,0.17268302583287748,0.5429101960784314,8.143277391975309,77463.97485716212,5.399794830159655,0.28526878286943014,0.037898536799953475,0.0587510785188461,43.398445035204475,80005.08471778671,0.10011550321371515,88.64098807035984,0.08078563894587003,1.7073147060983498,505.9917146921434,0.38652154010845857,0.4958241544376942,0.07337367057114648,81.77153374451613
11,411,81.9392,21.3416,51,35.5135,0,118,119,11,134,16,0.94772,75.19966,0.0,0.0,3.46429,2.867,18.05274,0.0,0.0,124.0,33.67958,0.0004,0.49,3.529,-1.0,0.524668,0.11085409907890544,0.14360411930695777,93.17878718232264,0.1716038979507683,0.5443807843137255,8.953703703703704,77873.77627509196,5.305661054312745,0.283852894067657,0.038289447719725825,0.05879823871766416,43.36525829927421,84422.5616157136,0.1031279337285968,89.09944904320608,0.08357585495092398,2.006956595445632,502.3710833400519,0.3851857521532606,0.498041780480931,0.07365106712418718,81.67058799565781
12,412,81.8099,21.7553,51,33.4604,0,118,119,11,134,16,0.97627,75.1043,0.0,0.0,2.60714,2.852,18.32236,0.0,0.0,124.0,33.76209,0.00025,0.48,2.965,-1.0,0.491837,0.1086292627880786,0.14348216979310482,93.33335562242817,0.17075451957687324,0.543878431372549,7.979359567901234,77591.05527676409,5.260549044905677,0.28322726847742674,0.038383819828583056,0.06119749836644642,43.29588845335407,85301.55620301755,0.10459925086641327,91.92600364677914,0.0864101974182233,2.5067993984346537,498.652873207839,0.3818979168962969,0.4980417804809301,0.07393176647284502,81.75280321533278
13,413,82.0983,21.8391,51,34.1552,0,118,119,11,134,16,0.94583,75.39285,0.0,0.0,4.03571,2.902,18.67944,0.0,0.0,124.0,33.81196,0.00042,0.48,3.828,-1.0,0.478741,0.10904644839726377,0.14534163646183013,93.61545702298932,0.17146659650260515,0.5430803921568628,7.27806712962963,78026.54600260415,5.2830849595491856,0.2832774089766586,0.03842005367588368,0.06119387050861209,43.14820070619936,86403.09294511103,0.10622062583580855,91.28227200599136,0.08926931283810347,2.3948595879340115,494.9674810462596,0.3796160227653321,0.4980417804809358,0.0740971420700517,81.7699970069481
14,414,83.6425,22.3586,52,33.8728,0,117,119,12,134,17,0.95425,76.84988,0.0,0.0,3.28571,2.88,18.75179,0.0,0.0,124.0,34.04013,0.00037,0.49,3.815,-1.0,0.479751,0.11350605869065195,0.14834431138905077,93.7716963044287,0.17203868807401754,0.5490160784313725,6.996768904320987,78713.56956379002,5.246219382067809,0.28331090511607016,0.038900355275129424,0.061909131056359146,43.136609112774885,90561.55134735075,0.10857618807056718,88.21332797557368,0.09326121890940454,2.8367693256896085,491.4455794675809,0.376374948098734,0.5046946586106239,0.07474788738313298,81.70026287768803
15,415,83.8509,22.716,52,32.4402,0,117,119,12,134,17,0.9561,77.08272,0.0,0.0,2.5,2.895,19.19964,0.0,0.0,124.0,34.25044,0.00029,0.49,3.432,-1.0,0.470883,0.11739521752653437,0.14868770333668738,94.12273077828395,0.17274761164318622,0.5547117647058823,8.163676697530864,78351.37117505619,5.229265529536157,0.28336723240320827,0.03897253270225896,0.06368283595794691,43.04567727924865,90775.29683346322,0.11043587151143759,91.64357329426024,0.09970137647351394,2.7837028297506783,488.06806346446217,0.373789107113852,0.5063180735464566,0.07519498048693322,81.67767440456203
16,416,84.0687,22.7429,52,32.7461,0,117,119,12,133,17,0.93343,77.33113,0.0,0.0,2.75,2.918,19.49919,0.0,0.0,124.0,34.42051,0.00033,0.49,3.469,0.17438,0.450909,0.11518602957440637,0.1478844565077649,94.91470607891699,0.17427390339029733,0.5575592156862745,9.088686342592593,78149.84124842589,5.279517866167038,0.2833672046247706,0.03916900576362501,0.06436170497795057,43.03700388213735,90288.26848713288,0.11109082930910481,89.25757963073593,0.10692832091547799,2.4344206876574424,484.83175632139665,0.37099071953228013,0.5129709516761446,0.0754340587874724,81.69926501734608
17,417,86.3535,22.9768,55,37.5156,0,117,119,12,133,17,0.93898,79.47494,0.0,0.0,4.5,2.921,19.5209,0.0,0.0,124.0,34.60061,0.00039,0.5,4.051,-1.0,0.446398,0.11421495267263036,0.14853460646460234,95.79923709930046,0.17596783351469594,0.5594219607843137,8.975212191358025,79077.89890774539,5.196776885848189,0.28443037012415584,0.03978314016971342,0.06599244823347707,43.05273550528067,96483.68361920812,0.11585388535093882,88.02992687241671,0.11056801629559897,2.8349462684527897,481.731227528398,0.3681973164451761,0.5212472447416729,0.07638435164715564,81.29840293267547
18,418,85.3501,23.6085,55,33.9873,0,117,119,12,133,17,0.92247,78.58806,0.0,0.0,3.92857,2.977,19.72186,0.0,0.0,124.0,34.57937,0.00036,0.5,3.966,-1.0,0.466547,0.11321201192311686,0.14640260302137167,96.51058560248313,0.17650784698913563,0.5574874509803921,8.548225308641975,78887.63581687123,5.164865697538621,0.2860446255259047,0.03993375647788249,0.06828515651443627,42.93347507052951,93497.45273280208,0.12169932129986155,89.55573049759919,0.11611313644030394,1.6926989538038002,478.7304808467097,0.36248056460606304,0.5206530336342753,0.07703033589909636,81.59288506994996
19,419,85.0155,23.7141,54,33.1832,0,117,119,13,133,17,0.93881,78.32478,0.0,0.0,4.92857,2.964,20.26389,0.0,0.0,124.0,34.68874,0.00047,0.5,4.014,-1.0,0.438357,0.11197257697075286,0.14452645661649033,97.0133925617144,0.1756205500592216,0.5575172549019607,8.369839891975309,77958.18685181082,5.269442156474639,0.2887042773160095,0.040203106730933136,0.07051133203484591,42.83660888671875,91717.47546426227,0.12289326705743424,88.17766260913372,0.1216885499299077,3.089578687267367,475.9014871157085,0.3575001022474121,0.5206530336342752,0.07786278903153473,81.76596827326806
20,420,87.1977,23.4989,57,37.764,0,117,119,13,133,17,0.94816,80.34785,0.0,0.0,4.64286,2.945,20.35642,0.0,0.0,124.0,35.0284,0.00055,0.51,3.82,-1.0,0.423494,0.11173343670235174,0.14356465233682175,97.47722625226305,0.17454492843096375,0.560858431372549,9.869695216049383,79157.9561055838,5.279199491747073,0.2913796872763592,0.04057691649102979,0.07370587995321173,42.88327440803434,98407.01552372589,0.12449085110160957,89.6759685301712,0.12304075581354243,3.1734569443263165,473.3444706001709,0.35245700542469816,0.5311469527430323,0.07832344732447234,81.41787956381428
21,421,86.5712,23.8009,56,32.8245,0,117,119,13,133,17,0.93608,79.78877,0.0,0.0,5.60714,2.922,20.17128,0.0,0.0,124.0,35.08642,0.00042,0.5,4.279,-1.0,0.412721,0.11097266214634322,0.14261100953349842,98.09100096489931,0.17342825378250115,0.5611992156862746,10.199845679012345,79046.80651787986,5.285304072582815,0.2937373901570183,0.04110412898362935,0.07434905174028097,42.835342595606676,96866.35974401384,0.12791441506087384,88.53381388708938,0.12343835401307784,3.1860014664284186,471.0247022446182,0.34825533129679215,0.5311469527430298,0.07930567448468712,81.49720284032198
22,422,86.9243,23.3635,57,35.4871,0,117,119,13,133,17,0.95442,80.13494,0.0,0.0,4.64286,2.94,20.42938,0.0,0.0,124.0,35.24497,0.0005,0.5,3.628,-1.0,0.420234,0.11043055456217479,0.1420848714274642,98.60797394681563,0.17181908173449933,0.5628729411764706,10.260609567901234,79323.42958598335,5.383429320251356,0.2958550340780367,0.04115920986492589,0.07578844085202803,42.773290375132625,98543.47931440409,0.1342380777459914,92.31716393040124,0.1239814780407906,3.3097920712820574,468.98368074499916,0.34385217591372036,0.5394232458085483,0.0797276053691221,81.45621310295063
23,423,89.2506,23.5189,60,40.109,0,116,119,14,133,18,0.96023,82.29309,0.0,0.0,4.39286,2.979,20.05421,0.0,0.0,124.0,35.5664,0.00075,0.51,3.547,-1.0,0.404169,0.11050118842627901,0.14318289460032663,99.42824511824537,0.17009313156523584,0.5650580392156863,10.058497299382717,79793.80293713797,5.330955461303464,0.2974311851864549,0.041733107719380276,0.07680615894145924,42.9332910231602,106147.25710861887,0.13970348190937926,88.5118313683794,0.12760824009572622,3.3336299060132277,467.2244098097796,0.3392773397621941,0.5515405798531396,0.08108702586374802,80.86121410905868
24,424,88.3178,24.1389,59,34.085,0,116,119,14,133,18,0.91675,81.43177,0.0,0.0,4.85714,2.963,20.18745,0.0,0.0,124.0,35.63442,0.00063,0.5,3.158,0.16988,0.408757,0.1117799529647021,0.14479112655276677,100.01551568527738,0.16899013702980512,0.5650882352941177,10.259403935185185,79353.79034621261,5.345903321592794,0.2984178534670826,0.042091519807467004,0.0821908216219068,43.00438643090519,102596.64592286762,0.14085632081020033,90.83936191583659,0.12967021960690328,2.913182976134434,465.72639141343467,0.3349330193266563,0.547699538874078,0.0825235405645476,81.31074864351692
25,425,89.4488,23.5154,60,39.3348,0,116,119,14,133,18,0.9545,82.44633,0.0,0.0,4.46429,2.966,20.71979,0.0,0.0,124.0,35.74052,0.00065,0.51,3.203,-1.0,0.387378,0.12251354020377081,0.14588439101557865,100.40404712137287,0.16711653172939722,0.5659082352941176,11.030671296296296,80229.499074013,5.415774083628039,0.29982289631607795,0.042603689378807,0.08742406670969165,43.04862392095872,106009.04337770052,0.14088329878109046,92.38158320822488,0.12983212465524593,2.878007716510785,464.4408111752186,0.33099641035898886,0.5537582058963736,0.08397192249255815,81.16232187422855
26,426,90.742,23.1874,62,38.6235,0,116,119,14,133,18,0.96828,83.65139,0.0,0.0,3.53571,2.97,20.18389,0.0,0.0,124.0,35.85037,0.00109,0.53,3.008,-1.0,0.39269,0.13573901053680718,0.144731228402058,101.07870649499269,0.16490821944113007,0.5678376470588234,10.950231481481481,80828.63600503706,5.3800084480873975,0.3004115783662627,0.0434591154363034,0.09179491894494608,43.03458413960021,111238.27373018724,0.14292779451099547,91.53054223686846,0.1294172936703749,3.711968566643065,463.3233248810767,0.32689118815863744,0.5658755399409574,0.085227322328687,80.64663750076079
27,427,90.6409,23.1644,62,36.8402,0,116,120,14,133,19,0.94132,83.56372,0.0,0.0,4.07143,2.971,19.9021,0.0,0.0,124.0,35.92616,0.00088,0.52,2.827,-1.0,0.36576,0.14738974336838434,0.1447643645747356,101.84230336750596,0.1630105601550303,0.5693698039215687,10.60865162037037,80688.58249564448,5.3907054140540005,0.30112937359415015,0.044241134960290744,0.09554645790555853,43.04115559142313,110203.53553426264,0.14560412703372871,92.97865433631873,0.1290485890528955,3.4671387399794034,462.34700626094246,0.3235766078664072,0.5680931659841878,0.08632804900681254,80.79018725677889
28,428,90.7242,22.8296,62,35.5054,0,116,120,14,133,19,0.94353,83.66591,0.0,0.0,3.96429,2.963,19.88102,0.0,0.0,124.0,35.99586,0.00083,0.51,2.784,-1.0,0.367104,0.15298541867235282,0.14475899585104737,102.3885165693665,0.16162801269887825,0.570755294117647,10.356577932098766,80459.30154782977,5.436054053642726,0.30156130252934027,0.04478859241941682,0.09864389043103433,43.11600711021894,110417.26241646105,0.1490829500014684,87.36408345744357,0.128594607948981,3.410690535797054,461.49976492350163,0.3207037084496117,0.5703107920274173,0.08722969086137447,80.73707787649361
29,429,90.8078,22.812,62,37.3186,0,116,120,14,133,19,0.96786,83.75958,0.0,0.0,3.07143,2.957,19.5932,0.0,0.0,124.0,36.0067,0.0011,0.52,2.758,-1.0,0.365014,0.15139240447572924,0.1459383897531225,102.89447596512633,0.1598199941643966,0.5690494117647059,10.548996913580247,80193.05393629818,5.407548994729612,0.3021077766162927,0.045741554507138474,0.09917822860854261,42.931979332441166,112173.06714250876,0.15224758536057525,89.91420691444307,0.12945431983471778,2.9002925210844563,460.69313969687505,0.31776006131383655,0.5747460441138822,0.08820251907201788,80.48551643998974
30,430,90.3468,23.1605,62,35.9772,0,116,120,14,133,19,0.94795,83.28591,0.0,0.0,4.25,2.975,19.57961,0.0,0.0,124.0,35.929,0.001,0.52,2.934,-1.0,0.371794,0.1514726546998323,0.14744727372343938,102.96980032507757,0.1583773618057971,0.5671450980392156,10.66454475308642,80217.71091242987,5.429891337730214,0.3023399124894703,0.04648031965271259,0.09981674427412938,42.962780987774885,110514.96848506335,0.15422866308157582,88.6982026198786,0.1313628128727177,2.868702074414532,459.96200312988424,0.3142298307285821,0.5741518330064819,0.08959411824747625,80.69075411492287
31,431,89.7912,22.8995,61,38.0507,0,116,120,14,133,19,0.93951,82.79776,0.0,0.0,4.21429,2.954,19.88072,0.0,0.0,124.0,35.78283,0.00107,0.52,3.062,-1.0,0.373335,0.1513657206249673,0.1477979759782648,103.0029100213271,0.1571646325891187,0.564824705882353,10.612268518518519,79930.0034587037,5.4631724791116225,0.3023816728957715,0.04721560226559362,0.10070245756313538,42.91327337571133,107559.43703831137,0.15538619518815985,87.59822109889103,0.1376259182064213,2.9782935611863572,459.2718785031231,0.31123384248015956,0.5741518330064821,0.09092068809260798,80.74933487880875
32,432,90.0438,22.9451,61,38.5542,0,116,120,14,133,19,0.96983,83.01581,0.0,0.0,5.67857,2.946,19.65638,0.0,0.0,124.0,35.63564,0.00109,0.53,3.419,0.16975,0.366741,0.1499709032994322,0.1461478873238797,102.83093662277047,0.15608446286192817,0.5625901372549017,10.690007716049383,80534.18601453447,5.425653291366606,0.3029362009442472,0.047955528264441584,0.09960654287064348,43.07991781352479,109178.50863056861,0.156879318879986,90.4049475312531,0.14198903117671632,3.3849794348824553,458.65626294281816,0.3092683029927782,0.5763694590497105,0.0923416069981012,80.56430943610346
33,433,89.1277,23.5985,60,34.804,0,116,120,14,134,19,1.00001,82.18004,0.0,0.0,5.17857,2.918,19.69695,0.0,0.0,124.0,35.45494,0.00093,0.52,3.497,-1.0,0.354634,0.14910645908536163,0.14578761575867755,102.65681435654989,0.15534455492807042,0.558875,10.818817515432098,79814.55931324336,5.446777095011014,0.30340287430370877,0.048347980637247864,0.10024082084075447,43.089508056640625,106155.96889326487,0.15782305064951738,89.3824768430995,0.1428989377898946,3.1117304944684747,458.0817062455592,0.3072082566021796,0.5703107920274172,0.09346461169789261,80.81012980030364
34,434,87.3833,24.1386,58,37.5513,0,116,120,14,134,19,0.9758,80.60639,0.0,0.0,4.71429,2.965,20.25699,0.0,0.0,124.0,35.23283,0.00066,0.51,3.432,-1.0,0.384958,0.14781115422085794,0.14390764887562518,102.42373205182967,0.15621127698724707,0.5547813529411765,11.29639274691358,78968.43958479278,5.527077283807702,0.30428234812166643,0.04859627662002492,0.09960654084388551,43.17635769314236,98932.84918740441,0.15991624202676238,90.32193695011578,0.14227094735837464,2.06717112964763,457.465950597952,0.3055282526442566,0.5658755399409588,0.09443520095776367,81.20076602302044
35,435,85.7257,24.8157,57,37.1042,0,116,120,14,134,19,0.97527,79.08822,0.0,0.0,3.17857,3.035,20.71972,0.0,0.0,124.0,34.96081,0.00079,0.5,3.327,-1.0,0.397604,0.14712226685389404,0.1429626514741837,102.11297663900822,0.15805165606241262,0.5514090196078432,11.87644675925926,78544.83773501165,5.578285374087935,0.30483480431433724,0.04887180085263868,0.09929519068087284,43.3197782540027,94115.41866427942,0.16158010512140197,91.74574622949497,0.1426438832752112,3.152937981733599,456.7738401411572,0.3028342253904216,0.5581934579828314,0.09505768624329014,81.47767460539293
36,436,83.6565,24.8384,55,38.3199,0,116,120,13,134,19,0.96373,77.22248,0.0,0.0,3.46429,3.118,21.30084,0.0,0.0,124.0,34.69161,0.00056,0.51,3.331,-1.0,0.356564,0.1454089741682947,0.141466227568753,101.76219156727527,0.158769347863399,0.5482886274509804,12.473765432098766,78180.6279447415,5.658718526089656,0.30487776620272106,0.04878327724301723,0.09871303226177222,43.494906578534916,85667.840375794,0.1607342784835095,88.27319584541235,0.14175752378576595,2.6649194121893616,456.0584485147926,0.2998647763490046,0.5537582058963646,0.09559229191267093,81.89203352688081
37,437,84.1358,24.1577,55,37.3635,0,116,120,13,134,19,0.94847,77.70864,0.0,0.0,4.96429,3.047,21.32077,0.0,0.0,125.0,34.55634,0.00061,0.52,3.256,-1.0,0.325861,0.14409561719599764,0.14068250139272004,101.1500928253539,0.1600316502949073,0.5486035294117647,12.861641589506172,78394.42755766076,5.672134339064171,0.3053624029729771,0.048757206555545746,0.09854790527627462,43.57402245792342,85656.40977134177,0.15962093321773033,88.0495541231424,0.14171454026490393,3.3755188521528607,455.325022573423,0.2975494023536637,0.5559758319396019,0.09696273920912253,81.60687198564419
38,438,84.0209,24.0722,55,37.4777,0,116,119,13,134,18,0.95002,77.63835,0.0,0.0,4.92857,2.971,20.73526,0.0,0.0,125.0,34.42736,0.00063,0.51,3.46,-1.0,0.337748,0.14300706694095391,0.1403514352518259,100.48544449472249,0.16066713523551687,0.5485439215686274,13.138599537037036,78406.49832270277,5.609621739790376,0.3062616748372485,0.04864071222272319,0.09806961003480826,43.73680943618586,84089.35078528474,0.15886486303895472,89.28760426399162,0.14146519811216232,2.6111792222474604,454.59385224818897,0.2963222248354226,0.555975831939598,0.09791862440242295,81.51811930920998
39,439,83.1202,23.7463,55,40.3044,0,116,119,13,134,18,0.94762,76.8175,0.0,0.0,2.57143,2.905,20.66071,0.0,0.0,125.0,34.28376,0.00049,0.5,3.124,-1.0,0.355542,0.14165809020542253,0.13997907278467683,100.1856602578065,0.16125161149983833,0.5486333333333333,13.378038194444445,78615.42633397633,5.645765283631625,0.3071340104429366,0.04850967219887042,0.09760997583335346,43.89844277464313,80885.77149276216,0.15865058156828138,87.80256361667975,0.14069756592400387,3.302990083808282,453.928456400952,0.29504380092833693,0.5515405798531355,0.09915997942549082,81.51018250317976
40,440,83.5059,23.4973,55,38.8004,0,116,119,13,134,18,0.94164,77.16921,0.0,0.0,2.82143,2.91,20.37854,0.0,0.0,125.0,34.15542,0.00047,0.49,2.746,0.16268,0.330931,0.14025284033554966,0.13978432028096402,99.70274573746848,0.1627971206618025,0.5484470588235293,13.427179783950617,78077.41339525954,5.625556342514813,0.3080719593620481,0.04828397629717237,0.09733222916203074,44.06512432333864,81814.51842264102,0.159427183092045,89.29905123607979,0.14129552173571513,2.8529527172532103,453.34699390287585,0.2938312224173416,0.5515405798531399,0.10136522511749448,81.61161291078412
41,441,82.9598,22.7746,55,40.3079,0,116,119,13,134,18,0.98853,76.67439,0.0,0.0,3.42857,2.847,20.16442,0.0,0.0,125.0,34.0079,0.00035,0.5,3.187,-1.0,0.359819,0.13909126956350681,0.14004450815868147,99.40386412006472,0.16271523290363912,0.5463549411764705,13.202498070987655,77313.12327339083,5.622777095638107,0.30866008088084573,0.04810935669823787,0.09686838668719701,44.20066306031781,79563.58030808173,0.16045798022322902,85.33406643032667,0.14193041367264272,2.807312933599524,452.8499575243704,0.29249278731471534,0.5499171649173048,0.1018643892237245,81.41249545566099
42,442,82.2303,22.2033,55,41.2007,0,116,119,13,134,18,0.96586,75.96674,0.0,0.0,1.60714,2.766,19.54607,0.0,0.0,125.0,33.83423,0.00046,0.48,3.701,-1.0,0.366587,0.1378182563812488,0.14185299854098712,99.17030697430299,0.16269383215138308,0.5438486274509804,12.95751350308642,77318.27567798615,5.630891362133548,0.30881590475538934,0.047880913078871185,0.09638913743702386,44.25353269223813,78712.02714975328,0.16114728450570695,90.5361620543732,0.1420416102901848,2.20001589277027,452.42693459655084,0.2922674032636298,0.545481912830847,0.10189013920066038,81.45607404537773
43,443,80.5892,21.9665,54,40.5339,0,116,119,13,134,19,0.95067,74.42944,0.0,0.0,1.21429,2.758,19.05844,0.0,0.0,125.0,33.65818,0.00039,0.48,4.192,-1.0,0.360069,0.13687495921176623,0.1440272589625604,98.99003331093935,0.16164856928382448,0.5394188235294118,12.763792438271604,77301.95154648206,5.6045914778868635,0.3082230745647808,0.047629887592061035,0.09622157886282175,44.375500714337385,75113.54384195966,0.1620771356370564,85.68259519491355,0.14172366880258788,2.5426223981276497,452.0518922312299,0.2936294042740773,0.5438584978950046,0.10352812021291838,81.59439468743602
44,444,80.283,21.8752,53,39.3463,0,116,119,13,134,19,0.96922,74.12548,0.0,0.0,1.39286,2.764,18.85622,0.0,0.0,125.0,33.63988,0.00042,0.47,4.063,-1.0,0.342462,0.13630089183149952,0.1450879120050806,98.99349975435548,0.16065551794382268,0.5401949019607842,12.704041280864198,78746.4166001682,5.55636913892276,0.3068036965203757,0.047366030938768414,0.09613466687422187,44.471644837179305,74919.1403493595,0.16273877639207374,89.41648684158432,0.14111134899334274,1.9579057350640163,451.7488072694779,0.29461341891720016,0.5394232458085528,0.10470998158295375,81.70346502451093
