,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,contrast,cubrow.0.5,cubrow.0.6,cubcol.0.6,cubrow.1.0,uhdhdsim,saturation,color_fulness,cubcol.0.5,cubrow.0.3,cubcol.0,cubrow.0,cubcol.1.0,fft,blockiness,cubcol.0.3,temporal,noise,staticness,tone,blur,movement
10,10,27.6329,12.8882,12,8.64774,0,119,115,4,137,5,0.99506,25.93302,0.0,0.0,9.67857,9.212,11.55122,0.0,0.0,118.0,25.44239,3e-05,0.3,3.243,-1.0,7.549722,92.81879527740762,0.09424046043018187,0.09613363553123404,0.09016087968512893,0.027971388969334023,102.58655079745809,55.563085108627504,75.05128470181981,0.05462503407407195,0.08572799282153269,0.08074323200670737,0.10171352168056441,0.07014698895369406,61218.72079564219,0.9204217301441258,0.0429387032035247,3.294571405491885,0.16049639811662694,536.5343012723195,0.38710431372549003,4297.642296880448,3.9637827932098766
11,11,27.7557,11.7875,12,8.3198,0,119,115,4,137,5,0.99563,26.03419,0.0,0.0,8.82143,9.011,11.06513,0.0,0.0,118.0,25.41491,2e-05,0.3,3.246,-1.0,7.552034,88.66701589786828,0.09445449821262455,0.09649722885801425,0.08950383873180366,0.02707606831033393,102.58356772627798,55.5168061433015,74.79091922383604,0.0545774629639029,0.08578121548228866,0.08088222667124924,0.1018257527253821,0.07073269467990599,61235.70885471676,0.9280286539429446,0.04159295967431471,3.223604528692595,0.1604963981166262,532.5992890538887,0.3835478431372548,4327.144378606479,4.2565586419753085
12,12,28.1326,11.4036,12,7.68851,0,119,115,4,137,5,0.99697,26.36793,0.0,0.0,8.14286,9.141,10.11617,0.0,0.0,120.0,25.4712,2e-05,0.3,3.385,-1.0,7.579616,92.29397031510315,0.09546718937040305,0.09659592520916709,0.0905071604590964,0.026433003904000503,102.47437592167834,55.40923601315345,74.48139373050789,0.05451331597421964,0.08598735484716129,0.0808976780612637,0.10180163909268926,0.07120025497180858,61210.10107423719,0.8642625869443538,0.040443612635977046,3.1319886103890924,0.1604963981166262,528.7999561410783,0.3833584313725491,4445.388996793015,3.7704475308641974
13,13,28.3543,11.1567,13,7.1649,0,119,115,4,137,5,0.99972,26.56468,0.0,0.0,12.53571,9.15,9.78562,0.0,0.0,121.0,25.51761,2e-05,0.3,3.669,-1.0,7.59373,90.75706480505578,0.09698480233593056,0.0968379112842213,0.09208395372902861,0.02584367511883233,102.4461062395968,55.33045789930555,74.16349984824399,0.05449261455337543,0.08626958198068753,0.08097441859782877,0.1016379581217132,0.07165655801294525,61122.05781926021,1.123057738083732,0.039429995992858714,3.080002058447551,0.16049639811662567,525.0959666598434,0.38246627450980397,4504.567421703995,3.29272762345679
14,14,28.2844,11.4192,12,6.95847,0,119,115,4,137,5,1.00539,26.50559,0.0,0.0,9.28571,9.204,9.57859,0.0,0.0,120.0,25.48599,1e-05,0.3,3.468,-1.0,7.625578,92.14533586248463,0.09757396384796474,0.09750680321240725,0.09307788536368615,0.025749559453902025,102.45553651236992,55.17068161199122,73.73104762147781,0.054465056293145714,0.08651398844215442,0.08105001493962963,0.10151890262165592,0.07196748117237631,61152.899167339136,0.9434901138859689,0.0385216136218996,3.0803698064177496,0.16049639811662544,521.4588977232675,0.379623137254902,4481.150251171637,3.107735339506173
15,15,28.3041,11.6058,13,6.70901,0,119,115,4,137,5,1.00053,26.52471,0.0,0.0,10.5,9.111,9.79801,0.0,0.0,120.0,25.42327,0.0,0.3,4.137,-1.0,7.68558,91.37623205202277,0.09762427300565085,0.09828124224008358,0.09138883522898233,0.025726513400288916,102.46915408963187,55.17123865198206,73.4018675166251,0.05448761061066834,0.08685062581647256,0.0811172199403685,0.10144202462631047,0.07222629495721072,61127.41599700147,1.0339398918618075,0.03769832158315564,3.0774712793637313,0.16049639811662572,517.9051665469949,0.3776509803921569,4498.409766323732,3.720293209876543
16,16,28.2863,11.7042,13,7.57767,0,119,115,4,137,5,1.00148,26.51645,0.0,0.0,12.32143,9.194,9.96254,0.0,0.0,120.0,25.35805,0.0,0.3,3.953,0.65342,7.720424,91.16755389949492,0.09767896754004643,0.09903279353108371,0.09018802230355795,0.02635536602439542,102.46721210665282,55.26242837788147,73.00207430570102,0.054432740241016235,0.08738432576976234,0.08119385937702032,0.10129358050368424,0.07244199505428116,61147.64365145797,0.7939948710386271,0.03698213537925025,3.07384083194523,0.160496398116624,514.4549088256374,0.37771921568627453,4491.337493710409,3.966242283950617
17,17,28.4594,11.5235,13,6.98224,0,119,115,4,137,5,1.01578,26.6592,0.0,0.0,8.92857,9.115,10.04653,0.0,0.0,119.0,25.31934,0.0,0.3,4.024,-1.0,7.747964,88.8364501486642,0.09834541665596212,0.09954089587444619,0.08905068376849294,0.027160611309211356,102.41463610685295,55.226635968243635,72.5458928875506,0.0544497758435879,0.08825833376688982,0.08162850880533742,0.101172225169919,0.07260550534275376,61203.43974257114,1.379481649593541,0.036324070504339695,3.075211791988711,0.16049639811662467,511.01275047611057,0.3771458823529412,4562.215070532117,3.827932098765432
18,18,28.6368,11.367,13,6.8116,0,119,115,4,137,5,1.006,26.79848,0.0,0.0,8.64286,9.033,9.88975,0.0,0.0,119.0,25.28978,2e-05,0.3,4.401,-1.0,7.771817,89.36521465627652,0.09919231468629518,0.09992596901914508,0.08802809816014222,0.029604218838390255,102.36440660757567,55.236549471631456,72.48561792422127,0.05442488869663886,0.08891541833899742,0.0825462276540868,0.10106425698130599,0.07278907080980654,61199.304977376596,1.172431527518369,0.03574985279664241,3.022859899195563,0.160496398116624,507.6116833478799,0.3770776470588236,4637.991090747791,3.7315297067901234
19,19,28.8005,11.1701,13,6.60566,0,119,115,4,137,5,1.00339,26.93354,0.0,0.0,10.32143,9.128,9.75675,0.0,0.0,120.0,25.28568,2e-05,0.3,3.665,-1.0,7.779417,86.77647270904616,0.09996979475079207,0.10039380593971903,0.08717200179036884,0.03273952719922096,102.31634340110051,55.15775741765528,72.35598361995312,0.05445857277405373,0.08971982386783303,0.08234008323692361,0.10095967284061669,0.07292963483021696,61038.36703510236,0.9213929457900427,0.03519992532412029,2.950886994362533,0.16049639811662017,504.28483703361167,0.3762066666666667,4736.502461116768,3.5543499228395063
20,20,29.0489,11.0397,13,6.34379,0,119,115,4,137,5,1.00479,27.13928,0.0,0.0,6.64286,9.202,9.58924,0.0,0.0,121.0,25.32305,0.0,0.3,4.672,-1.0,7.82881,88.35443456820241,0.10081540666302077,0.10068407736094012,0.08660860137234416,0.035787591253670765,102.27103987508835,55.18069269627701,72.25412019867854,0.05446425833919717,0.0903400929922803,0.08236977333861094,0.10080872629938258,0.07309947730691442,61147.273253050975,0.8284013208041938,0.03470811411180003,2.9274177404425243,0.16049639811662175,501.11784118968785,0.3752929411764706,4867.905812892942,4.098283179012346
21,21,29.2523,10.8415,13,6.1759,0,119,115,4,137,5,1.00935,27.32099,0.0,0.0,12.46429,9.148,9.4747,0.0,0.0,122.0,25.35051,0.0,0.3,4.431,-1.0,7.839015,90.49519724001414,0.10118904849218922,0.10088317856472886,0.08700119646159485,0.03822306486037331,102.22811603872857,55.35344046133536,72.49041469806536,0.05450732689320785,0.090902178333033,0.08243658768010173,0.10072107253741722,0.07331511576503431,61150.62683551339,0.8298596818815256,0.03427163109328708,2.915860090194044,0.15222010505110334,498.14643357975865,0.37405764705882355,4940.097585363373,3.9422743055555554
22,22,29.6823,10.6896,13,6.52565,0,119,115,4,137,5,1.00833,27.69125,0.0,0.0,10.78571,9.202,9.30653,0.0,0.0,122.0,25.42238,2e-05,0.3,4.779,-1.0,7.763765,88.40220407299206,0.10128260892784409,0.10114491847102186,0.08833025629306174,0.0405740718941322,102.13266750221825,55.21084500536506,72.37332055381081,0.05451054744929045,0.09141809019962724,0.08257713658836582,0.10057504967443245,0.07342277239209243,61163.677511848335,1.0989404566528742,0.03386165141127269,2.8817248912353572,0.15827877207339647,495.3563845268231,0.37342313725490195,5105.415948463976,3.7943190586419755
23,23,30.1843,10.8026,13,6.27753,0,119,115,4,137,5,1.01941,28.11202,0.0,0.0,9.17857,9.062,9.17073,0.0,0.0,124.0,25.48364,2e-05,0.3,4.861,-1.0,7.767359,90.42342778451723,0.10119513496916117,0.1014537194696498,0.09065116887071412,0.04281914114419968,102.03400070392449,55.197155987774885,72.23864115477647,0.05454980234139653,0.09212056683728048,0.08268799293248368,0.100457370477729,0.07353771273950045,61156.12932784218,0.7082257746044003,0.03349354618355536,2.830233217980178,0.15443773109432835,492.75923093146537,0.37330352941176465,5382.528851678241,3.600163966049383
24,24,30.2647,10.9451,13,5.86275,0,119,115,4,137,5,1.00795,28.17476,0.0,0.0,10.67857,9.141,9.26994,0.0,0.0,123.0,25.50557,0.0,0.3,4.101,0.65419,7.724337,89.3970137856432,0.10057194372354934,0.10164276240903782,0.09228948123829715,0.04477467428959785,102.0013974771064,55.24336939682195,72.21815563058112,0.054596383040365536,0.09254593609887438,0.08275385368365412,0.10038894936614746,0.07363678228336472,61131.13987976041,0.9412237623486448,0.03313102488445101,2.8179539597078094,0.15443773109432465,490.39543693010387,0.37355176470588225,5455.635475721159,3.660349151234568
25,25,30.3099,10.9845,13,6.50831,0,120,115,4,137,5,1.01016,28.1941,0.0,0.0,11.67857,9.091,9.39544,0.0,0.0,123.0,25.53607,1e-05,0.3,4.564,-1.0,7.743909,90.00191393713672,0.10007552070149021,0.10159322936784455,0.09282444502344679,0.04681010819480489,102.0047900760812,55.27792264208382,71.99245510264677,0.0546291532947758,0.0928464556582611,0.08275788532948171,0.10030441759114601,0.07374838407540664,61121.32040041431,1.0534554171545079,0.03281041159164695,2.8206458966302304,0.15443773109433415,488.2268145166559,0.37516588235294124,5504.84986555275,3.814043209876543
26,26,30.346,10.9276,13,6.34507,0,119,115,4,137,5,1.00343,28.22016,0.0,0.0,11.78571,8.992,9.43387,0.0,0.0,122.0,25.57247,2e-05,0.3,4.08,-1.0,7.756022,90.24523297685899,0.0998962920116173,0.10143335633610245,0.09358036671662767,0.04885712100880252,101.99538918594916,55.45574951171876,71.93954870610648,0.05463184350579721,0.0929316837029971,0.0828208282942031,0.10022852101783872,0.07382987121249915,61217.909362073384,1.0206685364261876,0.03250755461319158,2.8339940564939083,0.15000247900787353,486.2054858631212,0.3779023529411766,5525.390363039993,3.7356770833333335
27,27,30.5404,10.7953,13,6.46024,0,120,115,4,137,5,1.00814,28.38896,0.0,0.0,12.14286,8.879,9.39186,0.0,0.0,123.0,25.64634,2e-05,0.3,4.1,-1.0,7.773846,91.94141946438145,0.09972891096945188,0.10172633969545701,0.09453910704270468,0.05086453659798443,101.96396776684138,55.39464352454668,71.65188625361688,0.05459298582910705,0.09309767898785706,0.08296819794598823,0.10013897902425652,0.07392469833614995,61148.859909839935,1.0599130858412924,0.0322294905166794,2.8367913889668483,0.1445380230929784,484.2127170504403,0.37954980392156856,5635.961564499501,3.701051311728395
28,28,30.7037,10.7055,13,6.38611,0,119,115,4,137,5,1.01417,28.52877,0.0,0.0,13.42857,8.836,9.29223,0.0,0.0,123.0,25.71594,2e-05,0.3,3.85,-1.0,7.768285,92.79895024678635,0.09947976140820185,0.10192460723651536,0.09503334065600749,0.052830475898948626,101.92839318390044,55.45043267144097,71.57214231172489,0.054590877135223016,0.0932225626268482,0.08298792493569532,0.10002464528028097,0.07398126208413008,61170.81804022066,1.19232384605317,0.03194030698628255,2.8031682465318055,0.14232039704974697,482.2785811909333,0.37911725490196074,5802.575068866931,3.7982253086419755
29,29,30.6381,11.0433,13,6.3741,0,120,115,4,137,5,1.00955,28.4564,0.0,0.0,12.21429,8.784,9.2143,0.0,0.0,123.0,25.737,0.0,0.3,4.019,-1.0,7.863687,90.35818056823601,0.09898016292256015,0.10193114235646965,0.095607937262398,0.05490011002946413,101.9728060827378,55.55281500168788,71.33372667214608,0.05460382163632782,0.09334944960747714,0.08304943592312927,0.09997124402395872,0.0740398751031847,61100.64415633105,1.2272299599447833,0.03166970642563121,2.8274293402988366,0.14232039704974647,480.40635989815223,0.37947607843137254,5811.174022047444,4.163049768518518
30,30,30.5452,11.4426,13,6.89107,0,120,115,4,137,5,1.01032,28.3783,0.0,0.0,14.82143,8.713,9.50406,0.0,0.0,122.0,25.71649,0.0,0.3,4.226,-1.0,7.830478,88.1635962209448,0.09866630998820493,0.10191324402981489,0.09775988609697042,0.056642597491488804,101.9623378088704,55.536743352442606,70.99206969852199,0.05460090204780524,0.09312931336315083,0.083102237057817,0.09991690454621333,0.07405409998742521,61163.89579796471,1.077236317470944,0.03143053275225809,2.885108398204997,0.1423203970497444,478.5935868145794,0.37983966666666663,5826.544976454255,4.519145447530864
31,31,30.6886,11.2282,13,6.34711,0,120,115,4,137,5,1.00136,28.47152,0.0,0.0,11.82143,8.495,9.8542,0.0,0.0,120.0,25.68006,0.0,0.3,4.288,-1.0,7.853778,91.40397400757269,0.09805574862637681,0.10230763127651668,0.10041749158861549,0.057876208965253,101.98109985617906,55.7444751880787,70.90757807074115,0.05459792892824809,0.09281170685304384,0.08312613275322245,0.09989335416412369,0.07410954404388316,61205.17123657332,1.2088595663770745,0.03119932913850405,2.9230509932352358,0.14232039704974617,476.83224885858886,0.3803172549019608,5985.9827722264545,4.779176311728395
32,32,30.8352,10.6316,13,6.30087,0,120,115,4,137,5,1.00141,28.59951,0.0,0.0,10.75,8.501,9.67269,0.0,0.0,120.0,25.63057,0.0,0.3,4.282,0.65522,7.819591,91.91124357038746,0.09770865835024238,0.1022578771641666,0.10204264002942244,0.05912542133944031,101.9775688895692,55.60886524341725,70.83300535046033,0.0546169967390945,0.09242611627811087,0.08298107383850854,0.09990852948895713,0.07414721624659265,61160.85866492331,0.9447457908920757,0.03098406091881811,2.9595992281568435,0.14232039704974694,475.1597820715242,0.3807482352941175,6150.057457810358,4.932677469135802
33,33,30.6943,10.2426,13,6.31923,0,120,115,3,137,5,1.00337,28.47705,0.0,0.0,12.82143,8.525,9.16357,0.0,0.0,119.0,25.56592,0.0,0.3,4.624,-1.0,7.78257,89.28132200069395,0.09722475144369669,0.10226230929747405,0.10344158660749204,0.06056613771680251,101.98540551147443,55.675007196120276,70.87704455640662,0.054613940782129555,0.09190276898907657,0.08222301420145722,0.10005817495383236,0.07418419560676845,61167.342289556145,0.9093733545673373,0.030758077807920496,2.9610555202897975,0.14232039704974894,473.5665827956587,0.3802254901960785,6064.014691197982,4.919367283950617
34,34,30.728,10.4694,13,6.17405,0,120,115,3,137,5,1.0119,28.48997,0.0,0.0,10.75,8.406,8.82155,0.0,0.0,116.0,25.46852,0.0,0.3,4.356,-1.0,7.766386,89.0459142433269,0.09697989249760483,0.10261381655691859,0.1033921178928182,0.061277425109706775,102.01575018607869,55.69495947567034,70.86594822889116,0.05461357306716622,0.09145375023892607,0.08163228292147248,0.10022265236353746,0.07417946501588035,61165.98986810794,1.360852608675033,0.0305500073186804,2.9922825170394316,0.14232039704974836,472.087250680341,0.38021764705882355,6163.085150147856,4.958719135802469
35,35,30.5919,10.7248,12,6.1713,0,120,115,3,137,5,1.00402,28.34589,0.0,0.0,12.21429,8.297,9.01081,0.0,0.0,115.0,25.34753,0.0,0.3,4.181,-1.0,7.757144,88.564707933082,0.09638497485156212,0.10281694883276674,0.10253932747229615,0.06159563156063873,102.0842965958815,55.7072373378424,70.48806426090968,0.05461758185963476,0.09103958334891862,0.0810502637184574,0.10038396285588107,0.07414131025090032,61143.76362615995,1.0674409730530983,0.030368127305776788,2.9921223947053233,0.14232039704974744,470.6776332708159,0.3811654901960785,6133.590457139573,4.97583912037037
36,36,30.5253,10.2381,12,6.96571,0,120,115,3,137,5,1.00744,28.28137,0.0,0.0,11.21429,8.241,9.23013,0.0,0.0,112.0,25.19155,1e-05,0.3,4.965,-1.0,7.764689,87.77464253264354,0.09584610594364883,0.10301266849320277,0.10169345335549629,0.061898856537705584,102.0990665633041,55.63177509072387,70.27368166333241,0.05459376866142556,0.09073304908460215,0.08045710099316196,0.10058349064221923,0.07407462942450468,61170.11010700919,0.8160045480829183,0.030178709202159034,2.9899292719365667,0.14232039704974642,469.31585764456815,0.3805239215686276,6096.971075822238,4.857060185185185
37,37,30.7305,9.65826,13,6.75049,0,120,115,3,137,5,1.01449,28.46059,0.0,0.0,7.03571,8.201,8.81105,0.0,0.0,110.0,25.10313,0.0,0.3,4.647,-1.0,7.646082,89.76413890357333,0.09525402112232337,0.10320985689749056,0.10104613244889014,0.06244183819182019,102.03580680133962,55.501059072989,70.04529457281339,0.05458900754116345,0.09049454783746888,0.07996312972331637,0.10072849032721408,0.07402145770615257,61166.497105988106,0.9399231329635483,0.030011277390719633,2.9789197158720326,0.1505966901152671,467.9648441315188,0.3808443137254903,6241.3256982154,4.738377700617284
38,38,30.811,9.52957,13,6.50681,0,120,115,3,137,5,1.0054,28.53944,0.0,0.0,8.92857,8.132,8.30319,0.0,0.0,107.0,25.0461,0.0,0.3,4.656,-1.0,7.652872,93.98485900839914,0.09473453070496236,0.10354778902261495,0.10046968431778944,0.06293913635926886,102.03958124907969,55.50972493489583,69.75369108789586,0.05460220180894639,0.09011797369839891,0.07950913615812812,0.10089453397802736,0.07399560886127898,61224.534407504245,1.1209101606895226,0.0298485836818755,2.9812519950645116,0.15443773109432404,466.66077226118483,0.3816384313725491,6278.880064468147,4.746286651234568
39,39,30.6916,10.3333,12,6.15863,0,120,115,4,137,5,1.00411,28.44624,0.0,0.0,8.67857,8.221,8.18741,0.0,0.0,107.0,24.99218,1e-05,0.3,4.479,-1.0,7.595131,87.64373507257451,0.09405855751892352,0.10414287921355478,0.09998410626063886,0.06331084549622842,102.03990499627297,55.549465980058834,69.15218813174413,0.054628992312241866,0.08960950555717712,0.07905426538950655,0.10097391070987247,0.07391369112644647,61164.950303909,1.1371525855973732,0.02970312395249706,2.9398832924366483,0.1544377310943346,465.37620118971,0.381553725490196,6227.132295720926,4.9906442901234565
40,40,30.2499,11.1319,12,6.3283,0,120,115,4,137,5,0.99874,28.06076,0.0,0.0,8.35714,8.552,8.87541,0.0,0.0,111.0,24.91537,2e-05,0.3,4.292,0.65509,7.560111,88.39830291101887,0.09323257955111376,0.1046006051329958,0.09936216582332252,0.06366064180890131,102.11279450252565,55.4806239752122,68.21748122809667,0.054672532685941376,0.08913923080733403,0.07857186209704374,0.10103236191981624,0.07380772161358698,61172.663974115094,0.9572823839788649,0.029564212445152414,2.9470400421928553,0.1544377310943317,464.0851007595042,0.3812670588235294,5893.992322596056,5.304301697530864
41,41,29.5192,11.5874,12,7.03361,0,120,115,4,137,5,1.00098,27.4327,0.0,0.0,6.57143,8.906,9.55758,0.0,0.0,108.0,24.76521,2e-05,0.3,4.581,-1.0,7.590991,90.74565639316164,0.09221054239442986,0.10427018338592708,0.0989438456946795,0.0639762894101935,102.20086024439888,55.49397937162423,67.45682024147487,0.0547342168137693,0.08862980923408646,0.07823249239524219,0.10097331637117501,0.07364928659620851,61203.13058165945,0.558662195973764,0.02943810402820775,3.0630932122621037,0.1544377310943348,462.7484492650242,0.38012823529411766,5531.193862532137,5.633005401234568
42,42,29.1864,11.825,12,6.94951,0,120,115,4,137,5,1.00274,27.14316,0.0,0.0,8.10714,8.951,9.95347,0.0,0.0,110.0,24.62897,1e-05,0.3,3.917,-1.0,7.622476,88.5466468439665,0.09169273819487343,0.10413785149890516,0.09851818638168815,0.06441980162044131,102.23909935661786,55.44509906533324,66.4185496304075,0.054810653675939326,0.08825246051790592,0.07785225323653491,0.10081636749872058,0.07347041443782604,61146.81833859425,1.64638422117868,0.029319894888097185,3.1242622843232697,0.15222010505110603,461.3881469349445,0.3793708627450979,5385.806944412278,6.066020447530864
43,43,29.0901,12.0019,12,7.05583,0,120,115,4,137,5,1.00202,27.06696,0.0,0.0,5.0,8.915,10.16589,0.0,0.0,110.0,24.58068,2e-05,0.3,4.105,-1.0,7.583874,92.447595900462,0.09095977706468791,0.10378335767217635,0.0979148910642751,0.06470426851887937,102.25241071252006,55.40433153694059,66.1484221852512,0.05488344235268269,0.08799508020279964,0.07747654146831495,0.1008612976809557,0.07328415748420546,61157.56421592034,0.8686000466025247,0.02921809267033787,3.1249349787474263,0.15443773109432715,460.0052100906071,0.3784239215686275,5308.0346355443135,6.547067901234568
44,44,29.2837,12.3155,12,7.44139,0,120,114,4,137,5,0.99496,27.22594,0.0,0.0,4.53571,8.916,10.32105,0.0,0.0,108.0,24.56291,2e-05,0.3,3.75,-1.0,7.521167,88.46441616709204,0.09020057869256436,0.10353604366443903,0.09744040096005513,0.06488987071147402,102.2277301597026,55.4870985996576,66.16635954084124,0.05495427800777367,0.08766205681187685,0.07719910092550471,0.10091084421605569,0.0731174612382008,61189.07874888193,1.230189770638979,0.029099940459921057,3.0889969255686935,0.15222010505110561,458.6358221400263,0.3775042745098039,5461.469731271367,6.901234567901234
