,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.6,cubcol.0.5,blockiness,movement,noise,uhdhdsim,cubcol.1.0,blur,cubrow.0,cubrow.0.3,contrast,cubcol.0.3,cubcol.0,color_fulness,fft,saturation,staticness,temporal,tone,cubrow.1.0,cubcol.0.6,cubrow.0.5
10,510,54.0138,30.2452,35,43.2098,0,122,123,9,130,6,1.00428,50.7201,0.0,0.0,3.57143,7.354,25.95581,0.0,0.0,126.0,60.94252,0.00025,0.27,7.723,-1.0,2.496893,0.12204219581038171,0.10328670724899135,2.1186595819726155,14.920524691358025,0.2735526638833379,95.33681726202025,0.12597618982963846,21513.552517878124,0.014365251288731735,0.06551515586067784,96.85376793931513,0.17686897619330338,0.10771626342633138,81.04232724398858,64986.661123462036,24.986128630461515,332.00571918532165,6.3346818105323415,0.8893407843137255,0.10003988716311155,0.13492314735269043,0.1353345027113992
11,511,54.5216,30.3495,35,45.0185,0,122,124,9,130,6,1.02452,51.20039,0.0,0.0,5.25,7.234,25.96865,0.0,0.0,126.0,60.68326,0.00019,0.27,7.088,-1.0,2.575904,0.12123212929119977,0.09961630998976193,2.6554938968728266,16.718653549382715,0.26971162290428435,95.29495477359373,0.1221510982445978,21794.465998165422,0.014257923149352368,0.0658901859689737,96.82048795608554,0.17782793989318338,0.11458392046540843,81.97358497231585,65004.46857648119,25.082670988859956,327.4077057709839,6.275676898241447,0.8898843137254903,0.10079721258088216,0.13451450150076724,0.13573174447067785
12,512,55.226,29.9666,36,43.7809,0,121,123,9,130,6,0.98953,51.83777,0.0,0.0,3.25,7.219,26.06094,0.0,0.0,126.0,60.49345,0.00029,0.27,6.868,-1.0,2.651659,0.12119757776866384,0.09647561103099668,2.7509865626438605,14.907407407407407,0.2697116229042728,95.15837543855875,0.11938089956952572,22658.06484746854,0.01420258111745802,0.06618864154378558,97.16423548783122,0.17814005839326438,0.11736775894852196,81.2541344421321,64937.343922702305,25.39390093014564,323.0683689369869,6.215057814750342,0.8908219607843137,0.10170385172771089,0.1348126317421462,0.13613475575321793
13,513,55.7226,29.7258,36,44.2015,0,121,123,9,130,6,0.99144,52.32848,0.0,0.0,4.96429,7.073,25.72879,0.0,0.0,126.0,60.24116,0.0003,0.27,7.294,-1.0,2.648381,0.1206505321345685,0.09381501663268797,2.773735476413518,12.852912808641975,0.2697116229042802,95.08443693330256,0.11603443940094013,22801.449355053483,0.01416213500150627,0.06643758422600538,97.19306023544996,0.17984296673585906,0.11879119662581446,80.75525196438933,65055.72040848841,25.5993842607663,318.9910321305908,6.161153274410717,0.8908745098039217,0.10484787429963448,0.1378575997965338,0.13645605573010006
14,514,56.2918,29.1616,37,43.1022,0,120,123,9,130,6,1.00372,52.86061,0.0,0.0,5.25,6.942,25.52685,0.0,0.0,126.0,59.96581,0.00025,0.26,7.225,-1.0,2.713526,0.120620776035836,0.09141476018419228,3.1463460241886008,12.01977237654321,0.2697116229042707,94.98732535117568,0.11315660688218913,23443.98587990648,0.014091630747604528,0.06668005104378981,97.02886459458706,0.17782221632547218,0.12194941577793914,81.44002733886003,64981.51389900054,25.858910454644096,315.2144397875089,6.128149254421356,0.8907992156862745,0.10569671726814439,0.13919587898032706,0.13596729109360794
15,515,56.6231,28.5366,37,40.1492,0,120,123,9,130,6,0.99979,53.16941,0.0,0.0,5.35714,6.774,25.04665,0.0,0.0,126.0,59.7651,0.00022,0.27,6.958,-1.0,2.684345,0.12071139786051285,0.08949886103890511,3.0997209160172985,13.224633487654321,0.2697116229042718,94.94219207889522,0.11022848903238844,23680.627234772717,0.01402929778319318,0.0670359248042796,96.58150474014215,0.1776491515014791,0.12137896238730597,81.55330073795069,64807.33015183722,26.101153903537327,311.65963971053486,6.0746884525483855,0.8923615686274511,0.10535031221893826,0.13991714240220154,0.13615986896022653
16,516,57.4042,28.3315,38,39.6712,0,120,123,9,130,6,0.99489,53.93939,0.0,0.0,4.75,6.764,24.50221,0.0,0.0,126.0,59.65156,0.00023,0.27,6.655,0.42837,2.756351,0.12114105023015478,0.08822690335599997,3.7228352278558057,15.50390625,0.26971162290427236,94.86380180419104,0.10882290836371625,24561.939801224606,0.014051776291349063,0.06732728635486741,96.78097304482797,0.17454697518050527,0.12400339169272115,82.69866221623825,65024.797906022446,26.362294326593847,308.36058694921235,6.024081381249055,0.8933596078431374,0.10547479721196107,0.13920548798468124,0.13625554892917063
17,517,58.0902,28.34,38,40.8728,0,119,123,9,130,6,0.99975,54.58262,0.0,0.0,5.28571,6.638,24.32727,0.0,0.0,126.0,59.55813,0.00015,0.27,7.813,-1.0,2.748806,0.12204873536385015,0.08775907618745092,4.162962936636417,15.091435185185185,0.2697116229042757,94.78942768042911,0.10723912675232893,25388.690931454814,0.01400028338919272,0.0677641921034717,97.247321668802,0.1734841946881819,0.1224459467794821,83.39528411215892,65024.024462291294,26.574000229070215,305.28551857694464,5.954325669697011,0.8941027450980393,0.10600406730883456,0.1388026631978688,0.13653572063007766
18,518,58.6039,28.2589,38,44.4173,0,119,123,9,130,6,1.00733,55.08748,0.0,0.0,4.78571,6.534,24.34122,0.0,0.0,126.0,59.33829,0.00025,0.27,6.96,-1.0,2.797154,0.12218835344576622,0.08710723519396013,3.343974996288253,14.522858796296296,0.26971162290427647,94.71453942734132,0.10485886325010839,25885.341639653292,0.013922489133342379,0.0678264286950947,97.14868551522378,0.16884649753294548,0.12056551918793294,85.2764223799042,65067.13115098402,26.86012720178675,302.4220079054727,5.907328025597205,0.8933070588235295,0.10645935701355472,0.13672518621650187,0.1366537363653405
19,519,59.0496,28.1032,39,42.4634,0,119,123,9,130,7,0.99999,55.56547,0.0,0.0,4.82143,6.61,24.27285,0.0,0.0,126.0,58.98964,0.00021,0.27,7.108,-1.0,2.825338,0.12275327217284247,0.08761396060422497,2.5549617951583703,14.085648148148149,0.2735526638833399,94.64186480519672,0.10239714315314526,26400.511637593598,0.0139172235632258,0.06802281441512162,96.56806078252922,0.16654478340211357,0.11862252941453984,85.30235092819414,65092.04226716232,27.190710373866704,299.75382711863296,5.8636247242987345,0.8933070588235295,0.10650592509761482,0.1356885687233735,0.13690612073487454
20,520,59.9357,28.1586,40,38.5415,0,118,123,9,130,7,1.00031,56.43765,0.0,0.0,4.42857,6.432,24.14034,0.0,0.0,126.0,58.56651,0.00019,0.27,7.671,-1.0,2.877293,0.12260276330915863,0.08810384718072735,3.4988829806749826,15.799382716049383,0.27798791596979416,94.4833131339351,0.10033764271434921,27582.44204856771,0.013896009105133025,0.06858975928326401,96.50644547326675,0.1663605425426873,0.11762894481305565,87.16764574563895,65454.59136945369,27.42945616922261,297.2439563456261,5.843113384372559,0.8908517647058825,0.10608551565260924,0.1345406845077584,0.13694008562764962
21,521,60.7972,28.3252,41,38.5581,0,118,123,10,130,7,1.0064,57.3212,0.0,0.0,2.32143,6.345,24.18712,0.0,0.0,126.0,58.04325,0.00019,0.27,7.439,-1.0,2.879768,0.12364189516150481,0.08870898238971175,1.9191100765326754,16.48312114197531,0.2779879159697981,94.37768270838538,0.09866248257635903,28561.97418911369,0.013927962458632011,0.06883832048335806,97.14004039062635,0.1642953373270657,0.11691829804364069,87.74236294906346,65634.49354921278,27.70701919367284,294.946080337243,5.809764334765602,0.8912901960784314,0.10566369510366602,0.13209568908520905,0.1374239320073725
22,522,61.3907,28.611,41,38.5137,0,117,123,10,130,7,0.99144,57.93319,0.0,0.0,3.0,6.364,24.33257,0.0,0.0,125.0,57.57286,0.00022,0.26,9.555,-1.0,2.929265,0.1245399110091669,0.08943175504134616,2.355970726360756,16.442515432098766,0.2779879159697982,94.2668932751687,0.0972735328546804,29355.307977611083,0.013919025629655154,0.0688629469336516,96.23587344168942,0.1654171544745413,0.11620884087269258,88.8914739446852,65717.50083873361,28.052332183461132,292.8577800256423,5.801409116466922,0.8918556862745098,0.10535911755259424,0.12984663678390804,0.13812920938693513
23,523,62.2579,28.8066,42,43.5281,0,117,123,10,130,7,1.01653,58.78485,0.0,0.0,6.35714,6.335,24.57463,0.0,0.0,126.0,57.07295,0.00022,0.27,6.655,-1.0,2.960189,0.12539506770661468,0.09009158268436691,2.23985348887179,16.343219521604937,0.27798791596980077,94.13046270893126,0.09595335865185968,30526.7323106219,0.01392418584494845,0.0693829234974194,96.22100018972704,0.16530663791401548,0.11562779566760271,89.66812143226025,65856.79693540678,28.303520108446662,290.95242794600193,5.80093165753759,0.8921682352941177,0.10559800498975908,0.12830993538596633,0.138716622398012
24,524,63.2392,28.5465,43,39.0222,0,117,123,10,130,7,1.01171,59.76339,0.0,0.0,3.21429,6.179,24.74839,0.0,0.0,125.0,56.62098,0.00019,0.27,7.497,0.45422,2.928068,0.12719873485497735,0.09255429206448984,2.2144243962711028,16.37403549382716,0.27798791596980227,93.94958786434273,0.09518657140345883,32042.926371725553,0.013893801506989944,0.06985253476684927,96.17078840866783,0.16513265171301778,0.11763544756460323,90.71349792778392,65956.18124961895,28.602583331826292,289.2123860303805,5.7879983692266865,0.8935450980392157,0.10602137021152079,0.1272517461631629,0.1393609758702601
25,525,63.8516,28.8292,43,39.8696,0,116,123,10,130,7,1.01323,60.41823,0.0,0.0,3.64286,6.133,24.52188,0.0,0.0,126.0,56.10629,0.00022,0.27,6.611,-1.0,2.992395,0.12854229935018305,0.095720870032871,3.147529809004094,17.00655864197531,0.28020554201303693,93.88749076755305,0.09530103928735961,32679.63890939065,0.01391550028295997,0.07025882725737037,97.47674281397511,0.16788392642855238,0.12244733704471862,90.93865753358476,66130.20283066331,28.932682932159047,287.64029865145216,5.775584450032285,0.892794117647059,0.106128383577988,0.12684427335383733,0.13983777601958491
26,526,64.5502,29.1019,44,37.8586,0,116,123,10,130,7,0.9959,61.16442,0.0,0.0,7.78571,6.112,24.76552,0.0,0.0,125.0,55.63704,0.00029,0.27,6.916,-1.0,2.950611,0.12999862903729065,0.09849328370628745,2.1257485585990463,17.132619598765434,0.28404658299209345,93.75425683120717,0.09476562418781727,33651.416674090986,0.013930136417876672,0.07058971132747513,95.84884643529355,0.16531055797057803,0.12504318740176446,92.97196878760563,66415.66076951145,29.113005084755976,286.2704696271695,5.777346947412074,0.8907325490196079,0.1059602370350067,0.12564057503710116,0.1403725719095291
27,527,65.068,29.1575,44,37.5743,0,115,123,10,130,7,0.99727,61.70971,0.0,0.0,5.28571,6.075,24.99904,0.0,0.0,126.0,55.15169,0.00027,0.27,6.49,-1.0,2.90961,0.13232626826008664,0.09941101967338091,2.2427303012372337,16.923369984567902,0.2862642090353311,93.62402269770406,0.09537581524936657,34347.81711681145,0.013971889555508807,0.07101632521606605,95.57555185033034,0.1636889576951157,0.1274165356912735,94.20152055591164,66491.36841637107,29.27613001693914,285.0903087725607,5.780046462979128,0.887473725490196,0.10605785248139307,0.12418688352785774,0.1407803041541272
28,528,65.6669,28.9722,45,38.9436,0,115,123,10,130,7,1.00398,62.30731,0.0,0.0,4.92857,6.081,25.04812,0.0,0.0,126.0,54.78414,0.00032,0.27,6.424,-1.0,2.886557,0.1342517325386007,0.10212921068479806,2.553258704632977,16.826822916666668,0.2961639170366794,93.64273266634677,0.09636244900741124,35270.06190457605,0.013907604588653016,0.07150587610602384,93.74013388502979,0.16221906420714918,0.1253951630146162,95.09699370105658,66416.32641915562,29.52159476574556,284.0619716841083,5.766320827869162,0.8832160784313726,0.10629506000531619,0.12310958616424168,0.14146045939347973
29,529,66.3015,28.6164,45,40.8679,0,115,123,10,130,7,0.99804,62.91515,0.0,0.0,4.57143,5.907,24.88041,0.0,0.0,126.0,54.49773,0.00024,0.27,6.624,-1.0,2.849658,0.13545907656396394,0.10489518429402156,2.346058487085795,16.931471836419753,0.29838154307990694,93.57763058201917,0.09953621344724617,36571.92166157485,0.013902610363696203,0.07212693167983081,96.36201359325051,0.1609733117062697,0.12421502036044134,96.0672084189149,66537.4629136297,29.65488311390818,283.19512653737905,5.739902777290475,0.8740643137254901,0.10677808205161732,0.12171184541542049,0.14230074617750685
30,530,66.9896,28.414,46,39.291,0,115,123,10,130,7,1.00156,63.54785,0.0,0.0,4.85714,5.897,24.57889,0.0,0.0,125.0,54.31521,0.00029,0.27,7.475,-1.0,2.845475,0.13672260983544063,0.10842722489866259,2.917322120760481,17.047550154320987,0.29838154307991116,93.47333567816948,0.10069203053252633,38262.742772776735,0.013968822492288561,0.07271868786834373,96.23487003421786,0.16011187303340027,0.12327288427252679,95.61964546615023,66743.01918699287,29.82834295578945,282.4334941621362,5.7085345806869885,0.8683411764705884,0.10778207771237197,0.12090386522987467,0.14327876464661068
31,531,66.9847,28.2305,46,37.488,0,114,123,10,130,7,1.00896,63.51691,0.0,0.0,3.85714,5.844,24.40517,0.0,0.0,126.0,54.09148,0.00022,0.27,6.472,-1.0,2.915394,0.1380251257963967,0.11293851054322146,2.462386677827329,17.044801311728396,0.2983815430799104,93.55240923293807,0.10076840399224113,38437.213198550715,0.013973846903756363,0.07334177193449049,97.8367389823575,0.1597466046025413,0.12208763601829796,96.90438802526582,66926.93630639616,29.915868123372398,281.8016352836987,5.678724377721424,0.8616894117647058,0.10847020619810188,0.11998199216966396,0.14422242659229875
32,532,66.5729,28.4369,46,35.0849,0,114,123,10,130,7,1.01025,63.17,0.0,0.0,4.32143,5.937,24.25907,0.0,0.0,126.0,53.62783,0.00022,0.27,6.505,0.42438,2.866247,0.13922680890520744,0.11300115798436694,2.2420219169315643,17.155864197530864,0.298381543079912,93.64606799980757,0.10060303804670151,37402.68798417572,0.014010513741138044,0.07387650977646841,97.27198262006075,0.15972632257954172,0.1204412199688849,98.29709598568866,66643.18838703458,30.0625951319565,281.2723387574851,5.669209002701046,0.8548203921568628,0.10871332357502238,0.11923478999751641,0.1450631781300584
33,533,66.7473,28.2903,45,36.2735,0,114,123,10,130,7,0.99251,63.33502,0.0,0.0,5.85714,5.968,24.43951,0.0,0.0,126.0,53.08839,0.00024,0.27,7.512,-1.0,2.936706,0.13993348780839215,0.11438320375795165,2.4294054242022605,17.339988425925927,0.2983815430799127,93.63356562063882,0.10032745857641782,37758.5452008634,0.013975431881682019,0.07441326736458259,94.333520146516,0.159498648925776,0.11913852157551347,98.52629892787284,66586.60206499216,30.28691647376543,280.81952247093074,5.650104330722156,0.8459733333333334,0.10875794477914405,0.12069091935868277,0.14618125881518473
34,534,67.5144,28.16,46,35.4824,0,113,123,10,130,8,1.00941,64.0748,0.0,0.0,6.17857,5.876,24.31172,0.0,0.0,125.0,52.49426,0.00031,0.27,6.98,-1.0,2.927508,0.14092316758053475,0.11678601173145838,3.1881654384275784,17.557243441358025,0.3005991691231402,93.47379560283025,0.10107395816234813,39201.83964712355,0.013996006635268902,0.07506810549497782,96.58205600823828,0.15874884032633577,0.11859426487137216,99.29230726178861,66876.44082382804,30.377235318407603,280.4178877481549,5.619508221636034,0.8406152941176471,0.10894895060786888,0.12281679646024814,0.1476753910877621
35,535,68.0839,27.7206,47,35.5641,0,113,123,11,130,8,0.99392,64.62244,0.0,0.0,6.10714,5.821,24.2004,0.0,0.0,125.0,51.85207,0.00025,0.27,7.152,-1.0,2.927774,0.14220166888459865,0.11852359891682573,3.1480952035776815,17.773630401234566,0.3005991691231425,93.36619828900865,0.10171861713633415,40196.68262258994,0.014013701613223007,0.07552105750007412,89.89974737729875,0.15842709189720416,0.11747962113161964,98.47506940706799,67027.68558582819,30.66498970691069,280.04736215579635,5.603239545368178,0.8330101960784313,0.10916775522350576,0.12424135862176754,0.14907885332139983
36,536,68.1094,27.3927,47,38.2177,0,113,123,10,130,8,0.99136,64.69798,0.0,0.0,5.46429,5.803,23.8262,0.0,0.0,125.0,51.14327,0.00024,0.26,6.85,-1.0,2.921185,0.14322546506993797,0.1201022925846198,3.1501448359204045,17.97554976851852,0.3028167951663733,93.35924359901196,0.10137882646956212,40112.985344721295,0.014006523153879487,0.07594622035578245,93.4480624787257,0.15856791725602865,0.11675427677793992,99.45164906877523,67222.77866112845,30.500555532949942,279.68891608886145,5.577796885342438,0.8226741176470589,0.10949566554908491,0.12418910457970998,0.15058753869717986
37,537,67.9576,27.1823,47,35.3035,0,112,123,11,130,8,0.9907,64.58443,0.0,0.0,4.25,5.824,23.53888,0.0,0.0,125.0,50.50943,0.00023,0.27,6.794,-1.0,2.916185,0.14409386049491915,0.1211572459482669,3.409168174799947,18.005015432098766,0.3005991691231454,93.38132789527475,0.10309104400335087,40143.72440966864,0.014044278313682684,0.07628285623186556,91.67914951455812,0.15879693785488533,0.11658535203366399,99.96462478842682,67018.84188222233,30.73570873119213,279.37354881925677,5.58634852997961,0.8127775882352929,0.10978295291280206,0.12428247553687823,0.15120305741630405
38,538,67.4594,26.2343,47,34.082,0,112,123,11,130,8,1.00836,64.13856,0.0,0.0,4.28571,5.813,23.35628,0.0,0.0,125.0,49.93476,0.00023,0.26,6.565,-1.0,2.900112,0.14482149754624343,0.12246941030025807,3.037535863701225,17.96122685185185,0.30281679516637355,93.44405426345224,0.105271772183976,39115.2649078824,0.014065175261456604,0.0766781278109951,94.44420380365672,0.15985269169152697,0.1160600744191512,99.92213527674586,66933.06413622819,30.671970320336612,279.0721445694326,5.615568481908132,0.8031188235294118,0.11012673757194158,0.12442244746333439,0.15145706471186698
39,539,67.5312,25.8941,47,31.7042,0,112,123,11,130,8,0.99765,64.19711,0.0,0.0,3.64286,5.749,22.54412,0.0,0.0,125.0,49.74869,0.00029,0.26,6.813,-1.0,2.891918,0.14548810813899235,0.1208938040761239,3.4698621212819,17.826533564814813,0.3028167951663743,93.43931111423171,0.1073503950335771,39518.37103216707,0.014113994700126866,0.0772318920235484,88.85854903276675,0.16002788090027942,0.11564054433139215,100.03945656548295,66984.2555555211,30.641522066092787,278.78047081167654,5.610005362949763,0.8005706274509803,0.10998640051970786,0.12395490267927979,0.15190870981806343
40,540,68.0482,25.7403,47,32.1699,0,112,123,11,130,8,1.0031,64.69872,0.0,0.0,5.10714,5.705,22.25813,0.0,0.0,125.0,49.79555,0.0002,0.26,6.916,0.41602,2.948034,0.14628958782076196,0.12017690640575279,3.32760050211091,17.69632523148148,0.30281679516637583,93.34379652841882,0.11130440572847959,40569.292784587626,0.014098649620891251,0.07778225378777144,93.00778621954436,0.15927438016901121,0.11552892970108397,99.82461986941549,67373.0591253397,30.63205521195023,278.5012862301305,5.588481466055929,0.8030505882352942,0.1099930297260278,0.12368010238200745,0.15214488991565725
41,541,68.6205,25.6165,47,32.0548,0,112,123,11,130,8,0.99301,65.21852,0.0,0.0,7.71429,5.598,22.12979,0.0,0.0,125.0,49.87038,0.00019,0.26,7.309,-1.0,2.915146,0.14726809139522845,0.1191651872777361,3.3218373954798603,17.65673225308642,0.30281679516637944,93.2497247614167,0.11564123339077438,42015.43367481674,0.01411471974629533,0.07814608255838555,89.35058537717423,0.15969293378887275,0.11437543825745346,100.11354429102664,67514.50607566192,30.49086582513503,278.22725345378285,5.575205238522264,0.8054105882352941,0.11030359387201495,0.12315248844825775,0.1521488025772315
42,542,68.4393,25.6553,47,33.1322,0,112,123,11,130,8,0.99133,65.05346,0.0,0.0,6.78571,5.58,22.02224,0.0,0.0,125.0,49.94032,0.00026,0.27,7.747,-1.0,2.933646,0.14824635711806847,0.11864092462313293,3.635196286861663,17.539400077160494,0.30281679516637655,93.28397228149241,0.11986495894737617,41713.8114515617,0.014153594447082179,0.07845810355442688,92.57392087693836,0.16022662321365222,0.11357067831963019,100.265596086563,67349.79008234515,30.60086323302469,277.9809026222751,5.553517623900296,0.8076058823529412,0.11065327950278767,0.12358656354993047,0.15243721821845052
43,543,67.935,25.7858,47,33.5693,0,112,123,11,130,8,0.99761,64.55951,0.0,0.0,7.57143,5.72,22.05859,0.0,0.0,125.0,50.01905,0.0002,0.26,7.66,-1.0,2.947484,0.14907373655269152,0.11798297238121937,3.265802162752406,17.439332561728396,0.30281679516637544,93.39236873707902,0.12299607129078842,41093.29949918817,0.014166368198788457,0.07890397614242649,93.09394436845933,0.16104529450613822,0.11252040062177857,99.79613167718533,67167.87939852673,30.57472831820264,277.7469161170318,5.551134612501404,0.8106117647058824,0.11052900300908557,0.12483728878068917,0.15242622350304902
44,544,67.7323,25.8004,46,30.3324,0,112,123,11,130,8,1.00589,64.33583,0.0,0.0,7.14286,5.731,22.17123,0.0,0.0,125.0,50.03791,0.00017,0.26,7.704,-1.0,2.951455,0.14978835526753626,0.11805111393487419,3.9741549141995662,17.495032793209877,0.3028167951663728,93.39930959258679,0.12549129096684547,40803.16001137024,0.01418255376310467,0.07932392836444004,88.90069552249399,0.16176120211612652,0.1117700038090483,100.18415717968277,66972.40582283559,30.49860843611352,277.5017015202863,5.578410007445003,0.8113556862745097,0.11065085900874927,0.1268905840203691,0.15233412994037748
