,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0,cubcol.1.0,cubrow.0.5,cubcol.0.3,saturation,cubrow.0.6,blur,blockiness,color_fulness,fft,noise,movement,uhdhdsim,cubrow.1.0,cubcol.0.5,cubrow.0.3,staticness,tone,cubrow.0,temporal,contrast,cubcol.0.6
10,210,50.5478,21.1769,31,26.1136,0,111,122,6,130,6,1.05755,48.33,0.0,0.0,7.78571,5.594,18.24444,0.0,0.0,125.0,41.61653,0.00041,0.3,1.898,-1.0,2.344449,0.08311331082316659,0.08108257403530725,0.10165434937757803,0.11260115797562628,30.26582053855613,0.10590048633847547,17759.494412193264,3.291221548003561,95.341758192054,64520.04357975864,0.2983815430799101,10.694492669753087,95.68493629681308,0.0911153728548358,0.05706040597812195,0.11515777052137458,274.72667121604053,0.6341121568627451,0.026094114325601186,5.515997692994941,90.76434259976821,0.12862446652219495
11,211,50.4078,21.1614,31,22.5013,0,111,122,6,130,6,0.98945,48.16236,0.0,0.0,7.92857,5.661,18.18071,0.0,0.0,125.0,41.63639,0.0005,0.3,1.88,-1.0,2.39707,0.08156178249095665,0.08204778385611039,0.1011080987111626,0.11449996489027635,30.353472109194158,0.1034533233425375,17633.1540247937,3.343707861962329,94.34722832272952,64511.79424651738,0.29838154307990333,11.725983796296296,95.6667800219918,0.09447068930103196,0.055061308600324564,0.11449090287502525,271.7864481961422,0.6332929411764706,0.02584335379524148,5.508668565633436,88.50788852043137,0.12741273724410895
12,212,49.8241,21.1116,30,23.4779,0,111,122,6,130,6,1.01987,47.57642,0.0,0.0,7.39286,5.718,18.1664,0.0,0.0,125.0,41.60888,0.00047,0.3,1.779,-1.0,2.377431,0.07968753157934351,0.08078991594864374,0.10082522044248575,0.11413872080385337,30.367923501097128,0.1020714311070968,17080.88998499174,3.0778233827093286,94.17694862123905,64352.21604450863,0.29232287605761503,10.585744598765432,95.67568571766871,0.09604849043183682,0.05323164087542018,0.11328966014583651,268.88603766161276,0.6333454901960784,0.025676962430887726,5.498615744831667,89.88365060367843,0.12515650820608754
13,213,49.1877,21.0195,30,24.7144,0,111,122,6,130,6,0.99391,46.95542,0.0,0.0,11.0,5.711,18.1243,0.0,0.0,125.0,41.52901,0.00047,0.3,1.916,-1.0,2.417299,0.07946845190601226,0.07898206925677315,0.10017593722279228,0.11456367386598455,30.24082174418885,0.10031823299577149,16404.275613638772,3.559066968511123,94.68265732739869,64161.906765747204,0.28020554201303505,9.544511959876543,95.91395475680761,0.096287502413939,0.051656872319406195,0.11243047537819531,266.108535369263,0.632452549019608,0.025769725173108562,5.515204255248309,86.26277137234025,0.12150292108448653
14,214,48.8437,21.0077,30,22.5844,0,112,122,6,130,6,1.04138,46.62593,0.0,0.0,7.5,5.708,18.04967,0.0,0.0,125.0,41.59761,0.00052,0.3,2.043,-1.0,2.466755,0.07956475104653554,0.07715456191161474,0.09954571482326655,0.11625428767983861,30.416231508608217,0.09870027976350412,16129.88200001851,3.0192164199485303,93.57673698859837,64128.963779466954,0.2802055420130323,9.279610339506172,95.99654435551304,0.09616755511957688,0.0504067837189039,0.111966249741949,263.4649839456185,0.6326082352941178,0.025667174478714225,5.512143055546981,87.38649121698847,0.1214967702741279
15,215,48.439,21.0149,30,21.9976,0,112,122,6,130,6,0.99026,46.22212,0.0,0.0,7.10714,5.813,18.03742,0.0,0.0,125.0,41.59848,0.0005,0.3,1.915,-1.0,2.444375,0.07924311572371048,0.07530092523880276,0.09890462166751897,0.11786324696213127,30.381280027789835,0.09749484700628322,15847.2738675768,3.030838071717177,93.56318432205174,64043.46104249797,0.2779879159698062,11.395592206790123,96.0374767471904,0.09495506697065953,0.04914039980214154,0.11132287551291771,260.77025834329197,0.6323607843137256,0.025599209398310327,5.516792604675666,89.96287174055522,0.1223760895742951
16,216,47.9344,21.0253,29,22.7065,0,112,122,6,130,6,1.03448,45.74045,0.0,0.0,6.25,5.826,18.04093,0.0,0.0,125.0,41.46713,0.00042,0.31,1.997,0.40329,2.521641,0.07964340746088291,0.07362975616112921,0.09832519172442603,0.12007026719665584,30.41023612316744,0.09610477947645812,15450.98318519825,3.2178792409499444,94.3166853691534,64010.1034248713,0.27798791596980305,12.274016203703704,96.04826445218792,0.09478192658538866,0.048807861625043455,0.11058817306755386,258.05166694686574,0.630525137254902,0.025589394251107813,5.544762823816411,87.87857074019914,0.12443990388997461
17,217,47.512,20.9207,29,27.8665,0,112,122,6,130,6,0.98883,45.34197,0.0,0.0,9.5,5.896,18.05757,0.0,0.0,125.0,41.45704,0.00046,0.3,1.878,-1.0,2.574726,0.07960501444507595,0.07188402312147232,0.09771906507940642,0.12199456228792598,30.363818133318865,0.09492241636554029,15046.839475820894,3.5180546721810773,94.03175468308598,64010.02349535204,0.27798791596980227,12.098042052469136,96.21966801083275,0.0947314830980554,0.06103757477143704,0.10975684874895604,255.42172894729345,0.6303615686274511,0.02555828450455419,5.554657653133856,85.34238465292208,0.1270009993176409
18,218,47.1959,20.7639,29,26.5814,0,112,122,6,130,6,1.01934,45.03713,0.0,0.0,7.10714,5.951,17.96741,0.0,0.0,125.0,41.43527,0.00053,0.3,1.792,-1.0,2.59566,0.07980288760486995,0.07022557607897265,0.09720570425954507,0.12141979274376913,30.32020757227768,0.09389387282838789,14774.224392240556,3.67272423639194,93.18342960281629,63818.88751565645,0.27798791596980127,11.954041280864198,96.34270637195904,0.09413075458970861,0.08383472220968824,0.10916948933594996,252.70211532647633,0.6304803921568628,0.025436839460425433,5.5598930550127506,86.57610181612425,0.12943984032722833
19,219,47.0076,20.6397,28,22.311,0,112,122,6,130,6,0.97852,44.84709,0.0,0.0,8.07143,5.885,17.82864,0.0,0.0,125.0,41.29399,0.00046,0.3,2.079,-1.0,2.597841,0.08099802734797824,0.06872447055593255,0.09671044077875021,0.12008060792795758,30.26467952021846,0.09288280311585488,14532.423053549372,3.822060402837269,93.84477515836495,63811.47913138221,0.2779879159698017,11.732831790123457,96.2809950579003,0.0930517601394903,0.10026636666174112,0.10860391473150832,249.92415306965174,0.6292050980392158,0.025399485609939505,5.563006071791038,86.98061453005731,0.13007833610653624
20,220,47.1041,20.6914,28,22.865,0,112,122,6,130,6,1.01888,44.9293,0.0,0.0,10.14286,5.887,17.72053,0.0,0.0,125.0,41.35401,0.00043,0.3,1.73,-1.0,2.556529,0.08251839962893816,0.06731877499488534,0.09609219563194846,0.11889920496142191,30.319394712094905,0.09194428506851107,14639.564828745613,3.938008095271845,92.54303858534905,63811.94823759431,0.2779879159698026,13.905864197530864,96.29359931852738,0.09173378826568324,0.10889069486714963,0.10824218714781317,247.15646712044776,0.6310686274509805,0.0254849732941778,5.554265113438508,88.96316230917081,0.129792519069028
21,221,47.0324,20.7391,28,24.4109,0,113,122,6,130,6,0.97014,44.86832,0.0,0.0,8.46429,5.916,17.76482,0.0,0.0,125.0,41.35961,0.00043,0.3,1.777,-1.0,2.570901,0.08371970768314675,0.06600229916145242,0.09557361200906202,0.11791494942008526,30.28424750434028,0.0910374564978066,14696.57982381473,4.373059061160782,92.53659412938771,63833.354838993255,0.2779879159698034,14.225453317901234,96.31568939792245,0.09047356433379303,0.12001368615667925,0.10793523880184377,244.3223007266394,0.6318188235294118,0.02542251180760931,5.556218406637115,90.65884954107051,0.1290901139306071
22,222,46.9036,20.4467,29,21.2044,0,113,122,6,130,6,0.99402,44.74368,0.0,0.0,4.46429,6.028,17.80553,0.0,0.0,125.0,41.24973,0.00049,0.29,1.93,-1.0,2.614043,0.08597154771295173,0.06514928770039041,0.09494580546270112,0.11714608121636215,30.220117262852042,0.0901046760707283,14627.055872525501,4.864787931795153,93.71212213107337,63925.11493994676,0.2779879159698014,14.18701774691358,96.2954259843404,0.08916524473732836,0.1294138281618535,0.10761652681165781,241.447409041522,0.6316419607843138,0.025466704828278983,5.594074553198115,87.9346172141181,0.12780551967436493
23,223,47.213,20.1102,29,21.326,0,113,122,6,130,6,1.01019,45.00831,0.0,0.0,6.89286,5.969,17.55397,0.0,0.0,125.0,41.34001,0.00045,0.3,1.804,-1.0,2.611251,0.09060044448653667,0.06525498682357801,0.09450235703600784,0.11701783328248244,30.358115678952064,0.08929720832661016,15006.768466828407,4.124616241720379,92.03054608486094,64103.58137165097,0.27798791596980216,14.043885030864198,96.2581261319774,0.08745684806991803,0.13708784198993437,0.10745400832379007,238.66865911325849,0.632296862745098,0.025459880863794363,5.568073758204036,87.14583244300754,0.1247907951744703
24,224,47.5211,19.9803,28,26.799,0,113,122,6,130,6,0.98314,45.27423,0.0,0.0,12.57143,5.926,17.26077,0.0,0.0,125.0,41.37461,0.00043,0.29,1.84,0.40548,2.604023,0.097530386749247,0.06528644486627959,0.09405134747898396,0.11672050760647824,30.206194277162908,0.08893052948730935,15368.401349385795,3.773970092147484,91.71922820814207,64048.89577125001,0.27798791596980116,14.23119212962963,96.26853128625179,0.08575147876760378,0.14302478750957384,0.10726985739679228,235.91947037952244,0.632613725490196,0.025459365896324863,5.55263121818981,86.50936624841606,0.12243536179601097
25,225,47.6313,19.9977,28,25.1077,0,113,122,6,130,6,1.02006,45.35531,0.0,0.0,6.5,5.961,17.1479,0.0,0.0,125.0,41.33875,0.00039,0.3,1.637,-1.0,2.57093,0.10374741347719563,0.0652813443642765,0.09373839109554143,0.11651595431729941,30.149006973078222,0.08835324266012538,15518.882439571837,5.167815481314658,92.78374969988828,63996.20824590951,0.2779879159698014,15.466724537037036,96.2198060142631,0.0843048324462728,0.14861548999013657,0.10706035587397052,233.24346807790707,0.6328917647058823,0.025492480962204557,5.563211507183827,89.64001440550612,0.12017051836436286
26,226,47.5526,19.8752,28,21.8837,0,113,122,6,130,6,0.98316,45.24169,0.0,0.0,6.14286,5.973,17.16426,0.0,0.0,125.0,41.37685,0.00038,0.3,1.677,-1.0,2.595839,0.10722140994813487,0.06513105753443273,0.09324083173471401,0.11520406022823311,30.113472832573784,0.08772219681778333,15410.320088219625,4.644878846896834,92.96307360645325,63942.0017997305,0.27798791596979977,15.261381172839506,96.21940186571017,0.08305791753091984,0.1531317024213501,0.10656531957067722,230.7445584453528,0.6341958627450951,0.025521695896124838,5.5567237487070065,88.22186459709896,0.12144311988933383
27,227,47.9235,19.9836,28,22.3951,0,113,122,6,130,6,1.00876,45.55043,0.0,0.0,9.92857,5.98,17.05958,0.0,0.0,125.0,41.36882,0.00041,0.3,1.863,-1.0,2.670162,0.10862958979287954,0.06463552502375752,0.09284902612632147,0.11428829881485006,30.356526881088445,0.086910488518161,15747.80805930707,3.9306172146365443,92.82012727782909,63907.673140281186,0.2757702899265704,15.042100694444445,96.24076607304225,0.08177815352609508,0.15209437072584528,0.10611773750185677,228.33489452054815,0.634461568627451,0.025554297497515647,5.560435515882367,90.97251550935573,0.12426971173639309
28,228,47.9967,20.0707,29,22.7911,0,112,122,6,130,6,0.97551,45.59711,0.0,0.0,7.78571,5.974,17.15477,0.0,0.0,125.0,41.25424,0.0004,0.29,1.632,-1.0,2.701585,0.10872328541873709,0.06499979582508926,0.09238853611880467,0.11360363723785132,30.140958621178143,0.08628450033015746,15849.025778472222,4.108127554224852,93.76235181520832,63912.72556274425,0.27577028992656766,14.938030478395062,96.24676483541162,0.08070524560354145,0.1486859419634197,0.10571711050982996,226.01352256052442,0.6334619607843138,0.025548233453831466,5.585574453474651,88.00402228774036,0.12738432629463425
29,229,47.8233,20.2005,29,21.5909,0,112,122,6,130,6,0.97545,45.40763,0.0,0.0,7.0,6.001,17.22696,0.0,0.0,125.0,41.24506,0.00034,0.29,1.425,-1.0,2.733834,0.10869240086627163,0.06572632453331599,0.09192035228591412,0.11329638555168148,30.218365327811537,0.08557008389298182,15785.956324204994,3.9752649321020943,93.19462475255844,63832.732433266436,0.27577028992656744,15.144434799382717,96.24712565539642,0.07967682931526804,0.1468648765025874,0.1051858684940114,223.84839852877678,0.6322066666666667,0.025633328941990812,5.582803146468826,84.7086015012119,0.1289143037882298
30,230,47.7785,20.3917,29,22.479,0,112,122,7,130,6,1.04637,45.35838,0.0,0.0,6.17857,6.054,17.34226,0.0,0.0,125.0,41.23954,0.00036,0.29,1.579,-1.0,2.78221,0.10862740541140027,0.0660608453417306,0.09144115580144342,0.11273770303681814,30.504101035035685,0.08490941043405961,15858.77207745336,4.079583490034829,93.37274670457923,63952.531784433515,0.2757702899265671,15.810667438271604,96.26215988661608,0.07877896198642421,0.1452920566248116,0.10469391219601676,221.71654482253106,0.6317086274509804,0.02561654583465379,5.608349843132378,86.75305699293253,0.12950113429698762
31,231,47.55,20.6254,28,29.0946,0,112,122,7,130,6,0.98592,45.14601,0.0,0.0,6.92857,6.153,17.51398,0.0,0.0,125.0,41.05402,0.0004,0.29,1.476,-1.0,2.749412,0.1082752955440378,0.06587434677762466,0.0909368514962055,0.11201093035304047,30.226946607048127,0.08426557631952235,15826.20640545405,2.439332807783897,93.99163044692686,63932.73898250002,0.2757702899265646,15.89597800925926,96.30115866470584,0.07787135812659478,0.14388663445887806,0.10425455977334509,219.62566233255248,0.6292803921568628,0.025643097649436546,5.661454688261913,87.36855409660336,0.12978142100112044
32,232,47.6645,20.6434,28,24.4552,0,112,122,6,130,6,0.99596,45.22667,0.0,0.0,3.85714,6.136,17.70913,0.0,0.0,126.0,41.06337,0.00035,0.3,1.478,0.41332,2.880941,0.10814466532777645,0.0651883596053559,0.09061821895357303,0.1112506931626559,30.41045389057678,0.08358390066910282,16004.609844397735,2.655578367521752,93.23742904759796,63954.70730420416,0.27577028992656155,15.904562114197532,96.19653443457298,0.07710545731666703,0.14248782832034126,0.1041592729457696,217.61563140041895,0.6283219607843138,0.02568566391504834,5.664587334666834,91.93090032849963,0.13007287776422535
33,233,47.6885,20.6511,28,22.9639,0,112,122,6,130,6,1.03303,45.24883,0.0,0.0,6.28571,6.149,17.72329,0.0,0.0,125.0,41.04951,0.00035,0.29,1.544,-1.0,2.880924,0.10833328456193643,0.06428010469767853,0.09026652230962746,0.11014173466662733,30.551120334201386,0.08307849405934753,15858.860520915016,2.4509991835747473,92.62021608891041,64007.72310652219,0.27192924894750276,15.982253086419753,96.29581627753706,0.07662919477182449,0.14211153690648273,0.10389221897993312,215.6632789217346,0.62766,0.025686312483904745,5.680798704951895,88.49148436309684,0.13046465032710095
34,234,47.719,20.6428,28,25.4411,0,112,122,6,130,6,0.99086,45.27885,0.0,0.0,9.42857,6.079,17.72983,0.0,0.0,125.0,40.90193,0.00038,0.3,1.418,-1.0,2.864853,0.10849869567086838,0.06352377977147103,0.08992178946148097,0.10963681432451024,30.106978428216628,0.08249480595212275,15833.478948632563,3.4279088530162865,93.79915300494228,63918.613751035184,0.27355266388333377,16.13478973765432,96.27009682684042,0.07618829872798258,0.14203552995631036,0.10387076034839149,213.7711371044159,0.6265439215686275,0.02573359236731272,5.701475080550278,93.11048199776056,0.13095169381244567
35,235,47.4817,20.5599,29,24.0678,0,112,122,6,130,6,0.99407,45.05983,0.0,0.0,5.67857,6.184,17.72398,0.0,0.0,125.0,40.86229,0.00034,0.29,1.415,-1.0,2.934307,0.10931123202368746,0.06279756948060138,0.08958919117041102,0.10928792527565162,30.539194177698203,0.08193345080488175,15987.98259632697,3.1383966923251467,94.15540679481015,64036.006087786736,0.2757702899265662,16.51827739197531,96.25790963523767,0.07603126566996023,0.14216560326153246,0.10396280789248068,212.02977207825225,0.626299529411762,0.025699051401800326,5.702632775844126,92.36723348455556,0.13131360698735384
36,236,47.2163,20.4561,29,21.6148,0,111,122,6,130,6,1.02645,44.77011,0.0,0.0,5.53571,6.355,17.65335,0.0,0.0,125.0,40.85474,0.00038,0.29,1.407,-1.0,2.995485,0.11041141224930835,0.06403830739411308,0.08915119129338703,0.10922323006082009,30.492344609013312,0.08134015590084591,15798.979601053454,3.006267298221667,92.23468130416161,64274.404502421996,0.2757702899265654,16.59982638888889,96.38114096428814,0.07562606922810305,0.1410431813925908,0.10436296468906457,210.3996845128545,0.6268792156862746,0.025729512500553605,5.726673531611028,89.30013205108033,0.13188855067947824
37,237,46.9083,20.3713,28,30.1231,0,111,122,6,130,6,0.9884,44.49577,0.0,0.0,7.64286,6.413,17.56012,0.0,0.0,126.0,40.66541,0.00029,0.3,1.599,-1.0,2.974774,0.11324956481959689,0.06480215447017505,0.08880975266371474,0.10901462405772416,30.402016722125776,0.08088065692904207,15504.610965515394,3.927109157562295,93.68196547393812,64456.83876538848,0.27577028992656577,16.66575038580247,96.37292253958576,0.07514240479184582,0.14008267280538128,0.10476747256560723,208.8629727427051,0.625427843137255,0.025730687795606274,5.74717510620556,88.38141286387894,0.13293785684209639
38,238,46.9833,20.371,28,23.9633,0,111,122,6,130,5,0.98478,44.54919,0.0,0.0,5.60714,6.467,17.48965,0.0,0.0,125.0,40.623,0.00038,0.29,1.839,-1.0,3.03692,0.11673694027304385,0.06536882636743886,0.08846306486547438,0.10861645466188104,30.57038464958285,0.08060220019474268,15775.854320292463,3.3143436266593085,92.75055017430542,64544.795428657526,0.27577028992656755,16.756462191358025,96.27654710597821,0.07484305170007911,0.13891529867577682,0.10527481312268167,207.47081575202208,0.6246201372548986,0.02573207214547747,5.737622491676834,89.12192413962465,0.13392760821527985
39,239,46.864,20.323,28,23.3303,0,111,122,6,130,5,1.02468,44.45708,0.0,0.0,5.67857,6.465,17.48764,0.0,0.0,126.0,40.52777,0.00037,0.29,1.951,-1.0,3.052189,0.11884344088564974,0.06569995311734787,0.08813465266882381,0.108010079402414,30.636335773232542,0.08027396513039523,15396.49018882888,3.9973316826129133,92.63302965757445,64551.817880929346,0.27577028992656194,17.030478395061728,96.37267228790463,0.07468791593500017,0.1378368045574547,0.10570267688411425,206.17400062551556,0.622501568627451,0.025766340569160044,5.740701463425969,88.6486279572154,0.13467883102801054
40,240,46.7401,20.2802,28,25.0145,0,111,122,6,130,5,0.99078,44.32996,0.0,0.0,9.53571,6.514,17.45423,0.0,0.0,125.0,40.33722,0.00035,0.3,1.688,0.41088,3.101816,0.12044955905992329,0.06611591374557155,0.08776856518123455,0.10716678298869971,30.76590304904514,0.0802811258213545,15634.201335579819,3.5804287611158445,93.18874358245412,64661.51360700332,0.2719292489475049,17.532600308641975,96.30235323181952,0.07467473086531265,0.13645690505113373,0.10609066829801227,204.96299307680707,0.6210074901960783,0.025762191794704254,5.78899023057221,91.82377657171587,0.1355760179379224
41,241,46.561,20.3764,28,22.4108,0,110,122,6,130,6,0.98806,44.17764,0.0,0.0,5.57143,6.537,17.41364,0.0,0.0,126.0,40.22922,0.00035,0.3,1.919,-1.0,3.193427,0.1200152757749667,0.06662401482318825,0.0874967266575457,0.10599731767952107,30.7086942696277,0.08030068542638312,15296.16249938767,4.4097937668682485,92.56703844871112,64681.41701672869,0.27577028992656377,17.892119984567902,96.41702158226062,0.07553982748721895,0.13528212798931813,0.10634083627178983,203.89356482542166,0.6186894117647058,0.025780489043914348,5.794411014915465,90.03486743469557,0.1365364088680825
42,242,46.5875,20.4741,28,23.9803,0,110,122,6,130,6,1.00201,44.22807,0.0,0.0,7.67857,6.52,17.49516,0.0,0.0,126.0,40.13731,0.00038,0.29,1.95,-1.0,3.169241,0.11910954933918291,0.06692390433391535,0.08717315494762624,0.10485047500451238,30.907427752459494,0.08020651563951077,15365.853839985712,3.243359596134968,92.04209736738508,64804.26917130694,0.27577028992656843,18.15798611111111,96.38435895094608,0.07677347883485643,0.135491319080681,0.1064598362611412,202.89964695482539,0.6152301960784313,0.02576806548275773,5.820770381187023,87.4537201706899,0.13541276270370342
43,243,46.4826,20.4594,28,29.6375,0,110,122,6,130,6,1.02274,44.13214,0.0,0.0,6.25,6.427,17.58856,0.0,0.0,125.0,39.92603,0.00031,0.3,1.794,-1.0,3.198798,0.11848994806636312,0.06683095687555421,0.08690765406941799,0.10370837850580693,31.155923537266105,0.0802806984743629,15208.156388243371,4.2015014719839465,91.95184567556582,64690.43505361593,0.27577028992656855,18.354793595679013,96.39320857101342,0.07683191260815032,0.1381490027989091,0.10631568197734452,201.9792808190392,0.6140352941176471,0.02575927874306217,5.8489088109278455,91.04386797818394,0.13400027673833406
44,244,46.6632,20.604,28,22.736,0,110,122,6,130,6,1.00499,44.28564,0.0,0.0,5.42857,6.459,17.56868,0.0,0.0,125.0,39.79739,0.00032,0.29,1.915,-1.0,3.219448,0.11818082927311122,0.06749457744262687,0.08660907957005916,0.10263829896280385,31.033460263852717,0.08028943726160089,15316.515818340373,2.988834146082308,91.5143596842067,64885.872687971285,0.27577028992656877,18.479793595679013,96.36965083344306,0.07677616221515565,0.1413130849228432,0.10615828245198208,201.15035490363488,0.6092505882352941,0.025737114061346184,5.823527872690407,91.25489249811842,0.13283954336402048
