,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0,cubrow.0,tone,movement,uhdhdsim,contrast,staticness,cubcol.0.3,saturation,cubrow.1.0,cubrow.0.6,cubrow.0.3,temporal,blur,cubrow.0.5,color_fulness,noise,cubcol.0.5,cubcol.1.0,cubcol.0.6,fft,blockiness
21,21,82.2264,13.4142,76,23.8751,0,115,117,14,138,15,1.00859,84.9191,0.0,0.0,0.25,4.151,11.18816,0.0,0.0,126.0,41.92841,7e-05,0.46,2.648,-1.0,0.242729,0.15451435831579258,0.33013074970673056,0.6124121568627452,6.801601080246914,89.6100555789316,86.15843477257398,567.7556960542935,0.20925836078000878,55.476410477249715,0.22423948448108097,0.27865827482510674,0.25483914947766323,5.3538522659528205,48769.93954528884,0.27763229088770924,76.56318730646599,0.5432642867876095,0.18691743272802167,0.33489166169704265,0.18705251881911247,68875.12450434794,4.10012699773892
22,22,82.0423,13.6608,76,23.3184,0,115,117,14,138,15,1.00108,84.66568,0.0,0.0,0.28571,4.142,11.54519,0.0,0.0,126.0,41.92379,8e-05,0.46,2.264,-1.0,0.260199,0.1531885467332508,0.3309747617300817,0.6118686274509805,6.624228395061729,89.59879804826001,87.41968715119191,567.4321566706725,0.20683060222781302,55.43480126651716,0.22333153568691386,0.27808447120960883,0.25346742929997745,5.464349611170272,48391.43040328977,0.2771617216630131,76.2977956302823,0.541640871851779,0.18825456523074208,0.3346640740292822,0.1874113406043688,68893.54001457452,6.04932246658722
23,23,82.0517,13.5726,75,24.2215,0,115,117,14,138,15,0.99302,84.60041,0.0,0.0,0.17857,4.152,11.75606,0.0,0.0,125.0,41.97278,0.00012,0.46,2.364,-1.0,0.275838,0.15318455607310888,0.3315736469022503,0.6138066666666667,6.825520833333333,89.62566432019423,87.35619879078953,567.0870330743319,0.2060233246882548,55.4620502613209,0.22213208286828415,0.2779232172394741,0.25139316089168884,5.528003176820938,48583.90033916395,0.2764252245188994,75.96738710113246,0.5372056197653277,0.18938238756985426,0.33504873806570373,0.18728193509997296,68816.42862092232,3.4061306328950756
24,24,81.6853,13.8018,75,23.9554,0,115,117,14,138,15,0.99037,84.1266,0.0,0.0,0.46429,4.164,11.679,0.0,0.0,125.0,42.12381,5e-05,0.46,2.49,0.16101,0.256176,0.1528283387075657,0.33257460294416785,0.6160039215686275,7.351610725308642,89.65757565795114,87.2915877145852,566.7203200215802,0.2047975542395833,55.480492485894096,0.2212015935869269,0.27752502709849414,0.24907719566987416,5.4943212417842675,47882.00190091631,0.27623044613968684,76.09507740168227,0.5372056197653178,0.19041313678106356,0.33589923263165566,0.1871280216724199,68867.4183504325,5.322486586732692
25,25,81.726,14.0246,74,24.3962,0,115,117,14,138,15,0.99181,84.02095,0.0,0.0,0.71429,4.16,11.87794,0.0,0.0,124.0,42.33299,8e-05,0.46,2.991,-1.0,0.250651,0.15522028771125718,0.334302094411307,0.6181112549019598,8.618441358024691,89.67908166580251,84.78120030888095,566.2990806146502,0.20373892126507756,55.498955620659714,0.22028768324471246,0.2770480130545525,0.24669510176059917,5.504306923498738,48287.55025128383,0.2760067668049156,76.56022729080613,0.5372056197653169,0.19122632707282175,0.33668818699824976,0.18707628902886866,69109.8276544479,7.398847052616555
26,26,81.7816,14.1615,74,24.205,0,116,117,14,138,15,0.99735,83.94578,0.0,0.0,0.60714,4.183,12.06629,0.0,0.0,125.0,42.49715,6e-05,0.45,2.429,-1.0,0.24628,0.15899678330726855,0.33584848035493525,0.620996862745098,9.054639274691358,89.71842670239154,84.80780897034876,565.730018822834,0.20407142387095778,55.38978331766011,0.21960305557986645,0.27653608147152675,0.24461919402515203,5.509806437774261,49247.027617724845,0.2752443522417997,76.3195030151523,0.5349879937220879,0.19275659884500054,0.337062607190009,0.1866669224346536,69252.42012297154,6.203408197260545
27,27,81.814,13.8126,74,24.3668,0,116,117,14,138,15,0.99794,83.92148,0.0,0.0,0.32143,4.161,12.18469,0.0,0.0,126.0,42.65875,6e-05,0.45,2.243,-1.0,0.232571,0.16404594252494886,0.3376235699830324,0.6220752941176471,9.450376157407407,89.67362375072193,87.32547711330037,565.0631479837797,0.20383474656998818,55.54052545994889,0.21917597953946472,0.27625926625644415,0.2437979759077966,5.6054878055177895,49569.87831500442,0.2746114602667178,76.39893684923354,0.531146952743026,0.19321163816007525,0.3361976540727448,0.18659794544834998,69233.08169377428,7.856974052970504
28,28,81.5449,13.5955,74,25.6228,0,116,117,14,138,15,1.00395,83.57811,0.0,0.0,0.5,4.194,11.89246,0.0,0.0,126.0,42.70612,0.00012,0.46,2.165,-1.0,0.236982,0.1624939797448806,0.3395101699660861,0.6216682352941175,9.69777199074074,89.71859874951393,84.53233619634749,564.3257380019106,0.20473420390367872,55.473401104962385,0.21946156269227854,0.27628686517094775,0.24141566653826574,5.625135672232139,49175.826340229476,0.27354084747764096,76.64529307149729,0.5250882857207353,0.19430520773050808,0.33479878012810904,0.18631430917406575,69049.13686613846,6.167358360015844
29,29,81.0592,13.6602,73,25.8822,0,116,117,14,138,15,1.00221,82.93203,0.0,0.0,0.42857,4.189,11.69521,0.0,0.0,127.0,42.65364,8e-05,0.46,2.227,-1.0,0.273127,0.16092625901457022,0.3412967727123574,0.6204690196078432,10.225694444444445,89.78947654039962,87.09758814952552,563.5440596875056,0.20598073286115295,55.506462002977905,0.21930106047703254,0.2758257249671719,0.23962695010526616,5.616250568442514,47901.61401645952,0.27285519115510276,77.04508393689551,0.5228706596775031,0.19529086782044797,0.33327030353064846,0.1864619876760757,69065.99070071451,6.013816136683199
30,30,80.5294,14.0219,72,27.2622,0,116,117,14,138,14,1.00524,82.22744,0.0,0.0,0.46429,4.19,11.74713,0.0,0.0,126.0,42.71577,6e-05,0.46,2.344,-1.0,0.258158,0.15976449186753397,0.3426489466431664,0.6189458823529412,11.364438657407407,89.85207535088661,88.50044833514877,562.6338535679669,0.20720182285861816,55.42537642113956,0.22067265083479862,0.2752706772325165,0.2380880146894224,5.645899346454766,47157.982831538735,0.27225563843178796,76.84670925876824,0.520653033634271,0.1959115053607098,0.33229979695128686,0.18642128106119363,69016.02544130427,5.0098846012189036
31,31,79.5854,14.4145,71,27.6508,0,116,117,14,138,14,1.00209,81.11768,0.0,0.0,0.60714,4.187,12.05967,0.0,0.0,127.0,42.73988,0.00012,0.46,2.853,-1.0,0.248352,0.1586827803874011,0.34366711645522147,0.6164309803921568,11.46508487654321,89.9847799959133,85.04887504578727,561.5295008906032,0.2084271301061222,55.487204846040704,0.22065516564236567,0.27482551024775387,0.2367196953917085,5.7330620034759425,45601.63328905086,0.27111500753441636,76.67357872937406,0.5145943666119835,0.19673182018927968,0.3315336061908637,0.18634713438683423,68909.9090593965,6.321878121904248
32,32,78.8562,14.5902,70,29.7133,0,116,117,14,138,14,0.99148,80.31087,0.0,0.0,0.67857,4.177,12.39384,0.0,0.0,126.0,42.84696,7e-05,0.46,2.767,0.15972,0.23122,0.1573037938417261,0.3442006081600168,0.6164870588235294,11.553288966049383,90.04636320779296,86.97630267700562,560.2230212116975,0.20860408156130175,55.46880086263021,0.22108875053444307,0.27445231646873647,0.23565608428355087,5.75495858278833,44578.87831095441,0.27029430589230263,76.06604083472898,0.512376740568751,0.19741573161796747,0.3317181905410768,0.18629898392387675,68972.24684501578,6.772313873078188
33,33,78.5058,14.454,69,28.8079,0,116,117,14,138,14,0.98739,79.77318,0.0,0.0,0.5,4.188,12.53985,0.0,0.0,126.0,42.94838,9e-05,0.47,2.785,-1.0,0.23356,0.15561103632298096,0.34480225401332926,0.6163094117647059,11.566213348765432,90.09662079973033,86.88305889695664,558.8059127170482,0.20906842061254655,55.560670829113626,0.2213346573146018,0.27377442420133274,0.2350294033520904,5.701213442399099,44517.07699031794,0.26918285640712253,76.07460934882147,0.5085356995896829,0.19789823550472044,0.332306940914882,0.18650325020867944,69041.08290468801,6.355431108098284
34,34,77.9821,13.9537,69,28.7333,0,116,117,14,138,14,0.9789,79.18302,0.0,0.0,0.64286,4.18,12.43253,0.0,0.0,127.0,43.04021,8e-05,0.46,2.342,-1.0,0.275877,0.15378224966097817,0.34497153982506606,0.617483137254902,11.991512345679013,90.11351717407635,89.7759562594194,557.2213743061877,0.20942619141727617,55.220022696035876,0.22187474733201995,0.27363786407511614,0.23457753601515816,5.714481516018193,43827.64618124784,0.2682544416983235,78.65105219818831,0.5002594065241651,0.19844512682296178,0.3326208673649613,0.18664504000996576,68952.46531610664,10.17395027106568
35,35,76.872,13.7979,68,27.2572,0,116,117,14,138,14,0.98381,78.06875,0.0,0.0,0.64286,4.165,11.99357,0.0,0.0,127.0,43.04634,8e-05,0.46,2.171,-1.0,0.317308,0.15211324483022606,0.3452055947803737,0.6185572549019607,12.589650848765432,90.16665026465532,88.25776424046684,555.5353243180731,0.20947501004956726,55.05990129635657,0.22218883106714857,0.2735695254441073,0.23410145367758267,5.5226178690519605,41863.77439805641,0.2674140839416398,80.21004422378357,0.5002594065241591,0.19934870557145976,0.3325244977894525,0.18633214984876986,68837.31967663938,10.734271041878422
36,36,76.0291,14.1012,66,27.2102,0,116,117,14,138,14,0.99609,77.09354,0.0,0.0,0.71429,4.194,11.8612,0.0,0.0,127.0,42.85318,9e-05,0.46,2.395,-1.0,0.31671,0.1505163500464082,0.3452073512040805,0.6173792156862746,12.504677854938272,90.28724516255662,86.77373262092655,553.7635587447184,0.2096380487841333,55.23143853081597,0.22219298769252793,0.2731189292567408,0.23433223790665714,5.460405597465948,40752.5400788475,0.26658353752535907,80.32447781574199,0.4919831134586417,0.20027195579596455,0.3323115470985827,0.18652506945543817,68593.40596771402,10.628878156073485
37,37,75.5422,14.0535,65,22.9794,0,116,116,13,138,13,1.00026,76.53144,0.0,0.0,0.96429,4.182,12.12219,0.0,0.0,128.0,42.43158,0.00012,0.46,2.612,-1.0,0.320478,0.1490906873563378,0.3444453915229972,0.6140921568627451,12.136574074074074,90.34667026783819,87.19424240865031,551.7148360683949,0.21028526985966103,56.31942409939236,0.22192996244024926,0.27252707492209544,0.23477197406984182,5.767723470677822,39744.4322802659,0.26555894800984176,80.41961479225881,0.49198311345863494,0.20096687304341812,0.3316915140724621,0.186005302142358,68435.78802526399,6.536049848692708
38,38,75.8084,14.2802,66,22.3004,0,117,116,13,138,13,0.99611,76.83008,0.0,0.0,1.14286,4.18,12.08222,0.0,0.0,127.0,42.18902,8e-05,0.46,2.493,-1.0,0.330869,0.1478460908312375,0.3435289757435195,0.6099537254901961,12.321952160493828,90.30908321392272,87.0250680489106,549.5329906420868,0.2111078310077845,56.21590809763214,0.22155062903663728,0.27210306355945235,0.23517006503837148,5.45312364766453,40003.29458376426,0.2646562586062725,80.32320879435409,0.4919831134586334,0.20160797859908675,0.3303263678523353,0.18586577519001085,68373.77290131558,6.6666867360152695
39,39,76.3978,14.0285,66,21.6681,0,117,116,13,138,13,0.98752,77.39393,0.0,0.0,1.21429,4.156,12.28605,0.0,0.0,126.0,42.14882,9e-05,0.46,1.951,-1.0,0.364009,0.14686566406951096,0.3430518553709103,0.6105372549019608,12.554639274691358,90.24080546457148,84.77772498339235,547.3240932460649,0.21168765686390528,56.0852080922068,0.22100213208039482,0.27172717211639175,0.23552264548769022,5.526153359170742,40807.1028253218,0.26386498191338253,81.0217780293644,0.4919831134586318,0.20206120783605291,0.3286032921008029,0.18577031830337384,68405.92173779725,7.243578531441135
40,40,76.7941,14.1145,66,22.1404,0,117,116,13,138,13,0.98527,77.84004,0.0,0.0,1.39286,4.157,12.05744,0.0,0.0,126.0,42.24107,7e-05,0.46,2.112,0.1686,0.373285,0.14549045526417165,0.342604305045658,0.6128552941176472,13.319251543209877,90.16629058948276,86.89002477660058,545.136500945982,0.21303357275935286,55.92108191972898,0.22076536788089607,0.2711713609381998,0.23598069949605366,5.49192363788332,40994.611589785454,0.2630953660199667,81.42065036952216,0.4919831134586361,0.20266158030284315,0.3267084771779743,0.18543580379223937,68196.16680429231,5.447443218908874
41,41,76.7794,13.8613,66,21.5786,0,117,116,13,138,13,0.9948,77.90041,0.0,0.0,2.0,4.176,12.12884,0.0,0.0,126.0,42.3212,8e-05,0.46,1.981,-1.0,0.383996,0.1440090842246932,0.34241035151016125,0.6138356862745099,13.39404899691358,90.19688452184114,84.84560823758034,542.9623648210166,0.21473629194753377,55.69274996533806,0.2205494152994747,0.27082211901068376,0.23646020359151923,5.558387371444986,40801.96585952002,0.2622211642760634,82.51219771928064,0.49198311345863344,0.20301282286649436,0.3249634917103716,0.18503392068160388,68463.10497010671,7.406006249924863
42,42,76.9743,13.2244,66,21.8994,0,117,116,13,137,13,0.99259,78.14439,0.0,0.0,1.67857,4.163,11.91874,0.0,0.0,126.0,42.45653,0.00012,0.46,2.389,-1.0,0.409858,0.1427080547775748,0.3422349452821067,0.6167478431372548,12.780333719135802,90.24028505595332,84.0888186351567,540.8713900008507,0.2158486532015476,55.564294320565686,0.220239304583594,0.27060944655834474,0.23713431457535158,5.511942089149323,41097.72697130221,0.2613768540117563,82.4781728818605,0.4919831134586332,0.20347473015983059,0.32338315125636774,0.18476897037874399,68254.36786119021,7.177723026606085
43,43,77.055,13.2555,66,21.7609,0,117,117,13,137,13,0.98007,78.28626,0.0,0.0,1.5,4.149,11.37509,0.0,0.0,126.0,42.61225,8e-05,0.46,2.359,-1.0,0.432797,0.14153428307942387,0.34197302395764484,0.6158349019607843,11.84548611111111,90.21003353373722,86.8010281962229,538.92633733495,0.21689002181786782,55.326046225465376,0.22011544807683509,0.27022718407142665,0.2379941604305395,5.4368431353162086,41185.555779946684,0.26077208513128075,83.2249231294711,0.4919831134586324,0.20354662397448237,0.3222952071671126,0.18446949166134127,68174.39985798039,7.40021732477245
44,44,76.9998,13.8894,66,19.407,0,117,117,13,137,13,0.97048,78.244,0.0,0.0,1.39286,4.169,11.40722,0.0,0.0,126.0,42.70771,0.0001,0.46,2.645,-1.0,0.458796,0.14051620904537715,0.34186048586538004,0.6149254901960785,11.223427854938272,90.22859314507129,87.49534686578713,537.1379117708713,0.21760330137526487,55.20662510247878,0.2200004631991326,0.2699001407454566,0.23862711731667907,5.426925263094563,41064.758845254015,0.26029703398642623,83.52531534587042,0.49198311345863344,0.2043782033495634,0.3214032443148446,0.18422310610652726,68183.81473481025,4.746032083372657
