,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,color_fulness,blur,cubrow.0.3,cubrow.0.5,cubcol.0.3,movement,cubcol.0,cubcol.0.6,uhdhdsim,contrast,cubrow.0.6,blockiness,temporal,tone,cubcol.1.0,cubrow.0,cubcol.0.5,staticness,cubrow.1.0,fft,saturation,noise
10,210,71.8639,22.8314,74,42.0782,0,123,119,24,135,25,0.98737,72.06461,0.0,0.0,1.03571,4.324,19.2528,0.0,0.0,125.0,34.43024,0.01696,2.93,2.889,-1.0,5.8e-05,87.47991913233972,60187.836323875585,0.19221001270782848,0.2515821416774304,0.26235306706778583,10.631317515432098,0.36429768585395156,0.3523216049517941,81.09943770214255,87.19096075146466,0.2197423404811128,1.9313101276564937,7.199345490298624,0.5324933333333333,0.16671500656117985,0.21823494197405774,0.21947980882371074,541.4519165197596,0.10090691074587346,74703.53334564186,42.345767739378374,2.290548665003639
11,211,69.046,23.1131,71,38.2476,0,123,119,23,135,25,0.97797,69.1377,0.0,0.0,0.71429,4.606,19.72687,0.0,0.0,125.0,34.24872,0.01692,2.94,3.035,-1.0,0.000264,86.76636825823923,55461.53425737945,0.185015237537901,0.2438590076610965,0.2602025124643209,12.14453125,0.35768687690628176,0.34701584785711126,81.230837206581,87.90748062328727,0.21545073634542153,2.81101492304523,7.2844200322167945,0.5294219607843138,0.16496365658328768,0.2097416139380955,0.2189258266671302,536.5379874837571,0.09829346022781114,72669.19786628251,42.381471421983505,2.32365383726574
12,212,67.5109,23.1226,70,37.5295,0,123,119,23,135,24,0.98262,67.45217,0.0,0.0,1.07143,4.826,19.96775,0.0,0.0,125.0,34.08392,0.01648,2.84,3.132,-1.0,0.000148,86.40165129747726,52223.805080859056,0.17845996637313816,0.23670322164113652,0.25964192474117836,11.925636574074074,0.3491121046007412,0.34176127623284264,81.25548834470052,86.05334029184253,0.21000020068839187,2.4468138682200093,7.329669530541929,0.5257890196078432,0.16286290621448293,0.20214698208111295,0.21835331691708706,531.9215642306085,0.09527142731972249,71841.00413831994,42.460311136127984,2.352917968548766
13,213,67.1749,23.1678,68,34.8536,0,123,119,23,135,23,0.98623,66.83244,0.0,0.0,1.10714,4.846,19.9723,0.0,0.0,125.0,34.00171,0.01596,2.91,3.082,-1.0,0.000132,86.31592574374008,53906.87996334829,0.17287411729079533,0.23103318065512995,0.2580817040832142,10.906153549382717,0.34292045266998894,0.34016707691681514,81.25662557982615,88.22076072010493,0.20821064389834387,2.1949315177453887,7.342152242791426,0.5232682352941177,0.161364346267125,0.1955124700780778,0.21822216370529332,527.2918456634262,0.0928912191567796,72730.66943470936,42.42774793836806,2.378341058852738
14,214,67.8115,22.9517,68,36.0112,0,123,119,22,135,23,0.99333,67.18854,0.0,0.0,0.89286,4.809,20.01203,0.0,0.0,125.0,34.16559,0.01628,2.9,3.205,-1.0,0.000157,86.52959950539673,58156.3679102846,0.16798299121775745,0.22701981106704694,0.25679461329150305,10.500626929012345,0.33775423840666724,0.3399689517270817,81.21661851584702,87.39801440721143,0.20578045513944285,1.8046302366038207,7.367168869221999,0.5268901960784315,0.15977635449766747,0.18957698188117422,0.21794032488577983,522.6264772013236,0.09064101399234518,75432.41744231773,42.36737060546875,2.3848347185960677
15,215,68.041,22.8917,68,34.7391,0,123,119,23,135,23,0.9966,67.34797,0.0,0.0,0.14286,4.809,19.83105,0.0,0.0,125.0,34.35284,0.01633,2.89,3.063,-1.0,0.00016,86.37481625142539,57788.594915997426,0.16373834195700712,0.2227675254677255,0.25583095130775374,12.994164737654321,0.334594558730696,0.34496562454440266,81.25513641528414,88.87861862015917,0.20619432658512676,2.287343770356021,7.3519389046996455,0.5302596078431372,0.15666288937509623,0.18412941581787828,0.21736829651560532,517.9335016335526,0.08885873596654739,75424.14786920982,42.371806768723474,2.3892699706825287
16,216,67.6592,22.6666,68,36.6941,0,123,119,22,135,23,0.99093,66.97461,0.0,0.0,0.17857,4.928,19.77436,0.0,0.0,125.0,34.41023,0.01687,2.97,3.042,0.12551,0.000198,86.16980896005771,56613.23476562866,0.16015357422909615,0.21890366789984209,0.2545406815554915,13.460503472222221,0.33783996082076434,0.3468382670658892,81.26152404971408,87.6119261062872,0.2045043001380506,2.6962067817627364,7.320188331901453,0.5312329411764706,0.15539831608339255,0.17918773020765807,0.21572227233422697,513.1564837579878,0.08708221261623234,75231.93226001483,42.30525245195554,2.4005173192850506
17,217,68.3604,22.3588,68,33.672,0,123,119,22,135,23,0.98145,67.50827,0.0,0.0,0.32143,4.932,19.58109,0.0,0.0,125.0,34.48972,0.01657,2.99,3.151,-1.0,9.4e-05,85.84222145170908,59099.97578603544,0.15716237618053522,0.21466540874271278,0.25398778699340885,12.777199074074074,0.34583599228178863,0.34950104357565653,81.13609842978916,86.26519091869048,0.20196407980380535,1.799863432877115,7.294817099395411,0.5322372549019607,0.15418624150693783,0.1746954052996261,0.21508566941123972,508.35229361834683,0.08553225355473569,75356.69161683606,42.4074373598452,2.3755292217021036
18,218,68.8677,22.279,68,35.4097,0,123,119,22,135,23,0.9887,67.89016,0.0,0.0,0.03571,4.791,19.31515,0.0,0.0,125.0,34.49477,0.01683,3.01,3.281,-1.0,8.7e-05,85.6250547910302,60855.47980480926,0.15410514903295297,0.2102422849263245,0.25268298935640465,12.041136188271604,0.35217152683305697,0.3489714873387792,81.05612591116711,87.2808407730171,0.2004387812710022,2.3557538053818843,7.279111501342124,0.5319397450980392,0.1525632453961682,0.170581422571637,0.2137493329220027,503.59455213822696,0.08411099818002907,75649.41458587507,42.600701037748365,2.3745000178736695
19,219,68.881,22.4143,68,34.5119,0,123,119,22,135,22,0.99225,67.89021,0.0,0.0,0.17857,4.806,19.24821,0.0,0.0,125.0,34.39528,0.01711,3.03,2.984,-1.0,0.000102,85.34640174726297,61804.99518371765,0.15097747525838037,0.20603241849281018,0.2516364941397971,11.464795524691358,0.3580939758324376,0.3514478670318636,80.99039688187023,87.24728701084892,0.19984577596807893,2.5148122965261783,7.276543322380443,0.5314239215686275,0.1515191306797016,0.16681433369131768,0.21307964321705428,498.9759638353563,0.08272881966274513,75834.54618911084,42.65091545199171,2.4003581008986887
20,220,68.7278,22.3722,68,33.3733,0,123,119,22,135,22,0.99182,67.70419,0.0,0.0,0.0,4.84,19.36148,0.0,0.0,125.0,34.18204,0.01697,2.99,2.947,-1.0,0.000149,84.70723808510586,61895.38108958993,0.14816597283951954,0.20237636405754014,0.2506877190445728,13.373794367283951,0.36324329952582607,0.3553093445001697,80.95272673635046,85.64284534164949,0.1999946617239112,1.645355164934052,7.278058255922018,0.5307745686274509,0.15063923273295107,0.16329338993535764,0.21455149971264395,494.5002855474762,0.08141918077254619,75125.33225346277,42.66109268753617,2.399169678683893
21,221,69.1537,22.0857,68,31.5913,0,124,119,22,135,22,0.99525,68.07724,0.0,0.0,0.03571,4.91,19.32913,0.0,0.0,125.0,33.96658,0.01721,2.94,3.317,-1.0,8.5e-05,83.90509742920004,64712.23457953948,0.14546210211800734,0.1986447514141221,0.24970405994944922,13.016685956790123,0.365388569858078,0.3558742928397956,80.77658752795413,83.91189793692277,0.20153480867103038,1.7501968267787913,7.2484437408380735,0.5287772549019608,0.14971889844384204,0.16002772889908018,0.21489444278547748,490.1299854523432,0.08018858542312597,74948.29540078393,42.69591060685522,2.39651705991962
22,222,69.4623,22.2422,68,30.3023,0,124,119,22,135,22,0.99801,68.35546,0.0,0.0,0.03571,4.933,19.08642,0.0,0.0,125.0,33.82957,0.01687,2.95,3.197,-1.0,2.9e-05,82.89326931849094,66357.82042743028,0.14305377332492722,0.19470337708745014,0.24866797264261623,12.641444830246913,0.3684164262355326,0.35533155668006616,80.78252451343346,84.39379977757939,0.20076645678566057,2.5533369187052593,7.2352527681898415,0.5269376470588234,0.14852082432070013,0.1569903358017747,0.21524923629576811,485.83134105641074,0.07916488328913637,74909.02620635436,42.5608053325135,2.399763889791287
23,223,69.0555,22.0646,67,31.577,0,124,118,22,135,22,0.98339,68.03759,0.0,0.0,0.0,5.15,19.22088,0.0,0.0,125.0,33.7121,0.0161,2.96,3.226,-1.0,7.3e-05,82.08300861674441,66788.6460132322,0.1406724289434427,0.19149847654901692,0.24953837523132744,12.294897762345679,0.37367713098082206,0.3533175287575212,80.85180675475405,86.18431709449655,0.2026359788849825,1.556583368982097,7.219465898087771,0.5250070588235295,0.14752467746958908,0.15423231745718763,0.21961585469976838,481.60020234815113,0.0781472929005048,73267.89180877082,42.54997065037857,2.3908933856183556
24,224,69.1467,21.9191,67,32.8508,0,124,118,22,135,22,0.98852,68.06717,0.0,0.0,0.46429,5.262,19.0588,0.0,0.0,125.0,33.56212,0.01666,2.94,3.3,0.125,5.7e-05,81.22832138379312,67080.6419985481,0.13838212318526077,0.18819511087412896,0.24858947288796368,12.207802854938272,0.37611934979186556,0.35089114272709204,80.79971047335661,85.50883967540182,0.20281079578222416,3.438752409105527,7.206061211964996,0.5216647058823529,0.146765646298591,0.1515544461336045,0.2181147821984382,477.35795719994655,0.07716907141011753,73308.33809773604,42.63593490035446,2.3953286377048264
25,225,68.9816,22.1832,66,30.0571,0,124,118,21,135,22,0.98435,67.88951,0.0,0.0,0.10714,5.337,18.93127,0.0,0.0,125.0,33.58281,0.01712,2.96,3.274,-1.0,0.000119,80.73000964676359,68119.91563256415,0.13622973013386575,0.18513059118376607,0.2479031047353391,13.207127700617283,0.3729327899008772,0.3484686610475821,80.77329252107576,87.61284226216645,0.20413168603512516,3.1622472412605163,7.195809698146148,0.5199459803921568,0.14589649489672038,0.14905747409619852,0.21800737480632543,473.0188885018519,0.07638307865171262,72817.77506088592,42.60353804223331,2.402575726941914
26,226,68.2538,21.8793,66,29.1432,0,124,118,21,135,22,0.98637,67.30325,0.0,0.0,0.21429,5.395,19.16873,0.0,0.0,124.0,33.68739,0.01694,2.93,3.278,-1.0,0.000143,79.72667828086472,64105.429616158646,0.13420113740961304,0.18212336058379489,0.24897891041871276,13.258921682098766,0.36668209289277076,0.3442439482834621,80.89378125953604,85.58637046188716,0.19938165038051628,2.6408228217172116,7.199951015422647,0.5207513725490196,0.1454340931297449,0.1466714583091362,0.2173122278065165,468.63318416064607,0.0755348470561475,71786.99569781499,42.57109616126543,2.404793352985149
27,227,67.5739,21.7826,66,29.1883,0,124,118,21,135,21,0.99461,66.71958,0.0,0.0,0.28571,5.279,18.90533,0.0,0.0,124.0,33.64849,0.01759,2.89,3.222,-1.0,0.000106,79.4906913979014,62235.866724511514,0.13223926452712373,0.1797077941007025,0.24941484630961938,12.901427469135802,0.36197494823972465,0.3399824379206265,80.89206617539375,87.0974120055881,0.19673253920577188,2.7774766678018183,7.19427357958835,0.5185341176470588,0.1444275939777937,0.14447035429697982,0.21712352337265484,464.2542548607773,0.0747088617805457,70486.18664499572,42.419196611569255,2.3953286377048237
28,228,67.2052,21.3342,65,29.4019,0,124,118,21,135,21,0.99343,66.36543,0.0,0.0,0.96429,5.219,18.83049,0.0,0.0,123.0,33.29173,0.01761,2.88,3.481,-1.0,0.000259,79.0678484098033,60884.18344737691,0.13042650858736718,0.17822350694476283,0.24944432480503548,12.44970100308642,0.35813832238524856,0.3357953174367401,80.79691408851764,83.83980106181441,0.19439618001155973,3.3550878376900033,7.166674360281544,0.5115533333333334,0.1435496528138016,0.14231229732133457,0.217259346551235,459.9967830246742,0.07400814208151729,69666.92477280939,42.26768738546489,2.396517059919614
29,229,66.3389,21.4473,65,29.6651,0,124,118,21,135,21,0.98942,65.51827,0.0,0.0,0.64286,5.183,18.43337,0.0,0.0,123.0,33.0401,0.01755,2.94,3.508,-1.0,0.000138,78.69692833873695,59565.33264308328,0.12863370780135608,0.1762443246245522,0.2501229776883693,12.211467978395062,0.35436798050528573,0.33180310789678524,80.94425781250823,86.9825096641102,0.1919804529201717,2.8727114065116406,7.1477906359993675,0.5056149019607843,0.14279405711379023,0.1402552285736654,0.21737525991941561,455.88265916817215,0.07336727884467914,69550.92897633712,42.161048041449654,2.377746847745335
30,230,65.7919,21.4698,64,27.8856,0,124,118,21,135,20,0.99137,64.95677,0.0,0.0,0.71429,5.448,18.51265,0.0,0.0,123.0,32.90861,0.01752,2.93,3.395,-1.0,0.000179,78.69839081237629,58662.77841031847,0.12691957719688746,0.1746874399767285,0.24906427969152423,12.507957175925926,0.35057542242001205,0.3286650281828204,81.08660189383704,85.54841680163248,0.18968268503433394,3.3432556676012335,7.160522450071172,0.5011580392156862,0.1416766924710273,0.13822461378389653,0.21625618675626537,451.8787923570695,0.0726784677817334,69113.02222764825,41.895797541112074,2.375964214423149
31,231,65.6303,21.0837,64,28.2342,0,124,118,21,135,20,0.98569,64.76797,0.0,0.0,0.64286,5.449,18.5218,0.0,0.0,124.0,32.82328,0.01674,2.95,3.506,-1.0,0.000139,78.95511314578724,58303.91916633409,0.12528817980450205,0.17317482638083587,0.24791355031535328,12.553530092592593,0.34701146878793143,0.3253522545845533,80.97025285168486,85.4525561483441,0.18778246892864794,1.825179381952489,7.179145249335722,0.49956078431372547,0.14113493474737404,0.13633072038737398,0.21578892212280237,448.0119621224593,0.07206695478926951,68726.14023676589,41.679229171187785,2.3783410588527314
32,232,66.1971,21.3433,64,27.8115,0,124,118,21,135,20,0.98462,65.30566,0.0,0.0,0.28571,5.493,18.18018,0.0,0.0,123.0,32.89693,0.0174,2.95,3.341,0.125,0.000127,79.40951230642962,59189.38511565141,0.1237580707761472,0.17115464362877356,0.2478968538913096,12.700810185185185,0.34351773241630473,0.32197634856737567,80.8490046734052,87.69192612761748,0.18591773547030419,2.788751215834619,7.148340969321702,0.5019365098039216,0.14055357581230804,0.1345884402384707,0.2155731148911549,444.2927305474416,0.07157654865787431,68564.58270300865,41.52018153814622,2.3617884727216856
33,233,66.4659,21.8518,64,30.5955,0,124,118,21,135,20,0.99094,65.59166,0.0,0.0,0.21429,5.666,18.39935,0.0,0.0,123.0,33.12373,0.0174,3.0,3.225,-1.0,0.000149,80.04259383756045,59638.15361938938,0.12238311714789854,0.16914490155448675,0.24702766836405138,12.696662808641975,0.34010527485111974,0.318875923724956,80.91270667130772,85.9998276925864,0.1837884249832364,2.775857375678021,7.160871825029121,0.5063568627450981,0.13994548135562895,0.13289171205681963,0.21535572493588667,440.78507366511826,0.07106678156459982,68890.31651301641,41.39435097023293,2.3688763435724134
34,234,66.7932,22.0757,65,30.9905,0,124,118,22,135,20,0.98281,65.90229,0.0,0.0,0.32143,5.729,18.84608,0.0,0.0,123.0,33.35629,0.01726,2.97,3.876,-1.0,3.9e-05,80.46432689821273,61334.02420014101,0.12104068785397733,0.16720210872989277,0.2473314673302539,13.051986882716049,0.3370002156695102,0.3163138943625947,80.89222602813803,85.17148476999925,0.18237835237136577,3.333195301141532,7.182006522486819,0.5110094117647059,0.13940471344425628,0.1312587790684018,0.21519889119736874,437.43969388704653,0.07050718488003845,69875.21208388722,41.365670098198784,2.377152636637938
35,235,67.0905,22.2272,65,31.3382,0,124,118,22,135,20,0.9796,66.18459,0.0,0.0,0.25,5.687,19.04348,0.0,0.0,122.0,33.49413,0.01783,2.98,3.669,-1.0,6.3e-05,81.4489124615157,62388.39868778935,0.1197301106325916,0.16669330332808838,0.24627374276427474,13.542775848765432,0.33403707259896964,0.31367518068902744,80.88951714471568,85.26992757524746,0.18186967200038232,1.907573040716716,7.191620519983414,0.5155800588235292,0.1388913152649228,0.12971126760956303,0.21526380952585364,434.2066974218873,0.07020486550215607,70599.57648816629,41.34047859097704,2.3843997258750265
36,236,67.1158,22.4236,66,30.842,0,124,118,22,135,21,0.98965,66.27966,0.0,0.0,0.17857,5.541,19.16711,0.0,0.0,121.0,33.62286,0.01688,2.95,3.674,-1.0,0.000103,82.01200047491272,61567.10872073322,0.11849392688698547,0.1646514144615018,0.24592503303598082,13.69873649691358,0.33115372280561284,0.31228433930432414,80.8662208804862,86.14464368009638,0.18048739141726888,2.0921692922827018,7.211000831099044,0.5210360784313726,0.13839478939929492,0.1282779906722803,0.21510161545292134,431.12591135430597,0.06980636108045955,70338.18240369344,41.28712689435041,2.379964473788568
37,237,67.4533,22.5371,66,32.6452,0,124,119,22,135,21,0.99478,66.62012,0.0,0.0,0.10714,5.463,19.33872,0.0,0.0,125.0,33.91771,0.01677,2.93,3.475,-1.0,0.000139,82.61583359537786,62305.08303804843,0.11730430003922937,0.16294374400753434,0.24331963254560435,13.89308449074074,0.32827356948885583,0.3103512830040242,80.83587329208962,85.36281198711227,0.17970023588691397,3.082156437476721,7.210698427385491,0.5257988235294118,0.13780284641672755,0.126881518502387,0.21535929825362554,428.24013060570763,0.06935696742000229,70208.99669232423,41.191194510754244,2.384834718596069
38,238,68.4084,22.2748,66,31.8895,0,124,119,22,135,21,0.99387,67.46265,0.0,0.0,0.0,5.37,19.43697,0.0,0.0,125.0,34.11596,0.01745,2.96,3.413,-1.0,0.000192,83.14610632382472,66340.94548728847,0.1162035173603022,0.1614823178361976,0.24251137507543724,13.846498842592593,0.3252515355272163,0.3070671556180264,80.70228023980788,85.81450962114783,0.17891748173605765,2.960914282290239,7.225295620100225,0.5278533333333333,0.13735891614674997,0.1255478062628962,0.2156051281586322,425.5755069510147,0.06889678450999047,71434.6085713885,41.123373337733895,2.3937052227689883
39,239,69.1014,22.0244,67,31.1768,0,124,119,22,135,22,0.994,68.18493,0.0,0.0,0.17857,5.397,19.21456,0.0,0.0,125.0,34.28473,0.01772,2.96,3.382,-1.0,9.1e-05,83.64691646494245,68619.1687058079,0.11518514189284387,0.16008150217703515,0.2418142306106688,13.990788966049383,0.32223461662891995,0.3047107346953472,80.61218102167811,85.60023810824156,0.17728756729846443,2.850978991858672,7.229965311490076,0.5305439215686275,0.13696502954205209,0.12422805692597094,0.21596829788632757,423.122351055327,0.06844556325453197,72966.805362537,41.001512503918306,2.3937052227689866
40,240,68.9051,22.4269,68,31.5398,0,124,119,22,135,23,0.99075,68.13697,0.0,0.0,0.28571,5.456,19.01192,0.0,0.0,125.0,34.42075,0.01772,2.92,3.677,0.125,0.000107,83.70971320216017,66309.31199266545,0.11424887964816946,0.15958021342417686,0.2419290991112666,14.11742862654321,0.319428642763385,0.3023146744451479,80.63573854461966,89.0251541574043,0.17663064436729353,2.826035096712559,7.226928154329439,0.5336490196078432,0.1366730409021763,0.12295861312447456,0.21691043420273737,420.95074381578854,0.06810987839724124,72402.3889845175,41.08382180296344,2.3799644737885646
41,241,68.9631,22.6013,68,31.2524,0,123,119,22,135,23,0.99174,68.3244,0.0,0.0,0.17857,5.509,19.37253,0.0,0.0,125.0,34.50335,0.01702,2.92,3.565,-1.0,7.8e-05,83.7446460918285,66433.61067499351,0.11334309988749079,0.1582908924470941,0.24205669174560016,14.136332947530864,0.31677250421526854,0.30007855243022397,80.66201172034727,85.23551298551644,0.17600297724620229,2.325441844761654,7.257536702750428,0.5335896666666665,0.13644510440086022,0.12176629709289834,0.2178878639586782,419.04437604758084,0.06784140673182094,72539.9743300004,41.033345917124805,2.3997638897912736
42,242,69.2283,22.6848,68,32.42,0,123,119,22,135,23,0.99393,68.61516,0.0,0.0,0.35714,5.402,19.52871,0.0,0.0,125.0,34.5151,0.01749,2.98,3.812,-1.0,0.000232,83.64091443135547,67739.81666550614,0.11239610041928544,0.15739904733072535,0.24251265709472297,14.01466049382716,0.3141632996533268,0.2980562120766849,80.66986629526204,84.05667486432272,0.17589094611954068,2.395091953908975,7.28094497232825,0.5335451372549019,0.13620024541993184,0.12059768822069086,0.21903345123059434,417.3419643474223,0.06738358175198704,72522.73658444997,41.05072077998408,2.387052344639295
43,243,68.8878,22.4997,68,33.2339,0,123,119,22,135,23,0.99529,68.32924,0.0,0.0,0.28571,5.378,19.60476,0.0,0.0,125.0,34.43944,0.01674,2.96,3.753,-1.0,0.000184,83.28013143798668,67200.20868805253,0.11152431367489295,0.15619389770381262,0.24287280666753674,14.087962962962964,0.3117606007175858,0.2961565799457517,80.79738050469939,86.18354227315372,0.175364614261831,3.2396269110697027,7.292586207451167,0.5326917647058824,0.13570235623784066,0.11947020598234273,0.22169182142321955,415.80426006258114,0.06698356933778521,73045.64641847812,41.077099835431135,2.3860231408108756
44,244,68.9269,22.2609,68,31.7294,0,123,119,22,135,24,0.99311,68.34905,0.0,0.0,0.21429,5.192,19.45404,0.0,0.0,125.0,34.30593,0.0174,2.96,3.977,-1.0,4.3e-05,82.73968357126304,66742.57179208337,0.11063933528201428,0.15509259103392994,0.24316848382064868,14.36231674382716,0.3092854263784104,0.2944918270831966,80.81984864068444,83.8186857104967,0.17405677262431699,3.5522623091332886,7.283858948160483,0.5313275686274506,0.13548540387734118,0.11842631821402479,0.2240898132661489,414.39894035712143,0.06668135331124327,72063.7568042806,41.08318959930797,2.391487596725761
