,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0.3,tone,staticness,cubcol.0,blur,cubrow.0.5,temporal,fft,cubrow.0.6,blockiness,cubcol.0.5,cubcol.1.0,cubrow.0.3,contrast,color_fulness,cubcol.0.6,noise,saturation,cubrow.1.0,movement,cubrow.0,uhdhdsim
24,324,50.7084,18.5313,35,20.3242,0,118,113,15,138,17,0.99832,48.17006,0.0,0.0,4.32143,5.192,16.16071,0.0,0.0,124.0,28.44484,5e-05,0.47,1.574,0.22351,0.553176,0.11494728117785567,0.45229411764705874,484.1127051416917,0.0870230983434738,21203.993930555196,0.08599701198527196,4.985707920482727,66707.49691898993,0.09423812544599845,1.4278502827677872,0.08409071132461016,0.09963628912989156,0.1851227152678153,89.8203688641896,83.78065413472913,0.08322276154171226,0.38498551471421893,61.331965128580734,0.0983715514613817,10.344955632716049,0.25341537258899866,95.87592182171618
25,325,50.1937,18.4402,34,20.5502,0,118,113,15,138,17,1.00205,47.71283,0.0,0.0,4.42857,5.198,15.9104,0.0,0.0,123.0,28.43722,5e-05,0.47,1.616,-1.0,0.590634,0.11519345935498633,0.45382705882352936,482.89619797671975,0.0872254888076856,20784.70608552015,0.08591127375386533,4.980698421991973,66605.03180817884,0.09400029109092943,1.1652518584373777,0.084653285566624,0.09910168909537193,0.18551444893197566,89.51361539085515,83.70436323964013,0.0829264143809511,0.38498551471421566,61.56447083273052,0.09776778915029585,11.101466049382717,0.2529367115784681,96.02358797100243
26,326,50.4925,18.3539,35,19.9181,0,118,113,15,138,17,1.00157,48.02635,0.0,0.0,5.35714,5.175,15.8336,0.0,0.0,123.0,28.5498,2e-05,0.47,1.724,-1.0,0.598783,0.11546504458781744,0.4555341176470588,481.72383047129347,0.08751390627163173,21157.781626107146,0.08603656562485809,4.884371005391867,66749.08891605536,0.09393884884164348,1.2022463515129664,0.08422900364355547,0.09893290278291551,0.18613760855304176,88.53869473339795,83.66176412065536,0.08274362361027765,0.38498551471421955,61.59295221022618,0.09727847000768308,11.057677469135802,0.25295838085054123,95.95079005530968
27,327,50.593,17.973,35,18.2836,0,117,113,15,138,18,1.00008,48.09007,0.0,0.0,3.89286,5.063,15.76301,0.0,0.0,123.0,28.58346,6e-05,0.47,1.426,-1.0,0.57778,0.11563340467149924,0.4540679215686273,480.65311920145876,0.08724398057296609,21419.16237896428,0.0859866311801645,4.925646356240871,66978.34800444155,0.09379518118989622,1.3200941562034914,0.08422831528822629,0.09882929482753913,0.18689388903601337,87.81448488046223,84.08513518054622,0.08237228042188029,0.38498551471422043,61.78572930230035,0.09684459805154937,10.83251350308642,0.2524728120675606,95.93989847452627
28,328,50.3766,18.0606,35,18.5934,0,117,113,15,138,18,0.99808,47.85734,0.0,0.0,4.42857,5.127,15.43495,0.0,0.0,122.0,28.58405,2e-05,0.47,1.481,-1.0,0.600707,0.11580065433869605,0.4506196078431373,479.6795729714613,0.08719138239139998,21279.241887831464,0.08612252820910778,4.7359904642773865,66890.76461094509,0.09375405731568619,1.2763129857978406,0.08342573588466863,0.09874349200791159,0.18774557088265115,91.20489868711225,84.48105633268489,0.08193228723312988,0.3849855147142161,61.91556991765529,0.09645336282231756,10.76244212962963,0.25198359670838677,96.00684874109973
29,329,50.3548,17.9575,35,20.1972,0,117,113,15,138,18,1.00318,47.91256,0.0,0.0,4.71429,5.166,15.51162,0.0,0.0,122.0,28.58319,5e-05,0.47,1.55,-1.0,0.555267,0.11615946458026907,0.44671960784313725,478.768648172366,0.08705904546478047,21097.59343890433,0.08632305349454218,4.768431622275491,66866.1162854236,0.09381755043415553,1.1115107464744993,0.08343022865138634,0.09883246028917334,0.18837867190512683,86.590039834358,84.92217680993646,0.0825114336591222,0.38498551471422227,62.02145159686053,0.09598584923287441,11.078655478395062,0.25177925533516443,96.03219095389792
30,330,51.3313,17.5217,35,22.4995,0,117,113,15,138,18,1.00306,48.82084,0.0,0.0,4.67857,5.214,15.43162,0.0,0.0,124.0,28.81184,5e-05,0.47,1.854,-1.0,0.538819,0.11643922485697021,0.44573296078431374,477.9131845783606,0.0870122181369178,22360.843313041296,0.08737216598457008,4.9251019493688615,67137.79052102793,0.09356508629505865,0.9480134203000272,0.08437220831208314,0.09882274831942726,0.18867129486860088,89.11810071350445,85.93867261660642,0.08361917704702965,0.3872031407574476,62.11784664201148,0.0951904483879544,11.291039737654321,0.2514337316920747,95.89085862755788
31,331,51.5959,17.5454,36,21.0373,0,117,113,15,138,19,0.99768,49.0696,0.0,0.0,5.21429,5.219,15.05599,0.0,0.0,124.0,28.89652,8e-05,0.47,1.748,-1.0,0.52984,0.11673759204918632,0.44191778431372497,477.1263860373728,0.08693047703686654,22972.768953737053,0.08950928579087211,4.742889550264504,67350.18542010909,0.09348928185996398,1.3359116610702348,0.08573380676656175,0.09904719917314038,0.18929643925637152,87.07149768311213,86.18013135060265,0.08432213979728444,0.38720314075744505,62.10033218948929,0.09444389330646336,11.307966820987655,0.251236094850053,95.84681381351088
32,332,51.611,17.6854,35,21.0846,0,117,113,15,138,19,0.99811,49.09766,0.0,0.0,5.25,5.198,15.07351,0.0,0.0,123.0,28.99196,5e-05,0.48,1.593,0.22518,0.534485,0.11682165020174687,0.4388113921568626,476.4082373118518,0.0868573312195074,23049.306255053485,0.09059082542023421,4.890330980098117,67398.15265910338,0.09311515685296573,1.6665948337093315,0.08489614156525342,0.09989903861225041,0.18994175851690004,85.65383830928167,86.42208763425475,0.08438227598150574,0.3872031407574475,62.0021085385923,0.09413904515448546,11.402681327160494,0.25086750500519805,95.82744263462413
33,333,51.589,18.3099,35,22.3393,0,117,113,15,138,19,1.00089,49.09921,0.0,0.0,4.78571,5.26,15.18726,0.0,0.0,123.0,29.11489,4e-05,0.47,1.79,-1.0,0.56977,0.11686651132099604,0.43565568627450985,475.77291938609227,0.08681331909429098,22952.18972557383,0.09051555997706205,4.9484003337352895,67329.21851704107,0.09274602645177984,1.5548413590140187,0.08460510279485282,0.100818366654892,0.1905147415629621,86.71833324934121,86.73486800026552,0.08537964473834751,0.38720314075744877,62.0739602924865,0.09423915550088295,11.822964891975309,0.2506076372823994,95.82097471858262
34,334,51.3929,19.0663,35,21.4557,0,117,114,15,138,19,1.00204,48.93415,0.0,0.0,4.17857,5.248,15.71836,0.0,0.0,123.0,29.06747,4e-05,0.47,1.735,-1.0,0.551175,0.11697687642155517,0.43174352941176475,475.18560879893687,0.0868013515035788,22644.611949132697,0.09020073886838693,4.907988293275989,67365.0241135448,0.09269056052780238,1.3704912683603145,0.08438352439528546,0.104024079584787,0.19115764461652943,85.40480277271912,86.67860087463906,0.08604613244126409,0.38720314075745144,61.83155634373795,0.09364524546539278,12.41893325617284,0.2506194386367368,95.81002735234192
35,335,51.3238,19.3785,35,21.7511,0,117,114,15,138,19,0.99865,48.89586,0.0,0.0,4.32143,5.25,16.36321,0.0,0.0,123.0,29.07094,5e-05,0.47,1.467,-1.0,0.551006,0.11704906930848302,0.4333854901960784,474.6241670854226,0.08666738259351603,22627.006131162783,0.0900484995975967,5.127504579090157,67369.60676523873,0.09244810837439346,1.6420181303000891,0.08428861587691076,0.10529721860182384,0.1915437125824851,87.28423568539294,86.68767307565466,0.08946365692431014,0.38720314075745205,61.74736192491319,0.09370873386535841,12.551118827160494,0.25056617303308787,95.79748355506
36,336,51.4955,19.7938,35,22.8899,0,117,114,15,138,19,0.99883,49.03816,0.0,0.0,3.57143,5.265,16.63071,0.0,0.0,123.0,29.12551,6e-05,0.47,1.584,-1.0,0.524856,0.11710478274439244,0.4378076666666659,474.0484876137397,0.08662240145094062,22836.68095472563,0.08985955582249974,5.026805781325624,67328.10900130798,0.09199546455671376,1.4162885264803653,0.08381704821554936,0.10722224332806445,0.19190002750876084,88.245022488499,86.4189565427494,0.09076968945677014,0.3916383928439134,61.67911727340133,0.09376443569551061,12.133198302469136,0.25057646019368085,95.76956682127324
37,337,51.1603,19.9494,35,21.3096,0,117,114,15,138,18,1.00174,48.72423,0.0,0.0,4.25,5.285,16.98597,0.0,0.0,124.0,29.00849,5e-05,0.47,1.449,-1.0,0.541864,0.11720854068613878,0.4417894313725489,473.53552775084,0.08654643426352827,22493.744966427977,0.08963997330745703,5.0949319174617,67369.6947065804,0.09163152257525695,1.3938194752189825,0.08341524503465034,0.10835371150341795,0.19242502011026072,89.86274617196317,86.32596760260644,0.09124448647766951,0.3932618077797454,61.68559717248987,0.09377098317628986,12.362750771604938,0.25055488052728153,95.8231633596955
38,338,50.7886,20.3216,35,21.8092,0,117,114,15,138,18,0.99656,48.39105,0.0,0.0,4.5,5.276,17.11342,0.0,0.0,125.0,28.881,4e-05,0.47,1.525,-1.0,0.555441,0.1173833120200991,0.44254549019607836,473.0669987494499,0.08651836187071811,21975.553339119873,0.08996371317216176,5.002839985629232,67137.54519724075,0.09126316502273851,1.6281045756604011,0.08301345929410037,0.10933072490182438,0.19281833020693523,86.90581409643173,86.24113986831868,0.09198471150761915,0.3872031407574597,61.61538620937018,0.09410270735311818,12.469955632716049,0.25058746191714637,95.87139241565254
39,339,50.8662,20.5031,35,21.9297,0,117,114,15,138,18,0.9961,48.47119,0.0,0.0,3.0,5.26,17.43517,0.0,0.0,125.0,28.85153,4e-05,0.47,1.671,-1.0,0.522033,0.11752654830743431,0.4386764705882352,472.6810430859595,0.08647589624112931,21956.921791493085,0.08999180969290681,5.090542237711004,67139.39914207066,0.09113869590178804,1.457563315687623,0.08242853669376639,0.11053759315338106,0.19305330410725613,89.6569577202254,86.18829343334855,0.09258520223437584,0.3993204748020373,61.73136713475357,0.09397800778647024,12.393229166666666,0.2505580552523084,95.86539137948935
40,340,50.8708,20.3554,35,23.2209,0,117,114,15,138,18,0.99797,48.53689,0.0,0.0,5.17857,5.224,17.59537,0.0,0.0,125.0,28.76699,2e-05,0.48,1.505,0.20653,0.527555,0.11767590665194733,0.4350454901960784,472.3547090530127,0.08646269723381864,21929.4585994722,0.09018263122106887,5.099937590395193,67152.38373416211,0.09115370855345137,1.7444080650170515,0.08224171493148863,0.11059574873292057,0.19330213671190435,89.97646238379205,86.18635762246676,0.09213219228615764,0.40316151578110054,61.68679828408323,0.09358809758230609,12.259837962962964,0.2506877079240264,95.85060599179985
41,341,51.1206,20.2028,35,23.1714,0,117,114,15,138,18,0.99895,48.75416,0.0,0.0,3.85714,5.23,17.47067,0.0,0.0,125.0,28.6076,2e-05,0.48,1.571,-1.0,0.54025,0.11785606888299707,0.43176666666666663,472.0011511164632,0.08642645144154844,22263.560426570777,0.0903439866548585,5.029509913670299,67165.18459345546,0.09154198466156407,1.4571283725024848,0.08264054335889984,0.11012176107513927,0.19376226115634776,88.14737947845897,85.91917690258745,0.09223531284761849,0.4053791418243238,61.41739437903887,0.0933067229566178,12.190200617283951,0.25083275549248174,95.82896442605107
42,342,51.522,20.1175,35,24.2222,0,117,114,14,138,18,0.99788,49.03371,0.0,0.0,4.71429,5.216,17.34217,0.0,0.0,125.0,28.53821,3e-05,0.48,1.505,-1.0,0.541342,0.11806856046841793,0.43266,471.6359835542682,0.08644100776802598,23035.184098655263,0.09040156036194846,4.985322077257574,67303.91084765042,0.09153964697915895,1.5506037839817035,0.08238504967662454,0.1097077498097088,0.19479129024380748,87.30068335699565,86.15750540220499,0.09204115942582212,0.4015381008452658,61.59004267939815,0.09317530886076118,12.145302854938272,0.25095891810676885,95.77675587197076
43,343,51.9606,20.0984,35,24.0224,0,117,114,14,138,18,0.9971,49.45228,0.0,0.0,4.75,5.213,17.27109,0.0,0.0,125.0,28.54646,2e-05,0.48,1.593,-1.0,0.547516,0.11832549573886425,0.43639882352941173,471.2020927306884,0.08641689860854142,23676.944307148566,0.0904217075718466,5.078471620807152,67374.54017007152,0.0917482197251942,1.3508180595487087,0.08207128918835715,0.1093281461717784,0.1960181615099805,88.3474423835832,85.87749651030873,0.09174906336015656,0.4031615157810989,61.64214202504099,0.09309288416494527,12.348090277777779,0.2511040538141786,95.71062830994649
44,344,52.115,19.9716,35,23.65,0,117,114,14,138,18,0.99902,49.55866,0.0,0.0,4.67857,5.203,17.2521,0.0,0.0,125.0,28.64534,6e-05,0.47,1.548,-1.0,0.535193,0.11861614414196624,0.44019764705882347,470.7994987820723,0.0863841419997585,24026.237160917684,0.09032627636086844,5.093975937956665,67366.84724372913,0.09171565372006842,0.9529739651497717,0.08202146917271935,0.10926105464723579,0.19735580412048895,87.70657699425844,85.87813860045452,0.09146389258482941,0.4015381008452681,61.674444127965856,0.09295792935522852,11.969135802469136,0.25127086979262375,95.66009011358534
