,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,temporal,cubcol.1.0,color_fulness,noise,blur,cubrow.1.0,cubrow.0.6,fft,cubcol.0.3,cubcol.0,contrast,blockiness,uhdhdsim,tone,cubrow.0.5,staticness,cubrow.0.3,cubrow.0,cubcol.0.6,cubcol.0.5,movement,saturation
10,310,45.6569,2.20766,21,4.5183,0,115,133,5,125,5,0.99675,40.87632,0.0,0.0,2.57143,5.267,1.87613,0.0,0.0,128.0,54.02148,0.00025,0.29,0.978,-1.0,9.656597,1.8979836621369224,0.005870238159603597,161.0962319957019,0.1913839443354924,19397.442800857123,0.1599283628133277,0.11297869437659434,66353.29924734493,0.011140699516627203,0.006127336623124207,90.19283322156438,2.228951738742432,92.84052632050688,0.7621533333333335,0.24824559651665656,608.752242569672,0.20642412083365813,0.09980116355322717,0.1413363983039342,0.14246373344403912,0.3002507716049383,33.92114163622444
11,311,46.5519,2.07268,21,5.00591,0,115,133,5,125,5,0.98925,41.6251,0.0,0.0,2.42857,5.144,1.84621,0.0,0.0,128.0,54.06621,0.00025,0.29,0.976,-1.0,9.649382,1.8499486458504601,0.005864392108949535,161.50658201732614,0.19138394433549322,21153.784963334216,0.1614085913322516,0.1129809716392812,66977.1934895097,0.011210978028349897,0.006157251915944165,93.01370085362325,2.118205827490015,92.5153071420405,0.7624658823529413,0.2486071444285883,608.7611256580503,0.2067797144840132,0.09982171964401061,0.14215712868645755,0.14287608089160464,0.3106674382716049,33.771908418631845
12,312,48.0616,1.92374,22,5.46005,0,115,133,5,125,5,0.98848,42.93523,0.0,0.0,2.53571,4.898,1.72944,0.0,0.0,128.0,54.10082,0.00029,0.3,0.956,-1.0,9.60791,1.8622310840332106,0.005805809196805152,161.15415465141743,0.19138394433549158,23348.440456958906,0.16338719284106049,0.11307679470538887,67423.38070250291,0.01111183078330029,0.006078558343278781,90.05346519050015,2.2309119588667046,92.10173039456214,0.7627258823529413,0.24932915552100565,608.6831372097298,0.20744356526413388,0.10022445788249948,0.14284062013238974,0.14270198873012696,0.24131944444444445,33.868292349356196
13,313,47.0779,1.85658,22,5.25673,0,115,133,5,125,5,0.98228,42.10217,0.0,0.0,2.42857,4.986,1.59959,0.0,0.0,128.0,54.10697,0.00024,0.29,0.96,-1.0,9.63568,1.8089650412097327,0.005836264903233095,161.67318742033135,0.1936015703787204,21504.926986882245,0.1636636402508668,0.1132153198629251,66833.41033518813,0.0111045195854289,0.006048584257528188,89.02641106967381,1.9962988865472238,92.4041543947069,0.7627258823529413,0.249565515959001,608.6740751196561,0.2078402624262602,0.10048560165594295,0.14359849777287043,0.14328108242915819,0.16068672839506173,33.70762784981433
14,314,46.2262,1.81745,21,4.12889,0,115,133,5,125,5,0.97717,41.36572,0.0,0.0,2.17857,5.182,1.53343,0.0,0.0,128.0,54.07452,0.00024,0.29,1.017,-1.0,9.587175,1.7703205049007416,0.005790576187167992,161.6045291718432,0.1913839443354928,20254.94001904626,0.16475494094302096,0.11332550141840021,66514.28396627396,0.011051092020404394,0.006065510200772872,92.11109098428372,2.19459937992943,92.6549062479572,0.7624658823529413,0.2496322846805176,608.6006097528045,0.20773329302416516,0.10046950390391107,0.14405128857068838,0.14304999226032444,0.14115547839506173,33.77747467417776
15,315,46.8898,1.75021,21,4.19545,0,115,133,5,125,5,0.98631,41.92506,0.0,0.0,2.0,5.05,1.4992,0.0,0.0,128.0,54.11443,0.00024,0.29,1.012,-1.0,9.672592,1.7533309899118266,0.00574424648850125,161.58126638868958,0.191383944335492,21530.711477532906,0.1657303257963718,0.11334219807284529,66972.24274932231,0.011061322301533186,0.006057090917769618,88.98263720206404,2.244282799560215,92.42909121737496,0.7624658823529413,0.25002422704544897,608.5993974063703,0.20793198303161842,0.10050002686981722,0.14447441921025939,0.1427762146138843,0.2684220679012346,33.73831647708092
16,316,47.9516,1.70097,22,4.44191,0,115,133,5,125,5,0.99042,42.84756,0.0,0.0,2.03571,4.869,1.43592,0.0,0.0,128.0,54.12111,0.00019,0.29,0.946,0.509,9.610632,1.7402410599567117,0.005745914776018656,162.0655828059812,0.19138394433549497,23104.52527139985,0.16634597373296672,0.11332271383216574,67340.16975036179,0.011008980483846659,0.0060195904637842836,91.06812822416637,2.03989556303331,92.10961699777428,0.7630313725490196,0.2507331118371955,608.5247707535423,0.20839763703471548,0.10069235605899302,0.14503588554826724,0.14180175885407637,0.2730999228395062,33.71965271749614
17,317,47.317,1.77498,22,3.97941,0,115,133,5,125,5,0.98471,42.30922,0.0,0.0,2.5,4.911,1.39238,0.0,0.0,128.0,54.088,0.00024,0.29,0.952,-1.0,9.684474,1.7078223038726652,0.005722879176013393,161.65751050396435,0.19138394433549175,21890.282842983157,0.16699398270234095,0.11332367504993758,66872.42604636584,0.011028135838473715,0.006014390526025738,91.41049325100627,2.2748474962451097,92.3110807667078,0.7608141176470589,0.2510398705879673,608.5216272538493,0.20868897584571888,0.10081910452577528,0.14547220715530293,0.14051837571739867,0.23596643518518517,33.7674323187934
18,318,46.746,1.85927,22,3.51754,0,115,133,5,125,5,0.98032,41.81794,0.0,0.0,2.21429,5.031,1.45975,0.0,0.0,128.0,54.06688,0.00018,0.29,0.934,-1.0,9.643195,1.739591465198706,0.005725756326390091,161.56245467898543,0.19138394433549313,21061.882987993857,0.16751190698856847,0.1133150451899066,66751.41180599936,0.011038023161308114,0.00602889293629722,91.29980339246552,2.319407192991035,92.43320119468075,0.7610223529411765,0.2511297735622702,608.4520468128892,0.20876642283507665,0.10081432838821909,0.14592302335236335,0.1398387889827651,0.2637924382716049,33.76172741548515
19,319,47.2351,1.81358,22,4.0631,0,115,133,5,125,5,0.98681,42.2178,0.0,0.0,2.07143,4.938,1.53618,0.0,0.0,128.0,54.08148,0.00024,0.29,0.93,-1.0,9.506415,1.7100443573079926,0.005735495553957127,161.39075730703652,0.191383944335494,22125.065923991682,0.16783132651768431,0.11335405627290566,67221.02955478984,0.011037616065973518,0.006008856692032363,87.80537651927565,2.2946592879264402,92.32037264917705,0.7607843137254902,0.25144108054327036,608.4371479537647,0.208979897911795,0.10083597131347102,0.1463080435191018,0.13978314926396834,0.28978587962962965,33.77459660282842
20,320,48.0704,1.78868,22,3.98584,0,115,133,5,125,5,0.99338,42.94329,0.0,0.0,2.10714,4.904,1.4931,0.0,0.0,128.0,54.08739,0.00026,0.3,1.019,-1.0,9.567903,1.7235959556291947,0.005701629130430451,161.70589176479933,0.19138394433549297,23378.091332936056,0.16781763532532537,0.11336005254267305,67344.9601773239,0.011007968879460282,0.005991619629918829,88.21565633794968,2.1588299416013372,92.0504623789712,0.7613498039215687,0.25193280450296823,608.3873302039789,0.20937729873534544,0.10103540818789143,0.14695604707047744,0.13968589364524148,0.45838155864197533,33.68894883144049
21,321,47.4366,1.85998,22,4.11299,0,115,133,5,125,5,0.99208,42.40906,0.0,0.0,2.21429,4.922,1.47536,0.0,0.0,128.0,54.08708,0.00026,0.29,0.991,-1.0,9.652882,1.7104580189283982,0.005740209985974797,161.77434845772888,0.19138394433549397,22081.36068083569,0.1680524500723821,0.11328920991197204,67001.27200912788,0.01101147714811777,0.005982265804077155,89.13618073719879,2.187331642554802,92.28859294360304,0.7607843137254902,0.25215042708352614,608.3802932243904,0.20960921264336996,0.10117285190821626,0.14739097915967914,0.1397934099777476,0.5099826388888888,33.709994469159916
22,322,46.7501,2.21369,21,3.7247,0,115,133,5,125,5,0.98804,41.81864,0.0,0.0,2.17857,5.113,1.53318,0.0,0.0,128.0,54.06065,0.00031,0.3,0.946,-1.0,9.646002,1.736084814615661,0.00572495605681821,161.781658132074,0.1913839443354932,21048.821738025123,0.16807070557700787,0.11323765071025207,66817.60340214342,0.01104882181594127,0.005963341603687803,90.76652906683626,2.381639553283107,92.47954777774028,0.7607843137254902,0.2522832714727478,608.3152739375522,0.20971363776046795,0.10113955701994436,0.14759684779268661,0.13968438270237468,0.5193383487654321,33.61434710467303
23,323,47.3649,2.29041,22,4.318,0,115,133,5,125,5,0.99181,42.32774,0.0,0.0,2.14286,4.968,1.84957,0.0,0.0,128.0,54.09418,0.00026,0.29,0.955,-1.0,9.538023,1.7918290103739518,0.005671582572576883,161.3068714427595,0.19138394433549225,22359.72715064934,0.1680504558199802,0.11328840672703244,67242.97826889654,0.011022052484285021,0.005931502585943614,90.50209851526412,2.2649116837470253,92.30080648584809,0.7607843137254902,0.2525235683856438,608.3013302683249,0.20980397133457682,0.10115214836655669,0.1479799168598363,0.13957220498297224,0.6215760030864198,33.763956328968945
24,324,48.2661,2.21837,22,4.36846,0,115,133,5,125,5,0.98881,43.10208,0.0,0.0,1.92857,4.868,1.92045,0.0,0.0,128.0,54.073,0.00024,0.29,1.003,0.51659,9.610866,1.8345900049087565,0.00569860867265756,161.50336785463793,0.19138394433549188,23674.788460646658,0.16773133639239346,0.11347525575155362,67447.3684709577,0.010980413110636234,0.005917483864442055,92.68347068946899,2.3200301993747003,92.04029007488451,0.7613050980392158,0.25289055040398295,608.2575134814763,0.2101843965320229,0.10128695931909344,0.14834468616067567,0.13884950052894818,0.8034818672839507,33.791405571831596
25,325,47.7475,2.17474,22,4.18287,0,115,133,5,125,5,0.98396,42.68618,0.0,0.0,2.32143,4.884,1.8555,0.0,0.0,128.0,54.07075,0.00022,0.29,0.992,-1.0,9.568315,1.8340271642334227,0.0056921496701052045,161.4673352594821,0.1913839443354923,22596.55442886351,0.16763722249299426,0.11371082475839957,67071.48677399317,0.010987993624198276,0.00591291457382874,89.11388233402575,2.287225036001924,92.23468089720079,0.7607843137254902,0.2530242984338154,608.2468855894068,0.2105417919560673,0.101450180083102,0.14868844930507827,0.13825083932443658,1.0447530864197532,33.80281066894531
26,326,47.2697,2.18086,22,3.67266,0,115,133,5,125,5,0.98948,42.27455,0.0,0.0,2.0,4.941,1.81301,0.0,0.0,128.0,54.03093,0.00022,0.29,0.95,-1.0,9.621993,1.8420222776190454,0.005681738163148003,161.81503713028582,0.19138394433549333,21849.990057733197,0.16754511745769832,0.11393632381311776,66927.95226054871,0.01099594134366003,0.005955301113492411,90.57195314498726,2.457526885190982,92.34476371209546,0.7602486274509805,0.2530616518341384,608.1955986228021,0.21064029252693064,0.10148593559955282,0.1488592850730585,0.13775948910173652,1.0655381944444444,33.66905739866657
27,327,47.6602,1.97071,22,4.32394,0,115,133,5,125,5,0.99374,42.5934,0.0,0.0,2.14286,4.926,1.8207,0.0,0.0,128.0,54.05144,0.00019,0.29,1.033,-1.0,9.538117,1.8438146916181,0.005697568369552142,161.77573848523838,0.19138394433549233,22751.26546677432,0.16715299095797748,0.11401482015361071,67268.89572897936,0.010957077505595793,0.005939118643513597,92.32413651376015,2.3668769643935668,92.28619502541251,0.7607843137254902,0.25320198310845565,608.1817929787898,0.2107651445907382,0.10154607013951171,0.14908592532366732,0.13755182237204167,1.0434992283950617,33.74350182804061
28,328,48.3748,1.87989,22,3.89905,0,115,133,5,125,5,0.99411,43.21677,0.0,0.0,2.42857,4.882,1.63315,0.0,0.0,128.0,54.05249,0.00022,0.29,1.08,-1.0,9.578702,1.7853829480227863,0.0057010500578683655,161.74894312937099,0.19138394433549222,23773.25195215902,0.16666126818366275,0.11417873535925152,67543.75929816118,0.010931027472734344,0.005956858501989687,89.14468973005643,2.201501594752061,92.12217665514358,0.7613498039215687,0.25344574524434227,608.1298406384382,0.21108027758738812,0.1016659203396697,0.14925599618246901,0.1377236041653986,0.9282889660493827,33.716619420934606
29,329,47.8552,1.87348,22,4.26536,0,115,133,5,125,5,0.99335,42.79825,0.0,0.0,2.46429,4.889,1.55492,0.0,0.0,128.0,54.06609,0.00025,0.29,0.906,-1.0,9.604264,1.732394401217088,0.005703725480073453,161.61794831069258,0.19138394433549202,22556.81149293499,0.16580731518071767,0.11442563057613139,66998.43512911625,0.01095738514208938,0.005922981959463009,88.4821651939447,2.194103686436091,92.26176264625403,0.7613498039215687,0.2535752266432429,608.1216020538617,0.21118684074620464,0.10177577486947267,0.14943152107613042,0.13840875795749508,0.8497781635802469,33.726368468484765
30,330,47.0422,2.03711,22,3.99962,0,115,133,5,125,5,0.9949,42.1046,0.0,0.0,2.5,5.068,1.54847,0.0,0.0,128.0,54.04749,0.00022,0.29,1.074,-1.0,9.545031,1.7245606510936087,0.005712637141840789,161.5836040727192,0.19138394433549377,21320.152032125858,0.16480385462382124,0.1146123467858393,66758.28472576907,0.010947747065431829,0.005930306396682845,87.49865755702838,2.243668601787338,92.45913504337241,0.7613050980392158,0.25353509614845565,608.0710252672392,0.2111550227919365,0.1017514902419919,0.14952214221294685,0.13899349916341314,0.8915412808641975,33.70037069438416
31,331,47.662,1.93377,22,4.42037,0,115,133,5,125,5,0.98828,42.62112,0.0,0.0,2.0,4.94,1.69252,0.0,0.0,128.0,54.09558,0.0003,0.29,0.946,-1.0,9.520227,1.7311642485188383,0.005709568658216148,161.38691567110126,0.1913839443354922,22613.32570481804,0.1632440176460981,0.11471987305435222,67210.82697930932,0.010929133534146897,0.00590522997638151,91.3821392796019,2.1575985886803726,92.28623042946964,0.7613498039215687,0.2536343533420543,608.0645905306619,0.21123310113419136,0.10169446958948812,0.14957037910307686,0.13956478258260338,0.6596739969135802,33.81826631522473
32,332,48.523,1.99731,22,4.143,0,115,133,5,125,5,0.99351,43.36769,0.0,0.0,2.28571,4.856,1.60475,0.0,0.0,128.0,54.10155,0.00025,0.29,0.988,0.509,9.598518,1.7290201484853531,0.005700824178207879,161.1279649766601,0.19138394433549177,23901.568301217376,0.161822598608487,0.11500387784559103,67419.33891529815,0.010932423563367438,0.005914793514076816,91.5707171888909,2.292708964859412,92.0375093479884,0.7613498039215687,0.2539482666080611,608.0372655075963,0.21139819560931947,0.10178118108239458,0.1497417849347164,0.139923662758033,0.46305941358024694,33.84724294403453
33,333,47.9039,1.84943,22,4.1713,0,115,133,5,125,5,0.99415,42.84899,0.0,0.0,2.07143,4.904,1.66314,0.0,0.0,128.0,54.10866,0.00023,0.29,0.95,-1.0,9.517429,1.7521126926093769,0.005681634774643551,161.75546989823619,0.1913839443354924,22610.177997255036,0.16055288756403507,0.1152593876023438,67076.06881143995,0.010935001359418725,0.005886244083206666,90.06450548013537,2.6072391429792905,92.28620853017094,0.7613498039215687,0.2539677066670321,608.0443543628871,0.21150735431305154,0.10185274046594511,0.14985872597303895,0.14048469526202784,0.3732638888888889,33.72941363299334
34,334,47.3145,1.78064,22,3.60961,0,115,133,5,125,5,0.991,42.33422,0.0,0.0,2.25,5.023,1.52638,0.0,0.0,128.0,54.10504,0.00025,0.29,0.957,-1.0,9.5717,1.713851089834695,0.0056927180403235165,161.1216627584459,0.1913839443354924,21733.533227062344,0.1593256678922389,0.1154250459790371,66907.17310899762,0.010959549521233273,0.005900368635125454,89.29199527105243,2.2515173138081135,92.43502391369226,0.7613050980392158,0.25396679706403164,608.014783241882,0.21153754751820045,0.10185151998785402,0.14989936078873847,0.14119897052304198,0.35185185185185186,33.815863150137446
35,335,47.766,1.63457,22,3.72813,0,116,133,5,125,5,0.99132,42.71402,0.0,0.0,2.21429,4.926,1.47066,0.0,0.0,128.0,54.12975,0.0003,0.29,0.974,-1.0,9.570532,1.6569771872055912,0.005697259177100861,161.69409524094377,0.19138394433549188,22665.3063834876,0.1581283993617507,0.11573848213997416,67335.12113022112,0.010950141092227899,0.005903811293664266,86.90634699255479,2.269938038874338,92.28918207882843,0.7613498039215687,0.2540993329050141,608.0249851231574,0.21163341957245096,0.10181984427323955,0.14992323513427971,0.1414998679758649,0.38840663580246915,33.73225402832031
36,336,48.4421,1.75018,22,3.59434,0,115,133,5,125,5,0.9913,43.30268,0.0,0.0,2.42857,4.884,1.33613,0.0,0.0,128.0,54.14674,0.00022,0.3,0.966,-1.0,9.588927,1.6350379466343148,0.005698198680514623,161.76228155917983,0.1913839443354933,23725.798587379464,0.15699459668554602,0.1158913422980372,67377.95831441709,0.010943845035575278,0.005873990654199943,87.27868191826052,1.9990640984972936,92.10506674207458,0.7613498039215687,0.25434200842780774,608.0052623333742,0.21178232687286216,0.10191447785144366,0.15002049054139008,0.14190525086553163,0.37094907407407407,33.668266767336995
37,337,47.8414,1.76535,22,4.16822,0,116,133,5,125,5,0.9944,42.80386,0.0,0.0,2.78571,4.941,1.4408,0.0,0.0,128.0,54.16532,0.00025,0.29,0.983,-1.0,9.554292,1.6509909030440346,0.005707071142143105,161.5160118476428,0.19138394433549286,22453.81577127004,0.15597106487088086,0.11605277932478299,66826.58856477254,0.010932908179302658,0.005881589364901324,87.70495878986544,2.112010755066968,92.25625821107954,0.7613498039215687,0.25434102824047566,608.0193300654745,0.21186895231910782,0.10195199545455079,0.15008984351580787,0.1424372586305832,0.38565779320987653,33.717600881317516
38,338,46.9867,1.821,22,3.96405,0,115,133,5,125,5,0.99665,42.05893,0.0,0.0,1.92857,5.066,1.45069,0.0,0.0,128.0,54.14476,0.00019,0.29,1.018,-1.0,9.54051,1.6657593981208643,0.005690870224352081,161.54259853760698,0.19138394433549422,21167.905278785805,0.15499126686712783,0.11628936158549853,66662.67358863572,0.010933027219451724,0.005882452302501368,87.72859681172054,2.319592932064596,92.44396880019559,0.7612901960784284,0.2542315592687797,608.0045938436373,0.21180795398754512,0.10197010274727882,0.15017325421963412,0.1430269615394096,0.40480324074074076,33.757972434714986
39,339,47.64,1.59394,22,3.86934,0,116,133,5,125,5,0.99975,42.60733,0.0,0.0,2.07143,4.91,1.50186,0.0,0.0,128.0,54.17815,0.00017,0.29,0.968,-1.0,9.53187,1.6767155106187164,0.005691030675093985,161.5808207725267,0.19138394433549236,22447.07522491897,0.15396992575736027,0.11639281539884722,67154.67684873182,0.010942520467075603,0.0058779063532451575,91.18263073784262,2.283076598253521,92.23208185875615,0.7607843137254902,0.2542527135910999,608.0175652492383,0.21191998631251002,0.10194781320564983,0.15016700050853346,0.14340154223353807,0.41632908950617287,33.761482144579475
40,340,48.3288,1.62104,22,3.56525,0,115,133,5,125,5,0.99372,43.20595,0.0,0.0,2.39286,4.881,1.29935,0.0,0.0,128.0,54.18865,0.0002,0.3,0.948,0.5099,9.69495,1.6486231531745295,0.005689529900784758,161.6383701961711,0.1913839443354923,23470.61837090738,0.1530718585413497,0.1165980197203347,67352.98468509837,0.010925086637471415,0.005877079549756222,87.6641329311946,2.1950589802772447,92.08088728223333,0.7613498039215687,0.25434432724850325,608.0013841394747,0.2120508176508123,0.10202245024088681,0.1502480101435039,0.14362829934477334,0.44483024691358025,33.67924706729842
41,341,47.5321,1.70663,22,3.98026,0,116,133,5,125,5,0.99583,42.53024,0.0,0.0,2.07143,4.913,1.32515,0.0,0.0,128.0,54.195,0.00022,0.29,0.974,-1.0,9.534532,1.6812352753803161,0.005683147497802309,161.41133305647176,0.19138394433549277,21957.813689725066,0.15223771711859238,0.11690383257822178,66740.44673713007,0.0109361264105976,0.005871225565730008,92.53059861708849,2.1351257934083385,92.37142938030289,0.7613498039215687,0.25436735419154094,608.0143525990641,0.2120798610410246,0.10204466713345542,0.15032498994023397,0.14404280567499017,0.4361014660493827,33.770299087336035
42,342,46.5238,1.81974,22,4.01658,0,116,133,5,125,5,0.99365,41.66042,0.0,0.0,2.17857,5.166,1.39763,0.0,0.0,128.0,54.15824,0.00019,0.29,0.944,-1.0,9.660176,1.7378958881519788,0.0056962221569349155,161.82732192326716,0.19138394433549288,20544.67702055177,0.15141836672920775,0.11717493824996882,66597.42351908595,0.010935905247706997,0.0059108416366329825,89.31300187896964,2.1747357944687056,92.60005909704424,0.7610898039215687,0.25420470293370784,607.9949167678722,0.21196159373645643,0.10198206860008832,0.1503540171458015,0.14450988740659673,0.4294463734567901,33.67623430416908
43,343,47.242,1.62699,22,3.8781,0,116,133,5,125,5,0.99653,42.26962,0.0,0.0,2.28571,4.981,1.49979,0.0,0.0,128.0,54.20246,0.00021,0.29,0.92,-1.0,9.573243,1.7296026614550364,0.0057055526009219945,161.5315003237818,0.1913839443354933,21879.074667366775,0.15066829310666785,0.11729303668144761,67148.43482739583,0.01094384699365456,0.005893824000757342,91.35378548119499,2.1690114796985234,92.33943386549534,0.7613498039215687,0.25422933896223116,608.0071021511914,0.21191372260820177,0.10193464215637683,0.15038499996314908,0.14483183551435327,0.5093557098765432,33.70791456434461
44,344,48.1713,1.43078,22,3.85792,0,115,133,5,125,5,1.00435,43.07599,0.0,0.0,2.42857,4.881,1.327,0.0,0.0,128.0,54.20457,0.00022,0.29,0.976,-1.0,9.569341,1.6919906241987699,0.005687005043125986,161.95055094560595,0.19138394433549274,23276.7204607739,0.14993089387362254,0.11742766838223848,67437.07921077154,0.010942379998849627,0.005900891322567689,86.76262475682493,2.2149255767140197,92.06520400227853,0.7613498039215687,0.2543695427499974,607.9944678009016,0.21200994565520448,0.10197211266504519,0.1504927256469286,0.1451835666535702,0.5461516203703703,33.68565481680411
