,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,tone,movement,cubrow.0.3,cubrow.0,blockiness,cubcol.0.3,cubrow.0.5,cubrow.1.0,cubcol.0,saturation,cubcol.1.0,noise,fft,uhdhdsim,cubcol.0.6,cubcol.0.5,color_fulness,contrast,staticness,blur,temporal,cubrow.0.6
14,314,75.5897,11.9809,69,17.4762,0,121,117,17,136,13,1.00735,79.0447,0.0,0.0,0.46429,4.278,10.05504,0.0,0.0,129.0,41.35841,0.0002,0.46,3.252,-1.0,0.551967,0.620126274509804,3.541570216049383,0.1876692670400048,0.3389972955924797,6.9330584252569825,0.20331686767116455,0.26836872464213757,0.22966537310228044,0.166049348271998,49.92129234031395,0.2949037952357917,0.516811992655214,68363.578099789,90.17909273880612,0.2120617788577608,0.1513375920278101,86.66446646583559,87.09593438416174,611.9592133461653,41269.073911268264,5.197425939872829,0.2398742832685768
15,315,75.539,11.922,69,18.9523,0,121,117,17,136,13,0.99281,78.92528,0.0,0.0,0.25,4.339,10.33071,0.0,0.0,129.0,41.45892,0.00023,0.47,2.852,-1.0,0.604982,0.620132588235294,5.235243055555555,0.18640418014868007,0.3378600710360955,5.120160232507886,0.20221676646009976,0.2676552123285825,0.22924790480526888,0.16478908473051573,50.149839048032405,0.2944786358412135,0.5168119926552092,68449.5328398618,90.17016388444347,0.2120156002599676,0.15133342975408454,87.4650167695562,87.87626780859145,611.7248957250783,41362.389458244295,5.231504137938485,0.2398272785348844
16,316,75.6512,11.6445,69,17.7541,0,121,117,16,136,13,1.00163,79.0477,0.0,0.0,0.21429,4.295,10.2549,0.0,0.0,129.0,41.57512,0.00037,0.47,3.424,0.23418,0.626134,0.6212725490196078,5.271122685185185,0.18644788159673803,0.33736201939125465,4.944711523433186,0.20148381945191346,0.2673649322067884,0.22894083993718073,0.16401988898366474,50.296790228949654,0.2928526562767122,0.5168119926552118,68477.69329034947,90.12348954862276,0.21219874253575124,0.15119704058719446,87.98028354341125,87.39464079623087,611.589333469198,41692.63810595057,5.171590178243807,0.239974610747475
17,317,75.7113,11.1515,69,17.8534,0,121,117,16,136,13,1.00514,79.06667,0.0,0.0,0.5,4.326,10.02005,0.0,0.0,129.0,41.66701,0.00045,0.47,2.83,-1.0,0.648171,0.6215701960784313,5.052613811728395,0.18771931991322607,0.33627782115049404,3.6854623414080887,0.20051899792457814,0.2666413263711429,0.22844551323234336,0.16275534225083652,50.34135060251494,0.29062036954325693,0.516811992655212,68432.88596425123,90.17001478147029,0.21237686318127655,0.1512331509669523,88.50677229830569,87.41467085452078,611.5058610927298,41634.61210393779,5.172305561721665,0.23972725267374442
18,318,75.6642,11.2333,69,16.4528,0,121,117,16,136,13,0.98803,79.01594,0.0,0.0,0.60714,4.294,9.59734,0.0,0.0,128.0,41.7415,0.00029,0.47,3.368,-1.0,0.727866,0.6233650980392157,4.903260030864198,0.1885197508366975,0.3363314682056502,5.300175700024328,0.20030292190259713,0.26625565138006835,0.22824683640449583,0.16177780155450655,50.44442409939236,0.28806384556133574,0.5168119926552084,68370.0761843254,90.1598635131931,0.21264844200717034,0.1514187894275767,88.85532888153011,88.84162945741912,611.4550045657637,41341.041125585834,5.206064336005422,0.23953939008787745
19,319,75.634,11.3929,69,16.9586,0,121,117,16,136,13,1.00846,78.90225,0.0,0.0,0.46429,4.292,9.66339,0.0,0.0,129.0,41.77733,0.00025,0.47,3.161,-1.0,0.748567,0.6237914705882336,4.760754243827161,0.18983819435592542,0.33658780872006283,5.031976899799593,0.20023897055450585,0.26614658003375474,0.22917709619833734,0.1610510522257171,50.49330082646123,0.28629895740572997,0.5168119926552092,68320.73496004067,90.11703783375778,0.21280797914933117,0.15157731153443565,89.02043768111952,85.60788594080405,611.4269943641465,41125.67040314115,5.141157782408686,0.23955067106385775
20,320,75.6565,10.7978,69,17.0095,0,121,117,16,136,13,1.00909,78.87203,0.0,0.0,0.60714,4.299,9.80484,0.0,0.0,128.0,41.82545,0.00025,0.47,2.802,-1.0,0.750226,0.6231856078431354,6.262683256172839,0.19158288531983805,0.3359566340448778,6.165756964467854,0.20114386088364478,0.26609610326196786,0.23064714416036483,0.15942644041360848,50.71813682273583,0.28690045673610787,0.5145943666119833,68385.83868090945,90.14027195198196,0.21299142580136599,0.15185812473312588,89.55575759041349,86.96769336298303,611.4092685187696,41109.360538049375,5.1617734943521,0.23960211862448985
21,321,75.8157,10.4313,68,17.1249,0,121,117,16,136,13,0.99511,79.01055,0.0,0.0,0.92857,4.264,9.29053,0.0,0.0,129.0,41.89543,0.0003,0.47,2.788,-1.0,0.777527,0.623916862745098,6.134018132716049,0.19269656436905616,0.335097575885373,5.755250440122812,0.20222545418073717,0.26623249838267965,0.23229190290589807,0.1594091423633913,50.84857196572386,0.28710043887428965,0.5168119926552017,68328.62398282585,90.06760080205976,0.2129591634142793,0.15238541720636478,89.8877836870937,86.8370500353134,611.4502216278343,41152.73525817605,5.0986043482657415,0.2392801226348427
22,322,75.7246,10.3892,68,16.162,0,121,117,16,136,13,0.98968,78.87775,0.0,0.0,0.53571,4.286,8.96984,0.0,0.0,128.0,41.90677,0.00022,0.46,2.752,-1.0,0.803134,0.6257147843137254,5.868682484567901,0.19371577701089146,0.33403585522091167,2.7041590927570676,0.20368503899983645,0.2662124633304126,0.23385756800914667,0.15872099516006852,50.8537612726659,0.2852614841650302,0.5145943666119817,68287.54832120411,90.07306329847165,0.21293731751669215,0.1532625002855232,90.10917946237728,86.16368172686448,611.5198691876367,40920.08823519594,5.0293991016893935,0.23881419506133753
23,323,75.8153,10.1294,68,16.7906,0,121,117,16,136,13,0.98476,78.92258,0.0,0.0,0.5,4.269,8.937,0.0,0.0,128.0,41.92012,0.0001,0.47,2.869,-1.0,0.819964,0.6258196078431373,5.802276234567901,0.19505126449981028,0.3330456502315528,5.879566558645649,0.20496991490578004,0.2659935648753047,0.2350165289667151,0.15711300843794215,50.95620143560715,0.2827980033003378,0.5145943666119812,68196.53156279982,90.07092501944231,0.21362613267132358,0.1535923683535757,90.57075278100615,86.33152414470426,611.6224265097032,40908.4682368759,5.098509856662793,0.23859248321521287
24,324,75.6696,9.85062,68,16.6209,0,121,117,16,136,13,0.97729,78.77183,0.0,0.0,0.35714,4.3,8.71427,0.0,0.0,128.0,41.84545,0.00024,0.47,2.753,0.25733,0.838333,0.6235349019607844,5.8657407407407405,0.19563788612745,0.3322629339239117,5.566521011326334,0.20596370627688998,0.2657944919005573,0.23614675914735372,0.15615464722736155,50.95915749632282,0.281814103741693,0.51459436661198,68164.49645428128,90.0742130835769,0.21442109685104102,0.15398105446217056,90.46219178061867,88.65656675120218,611.6794547101115,40561.48770093831,5.086104157812266,0.2385886621928273
25,325,75.5381,9.65794,68,16.3282,0,121,117,16,136,13,0.99087,78.64191,0.0,0.0,0.28571,4.29,8.47114,0.0,0.0,129.0,41.81919,0.00024,0.47,2.748,-1.0,0.846125,0.621653725490196,7.103298611111111,0.19568785352200121,0.3320867316486959,4.4340262202924405,0.20705353692776493,0.2653564076938025,0.23712971699198923,0.15530119535135614,51.00543269404658,0.2797233001570648,0.5145943666119809,68162.43369966505,90.06842142308444,0.21441582169832296,0.15434417978856624,90.14581411648444,87.19970026897111,611.677682289215,40380.309506800535,5.067245781454733,0.2382476401086412
26,326,75.874,9.97009,68,15.6143,0,121,117,16,137,13,0.98902,79.01411,0.0,0.0,0.53571,4.266,8.30963,0.0,0.0,129.0,41.97407,0.00035,0.48,3.076,-1.0,0.811491,0.6229447450980391,7.024112654320987,0.19630695722118746,0.332069987020964,3.8295764543599815,0.20806856465738288,0.26510359485851037,0.23789858542572564,0.1541724074838714,51.171148794668696,0.27789539507313965,0.5145943666119851,68227.41336067244,90.06545162270548,0.2147719853418967,0.15466442001895697,88.4144876180436,86.88853061608378,611.5517070954378,40863.81414095022,5.107645576826701,0.23808132425297115
27,327,75.4728,10.4356,68,16.0829,0,121,117,16,137,13,0.98729,78.54436,0.0,0.0,0.39286,4.315,8.578,0.0,0.0,129.0,41.90758,0.00025,0.49,2.975,-1.0,0.786438,0.6224772549019608,6.963011188271605,0.1969422328639133,0.3312657587236759,5.571542513758778,0.20886767764349837,0.26440916607904186,0.23860246228716256,0.1532935145624154,51.244171519338344,0.27638308276987594,0.5145943666119802,68123.64355532367,90.13516595870085,0.21496365354719651,0.15508101224582765,88.51152682436562,87.54121063032684,611.3960149030214,40375.50386701055,5.057176333855467,0.23773052905969946
28,328,75.4379,10.4864,68,16.1118,0,121,117,16,137,13,0.98574,78.49797,0.0,0.0,0.71429,4.302,8.98017,0.0,0.0,129.0,41.88627,0.00043,0.47,3.131,-1.0,0.795943,0.6222219607843138,7.109712577160494,0.19715321599684774,0.3303364625766566,4.186933358048243,0.20978259597883203,0.26363340626493176,0.23917447661015806,0.1525449880372819,51.23762361502941,0.2761074028456325,0.5145943666119809,68131.78110519193,90.11178066308977,0.21515196834888836,0.1554699509469024,88.29445645578679,86.97024310061718,611.203252809451,40458.68262671046,5.17670631995338,0.2376738341219513
29,329,75.6267,10.1925,68,15.8516,0,121,117,16,137,13,0.9778,78.70156,0.0,0.0,0.5,4.29,9.02433,0.0,0.0,129.0,41.89691,0.00039,0.48,2.779,-1.0,0.763863,0.6222113725490196,7.373215663580247,0.1968368266761278,0.3290125148606777,3.445380170037673,0.21046859001660156,0.2626091358142882,0.24017951824595993,0.15177077287106755,51.226167655285494,0.2749083635054314,0.5145943666119802,68173.59737938488,90.05340729078439,0.21496222914777396,0.1557609413921921,88.140828781826,86.92726109607516,610.9830725235128,40600.62648453937,5.2087048787228944,0.23727395667727053
30,330,75.4249,9.81045,68,15.9562,0,121,117,16,137,12,0.98255,78.44747,0.0,0.0,0.21429,4.291,8.77266,0.0,0.0,128.0,41.69895,0.00041,0.47,2.983,-1.0,0.777823,0.6191831372549019,8.393373842592593,0.19713197788532869,0.32775949796740544,5.889709841386265,0.210844472154428,0.2615580354481797,0.24136157619951384,0.15078995689183486,51.29751812970197,0.2738856721003244,0.5145943666119789,68189.05605297949,90.07591834193241,0.2149503023946502,0.1557927445054821,87.56319876971861,86.59402388678171,610.754343392445,40200.63535039124,5.184319718405109,0.23716857324219623
31,331,75.2,9.81853,67,16.0222,0,121,118,16,137,12,1.01231,78.20013,0.0,0.0,0.14286,4.266,8.44663,0.0,0.0,127.0,41.33196,0.00042,0.47,2.846,-1.0,0.74104,0.6121498039215687,8.518132716049383,0.19724339963821214,0.3266488681501103,6.455593014508734,0.21059483346515867,0.2604944368728525,0.24202256890774113,0.14999471737413672,51.389871856312695,0.27412368999285985,0.5145943666119749,68031.79032471712,90.1168372182442,0.21491001616777428,0.15589702378574286,86.41321841173215,88.24429624193492,610.5752261934624,39676.284833958096,5.199709836297333,0.23664657502005856
32,332,75.2222,9.9851,67,15.2462,0,121,117,16,137,12,1.01642,78.26455,0.0,0.0,0.46429,4.292,8.4505,0.0,0.0,127.0,41.31505,0.0003,0.46,2.756,0.28292,0.753021,0.6119164705882353,8.410976080246913,0.19746161160579356,0.32556804740244205,6.961677222957173,0.21007132057499167,0.2598140951161125,0.24269585272862948,0.14953863803028158,51.4253436430001,0.2735210441921843,0.5129709516761455,68058.84311689888,90.12325899165553,0.2152189545878792,0.15629171605231823,86.37847788636665,85.40431720578749,610.3656733580245,39634.8465241713,5.091325147413711,0.23653109007532053
33,333,75.2165,10.3545,67,15.457,0,121,117,16,137,12,0.99782,78.19921,0.0,0.0,0.35714,4.279,8.59661,0.0,0.0,127.0,41.31756,0.00045,0.47,2.755,-1.0,0.736248,0.6114223529411764,8.352864583333334,0.1980047967631664,0.3243706043678318,7.547347023101806,0.20964002981761007,0.2596415474653772,0.24290568247160038,0.1488383705685455,51.46038535789207,0.2713093494977469,0.5145943666119753,67980.497682321,90.10214757559021,0.21573379718239025,0.15697012473235109,86.38774339507056,85.48142570370369,610.1347012546631,39666.54270546384,5.099137340172387,0.2359397143204618
34,334,75.2649,10.1968,67,15.6996,0,121,117,16,137,12,1.0047,78.24873,0.0,0.0,0.32143,4.286,8.91576,0.0,0.0,127.0,41.314,0.00056,0.47,3.151,-1.0,0.727532,0.6113517647058824,8.441792052469136,0.19874611822453692,0.3229370426987675,5.355085537740872,0.2100854727198977,0.2594632373739505,0.2433495941881971,0.14921895755198256,51.41798532744984,0.2696245261987256,0.5145943666119778,68047.39779926748,90.09263363256288,0.21622641542103138,0.1579876775678036,86.15871540037432,87.0261644429841,609.8776970571108,39721.31287181312,5.162460220778597,0.2359395256828541
35,335,75.2984,10.1398,67,15.393,0,121,117,16,137,12,1.01157,78.25592,0.0,0.0,0.17857,4.277,8.77749,0.0,0.0,127.0,41.28846,0.00042,0.48,2.974,-1.0,0.742361,0.6102311568627444,9.069492669753087,0.19948703238331816,0.321309063630789,7.901098722017594,0.21054913434965208,0.2593898258663772,0.24389398058646106,0.14854409590712933,51.399053879726075,0.26916849777130947,0.5129709516761451,68079.12657672346,90.09729889978092,0.21699837576601405,0.15908521541077741,86.05412145773508,86.06308717837913,609.5925975942461,39690.130678448295,5.162037265404413,0.23543241854125918
36,336,75.1646,10.3992,67,15.2285,0,121,117,16,137,12,1.00293,78.13055,0.0,0.0,0.17857,4.283,8.72441,0.0,0.0,127.0,41.26008,0.00065,0.47,3.372,-1.0,0.730883,0.6092854901960785,9.231626157407407,0.20032633027758082,0.3200189541223007,6.2299354148581285,0.2105811367261195,0.25943056763610794,0.24464547877971224,0.14781459231686925,51.50962264449508,0.2689891434233055,0.5123767405687488,68139.04114816648,90.13780788299687,0.21782711405320995,0.16015543691501335,86.14266148006475,87.69183293342999,609.287076158576,39780.60038238126,5.1953286253578765,0.23529106519144735
37,337,75.1376,10.7162,67,15.7893,0,121,117,16,137,12,1.01624,78.06595,0.0,0.0,0.28571,4.297,8.95065,0.0,0.0,127.0,41.25679,0.00087,0.46,2.974,-1.0,0.705978,0.6100937254901961,9.348910108024691,0.20060259249725884,0.3185267242826184,6.127370626152456,0.21106576164358748,0.2594887326884189,0.24508090081655995,0.14714646135920048,51.4325457914376,0.2681385582203761,0.5123767405687458,67986.62728156419,90.17831570254171,0.21859538570285386,0.16110053854498543,85.8992090811781,88.35024025279483,608.9477748358566,39383.59078885915,5.248656209684422,0.23517915771993525
38,338,75.0875,10.5571,67,16.2782,0,121,117,16,137,12,1.02525,78.012,0.0,0.0,0.14286,4.295,9.22757,0.0,0.0,127.0,41.2542,0.00047,0.46,2.998,-1.0,0.698815,0.610378431372549,9.407455632716049,0.20085355549571626,0.3167126739878509,5.273073171233142,0.21159270785033954,0.2593499701222072,0.24579443836914355,0.14655262590452647,51.39665127977913,0.2673289996243045,0.5123767405687449,67951.94432419403,90.17768694875033,0.21889018881288005,0.16193108991207653,85.88387972485762,85.65995014511128,608.5603656199004,39413.05936647347,5.316302439728052,0.23498308279189364
39,339,74.9801,10.2424,67,15.8099,0,121,117,16,137,12,1.01405,77.95309,0.0,0.0,0.53571,4.32,9.09052,0.0,0.0,127.0,41.24742,0.00019,0.46,3.338,-1.0,0.701366,0.6106577254901959,9.724488811728396,0.2007106770959829,0.31489460264606545,5.800786842453461,0.21141917978480776,0.25897509078966197,0.2461813848800938,0.1459463029783428,51.41104182490596,0.266738892416499,0.5101591145255157,67986.45415716094,90.20560944694859,0.21914426428824915,0.16264917618752348,85.8631258769326,85.88839980227011,608.1579892923434,39204.39917115676,5.259801241350117,0.23479097321976922
40,340,75.0333,10.4531,67,15.0778,0,121,117,16,137,12,1.00271,77.97091,0.0,0.0,0.5,4.287,8.8183,0.0,0.0,127.0,41.23274,0.00024,0.46,2.905,0.27521,0.677874,0.6103701960784313,10.317997685185185,0.20056270173428056,0.31348052580970953,4.763305007189078,0.21123449212535808,0.258569517541728,0.24680062099213146,0.14534295899009228,51.35157625174816,0.26699976861087743,0.5123767405687486,67995.05134611469,90.16425076412604,0.21959492347658732,0.16343341613164608,85.80169499857763,89.56493871589109,607.7090215426941,39177.727810665274,5.182186141831509,0.23477472046187423
41,341,74.7356,11.0282,66,15.8085,0,121,117,16,137,12,0.98833,77.70187,0.0,0.0,0.92857,4.322,9.00006,0.0,0.0,127.0,41.23296,0.00035,0.46,2.783,-1.0,0.672861,0.6108462745098039,10.452256944444445,0.20028108284979468,0.3125147279527302,5.69340414544406,0.21092492534171617,0.25789697295958136,0.24745502998648783,0.1449282431172999,51.456197102864586,0.2682652029587387,0.5123767405687466,68055.5814631234,90.22920025967514,0.2197863187379525,0.16379382919108718,85.66961888531814,85.60841548593044,607.2551515131582,38903.36195050834,5.263455759445101,0.234690444601046
42,342,74.4638,11.0739,66,17.0877,0,121,117,16,137,12,0.99807,77.44635,0.0,0.0,0.57143,4.291,9.49608,0.0,0.0,127.0,41.2166,0.00025,0.46,3.358,-1.0,0.70119,0.6099027450980391,10.619309413580247,0.19992546120463275,0.31161516339925444,7.734129330434334,0.2103370135424555,0.2573292318736363,0.24788235924954402,0.14454133144324133,51.42865837944879,0.2695394835618789,0.5123767405687479,68086.49303060045,90.24084954009331,0.22010260585375935,0.16370343906044293,85.50557108712432,86.48319285921589,606.7801638592578,38545.51615326359,5.363138814267334,0.23446003962362086
43,343,74.4757,10.7697,66,16.9593,0,121,117,16,137,12,1.01548,77.47004,0.0,0.0,0.32143,4.325,9.53913,0.0,0.0,127.0,41.20648,0.00053,0.47,2.749,-1.0,0.677959,0.6100807843137255,10.901331018518519,0.19967980078846426,0.31062786925196606,6.501654598460825,0.2100054830005223,0.2568151717253469,0.247923115411562,0.14427694951198924,51.44561108247734,0.26901757484430294,0.512376740568747,67880.1812125035,90.2413816021823,0.21977741570829237,0.1632779211369421,85.4887952615805,87.63276625778383,606.2889210578102,38606.75827703323,5.371276643678094,0.23426782826711662
44,344,74.6669,10.9393,66,16.0543,0,121,117,16,137,12,1.01589,77.61587,0.0,0.0,0.71429,4.293,9.27391,0.0,0.0,127.0,41.18995,0.00037,0.47,3.194,-1.0,0.650878,0.6093803921568628,11.023341049382717,0.19935861043822967,0.3096198249867825,5.1764160236246735,0.20977024790520257,0.25650479892376193,0.2482953669410054,0.14395362636370032,51.3803315339265,0.2680187943129407,0.5123767405687518,67881.89771083975,90.14812221280572,0.2198894911084247,0.16300458665690432,85.32380015549438,87.55383398694994,605.7716478985121,38627.34000447735,5.301750774818841,0.23410280355724336
