,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.6,cubcol.0.5,cubrow.1.0,uhdhdsim,tone,staticness,cubcol.0,noise,cubcol.1.0,saturation,blockiness,movement,cubcol.0.6,cubcol.0.3,color_fulness,contrast,cubrow.0,fft,temporal,blur,cubrow.0.5,cubrow.0.3
10,210,71.134,18.3595,54,21.4628,0,133,125,4,129,4,0.99559,73.44958,0.0,0.0,5.92857,8.42,15.93389,0.0,0.0,130.0,64.95141,0.0,0.33,2.839,-1.0,0.878534,0.24345543183367652,0.16862564166192345,0.17199702149303503,95.21614622797688,0.4973913768581338,316.4446762838234,0.20496400818398808,0.34198063445076504,0.20863066600486482,16.222353711540315,1.7993795453148758,10.901041666666666,0.1689575715139196,0.16605506430192296,101.74598992931527,92.41220593341677,0.15880375827439877,64741.37023332871,6.212976813888629,45313.81805111643,0.23822137779242442,0.20568046476836632
11,211,71.0668,18.5506,54,21.2337,0,133,125,4,129,4,1.00386,73.38873,0.0,0.0,6.25,8.455,15.86285,0.0,0.0,129.0,64.90852,0.0,0.32,2.386,-1.0,0.832501,0.24187796325094182,0.167242596217183,0.17137544968203994,95.20885071534292,0.4973235059930794,315.166267787462,0.20355007551412102,0.3458216754298235,0.20811940707033202,16.243534982940297,1.6324618057799687,12.604841820987655,0.16974079081795984,0.16411714472704905,102.15284131292097,92.46567701371637,0.1573301507280835,64778.807652198324,6.212406356159705,45164.98451208636,0.24118407454407273,0.20719844874872628
12,212,70.9471,18.2948,54,21.7121,0,133,125,4,129,5,1.00285,73.30779,0.0,0.0,5.60714,8.465,16.01525,0.0,0.0,128.0,64.84868,0.0,0.32,2.25,-1.0,0.844645,0.23997366532563885,0.1666973710485934,0.17096194599147435,95.21016503377494,0.5196742733902361,313.9033808795538,0.20212793092366763,0.34966271640888685,0.2068628180213717,16.252159024462287,1.586033085461693,12.074845679012345,0.16918786215172088,0.16240866352081404,102.53428130886351,89.83861386348619,0.1593272576458019,64734.903482766495,6.240729686116431,44908.4735772069,0.24161391180845296,0.20936227398931015
13,213,70.9895,18.9713,54,20.3599,0,133,125,4,129,5,1.00243,73.3461,0.0,0.0,5.32143,8.424,15.79685,0.0,0.0,130.0,64.81617,2e-05,0.33,2.62,-1.0,0.824667,0.2376791575809567,0.16568516302305744,0.171103380041103,95.22331778315687,0.5201819607843153,312.6120571526868,0.20089699230081923,0.34582167542982895,0.2059433032100419,16.235677460093555,1.8993249259809908,10.491898148148149,0.16980006850491736,0.16118278769185573,104.8352260020314,89.83573792834972,0.15948219865278504,64732.96877014332,6.213174354396275,45055.61450857909,0.24062478628565803,0.21015360674501207
14,214,70.8676,19.2667,54,22.5557,0,133,125,4,129,5,1.00247,73.24072,0.0,0.0,4.96429,8.477,16.38246,0.0,0.0,129.0,64.77517,0.0,0.32,2.814,-1.0,0.839658,0.23568949510079623,0.16506880043549196,0.17153606413673755,95.21049620654678,0.5290676624375256,311.33431817974355,0.20028096100596432,0.3458216754298285,0.20501557582538793,16.21043527862172,1.3505950294106726,10.37109375,0.16997303612293096,0.15915108208003514,103.73956145793446,89.87165742015281,0.1592596464665087,64697.006429637695,6.2724845812087935,44853.249281548575,0.23952212802487086,0.21004405045420202
15,215,70.7216,19.1667,54,22.3903,0,133,125,4,129,5,1.00339,73.13206,0.0,0.0,4.64286,8.481,16.64088,0.0,0.0,131.0,64.7079,0.0,0.33,2.575,-1.0,0.820016,0.23434213848383656,0.16462768882889464,0.1714196749949525,95.22592598083448,0.5295743221468682,310.0641068598972,0.20085449596870364,0.3480393014730547,0.20423768535324788,16.2786405586902,1.5529051289742295,11.581838348765432,0.16967290919141892,0.1580085072160646,105.0334750371208,92.0479005907486,0.15846188868508812,64756.782534222264,6.288576485930103,44564.879747602274,0.23970324863506895,0.21107647924560702
16,216,71.0004,19.4421,54,22.6624,0,133,125,4,129,5,1.00553,73.36089,0.0,0.0,4.92857,8.475,16.55586,0.0,0.0,129.0,64.65451,0.0,0.33,2.489,0.38722,0.820421,0.2330854184257584,0.16421418258933274,0.1719112957269321,95.21270398355196,0.5248473019577099,308.8255433085229,0.2022132927505556,0.3518803424521078,0.20439256121370103,16.258287217881946,1.3994289601198093,13.601417824074074,0.17014622505967517,0.1575638156716977,105.30624898251816,91.9429980470931,0.15642421872327147,64875.29476432102,6.278041415309848,45072.00103079986,0.24092757676267104,0.21234158986183435
17,217,70.8548,19.0605,54,22.5122,0,133,125,4,129,5,1.00404,73.23121,0.0,0.0,4.85714,8.435,16.79612,0.0,0.0,129.0,64.58586,0.0,0.32,2.486,-1.0,0.824894,0.23205908544105494,0.16427530902498746,0.17229619022120488,95.21649568285702,0.5342294656116883,307.56116764445,0.20073269344164654,0.3480393014730511,0.20452266678047112,16.28320500880112,1.512611136467581,13.57445987654321,0.16979470073271127,0.15825931388142983,105.92422441897943,92.12649809771084,0.15389011412334283,64754.04003473095,6.302601320412372,44880.87286977894,0.242292989397979,0.21246957937082006
18,218,70.901,19.1265,54,22.8821,0,133,125,4,129,5,0.99454,73.29327,0.0,0.0,6.89286,8.438,16.46221,0.0,0.0,129.0,64.55112,0.0,0.33,2.407,-1.0,0.814266,0.23152681310082016,0.1642586385683394,0.1722024451673434,95.21241863333655,0.5604612608688969,306.33309273098155,0.19949662957196548,0.35188034245211686,0.20548549952003928,16.31410688235436,1.3856356964878263,13.272231867283951,0.1698329922641652,0.15931159558438443,106.31390997028859,88.53319414231505,0.1506646928358331,64809.866809770865,6.274118715064305,45003.57454297404,0.2433213352652048,0.21152343958955427
19,219,70.9011,19.2638,54,21.4823,0,133,125,4,129,5,0.99029,73.28828,0.0,0.0,5.75,8.479,16.51632,0.0,0.0,127.0,64.47535,0.0,0.33,2.213,-1.0,0.789283,0.23076139885099475,0.16412187602632244,0.17280981783183308,95.21104577032453,0.560061063787777,305.12738049143246,0.19899918261226418,0.35188034245211747,0.20604741024014442,16.300365683473185,1.276163322920425,13.141155478395062,0.17014131819394018,0.16078008329553664,106.23021111742125,91.90955057704711,0.14801867635076826,64786.13682535071,6.290512870965606,45044.32673498059,0.24432975584157735,0.21022961357739275
20,220,70.935,19.0654,54,21.9299,0,133,125,4,129,5,0.99846,73.31151,0.0,0.0,3.53571,8.448,16.63914,0.0,0.0,128.0,64.39927,0.0,0.33,2.654,-1.0,0.777337,0.2297969680916881,0.16435598099517432,0.17384452460915512,95.21233207881937,0.5778396678535959,303.89492003575316,0.1995460205701104,0.35188034245211725,0.2065980652928799,16.31849557382089,1.287615047872116,15.066261574074074,0.16961617889562985,0.16152049419599207,106.52942165417642,91.33774024936979,0.14561009428333316,64893.4730576861,6.300620876633505,45121.11310728666,0.24500378514710547,0.20934092607181612
21,221,70.8163,19.1869,54,21.377,0,133,125,4,129,5,1.00345,73.21806,0.0,0.0,6.39286,8.465,16.46563,0.0,0.0,129.0,64.32516,0.0,0.33,2.54,-1.0,0.789104,0.22898000514043212,0.16479309230863565,0.17564746674572715,95.21304144055684,0.5776190182083825,302.70064899865287,0.20036206443010315,0.35188034245211686,0.206856018865847,16.317782178337193,1.5255220291734488,15.62205825617284,0.1699115533980655,0.1610461502561429,108.2657841503424,91.43176992773913,0.14380790739437904,64905.24070486529,6.295774760535112,44868.67932557203,0.24551725885444706,0.2080302380747974
22,222,70.8678,18.8003,55,21.3249,0,133,125,4,129,5,1.00865,73.27289,0.0,0.0,6.42857,8.451,16.56889,0.0,0.0,128.0,64.28561,0.0,0.33,2.369,-1.0,0.741334,0.22833291911553047,0.16518540824120104,0.17685278105484728,95.20676861784483,0.5868643419238766,301.5126717171782,0.20161847982252296,0.3518803424521188,0.2062426094119038,16.37232161156925,1.2219432255872162,15.705343364197532,0.16942817080439534,0.15993793946359275,108.05577078593717,91.75259253193263,0.1422583289944783,64890.39736067573,6.310762643919588,45016.71369754498,0.24539299238171453,0.20612224943710505
23,223,70.8204,18.6851,55,21.4207,0,132,125,4,129,5,1.00552,73.22741,0.0,0.0,6.96429,8.436,16.23497,0.0,0.0,128.0,64.19311,0.0,0.33,2.622,-1.0,0.727909,0.22736964743368537,0.16557162161653796,0.178005616532926,95.22946306423924,0.5907682142745105,300.32892538277724,0.20205795623840414,0.35188034245211747,0.20565804278110394,16.249191095799574,1.7872051121317094,15.535976080246913,0.1690945914471356,0.15910192275227758,108.31145138597668,92.6463899715683,0.14076733592168406,64888.252442659155,6.276089221043136,44910.70182414932,0.24508667579160168,0.2043397908187337
24,224,70.8353,18.4301,54,21.876,0,132,125,4,129,5,0.99883,73.24489,0.0,0.0,6.42857,8.468,16.13671,0.0,0.0,129.0,64.15466,0.0,0.33,2.45,0.37449,0.722855,0.22634597332066603,0.16586018212475861,0.17834534002854888,95.22521454843817,0.5987635021361025,299.17988177348553,0.20149107241840158,0.3518803424521184,0.20478058856482562,16.328443927529417,1.364217117490585,16.038532021604937,0.16914523257776246,0.1580971194381106,108.58419990097144,91.7124792077838,0.13872003553538587,64745.62877788061,6.277127073679926,44933.31529845663,0.24506868309928537,0.20253694114856063
25,225,70.7108,18.416,54,21.7121,0,132,125,4,129,5,0.99787,73.13547,0.0,0.0,5.82143,8.415,15.9148,0.0,0.0,128.0,64.09031,0.0,0.33,2.498,-1.0,0.695162,0.22529802996807674,0.1663867292860423,0.17859523671500968,95.22981863875773,0.6178102504698204,298.0361193887479,0.20070175373025465,0.35188034245212574,0.20449113371177977,16.357231045946662,1.0460637617766464,17.016010802469136,0.16861060870835795,0.15769943334995873,109.4171836530781,91.79186733419465,0.13700227051369074,64727.28153032259,6.241842181143353,44668.45859133873,0.24531815341764238,0.20044423968120326
26,226,70.793,18.6826,54,21.7675,0,132,125,4,129,5,1.00082,73.20476,0.0,0.0,5.92857,8.461,15.89766,0.0,0.0,129.0,64.02992,0.0,0.33,2.579,-1.0,0.701547,0.22439787423361282,0.16653872073875475,0.17902196198532358,95.23354405026326,0.6346366415483286,296.9200692268713,0.19999585275734372,0.35188034245212,0.2040430274806665,16.358692498854648,1.1871416269201358,17.169801311728396,0.16858742199755208,0.15759512601627934,109.81407284114778,92.9057717893674,0.1354607652339466,64809.47753114962,6.246127156568181,44793.06669345821,0.2461220094721505,0.19841976272134845
27,227,70.5306,18.8198,54,21.9864,0,132,125,4,129,5,1.00049,72.9513,0.0,0.0,6.89286,8.472,16.13515,0.0,0.0,130.0,63.92953,0.0,0.33,2.587,-1.0,0.701445,0.2237574622302895,0.16726993086641181,0.17975908304183066,95.25317934143798,0.6429337473033461,295.81321193792195,0.19889928643667482,0.35188034245212113,0.20391757121952345,16.348522421754435,1.6385127473171393,17.096595293209877,0.1684634524001254,0.15747998620182976,110.55700872965086,89.58299887969874,0.13386949817511615,64790.460626177635,6.267477325279362,44372.23886363748,0.24696297706968232,0.19677686241747683
28,228,70.666,18.3659,54,21.7454,0,132,125,4,129,5,0.99853,73.07016,0.0,0.0,6.0,8.453,16.24712,0.0,0.0,131.0,63.8879,0.0,0.33,2.514,-1.0,0.696801,0.2228925234060376,0.16739691089001313,0.18035419057784005,95.22443379443718,0.6701463591049589,294.7202229362899,0.1974560316129541,0.35188034245212213,0.2038000672040685,16.338385311173802,1.557201409310117,17.129243827160494,0.16792960296141046,0.15735064720979522,110.54160249776007,89.68644245940834,0.13223547871322858,64784.26102256559,6.2833020571601,44633.92231069901,0.24796128031783038,0.19567884126296103
29,229,70.5242,18.9302,54,22.3172,0,132,125,4,129,5,0.99277,72.93942,0.0,0.0,4.75,8.461,15.8576,0.0,0.0,129.0,63.79572,0.0,0.33,2.288,-1.0,0.67575,0.22160110500799596,0.1676287482942987,0.180870005810095,95.24051248270177,0.6834016099577098,293.6284678127639,0.19603809559000943,0.3518803424521204,0.2034445001153042,16.347825038580247,1.6484381971593585,17.655719521604937,0.16794647359624207,0.15720572557120066,111.79517975237823,92.95886307681255,0.13053998657398974,64657.52607579135,6.249148064364437,44361.79193624967,0.2490516047001964,0.19507923825215087
30,230,70.6732,18.7622,54,22.6215,0,132,125,4,129,5,0.99426,73.0696,0.0,0.0,7.25,8.452,16.34279,0.0,0.0,129.0,63.74805,1e-05,0.33,2.195,-1.0,0.699949,0.2209150019537628,0.16799405596294203,0.18095498632610754,95.23916800460515,0.7595860828419845,292.5381221371607,0.19419490039089313,0.3540979684953429,0.20337757277160337,16.33368145978009,1.1647456296608798,18.23292824074074,0.16775009399909505,0.15676660348624674,111.46374984478051,92.90193790749463,0.12893236832982688,64627.92177967045,6.2924952825910045,44716.399753074744,0.24990989258221905,0.1947838405380596
31,231,70.5593,19.1283,54,21.9912,0,132,125,4,129,5,1.00024,72.93442,0.0,0.0,7.82143,8.46,16.19727,0.0,0.0,132.0,63.6468,0.0,0.33,2.306,-1.0,0.686478,0.2206942044920863,0.1682506539309296,0.18103371016382186,95.25163013274123,0.7724216340484433,291.4686953250853,0.19314355048182186,0.35188034245211924,0.2030443067940968,16.29657076611931,1.0649297863510934,18.423418209876544,0.16750224022995802,0.15662334012303503,113.02684002709313,92.93522479292683,0.12738267545385001,64548.85667137268,6.286655127868815,44502.698902944336,0.2507169754512971,0.19450909230796667
32,232,70.5873,19.2174,54,22.2187,0,132,125,4,129,5,1.00576,72.92034,0.0,0.0,6.28571,8.461,16.51563,0.0,0.0,132.0,63.58959,0.0,0.33,2.47,0.36111,0.680468,0.22038538200928268,0.1686819615584598,0.18126817114224736,95.23969060768232,0.7966070588235296,290.4021205753203,0.192649818186095,0.354097968495345,0.20314913051754546,16.3318980652609,1.2756145216835486,18.479118441358025,0.16737909258505287,0.15645270289060798,113.51408872102587,92.22834076643171,0.1259294965959837,64527.14499688041,6.312947846029401,44506.31263426647,0.2510847165796938,0.19426452124701632
33,233,70.5727,18.727,54,21.5496,0,132,125,4,129,5,1.00092,72.89877,0.0,0.0,5.96429,8.448,16.59227,0.0,0.0,130.0,63.49649,0.0,0.33,2.342,-1.0,0.666111,0.2196459878971032,0.1690270039643239,0.1813342166878327,95.24323669564166,0.7960415686274511,289.3431366205269,0.19190460650546545,0.354097968495346,0.2027907027445647,16.34529697747878,1.9095754506714866,18.709635416666668,0.16714841847293554,0.1563218751003091,113.5607097541481,92.09490846244286,0.12447628607414155,64609.638802356196,6.306796332279318,44597.46537258078,0.25152147249562484,0.19464550411348347
34,234,70.5991,18.7329,54,20.616,0,132,125,4,129,5,1.00234,72.98302,0.0,0.0,5.89286,8.429,16.16754,0.0,0.0,130.0,63.45085,0.0,0.33,2.235,-1.0,0.645144,0.21904116776086877,0.16947042292606454,0.1814835571184891,95.23214245945505,0.7962149019607844,288.300724842247,0.1908160865299683,0.35188034245212446,0.2030298003773031,16.369264013973282,1.3760264520077239,19.001350308641975,0.1672446246424177,0.1562623013202235,113.89790057914728,92.0635578846092,0.12301390557499073,64617.65202840765,6.2791304287787515,44613.001527747605,0.2520811862915535,0.19508306348782442
35,235,70.5317,18.4417,54,21.5487,0,132,125,4,129,5,1.00287,72.88632,0.0,0.0,5.25,8.44,16.1742,0.0,0.0,130.0,63.34862,0.0,0.33,2.299,-1.0,0.674582,0.2185347574641269,0.16984759401425606,0.1815247622940605,95.24104017277944,0.7957658823529412,287.25833966053415,0.1900804963571719,0.3540979684953436,0.20321809828319432,16.328893402476368,1.395781839254645,19.272858796296298,0.16715476330608517,0.15621616305128772,114.25646841069211,89.76749772373276,0.1216412819517662,64717.988872779366,6.2751784759347995,44483.145882500685,0.2528920370302186,0.19541068436347675
36,236,70.6338,19.1941,54,20.762,0,132,125,4,129,5,1.00148,72.93694,0.0,0.0,5.0,8.411,15.92225,0.0,0.0,129.0,63.2783,0.0,0.33,2.199,-1.0,0.656638,0.21777991782457018,0.17019226238471655,0.1818385322991659,95.25244080552156,0.7946419607843138,286.23158859430293,0.18999897085619044,0.3518803424521247,0.20338781046047794,16.331263789424188,1.5581932358930866,19.238377700617285,0.1671423345694992,0.15598680756326988,115.02385238484342,89.93038880854985,0.12035412768420903,64826.417322123765,6.241297336153086,44680.30849518861,0.2537721815368642,0.19552373172031293
37,237,70.6195,19.3702,54,21.8517,0,132,125,4,129,5,1.00188,72.89613,0.0,0.0,6.60714,8.403,16.57373,0.0,0.0,129.0,63.22945,0.0,0.33,2.284,-1.0,0.612503,0.21732323342718118,0.1702764252854397,0.1826762419425814,95.24046119927702,0.7937937254901961,285.2280522409161,0.18973779770340402,0.3540979684953473,0.20378463007064815,16.296007132824556,1.7639905606733202,19.188271604938272,0.16699285845460418,0.15575433016157486,115.71202772375028,89.75365749378423,0.11919759795694589,64893.82069481535,6.296105163731582,44665.35425320034,0.25465101164760207,0.1955083375055469
38,238,70.5898,18.8378,54,22.5752,0,132,125,4,129,4,1.00275,72.91005,0.0,0.0,7.07143,8.403,16.72565,0.0,0.0,129.0,63.15782,0.0,0.33,2.449,-1.0,0.627798,0.21775330364042658,0.17033775813033938,0.1838316719679156,95.24498123842505,0.7939137254901961,284.21808350736757,0.1899915834468611,0.3540979684953471,0.20417717508039268,16.316450330946182,1.3228267250560106,19.283371913580247,0.16660668573612153,0.15588052345306871,115.7760447084282,90.83155133227805,0.11818441015377833,64925.67777907091,6.310185461162734,44609.4656861248,0.25519331004908546,0.19568655601049834
39,239,70.4804,18.8179,54,21.4181,0,132,125,4,129,4,1.00184,72.79456,0.0,0.0,6.78571,8.44,16.26767,0.0,0.0,129.0,63.08084,0.0,0.33,2.545,-1.0,0.628638,0.21838483892710644,0.17012774852669116,0.18502046639091435,95.26422104650094,0.7935862745098039,283.2307926494491,0.19006088289407,0.35409796849534986,0.20508286063747388,16.297599509910302,1.2581002403979191,19.511381172839506,0.1663306685972493,0.15599988441353943,116.71769302911311,90.22786131303941,0.11725078865773092,64969.74081265413,6.270775090989115,44471.68244986979,0.25535095343539904,0.19614804675535724
40,240,70.4231,18.7339,54,21.9472,0,132,125,4,129,5,0.99946,72.71155,0.0,0.0,7.21429,8.451,16.24947,0.0,0.0,128.0,63.0196,0.0,0.33,2.281,0.36214,0.623495,0.21894428053100018,0.170065028003844,0.18560158565905047,95.27708226207133,0.7929490196078431,282.25425882822327,0.19008735958775425,0.3540979684953456,0.20588717419046465,16.31219388231819,1.8778436538420824,19.716483410493826,0.1660266448888803,0.15595990655452135,116.64235416694152,91.39252612087857,0.1163451298890336,64929.26872517279,6.271086547941238,44340.780016242876,0.2552883035154927,0.19623849594001355
41,241,70.2823,18.8114,53,22.0104,0,132,125,4,129,4,1.00012,72.55948,0.0,0.0,8.10714,8.425,16.17799,0.0,0.0,128.0,62.91881,0.0,0.34,2.092,-1.0,0.563303,0.21958821096493128,0.16983042275342855,0.18549695271295297,95.28788532882515,0.7924772549019607,281.28879913970206,0.18997387123690818,0.354097968495348,0.20688441436864102,16.23681414568866,1.5545012649632892,19.767168209876544,0.16568152696844876,0.15577416567071858,117.17645483877752,92.43877179245739,0.11536616104965142,64950.46253432464,6.257661713316944,44066.93841697149,0.2554257054341798,0.19590422928284743
42,242,70.141,18.9348,53,22.1334,0,131,125,4,128,5,1.00069,72.397,0.0,0.0,6.60714,8.485,16.2426,0.0,0.0,128.0,62.86496,0.0,0.33,2.006,-1.0,0.600416,0.22007739197532528,0.17004567090330938,0.18522118370175367,95.30010290744599,0.792138431372549,280.3277398765833,0.19002059221486833,0.3540979684953496,0.20771867907143507,16.26376192069348,1.5159447383493052,19.819444444444443,0.16544009481478386,0.15532120639073607,118.25121729989863,93.01007441635835,0.11444212166838809,64983.93407747129,6.2587159133690715,43767.01997727046,0.25574280941579774,0.19550224270970692
43,243,70.1868,18.6932,53,22.4093,0,131,125,4,129,5,1.00079,72.43,0.0,0.0,4.82143,8.46,16.35021,0.0,0.0,129.0,62.78588,0.0,0.34,2.176,-1.0,0.575991,0.22026225535075888,0.17019164598409295,0.18441886696031864,95.29953545945035,0.7914819607843137,279.3698410904788,0.19057430331101236,0.35409796849534997,0.20843548036254297,16.260006939923322,1.5951480229240684,20.029128086419753,0.16493559469660876,0.1548991042007572,118.12321299645136,90.45611129226927,0.11361890818796816,64991.059250676204,6.274858217271697,43785.08679522877,0.25617081158121957,0.19538041079916335
44,244,70.1967,18.807,53,21.9677,0,131,125,4,129,5,1.00472,72.39877,0.0,0.0,4.35714,8.44,16.14314,0.0,0.0,130.0,62.73998,0.0,0.34,2.335,-1.0,0.602076,0.22032978609870557,0.17040462879906182,0.1838204624859626,95.30273237166234,0.7919117647058824,278.43239868654246,0.19052659717943593,0.3540979684953484,0.20886402021645742,16.2763513635706,1.8805687077178181,20.063994984567902,0.16459278240819508,0.15485763620633722,118.49144713110066,89.65793666876591,0.11278491546657882,64949.325527441775,6.256012668524965,43869.93645378187,0.2565193781663636,0.1953836857933733
