,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,fft,blur,cubrow.1.0,uhdhdsim,staticness,cubcol.1.0,cubcol.0.5,cubcol.0,saturation,cubcol.0.6,contrast,color_fulness,cubrow.0.5,blockiness,cubrow.0.6,tone,noise,cubrow.0,temporal,movement,cubrow.0.3,cubcol.0.3
10,110,55.8114,17.177,32,22.9604,0,114,122,6,132,7,1.01346,53.68671,0.0,0.0,3.78571,4.512,14.19827,0.0,0.0,125.0,41.95203,0.00011,0.31,2.021,-1.0,1.483117,65643.39432399064,20936.222004924955,0.1396643892986455,94.14568409473438,516.1646237099201,0.13356203713549888,0.0767311679584989,0.1556158757148264,33.04852407949942,0.11330473626817554,89.29084380537336,107.44644965534643,0.15432492409832285,3.4190747266658557,0.1600948346743289,0.6498125490196078,0.3104988771244992,0.10462967835464784,5.346451468621702,8.436390817901234,0.1878011181172896,0.17804310296315928
11,111,56.2048,17.0407,33,22.9563,0,115,122,6,132,7,1.01002,54.03139,0.0,0.0,3.28571,4.481,14.74584,0.0,0.0,125.0,42.32831,8e-05,0.31,2.041,-1.0,1.461053,65868.61612259556,21665.59988717415,0.139216146665756,94.07900487752639,510.79777233602204,0.13350022078976106,0.07420391208215046,0.15489946453742462,33.08328002176167,0.11115536751094117,88.12766361595327,106.65919234790874,0.15561033632805898,4.26266736472478,0.16159403715151155,0.6542541176470589,0.31493412921095526,0.10401188875627537,5.389130656327334,9.582899305555555,0.18681553482366545,0.18272328314191738
12,112,56.4458,16.7188,33,23.8678,0,115,122,6,132,7,1.01073,54.23446,0.0,0.0,3.14286,4.478,14.6278,0.0,0.0,125.0,42.57274,9e-05,0.31,2.266,-1.0,1.43276,66105.64152043642,22153.5598393888,0.1367941443452109,94.0578432421073,505.694271429705,0.13369942413374608,0.07267304471980252,0.1562745371189743,33.0020751953125,0.10806186619307849,94.47333324234117,108.20543173793206,0.15705198354141373,3.7660013339069787,0.16243673584552826,0.6556678431372548,0.3149341292109467,0.10326113024992278,5.374629781369117,8.917631172839506,0.1860413844170182,0.18353307870159372
13,113,56.4896,17.0206,33,23.1219,0,115,122,6,132,7,1.00415,54.2902,0.0,0.0,3.0,4.515,14.3452,0.0,0.0,126.0,42.6819,7e-05,0.3,2.123,-1.0,1.448041,65989.85555957447,22274.13970073427,0.1346430923328807,94.08717163602546,500.67923094863556,0.13385463068994818,0.07290055592042484,0.15796522694954357,33.014631106529706,0.10570437343354627,91.47586272644544,108.5656497622806,0.1577037607253645,4.129700638679219,0.1629961255023208,0.6563015686274509,0.3149341292109589,0.10235656783141396,5.403408438746384,8.067949459876543,0.18532744787445518,0.18484017540098985
14,114,56.8659,17.2244,33,23.5916,0,115,122,6,132,7,1.01382,54.64988,0.0,0.0,4.92857,4.508,14.60214,0.0,0.0,126.0,42.94551,0.00014,0.31,2.065,-1.0,1.441693,65921.3700518522,22709.66371613825,0.13303985645830582,94.02744600009797,495.62994377128723,0.13412166086575755,0.07369142557330116,0.15701484027475654,32.98020935058594,0.1033119945179127,91.77687676220037,108.61131654477653,0.15814432103270598,4.364415654591583,0.16314318427441019,0.6553121568627449,0.31493412921095987,0.10164546941912787,5.447629055505605,7.844810956790123,0.18481129866905358,0.1848209820457539
15,115,57.143,17.1643,33,22.7906,0,115,122,6,132,7,0.99802,54.88356,0.0,0.0,5.28571,4.543,14.77724,0.0,0.0,126.0,43.27687,0.0001,0.31,2.153,-1.0,1.477053,65837.12411328634,22817.35496921434,0.13097845485946882,94.05169013222942,490.5506771929054,0.13448021105440205,0.07477770315310989,0.15229639422391977,32.88151625645013,0.10174094116436655,90.91356187598728,108.74367946046881,0.15824991310409348,5.255700980259944,0.1641094509819067,0.6626478431372548,0.31493412921095243,0.10107033373644396,5.467788422222963,9.755160108024691,0.18472733812786973,0.18213190963145995
16,116,57.0963,17.3277,33,23.4064,0,115,122,7,132,7,0.98192,54.80941,0.0,0.0,5.5,4.578,14.72774,0.0,0.0,126.0,43.56448,0.00011,0.31,2.09,0.41127,1.501236,65731.35000267066,22933.237866999054,0.12849938184193027,94.0671906760341,485.56176895000317,0.13470818230077466,0.07589049716996481,0.14784241137748613,32.975214075159144,0.1009936850935164,93.36482379501032,107.87417824304029,0.15830633897091825,3.4311050305807096,0.16656100382426778,0.6663023529411765,0.31493412921095837,0.10018162791022782,5.516176495091505,11.058738425925926,0.18503685344319737,0.1801703735633596
17,117,57.1418,17.2791,33,23.8431,0,115,122,7,132,7,0.99037,54.807,0.0,0.0,4.25,4.582,14.86939,0.0,0.0,126.0,43.94939,0.0001,0.31,2.168,-1.0,1.483221,65573.45777553353,22922.666703746574,0.12612849461929174,94.07500992727287,480.61280045631565,0.13493564221979187,0.08344705573745276,0.14444119294015645,33.14274126217689,0.10022631215180329,87.2695289329256,107.9689228916052,0.15811699190917386,2.4551256253373723,0.16856416667076712,0.6757964705882353,0.31493412921095293,0.09936536302858348,5.52268298272451,11.45288387345679,0.18571044005381745,0.17922411104325228
18,118,57.0102,17.2674,33,23.8712,0,115,122,7,132,7,1.00037,54.61945,0.0,0.0,4.35714,4.577,14.82573,0.0,0.0,126.0,44.17511,0.00012,0.31,2.054,-1.0,1.519236,65752.08618041358,23080.3075539861,0.12397765529662297,94.16176435833775,475.66272064478835,0.1349428243186326,0.09061350834153876,0.14177882853944543,33.19824105721933,0.09906400617992876,90.3911218148157,107.10189706795984,0.15784410074373675,3.155069415150553,0.16952215114331423,0.6792349019607844,0.3149341292109566,0.09903571016310753,5.487031773428432,11.335744598765432,0.18646421023567608,0.17886677372845822
19,119,56.7453,17.2644,33,23.0044,0,115,122,7,132,7,1.0022,54.33409,0.0,0.0,5.28571,4.642,14.81747,0.0,0.0,126.0,44.31997,8e-05,0.3,1.985,-1.0,1.528418,65658.81963920318,22836.129004342332,0.1221153935384232,94.28293186061232,470.6420727216207,0.1350430179726444,0.09363254638952949,0.13957681536683053,33.27049839349441,0.09828727806344906,87.94368145273064,107.04549901532457,0.1574335834406399,3.102231237631611,0.17076581734466736,0.6805130588235291,0.3127165031677186,0.09898971694453572,5.497724463797307,10.944878472222221,0.18756914201685346,0.17967375543918673
20,120,56.3153,17.6292,33,24.9076,0,115,122,7,133,7,1.01069,53.9193,0.0,0.0,5.75,4.712,14.81495,0.0,0.0,126.0,44.46114,5e-05,0.31,2.115,-1.0,1.514788,65644.12121859107,22274.13573280888,0.12023486397542663,94.39938401774941,465.64516788100804,0.134868536031484,0.09604590108114083,0.13783890496890489,33.47134022653839,0.0980894923030787,88.69714044624345,107.4794634316401,0.15674783223104558,3.559751696190897,0.17152203174497263,0.6802905882352942,0.3149341292109455,0.0993359164435684,5.546643111567461,13.318045910493828,0.1892355188153298,0.1813215070347139
21,121,55.9916,17.8899,33,26.2138,0,115,122,7,133,7,0.99402,53.61026,0.0,0.0,5.71429,4.697,15.12636,0.0,0.0,125.0,44.29861,9e-05,0.31,2.231,-1.0,1.534024,65782.95075985925,21986.599041069203,0.11856171565239522,94.47124750171184,460.66522578735965,0.1346672105532309,0.09472509190921824,0.13651139547688335,33.49649198555652,0.0974682753989872,90.48108359131012,106.79335228677625,0.1564942227921971,3.5112289840503257,0.1716947252044822,0.6743749019607843,0.30281679516637844,0.0994848394765119,5.578672175068429,13.63966049382716,0.18995999672044114,0.18364600920172516
22,122,55.4842,18.0429,32,26.1666,0,114,122,7,133,7,0.99811,53.22066,0.0,0.0,4.92857,4.685,15.35692,0.0,0.0,125.0,43.83549,5e-05,0.3,2.067,-1.0,1.497604,65715.41407077928,21259.48246863188,0.11664854581585114,94.47465439818237,455.7312169978418,0.1340611255210403,0.09229581938904668,0.13458431611186283,33.57901716820988,0.09688729194118623,87.8701521383281,107.32277401034574,0.15610180384882286,3.4575819680335287,0.1709673782844543,0.6646811764705882,0.3149341292109516,0.09940653341903137,5.649207925583125,13.877218364197532,0.19095363541532545,0.18654530593972724
23,123,55.0961,18.4205,32,25.7993,0,114,122,7,133,7,1.0212,52.92652,0.0,0.0,2.89286,4.664,15.48264,0.0,0.0,125.0,43.4667,0.0001,0.3,2.011,-1.0,1.460299,65558.57021945324,20770.88230509156,0.11494220827617913,94.47868386245105,450.88079143624316,0.13344400738999257,0.09114925602708471,0.1327764379039426,33.77418989016686,0.09660757260085179,90.30812296061221,107.59369739936184,0.1554297067865202,3.737531467703772,0.16978032370495924,0.6572835294117647,0.3149341292109567,0.09888879572187324,5.6973857156642955,14.050974151234568,0.19178035071933475,0.18940633201294493
24,124,54.4068,18.4058,32,25.3754,0,114,122,7,133,7,1.00763,52.29446,0.0,0.0,3.57143,4.701,15.80816,0.0,0.0,123.0,43.08393,0.00012,0.3,2.01,0.40702,1.40298,65522.4014999104,19950.33162219022,0.1133145884876185,94.58626675074419,446.15144211065143,0.13300142039962004,0.09033549876272587,0.13087586980539023,33.88780513810523,0.09645768657365245,89.88699454242628,107.8124785340733,0.15493912892195916,2.6798009395647684,0.16895291466847448,0.6512192156862745,0.31493412921095776,0.09837864819746,5.733184421740079,14.79123263888889,0.19235529626332598,0.19205643020197785
25,125,53.4455,18.2974,31,25.3321,0,114,122,7,133,7,1.01113,51.26282,0.0,0.0,3.21429,4.704,15.7943,0.0,0.0,124.0,42.72069,8e-05,0.31,2.342,-1.0,1.417756,65386.00433705221,19368.092315945374,0.11159321078108075,94.7266998158228,441.56731811571456,0.13300523549451948,0.08990886279227939,0.12888527367484606,33.74022363733362,0.09602507922140062,87.40530230643758,108.47443709073715,0.15464240634481477,3.2415200901482075,0.16734468267850564,0.6467898039215686,0.3149341292109545,0.09828597841301581,5.783070965025644,16.25125385802469,0.19274298535477657,0.19478271969203548
26,126,52.6906,18.5006,31,25.0617,0,114,122,7,133,7,1.00852,50.36283,0.0,0.0,3.82143,4.733,15.70105,0.0,0.0,124.0,42.53478,8e-05,0.3,1.894,-1.0,1.382863,65450.11946314526,19118.61211901251,0.11005018274512807,94.83419640505255,437.128969089984,0.13317621342155653,0.08957975310880364,0.1268089522819763,33.70452843183352,0.0954893765115052,87.36630911195903,109.74879758817363,0.15441391416945283,2.559823401237925,0.16605568373536844,0.6437023529411765,0.310498877124508,0.0986527581242122,5.78389039915472,16.403452932098766,0.19319304997394354,0.1974756374726091
27,127,52.7442,18.8337,31,24.7699,0,115,122,7,133,7,1.00611,50.45448,0.0,0.0,3.71429,4.747,15.87901,0.0,0.0,124.0,42.27851,0.00017,0.41,1.767,-1.0,1.317767,65480.25370201224,19019.15875652436,0.10852656244175003,94.73380327584121,432.7506412464463,0.13319160897662222,0.09014208809286282,0.12489684653792128,33.55495518813898,0.09484773009075897,90.43090735421428,110.07637297614329,0.15437769520283448,2.798900951557096,0.16511464839775727,0.639044705882353,0.31493412921095737,0.0988928284602764,5.77939488921581,16.244068287037038,0.19371502086980646,0.19964004721110473
28,128,53.007,18.5125,31,26.1607,0,115,122,7,133,7,0.99507,50.90141,0.0,0.0,3.89286,4.803,16.1731,0.0,0.0,124.0,41.88269,0.00019,0.41,1.957,-1.0,1.247334,65517.37389334796,18833.191379785847,0.10707872440103797,94.59114858646356,428.42648228550934,0.13314584787405667,0.09168998784839916,0.12314337497543645,33.38278160566165,0.09394566539257422,88.16381270539271,110.38293479443212,0.15474014535214897,3.318525828060471,0.16427014533047468,0.6322941176470588,0.31493412921096126,0.09846945358322477,5.822359303809265,16.032648533950617,0.19380712164250835,0.2012299184429594
29,129,53.551,18.0928,31,26.3801,0,115,122,7,132,7,0.99497,51.55159,0.0,0.0,4.39286,4.871,15.91557,0.0,0.0,124.0,41.63084,0.00026,0.41,1.945,-1.0,1.225313,65405.34307566797,19264.128663845193,0.10563869760357941,94.48466428178381,424.1773534134599,0.13326890104502356,0.0931495274481515,0.12355391519702554,33.094255988980514,0.09316927476524142,88.51470283725632,111.69426015664894,0.15512147194514259,3.7005937766982555,0.16384434299410247,0.6243223529411764,0.32099279623325233,0.09817613109784461,5.830957629105873,16.149980709876544,0.1941069472528167,0.20247609644624845
30,130,53.6472,17.3421,31,25.1634,0,115,122,7,132,7,0.97748,51.73935,0.0,0.0,3.92857,4.851,15.53008,0.0,0.0,125.0,41.44065,0.00029,0.41,2.114,-1.0,1.223574,65198.10822764039,19287.039617249648,0.10429879563184831,94.48258781005492,420.2362732595742,0.13340442994886245,0.09443806332724142,0.12440074854107697,32.97191252531829,0.09274253066645542,88.56991547121471,111.70757637972419,0.15555664731820712,3.4582936319029227,0.16351740148040753,0.6213101960784315,0.32321042227648206,0.09836966520920036,5.82737636756183,16.603057484567902,0.19403059251646407,0.20375209636032993
31,131,53.3493,16.6247,31,24.2447,0,114,122,7,132,7,0.99942,51.52046,0.0,0.0,4.60714,4.891,14.9066,0.0,0.0,124.0,41.28139,0.00026,0.41,2.193,-1.0,1.207121,65237.65729063069,18783.51194019302,0.10312153403693416,94.58598288695823,416.73301238591085,0.13421066250490132,0.09572281588589711,0.12697219470379517,32.895370860158664,0.0924277128132712,86.4068184513882,113.15390184470688,0.15590430565249624,3.714829975976451,0.1635153361381253,0.6183498039215687,0.3232104222764829,0.09819940802688305,5.800521197935188,15.904176311728396,0.19407972537909263,0.2047584056466486
32,132,53.5903,16.0616,31,24.1152,0,114,122,7,132,7,1.02149,51.7068,0.0,0.0,5.89286,4.809,14.27793,0.0,0.0,124.0,41.08481,0.00025,0.42,2.513,0.38966,1.143836,65145.575207240276,19081.633012364706,0.10203883850281278,94.51307824200157,413.7127128720845,0.13499124547598151,0.09681911398458301,0.1251895623793793,32.82692935142988,0.09219437101997603,87.65176982925398,112.59491654220051,0.15612422054975283,3.0781499640524963,0.16342409582415662,0.6144054901960785,0.3232104222764813,0.09784006515646557,5.710054358363234,15.088638117283951,0.1941921928976671,0.2057545015303846
33,133,54.3416,15.8075,32,22.4291,0,114,122,7,132,7,1.03092,52.42187,0.0,0.0,5.35714,4.856,13.78902,0.0,0.0,125.0,40.85721,0.00025,0.42,2.408,-1.0,1.156353,65111.978648052485,19734.927360756188,0.10101051620501633,94.32474307972512,411.07242086797834,0.13566980036740678,0.0973571382252197,0.12295946633968576,32.803530469352815,0.0918527071522365,89.7727837909286,112.1411693465512,0.1564014391572062,3.022326578470114,0.1635376754117073,0.6106266666666668,0.3232104222764833,0.09782669485620885,5.6197741642938475,14.559895833333334,0.19443053332574678,0.20660398807166364
34,134,54.5828,15.735,32,20.9911,0,114,122,7,132,7,1.02149,52.66145,0.0,0.0,4.03571,4.821,13.56718,0.0,0.0,125.0,40.61571,0.00028,0.42,2.915,-1.0,1.134668,65050.58623588806,19779.40264061293,0.10014920034751056,94.27920811572014,408.6808086123251,0.13659941518620267,0.09697389579026483,0.12141199981107167,32.54314281322338,0.09158990237116055,89.57222852844619,113.757840203578,0.15670668475786179,3.255035019167014,0.16361012953056084,0.6067400000000001,0.3232104222764815,0.09799157031688786,5.571088153354653,14.295814043209877,0.194235031888549,0.20672868184154386
35,135,54.9791,15.5267,32,22.5591,0,114,122,6,132,7,0.99427,53.09341,0.0,0.0,4.42857,4.798,13.51147,0.0,0.0,126.0,40.55876,0.00024,0.41,2.642,-1.0,1.173831,65215.93632040388,19853.320441349442,0.09916862796565577,94.27379257095254,406.5463009703271,0.13712870922439274,0.09612487373014841,0.12195203250163496,32.61268653398678,0.0913069260990234,89.004606419319,112.89707333217282,0.1568181296611303,3.3005552735851595,0.16343444936020854,0.6036894117647058,0.323210422276482,0.0980433689002937,5.517954700255709,14.012104552469136,0.1939722202805828,0.20629122650260606
36,136,55.5178,15.0815,32,21.4103,0,114,122,6,132,7,1.00158,53.63802,0.0,0.0,4.07143,4.716,13.33127,0.0,0.0,126.0,40.38193,0.00023,0.43,2.36,-1.0,1.157441,65177.59538199308,20204.613058645453,0.09834733973662775,94.24665274193475,404.57765163499624,0.13676465944156257,0.09507513341251106,0.12321867803833365,32.55083588023245,0.0911062535155526,88.3667900275521,113.62431446992949,0.1567612167543953,3.3742973725022254,0.16315365748345556,0.5971803921568628,0.323210422276476,0.09786331927469122,5.467826303532027,13.496383101851851,0.1936848848297839,0.20430614392046104
37,137,56.0753,15.0279,32,21.0834,0,114,122,6,132,7,0.99513,54.22742,0.0,0.0,4.0,4.712,12.95278,0.0,0.0,128.0,40.10486,0.00022,0.43,2.382,-1.0,1.125842,65115.26195684493,20656.709395292684,0.09741296053069093,94.16167085861304,402.7322672706766,0.13667747367757577,0.09399362903424152,0.12323952345852505,32.23514170705536,0.09144993677613686,93.35992591815628,114.63159074783475,0.1568544823125874,4.86499852227178,0.16302334152081602,0.5931466666666667,0.3232104222764823,0.09782726872880694,5.406128757055281,12.974537037037036,0.19353163078767865,0.20295162754126087
38,138,56.6074,14.5832,32,20.2923,0,114,122,6,132,7,0.9976,54.79412,0.0,0.0,2.78571,4.668,12.89821,0.0,0.0,128.0,40.02554,0.00023,0.43,2.883,-1.0,1.135952,65179.679350191065,21341.62005762169,0.09651741901538335,94.10341138054427,400.95177029838663,0.1368452672802239,0.09295055777556098,0.12424494400347263,32.491626127266585,0.09189847351749886,89.12125539723725,114.36778607213861,0.15693551098273567,4.103048236333213,0.16274591947595576,0.5906152941176471,0.3232104222764813,0.09819896561340301,5.366962660056845,12.554591049382717,0.19359688535616174,0.20139731872533886
39,139,56.7605,14.6275,32,21.0226,0,114,122,6,132,7,1.01439,55.0207,0.0,0.0,4.03571,4.623,12.51982,0.0,0.0,128.0,40.01516,0.00022,0.43,2.76,-1.0,1.136316,65342.14692511601,21118.002936410467,0.09563388600590145,94.1181522356301,399.1623975810968,0.137420044523826,0.09192393907780752,0.1252969269137793,32.26443462607301,0.09338370685401766,88.01995047165715,113.2371071749939,0.1567947659369877,2.6926204482180527,0.16244708998228852,0.5895454901960785,0.32321042227648455,0.0980980379444491,5.343964556013253,12.592110339506172,0.1937801531506664,0.19946035114865487
40,140,56.6997,15.0201,33,22.1661,0,114,122,6,132,7,1.02484,55.034,0.0,0.0,3.07143,4.61,12.55662,0.0,0.0,128.0,39.95636,0.00029,0.43,2.569,0.36227,1.113648,65115.00161693664,20704.773042524783,0.09479578253519848,94.13238212603287,397.3577830365992,0.13758015366910298,0.09108721352210362,0.12654248445198962,32.20609782654562,0.09377996667925975,87.16800086526658,113.42353817274564,0.15642716938095375,3.6216948468703025,0.16234838280459346,0.5886133333333333,0.32321042227648417,0.09775938001711455,5.376012441732492,12.918354552469136,0.19367890176530528,0.19783124537431415
41,141,56.6948,15.2384,33,21.8482,0,114,122,6,132,7,1.0258,55.04031,0.0,0.0,3.75,4.622,12.89103,0.0,0.0,129.0,40.05307,0.00029,0.43,3.271,-1.0,1.161034,65147.12643730561,20713.807001663245,0.09418747841204834,94.21644622313323,395.50795516958266,0.13800326945079738,0.09038975428273528,0.1288609272444292,32.175016803505976,0.0947749894341764,86.4792717877527,113.13747659532524,0.15629569081666525,3.852335379679105,0.16252975777068246,0.5891858823529412,0.32321042227648494,0.09775570296013908,5.385868954429742,12.991801697530864,0.19338695182186627,0.1963769465681251
42,142,56.7318,15.2691,33,21.9362,0,114,122,6,132,7,1.02288,55.04112,0.0,0.0,3.96429,4.637,13.08,0.0,0.0,128.0,40.15362,0.00025,0.43,3.055,-1.0,1.180782,65185.05722511016,20509.57631900176,0.09348638789000815,94.19107187451812,393.64173647535915,0.13865036995191285,0.08973391061734631,0.13217416940546806,32.162389872986594,0.095885216958165,90.48485881415006,112.89788483255818,0.15588435171658338,4.079608566894755,0.1621529919160236,0.5894843137254901,0.32321042227648367,0.09762511476062972,5.378190282642162,13.268470293209877,0.1930533386600479,0.19530836178218544
43,143,56.3239,15.3896,33,20.7596,0,114,122,6,132,7,1.0178,54.59345,0.0,0.0,5.96429,4.639,13.10405,0.0,0.0,129.0,40.15904,0.00018,0.42,3.008,-1.0,1.171364,65047.89006284049,20179.89461161389,0.09274905550739769,94.21301725163396,391.73786092426394,0.13920301471751156,0.08915618267708048,0.1370862779607584,31.935927591206116,0.09670845019316439,84.89020452391715,112.36874841886414,0.1556158804230526,4.011860441521177,0.16167349661800526,0.5910466666666667,0.3232104222764829,0.09754526297943449,5.352727685287148,13.479648919753087,0.19280301206643613,0.19397766496343707
44,144,55.8071,15.5324,33,21.7287,0,114,122,7,132,7,1.0124,54.0037,0.0,0.0,5.64286,4.582,13.20751,0.0,0.0,129.0,40.39439,0.00025,0.42,3.377,-1.0,1.201698,65214.563413259115,20178.11283681136,0.09201055743977565,94.37610392253808,389.79666001962346,0.13965823050384904,0.08858153837664008,0.14304461380546288,31.89586987907504,0.09771891244045469,87.4292401196425,111.83233458610205,0.15520308301179736,3.78059421224458,0.16134147882343874,0.5938576470588236,0.3232104222764823,0.09774461441001842,5.307287520897592,13.802372685185185,0.192594948484262,0.1930889951227726
