,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0,staticness,blur,color_fulness,fft,noise,cubrow.1.0,cubcol.0.6,blockiness,tone,cubrow.0.5,cubrow.0.3,cubcol.0.3,cubrow.0.6,cubcol.1.0,cubcol.0.5,contrast,saturation,movement,uhdhdsim,temporal,cubcol.0
22,422,72.2511,11.0088,74,13.0095,0,122,115,19,137,16,0.99808,81.51481,0.0,0.0,0.57143,4.218,9.27281,0.0,0.0,128.0,41.52735,0.00048,2.67,3.437,-1.0,0.0,0.1919861453710179,604.8603962280456,40084.27917382967,85.63503563975036,68999.67693560774,0.693860976902883,0.26690200506006523,0.21392766355148135,5.740655339005585,0.6194478431372549,0.33544146556011656,0.18409452893294134,0.26678904692468675,0.2656366612006752,0.4127412277471404,0.18843585121245762,85.30826230411104,53.922521143783754,6.515625,89.67113757011526,5.995166976029379,0.30171709166850336
23,423,71.9605,11.2441,73,13.1495,0,121,115,19,137,16,0.98026,81.16608,0.0,0.0,0.35714,4.245,9.56705,0.0,0.0,128.0,41.51744,0.00034,2.63,3.632,-1.0,0.0,0.1915192638426498,604.0655076443854,39328.37185560266,85.33268208063122,68684.18821496527,0.6894257248164283,0.2662366817603995,0.2145779802065009,7.325632717179558,0.6198137254901961,0.33571261407633246,0.18406448428822186,0.26596081955463624,0.26423374844564956,0.4137500804616477,0.1875043689859599,85.34671050960652,53.96914842393663,6.40943287037037,89.72020277814738,6.049519162608334,0.2979896981830879
24,424,71.4708,11.6726,73,13.4605,0,121,115,19,137,16,0.98882,80.58633,0.0,0.0,0.67857,4.278,9.76432,0.0,0.0,127.0,41.50698,0.00027,2.68,3.572,0.125,0.0,0.19127388973783022,603.2679299636136,38908.999524261984,85.52293791200275,68672.76109067941,0.6833670577941421,0.26561377046637175,0.2146212134620844,3.973976969596593,0.6202619607843137,0.33592555476275393,0.18408207188764708,0.26551131494996777,0.2627048526889477,0.4140187610530585,0.1866207446924114,85.40664750298791,54.019495834538965,6.640769675925926,89.81124671505178,6.0443240085147165,0.2932553293360724
25,425,71.4706,11.8361,73,14.4417,0,121,115,19,137,16,0.99506,80.56004,0.0,0.0,1.17857,4.257,10.12731,0.0,0.0,128.0,41.53004,0.0004,2.66,3.787,-1.0,0.0,0.191309996499983,602.431706952658,38887.41194815117,85.25084787446156,68645.34168528838,0.6833670577941332,0.26480935469632383,0.2140757164735412,6.4819644976489705,0.6212129411764706,0.3362377962563381,0.184088572901353,0.2657790426602192,0.26117904061250524,0.41424363439084233,0.18574180924313977,88.08085907232203,54.02478159209828,8.240692515432098,89.81896906594076,6.125055521185328,0.2896990554830408
26,426,71.2943,12.2008,72,14.1468,0,121,115,19,138,16,0.99823,80.33247,0.0,0.0,1.07143,4.259,10.27322,0.0,0.0,128.0,41.54855,0.00059,2.66,3.892,-1.0,0.0,0.19106338906401651,601.5760992038482,38466.6183406461,85.15152475211531,68555.06491691599,0.6795260168150711,0.26366755495090394,0.2138743217397829,5.7537231145736,0.6227196078431372,0.3362384565863144,0.18430328399767198,0.26533541062814286,0.2597233588452633,0.4140319304587143,0.1845684844502814,86.68981025238165,54.02433814531491,8.301070601851851,89.84088135984206,6.127801059670858,0.28624206915117545
27,427,71.1659,12.107,72,15.3088,0,121,115,19,138,16,1.00376,80.15788,0.0,0.0,0.32143,4.266,10.59043,0.0,0.0,128.0,41.57363,0.00076,2.66,4.159,-1.0,0.0,0.1902336409313268,600.677721071846,38277.06679840429,85.06162641440498,68448.15154002247,0.6795260168150702,0.26246217187858073,0.21391738749895123,5.97831085718419,0.6233604313725489,0.3364894886100848,0.18493547681351938,0.26531489519286594,0.2582929635669988,0.4141425620354798,0.18354156649226533,84.68515143636002,54.19508098084249,8.449797453703704,89.84568556449496,6.180638719269867,0.2823968542144015
28,428,70.8494,12.5888,72,15.4332,0,121,115,19,138,16,0.99929,79.73221,0.0,0.0,0.32143,4.293,10.50503,0.0,0.0,128.0,41.59165,0.00066,2.64,3.706,-1.0,0.0,0.18951757353403742,599.7553062681371,37697.16027677933,84.7813168408679,68485.56828257868,0.6795260168150589,0.2612010470705764,0.21345581678249345,6.682765189976052,0.6247262745098039,0.3363950881983418,0.18550907651203688,0.26439566775917844,0.25719425837466486,0.4144726575048367,0.18206169760473584,86.94108826148124,54.13171819993007,8.538773148148149,89.90516850131809,6.155971053925574,0.2785808673275712
29,429,70.4895,13.0501,71,15.8776,0,121,115,19,138,16,1.01046,79.29553,0.0,0.0,0.46429,4.308,10.90776,0.0,0.0,127.0,41.64104,0.00044,2.66,4.331,-1.0,0.0,0.18920334898544924,598.8229823474288,37200.91036309556,84.58557392484775,68327.75398336453,0.6750907647286081,0.2599584398256859,0.21290845985144471,7.239034765206447,0.6272949019607843,0.33580118567843426,0.18607532228397833,0.26345640817073795,0.25644708350902456,0.41434635356494,0.18009811303060916,88.48902069298255,54.28808932834202,8.955343364197532,90.00839315517602,6.224572103498872,0.2751296044732401
30,430,70.0387,13.2931,70,15.7306,0,121,115,19,138,16,1.01342,78.73037,0.0,0.0,0.39286,4.342,11.30355,0.0,0.0,128.0,41.65333,0.00068,2.66,4.212,-1.0,0.0,0.1888896873176264,597.8824212849302,36657.50463821876,84.29768279792215,68184.84771461145,0.6712497237495446,0.2587328189862775,0.2122298174765338,7.598338033327325,0.6294592156862746,0.33484061825434397,0.1864998747955317,0.2639689098529687,0.25580018243769787,0.4135544083033473,0.17840567589088127,87.6160748297774,54.3085556972174,10.135416666666666,90.093173090184,6.318039742638346,0.2716230073184162
31,431,69.9142,13.6247,70,15.9137,0,121,115,19,138,16,1.00715,78.56651,0.0,0.0,0.39286,4.324,11.51969,0.0,0.0,128.0,41.65908,0.00032,2.65,4.418,-1.0,0.0,0.1894467464802796,596.9036585094211,36395.81719161502,84.17584531319505,68199.70202574332,0.6728731386853762,0.25736165380702536,0.21139212415546518,5.809998670562743,0.6297294117647059,0.3341654763374824,0.18688580153611822,0.2633589778260712,0.255099099418719,0.4121137979275893,0.17692350969000412,83.13215722277445,54.317275247456124,10.28587962962963,90.06956892334847,6.3369296157313055,0.26828176162756096
32,432,69.6125,13.3372,70,15.7214,0,121,115,19,138,16,0.99531,78.23374,0.0,0.0,0.53571,4.324,11.80387,0.0,0.0,128.0,41.63599,0.0004,2.66,4.012,0.125,0.0,0.1890165534086217,595.8971982344664,35761.68281468621,84.01761476796861,68132.57187211898,0.6712497237495475,0.2558617913037496,0.21031143476600447,8.024654705048757,0.6299478431372549,0.33332808413075954,0.1870825589755225,0.26206222755777747,0.25478899351923795,0.41124058617974524,0.17563711706279916,83.17986157711735,54.45603641462915,10.449122299382717,90.12020184175464,6.389443640367776,0.2649110454316556
33,433,69.4244,13.3161,69,15.8179,0,121,115,19,138,16,0.99866,77.96697,0.0,0.0,0.39286,4.304,11.54333,0.0,0.0,128.0,41.63156,0.00046,2.68,3.871,-1.0,0.0,0.18877182286071847,594.8422992784105,35416.912263992475,83.52270168778264,68257.66624789081,0.6690320977063086,0.25431262623215123,0.2094383073707496,7.837907310119275,0.6301035294117647,0.3328846910652836,0.18760898904375586,0.2605964888340051,0.2548528785526308,0.41101873794942306,0.17416630384580103,84.85757268474993,54.45725240825136,10.583719135802468,90.14913711854213,6.268949911471709,0.26192339051441926
34,434,69.3321,13.6321,69,15.5058,0,121,115,19,138,16,1.00334,77.79959,0.0,0.0,0.71429,4.297,11.52356,0.0,0.0,128.0,41.61542,0.00032,2.69,3.724,-1.0,0.0,0.1886192857392892,593.7520371781922,35215.59902675539,82.9669393691877,68293.3454062174,0.6668144716630913,0.25294376305496596,0.20889861209455,5.600789980095338,0.6297536078431372,0.3322674305102967,0.18811029775756913,0.25915180400717636,0.25470368812817495,0.4099004320704092,0.17292496835149904,87.87956740295225,54.57257023564092,10.890287422839506,90.18362991762376,6.251757044690183,0.2587278640234794
35,435,68.9304,13.6981,69,16.2177,0,121,115,19,138,16,1.00164,77.35115,0.0,0.0,0.32143,4.312,11.79828,0.0,0.0,128.0,41.56439,0.00039,2.68,3.959,-1.0,0.0,0.1891396936630499,592.6323276011004,34700.08461804032,82.35442474097675,68106.931241801,0.6651910567272472,0.2515672474402301,0.20797775734998458,6.636595942258731,0.6291149019607843,0.3315604849240906,0.18808554121292592,0.25827926658952605,0.2545874467916204,0.40861097038865374,0.17174288887360897,86.73281645971954,54.5868490713614,11.573929398148149,90.24177094860464,6.3227760982605234,0.25563590098187755
36,436,68.8297,13.9646,68,16.6961,0,121,115,19,138,16,1.00812,77.25502,0.0,0.0,0.75,4.332,11.85566,0.0,0.0,127.0,41.47744,0.00055,2.68,4.073,-1.0,0.0,0.19018148230011572,591.4893394048765,34553.88457168061,82.2077178295721,68080.64959869525,0.6580235766833397,0.2504600522837997,0.2072282714396078,7.2244484705890955,0.628293725490196,0.3309323684075526,0.18847836944230573,0.2579204885229046,0.2547814609242487,0.4073147955067528,0.17061200465744703,88.8068863914308,54.724249757366415,11.708236882716049,90.21080480048683,6.308248795138657,0.2527792024080892
37,437,68.6812,13.9529,68,16.7944,0,121,115,19,138,16,1.00327,77.0648,0.0,0.0,0.25,4.309,12.07799,0.0,0.0,128.0,41.38304,0.00058,2.66,3.635,-1.0,0.0,0.19137339977734807,590.3301772146508,34485.747204119856,81.54559014149153,68010.16708190383,0.6591323897049522,0.2496056132320563,0.2062873048437,7.430152143627453,0.6271419607843137,0.330203848037079,0.18884901181364763,0.25744706718262506,0.2545082544614502,0.4060763345981061,0.16943588886635724,87.51798191703708,54.75823880419319,11.733024691358025,90.28819872861524,6.339558927444978,0.2499003027271445
38,438,68.9699,13.6533,69,16.5961,0,121,115,19,138,16,0.99222,77.33669,0.0,0.0,0.35714,4.3,12.07173,0.0,0.0,128.0,41.2981,0.00069,2.64,3.534,-1.0,0.0,0.19245870952649632,589.1587192919635,34603.3121249601,81.05777962038795,68108.71897422752,0.6569147636617266,0.24912032242798102,0.20558374313595093,6.488639788914967,0.6256164705882353,0.32976820743536966,0.18938685927937338,0.2567662993846528,0.2545244399307184,0.4052028980036982,0.16853726620280807,85.58212469981235,54.9032583354432,11.756703317901234,90.22931195257374,6.324774741227024,0.24710962664591193
39,439,69.1442,14.1319,69,16.1114,0,121,115,19,138,16,0.99388,77.53796,0.0,0.0,0.57143,4.34,11.81945,0.0,0.0,128.0,41.26981,0.00057,2.3,3.138,-1.0,0.0,0.19302888445502653,587.9600196669545,35124.44714875526,80.64917410640686,68031.20233381976,0.660755804640796,0.24892646185617573,0.2045910813622272,7.728788601165503,0.6242701960784315,0.329689631926757,0.1897933016965551,0.2561886046699656,0.2547002844330143,0.4044839635116553,0.16782726596568392,84.5729440130581,54.94025543589651,11.913146219135802,90.16604408674453,6.177111556053195,0.244543928284265
40,440,69.1048,14.5955,69,16.1353,0,121,115,19,138,16,0.98469,77.44734,0.0,0.0,0.67857,4.314,12.23696,0.0,0.0,128.0,41.19468,0.00068,2.67,3.212,0.125,0.0,0.19327297407483165,586.7426079787022,35398.53302019724,80.40783299548919,68044.36516892446,0.6585381785975567,0.24886138143878883,0.20374256177700495,8.108639073224673,0.62148,0.32924131413511615,0.1899272461055251,0.2552663660848061,0.2546129120807329,0.40404813137656714,0.16699409094563214,84.63192888584013,54.99680168246045,12.378954475308642,90.22039646694205,6.260929615291466,0.2415935543434479
41,441,69.1076,14.4545,68,17.8707,0,121,115,19,138,16,0.98662,77.37691,0.0,0.0,0.64286,4.327,12.62789,0.0,0.0,128.0,41.19124,0.00059,2.65,3.065,-1.0,0.0,0.19358421978128496,585.5022953455821,35514.0614182895,80.21900724604353,67971.75901541478,0.6569147636617282,0.2487869171417258,0.20290002720816713,9.313423550461797,0.6198850980392157,0.32862624399590823,0.18991435159564704,0.2541272500170421,0.2543313066906387,0.404232698716181,0.16634331912488104,85.42689249248532,55.13978802716291,12.561969521604938,90.16496221099078,6.364620802156788,0.23898664865660763
42,442,68.6247,14.7182,68,17.5343,0,121,115,19,138,16,0.99873,76.88791,0.0,0.0,1.17857,4.332,12.49893,0.0,0.0,130.0,41.16301,0.00045,2.65,2.953,-1.0,0.0,0.19387225719581364,584.2319888273483,34990.89789782297,80.03938682243854,67912.03369558144,0.6546971376184946,0.24864153458564653,0.2021597543956595,7.8282974788925745,0.6187180392156864,0.328112139080001,0.1900015178175586,0.25288849526157997,0.25432737425405105,0.40358084417626644,0.16567491545499893,87.00227290395539,55.07756796000917,12.533757716049383,90.32717771044818,6.345511498023899,0.23639399843135156
43,443,68.6395,15.4745,68,18.3576,0,121,115,18,138,16,1.00895,76.88013,0.0,0.0,0.82143,4.313,12.72497,0.0,0.0,130.0,41.28089,0.00035,2.66,3.129,-1.0,0.0,0.19371515042125237,582.7411320388618,35131.47291218314,79.15034548044781,67869.31930830254,0.6546971376184968,0.2484434403041569,0.2014190906886034,9.025794816015813,0.619676862745098,0.32780831434860813,0.1903147343754732,0.2518093730259205,0.254772539406353,0.40197621038568554,0.1649855019686105,88.24604703706056,54.28072894061054,12.913917824074074,90.32107756859847,6.384771620189348,0.23378911159855834
44,444,68.5239,15.4691,67,17.8903,0,121,116,19,138,16,1.00677,76.59801,0.0,0.0,0.75,4.294,13.36343,0.0,0.0,130.0,41.29995,0.00035,2.66,3.217,-1.0,5e-06,0.1936829492078633,580.9850018063885,35212.63944400557,79.0538338235975,67835.30098661846,0.6546971376184928,0.2481758295018581,0.2007971456067894,5.611702166873027,0.6196196078431372,0.32745074591133505,0.19073353771456988,0.25080601205638453,0.2554883800158852,0.40032343753445004,0.16450425809374575,87.37711423748098,53.22403839488088,13.47583912037037,90.34720851113036,6.425259160459116,0.2313562790189135
