,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.5,noise,cubrow.0,cubcol.0,blur,cubrow.1.0,cubrow.0.6,staticness,blockiness,contrast,cubcol.0.6,cubrow.0.3,fft,tone,cubcol.1.0,cubcol.0.3,temporal,saturation,uhdhdsim,cubcol.0.5,color_fulness,movement
10,10,52.6355,10.5664,56,20.2094,0,88,123,15,128,8,1.00363,51.12887,0.0,0.0,0.14286,4.498,9.5232,0.0,0.0,116.0,34.26777,0.00147,0.43,1.259,-1.0,1.1288,0.18217129876251795,0.5884867930942997,0.10656079833722108,0.15904788343274298,15251.097185269971,0.06309785696586608,0.13678756818445692,211.40570619604324,4.2459915980533065,88.89643652249954,0.14049317169737263,0.11197766911119111,70667.88839372543,0.3749026850595924,0.07325392548698327,0.19357472438980988,4.318858164779138,39.10136413574219,85.38146203640932,0.1504167844496224,151.30551413222423,3.9014756944444446
11,11,52.5993,10.9074,56,19.0055,0,88,123,15,128,7,0.99156,51.1016,0.0,0.0,0.21429,4.518,9.06505,0.0,0.0,114.0,34.28285,0.00163,0.43,1.19,-1.0,1.090341,0.1819947818061632,0.5884867930943006,0.10580394381747497,0.15562221795694312,14965.122935634745,0.06323580101541802,0.13691342479833138,210.5025913628064,4.822448321969389,86.5468774809034,0.1408000789656463,0.11450516345625053,70738.2703155996,0.374971167384852,0.07440601279746803,0.19233202610487604,4.084898899141043,39.34274047098042,85.4037660734597,0.15264459270233788,150.9156175881054,3.9721739969135803
12,12,52.6589,10.3594,56,19.7213,0,88,123,15,128,7,0.99837,51.14769,0.0,0.0,0.35714,4.509,9.35861,0.0,0.0,115.0,34.29346,0.00187,0.44,1.155,-1.0,1.062386,0.18187535399143678,0.5884867930943005,0.10163690336713199,0.1543890532390338,15073.126517274013,0.06359072800049019,0.1366716109782625,209.60137494910154,4.6241348405802984,84.01711003543001,0.14105172902998672,0.11529546080095589,70219.42455086911,0.37827774541976117,0.07480525460623157,0.19278540452516701,4.183027581388435,39.210173618646316,85.42798952326584,0.15170476203323235,151.15376020410818,3.320264274691358
13,13,52.5298,10.4426,56,19.7442,0,88,123,15,128,7,1.00366,51.0254,0.0,0.0,0.14286,4.544,8.88295,0.0,0.0,115.0,34.30237,0.00182,0.44,1.234,-1.0,1.119435,0.1815382093840571,0.5884867930942991,0.09844380273499727,0.15526255434010103,14832.6107175733,0.06356623483754259,0.1373281942546654,208.77759775820022,4.354295032138897,85.66470962161765,0.14031005257750417,0.11511014921153928,70015.23498593186,0.3792102324705882,0.07508640039667568,0.19436660450202664,4.035772676731313,39.04681377646364,85.4343820839047,0.15319519116236274,151.07443690106493,3.0202064043209877
14,14,52.4882,10.6807,56,18.5153,0,88,123,15,128,7,0.99021,50.99232,0.0,0.0,0.07143,4.529,8.95515,0.0,0.0,115.0,34.29519,0.00157,0.44,1.168,-1.0,1.106453,0.18146892051546357,0.5884867930942999,0.09565199975474664,0.15614266479539998,14584.086888313797,0.0630033906612721,0.13684192433634115,207.95768838325898,4.5714358283988705,86.60508798631395,0.13947332676046353,0.11505473140979014,69657.1426834014,0.381764552095348,0.07546985650361587,0.19032539635864995,4.015067269037608,39.000988995587385,85.4229422800062,0.1528507122046273,150.4334274829838,2.8389274691358026
15,15,52.0943,10.807,55,20.3183,0,89,123,14,128,7,0.98649,50.61103,0.0,0.0,0.03571,4.509,9.16215,0.0,0.0,115.0,34.28478,0.00159,0.45,1.153,-1.0,1.100433,0.18098410406570303,0.5846457521152376,0.0936315102168593,0.15957532440842326,14310.966759886547,0.062444956270720504,0.13638583552079017,207.18757153262578,3.7894362515142763,84.62509866469215,0.1384379491068653,0.11594045646684466,69761.80966581596,0.37908267592464434,0.07619446561949139,0.18956127785253496,4.234642656833037,38.97916478286555,85.54732312128695,0.15511000411370696,151.18576200351714,4.293547453703703
16,16,51.9197,10.9724,55,19.9419,0,89,123,14,128,7,1.00361,50.47161,0.0,0.0,0.07143,4.527,9.27095,0.0,0.0,116.0,34.28496,0.00191,0.44,1.206,0.12899,1.13813,0.1808188052604816,0.5868633781584688,0.09185058978109199,0.16095794935865473,13978.15549925325,0.06250404149276782,0.13657937182579008,206.42502855360144,3.725764837723082,91.06331170362373,0.137777031209859,0.11502542263179859,69474.39207977818,0.38103737319492503,0.07683557680949595,0.1890307368677212,4.144328566328845,39.11074019067081,85.50746686307386,0.15337336588469108,150.58814943413213,4.518036265432099
17,17,51.7079,10.3255,55,20.6519,0,89,123,14,128,7,0.9933,50.27565,0.0,0.0,0.07143,4.51,9.4142,0.0,0.0,116.0,34.29882,0.00161,0.44,1.237,-1.0,1.12093,0.1796937085801249,0.5846457521152377,0.09116415131395755,0.16401491542272673,13781.85672207889,0.06223466948666429,0.13724409898354026,205.6235432766213,3.979533346199444,87.30519899854342,0.13775946346655005,0.11458107386315729,69290.61664120649,0.3839392730488275,0.07752955115057979,0.18891669000960898,4.257705036728583,38.85063472794898,85.60180206478405,0.15318841236941994,150.43356339229447,4.815972222222222
18,18,51.7504,10.2544,55,18.4593,0,89,123,14,128,7,1.00794,50.30183,0.0,0.0,0.28571,4.512,8.85775,0.0,0.0,116.0,34.31921,0.00156,0.44,1.225,-1.0,1.095786,0.1788008832921064,0.5846457521152364,0.09000208839544781,0.16381117852824081,13794.585303140235,0.062034368085380105,0.1382716270412563,204.8684483145409,3.605976631623556,87.63649510382533,0.13713920734890733,0.11561594400182931,69405.52335282955,0.3866123765936179,0.07834798145345022,0.18852044000099474,4.153623547436247,39.03916705096209,85.56283542701789,0.15284996359730532,150.65469474472067,4.663097993827161
19,19,52.0149,10.1256,55,18.4506,0,89,123,14,128,7,1.00089,50.55427,0.0,0.0,0.0,4.47,8.79523,0.0,0.0,116.0,34.33243,0.00162,0.43,1.191,-1.0,1.077067,0.17812537354261668,0.5868633781584661,0.0882587807853017,0.16548718657474862,13922.756103084339,0.06152034355000046,0.13995398361916891,204.10364521462196,3.6921387919065296,90.51202390728758,0.1370651247248986,0.11617422145990633,69473.17972472751,0.3896764251380239,0.0790169079960989,0.18619951664544446,3.9974787900568947,38.63061711817612,85.44832887385942,0.15242650362365945,150.18239937545474,4.529851466049383
20,20,51.5531,10.2453,55,17.9306,0,89,123,14,128,7,1.00836,50.13998,0.0,0.0,0.0,4.495,8.68163,0.0,0.0,116.0,34.33175,0.00164,0.44,1.221,-1.0,1.071596,0.17788795753355371,0.5846457521152377,0.08693068692583655,0.16989884621354415,13322.770474416471,0.061908682912650184,0.1411802852382801,203.3788073662162,3.3796791757431976,81.93800293256444,0.1372684328990606,0.11611933931398724,69139.04977613392,0.392277033337947,0.07939590013451567,0.18693636404483926,3.9019765101089967,38.66428422339169,85.52752383858747,0.153589058641632,149.2865665636292,5.761525848765432
21,21,51.581,10.0928,55,18.8702,0,89,123,14,128,7,1.00769,50.15555,0.0,0.0,0.03571,4.518,8.78879,0.0,0.0,115.0,34.34445,0.00167,0.43,1.259,-1.0,1.07193,0.17784658458249697,0.5846457521152392,0.08666133518044264,0.1757626772006721,13209.017493862879,0.0616614203107216,0.1420120827080987,202.65885743005592,3.7517135278207365,87.35992583873212,0.13780364351031446,0.11604001164549772,69087.18232958746,0.39546481871280287,0.07968850274975144,0.18716129236704418,3.9015007754943647,38.288170143410014,85.52200646525586,0.15514172414222738,149.2809798615707,5.3959780092592595
22,22,51.465,9.95956,55,19.3199,0,89,123,14,128,7,0.99421,50.06084,0.0,0.0,0.10714,4.476,8.65901,0.0,0.0,115.0,34.3385,0.00146,0.44,1.218,-1.0,1.097991,0.1776058491432023,0.5846457521152371,0.08549779497743983,0.17439958360389576,13045.709171841929,0.06215281264180758,0.14226430709082283,202.00180935163112,3.1202906198008793,85.70458791829547,0.13976702482772313,0.1163716408624416,69069.26294736259,0.4014112275032681,0.07974842505792253,0.18673062293871195,4.127149158772329,38.35211275830681,85.57493958318922,0.157228861669924,149.54630884809328,5.357638888888889
23,23,51.5815,9.84848,55,18.7005,0,89,123,14,128,7,1.00206,50.16282,0.0,0.0,0.14286,4.469,8.54374,0.0,0.0,115.0,34.32681,0.00172,0.45,1.368,-1.0,1.113541,0.17723623515103124,0.5846457521152377,0.08559284069199413,0.17001238810999328,13083.240282664066,0.06212996702205078,0.14210872491206655,201.38384809990708,3.2456539172271617,88.6379498349419,0.14299117993821103,0.11616797857148414,68863.33181549373,0.39223058258823534,0.07956535562276809,0.1871629625040625,4.147705390350674,38.66168665002894,85.51584183836617,0.15769587494411225,149.78235556116172,5.4086130401234565
24,24,51.5653,9.97372,55,18.2219,0,89,123,14,128,7,1.00201,50.16858,0.0,0.0,0.17857,4.461,8.44502,0.0,0.0,115.0,34.32966,0.00166,0.44,1.157,0.13092,1.072181,0.1768393290207556,0.5862691670510699,0.08459636425435207,0.16938948227153577,13064.750761847221,0.06249431390315589,0.14208999440853995,200.77023353483563,3.9714900137288587,90.26177836149321,0.144374656389914,0.11601462405223595,68950.57903553269,0.41010035303344866,0.07931803939673866,0.1894963321475881,4.072564475947684,38.441299061716336,85.51754866787148,0.15669142284982396,149.2156847269976,5.682098765432099
25,25,51.3527,10.2039,55,18.0307,0,89,123,14,128,7,0.98342,49.96931,0.0,0.0,0.03571,4.425,8.5531,0.0,0.0,115.0,34.29736,0.00156,0.44,1.191,-1.0,1.088083,0.17649520167253133,0.584645752115237,0.08434813551465235,0.16694194333194587,12820.894381529797,0.06309085738325716,0.14160966339219583,200.16636753595304,3.9992024802440085,82.10005270990017,0.14540690359697395,0.11611517269710027,68831.3848298638,0.4063890200138407,0.07913085703419777,0.18801017632323788,4.242934300716366,38.42753902482398,85.60074403742024,0.1559610761517254,149.62615291380533,6.911795910493828
26,26,51.4209,9.93797,55,19.5989,0,89,123,14,128,7,0.99482,50.03956,0.0,0.0,0.03571,4.461,8.74781,0.0,0.0,114.0,34.28879,0.00159,0.43,1.233,-1.0,1.123887,0.17654958459358813,0.588486793094301,0.08509371215884452,0.16403587386200874,12909.218322547204,0.06253465399804173,0.1413170287252136,199.56572435251618,3.8897201149137235,86.45719008836495,0.14459733238519437,0.11576900507865036,68816.53171874325,0.4197363168012303,0.07876557460627087,0.18885067908208072,4.216930067744171,38.22218737190152,85.50056286226699,0.15539247451285548,149.7601011044842,7.057725694444445
27,27,51.5565,10.0524,55,18.4775,0,89,123,14,128,7,0.99738,50.1767,0.0,0.0,0.03571,4.442,8.52177,0.0,0.0,114.0,34.28159,0.00154,0.44,1.314,-1.0,1.097433,0.17641138136719484,0.5907044191375327,0.0849671521756316,0.1619639553273117,13030.606252379073,0.06275158337005218,0.14123050594985095,198.99226065274837,3.5208318214410643,87.02910511390634,0.1437428790865135,0.11533829274392496,68945.72710221473,0.42322486997308706,0.07854812713896311,0.18891162145448323,4.121446202662401,38.32488806453752,85.47583612869276,0.15440481231370162,149.76538238233124,6.9751157407407405
28,28,51.6784,9.96864,55,18.4649,0,89,123,14,128,7,0.99558,50.30491,0.0,0.0,0.07143,4.465,8.62185,0.0,0.0,114.0,34.2906,0.0016,0.44,1.162,-1.0,1.12025,0.1755030470625417,0.5923278340733608,0.08431713882012908,0.16111081284435852,13189.57901160085,0.06293909776548211,0.14082587371651703,198.41614683544637,4.168543071404875,78.36099510810052,0.14327209905605717,0.11490334566381623,68990.69674192424,0.4343118306189926,0.07850984544931953,0.18888984560509026,4.312125568972024,38.26773975513599,85.47236995214573,0.15357797960128317,150.17679201511916,6.813994984567901
29,29,51.69,10.0141,56,17.9836,0,89,123,14,128,7,0.99294,50.35258,0.0,0.0,0.17857,4.465,8.55286,0.0,0.0,114.0,34.27663,0.00154,0.44,1.173,-1.0,1.030935,0.17460187622779952,0.5945454601165939,0.08410658087839282,0.15832555140643453,13163.95926085673,0.0631184837901406,0.1403527379001539,197.81874361275405,4.049463651877766,82.6643528799671,0.14306313010600197,0.11430287181858045,68854.4207399792,0.44412698616839685,0.07865981667647048,0.18966601271560068,4.294269276319448,38.02206157166281,85.47400028961135,0.1531342038806397,149.83481650540062,7.19140625
30,30,51.9267,10.2973,56,17.9825,0,89,123,15,128,7,1.0047,50.59804,0.0,0.0,0.10714,4.454,8.58947,0.0,0.0,114.0,34.27571,0.0016,0.45,1.21,-1.0,1.02159,0.17369674245606426,0.5951396712239908,0.08434722547197863,0.15598078178377464,13325.015622874396,0.06284487118148244,0.14007349489163032,197.2666198822258,4.201572384205915,85.57649770440159,0.1427747359117033,0.11387349720566357,68915.22119880837,0.45234950243137273,0.07856230505819112,0.1884959865572573,4.310474005221625,38.16701064875097,85.44269572621359,0.15263508968719364,150.17109666542402,8.119116512345679
31,31,51.926,10.0774,56,18.0269,0,89,123,15,128,7,1.00257,50.63753,0.0,0.0,0.10714,4.435,8.82862,0.0,0.0,114.0,34.26366,0.00158,0.44,1.169,-1.0,0.972504,0.17307329996212195,0.5951396712239932,0.08378959829851214,0.1538506531946767,13384.966769536604,0.06231025875751956,0.13971226245521653,196.70957768524588,3.5489556765553325,82.99523521466435,0.14338295771937062,0.1134600107968921,68938.53681408097,0.45538214120107656,0.07827715495031219,0.1872203379343773,4.442567456662407,37.914562272436825,85.46057867252853,0.1522088828867308,150.18070642330605,8.065489969135802
32,32,51.982,10.105,56,19.0263,0,90,123,15,128,7,1.00463,50.73631,0.0,0.0,0.07143,4.425,8.64319,0.0,0.0,114.0,34.23969,0.00182,0.45,1.23,0.12873,0.907741,0.17296118051470746,0.6050393792253465,0.08375125912262482,0.15313346503268738,13353.070756655346,0.062131828005548465,0.13957078110327947,196.1868032535379,3.6242748999297776,88.47725138833268,0.14492628997202944,0.11323762374540071,69017.23677308293,0.4599871454486737,0.07807017451399367,0.18676295531994366,4.299356200010404,38.04469638400608,85.39567868691572,0.15230913788019268,150.46001417339374,8.101224922839506
33,33,51.9295,10.2817,57,18.7459,0,90,123,15,128,7,1.0005,50.72553,0.0,0.0,0.07143,4.459,8.66402,0.0,0.0,114.0,34.22705,0.00187,0.45,1.234,-1.0,0.939616,0.1725328032929302,0.6050393792253504,0.08395161833008169,0.15218159608044232,13292.640756790941,0.062230321119529086,0.1394797269690844,195.68892346746745,3.1362626562615663,86.51350462599653,0.14602384430744333,0.11339429697971809,69066.72572919198,0.46343387772087674,0.07784127010713773,0.18687242848917668,4.22837887207408,37.90289984809028,85.43183716950787,0.1519513590566367,150.90092559185436,8.113136574074074
34,34,52.0317,10.5113,57,17.4781,0,90,123,15,128,8,1.01282,50.85295,0.0,0.0,0.07143,4.457,8.81895,0.0,0.0,114.0,34.20313,0.00164,0.45,1.188,-1.0,0.92762,0.17235751016251052,0.6072570052685782,0.0848261769467235,0.14999118522984822,13307.365822424657,0.0630187714670236,0.13966424292543858,195.2175398383706,2.902171357803125,78.85318956886755,0.1463061997851168,0.11316730746093231,69022.02721175535,0.4746912269065745,0.0777448975900807,0.18524112261252043,4.193949585261367,37.720392862955734,85.38889464966687,0.15235371883156174,151.31108856756242,7.880545910493828
35,35,52.3814,10.396,57,20.0062,0,90,123,15,128,8,1.00318,51.19234,0.0,0.0,0.07143,4.442,9.02225,0.0,0.0,114.0,34.20583,0.0017,0.44,1.262,-1.0,0.784043,0.17214040821623414,0.60725700526858,0.08561264029566679,0.14834599361175724,13705.438691933068,0.06422849723729726,0.13983241922418774,194.77551666905322,3.36273809859114,81.95125142055451,0.146569724660382,0.11237943873991424,69089.89237461449,0.4823741336593617,0.07785620138400628,0.18478155862253537,4.310460561030525,37.73459239064911,85.35622797819696,0.1522060777799085,151.53957329197567,8.416039737654321
36,36,52.8614,10.6276,58,19.4888,0,90,123,15,128,8,0.997,51.65477,0.0,0.0,0.03571,4.431,8.923,0.0,0.0,114.0,34.22349,0.00189,0.44,1.206,-1.0,0.782176,0.17220346218285074,0.6094746313118101,0.08600307570052941,0.1461896272082379,14153.274173779055,0.06530259960918286,0.14011093573941302,194.3435637405693,3.338392530722231,89.3627203052932,0.14673055152425618,0.11179109426374421,69219.70679816956,0.4867576470588236,0.07791731438908928,0.18498586491135674,4.245295523190124,37.41692474741994,85.2741393675499,0.1516446141071744,151.5271925888978,8.15991512345679
37,37,53.2975,10.6242,58,19.4021,0,91,123,15,128,8,1.00093,52.09479,0.0,0.0,0.03571,4.443,9.11767,0.0,0.0,115.0,34.22459,0.00157,0.45,1.221,-1.0,0.786828,0.17238827614288157,0.6133156722908767,0.08697828117587747,0.14421883335201258,14729.82666053238,0.0655269243795715,0.14047434659925853,193.9537103954275,3.5292426735907765,82.24010821074089,0.14704726141156252,0.11128264672051186,69576.23128042661,0.4856486274509804,0.07765070460478704,0.18455289510358353,4.3340802975329105,37.19145937319155,85.18835237526275,0.1512348861708753,152.20975436540644,7.9076003086419755
38,38,53.3609,10.5298,58,19.4107,0,91,123,15,128,8,0.99683,52.1834,0.0,0.0,0.0,4.459,9.11578,0.0,0.0,115.0,34.21185,0.00176,0.44,1.259,-1.0,0.756926,0.17282413058509133,0.615533298334105,0.08825137954546972,0.14260824483999696,15008.568153494789,0.06556282964321095,0.14112059246107925,193.5928206275262,3.3718136923418265,82.71268218050065,0.14751019273541818,0.1108790281387579,69754.8376066561,0.48564156862745106,0.07740284360542105,0.184686120329475,4.297255066431021,37.52366148395303,85.26618237141912,0.1515806276604012,151.9717019322364,7.702690972222222
39,39,53.9599,10.7494,59,19.3164,0,91,123,16,128,8,0.99769,52.77122,0.0,0.0,0.10714,4.465,9.03267,0.0,0.0,115.0,34.23096,0.00181,0.44,1.155,-1.0,0.698803,0.1734810338186287,0.6238095913996279,0.08994662963264592,0.14071884538494198,15661.197804459096,0.0657795827975436,0.14168616913620033,193.2798093284425,3.7438127766579083,90.54152644425763,0.147674878400796,0.11069519288895903,70328.53351267945,0.48529468627450767,0.07726182426653128,0.18456335788805128,4.222496126745489,37.40230946481964,85.11581451804027,0.15177182490079483,152.7237385664112,7.718412422839506
40,40,54.2953,11.3536,60,18.4613,0,91,123,16,128,8,0.99613,53.11137,0.0,0.0,0.35714,4.473,9.22211,0.0,0.0,117.0,34.24569,0.00184,0.44,1.209,0.12912,0.708741,0.17399277377607186,0.6276506323786928,0.09134067298598696,0.1389963855859539,16264.248179269534,0.06620361752809457,0.14204146118829805,192.99482763270288,3.285613830478152,91.23710859421195,0.14748067850196234,0.11048185136003734,70510.29748592929,0.4853133333333333,0.07717351300218066,0.18437914083408793,4.311762979753173,37.11023985309365,85.07104578353892,0.15223037476808046,152.75037929254518,8.112654320987655
41,41,54.4764,11.2489,60,20.0,0,91,123,16,128,8,0.99017,53.33558,0.0,0.0,0.10714,4.473,9.7418,0.0,0.0,120.0,34.238,0.00185,0.44,1.186,-1.0,0.649117,0.17439349899025444,0.6298682584219254,0.09307061150402243,0.13733863068097954,16560.088504277162,0.06599668469938637,0.14214005753779735,192.74388886924186,3.1566398198973222,88.84640588418053,0.1470748893087716,0.1103528885621359,70682.68209140295,0.4850682352941177,0.0772324539492297,0.18504703590844304,4.42761249560815,37.145785484784916,85.05822259614877,0.15259069607191364,152.78852655307855,8.06958912037037
42,42,54.7062,11.3506,60,20.1555,0,92,123,16,128,8,1.00587,53.60139,0.0,0.0,0.07143,4.487,9.65556,0.0,0.0,119.0,34.22469,0.00183,0.44,1.164,-1.0,0.63784,0.17493822407145757,0.6353327143368205,0.09497807351468919,0.13573600634216637,16981.752859939857,0.06657420403905724,0.1425448714479797,192.54036523407373,3.146227976584989,89.83059836378116,0.14686046744745088,0.110507456960186,70622.56052463644,0.48454745098039215,0.07753832933655047,0.18298773461578058,4.080755339353304,37.19566929193191,85.03136648161446,0.1536111938396818,153.3219909416835,8.060474537037036
43,43,55.3499,11.4668,61,20.9885,0,92,123,16,128,9,0.99695,54.22554,0.0,0.0,0.03571,4.489,9.74208,0.0,0.0,119.0,34.23957,0.00196,0.44,1.175,-1.0,0.604074,0.1754731426915566,0.6397679664232784,0.09684142914830289,0.13419005900770564,17920.50946872346,0.06640971034606039,0.14289544056524447,192.3612716644443,3.2377486373350157,91.44314089552434,0.14649895433665758,0.11056076293539638,71165.14117669467,0.48595411764705876,0.07802237753366789,0.18094991406457014,4.1021608653771855,37.059428839035974,84.94695181982861,0.15544305012111134,153.53838335017758,7.978202160493828
44,44,55.8743,11.6224,62,20.0493,0,92,123,16,128,9,0.99438,54.73315,0.0,0.0,0.14286,4.476,9.84252,0.0,0.0,119.0,34.26068,0.00171,0.44,1.179,-1.0,0.534544,0.1759314580734732,0.6458266334455717,0.09863873393450048,0.13269574462500228,18644.781712979115,0.06661149285984379,0.14321317989057533,192.19948476167767,3.0481026690569832,89.46939485324927,0.14570866937373783,0.11056405600229885,71321.99616035867,0.48478549019607853,0.078397381231954,0.17940008759040424,4.244010564920205,36.82888153452932,84.86521180090931,0.15728160071674355,153.73145077423436,8.065634645061728
