,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.1.0,blur,temporal,contrast,fft,cubrow.0,staticness,noise,cubcol.0,saturation,cubrow.1.0,tone,blockiness,movement,cubcol.0.6,uhdhdsim,cubcol.0.5,cubrow.0.3,cubrow.0.5,color_fulness,cubcol.0.3,cubrow.0.6
10,510,56.4442,13.3415,32,15.0746,0,123,127,2,127,2,0.9941,54.21322,0.0,0.0,12.64286,8.765,11.66626,0.0,0.0,131.0,57.12366,0.0,0.29,4.673,-1.0,3.101482,0.16992502032190215,23770.517633877666,4.920442696911583,90.05306789227966,63411.96334654374,0.08184378962246389,255.30431380366824,0.23882407668540848,0.16782370873468747,14.282007664809992,0.20283637346320865,0.8301890196078432,1.7809890717153194,7.402391975308642,0.14542627990485935,97.73574016877937,0.17792230589588948,0.10682169175571098,0.18093206265721562,163.25919026684468,0.18474463436455926,0.09004641612315337
11,511,56.2475,13.845,32,14.9947,0,123,127,2,127,2,1.00413,54.04527,0.0,0.0,13.28571,8.786,11.50255,0.0,0.0,132.0,57.12605,1e-05,0.29,4.352,-1.0,3.056998,0.16999112688194506,23488.49617343188,4.898141513289282,90.48827349806999,63428.85551334664,0.0816624296400443,254.55980600524302,0.23882407668540928,0.16884736037406373,14.396730022665896,0.2016772073986718,0.8318635294117647,1.8704660342346124,8.657744984567902,0.1454762393034662,97.75657675542902,0.17721024303948965,0.10730349968453161,0.18000631647318815,163.5576090594313,0.18418338490818248,0.09063270839396319
12,512,56.2002,13.6614,32,15.2932,0,123,127,2,127,2,1.00678,53.95106,0.0,0.0,13.89286,8.821,11.93352,0.0,0.0,132.0,57.10391,0.0,0.29,5.127,-1.0,3.139773,0.1686617958322838,23373.618982891454,4.939233771886447,90.39133682823675,63313.92380154526,0.08231609606892722,253.76103618865767,0.2366064506421793,0.17042758404507802,14.278466495466821,0.20236322988246638,0.8318635294117647,1.4256755450248504,8.295187114197532,0.1451004695324692,97.76459284174203,0.1760447733284743,0.10769807668969564,0.17890352483951544,163.330827538128,0.18355108309452262,0.09037693946614948
13,513,56.0613,13.8309,32,15.1222,0,123,127,2,127,2,1.00239,53.83708,0.0,0.0,12.07143,8.792,11.78153,0.0,0.0,133.0,57.10453,0.0,0.29,4.587,-1.0,3.131612,0.1678027611307349,23218.277568553396,4.930479720334903,93.18901660494653,63421.481443798206,0.08354801841767188,252.9543457802811,0.23882407668540986,0.17183939851655597,14.322886714228877,0.2038291672661123,0.8318635294117647,2.7118126106134945,7.1508969907407405,0.1449300667537364,97.76539456645699,0.17470022068670035,0.10846832530129791,0.1779975354777955,163.62923591637298,0.18247212038823113,0.09013914623908031
14,514,56.1588,13.8981,32,14.8485,0,123,127,2,127,2,0.99653,53.91142,0.0,0.0,13.92857,8.761,11.9246,0.0,0.0,132.0,57.10539,0.0,0.29,4.264,-1.0,3.08657,0.16726891357262372,23404.235746462924,4.93905318853492,91.94162035799874,63355.71924729612,0.0875682972902419,252.1644586154906,0.2388240766854086,0.172213067680834,14.29161109453366,0.20504445609517175,0.8318635294117647,1.6835158182089258,7.029610339506172,0.1445027615321897,97.74757854362116,0.1737036529468023,0.10890070912752337,0.17737510171366325,163.42611969637295,0.18326571451748735,0.09077589945329682
15,515,55.9494,13.3232,32,14.9752,0,123,127,2,127,2,0.99222,53.74132,0.0,0.0,12.85714,8.842,11.99096,0.0,0.0,131.0,57.0935,0.0,0.29,4.558,-1.0,3.057481,0.1666531395721217,23026.415104902895,4.956295066842677,93.14713306116151,63281.65559627565,0.08777033023314292,251.32107423918222,0.23882407668540784,0.1734777527676889,14.338975317684222,0.20726108966801918,0.8324290196078431,1.6099639804180788,8.042438271604938,0.14451864797540775,97.78312954723816,0.17286760839763182,0.10860562331497296,0.17588740943052691,163.76131094595954,0.18381487941857963,0.09181786893588065
16,516,56.0752,13.7511,32,13.7749,0,123,127,2,127,2,1.00413,53.84683,0.0,0.0,15.46429,8.757,11.49141,0.0,0.0,131.0,57.08656,0.0,0.29,5.101,0.49023,3.104005,0.16580453200005912,23248.72840068568,4.885685388381959,93.77643766792603,63380.58887212675,0.0889681490222962,250.49125395433893,0.2388240766853992,0.17384482465976145,14.366556426625193,0.21115642290659517,0.8324290196078431,2.124555465472442,9.14916087962963,0.14398328667678664,97.76730287530263,0.17242837474699108,0.10839131314981078,0.17469968142293826,163.7617389308548,0.1851185972744196,0.09281908538756661
17,517,55.996,13.5207,32,15.3148,0,123,127,2,127,2,1.00751,53.7804,0.0,0.0,13.5,8.749,11.86235,0.0,0.0,131.0,57.07791,0.0,0.29,4.015,-1.0,3.14645,0.1657428327470571,23126.04097725006,4.923955693030134,93.65326280118737,63444.17901879303,0.08952328796335854,249.61839478863763,0.23882407668540515,0.17504971545996734,14.250056702413676,0.21409920321995105,0.8324290196078431,1.799592746360745,9.025125385802468,0.14400881033903123,97.78071881984093,0.1714347599539247,0.10755013861817592,0.17393699091393577,163.83841007859579,0.18538094970568547,0.09361901425325736
18,518,56.0825,13.7404,32,14.9226,0,123,127,2,127,2,1.00242,53.83704,0.0,0.0,12.28571,8.81,11.6653,0.0,0.0,132.0,57.05115,0.0,0.29,4.113,-1.0,3.256114,0.16548852661936192,23340.532666555453,4.922539894831092,86.85129956419037,63529.80006547027,0.09097192172999871,248.7387993714851,0.23882407668540853,0.1768740484019739,14.167507218725886,0.21605187651279426,0.8318635294117647,1.3433751304369572,8.851369598765432,0.14333098417432436,97.78764166439507,0.17035475081404453,0.10665221902022473,0.17299072043902639,163.62202319584367,0.18635082503261238,0.09468273338695739
19,519,55.8918,13.8737,32,15.1681,0,123,127,2,127,2,0.99633,53.67699,0.0,0.0,10.57143,8.764,11.85087,0.0,0.0,131.0,57.05997,0.0,0.29,4.194,-1.0,3.171631,0.16430746256129886,23002.123019899336,4.923475632179845,93.87041493228588,63545.60341492752,0.09294350200882064,247.86671259222834,0.23882407668540795,0.18011018118855746,14.233187263394578,0.21738163089643286,0.8324290196078431,1.4255600436906686,8.699411651234568,0.14367230871488065,97.80715614219136,0.1705785807345859,0.10650743098300271,0.172295700261063,163.75736831064015,0.18685787956448005,0.09594458654620364
20,520,56.1401,13.3637,32,15.1194,0,123,127,2,127,2,0.99756,53.90794,0.0,0.0,12.0,8.792,11.96845,0.0,0.0,131.0,57.06991,0.0,0.29,4.056,-1.0,3.209696,0.16358275229969235,23369.70453473157,4.949185428622877,86.93469506271938,63403.91353636012,0.09499853740834098,247.0240092449015,0.23882407668540565,0.18114119659232783,14.225524148823302,0.2186146018767494,0.8324290196078431,1.6297350537648423,10.287567515432098,0.14373090840288327,97.7876847101831,0.1697333172375323,0.10711513141497961,0.1709831630172381,163.7709078622527,0.18661631693177916,0.09705062203140878
21,521,56.0954,13.4111,32,14.7565,0,123,127,2,127,2,1.00285,53.8341,0.0,0.0,12.28571,8.834,11.5228,0.0,0.0,130.0,57.05084,0.0,0.29,4.953,-1.0,3.259994,0.1627226636878016,23245.94635323718,4.886141345736368,89.87126527525955,63401.50592274962,0.09648921644303537,246.1967524632849,0.23054778361989228,0.18227351409784842,14.343991503303432,0.22019736089371597,0.8324290196078431,1.776084591551625,10.490596064814815,0.14373827768918557,97.78297875828586,0.16881511008472894,0.10700463687839791,0.17059130574887696,164.00269878784422,0.18641863060976432,0.0978526670041112
22,522,56.0293,13.4589,32,14.5462,0,123,127,2,127,2,1.00335,53.79001,0.0,0.0,13.78571,8.801,11.56763,0.0,0.0,130.0,57.02572,0.0,0.29,4.272,-1.0,3.205909,0.16138513103361454,23232.9479956824,4.888878662920702,90.41717357577016,63413.41104513667,0.09767877678002192,245.3439674171635,0.2327654096631185,0.18322309908472037,14.157511393229166,0.22138440907477283,0.8324290196078431,1.3936719145167809,10.41845100308642,0.1436343866631577,97.78062668582726,0.16860285588522037,0.10645405398253002,0.16999028176077935,163.79866643087956,0.1869685579637615,0.0984090636579941
23,523,56.0293,13.6965,32,14.5821,0,123,127,2,127,2,1.00136,53.78606,0.0,0.0,14.21429,8.797,11.61052,0.0,0.0,130.0,57.02943,0.0,0.29,5.537,-1.0,3.224348,0.16097442496122588,23191.26310763775,4.890431745711724,87.08697838459642,63514.01881449368,0.09785032268555226,244.5015706779887,0.23660645064217922,0.18451527682833038,14.204314997166763,0.2220051511086737,0.8324290196078431,1.9075283913838215,10.271170910493828,0.14361101786118585,97.75797312316149,0.16761633732116113,0.10580654725232004,0.16928295332621465,163.80612876836992,0.18773032179603927,0.09884858273613177
24,524,55.9481,14.2428,32,15.3262,0,123,127,2,127,2,0.99589,53.67839,0.0,0.0,12.92857,8.791,11.81333,0.0,0.0,132.0,56.99715,0.0,0.29,3.817,0.49035,3.31619,0.16055768733842266,23119.785140600725,4.917520164201589,88.74009204044387,63383.77127036044,0.09870547674259239,243.65011825954377,0.2327654096631168,0.18448891096120307,14.165468380774982,0.22259174578003896,0.832436862745098,1.5255015122414615,10.681712962962964,0.14311926455005952,97.79282456636582,0.1668692420671791,0.10452549833994076,0.16915676978628716,163.70783421430272,0.18811016234681058,0.09913404462556713
25,525,55.8051,13.9128,32,15.2096,0,123,127,2,127,2,0.99759,53.55071,0.0,0.0,12.96429,8.792,12.28482,0.0,0.0,131.0,56.9932,0.0,0.29,3.911,-1.0,3.286936,0.15933165660282822,22862.686698827656,4.972665896820254,91.07883357555819,63238.777996763005,0.09818879576606988,242.79598404819376,0.23054778361988718,0.18330764082853312,14.230722309630595,0.22303415945652347,0.8324290196078431,1.4009649117950995,12.105565200617283,0.14325796705762364,97.8004713737453,0.16647260145416254,0.1034297129486385,0.16918679093763275,164.0193220075008,0.18832843216412554,0.0995176276519391
26,526,55.9483,13.6991,32,15.52,0,123,127,2,127,2,1.0009,53.6889,0.0,0.0,12.25,8.838,11.99514,0.0,0.0,133.0,56.9853,0.0,0.29,4.018,-1.0,3.296931,0.15920277061717508,23154.855998892548,4.937685930499329,89.80947655899908,63216.338735690944,0.097950524972304,241.9463755360027,0.2327654096631161,0.18197753075898407,14.205829573266302,0.2232175787562129,0.8324290196078431,1.2857036120172207,12.319299768518519,0.14310189792198552,97.79135099364657,0.1658129968013171,0.1032495814618744,0.16952360459953092,164.07397060143654,0.1886783256087633,0.09999832663593027
27,527,55.8929,13.6732,32,14.346,0,122,127,2,127,2,0.99433,53.64484,0.0,0.0,16.03571,8.846,11.81263,0.0,0.0,133.0,56.9596,0.0,0.29,4.649,-1.0,3.30859,0.15843618841330998,23089.9388638353,4.928612831272752,91.14953400417876,63211.1224429476,0.09815082117571038,241.09097005886298,0.2349830357063433,0.1816407232490347,14.08151904447579,0.22379585519852918,0.8324290196078431,1.148026973317407,12.370225694444445,0.14335692429398658,97.80226921322011,0.1653569656025209,0.10243241507321921,0.17049716748045018,163.95620751203984,0.1889544467384452,0.10054993797654477
28,528,55.7694,13.5818,32,14.8095,0,122,127,2,127,2,0.99151,53.54131,0.0,0.0,15.03571,8.847,11.79472,0.0,0.0,129.0,56.92837,0.0,0.29,3.855,-1.0,3.357602,0.15793703134755785,22822.704344182883,4.906937728659534,89.6547546891876,63256.16503523463,0.0988936390627664,240.26628239267026,0.23660645064217814,0.18131778722387135,14.205824863763503,0.22399094082677748,0.8324290196078431,2.0413418630414606,12.325810185185185,0.1437872133178053,97.84035901695825,0.1645807569874256,0.10156282267746541,0.1710097443665567,163.9995763340758,0.189393753588506,0.10103608926300232
29,529,55.912,13.1782,32,14.8701,0,122,127,2,127,2,0.99542,53.63699,0.0,0.0,12.60714,8.862,11.71507,0.0,0.0,132.0,56.91034,0.0,0.29,4.619,-1.0,3.389163,0.15735767197874728,23065.59906292271,4.913600640845372,91.45904803547748,63337.43094093215,0.09930837200479058,239.4231646638775,0.2327654096631134,0.18225409376215498,14.18595603660301,0.22459734893566372,0.8318635294117647,1.5536660266629716,12.645543981481481,0.14379655173066347,97.83500102034765,0.16407035367162445,0.10103097894986245,0.17227405882928892,164.14572699073702,0.18961125049857558,0.1014388797791786
30,530,55.952,13.1547,32,14.713,0,122,127,2,127,2,1.00238,53.68332,0.0,0.0,14.14286,8.781,11.36371,0.0,0.0,130.0,56.88233,0.0,0.29,3.638,-1.0,3.357164,0.15670821959065862,23174.55691654966,4.8712244170480234,93.98198395914056,63496.97659928186,0.09900984968989872,238.59570060220415,0.23276540966311535,0.1843126679018185,14.111957691333913,0.2253026544826179,0.8324290196078431,1.412902728338042,13.323640046296296,0.14431029653810995,97.80643192594044,0.1639690369388235,0.10060658261289912,0.17388770993170297,164.00824069631472,0.18922738827783972,0.10190072972710985
31,531,55.7322,13.6326,32,15.1265,0,122,127,2,127,2,1.00547,53.48368,0.0,0.0,11.78571,8.768,11.34654,0.0,0.0,131.0,56.85581,0.0,0.29,4.04,-1.0,3.443519,0.1570075808733975,22795.10487687186,4.864263214147888,93.77297064140501,63444.37107279441,0.09847354099397441,237.77113691219577,0.23054778361989048,0.1853308259720678,14.11691340693721,0.2262769890232118,0.8318635294117647,1.8703088878693455,13.202690972222221,0.14477538239425466,97.8632454922659,0.1630009129319636,0.09995108685053258,0.17537202322435347,163.91349973723283,0.1891930891543961,0.10284035953707411
32,532,55.6667,13.9705,32,15.3852,0,122,127,2,127,2,0.99721,53.36756,0.0,0.0,15.71429,8.823,11.75638,0.0,0.0,130.0,56.82779,0.0,0.29,4.658,0.51196,3.476017,0.15677355864006,22768.819246616313,4.9091785707966595,93.50244015542071,63448.10194529062,0.09737571539585478,236.96507938424222,0.23054778361988715,0.18664416286527888,14.115841712480709,0.227357982854091,0.8318635294117647,1.162511159660626,13.182677469135802,0.14524520612487504,97.86042990575446,0.16283821504837753,0.09911108377226355,0.17578915649709884,164.17868381865947,0.18850122002042452,0.10400061115732212
33,533,55.6845,13.1444,32,15.7252,0,122,127,2,127,2,0.99718,53.40458,0.0,0.0,16.28571,8.792,12.05025,0.0,0.0,131.0,56.82141,0.0,0.29,3.635,-1.0,3.411395,0.15690821731220955,22851.708444347045,4.955472041808954,93.81453787545053,63402.731724662124,0.09666981384257801,236.12277013663373,0.2305477836198874,0.1871724286353706,13.964463222173999,0.22839304159748453,0.8324290196078431,1.011852441987697,13.278645833333334,0.14515932367191584,97.85883405475889,0.16280428595726865,0.09834764133005755,0.17607825702908886,164.06915411021356,0.1873946559932108,0.10499797816921515
34,534,55.6628,12.8562,32,14.5163,0,122,127,2,127,2,0.99421,53.39322,0.0,0.0,11.46429,8.815,11.33625,0.0,0.0,131.0,56.80263,0.0,0.29,4.164,-1.0,3.469931,0.1573116590166194,22711.54043946748,4.870649982951972,89.20760540130493,63294.87719088953,0.09583652691671501,235.3291868993681,0.2327654096631131,0.1879850782622235,14.08320579999759,0.22986803802898378,0.8318635294117647,1.1204658840943462,13.391734182098766,0.14537406586822849,97.83722063948173,0.1619838165121984,0.0977716811592194,0.17665252861205613,164.15785496114881,0.18665249669670758,0.10597342053533786
35,535,55.5707,12.702,32,13.5438,0,122,127,2,127,2,0.99378,53.29477,0.0,0.0,13.07143,8.906,11.0863,0.0,0.0,132.0,56.76144,0.0,0.29,4.938,-1.0,3.437052,0.15732102115092558,22621.879149613662,4.841522403611367,93.92405831925036,63260.96703376786,0.09520156211907053,234.51787729995294,0.23054778361988926,0.18868376880960125,14.041614673755786,0.23184702360955436,0.8318635294117647,1.6533391894160865,13.831259645061728,0.14588875153458145,97.86243175981704,0.16197168070467766,0.09712765028322645,0.1767489307256428,164.0870214543299,0.18632537284924588,0.10686808595703015
36,536,55.6276,12.9647,32,14.5286,0,122,127,2,127,2,1.0033,53.38083,0.0,0.0,12.64286,8.829,10.95842,0.0,0.0,131.0,56.74061,0.0,0.29,3.934,-1.0,3.523005,0.1570741685114211,22757.33136052521,4.826717364921353,88.06192331731087,63200.635087846866,0.09485025086849974,233.72858969405328,0.2305477836198888,0.18893363413667974,14.048731109242379,0.23373718558143036,0.8318635294117647,1.7121828886350785,13.77637924382716,0.14621272035963606,97.83809928724594,0.16196688274046006,0.09653976229652071,0.17671634253719956,164.15656495025058,0.1854248529305684,0.10793100763109141
37,537,55.6284,13.0567,32,14.3173,0,122,127,2,127,2,1.00447,53.34811,0.0,0.0,11.92857,8.833,11.18128,0.0,0.0,131.0,56.72296,0.0,0.29,4.138,-1.0,3.563944,0.1570342307452081,22706.182827398567,4.847020202332665,88.8136434059103,63269.09635636898,0.0945386167964892,232.95024814977234,0.23054778361988745,0.1887573568753135,14.02109838415075,0.23575261890642701,0.8318635294117647,1.957644260659525,13.695891203703704,0.14647112621601854,97.8596305934172,0.16131021563372616,0.09623581251306287,0.1769616154244736,164.25341540149628,0.1845628935017416,0.10908605677134947
38,538,55.4162,12.8355,32,14.7137,0,122,127,2,127,2,1.00546,53.16547,0.0,0.0,12.96429,8.872,11.26616,0.0,0.0,130.0,56.67272,0.0,0.29,3.508,-1.0,3.46031,0.15677328768797763,22404.127388026733,4.86272825283881,89.22076177661104,63286.38923683654,0.09402692762833928,232.17122129946003,0.23054778361988806,0.18829375974525284,14.001011412820699,0.23691127364432013,0.8318635294117647,1.4855044764960903,13.792341820987655,0.14680893131617292,97.905452054148,0.16096372588879831,0.09565413779977458,0.177115943617919,164.2688258534996,0.1839116175142027,0.11055734998897901
39,539,55.4512,13.0979,32,13.892,0,122,127,2,127,2,1.00515,53.21626,0.0,0.0,13.64286,8.853,11.06569,0.0,0.0,132.0,56.65065,0.0,0.29,3.733,-1.0,3.595808,0.15622354218003012,22556.487127234726,4.8366402586681545,90.40253900732155,63309.76145087221,0.09363067007091637,231.41796641021355,0.2327654096631142,0.18808441058396622,14.110247576678242,0.23791309991223758,0.8318635294117647,1.5872847001993866,13.868827160493828,0.14695961757008116,97.8869542392659,0.16077141291532532,0.09504761918719458,0.1774478720302871,164.44116317730345,0.18309588628662876,0.11234381220371802
40,540,55.281,12.8934,31,14.3325,0,122,127,2,127,2,1.0043,53.02981,0.0,0.0,12.42857,8.872,11.29231,0.0,0.0,131.0,56.61648,0.0,0.29,3.41,0.49961,3.437016,0.15612803865029717,22403.38176247279,4.876614068822195,94.0024566479596,63273.63987857868,0.0931902801369156,230.65145929088527,0.23054778361988779,0.18890672072537612,13.894744119526429,0.23878814239239735,0.8318635294117647,1.1298094590403105,14.292582947530864,0.1471753281913435,97.9382442952421,0.16027598325279843,0.09438168397846962,0.17752193234112956,164.2921683592838,0.1820448784983405,0.11401245854882362
41,541,55.3192,12.4394,31,14.1829,0,122,127,2,127,2,1.00006,53.08977,0.0,0.0,10.89286,8.841,11.11612,0.0,0.0,130.0,56.58884,0.0,0.29,4.453,-1.0,3.457542,0.15622427513028433,22319.42943001234,4.84311425537189,92.6836451760408,63255.38554243356,0.09261617509809934,229.90959728165407,0.2327654096631128,0.189135115107515,13.934697845835744,0.2391544781302954,0.8313356862745098,1.7205860392195926,14.30054012345679,0.1475720255428309,97.92749091347426,0.15998562304147623,0.0937261503114349,0.17743964877650498,164.21644810860218,0.18119705904002592,0.11537778899330059
42,542,55.4505,12.3594,31,13.5149,0,122,127,2,127,2,1.00292,53.19986,0.0,0.0,10.96429,8.842,10.72673,0.0,0.0,131.0,56.58469,0.0,0.29,3.906,-1.0,3.555007,0.15584558370544732,22559.98486046066,4.800552616830143,89.30245153848523,63260.285448190596,0.09209019426099281,229.19035926256916,0.2305477836198926,0.18950639737713168,14.073485009464218,0.2391267147156836,0.8312980392156862,1.4672349292125597,14.381221064814815,0.14806204797690364,97.9149068540543,0.15962942994007853,0.0932396170180212,0.1769628621185947,164.44054218753712,0.1804848324507278,0.11709584143018205
43,543,55.2995,12.2474,32,13.9276,0,122,127,2,127,2,1.00658,53.08361,0.0,0.0,11.39286,8.854,10.6534,0.0,0.0,131.0,56.53676,0.0,0.29,4.281,-1.0,3.404362,0.15606040513104097,22385.56076066529,4.789483147825292,92.2778333279809,63302.85826019958,0.09180431876558941,228.45212919419203,0.23276540966312342,0.18996829311827895,13.85416308744454,0.2392840571609443,0.8318635294117647,1.733431783102184,14.505738811728396,0.14852276189507072,97.90616818571577,0.15938585161624705,0.09299387872685716,0.1764457405108493,164.33853423275528,0.17974953640989183,0.11853807188774887
44,544,55.3203,12.5998,32,13.7639,0,122,127,2,127,2,1.00778,53.09562,0.0,0.0,12.5,8.856,10.55971,0.0,0.0,131.0,56.52697,0.0,0.29,3.707,-1.0,3.403195,0.1558600358176388,22465.762507883835,4.7891307366210585,91.03639945966557,63177.57039494972,0.09158303498049337,227.74869571541814,0.23054778361988837,0.18965419108268253,13.979470523787132,0.23919053128990647,0.8318635294117647,1.8084898349291512,14.56153549382716,0.14892180131952482,97.89534096965461,0.15940315009194583,0.09286639519942418,0.1759514406531009,164.42578764191904,0.17876716869658305,0.11999160038703659
