,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,saturation,cubrow.0,cubrow.0.3,color_fulness,tone,staticness,cubrow.1.0,temporal,cubrow.0.6,cubcol.0.6,noise,cubrow.0.5,movement,cubcol.1.0,uhdhdsim,fft,cubcol.0,blockiness,blur,cubcol.0.5,contrast,cubcol.0.3
10,510,55.8964,31.793,40,43.7787,0,122,123,11,130,7,1.00028,54.128,0.0,0.0,3.60714,7.637,27.28348,0.0,0.0,126.0,61.31085,0.00019,0.28,6.397,-1.0,1.893874,25.487848729263117,0.017214707793055364,0.070654173312558,82.28773479008117,0.8948843137254904,334.27906945899116,0.1005984459247429,6.697398771329951,0.12604245482613508,0.14383253465857992,0.3232104222764898,0.13953087866057032,15.512056327160494,0.13965954939237588,95.23880850634832,64811.507942756,0.11482574151854169,1.8759166852598697,22590.648220649502,0.11383176175634031,97.05651959929249,0.18360445414627125
11,511,56.4246,31.8856,40,45.3506,0,122,124,11,130,7,1.02097,54.63341,0.0,0.0,5.32143,7.589,27.30023,0.0,0.0,126.0,61.05731,0.00025,0.28,6.539,-1.0,1.921225,25.59075324918017,0.017033128522959504,0.07063832122307637,83.01689325233829,0.8960898039215688,329.5421848945248,0.10122312983525408,6.64862068564638,0.12507222264963092,0.1438516499356687,0.3270514632555551,0.13984053624931578,17.37625385802469,0.1362968347225671,95.20835928301827,64860.74885523969,0.12193244533723004,2.470881225436501,22992.37866905074,0.11010928495981065,97.02083662666033,0.18394430335949594
12,512,57.0956,31.5054,40,43.7331,0,121,123,11,130,7,0.99237,55.24468,0.0,0.0,2.53571,7.541,27.38111,0.0,0.0,126.0,60.86763,0.00022,0.29,6.495,-1.0,1.975833,25.89474016354408,0.016931804412859713,0.0708647775117113,82.48484283827403,0.8971917647058825,325.08835514607193,0.10293742558890175,6.60209382754173,0.12467239309180099,0.14487588580718802,0.3270514632555493,0.14056869836779193,15.72048611111111,0.13466031381932436,95.10677537154143,64830.4497144201,0.12477799808548234,2.308555051905032,23899.88631732248,0.10677874204004158,97.22886098156766,0.18372043835781474
13,513,57.6889,31.2542,41,44.1801,0,121,123,11,130,7,0.9909,55.83838,0.0,0.0,5.21429,7.333,27.05481,0.0,0.0,126.0,60.61981,0.00023,0.29,6.459,-1.0,1.957238,26.09393103328752,0.016961972057795264,0.07088767214935114,82.08268837807206,0.8980768627450981,320.9088529289115,0.1063195430884859,6.554604929014636,0.1243792737938419,0.1479748646959828,0.32705146325555096,0.14102331008420327,13.67139274691358,0.13130846037539473,95.01422945112823,64962.331401406744,0.12772580130463232,2.506186820569537,24365.76821306876,0.10382187470317401,97.36624668203754,0.1851087946469031
14,514,58.1797,30.7125,41,42.8111,0,120,123,11,130,8,1.00388,56.3196,0.0,0.0,4.96429,7.27,26.84423,0.0,0.0,126.0,60.34421,0.0003,0.28,6.252,-1.0,1.95615,26.367621151017556,0.016845932345100248,0.07105491742527846,82.8479765760057,0.8977196078431373,317.03706023216915,0.10707740181674065,6.523389950634966,0.1243500268632797,0.14920741774026386,0.32926908929877613,0.14050634776436655,12.834924768518519,0.1289789623043389,94.94904101348334,64986.29340439221,0.130755680898358,3.01556778216755,24851.19998724873,0.10130134584324711,97.21592566580526,0.1835924769650462
15,515,58.5729,30.0895,42,39.813,0,120,123,11,130,8,0.99974,56.67314,0.0,0.0,5.21429,7.144,26.38648,0.0,0.0,126.0,60.14764,0.00031,0.28,6.24,-1.0,1.950279,26.626787538881658,0.01681546053347657,0.07130578058943421,82.50021963137111,0.8982929411764706,313.4075131926417,0.10662442876147178,6.482303622626422,0.1245264523735226,0.14985107083113816,0.32542804831971545,0.1407468076769047,13.863956404320987,0.1253864620163999,94.90339785454289,64664.0773266181,0.13099977106099625,2.7358305489897625,25241.90730038527,0.09922966332819988,97.02142471409397,0.18393675760681427
16,516,59.4096,29.8921,42,39.8851,0,120,123,11,130,8,0.99623,57.49986,0.0,0.0,4.85714,7.103,25.84169,0.0,0.0,126.0,60.03775,0.00032,0.29,5.916,0.41551,2.039486,26.885024459273726,0.016765661965711033,0.07136125991221627,83.93958451043868,0.9000043137254903,310.0513607381379,0.10645692725010601,6.434358639131411,0.12487585371400864,0.14909442891660962,0.32321042227649194,0.14078246198199304,16.441309799382715,0.12351717489372052,94.83220579234754,64937.22224728664,0.13436508682009385,3.2079385811885723,26130.14509126275,0.09814249248547684,96.84469753673822,0.18075618826702558
17,517,60.1234,29.8738,42,40.5524,0,119,123,11,130,8,0.99817,58.20715,0.0,0.0,4.75,6.959,25.67456,0.0,0.0,126.0,59.94531,0.00032,0.28,6.776,-1.0,2.015706,27.10929004056954,0.016736758598061525,0.07153909491745611,84.58542300047637,0.8998039215686275,306.91837253768176,0.10721042884678418,6.375976736681825,0.1260557066025377,0.1483956941336767,0.3292690892987798,0.1410982789148329,16.148099922839506,0.12107044539422268,94.7378280948388,64959.56168960625,0.13271721888978985,3.364401822896478,26936.31394268951,0.0976882879911315,97.06443164064589,0.17942451805085619
18,518,60.756,29.8056,43,44.0566,0,119,123,11,130,8,1.00805,58.84729,0.0,0.0,6.25,6.889,25.66751,0.0,0.0,126.0,59.73442,0.00031,0.28,6.076,-1.0,2.056601,27.398636052637926,0.01664872390791043,0.07160146996712123,86.62113378700474,0.9002423529411766,304.0029412820122,0.10805406378037026,6.337504793993365,0.12626529651642437,0.14658994987670518,0.3292690892987755,0.14131288807281833,15.613329475308642,0.1186193405983391,94.66051054170576,65040.03522982867,0.13083442363782,2.819702148818552,27715.911396392374,0.09683520358860172,96.98171509816052,0.17488596904825443
19,519,61.2569,29.6496,44,42.0487,0,119,123,11,130,8,0.99959,59.3986,0.0,0.0,4.14286,6.872,25.61394,0.0,0.0,126.0,59.39209,0.00033,0.28,6.427,-1.0,2.116183,27.728435751832563,0.016660578340746354,0.07166586258675607,86.54633795486734,0.9002792156862747,301.28751294920744,0.10801971594833981,6.309129847927874,0.12671359571444582,0.1458024231482742,0.3314867153420093,0.1414214560128777,15.211467978395062,0.11586685111858207,94.561962933316,65100.670921072095,0.1293436181625649,2.2621011244945817,28420.491754747945,0.09706446234172743,96.8582659243136,0.17252962387821658
20,520,62.1135,29.7012,44,38.4048,0,118,123,12,130,8,1.00088,60.29501,0.0,0.0,4.07143,6.72,25.4762,0.0,0.0,126.0,58.97359,0.00032,0.28,6.155,-1.0,2.157752,27.988617131739485,0.016673395880417614,0.0719933717643302,88.69913325590501,0.9005768627450981,298.7383176196294,0.10763251943017822,6.2915773182683665,0.12655868378098567,0.14464980155291793,0.3314867153420107,0.14149301274633672,16.668885030864196,0.11339261641153363,94.41663808683899,65485.291698393135,0.12870698770937752,2.5056766122103507,29618.017596295736,0.09745425386381319,96.82735008976621,0.17249514184815865
21,521,63.0595,29.8463,46,38.4873,0,118,123,12,130,8,1.00658,61.29815,0.0,0.0,3.07143,6.654,25.52137,0.0,0.0,126.0,58.46322,0.00031,0.29,6.4,-1.0,2.131669,28.281149216640145,0.01662152597345166,0.07216612387858623,89.22182070645607,0.8974219607843138,296.4048449572855,0.1071385955813155,6.266784561046271,0.12774258297777163,0.1423969667232881,0.3353277563210751,0.14205568550708278,17.408130787037038,0.11130948628402353,94.30903978667848,65661.32147317975,0.1282748450474594,1.7557935661342718,30820.43256264264,0.09786463943221153,97.51189243230897,0.1703429883442835
22,522,63.7151,30.1307,46,38.3357,0,117,123,12,130,8,0.99335,62.00232,0.0,0.0,4.53571,6.608,25.64643,0.0,0.0,125.0,58.00022,0.00034,0.28,7.656,-1.0,2.130456,28.618324750735436,0.01661588884350838,0.07220397470330307,90.33004869605553,0.8979952941176471,294.2889842472031,0.10686884299832791,6.259568049137243,0.12861429126022028,0.14011255680966336,0.33754538236430115,0.1428072662895828,17.411072530864196,0.10947216461047257,94.17609206357983,65799.88793523621,0.12757758413962852,2.5913561793200244,31750.026606193605,0.09874102358707319,96.50539478048154,0.17090247718900775
23,523,64.4656,30.3048,47,42.6543,0,117,123,12,130,9,1.01563,62.79177,0.0,0.0,6.71429,6.549,25.89122,0.0,0.0,126.0,57.50428,0.00029,0.28,6.821,-1.0,2.167092,28.881877192744504,0.01661380509945007,0.07254128737053306,91.15978903195942,0.8983298039215687,292.34706333928455,0.10677644454563634,6.261915416519291,0.12917435832160634,0.1387487675622252,0.33754538236430903,0.1435008039385924,17.27440200617284,0.10778501308857556,94.07497300878633,65921.87944336215,0.1271284345743522,2.003706484225274,32885.66904677257,0.09917379770262418,96.85604042901191,0.17083015105511729
24,524,65.3794,30.0519,48,38.8671,0,117,123,12,130,9,1.01086,63.76554,0.0,0.0,5.10714,6.445,26.04196,0.0,0.0,125.0,57.05949,0.00044,0.28,7.015,0.4339,2.095125,29.2017283498505,0.016638368330097686,0.07283261328651545,92.305850757475,0.8995133333333334,290.5809347481997,0.10698528782723868,6.258978812819308,0.1311369514435768,0.13768949206121947,0.3436040493866002,0.1443477064903632,17.345244984567902,0.10677916941267923,93.92299074319288,66068.8462179247,0.12926410515486914,2.265214246072089,34276.288241275055,0.10174541234227368,96.45167177510669,0.1704489163827696
25,525,66.1138,30.3452,48,39.3975,0,116,123,12,130,9,1.01009,64.57035,0.0,0.0,3.78571,6.34,25.825,0.0,0.0,125.0,56.55809,0.00034,0.28,6.956,-1.0,2.178558,29.499207108109086,0.01666913509425105,0.07315361642561856,92.53544459069087,0.8988505882352942,288.9810203599151,0.10695314151042416,6.248915466602573,0.13261466789764292,0.13738694897045722,0.34582167542982467,0.14485077122581025,17.874903549382715,0.10620821588974688,93.82457106548748,66235.11872926903,0.13426139534216805,2.191092096113541,35233.07733495633,0.10458631472142478,96.10516047020461,0.17301190482233392
26,526,66.8192,30.6069,49,37.5896,0,116,123,12,130,9,0.99824,65.37053,0.0,0.0,8.14286,6.327,26.07842,0.0,0.0,125.0,56.10225,0.00042,0.28,6.585,-1.0,2.180648,29.713643957067422,0.016630122103029422,0.07348354334307615,94.6118238031176,0.8994160784313726,287.5827162680398,0.1065622318076582,6.255199367675856,0.1341751782308719,0.13641555494981455,0.34803930147305867,0.14541391826659908,18.071228780864196,0.10563368626458838,93.69901228505339,66367.98938168745,0.13671778203806367,2.259805919469244,36361.49842590874,0.10700533551199935,97.24667574085431,0.17025516470792665
27,527,67.3029,30.6759,50,37.3613,0,115,123,12,130,9,1.00226,65.92518,0.0,0.0,5.92857,6.347,26.30291,0.0,0.0,126.0,55.62317,0.00038,0.28,6.405,-1.0,2.150688,29.871379711009837,0.016642416531568317,0.07390235783267872,95.65215831018429,0.897481568627451,286.3767920295467,0.10656245043352079,6.2589248648828635,0.13654819231371512,0.13484979926349636,0.3518803424521199,0.14607243489778748,17.909963348765434,0.1061429166165677,93.60293577701677,66490.00129607733,0.1388650638735869,2.850342651944092,37104.41318440144,0.10886158250756511,97.422339711533,0.16847409894119644
28,528,67.9647,30.4879,50,38.3574,0,115,123,12,130,9,1.0063,66.6111,0.0,0.0,5.42857,6.237,26.36032,0.0,0.0,126.0,55.26447,0.00041,0.28,7.123,-1.0,2.130669,30.15795728895399,0.016627298459945015,0.07439077647302404,96.4985576606142,0.8941333333333333,285.33670869748386,0.10675357991505947,6.24468482839343,0.13867505516274956,0.13381127360589234,0.35409796849534886,0.14668411945670048,17.82349537037037,0.10709701945683914,93.57433040019058,66491.4844478847,0.13704712642128364,2.332739693488104,38173.586504370265,0.11218975739987035,95.56957461042036,0.16700150530086502
29,529,68.6736,30.1359,51,40.5639,0,115,123,12,130,9,1.00111,67.30885,0.0,0.0,5.17857,6.151,26.19338,0.0,0.0,126.0,54.98352,0.00043,0.28,7.335,-1.0,2.127991,30.299853666329092,0.01665216822650458,0.07485151109503864,97.59979445840209,0.8896235294117648,284.45646883349707,0.10710061809059228,6.228557378641777,0.14032990143214824,0.1322789690142608,0.35409796849535075,0.1476314695844463,17.92751736111111,0.10971151122123922,93.50629898365693,66078.49646475069,0.13603415217945905,2.426099505013608,39639.3475300998,0.11483903967774814,94.03319696938637,0.1659347438327232
30,530,69.3372,29.9444,51,38.9845,0,114,123,12,130,9,1.00122,67.94519,0.0,0.0,4.85714,6.13,25.89531,0.0,0.0,126.0,54.80258,0.00042,0.28,6.678,-1.0,2.092567,30.476092303240744,0.016712997622130035,0.07543790043386528,96.98973660959432,0.8783796078431374,283.6779717486901,0.10792665742308925,6.204064890674135,0.14144163449091626,0.13139022212227236,0.3540979684953523,0.14890356671731136,17.968123070987655,0.11038972288419853,93.43273080010883,66700.05928314435,0.13490325733303404,2.0143980486412363,41195.829164271796,0.11840871304034184,94.8951310369454,0.1653209253425077
31,531,69.325,29.7856,51,37.372,0,114,123,12,130,9,1.0073,67.91351,0.0,0.0,3.0,6.112,25.73154,0.0,0.0,126.0,54.57888,0.00047,0.28,6.946,-1.0,2.142107,30.57766478738667,0.01671722728930134,0.07596415376770806,98.52102146947738,0.8714748823529399,283.01626649413714,0.10838996958294746,6.177032131343181,0.14281221515670497,0.13060988613658306,0.35409796849535424,0.14999761204883724,18.069926697530864,0.11046958910193772,93.4892303997714,66726.76120785497,0.13378530427080082,2.211050312271163,41378.09888523085,0.12329150086031446,95.09493136156767,0.16508593694956433
32,532,68.9241,29.9808,51,34.902,0,114,123,13,130,9,1.00777,67.57944,0.0,0.0,4.35714,6.228,25.60366,0.0,0.0,125.0,54.12078,0.00044,0.28,7.738,0.40342,2.111965,30.727740064079377,0.016739747859813837,0.07650524386386376,99.88008585804005,0.868103137254902,282.4682852315396,0.1085808759635848,6.168754390928262,0.14379089880133028,0.12976471883633073,0.3540979684953532,0.15103411265070885,18.24705825617284,0.11027667812556403,93.56743317716004,66542.21434708148,0.1321627670173759,3.0898152162942703,40417.14469853956,0.12339907773050274,95.10100885206336,0.16520798894752037
33,533,69.0903,29.8162,51,35.5075,0,114,123,13,130,9,0.99573,67.74953,0.0,0.0,5.92857,6.243,25.77856,0.0,0.0,126.0,53.58793,0.00049,0.28,7.37,-1.0,2.167739,30.96179086190683,0.016739458017457885,0.07699581361643182,99.85588103997766,0.8596576470588236,281.996099166094,0.1086163438725834,6.15492747591686,0.14465777897149357,0.13110372831489742,0.3540979684953584,0.15231709756249906,18.388840663580247,0.11031250249387363,93.5551902435389,66548.53492946071,0.13073982350042793,2.6323145033970867,40739.96263260203,0.12481770410120836,94.73928583604207,0.1652128086259435
34,534,69.755,29.6614,52,34.7408,0,113,123,13,130,9,1.00426,68.42568,0.0,0.0,6.5,6.133,25.63556,0.0,0.0,125.0,52.99874,0.0004,0.28,7.047,-1.0,2.156562,31.048837544005593,0.016752854523173332,0.07757980729646823,100.47541558397559,0.8556309803921568,281.58163999079227,0.10864246308627154,6.133794680171317,0.14562665099546115,0.13277634857497897,0.35631559453858247,0.15384902693884198,18.56640625,0.1109465914603794,93.46269559191283,66741.20481720255,0.1299311004620686,3.0978783324829138,41942.24229892857,0.12747858442000573,91.4710864719354,0.16446638576639078
35,535,70.3126,29.2538,52,35.3228,0,113,123,13,130,9,0.99612,68.98492,0.0,0.0,5.82143,6.038,25.49987,0.0,0.0,125.0,52.36643,0.00046,0.29,7.208,-1.0,2.204492,31.352476708682968,0.016791753127428678,0.07801489606032008,99.75257241946278,0.8491945098039215,281.19091728702807,0.10898070157048613,6.130293861571246,0.1468860376817585,0.13424169310894274,0.35631559453858513,0.15546957651825608,18.81351273148148,0.11176916154012985,93.36429035635814,66893.43260353972,0.12868650083669633,3.0746141770731468,43006.11723410252,0.12935599111958837,88.83767832481377,0.1640291872950369
36,536,70.3859,28.9589,53,37.6198,0,113,123,13,130,9,0.99352,69.13984,0.0,0.0,4.60714,5.971,25.15087,0.0,0.0,125.0,51.66876,0.00049,0.28,7.945,-1.0,2.184253,31.176458288122106,0.016811592151790813,0.07853876916803185,100.65630278372723,0.8408603921568627,280.8150199985784,0.10917754754520115,6.112592886432687,0.14805878589412982,0.134166468538672,0.36015663551764837,0.15710330397515437,19.074363425925927,0.1119102006577016,93.35249924360824,67010.09437573708,0.127806768198711,3.831100891932644,43003.041526828376,0.1312221586013636,93.09828111879142,0.16394058951063098
37,537,70.1761,28.8009,53,34.7616,0,112,123,13,130,9,0.99408,68.99977,0.0,0.0,4.17857,5.974,24.89496,0.0,0.0,125.0,51.04484,0.00046,0.28,6.735,-1.0,2.19255,31.408032452618635,0.01685655230308094,0.07893196564324412,101.27357562532224,0.8277494117647058,280.4917412297351,0.10946665612461673,6.129847553157302,0.14894722549976305,0.13447511651255692,0.36015663551764593,0.1577991209524719,19.135850694444443,0.11439621886162761,93.399018955223,66888.82407357606,0.12762711562885828,2.737138248071775,42871.94711458004,0.1321040630897655,92.44180141284231,0.16404716728317653
38,538,69.7362,27.9233,53,33.3891,0,112,123,13,130,10,1.00671,68.62574,0.0,0.0,4.57143,6.003,24.75576,0.0,0.0,125.0,50.4852,0.00046,0.28,8.513,-1.0,2.188059,31.34137697573061,0.01686174586619822,0.0793111009503045,101.07839273372673,0.8155364705882352,280.176255455396,0.10988879547774326,6.170787797532911,0.14968054861379645,0.13475569087193923,0.3623742615608723,0.15819296659462148,19.098427854938272,0.11694742006689204,93.44237014839372,66870.61668294512,0.1270581672731485,2.989190661855247,42030.887790249624,0.13317065778036918,92.49741929225738,0.16487745006458274
39,539,69.8563,27.6005,53,31.7593,0,112,123,13,130,10,0.99639,68.73108,0.0,0.0,4.25,5.941,24.00759,0.0,0.0,125.0,50.30259,0.00051,0.28,7.574,-1.0,2.203138,31.32990406177662,0.01689995749826128,0.07985016213322446,101.52165631102184,0.8123474509803922,279.8699488899125,0.10981521275095003,6.164782033396649,0.15053810412613675,0.13438871968961813,0.3623742615608712,0.15849568960235835,19.01880787037037,0.11976096995513666,93.41394311311052,66908.25981214194,0.12646286662755624,2.9009931370997633,42434.090208486945,0.13178305281905464,89.58936070539197,0.16493580364995192
40,540,70.4103,27.4503,53,31.5511,0,112,123,13,130,9,0.99806,69.26963,0.0,0.0,5.35714,5.842,23.73348,0.0,0.0,125.0,50.35082,0.00042,0.28,7.152,0.39828,2.204881,31.30118457181954,0.016925940646660708,0.0803895725303174,101.22173401377582,0.8148458823529413,279.5800716493181,0.10964569275022915,6.14987640343451,0.15144406355028153,0.13430045348325595,0.36237426156087255,0.15877858092883917,18.94777199074074,0.12406734695866065,93.34883078541046,67214.17260875425,0.12621903212073307,3.1026527325499016,43625.76879442942,0.13097965090322378,89.16213064948296,0.1643927020843183
41,541,70.9949,27.3216,53,31.3423,0,112,123,13,130,9,0.9944,69.823,0.0,0.0,8.39286,5.786,23.61052,0.0,0.0,125.0,50.42448,0.00043,0.28,6.99,-1.0,2.215003,31.18509382083092,0.016966199617213764,0.0808455159623232,101.49659070846698,0.8175690196078432,279.2961122179602,0.10989089068532552,6.1420731853669155,0.1525749220335484,0.13387235163465747,0.362374261560873,0.15890522313095576,18.931182484567902,0.12955901618879273,93.24891602448014,67249.79514340495,0.1250216031365377,3.259859920246844,45009.84485747894,0.12996411481504497,93.01816199437339,0.16485678094172898
42,542,70.8956,27.361,53,32.5949,0,112,123,13,130,9,0.99132,69.72648,0.0,0.0,6.60714,5.782,23.49957,0.0,0.0,125.0,50.49524,0.00042,0.28,7.151,-1.0,2.221503,31.28986895525897,0.01703055146884927,0.08130521276378581,101.53849143766155,0.8191094117647059,279.03913687970174,0.11015100036491159,6.126246736828685,0.15357572454505913,0.13448579097819072,0.36237426156087493,0.15920198142965766,18.860918209876544,0.13424435338975266,93.27996551669918,67294.2894899569,0.12417433706386291,4.795915675647069,44875.58549242264,0.12944089767229858,91.48650976592059,0.1655616749856931
43,543,70.3649,27.5029,53,33.0307,0,112,123,13,130,9,0.9936,69.1876,0.0,0.0,6.53571,5.871,23.53602,0.0,0.0,125.0,50.57233,0.00037,0.28,8.089,-1.0,2.253227,31.267173484519677,0.01709188232417176,0.08169716469541154,100.99713588625295,0.8223913725490196,278.79449987274387,0.11018682221630785,6.126215668915672,0.1543412999888864,0.1354971663805369,0.36015663551764593,0.15926980725828158,18.71363811728395,0.13793365630385782,93.36801460034638,67028.4549099636,0.12317579235934617,4.563911932470704,44109.668855505566,0.1288936210442421,93.0770451275028,0.16683116539720985
44,544,70.038,27.5175,52,30.4245,0,112,123,13,130,9,1.00227,68.84149,0.0,0.0,7.5,5.922,23.65677,0.0,0.0,125.0,50.58482,0.00044,0.28,7.166,-1.0,2.239651,31.170224225079572,0.017124079222962687,0.08207684530961322,101.53288111627037,0.8238725490196079,278.5482321933101,0.1102878383375917,6.149096212217618,0.15507932059438725,0.13732796706713143,0.36015663551764704,0.15922825243307562,18.743055555555557,0.14080126331814255,93.41403194562906,66830.5173242724,0.12244269304934029,3.8727245086190294,43522.71767013509,0.12901721464050062,92.06454402474118,0.1678961946499777
