,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,tone,cubcol.1.0,staticness,temporal,contrast,cubcol.0.5,noise,cubrow.0,cubrow.0.5,cubcol.0.3,cubcol.0.6,uhdhdsim,cubcol.0,cubrow.0.6,blur,fft,movement,blockiness,cubrow.1.0,color_fulness,saturation,cubrow.0.3
21,121,68.994,13.6023,46,17.519,0,138,125,2,128,3,1.00341,67.04391,0.0,0.0,12.21429,8.362,11.5245,0.0,0.0,131.0,66.5459,0.0,0.29,2.019,-1.0,1.693792,0.2731740879354101,0.18455836773306297,290.05920706186333,4.878027345604473,90.32974529618744,0.11639805955689718,0.22005386451112474,0.16523069241027005,0.28194319990927497,0.21774203931465558,0.09764034809584599,96.03461706223055,0.19634962715023038,0.22935111746480746,40022.66599827495,63663.18086262168,10.044560185185185,2.0687659665433005,0.20657426292950407,96.84992569064131,14.871196793921198,0.2647480598262417
22,122,68.9564,13.8791,45,17.175,0,138,125,2,128,3,0.99552,67.02294,0.0,0.0,9.71429,8.359,11.76755,0.0,0.0,133.0,66.52741,0.0,0.29,1.806,-1.0,1.722639,0.2731740879354101,0.18439611755872415,289.5460996838162,4.9078763097086275,88.3758321011228,0.11598077152156795,0.2200538645111297,0.16477736962898418,0.2832016798183867,0.21837495277974184,0.09890140232228375,96.05639202645044,0.20006280326370224,0.23144403192923607,39799.52483636644,63717.58720600354,10.172694830246913,1.520838571115892,0.20634180327183793,96.8201120258827,14.84099757818528,0.264152494017453
23,123,69.0506,13.5715,46,18.3247,0,138,125,2,128,3,0.99183,67.12809,0.0,0.0,12.10714,8.397,12.00201,0.0,0.0,132.0,66.51772,0.0,0.29,1.709,-1.0,1.731493,0.2731740879354101,0.18423720476854208,289.0298008458241,4.9376587299328305,90.38502092685741,0.11573407618653185,0.22005386451112866,0.16546765299925845,0.2842371738037903,0.21899406181933745,0.09983357202189451,96.03252071592604,0.20305101387010444,0.23381970813610314,40076.900439726225,63616.53186197289,10.279369212962964,1.0585213532181341,0.20607782559062926,97.44919383862472,14.866098286193093,0.2637475689460394
24,124,69.2205,13.8047,46,17.1336,0,138,125,2,128,3,0.99359,67.29406,0.0,0.0,11.35714,8.323,11.73241,0.0,0.0,131.0,66.55446,0.0,0.29,1.735,0.57073,1.70616,0.27337595515570995,0.18416214996638247,288.50155386066496,4.921639042452984,89.5377788619781,0.11512339523276958,0.22005386451112904,0.1658856552981468,0.2854656554974677,0.21988459200892888,0.10070152343758963,96.02168144164003,0.20527204652121106,0.23662177590258932,40438.209582998235,63674.15344283012,10.73779899691358,1.0995158823557738,0.20549609704023802,96.78549258035484,14.961410334080828,0.26405652265251256
25,125,69.0563,14.4337,46,17.588,0,138,125,2,128,3,0.99664,67.13766,0.0,0.0,11.0,8.36,11.93338,0.0,0.0,132.0,66.51249,0.0,0.29,1.692,-1.0,1.695137,0.2732447414625151,0.1845601097839828,287.96986530838916,4.949089302240716,90.37241078945853,0.11470203502379238,0.22005386451113015,0.1663570007472891,0.2866548344284375,0.22019968256418476,0.10167319889154046,96.03736206710339,0.20679381798700328,0.2395509405541331,40046.86559164302,63628.00843344211,11.86255787037037,1.0894898834466809,0.20498512978275357,97.14383267964304,14.894336653344425,0.26400765227860523
26,126,69.0105,14.564,46,19.0558,0,138,125,2,128,3,0.9948,67.11442,0.0,0.0,10.35714,8.4,12.47379,0.0,0.0,132.0,66.52396,0.0,0.29,1.777,-1.0,1.727528,0.27337595515570995,0.18494393261533962,287.3995815976005,5.003046477375955,90.39410225741476,0.11464954889518097,0.2222714905543575,0.16641918873184758,0.2872958167451158,0.2204453644719706,0.1031062505730512,96.0263576246636,0.2083351231560529,0.24217409706099394,39966.721506645285,64169.74187118117,12.129822530864198,1.1852090072883485,0.20449893897208102,96.87166672490856,14.936903776945892,0.26394542156574025
27,127,69.06,14.4823,46,18.4087,0,138,125,2,128,3,0.99569,67.16074,0.0,0.0,14.42857,8.401,12.58492,0.0,0.0,132.0,66.51578,0.0,0.29,1.845,-1.0,1.700606,0.2690231702575936,0.18536785296816338,286.8480901183118,5.0178504342962515,90.3887270011065,0.11411595539518528,0.22005386451113296,0.16663960676745768,0.2872267405986333,0.2208150212306168,0.10397809361039113,96.01545228621504,0.2089757732862487,0.24415202529540572,40043.569985683,64225.40399425995,12.206500771604938,0.8096438797622175,0.20375159929423733,96.6408053546994,14.969371654369212,0.26389639580073115
28,128,69.072,14.0821,46,18.1905,0,138,125,2,128,3,1.00171,67.21017,0.0,0.0,14.21429,8.369,12.51361,0.0,0.0,132.0,66.48746,0.0,0.29,1.812,-1.0,1.68467,0.27337595515570995,0.18553983671862703,286.2905653915595,5.023319654863531,90.3957986594176,0.11404741211871935,0.22227149055435616,0.16747741429823515,0.2869287520862324,0.2214469371692676,0.10421502751187346,96.0285156406598,0.20964249626529427,0.24552046091003785,40067.52898981581,63933.7734170566,12.30324074074074,1.3093527887087122,0.2027043234819432,97.39181533827542,14.972138204692323,0.2637247346986383
29,129,69.321,14.3083,46,17.7407,0,138,125,2,128,3,1.01113,67.42948,0.0,0.0,13.17857,8.343,12.17049,0.0,0.0,132.0,66.49503,0.0,0.29,1.946,-1.0,1.690546,0.27340459847750925,0.18624581751648664,285.7094505423425,4.983209558880305,90.4214123443696,0.11399065855593869,0.2222714905543588,0.16870516080311235,0.286883113331551,0.2218570806066997,0.10448374355888355,96.00892322162396,0.21089568189917832,0.24679895373266236,40552.93514386563,63855.93736660467,12.944540895061728,1.8901985063631916,0.2023358391063654,97.05681720632934,15.022690007716049,0.26355348628704783
30,130,69.2443,14.9563,46,17.6604,0,138,125,2,128,3,1.00177,67.40178,0.0,0.0,13.35714,8.352,12.36577,0.0,0.0,132.0,66.48109,0.0,0.29,2.389,-1.0,1.68207,0.2734770251626304,0.18632431945206895,285.1180866060478,5.012730722525747,90.46467823482294,0.11381859134871648,0.22448911659758652,0.16873331274304101,0.28699572155085845,0.22228059119218951,0.10461002586512132,96.00220233416559,0.2117611607692896,0.24820375029866198,40298.80498484829,63832.66856644252,13.534336419753087,2.002769111533138,0.20237880393332025,96.69628099458768,15.00529404628424,0.26369983421813803
31,131,69.2013,15.1608,46,18.5207,0,138,125,2,128,3,0.9922,67.37009,0.0,0.0,10.28571,8.368,12.92252,0.0,0.0,131.0,66.46402,0.0,0.29,2.843,-1.0,1.638744,0.2697663445843919,0.18606346785940203,284.5222099171543,5.084296752080878,90.5045279494985,0.11347266106396828,0.22227149055436515,0.16927961027822963,0.28703811768504806,0.22318223621266037,0.104501131657809,96.00844640300042,0.21309646596061044,0.24976777993542013,40277.95003702009,63916.39765196181,13.742139274691358,1.306759520957002,0.20231835616458052,96.15912743145473,15.056396672755113,0.26392212803492604
32,132,69.1346,15.5896,46,18.8406,0,138,125,2,128,3,0.99378,67.33048,0.0,0.0,13.85714,8.37,13.10345,0.0,0.0,132.0,66.43632,0.0,0.29,2.659,0.56456,1.673877,0.27344116645167305,0.18639744479224782,283.91258351886773,5.095459567569201,90.52600775794569,0.11294850567721194,0.2222714905543638,0.1696391726057296,0.2870789865787327,0.22346211759439735,0.10439338046714983,96.00087696563816,0.21255641414429163,0.2510709126286287,39991.164354984765,63912.43454571436,13.91502700617284,2.2283641041205877,0.20195797936788504,96.69016163211424,15.090104468074847,0.26420430226823316
33,133,69.2245,14.9854,46,18.6769,0,138,125,2,128,3,1.00175,67.45231,0.0,0.0,11.42857,8.361,13.47004,0.0,0.0,134.0,66.43614,0.0,0.29,2.637,-1.0,1.676886,0.26916162947481775,0.18593392224835867,283.3123803978456,5.133322748806628,90.53004518973721,0.1122176290635877,0.22448911659758686,0.16959963533183514,0.28722480091031366,0.22336064568384972,0.10449567393033005,95.98539129772801,0.21201916575726162,0.25236623279282583,40194.56636777885,63767.450481453794,14.286506558641975,1.6702842038555876,0.20156606971468863,96.85076305578029,15.104939778645834,0.26489585206975
34,134,69.358,14.7426,46,19.4312,0,138,125,2,128,3,1.00418,67.59367,0.0,0.0,11.25,8.354,12.95147,0.0,0.0,133.0,66.44002,0.0,0.28,2.715,-1.0,1.653801,0.2734770251626304,0.18578267401809506,282.72176286160055,5.102082561413267,90.42400638610728,0.11167371548006595,0.22448911659758916,0.16930006990465712,0.2875733104577025,0.22335794375863025,0.10458783816995239,95.97537333289765,0.21284043039004097,0.2537915825644955,40506.715387463024,63822.110102476225,14.736979166666666,1.203464056424417,0.20123914908411014,96.70565181802557,15.115843219521604,0.26618380994801466
35,135,69.2773,14.9153,46,19.0732,0,138,125,2,128,3,0.99987,67.55463,0.0,0.0,13.35714,8.361,12.73804,0.0,0.0,132.0,66.39535,1e-05,0.29,2.32,-1.0,1.68558,0.2691565262252983,0.18479741282908002,282.1355160077997,5.092472478591912,90.4865594291118,0.111372945338875,0.22448911659758922,0.16925333357807906,0.28789803728195507,0.22300732189888994,0.10467909605792201,95.99374227876993,0.21293169852107532,0.2550304013900406,40284.22606510951,63671.91411398849,15.216145833333334,1.9040163849829115,0.20138244266245334,96.74650111973553,15.188038955500097,0.2674583505143326
36,136,69.396,15.1219,46,18.6226,0,137,125,2,128,3,0.99752,67.67611,0.0,0.0,10.78571,8.364,12.89234,0.0,0.0,132.0,66.37904,0.0,0.29,2.127,-1.0,1.671647,0.2689392352326032,0.18464677856758627,281.5491116828552,5.111648066475636,90.55995678086933,0.11102191553979933,0.22448911659758988,0.1690380348302945,0.28796888936015,0.222700980132308,0.10474581883429983,95.98263941459714,0.2122822539778616,0.25547589531634585,40501.25163257012,63630.635029866266,15.34230324074074,1.6847220856483336,0.20148947769781067,96.92789055621066,15.1472738760489,0.2679934689296721
37,137,69.338,16.0545,46,18.9012,0,137,125,2,128,3,1.00164,67.65511,0.0,0.0,11.64286,8.39,13.07299,0.0,0.0,132.0,66.3675,0.0,0.29,2.406,-1.0,1.697997,0.2690737998646678,0.1842390423972285,280.9650828847,5.133215665363148,90.5531480848446,0.11104694493308684,0.2244891165975901,0.16861270319940394,0.28782065281710384,0.22242706779436935,0.10503330578670707,95.96749251261261,0.21232273143321284,0.25581879152544307,40301.025168601685,63697.66678865276,15.384837962962964,1.6897476459839993,0.20145128951585828,96.48393987581716,15.169149328161168,0.26814792693238465
38,138,69.3272,15.9779,46,19.0504,0,137,125,2,128,3,1.00146,67.65264,0.0,0.0,10.21429,8.336,13.87199,0.0,0.0,133.0,66.31534,0.0,0.29,2.753,-1.0,1.670525,0.2687275846735874,0.18449694016811752,280.3834982761117,5.213079750846243,88.48822034345837,0.11136262731681187,0.22448911659759108,0.16837177122805125,0.2874359131789997,0.22214996896588465,0.10517842805651141,95.96826272056454,0.21215877457256455,0.2560967350746746,40327.640532927915,63867.61753184517,15.90089699074074,1.548270615509391,0.2013862594113205,96.73241507169462,15.218052428445697,0.2686188900137338
39,139,69.5841,15.3403,47,19.7071,0,137,125,2,128,3,0.99549,67.92776,0.0,0.0,11.0,8.342,13.80466,0.0,0.0,133.0,66.30681,0.0,0.29,2.695,-1.0,1.673715,0.2730940230311425,0.18462228938207953,279.80200803970797,5.206507843668645,89.6753702871555,0.11122950172912376,0.22448911659759074,0.16806009796124152,0.28681025719165354,0.22159514763306018,0.10548151226956289,95.92670876365881,0.21172927662425312,0.25639038570106065,40787.57003620732,63936.765160881485,16.311101466049383,1.2701353172114462,0.20104903471795668,96.88778378241,15.2277182119864,0.26960195779175167
40,140,69.4747,15.3728,47,20.1693,0,137,125,2,129,3,0.99275,67.85268,0.0,0.0,11.96429,8.35,13.25439,0.0,0.0,132.0,66.28554,0.0,0.3,2.404,0.54488,1.651112,0.2731043891856984,0.1855120285504044,279.2284737542416,5.1812352473393455,89.80518109842913,0.11133594963831614,0.22448911659759307,0.16826500433187952,0.28612701914104854,0.22117575345818355,0.10613697785867021,95.92928288121087,0.2112352955200583,0.256981931348286,40574.92182944929,63811.966836204294,16.802662037037038,1.4907688114340902,0.2005539055243455,96.49512871102817,15.304531332887251,0.27061540578806964
41,141,69.4929,15.4828,47,19.7693,0,137,125,2,128,3,0.99512,67.90551,0.0,0.0,9.17857,8.354,13.28223,0.0,0.0,132.0,66.27983,0.0,0.29,2.272,-1.0,1.678778,0.27290770504267653,0.1853371967275695,278.67334276086444,5.191071843463742,89.83985147670924,0.11125556594405682,0.22448911659759863,0.16884032167516735,0.2856896871474761,0.22114805584930655,0.1065010717309757,95.93966840223135,0.210352085063241,0.25785343654796045,40683.988323108024,63643.524902894984,16.986159336419753,1.3188580463403248,0.20011304378298445,96.67648447040564,15.335812415605709,0.2714232826888413
42,142,69.5254,15.8246,47,19.5893,0,137,125,2,128,3,0.99574,67.92997,0.0,0.0,10.17857,8.344,13.38019,0.0,0.0,132.0,66.2479,0.0,0.3,2.162,-1.0,1.698055,0.2730809289411771,0.1859776745594042,278.10456050466775,5.209608470449642,89.90420273598902,0.11103947938389179,0.22448911659759294,0.16973805399740638,0.28518722999652296,0.22062502745030887,0.10692903560632876,95.95203739522691,0.20939043391230952,0.25867154093757266,40643.91450165529,63719.27855607643,17.28732638888889,1.03001484690414,0.19960135733318546,96.15210762094715,15.297063945252217,0.2719747456377298
43,143,69.4951,16.2212,47,19.6799,0,137,125,2,128,3,0.9957,67.93562,0.0,0.0,10.67857,8.376,13.66355,0.0,0.0,132.0,66.23354,0.0,0.3,2.362,-1.0,1.670747,0.2729049771072671,0.18580744082996414,277.55916759980363,5.242367872487949,90.9485395006603,0.11094283208661009,0.22448911659759482,0.16990901043109807,0.28481590926637057,0.22026162566157473,0.10725694414812895,95.94063899324482,0.20829420937512827,0.25916033959755336,40556.76415619707,63717.08279790631,17.645302854938272,0.9590543546900945,0.1990064041688532,96.44461170494819,15.38738523883584,0.27221297351106943
44,144,69.4137,16.294,47,19.0698,0,137,125,3,129,3,0.99722,67.86164,0.0,0.0,12.46429,8.378,14.00695,0.0,0.0,131.0,66.22383,0.0,0.3,2.489,-1.0,1.664282,0.27290770504267653,0.18604284181033331,277.00725642185466,5.264449087018965,90.80158989325791,0.11094182985217398,0.22670674264082122,0.16971668740893361,0.2843534779763961,0.22010211222837936,0.10749519963252081,95.94712079936446,0.20738650004483308,0.2599423022110607,40366.91785128839,63724.44914485359,17.921778549382715,1.9638588001515573,0.19856710313846587,96.13295016054612,15.362719688886479,0.2723329494009909
