,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,color_fulness,contrast,saturation,cubcol.1.0,cubcol.0.6,cubcol.0.3,staticness,cubrow.0.6,cubrow.0,uhdhdsim,blur,cubrow.1.0,tone,fft,noise,cubrow.0.5,cubcol.0,temporal,cubrow.0.3,blockiness,cubcol.0.5,movement
10,410,57.4343,13.7766,43,14.802,0,125,127,6,128,5,0.99829,60.54808,0.0,0.0,8.78571,8.806,11.86424,0.0,0.0,131.0,56.85848,0.0,1.44,5.173,-1.0,0.000189,157.32728737147755,87.10441131864562,15.475354229962385,0.184037667296342,0.09252958001732767,0.16149340778237467,301.3337793117745,0.14919562723286156,0.08043792731300323,96.44923387534877,29644.122473264364,0.3597111610097128,0.7843960784313726,65227.57978757434,0.43242564706413117,0.15425009568149,0.17584572215336428,6.417044854676011,0.15176330162352505,2.2914006224603947,0.22016729532843754,7.153356481481482
11,411,57.327,13.7443,43,14.629,0,125,127,6,127,5,1.00212,60.41434,0.0,0.0,10.35714,8.762,11.92239,0.0,0.0,131.0,56.83258,0.0,1.45,4.96,-1.0,0.001026,157.8022725064013,85.98637056842603,15.52572594159915,0.18627003640477327,0.09393718671160337,0.16174395759241864,300.2087183079086,0.14748835513274025,0.08179431657736144,96.44792027253942,29541.707111127802,0.35841104159252113,0.7846043137254902,65187.31422861088,0.4324256470641325,0.15487507015601185,0.17561546217367663,6.425907084673254,0.15096384106003627,1.7178524420692818,0.21793669086753703,8.178530092592593
12,412,57.3656,14.1284,43,14.8316,0,125,127,6,127,5,1.00132,60.43718,0.0,0.0,7.75,8.724,11.8932,0.0,0.0,133.0,56.8171,0.0,1.42,4.137,-1.0,0.000567,157.86441792116022,86.20539371860407,15.485667475947626,0.18739396969348815,0.09488039381218359,0.1622920204739241,299.0627209688702,0.14620303308143534,0.0825148386085698,96.44282437303411,29721.8517383037,0.35658541959935697,0.7850454901960785,65192.76675338897,0.4324256470641296,0.15593284190527268,0.17513877046734813,6.425723964332127,0.15018911412879368,1.5854609944927665,0.21657640788854884,7.717158564814815
13,413,57.1254,13.7647,43,14.7568,0,125,127,6,127,5,0.99795,60.15836,0.0,0.0,11.10714,8.738,12.2311,0.0,0.0,131.0,56.78187,0.0,1.42,3.985,-1.0,0.000708,158.16397869656933,84.63965614307787,15.502435754846644,0.1897191502587696,0.09568784763244191,0.16214330041510264,297.94497213875763,0.14495772009276092,0.08236131498187375,96.49276335625274,29236.99108747586,0.35440214541494613,0.7851541176470589,65213.08204377565,0.43242564706412906,0.15743748629937265,0.17379792655060672,6.468647329755192,0.14969950913270083,1.6988575640375867,0.21532236213434663,6.916763117283951
14,414,57.1514,13.7948,43,14.578,0,125,127,6,127,5,1.00187,60.22003,0.0,0.0,9.10714,8.723,11.91202,0.0,0.0,131.0,56.75593,0.0,1.45,4.847,-1.0,0.00056,158.0638238646267,87.20340119513122,15.46686073585793,0.1916422269758625,0.09710384431157314,0.1623262562986671,296.8224218364383,0.14436858863338842,0.08229553611878425,96.47874965742486,29343.047576370787,0.3527388555029614,0.7851164705882354,65221.05616103435,0.4324256470641255,0.1588867680750893,0.1726554898872028,6.42350432844178,0.1484672528790128,1.8664535170463032,0.214504685795844,6.629677854938271
15,415,57.1446,13.6581,43,14.8086,0,125,127,6,127,5,1.00123,60.23624,0.0,0.0,7.67857,8.705,11.94607,0.0,0.0,131.0,56.71282,0.0,1.44,4.806,-1.0,0.000401,158.0790091218729,83.82375451228808,15.403984352394387,0.19389479572377383,0.09853853208667196,0.16266708479054223,295.70902104978575,0.1437564190177921,0.08240335806478774,96.48146219911156,29452.697111062884,0.3519234503262835,0.7851400000000001,65397.72608469735,0.43242564706412834,0.15997717429019842,0.17215754066009495,6.428643224172866,0.14745435894476303,1.9679867637169615,0.2139925306580041,7.780864197530864
16,416,57.0484,13.6493,43,14.7447,0,125,127,6,127,5,1.00389,60.17638,0.0,0.0,8.57143,8.708,11.82734,0.0,0.0,131.0,56.69967,0.0,1.42,5.466,0.12526,0.000516,158.40582418822763,82.79013179250992,15.465243304217303,0.19635569778399248,0.1002106177074492,0.16266898738888455,294.67818047518847,0.14369767394187763,0.08267921992589405,96.50164735137506,29276.22629822447,0.3511977917816336,0.7859356862745099,65276.37308201837,0.4302080210209031,0.16074868912700538,0.17153216479987438,6.4256093113308825,0.1469889686436162,1.8452349208279126,0.21356836185646796,8.983072916666666
17,417,56.9418,13.9116,43,14.2898,0,125,127,6,127,5,1.00337,60.07974,0.0,0.0,7.75,8.718,11.81853,0.0,0.0,132.0,56.64249,0.0,1.43,5.097,-1.0,0.000915,158.33172334250702,82.85719043512115,15.475379096137154,0.19775665821570582,0.10149675056455183,0.16296890137975234,293.65103717972,0.14396665149055893,0.08293860481537368,96.49984840658965,29179.662858605196,0.3500016549189498,0.7859435294117648,65343.19519305495,0.4324256470641308,0.16104382411569812,0.1711423476420616,6.4384412018213455,0.1461156327007179,1.6042546472868027,0.2133985733201306,8.980324074074074
18,418,56.8061,13.4394,43,15.3786,0,125,127,6,127,5,1.0017,59.94241,0.0,0.0,6.64286,8.766,12.04257,0.0,0.0,131.0,56.61018,0.0,1.44,5.567,-1.0,0.000536,158.60229536732612,84.62866376660801,15.489123120720002,0.19925160313043977,0.10311845962791998,0.1627456972059604,292.62802420638576,0.14458214991963586,0.08336222570499857,96.51310984688246,28945.717101350096,0.34868369248783715,0.7859568627450981,65258.48610668131,0.43020802102090167,0.16087611260572315,0.17007065835573376,6.466434683856022,0.14490970766815314,1.752456360200115,0.21329733438599965,8.91820987654321
19,419,56.9027,13.5185,43,14.7947,0,125,127,6,127,5,1.00215,60.02481,0.0,0.0,8.28571,8.722,11.63443,0.0,0.0,131.0,56.58166,0.0,1.42,5.627,-1.0,0.000359,158.51590422609905,84.77439805283309,15.477005004882812,0.20032982439393907,0.10411782412588305,0.16305403080518796,291.6246991208466,0.146127672954062,0.08375326311211881,96.50647379210908,29128.603175637207,0.3475682121917106,0.7863156862745099,65383.04068724456,0.43050512657460654,0.1599980347369012,0.1701477036239926,6.418180624968592,0.14451779493122774,1.8597620842201783,0.21334579831628214,8.653597608024691
20,420,56.8176,13.7089,43,14.2612,0,125,127,6,127,5,1.00447,59.91214,0.0,0.0,8.35714,8.74,11.70439,0.0,0.0,132.0,56.54395,0.0,1.42,4.911,-1.0,0.00051,158.68614550540525,86.88725515320453,15.48671430422936,0.20126902364250157,0.10540359891880892,0.1630605270459727,290.6665078450538,0.14868790758604392,0.08492493857401491,96.53709164857084,28981.7001611471,0.3473694190504011,0.7868443137254902,65431.00080367213,0.4324256470641274,0.15862147404431098,0.16993207555834858,6.409845523171025,0.14429964675220192,1.943241734348685,0.21334278460393208,10.064380787037036
21,421,56.73,13.6754,43,14.6026,0,125,127,6,127,5,1.00518,59.81522,0.0,0.0,11.35714,8.747,11.86713,0.0,0.0,132.0,56.50452,0.0,1.43,6.062,-1.0,0.000614,158.73138000030795,88.11793552850428,15.548278055073302,0.20266615698161136,0.10659314636234422,0.16268170979773,289.749593463142,0.15132590053321932,0.08513823714794279,96.5521240336595,28913.088635818054,0.3475607921362201,0.7870474509803922,65561.62937041532,0.4324256470641262,0.15697490268426845,0.1697945508466478,6.433009840824116,0.1439294282403876,1.4844659835991296,0.2135203410893175,10.431520061728396
22,422,56.6135,14.1408,43,14.4406,0,125,127,6,127,5,1.00672,59.69855,0.0,0.0,12.85714,8.717,11.83522,0.0,0.0,131.0,56.46626,0.0,1.43,5.4,-1.0,0.000856,158.756887796224,88.12455498801178,15.528780148353105,0.2038455656575313,0.1079946855471764,0.16222309426390247,288.8326944343258,0.15371305566231266,0.08546933001050558,96.56583912931293,28761.57262403682,0.347285166398509,0.7870894117647059,65560.9780052821,0.4302080210209051,0.15550621760325234,0.16937894220313238,6.430429251919372,0.14386792529569947,1.6452902112009826,0.21373281473713987,10.365885416666666
23,423,56.5544,13.7432,43,15.3139,0,125,127,6,127,5,0.9987,59.63547,0.0,0.0,12.92857,8.768,12.24147,0.0,0.0,132.0,56.42332,0.0,1.42,6.133,-1.0,0.001024,158.78227265608442,84.9255853227349,15.457014672550153,0.20482003536019014,0.10939110540427949,0.16103094074691157,287.9133042790397,0.15512902551257401,0.08538196358826346,96.56645224096658,28708.043922244713,0.3467079328447856,0.7876172549019609,65583.82275260126,0.43242564706412256,0.1540646619385093,0.16907224432436893,6.503824675051334,0.1439591986895131,1.8017759448379367,0.21384226595173805,10.411988811728396
24,424,56.4541,13.7507,43,15.4823,0,125,127,6,127,5,0.99781,59.58605,0.0,0.0,12.46429,8.751,11.89944,0.0,0.0,131.0,56.39156,0.0,1.43,5.685,0.12577,0.000901,159.0972833403035,85.88489111570837,15.522670604564526,0.20593654887388593,0.11066001472753526,0.16033483527267547,287.0142633299224,0.1558907596826545,0.08771588012831896,96.57687529143854,28552.72258120497,0.34637494971880917,0.7881835294117647,65524.648468879706,0.4302080210209054,0.15264410791602895,0.16908041319853548,6.4560947310017625,0.14391710737674546,1.7087962628859252,0.21408000958924567,10.712480709876543
25,425,56.4111,13.7096,43,14.8938,0,125,127,6,127,5,0.99656,59.59951,0.0,0.0,12.67857,8.714,11.90776,0.0,0.0,131.0,56.35653,0.0,1.43,6.261,-1.0,0.000576,158.90943366795702,83.65447693882186,15.524052937825521,0.20660531529642617,0.1119233741928739,0.1592278150441439,286.1250177623006,0.15681657179803934,0.0919619885644162,96.55745802708827,28485.76470995526,0.34637802979483734,0.7885627450980393,65505.92751118203,0.4302080210209067,0.15164901201222625,0.16859196694254644,6.456593976252258,0.1440161300084702,1.9749173421650934,0.21459778961207404,11.684751157407407
26,426,56.4192,13.8042,43,14.9341,0,125,127,6,127,5,0.99561,59.58409,0.0,0.0,10.32143,8.765,11.87718,0.0,0.0,133.0,56.36125,0.0,1.44,6.089,-1.0,0.000496,159.07001120388122,85.37823207626288,15.548756352177373,0.20734554172261635,0.11294510762959059,0.15827583548458385,285.2494881117835,0.15798078867894724,0.09658515203014824,96.57751978690638,28503.7878846365,0.3463419974574914,0.7898314705882352,65639.55657179334,0.4302080210208974,0.15100573373966508,0.16814538573230672,6.461793962813252,0.14413285624427313,1.358776056445851,0.2146767465148906,11.85204475308642
27,427,56.3369,14.1965,43,14.6781,0,125,127,6,127,5,0.99413,59.52142,0.0,0.0,10.0,8.769,11.95434,0.0,0.0,133.0,56.33806,0.0,1.43,6.436,-1.0,0.000582,159.00837206945582,86.5171333488827,15.557558601285205,0.2078423706995203,0.113832205376178,0.15717966751102372,284.37885180467487,0.15942931720124756,0.09899576776697547,96.58491576720094,28352.555373994433,0.3458931356349805,0.7899098039215687,65870.12975158922,0.430208021020903,0.15016107528973383,0.16862786173875893,6.4511872676105,0.1441045852803489,1.5810754269336096,0.2148770988855943,11.832465277777779
28,428,56.3929,13.7992,43,15.439,0,125,127,6,127,5,0.99182,59.57838,0.0,0.0,10.85714,8.763,12.30099,0.0,0.0,131.0,56.36069,0.0,1.42,6.19,-1.0,0.001035,159.16767645620442,88.04924121700458,15.595780549225985,0.2079784472887429,0.11461644785600053,0.15619715392189815,283.5221907837022,0.1613442301428556,0.09990934583200843,96.58000296812091,28429.274489224234,0.3448511215718144,0.7904596078431373,65885.27360471984,0.43242564706412673,0.14891140693165322,0.16991736057631499,6.501543719029557,0.14390247573502782,1.24923376925163,0.2151206998929322,11.890480324074074
29,429,56.3562,13.5804,43,15.001,0,125,127,6,127,5,1.00024,59.60625,0.0,0.0,11.21429,8.722,11.95029,0.0,0.0,131.0,56.37989,0.0,1.42,5.836,-1.0,0.001069,159.03886539542634,86.63592560806961,15.549670937620563,0.20819252172744793,0.115476259695395,0.15548759537475812,282.64531593356037,0.16345785122047726,0.10170272622979865,96.57005313943209,28467.343593181387,0.3436893819149939,0.7913095490196078,65969.11519036665,0.4318314359567352,0.1476847826375338,0.17121366816490627,6.462967274221209,0.14385075612358839,1.4384605545285107,0.21489897959720625,12.241078317901234
30,430,56.3552,13.4215,43,14.9244,0,125,127,6,127,5,0.99941,59.61661,0.0,0.0,10.39286,8.734,11.75687,0.0,0.0,131.0,56.39934,0.0,1.44,5.789,-1.0,0.001143,159.16850707906198,87.34250490999825,15.535367235725309,0.20788986028828635,0.11606559963138323,0.15493797149622965,281.7645373606258,0.1652973527712561,0.10422479974842151,96.56803518549309,28449.366878630997,0.3428135233159539,0.7920098039215686,65781.22123775358,0.43242564706412967,0.1467116921829098,0.17207649012019163,6.441801159596898,0.14356974431031003,1.5000845866663255,0.21478930496209625,12.789400077160494
31,431,56.3391,13.3877,43,14.252,0,125,127,6,127,5,0.99989,59.61091,0.0,0.0,9.96429,8.678,11.6191,0.0,0.0,131.0,56.39275,0.0,1.41,5.426,-1.0,0.001436,158.91701067143288,86.36215181406791,15.531379605516976,0.20748258677697815,0.1165710837132523,0.15460927376287587,280.9055119250679,0.16693264318646212,0.10639668843815461,96.57451126195241,28385.399552811108,0.34212885590583336,0.7926854901960785,65599.6766669499,0.4302080210208998,0.1457997678103072,0.17284349707575367,6.420848705327654,0.1433902675117778,1.2667145675236837,0.2146528370525822,12.812210648148149
32,432,56.3513,13.6934,43,13.9882,0,125,127,6,127,5,1.00367,59.64149,0.0,0.0,9.42857,8.706,11.5937,0.0,0.0,133.0,56.41439,0.0,1.43,4.975,0.12654,0.000691,159.17804767847247,85.01888744975973,15.56875478485484,0.2068791366780976,0.11712752312255513,0.1542514554755814,280.0702993818298,0.16841980125623632,0.1083228927346558,96.58002765633236,28520.30314862638,0.3412847440401212,0.7937866666666668,65546.9103567339,0.43020802102090366,0.1447724141316275,0.1733782483125677,6.414709598134203,0.1435086391540519,1.7067550072258344,0.21403715269131615,12.766541280864198
33,433,56.2521,13.8547,43,14.973,0,125,127,6,127,5,1.00231,59.5277,0.0,0.0,11.32143,8.688,11.85696,0.0,0.0,133.0,56.42509,0.0,1.42,6.502,-1.0,0.001282,159.18043498081218,85.43215583411633,15.545420328776041,0.20617972996071815,0.11760253645914236,0.15408304892770935,279.2355033838808,0.1698793243476239,0.11002450425021072,96.57670019635628,28302.90913064315,0.3403663313877915,0.7943592156862745,65543.482117683,0.4324256470641295,0.1435717819592795,0.17380744637371726,6.456313478448509,0.14341610097517946,1.149200240092372,0.21336799108911353,12.822000385802468
34,434,56.3201,13.6018,43,15.5081,0,125,127,6,127,5,1.00091,59.61644,0.0,0.0,11.53571,8.698,12.00351,0.0,0.0,132.0,56.43859,0.0,1.42,5.549,-1.0,0.000498,159.21559381272832,85.77751263836032,15.518154944902584,0.20542617353155151,0.11782370648851417,0.15405672442658638,278.3853888212366,0.17123567593258562,0.1113597730020782,96.58095179727152,28420.35913483305,0.33952260906087345,0.7955925490196079,65574.50885141768,0.43242564706412373,0.14232581636699249,0.17461628976291232,6.478563099591679,0.1430362505999945,1.284916283221684,0.21296163908272464,13.096161265432098
35,435,56.4036,13.7159,43,15.146,0,124,127,6,127,5,1.00418,59.7202,0.0,0.0,9.60714,8.72,11.78366,0.0,0.0,132.0,56.47158,0.0,1.43,5.494,-1.0,0.000954,159.23174552475376,84.60875488925235,15.517126012731481,0.20446101613568432,0.1180855165278772,0.1541150119360895,277.5328503763291,0.17251643392959218,0.11384665534254142,96.55967424571978,28634.665317287257,0.33828707949101083,0.7966070588235294,65633.77456862114,0.4302080210209007,0.1410905140248495,0.17589415418857485,6.442762292432503,0.14268169185250934,2.1160816696725684,0.21222234217481653,13.410349151234568
36,436,56.2886,13.5148,43,14.9654,0,124,127,6,127,5,1.00059,59.6385,0.0,0.0,9.46429,8.708,11.88289,0.0,0.0,131.0,56.46835,0.0,1.42,6.079,-1.0,0.000626,159.16089291141938,88.73725932201977,15.635217737268519,0.2033086071928058,0.11816235881512625,0.1542109302670666,276.7207039482732,0.17382501543834397,0.11693895705725962,96.5716994844364,28398.400060354426,0.33686835400499177,0.7977082352941177,65524.120439603066,0.4324256470641294,0.1398963108536218,0.1764553243308166,6.449324810339394,0.14226012234091318,1.9794893247739735,0.21138632451460598,13.539207175925926
37,437,56.3297,13.5745,43,14.8964,0,124,127,6,127,5,0.99891,59.64683,0.0,0.0,7.21429,8.753,11.71044,0.0,0.0,130.0,56.49694,0.0,1.43,5.312,-1.0,0.001489,159.14356639957603,84.14384366588405,15.610165631329572,0.20208429710149808,0.11823599790323927,0.15437396921985755,275.91251206817986,0.17502655898591712,0.12027665798331152,96.5781851348877,28402.062510060343,0.3352313892256319,0.7995116470588235,65476.36003643972,0.4302080210209034,0.13873399457610525,0.17673333681858272,6.435917515950569,0.14213106449005977,1.6394413457230357,0.21065561552030157,13.547935956790123
38,438,56.2822,13.6378,43,14.6153,0,124,127,6,127,5,1.00543,59.64206,0.0,0.0,7.67857,8.774,11.76334,0.0,0.0,131.0,56.51253,0.0,1.43,6.624,-1.0,0.001321,159.060183796136,87.01168822297637,15.554676762333623,0.2007867927929929,0.11827552148110376,0.1545742053907356,275.0993804343994,0.17599751777231318,0.12334120274540568,96.56098716410831,28366.182693243227,0.33377271963573074,0.8010635294117647,65464.2574113118,0.43020802102090805,0.13772036933390416,0.17722073682403613,6.434764154059121,0.14218729937163027,1.5293362126341392,0.20993625751320022,13.600790895061728
39,439,56.379,13.54,43,14.9287,0,124,127,6,127,5,1.00115,59.73478,0.0,0.0,6.92857,8.765,11.8206,0.0,0.0,132.0,56.52941,0.0,1.42,5.816,-1.0,0.001787,159.3544307479113,85.25897728355652,15.573926949206692,0.1995966599855365,0.11814693902355948,0.1548362035242469,274.29313201214615,0.17672582606411513,0.1269007769824768,96.57032366951846,28444.775468623735,0.3326526212466673,0.803287843137255,65503.826677319295,0.4324256470641242,0.13687824648165436,0.17840733801148967,6.437630522269443,0.1420446578472491,1.594812096992515,0.20903889701615794,13.826967592592593
40,440,56.509,13.6726,43,15.1222,0,124,127,6,127,5,0.99695,59.85689,0.0,0.0,8.85714,8.706,11.73079,0.0,0.0,133.0,56.56485,0.0,1.42,4.995,0.12616,0.002226,159.2361311774373,86.85589165361833,15.550568380473573,0.19838154005592695,0.11801666096698206,0.155186328862092,273.49202178432944,0.17766208036200448,0.13061930516171702,96.55525465658465,28705.41624963778,0.3316009940945524,0.8044501960784314,65499.17866638877,0.43020802102090455,0.13608674126655101,0.17946394256910086,6.405805954198074,0.1416150441386133,1.1844367319604847,0.20836002594664163,13.998794367283951
41,441,56.5617,13.388,43,14.0637,0,124,127,6,127,5,0.99815,59.92727,0.0,0.0,8.71429,8.706,11.84734,0.0,0.0,131.0,56.58796,0.0,1.44,6.044,-1.0,0.001417,159.27915327556548,85.90011007609027,15.558665146062403,0.19724728153648083,0.11789276997772989,0.15533157827001345,272.69787273647273,0.17883739485582564,0.13346840795901288,96.55656026823445,28757.888771171685,0.33049825193083476,0.8055164705882354,65403.38911633046,0.43020802102090383,0.13525552551398823,0.17980247061027535,6.428248326193526,0.1409856881420957,1.120667047217144,0.20785422571051768,14.119695216049383
42,442,56.6046,13.4264,43,14.5106,0,124,127,6,127,5,0.99957,59.97568,0.0,0.0,10.07143,8.679,11.59584,0.0,0.0,132.0,56.63346,0.0,1.43,6.337,-1.0,0.001388,159.3807887704767,88.9944476952916,15.565024293499228,0.19613153261171426,0.11770595189297481,0.15530152409811823,271.926523783765,0.1802034572024343,0.13638681268719804,96.54409399038923,28797.775605368235,0.32929652278637067,0.806429411764706,65300.834060271976,0.43020802102090155,0.13447868773343732,0.1797253917770589,6.375642253111485,0.14039980103659616,1.9849128245252043,0.2072676760266436,14.119068287037036
43,443,56.5607,13.1778,43,14.6487,0,124,127,6,127,5,0.99581,59.89765,0.0,0.0,9.82143,8.705,11.62526,0.0,0.0,132.0,56.65426,0.0,1.42,6.158,-1.0,0.001472,159.4940281704778,86.06236016290518,15.509010409131463,0.19502585231295197,0.1175224381238426,0.1551083308033749,271.14382283668715,0.18151625154193582,0.1393725010185898,96.54094301580537,28727.332107868486,0.32820407887183506,0.8074701960784314,65231.35149680991,0.43020802102090333,0.13369122920939852,0.17959497494645277,6.389564439425104,0.1400202927220533,2.002038390701288,0.2068095160953675,14.208622685185185
44,444,56.6923,13.2303,43,14.213,0,124,127,6,127,5,0.99736,60.09975,0.0,0.0,9.0,8.72,11.42171,0.0,0.0,132.0,56.66811,0.0,1.42,5.402,-1.0,0.001381,159.53900031462044,83.61958506840327,15.62415643385899,0.19396231088775032,0.11735277993508385,0.15493474501873117,270.39797055943865,0.18267415258970773,0.1418538409806534,96.52773171198818,28959.290229944232,0.32708823534940556,0.8084164705882353,65245.1966573531,0.43242564706411996,0.13296152196437477,0.1798391446809297,6.353312404628193,0.13974709372492247,1.5454912643180438,0.2064067602917426,14.281442901234568
