,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0.5,cubcol.0.6,contrast,cubcol.0.3,cubrow.0.5,saturation,staticness,noise,cubrow.1.0,movement,cubcol.0,cubrow.0.6,cubrow.0,blur,fft,tone,temporal,uhdhdsim,color_fulness,cubrow.0.3,cubcol.1.0,blockiness
14,114,123.363,25.7582,146,47.867,0,115,129,19,125,14,1.00689,120.89457,0.0,0.0,1.64286,3.69,22.39076,0.0,0.0,128.0,58.49834,0.00348,0.43,4.86,-1.0,0.007879,0.4466217908360999,0.38788946362612015,94.99114665220367,0.38143718408051897,0.33486955926206513,23.01766911259404,207.29526356531744,0.7081959369907019,0.4062090538660044,9.827208719135802,0.23773642034264725,0.44965585561394317,0.17981946602114954,200915.79763891397,84192.7580062986,0.8937901960784312,5.415115177258306,80.07244889466129,148.0265651551332,0.4028243710547426,0.3775602165821416,3.331814665856251
15,115,123.119,25.7958,145,46.1743,0,115,129,19,125,14,1.00721,120.65087,0.0,0.0,1.17857,3.705,22.11376,0.0,0.0,128.0,58.50918,0.00327,0.43,4.905,-1.0,0.007614,0.44630103432410223,0.3894413649392743,95.17106095281058,0.3797356502044627,0.33345005382247733,23.035160771122683,205.94822151152104,0.7065725220548713,0.40828895353333217,11.096498842592593,0.2371443973470369,0.44985412163600647,0.17806371102469376,198825.7178217864,84173.9925262488,0.8937376470588234,5.289209521749837,80.08242999955229,147.932267592003,0.40230844214035305,0.3782292650521545,2.179636943391653
16,116,123.003,25.9065,146,47.692,0,115,129,19,125,14,1.00917,120.54599,0.0,0.0,0.89286,3.675,22.14742,0.0,0.0,128.0,58.52446,0.00333,0.43,4.79,0.17785,0.006672,0.44545017164197437,0.39130595074146174,95.17529128935642,0.37869389149417826,0.33248299927619474,22.99430564597801,204.6957568074008,0.707166733162269,0.40887378956949416,11.987075617283951,0.2362468141782117,0.4486746193369574,0.17666279551728628,197959.3787530189,84073.31987670335,0.8934996078431372,5.247226817538133,80.08473168724372,147.9352338921414,0.40079579154097417,0.3790447217415841,2.848956968123663
17,117,122.714,25.8052,145,46.5504,0,115,129,19,125,14,1.01044,120.28492,0.0,0.0,1.14286,3.703,22.24241,0.0,0.0,128.0,58.5117,0.00313,0.43,5.157,-1.0,0.008489,0.4445245906003001,0.39385827481435914,95.40082864609916,0.37990897884103686,0.3318900225769186,22.930985815731095,203.5272270286334,0.7059783109474735,0.41106813594523983,11.734037422839506,0.23506002741704615,0.44657939028887433,0.17503337491147886,196300.04940214957,84097.14625797262,0.8937972549019606,5.271674986478761,80.08445311904788,148.13532598299028,0.3980399532779172,0.37806981075923035,1.5836941087636043
18,118,122.645,25.4574,145,44.7166,0,115,129,19,125,14,1.01908,120.21233,0.0,0.0,1.82143,3.709,22.15283,0.0,0.0,128.0,58.5131,0.00305,0.43,5.095,-1.0,0.007956,0.44494688762795714,0.3956240289865241,94.02819326810437,0.37882438349507647,0.3308132371631513,22.927709132065008,202.43820541080493,0.7059783109474725,0.41375220552099684,11.453510802469136,0.23358051396564672,0.4459661600443412,0.17399317302194256,196395.98469480465,84123.9162592998,0.894295294117647,5.260090947622805,80.08571452291947,148.05334554987445,0.3954570960061449,0.37825349039516026,1.6717928070040073
19,119,122.814,25.6677,145,46.5313,0,115,129,19,125,14,1.01064,120.41893,0.0,0.0,1.21429,3.709,21.8576,0.0,0.0,128.0,58.55676,0.00303,0.43,5.166,-1.0,0.008011,0.4464521649239241,0.39568622469000936,94.3120316375273,0.3779852875615999,0.3292962439695765,22.99020442256221,201.43003247598986,0.7059783109474753,0.4154270550120363,11.13720100308642,0.23276913830297222,0.44517089121005265,0.17414152744738873,197062.72592852736,84123.99332001066,0.8949439215686273,5.262748062391917,80.0864345822406,147.97582075209283,0.39448180696517626,0.3782957337818892,3.0196354144740543
20,120,123.304,26.0413,146,45.5156,0,115,129,19,125,13,1.00482,120.96465,0.0,0.0,0.85714,3.686,22.03881,0.0,0.0,128.0,58.60575,0.00329,0.43,4.782,-1.0,0.007318,0.44852491475784084,0.3960494782235313,90.28567884116015,0.37642159810141607,0.3288747441226105,23.020459210431135,200.46720447846303,0.7081959369907042,0.4161115416080921,12.967833719135802,0.2338434792077881,0.44402867379432304,0.17506117333557003,199716.62058378634,84171.49930945937,0.8957098039215685,5.252068779638114,80.05318417972259,148.11507263392474,0.3927262366618593,0.3788517355748424,1.4333852140981422
21,121,123.437,26.2306,146,44.5281,0,115,129,19,125,14,0.99897,121.09843,0.0,0.0,0.78571,3.702,22.35682,0.0,0.0,128.0,58.61342,0.00309,0.43,4.969,-1.0,0.006318,0.4486917695222263,0.3961286885870816,90.41332199385168,0.3744985026189045,0.3279649330051118,23.161612428264853,199.5369684147447,0.7081959369907027,0.41598762066099265,13.190393518518519,0.23459886423163018,0.445051574426757,0.1758201191189804,199909.88906877613,84047.21575306605,0.8957396078431371,5.309828137718682,80.05678026552859,147.79344249140632,0.39074372106495947,0.38006055791686527,1.7575252596803999
22,122,123.475,26.7677,146,45.838,0,115,129,19,125,14,0.99281,121.18643,0.0,0.0,1.14286,3.691,22.51945,0.0,0.0,128.0,58.56452,0.00326,0.43,5.247,-1.0,0.006512,0.4491822895996949,0.3960854880427027,90.28150730550614,0.37272804002846766,0.32663835520809653,23.11220842526283,198.6385692854299,0.7081959369907042,0.41644020269114085,13.02440200617284,0.23667267524871421,0.44586025839543136,0.17882772189643292,199853.28556674198,84182.92672758595,0.8957396078431371,5.405548953690156,80.01618074206186,147.7612581244273,0.38892407700786774,0.38097337510845364,1.4200324936016693
23,123,123.109,26.2474,146,47.2759,0,115,129,19,125,14,0.99353,120.80505,0.0,0.0,1.25,3.7,22.98295,0.0,0.0,128.0,58.54248,0.00322,0.43,5.566,-1.0,0.007072,0.44977773805027216,0.39612620856984,91.26847274294177,0.3707880465323112,0.3261114460106204,22.984614431122203,197.74581373332407,0.7081959369907044,0.41637183349826706,12.926890432098766,0.23986275172296495,0.44562400214776526,0.18223295431841963,198303.8878699434,84102.40509720333,0.8962831372549018,5.381697321088651,80.07501269722661,148.22005091147923,0.3860443446892632,0.38134299624785867,2.407559380871282
24,124,123.203,26.0533,146,45.8861,0,115,129,19,125,13,0.99733,120.88935,0.0,0.0,0.85714,3.7,22.53352,0.0,0.0,128.0,58.56355,0.00325,0.43,5.528,0.17387,0.007174,0.45016305292259184,0.3965529667898323,90.40191990712263,0.3695711906758331,0.32672568344814074,22.900509116090372,196.88265685739947,0.7081959369907037,0.4163261970290927,13.392409336419753,0.24188565678692997,0.4446970215256555,0.18605098778441417,198801.83540335167,84069.45703120544,0.8960529411764705,5.304396552072234,80.05054890536323,148.13695640997497,0.3832043883991189,0.38111195870126313,2.4575107732534787
25,125,123.203,25.7994,146,44.5807,0,115,129,19,125,13,0.99863,120.87493,0.0,0.0,0.53571,3.717,22.37279,0.0,0.0,128.0,58.61751,0.00323,0.43,5.078,-1.0,0.005995,0.4499337739124195,0.3982693558720684,93.01876211580417,0.3681347234144085,0.3271432558606962,23.042673181604457,196.04845746705757,0.708195936990704,0.4154364551122949,14.117091049382717,0.24205376261580616,0.4439298278623972,0.18620972534119523,198848.81408407254,84125.81205581955,0.8957396078431371,5.269107232738065,80.06373709827434,147.61068269801785,0.38179348019887793,0.3808170232039449,2.0514331488654998
26,126,123.407,26.1754,146,45.0883,0,115,129,19,125,13,1.00205,121.06675,0.0,0.0,0.32143,3.705,22.14963,0.0,0.0,128.0,58.64841,0.00305,0.43,5.162,-1.0,0.004744,0.44988906776592724,0.3982653977582224,94.64760422415128,0.36720055067774265,0.32827871831402833,23.03017246576003,195.2203076122144,0.7081959369907036,0.41500530758977794,14.063560956790123,0.24320260377092218,0.44367234543987843,0.1872561387380782,199923.8081967413,84156.81039040939,0.8957396078431371,5.327023719954977,80.04842412514108,147.68391818622723,0.3812146235368378,0.3802538237846018,2.2134865852211885
27,127,123.194,26.0066,146,44.5055,0,115,129,19,125,13,0.99666,120.85471,0.0,0.0,0.53571,3.694,22.47318,0.0,0.0,128.0,58.58005,0.00331,0.43,5.543,-1.0,0.007473,0.44966381901981933,0.39969605573647193,95.67997747832253,0.36514831838549905,0.3294063911870105,22.925941749855326,194.38581872026785,0.708195936990703,0.41393513795566156,13.97169174382716,0.24346805706757424,0.44408484453813585,0.18908921682535457,198875.97161729317,84174.52873205149,0.8957098039215685,5.3718841905745185,80.06793646171117,147.6903953910824,0.3808380306310147,0.38000239648214523,2.160677357990148
28,128,123.478,26.0993,146,45.8746,0,115,129,19,125,13,1.00591,121.12517,0.0,0.0,1.32143,3.688,22.3297,0.0,0.0,128.0,58.44743,0.00298,0.43,5.426,-1.0,0.007256,0.4506687043845363,0.40056888336583385,95.47526296038227,0.36398846207077223,0.3313122722317258,22.843481369960454,193.55021023535278,0.7081959369907033,0.4123816025066888,13.839699074074074,0.24335926648126155,0.444573957340048,0.19127129332936102,200126.8505761846,84091.7367198248,0.8949439215686275,5.246733671230224,80.01966233943355,148.22058843190086,0.3815338448329193,0.37962550621665847,2.5896114599110773
29,129,123.494,26.3795,146,48.2779,0,115,129,19,125,13,0.9931,121.14414,0.0,0.0,1.07143,3.688,22.40926,0.0,0.0,128.0,58.3035,0.00303,0.43,5.872,-1.0,0.006387,0.45112655277169633,0.40116736288877874,94.4235139065106,0.36332748796300285,0.3327246819346845,22.914927164713543,192.71843125840718,0.7081959369907032,0.4113816593880637,14.225935570987655,0.24267542634090292,0.4450815219325553,0.19343466177698773,200637.5744970573,84027.04858039078,0.8947375686274508,5.3232343138049805,80.0371105801227,147.97562555811908,0.38138204803250003,0.3793111792278428,2.4509497975341126
30,130,123.351,26.2461,145,49.23,0,115,129,19,125,13,0.99734,120.97046,0.0,0.0,1.46429,3.699,22.64712,0.0,0.0,128.0,58.22911,0.00333,0.43,5.905,-1.0,0.006009,0.45210990041921223,0.4027015035122706,92.53543480045421,0.3628811421779923,0.3325181781329052,22.975164342809606,191.906330620534,0.7065725220548712,0.41011012828328525,14.486448688271604,0.24075199947773868,0.4456942307985667,0.1955645141716686,200228.41590128568,84044.7830411736,0.8945788235294116,5.34140809451017,80.06605696799745,147.73902850453294,0.3800362478911969,0.3788915802527687,2.6174091505443142
31,131,123.367,26.0023,145,45.1563,0,114,129,18,125,14,0.99731,121.00978,0.0,0.0,0.85714,3.707,22.53141,0.0,0.0,128.0,58.28783,0.00323,0.43,6.211,-1.0,0.008269,0.45250192143847173,0.40361697095306814,92.81976651931093,0.36309459213810374,0.331882983471533,22.99981783643181,191.0873456848023,0.7081959369907036,0.4078952951792863,14.439187885802468,0.23954702746754195,0.4454764194445168,0.19867097340504533,200936.7343135286,84101.50915862824,0.8948466666666666,5.234784161116614,80.05109377269349,147.7550384915379,0.3794350876148315,0.378652890285062,2.2646335783284157
32,132,123.349,26.0816,145,44.9782,0,114,129,18,125,13,1.00376,120.93835,0.0,0.0,0.82143,3.692,22.32202,0.0,0.0,128.0,58.39185,0.00313,0.43,6.012,0.17258,0.007391,0.4527444624952178,0.40457285600909215,95.42731445368929,0.3623251301158218,0.33309470480814374,22.89516646773727,190.27320280044432,0.7081959369907036,0.40618527071786076,14.346305941358025,0.23838455078505538,0.444747608936752,0.2017868302198069,201236.0926770395,84133.64670588379,0.8951811764705881,5.33955799946303,80.03763801743317,148.34384208896893,0.37906976245538365,0.37800373711800267,2.070708361604186
33,133,123.434,25.9352,145,44.4578,0,114,129,19,125,14,1.00114,120.99679,0.0,0.0,1.07143,3.693,22.39213,0.0,0.0,128.0,58.47451,0.00324,0.43,5.738,-1.0,0.007617,0.4525240866167857,0.4065601710324991,95.15675916588692,0.3629556488135199,0.334122482314411,22.967980090482733,189.47202628595562,0.7081959369907028,0.4044282490213773,14.273967978395062,0.23751764330405212,0.44381528966546574,0.20426826533266632,201874.83926785266,84291.90384882699,0.895716862745098,5.392777478499662,80.02496370946633,148.46211297651536,0.37822097419208006,0.37718580174415545,2.185507983141696
34,134,123.628,26.0056,146,45.7686,0,114,129,19,125,14,0.99518,121.23635,0.0,0.0,0.85714,3.724,22.26599,0.0,0.0,128.0,58.55287,0.00339,0.43,5.724,-1.0,0.009619,0.4532396641512635,0.40789082999707366,95.53658724855025,0.361833561308443,0.333965565599473,22.962740674430943,188.69547795312207,0.7081959369907044,0.40323225511691824,14.524498456790123,0.23711817288294634,0.44239082440082683,0.20621607997524657,203082.34234762352,84264.803297217,0.8957176470588234,5.294654728928004,80.03767655176523,148.41826897692886,0.37782402806888316,0.37650013525105686,2.657682390370087
35,135,123.509,25.9728,146,46.3437,0,114,129,19,125,14,1.00289,121.17468,0.0,0.0,1.60714,3.692,22.32754,0.0,0.0,128.0,58.593,0.00351,0.43,5.904,-1.0,0.00722,0.45295598750985555,0.4091125504714954,95.48510974188852,0.36063341032735763,0.3332232176666286,23.036553653669948,187.9358535344247,0.7081959369907066,0.4023127147106416,14.729214891975309,0.23726785214057186,0.44072031666090283,0.20617395370109187,201681.1625274622,84210.49041358173,0.8959478431372547,5.252480032251197,80.0482086363723,148.264844490318,0.37763102431308027,0.3762436655896213,2.5224308627529943
36,136,123.177,26.3921,145,48.896,0,114,129,19,125,14,1.00732,120.8593,0.0,0.0,0.82143,3.678,22.29836,0.0,0.0,128.0,58.58547,0.00347,0.43,5.85,-1.0,0.006328,0.4533442101371325,0.4105025658623288,95.56226004520401,0.35917034505020295,0.3323442887464664,23.109195473753374,187.20563583123163,0.7081959369907026,0.4019415632823105,14.792100694444445,0.2374425472129025,0.4391648389813872,0.20605694503837974,199540.1730267363,84011.46461550334,0.8951741176470587,5.278771151032135,80.04757450423726,147.9909790684563,0.3779963166813548,0.3752711427003289,2.709116892586127
37,137,123.1,26.0106,146,46.1193,0,114,129,19,125,14,1.00542,120.78877,0.0,0.0,1.5,3.716,22.65906,0.0,0.0,128.0,58.58367,0.00363,0.43,5.635,-1.0,0.004777,0.4514784670730334,0.41167234201347874,95.57630054859831,0.35788082241101743,0.33259814638845725,23.289701673719616,186.49513794032794,0.7081959369907039,0.4015345427596952,14.909577546296296,0.23755513435059325,0.43731082419214157,0.20515039950715674,198682.2721165975,84077.83096380552,0.8949062745098038,5.412778860582608,80.0685719813297,147.55497226552103,0.3782966130652267,0.3748093543769786,2.546154362174772
38,138,122.996,26.1799,146,44.8377,0,114,129,19,125,14,1.01943,120.66361,0.0,0.0,1.42857,3.725,22.33041,0.0,0.0,128.0,58.58929,0.00333,0.43,5.684,-1.0,0.005587,0.45104228808494695,0.41170110558563444,95.33619378060291,0.3562723694659394,0.33292477345351823,23.38074239095052,185.8023486023358,0.7081959369907022,0.4012689220617337,15.187644675925926,0.23747153023669784,0.43632245770296674,0.20452088587294312,198800.84410837042,84174.76310077327,0.8946086274509802,5.34287336683579,80.07777003775067,147.34591834490197,0.3784824451215159,0.373917928988875,2.1756361797906556
39,139,122.981,26.307,145,46.2414,0,114,129,19,125,14,1.00742,120.6091,0.0,0.0,1.21429,3.764,22.47565,0.0,0.0,128.0,58.5726,0.00345,0.43,5.187,-1.0,0.005301,0.45138521948349425,0.4122305976322479,93.63483989636777,0.3556620298867022,0.3333411097581069,23.367606834129052,185.1344347561389,0.7081959369907022,0.4007690175156494,15.52560763888889,0.2371818144907142,0.43569772577943766,0.20344681383964117,199717.82224279517,84099.3736546798,0.894370588235294,5.332664753015659,80.10916493712158,147.12948878405012,0.37807264005148317,0.3728629368442879,2.483927276618938
40,140,122.955,26.1131,145,46.2272,0,114,129,19,125,14,1.00624,120.49158,0.0,0.0,1.25,3.732,22.58413,0.0,0.0,128.0,58.56355,0.00344,0.43,5.038,0.16911,0.006657,0.4519908034089809,0.4118776630390197,92.95333295673734,0.3546781483695765,0.3333456493620666,23.37849313241464,184.47289589812704,0.7059783109474732,0.4007712059008109,15.632233796296296,0.2372365134188285,0.43496374469836,0.20268670657851853,200502.12915704786,84286.55685036295,0.8953745098039214,5.321429330025414,80.09372246332089,147.20454582611939,0.3778136609638677,0.37204116963315875,2.515492144315489
41,141,123.384,25.7328,146,44.9451,0,114,129,19,125,14,1.01238,120.87701,0.0,0.0,1.57143,3.73,22.41625,0.0,0.0,128.0,58.6044,0.00341,0.43,5.204,-1.0,0.00715,0.45272744489934375,0.41191724248303524,92.43055446766311,0.3535759774593375,0.3326901222687759,23.412109563380113,183.82489750441005,0.7059783109474727,0.4008612573009054,15.807918595679013,0.2372522369493254,0.43333601018913825,0.20229212165412722,202273.64506447595,84301.26622278988,0.8951741176470587,5.246404299108262,80.09815328853298,146.96656404991757,0.3778691616985162,0.37151972792741794,2.8649985576004933
42,142,123.311,25.6535,145,46.9114,0,114,129,19,125,14,0.99753,120.83999,0.0,0.0,0.85714,3.732,22.0912,0.0,0.0,128.0,58.59308,0.00352,0.43,4.987,-1.0,0.00603,0.4534702651571812,0.4122934596643381,91.35605993925644,0.3528942873137481,0.3327589385898678,23.326513596522954,183.19323950335618,0.7059783109474725,0.40185474096207474,15.881703317901234,0.2373461532649115,0.4320782458029922,0.20193541553742198,201893.51742576112,84304.04155122374,0.894929019607843,5.263552084773695,80.0820658150391,147.26918450253152,0.3777865429726948,0.3706355329362061,2.4179923048789904
43,143,123.43,25.55,145,47.1476,0,114,129,19,125,14,0.99766,120.95259,0.0,0.0,0.96429,3.704,22.02343,0.0,0.0,128.0,58.58806,0.00332,0.43,4.859,-1.0,0.006185,0.45295254785667616,0.4124543928500654,91.39598709243884,0.35236182402779587,0.3324790395875033,23.371118239414546,182.58637377901135,0.7065725220548691,0.4019068688070793,15.961275077160494,0.2373617645375741,0.4307119746018036,0.20146155764887305,202277.0450594859,84391.07549591207,0.8951741176470587,5.302547988929201,80.05223106410827,147.33321088191462,0.3771133116227372,0.37007097958031654,1.9117440170495636
44,144,123.378,25.9895,145,44.8628,0,114,129,19,125,14,0.99908,120.93631,0.0,0.0,0.75,3.721,21.93685,0.0,0.0,128.0,58.49854,0.00344,0.43,4.713,-1.0,0.004857,0.4521925952213457,0.41300112249959614,87.19981345763605,0.3519645071933701,0.3327072905750402,23.39653636791088,181.9906620161611,0.7059783109474735,0.4013728139840022,15.950472608024691,0.2366857451917789,0.4288422994195367,0.2008955389025993,202036.25181054696,84432.72023456253,0.8951741176470587,5.2817245233284575,80.05100957407059,147.33804563317074,0.3761809204864244,0.37026978672344685,2.1865048388402677
