,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,fft,contrast,cubcol.1.0,cubrow.0.5,cubcol.0.6,color_fulness,noise,cubrow.0.6,cubcol.0,saturation,tone,cubrow.0,cubrow.1.0,uhdhdsim,movement,temporal,cubcol.0.5,staticness,blockiness,cubcol.0.3,blur,cubrow.0.3
10,410,56.9072,12.5478,32,13.7288,0,125,126,2,127,2,0.99909,54.32753,0.0,0.0,12.92857,8.756,10.69454,0.0,0.0,133.0,56.08014,0.0,0.3,6.433,-1.0,2.270878,63293.255387837424,89.27415368677597,0.16796497573929867,0.11387012520532293,0.07363837253523241,158.60007921773905,0.2388240766854148,0.1297127110507013,0.15608923935391436,14.978593049225983,0.7646611764705882,0.05778161460217016,0.33587959384262717,97.6371074268084,6.082320601851852,4.6609195452125585,0.2052523757858645,293.5983258604997,2.3791815566140055,0.13626375056538473,24297.62150604288,0.1290960634048625
11,411,56.7912,12.4209,32,13.7409,0,125,126,2,127,2,1.00379,54.20698,0.0,0.0,12.42857,8.727,10.83126,0.0,0.0,132.0,56.0497,0.0,0.3,7.739,-1.0,2.255551,63240.18134850642,91.79895478994695,0.16931656317336177,0.1152443695141341,0.07524513853229568,158.87069334103464,0.23882407668541272,0.12701948517388179,0.1547309354072687,15.046839772919077,0.7646611764705882,0.059316350514738166,0.33449163238272916,97.64373180772792,7.080391589506172,4.6709514989017595,0.20276462109882967,292.9695800172115,1.8493906593221758,0.13542669495674925,24249.851177183114,0.12818533417564437
12,412,56.8533,12.7854,32,13.3864,0,125,126,2,127,2,0.99954,54.25734,0.0,0.0,12.75,8.702,10.72209,0.0,0.0,133.0,56.03431,0.0,0.3,6.411,-1.0,2.237971,63321.50015199562,92.45604471513408,0.16963241853316768,0.11719817616743475,0.0759171168910853,159.13395902053412,0.24266511766447263,0.12519244763567336,0.15509288529631982,15.021047521520545,0.7652792156862744,0.060172978713099005,0.3326249635558558,97.6181836757088,6.695505401234568,4.655326606315737,0.2016118330347539,292.28366379012937,1.65147610549444,0.1367639413798891,24410.834492666516,0.12746278680612355
13,413,56.6229,12.451,32,13.8069,0,125,126,2,127,2,0.99386,54.01295,0.0,0.0,15.17857,8.72,11.03571,0.0,0.0,132.0,56.00393,0.0,0.3,5.02,-1.0,2.314781,63327.90430368812,92.21067294589436,0.17208149727564007,0.1191477825236208,0.07674070176940681,159.21810174938702,0.23882407668541106,0.12340847926972909,0.1532061374340496,15.04432471004533,0.7654717647058824,0.0599101492840749,0.33080279824641834,97.66486581016225,5.983410493827161,4.693510584026232,0.2005812327881771,291.6006440443711,1.9591829887852472,0.13650788806131342,24078.49930601275,0.12733951847243977
14,414,56.6354,12.4867,32,13.31,0,124,126,2,127,2,1.00488,54.04177,0.0,0.0,13.53571,8.694,10.745,0.0,0.0,132.0,55.97052,0.0,0.31,6.027,-1.0,2.217756,63350.77667276669,91.23514867544802,0.17380048239422755,0.12104140696410208,0.07883441064983837,159.40434258814798,0.24266511766447482,0.1220820512364315,0.15180255260138553,14.997303903838736,0.7646690196078432,0.06016465394763334,0.3294602869184325,97.66518950560979,5.780719521604938,4.660371636040224,0.19961628877554186,290.87168374427466,1.8837306593963528,0.13739302447259794,24092.624165351834,0.125872282355932
15,415,56.5994,12.3782,32,13.8244,0,124,126,2,127,2,1.00351,54.01044,0.0,0.0,9.85714,8.659,10.78202,0.0,0.0,133.0,55.92387,0.0,0.3,6.11,-1.0,2.246751,63446.19475224692,92.44568955490394,0.1761470882358472,0.12248889852622702,0.08015425573086132,159.3421526452848,0.23882407668541206,0.12084482116677744,0.15145685804317652,14.970807675962094,0.7649729411764705,0.06090176106184259,0.3284666915786156,97.66223383710684,6.716001157407407,4.661300203366584,0.19931084620116407,290.13927367387544,2.2387203934748543,0.13778784652333834,24139.96793898872,0.12508174311835946
16,416,56.5462,12.348,32,13.4673,0,124,126,2,127,2,1.00331,53.97587,0.0,0.0,13.0,8.652,10.69616,0.0,0.0,133.0,55.90737,0.0,0.31,6.199,0.46824,2.273553,63470.14148768033,92.35095379740062,0.17958525819707324,0.12408510264508282,0.08215293191287101,159.72018670078143,0.24266511766447363,0.119578478016699,0.15053858021634306,15.036332307038483,0.7656066666666667,0.06192312013116095,0.32770530364095557,97.675772525577,7.654851466049383,4.683718193239547,0.19898760607002497,289.463036254198,1.98585787404335,0.13761654097104323,24008.63316907579,0.12445882273986221
17,417,56.3937,12.6316,32,13.6268,0,124,126,2,127,2,1.00433,53.84978,0.0,0.0,10.32143,8.7,10.66526,0.0,0.0,132.0,55.83822,0.0,0.3,5.893,-1.0,2.197715,63429.51098230749,92.50324763671503,0.18121541997675916,0.12541571168058285,0.08333421295833225,159.5423419378644,0.2426651176644782,0.11871583680009386,0.15061430016696373,15.057166770652488,0.7652266666666667,0.062383839065352796,0.32670372061357034,97.69402400570435,7.7786940586419755,4.696005948523698,0.198904903244247,288.7851585034225,1.8191750546725973,0.1378584782688003,23941.789632217726,0.12394384502257011
18,418,56.2693,12.1883,32,14.4351,0,124,126,2,127,2,1.00292,53.76649,0.0,0.0,10.10714,8.766,10.90919,0.0,0.0,132.0,55.81399,0.0,0.31,6.245,-1.0,2.267502,63514.384855593904,91.21895347740379,0.18305394504769879,0.12582890416611067,0.08515439718892559,159.91480793837053,0.24488274370770347,0.11854402900535951,0.14969128971481807,15.06670558599778,0.7660898039215687,0.06295734856321622,0.32556725416123916,97.69008152953526,7.789930555555555,4.732365739651486,0.19875647986060258,288.0878952230263,1.8490095458064588,0.1373709825486693,23729.434052906847,0.12258676427276256
19,419,56.3962,12.2518,32,14.0303,0,124,126,2,127,2,1.00559,53.87031,0.0,0.0,12.21429,8.731,10.52374,0.0,0.0,133.0,55.78609,0.0,0.31,6.45,-1.0,2.254842,63551.39065229214,92.5037685259046,0.1845069389155778,0.125551364665406,0.0866416177365163,159.85843795912515,0.24266511766447807,0.11946020799837108,0.14970035446396446,15.025576179410205,0.7661190784313725,0.06313947523903589,0.3245496685257248,97.6865029223164,7.590856481481482,4.692899479362982,0.19866254027405383,287.37486210781117,1.6320734420249603,0.13801473845390427,23946.142958626187,0.12225110398348754
20,420,56.2857,12.4622,32,13.2618,0,124,126,2,127,2,1.01041,53.76826,0.0,0.0,12.5,8.747,10.583,0.0,0.0,133.0,55.74677,0.0,0.31,6.8,-1.0,2.251297,63608.2849995432,86.22069483853741,0.18536841094795317,0.12444474411514074,0.08805838814407439,159.91521740872622,0.24266511766446805,0.12127898794579131,0.14963329215104157,15.040150018385898,0.7661721568627451,0.0642827292217393,0.32458750353290716,97.70403422131567,9.033564814814815,4.680218263893809,0.19883494349109282,286.6674487566999,1.4429089646278541,0.13749194209336962,23837.77184220678,0.12181943180266816
21,421,56.2268,12.3346,32,13.313,0,124,126,2,127,2,1.00917,53.69088,0.0,0.0,14.5,8.705,10.75925,0.0,0.0,132.0,55.71121,0.0,0.3,5.993,-1.0,2.235066,63696.61095680476,91.3380201078455,0.18706431639492485,0.12313427377002746,0.08965951350579351,159.9271045495734,0.24325932877187387,0.12341996018072919,0.1494443267430556,15.115239461263021,0.7669011764705882,0.06443708958118852,0.32502842898600226,97.71690017922302,9.296778549382717,4.715088105741759,0.19877130393507553,286.01569058834355,1.6665296221872488,0.13740293670889794,23758.420160047437,0.12189586177774613
22,422,56.0643,12.8359,32,13.58,0,124,126,2,127,2,1.00901,53.5304,0.0,0.0,16.25,8.649,10.64991,0.0,0.0,132.0,55.67075,0.0,0.3,6.308,-1.0,2.243031,63658.84231049026,92.51423478772877,0.1882593700571314,0.12212382310412824,0.09076870690346127,160.0713625426483,0.24488274370770022,0.1256045469107396,0.14897554192772602,15.096906120394483,0.7669082352941177,0.0652018553966272,0.3247590676993969,97.72935209485522,9.261284722222221,4.6898358034885534,0.19883858406798444,285.3430545007151,1.6000792475039256,0.1369224362152844,23599.870310886876,0.12184064665791222
23,423,55.9793,12.4218,32,13.9622,0,124,126,2,127,2,1.00278,53.44356,0.0,0.0,18.35714,8.703,11.07619,0.0,0.0,133.0,55.62552,0.0,0.3,7.592,-1.0,2.195767,63781.93610624921,92.47570919075109,0.18958745899037122,0.12096034029405772,0.09237444511201157,160.14266306140567,0.242665117664474,0.1270704835877998,0.14918972559173313,15.03384568956163,0.7671462745098039,0.06463416282167969,0.3246025910575979,97.74330561230913,9.289978780864198,4.748034352736233,0.19858184362832618,284.66006121451255,1.803582746981261,0.13609893194628037,23525.814707453144,0.12163224969423647
24,424,55.9,12.4593,32,13.9862,0,124,126,2,127,2,0.99697,53.38733,0.0,0.0,16.0,8.69,10.72699,0.0,0.0,133.0,55.59484,0.0,0.3,8.334,0.46618,2.187216,63806.604964252576,92.56101229090578,0.19155122303288394,0.11976967971187334,0.09365676709888807,160.3408501408406,0.24488274370770405,0.1280253602330261,0.14895028495036294,15.121218269253955,0.7677564705882353,0.06657164070105877,0.3244482721698849,97.7677899740222,9.656394675925926,4.714645456839084,0.19883350713587292,283.9840590604595,1.8879362419052526,0.1355173533489359,23371.34349632147,0.12178173174820614
25,425,55.8371,12.4079,32,14.0299,0,124,126,2,127,2,0.99293,53.37517,0.0,0.0,16.78571,8.665,10.7684,0.0,0.0,133.0,55.55424,0.0,0.31,8.472,-1.0,2.222487,63760.10691390751,92.0484169161154,0.19233716314995056,0.11890813403786518,0.09497430030628681,160.1322288645813,0.24710036975093416,0.12902511275154413,0.14857228231275205,15.091244732892072,0.7680917647058824,0.07051768333364809,0.3243162191731474,97.74933607534123,10.689284336419753,4.715474379526539,0.1993502171747026,283.30870637826297,1.9644450701831522,0.13458425287619327,23281.904791685178,0.1217517113647465
26,426,55.7922,12.5255,32,14.1339,0,124,127,2,127,2,0.9963,53.332,0.0,0.0,15.71429,8.687,10.72809,0.0,0.0,134.0,55.5563,0.0,0.3,8.017,-1.0,2.230141,63757.211367825366,90.88988339052791,0.1930848177050946,0.11830864647940804,0.09627331509210602,160.42419072949045,0.24266511766447266,0.13054175938544568,0.1483603090838575,15.124459349078897,0.768643137254902,0.07467072611853182,0.3241096769260522,97.77850471304929,10.747588734567902,4.734623320403759,0.1992292138695388,282.63252398154526,1.3966244587714354,0.13375838177640104,23257.483466165304,0.12198326323881284
27,427,55.7422,12.8627,32,13.8238,0,124,126,2,127,2,0.99297,53.30567,0.0,0.0,14.89286,8.649,10.82468,0.0,0.0,133.0,55.52636,0.0,0.31,7.1,-1.0,2.246319,64182.90397565449,90.42529545868811,0.19398148601542228,0.11739369643051205,0.09697870201108351,160.3618869795819,0.23882407668541406,0.1320768332035345,0.14865643463267494,15.104960500458139,0.7685905882352941,0.07704367973461408,0.32382242068207234,97.77442504453957,10.769097222222221,4.736202124546376,0.19954002836811233,281.94132467054436,1.5358775180752473,0.13286390188191546,23179.49519752872,0.12206134990109897
28,428,55.8061,12.545,32,14.3134,0,124,127,2,127,2,0.98774,53.40154,0.0,0.0,16.25,8.672,11.12335,0.0,0.0,132.0,55.55088,0.0,0.31,7.418,-1.0,2.284066,64269.27915722664,92.51907218892583,0.1944075597650701,0.11641679954375177,0.09826871239177142,160.55371943192324,0.24325932877186798,0.13421781139739392,0.15037878601029056,15.189919930917245,0.7705925490196078,0.07817595505647303,0.32285754841316516,97.74947565785348,10.801456404320987,4.7753334415389945,0.19970565414774813,281.25667983459965,1.7762635205742716,0.1319258168032004,23260.14964377424,0.12159203101853983
29,429,55.7214,12.2951,32,14.0978,0,124,126,2,127,2,0.99895,53.32648,0.0,0.0,13.82143,8.692,10.8382,0.0,0.0,132.0,55.56383,0.0,0.32,7.537,-1.0,2.187233,64314.74352981411,88.3665545941409,0.19484005905351726,0.11540914793212309,0.09898275523796166,160.52369338350437,0.24488274370770538,0.13653257490636056,0.1519880584401739,15.124259289400078,0.7708376470588235,0.07965331525647988,0.3217944014066168,97.76919813104057,11.22289737654321,4.762975849903006,0.19923359270743343,280.55864854714065,1.3090120638849392,0.13123447191367335,23177.78673369127,0.12185112954308137
30,430,55.7392,12.1891,32,13.6423,0,124,126,2,127,2,0.99626,53.37738,0.0,0.0,12.07143,8.646,10.61957,0.0,0.0,132.0,55.579,0.0,0.31,7.887,-1.0,2.182842,64004.10499365497,89.86857132352517,0.1943195609130815,0.11460954255553095,0.09971380146076539,160.42903651281176,0.247100369750937,0.13877607926063207,0.1530023090879753,15.069072770483698,0.771403137254902,0.08169148936091838,0.32086861479752615,97.75245457703691,11.87181712962963,4.7353860977053985,0.19914122329138784,279.83733291271795,1.4741083721719952,0.13059809230871963,23224.215021713077,0.12173106361000369
31,431,55.7044,12.1263,32,13.4457,0,124,127,2,127,2,0.99927,53.33864,0.0,0.0,13.89286,8.615,10.52644,0.0,0.0,132.0,55.57817,0.0,0.31,6.465,-1.0,2.150365,63834.71596316863,92.5157301877404,0.1938642198190083,0.11378419386251241,0.10025944151055328,160.41818660609738,0.24710036975093255,0.14055085333915504,0.15382091339077444,15.098440288025655,0.7725043137254902,0.08332475311025099,0.3201782254229871,97.75782122403453,11.88888888888889,4.719789014327163,0.19894326706844565,279.1350833069731,1.3490919871820526,0.13026708562264902,23132.21798653279,0.12144132115748558
32,432,55.6529,12.398,32,13.1129,0,124,127,2,127,2,1.00592,53.31045,0.0,0.0,11.60714,8.671,10.47579,0.0,0.0,134.0,55.60193,0.0,0.31,7.608,0.47158,2.159232,63766.44602279473,92.17168847510008,0.193330830097154,0.11288756134085634,0.10065080567809845,160.5955935138458,0.24710036975093508,0.14239216822253165,0.15448315728692882,15.137040691611208,0.7730847058823529,0.08493960979241236,0.3193165594360709,97.77682143460488,11.834008487654321,4.730165704559682,0.1983007865089476,278.44042433597554,1.6659976300930235,0.12992632718198155,23136.69819069831,0.12144104158667023
33,433,55.6085,12.5873,32,13.7015,0,124,127,2,127,2,1.00469,53.27786,0.0,0.0,13.10714,8.63,10.70988,0.0,0.0,133.0,55.61533,0.0,0.31,6.492,-1.0,2.188136,63724.937600951285,92.67917744559347,0.1927008142767984,0.11188464186116431,0.10136939815518535,160.5410702492427,0.24488274370770946,0.1440541962686011,0.15526207330384878,15.105325204354743,0.7739854901960784,0.08645778633517795,0.3182546425086822,97.76656387713176,11.850549768518519,4.75021118831474,0.19753901448018119,277.7409486788235,1.273953139352647,0.12964721429240303,23037.128883113008,0.12127355256141803
34,434,55.691,12.3051,32,14.6033,0,124,127,2,127,2,1.00164,53.35114,0.0,0.0,13.57143,8.673,10.88151,0.0,0.0,134.0,55.62915,0.0,0.31,7.628,-1.0,2.141597,63881.27373141173,92.70500218487996,0.1922411542251547,0.1109900661692309,0.10148342202779487,160.8541970309356,0.2493179957941601,0.14571474756180613,0.15627654862041299,15.042112939151716,0.7747513725490196,0.08741000833889771,0.3175134660867597,97.76673344801193,12.124083719135802,4.781219068460155,0.19730333956852272,277.00923182188126,1.6047854639197918,0.12931879976227156,23179.369150356833,0.1211561150391577
35,435,55.7594,12.4124,32,14.3224,0,124,127,2,127,2,1.00739,53.45445,0.0,0.0,13.67857,8.669,10.6393,0.0,0.0,133.0,55.6609,0.0,0.31,8.069,-1.0,2.227198,63907.24995611614,92.83019636815118,0.19157173328640648,0.11001511353734575,0.10177633765175549,160.73335690538102,0.24931799579415817,0.14713722980728433,0.15783939080449302,15.037666791751061,0.775056862745098,0.08990920248269638,0.3163661210732032,97.7508931814767,12.616078317901234,4.75640191891402,0.19672432192413802,276.29074714776317,1.3796884191759256,0.12926126436429783,23387.609767612033,0.1208083914122578
36,436,55.5611,12.242,32,14.1999,0,124,127,2,127,2,0.99912,53.27129,0.0,0.0,14.03571,8.687,10.7266,0.0,0.0,132.0,55.64799,0.0,0.31,7.51,-1.0,2.186275,63832.777361748726,91.23307166852179,0.1904500218748697,0.1090557234331077,0.10196081113171739,160.7656756258242,0.2471003697509365,0.1486563739999592,0.1584095368828184,15.141021728515625,0.7761650980392156,0.0931102866634792,0.31477208118718303,97.77852917974698,12.691020447530864,4.764947613431323,0.19586514002204242,275.599956606395,1.4970916498410374,0.12920465784073465,22999.69122560289,0.12029591857290031
37,437,55.6865,12.2895,32,13.9589,0,123,127,2,127,2,0.9995,53.3734,0.0,0.0,12.07143,8.697,10.5822,0.0,0.0,130.0,55.68197,0.0,0.31,6.416,-1.0,2.220494,63740.424395725066,91.45787940215622,0.18926642825584217,0.10805505415441666,0.10204318039248571,160.69970797262127,0.2471003697509382,0.14995144378848174,0.15900744528126798,15.106384842484086,0.776961568627451,0.09667778159093296,0.3131154979357427,97.77379111133364,12.670572916666666,4.75982399665856,0.1952023111187791,274.89748157177337,1.4266387243756489,0.12952407779516617,23164.45915678531,0.12019651369714983
38,438,55.5814,12.4057,32,13.6266,0,123,127,2,127,2,1.00922,53.30438,0.0,0.0,14.25,8.732,10.6319,0.0,0.0,130.0,55.69691,1e-05,0.31,6.318,-1.0,2.26941,63720.71586752473,92.4818426305516,0.18798863397137425,0.107266969927863,0.10217707001007584,160.70768274538753,0.24710036975093272,0.15088826462668306,0.15963338673097144,15.047605914834106,0.7775270588235295,0.0996945733649653,0.31177532766302435,97.77326596348371,12.81616512345679,4.764896890846772,0.19468487924427766,274.1954336291525,1.3350108291571638,0.1295922311643739,23073.91502069753,0.12036904730212386
39,439,55.6792,12.2565,32,14.3243,0,123,127,2,127,2,1.00415,53.40797,0.0,0.0,9.82143,8.724,10.73085,0.0,0.0,133.0,55.7107,0.0,0.31,7.906,-1.0,2.170746,63778.76926272911,90.66339607328501,0.186563908130929,0.10667677778222523,0.10211001055748396,161.08143889269,0.24710036975093633,0.15148110851109453,0.16103047392390696,15.083920702522184,0.778800745098039,0.10323741271960427,0.3107497569394454,97.74354158062417,13.084635416666666,4.766397187490752,0.1938423083018136,273.4934812303204,1.6508770212624202,0.13004944686052744,23126.427920982802,0.12033548480523794
40,440,55.9115,12.3574,32,14.282,0,123,127,2,127,2,0.99784,53.62205,0.0,0.0,12.96429,8.64,10.59654,0.0,0.0,134.0,55.74732,0.0,0.3,7.54,0.46734,2.226453,63773.911553726306,92.78525198111062,0.18537475025507633,0.10612868891502904,0.10205978128713351,160.85417066884503,0.24710036975093716,0.15227532501445284,0.16215710196135688,15.040811797718941,0.7792462745098039,0.10712824582013745,0.30964949584944695,97.7151446978612,13.420862268518519,4.756724667131699,0.19322680855881622,272.78446963205437,0.9211174294894487,0.13073117094588602,23498.712597350284,0.119796109177252
41,441,55.9026,12.1804,32,13.7406,0,123,127,2,127,2,0.99799,53.63111,0.0,0.0,10.92857,8.662,10.68325,0.0,0.0,132.0,55.77458,0.0,0.31,6.83,-1.0,2.276716,63620.65757897979,92.45745350509421,0.18415117278332127,0.10548279759283555,0.10210384417029042,160.86784887938586,0.24931799579416225,0.1534536719688119,0.1626429809466062,15.011342366536459,0.7803474509803922,0.10975336457995485,0.3083650397515158,97.72464262891273,13.419126157407407,4.779338744251607,0.19280128772033017,272.0809075567218,1.1242432195665926,0.13083286772542888,23451.03109310484,0.11909787065329318
42,442,55.9247,12.1492,32,13.6742,0,123,127,2,127,2,0.99757,53.67073,0.0,0.0,14.39286,8.681,10.53038,0.0,0.0,133.0,55.81883,1e-05,0.32,8.971,-1.0,2.235666,63555.60952274301,89.32926936768544,0.18303600177296148,0.10484290051955036,0.10184964028698389,161.03623522014223,0.24931799579416367,0.15472520191394687,0.16251714194222108,15.046532524956596,0.7815309803921568,0.11247771086476283,0.30708060638450885,97.71424886968038,13.37037037037037,4.744179446313889,0.19220385487571698,271.39189497878976,1.9788128624215626,0.1307661066046332,23403.64578663427,0.11856986113744417
43,443,55.9116,12.0037,32,13.8269,0,123,127,2,127,2,0.99728,53.64287,0.0,0.0,13.10714,8.673,10.49649,0.0,0.0,132.0,55.84064,0.0,0.31,6.524,-1.0,2.262069,63553.26202553221,92.49533181461189,0.18203154407034156,0.10425462252887228,0.10178258936388881,161.07679878710914,0.2493179957941639,0.15592376664571847,0.16271752273434367,14.991039511598187,0.782341568627451,0.11546596743650654,0.30593570020607797,97.71003656043987,13.483555169753087,4.756165251133578,0.19186080070783074,270.69968080161027,1.2695294236863752,0.13064372659052176,23432.861785979527,0.11820911623842215
44,444,55.9461,12.0029,32,13.0891,0,123,127,2,127,2,0.99238,53.71844,0.0,0.0,12.82143,8.68,10.37903,0.0,0.0,132.0,55.84781,0.0,0.31,7.286,-1.0,2.254985,63494.421117725506,89.31585179556035,0.18087285723252983,0.10368915769908263,0.10185014143789106,161.15788457169566,0.24931799579415959,0.1570789228804465,0.1627967032947312,15.09581615306713,0.783503137254902,0.11842955055467334,0.3048059885786943,97.71877503707374,13.637490354938272,4.7412671001830065,0.19167264978977525,270.03358410035656,1.266221285281271,0.13045104263822094,23493.639862758024,0.11801684054013746
