,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0.6,cubrow.0.6,color_fulness,cubrow.0,cubrow.1.0,fft,blur,blockiness,cubcol.0.5,cubcol.1.0,staticness,contrast,saturation,cubrow.0.5,cubcol.0,uhdhdsim,noise,movement,temporal,cubrow.0.3,tone,cubcol.0.3
12,312,65.1014,18.1252,52,19.6372,0,130,126,7,128,6,0.99981,69.48703,0.0,0.0,8.60714,8.532,15.63053,0.0,0.0,132.0,59.38989,0.0,1.43,1.768,-1.0,0.000219,0.17808171039767187,0.27637078157917927,140.9953178858688,0.11812965473361264,0.25700598313832385,65199.80441264437,40158.23893365723,2.1413932595503176,0.20565088390324432,0.14321322347461338,321.6929269217343,87.11025208111488,16.367383226936248,0.19526698136304846,0.1336710715238511,95.44337164469303,0.43848431408643135,10.477237654320987,6.923756325328078,0.21372587896684037,0.787081568627451,0.19243677400056305
13,313,65.0628,17.7799,52,19.2475,0,130,126,7,128,6,0.99778,69.4911,0.0,0.0,10.0,8.506,15.70913,0.0,0.0,132.0,59.34847,0.0,1.43,1.945,-1.0,2.4e-05,0.17793926392125858,0.2755836302439398,141.71653992605872,0.11800724936675062,0.2575698645302093,65186.01438173236,40166.78174936265,1.0857624191303905,0.2074721708677705,0.141590525332619,320.25627325932487,85.66262190748724,16.360677083333332,0.19310319970802045,0.13390162199785502,95.4439590292252,0.43848431408642735,9.218894675925926,6.947803921198244,0.2123930515004557,0.7873208235294119,0.1929069573466119
14,314,64.9759,17.9589,52,18.9593,0,130,126,7,128,6,0.99477,69.41251,0.0,0.0,8.21429,8.553,15.41138,0.0,0.0,132.0,59.31578,0.0,1.44,1.76,-1.0,0.000143,0.17734039722061296,0.2754402892558919,141.9653261561204,0.11779709027032195,0.2585908366896295,65064.83207461699,39968.7248388722,1.7629262668181087,0.20856095956003565,0.14122083503704266,318.86762511117456,86.24701512579779,16.366556615005305,0.19222278628431919,0.13337733983271102,95.46355925223205,0.43848431408642446,8.711516203703704,6.915030496367265,0.21141474655040504,0.7868443137254904,0.1932703029253904
15,315,64.8388,17.6069,52,18.8549,0,130,126,7,128,6,1.00239,69.23773,0.0,0.0,6.21429,8.513,15.5623,0.0,0.0,132.0,59.26702,0.0,1.43,1.83,-1.0,0.00018,0.17617758275504744,0.2751272432133462,142.05498191196676,0.11691090456627924,0.2598582086360817,65022.15167111013,39767.975532013865,1.2943417963042128,0.2097836001225467,0.14026765290658025,317.4558694262846,86.31043182612521,16.31622314453125,0.19203460347797313,0.13205154619229223,95.47739639322023,0.43848431408642474,9.71923225308642,6.9339394386887525,0.20875528836566773,0.7868443137254904,0.19381306954621977
16,316,64.8998,17.5504,52,18.5353,0,130,126,7,128,6,1.00103,69.33063,0.0,0.0,5.64286,8.512,15.26071,0.0,0.0,131.0,59.25275,0.0,1.45,1.913,0.125,7.5e-05,0.17590898499380794,0.27366496624963954,142.13711744166713,0.11708953379809597,0.26202122930374644,65117.669004358715,39952.677667898344,1.5537550874473318,0.21121444468777092,0.14012926540843107,316.1420127963227,85.29753175659329,16.365498107156636,0.19236905020283288,0.13151330796780955,95.45910904760109,0.43848431408642496,11.373456790123457,6.882435361550128,0.20550035818829548,0.787089411764706,0.1950920219844354
17,317,64.7623,17.7397,52,18.3631,0,130,126,7,128,6,1.00111,69.11497,0.0,0.0,7.39286,8.536,15.20756,0.0,0.0,130.0,59.18903,0.0,1.42,1.738,-1.0,0.000199,0.17515115309035542,0.27155169590401407,142.4418670126352,0.11736478106987198,0.26478026357935874,65123.0617029357,39606.54683096042,1.6670747867850355,0.21258389267226663,0.13933464595933223,314.8328676173243,86.39459883645375,16.33797049816744,0.1930560199528275,0.13087450983005575,95.48059288119879,0.4362666880431989,11.298659336419753,6.895559023487449,0.20272220795346726,0.7867803921568628,0.19642181967435263
18,318,64.6705,17.8244,51,19.0016,0,130,126,7,128,6,1.00201,69.02373,0.0,0.0,7.46429,8.555,15.37683,0.0,0.0,130.0,59.15119,0.0,1.45,1.765,-1.0,0.000159,0.17427126201992868,0.26977332196470094,142.7586413236551,0.11750032518940769,0.2668356681335563,65118.24458873055,39548.6728414842,1.5583110653642063,0.21401442844253465,0.13930276597161378,313.5390158107398,86.43044308560127,16.335070574725115,0.19428697954592142,0.12999209499774575,95.48617645147148,0.43848431408642646,11.130497685185185,6.912540126596041,0.2002367838182128,0.7862545098039218,0.1972430015221463
19,319,64.6625,18.2563,51,19.192,0,130,126,7,128,6,0.99685,68.95395,0.0,0.0,6.35714,8.53,15.44603,0.0,0.0,130.0,59.1086,0.0,1.43,1.679,-1.0,0.000117,0.17349922079085758,0.26879112816159384,143.17639129042962,0.11747851601362641,0.2683441695002075,65107.40930743629,39490.79613642918,1.6083881874909416,0.21500105190063856,0.13895777577695848,312.26658721221577,89.29666053820752,16.316943510079092,0.19582249941657656,0.12943965991665085,95.5127966541983,0.4362666880431994,11.017698688271604,6.909022554377211,0.19819520830664075,0.7862070588235295,0.1976962267609234
20,320,64.4554,18.2871,51,19.251,0,130,126,7,128,6,0.99782,68.75172,0.0,0.0,8.25,8.553,15.82641,0.0,0.0,130.0,59.0618,0.0,1.45,1.751,-1.0,7.5e-05,0.17245127460456003,0.26806141442673775,143.38921230445368,0.11777882867801794,0.2694561880913946,65120.737418449964,39201.44501830686,1.320728314508057,0.2160691367824293,0.13849328104910372,310.9961015009231,90.98670104808384,16.332391997914257,0.19637441196373237,0.12876594401592567,95.5258304826705,0.4362666880431987,12.592640817901234,6.948675019231432,0.19653695975966787,0.7859164705882353,0.1979301213828512
21,321,64.3426,17.8885,51,20.0866,0,130,126,7,128,6,0.99885,68.65368,0.0,0.0,10.57143,8.551,15.851,0.0,0.0,131.0,59.01207,0.0,1.44,1.859,-1.0,0.000152,0.17187060150518088,0.2675353354488834,143.52519423605165,0.11851216959994089,0.27122740774238857,65146.42837489531,39010.37830048608,1.1505946093397108,0.21711916847752138,0.1378380780464175,309.74335430213216,84.21045737410124,16.305539731626155,0.19682156053374647,0.12873738867310072,95.53750353151172,0.43848431408642724,13.168836805555555,6.953097305974349,0.19533658753613573,0.7853886274509804,0.1980068349653851
22,322,64.2616,17.8341,51,19.1155,0,130,126,7,128,6,1.00056,68.58168,0.0,0.0,7.82143,8.553,15.50106,0.0,0.0,131.0,58.96854,0.0,1.43,1.926,-1.0,3.6e-05,0.17119024567804128,0.2667943959322449,144.01292477757397,0.11882709928812894,0.27251605356924696,65124.07678166253,38912.80593973902,1.6788725069258776,0.21730087189565572,0.13750158525995068,308.50264997991917,87.84075894240488,16.283389432930655,0.1978951838540978,0.12904678732370825,95.53893598237742,0.43626668804319974,13.16358024691358,6.930085432730124,0.19409570952352817,0.7848470980392158,0.1982853736072318
23,323,64.0831,17.65,51,18.8376,0,130,126,7,128,6,1.00406,68.4168,0.0,0.0,8.82143,8.549,15.45711,0.0,0.0,130.0,58.89944,0.0,1.45,2.135,-1.0,6.1e-05,0.17044348376904137,0.2660105260210573,144.0854898975416,0.11874908948785132,0.2739785448976792,65154.41756574183,38648.23718680864,2.139201643769342,0.21717311491800761,0.13763899107262237,307.29517072750684,87.83122974073072,16.29205642511815,0.19874375777516057,0.12856691691418598,95.56374388743278,0.43626668804320956,12.988908179012345,6.929047375423565,0.19323806490143353,0.7837780392156863,0.198262289450088
24,324,63.9918,17.8356,51,19.2937,0,130,126,7,128,6,1.00474,68.29527,0.0,0.0,7.17857,8.546,15.29308,0.0,0.0,131.0,58.88057,0.0,1.46,1.995,0.125,6.6e-05,0.17008206830118106,0.26545780418768977,144.19940311212747,0.11835248717870511,0.2755242540347213,65158.267657625365,38537.63437316736,1.6853761405451575,0.21643872905117353,0.1382937994236269,306.10442520844487,87.81288041390823,16.281726413302952,0.1988384354183636,0.1280665615018162,95.56363552510109,0.4384843140864236,13.22410300925926,6.910522950533171,0.19218361338210307,0.7845006862745099,0.1982708801328985
25,325,63.8837,17.8547,50,19.1555,0,130,126,7,128,6,0.99951,68.17537,0.0,0.0,7.60714,8.569,15.46061,0.0,0.0,131.0,58.8097,0.0,1.45,1.783,-1.0,2.5e-05,0.1692449015221824,0.26497099113512507,144.87818164781405,0.11811276531626207,0.2765402527858391,65188.56939424884,38387.44953269556,1.3905634491333045,0.21531152066075612,0.13929668927650043,304.89808147834964,87.80118829098518,16.23561454113619,0.19827578237884386,0.1277444939638176,95.57696045778889,0.4384843140864252,13.942660108024691,6.931153345776942,0.19054444654127112,0.783212549019608,0.1983074286383808
26,326,63.8692,17.5728,50,18.9819,0,130,126,7,128,6,1.00033,68.13954,0.0,0.0,7.92857,8.571,15.47129,0.0,0.0,132.0,58.77739,0.0,1.46,1.631,-1.0,3e-05,0.16882239622557646,0.2639184257488664,144.80933034715423,0.11818336143437254,0.27735495853488973,65160.305542509595,38384.934391261435,1.4152075716246857,0.21424048652717426,0.14020904310571924,303.7285826906429,85.99101838721923,16.256146843050733,0.19768015547071804,0.1277300510137407,95.58081417763495,0.43848431408642335,14.181761188271604,6.920770852097532,0.18865233439223364,0.7836490196078433,0.19818849786159926
27,327,63.7115,17.2511,50,18.8686,0,130,126,7,128,6,0.99863,67.98439,0.0,0.0,5.78571,8.575,15.23019,0.0,0.0,133.0,58.72385,0.0,1.45,1.747,-1.0,2.5e-05,0.1682689659765696,0.2618960501411366,144.93134813167882,0.11830297426881728,0.2776380689485869,65113.80239850504,38099.78324768035,1.176375066864163,0.21307849030389578,0.14119417565700326,302.57064330383406,86.00949938847106,16.241748762719425,0.19737422793786902,0.1275482257395261,95.61693571764613,0.43626668804319735,14.124565972222221,6.897178627026944,0.1864972208301432,0.7824131960784314,0.19866399959771963
28,328,63.6228,17.1273,50,18.4957,0,130,126,7,128,6,0.99708,67.84111,0.0,0.0,6.60714,8.58,14.94908,0.0,0.0,131.0,58.6739,0.0,1.45,1.7,-1.0,0.00025,0.16777878072315353,0.25982046655848506,145.12735590426135,0.11843149116645574,0.27774204146543635,65089.14544771712,38014.6991639448,1.2507014575816668,0.21205442944758507,0.14237387597781526,301.4516025100751,85.95307551217991,16.256149857132524,0.1973419399364451,0.1267982257050323,95.62236258065491,0.43626668804319935,14.009596836419753,6.85955422150728,0.18398195708367582,0.7817760784313726,0.19893247884763687
29,329,63.5657,16.9064,50,18.6165,0,130,126,7,128,6,0.99754,67.80166,0.0,0.0,8.21429,8.55,14.8349,0.0,0.0,131.0,58.61831,0.0,1.45,1.642,-1.0,0.000121,0.16768463586027701,0.2578118722310535,145.62112454723146,0.1186518876097139,0.27811444909547794,65044.53410998197,37898.74955289027,1.4587427719661794,0.21102847245658338,0.14366659935664783,300.34862279322726,86.43414118374554,16.241267639913676,0.1982066763150015,0.12611218049350514,95.63831387973948,0.43626668804319957,14.162808641975309,6.85517148531727,0.18165684434429422,0.781354117647059,0.1998699473130943
30,330,63.4784,17.0963,50,18.3367,0,130,126,7,128,6,0.99503,67.6852,0.0,0.0,7.67857,8.587,14.6518,0.0,0.0,131.0,58.57315,0.0,1.44,1.689,-1.0,1.6e-05,0.1672134730979034,0.25554863810197637,145.69281454081192,0.11901482737704333,0.27796781651648883,65087.41517784789,37815.44014118523,1.327566127803338,0.20985244978003453,0.14526519897069115,299.2637658780431,89.31268422404321,16.23500626175492,0.19966151378594382,0.1256945466821276,95.64810537396903,0.43626668804320273,14.374855324074074,6.81991871747856,0.17946966218080856,0.7804603921568629,0.20069666952002127
31,331,63.4237,16.8593,50,18.3924,0,130,126,7,128,6,0.99462,67.63674,0.0,0.0,6.89286,8.582,14.81243,0.0,0.0,131.0,58.49859,0.0,1.44,1.654,-1.0,4.5e-05,0.16678148192737763,0.2532770607615092,145.7941895602622,0.11919516624473216,0.2767772096134201,65025.03734193703,37650.97485338699,1.1477981739346204,0.2089286942992091,0.14682813025921204,298.19522125242,85.9133569066255,16.195982379677858,0.20078408840132012,0.12527718127712237,95.65857145777565,0.4384843140864246,14.400848765432098,6.842508895393494,0.17736897859797104,0.7789794901960785,0.2012512307552228
32,332,63.39,16.7362,50,17.431,0,130,126,7,128,6,0.99671,67.61438,0.0,0.0,7.42857,8.581,14.60886,0.0,0.0,132.0,58.4668,0.0,1.45,1.719,0.125,5.5e-05,0.16679755791990689,0.25150781933362054,146.44712782099182,0.11958867882003707,0.2752881150863051,65078.5072985026,37652.80403283743,1.4607852249259037,0.20794319960351573,0.14853204645686446,297.1520860439272,85.89204274843162,16.21121234658324,0.20133162803850504,0.12483914557100191,95.65044135438023,0.4384843140864254,14.335117669753087,6.809385413766808,0.17541634790860852,0.7789372549019609,0.20168000306573694
33,333,63.4991,16.9922,50,17.7609,0,130,126,7,128,6,1.00186,67.6268,0.0,0.0,6.10714,8.551,14.50049,0.0,0.0,132.0,58.41024,0.0,1.44,1.698,-1.0,5.9e-05,0.1663834918567147,0.24983366111089245,146.57695557618797,0.11995797997566558,0.2740874103486478,65140.97466208426,37821.87159726629,1.595945002143715,0.2074158909401791,0.15020512684736498,296.1409936075457,88.99271029139544,16.173291618441358,0.20172913857557298,0.12459196856079408,95.65982116921369,0.4384843140864238,14.306761188271604,6.807692431905835,0.17359766577041572,0.7783385294117648,0.20177953839111373
34,334,63.3041,16.7164,50,18.0268,0,130,126,7,128,6,1.00212,67.50567,0.0,0.0,6.78571,8.604,14.72262,0.0,0.0,131.0,58.36555,0.0,1.44,1.521,-1.0,0.000117,0.16595947964664343,0.2479160128386634,146.63421118869928,0.1202457394526545,0.273417452065724,65246.91386707674,37551.31397528049,1.6578524315526677,0.20665163221018248,0.1519932799976156,295.12505203626273,85.88130316311216,16.193660029658567,0.20225331908167787,0.12459131115646424,95.64825225978105,0.43626668804320373,14.482494212962964,6.829942076192601,0.17194945584379442,0.7781082352941178,0.20202422427397443
35,335,63.3885,16.7768,50,17.5647,0,130,126,7,128,6,0.99763,67.52938,0.0,0.0,10.10714,8.606,14.48786,0.0,0.0,131.0,58.32372,1e-05,1.44,1.666,-1.0,6.4e-05,0.1658755415487463,0.2462323791244218,146.81651903424006,0.120661184251143,0.2730244694070647,65259.36329363496,37667.250078603065,1.3283025802501667,0.20649269914586382,0.1538189046244167,294.1277563042616,85.87779649080224,16.168565349814333,0.20266236307215205,0.12469818611479375,95.66496965889016,0.4362666880432009,14.537133487654321,6.799117029467961,0.17037557766888525,0.77843568627451,0.20203268737111155
36,336,63.3164,16.2826,50,17.5856,0,130,126,7,128,6,0.99893,67.50431,0.0,0.0,7.21429,8.586,14.53679,0.0,0.0,130.0,58.27228,0.0,1.46,1.828,-1.0,3.2e-05,0.16546714965351367,0.24480785455522686,147.4198416113677,0.12097885219280821,0.27242259373776523,65279.625409993096,37596.61880927061,1.2943289147955115,0.20624903388757573,0.15541317349408407,293.1607522347948,85.82793752770553,16.176808486750097,0.2027345084051256,0.12454551545739473,95.66577765788006,0.438484314086428,14.589795524691358,6.8145807267187815,0.16868099795763478,0.7775270588235296,0.20217671684894345
37,337,63.2654,16.4901,50,17.6671,0,130,126,7,128,6,0.99552,67.43062,0.0,0.0,7.5,8.574,14.10963,0.0,0.0,131.0,58.21908,0.0,1.45,1.704,-1.0,1.1e-05,0.16533708698896202,0.24337215646273117,147.48348134328927,0.12145355811010564,0.27185233374207873,65192.69969016553,37467.84079100661,1.2800638833329328,0.20614448107324074,0.15691357523092947,292.2086886962707,85.78256428893681,16.139059372890145,0.20255212267805311,0.12426960411878021,95.67002018710257,0.4362666880432025,14.54050925925926,6.753041557724178,0.1668942787587658,0.7771043137254903,0.2023888803083514
38,338,63.2045,16.6644,50,18.0073,0,130,126,7,128,6,0.99489,67.36552,0.0,0.0,6.03571,8.565,14.28743,0.0,0.0,131.0,58.15855,0.0,1.45,1.624,-1.0,7.8e-05,0.16502771285676365,0.24208310277373957,147.496862548028,0.1220221131033826,0.27152058385519984,65239.16158014303,37460.64008808906,1.8149502063683007,0.20612207847717787,0.15844570764369004,291.26616786696195,85.81929712474295,16.12080345624759,0.20188651134628163,0.12418442996647687,95.66809030995881,0.43848431408642186,14.61863425925926,6.78127174950524,0.16518557433342876,0.7763890196078433,0.20282060168113278
39,339,63.2043,16.6793,50,17.7291,0,130,126,7,128,6,0.9991,67.33756,0.0,0.0,6.03571,8.565,14.44168,0.0,0.0,130.0,58.11001,0.0,1.45,1.824,-1.0,5.4e-05,0.16412094129441732,0.24113638118678254,148.06226162967914,0.12253826259501825,0.27164030093421254,65265.775621981324,37467.37943413516,1.1857301663784847,0.2060745427193793,0.15993583043613133,290.33496373181305,86.26713588553815,16.11138821825569,0.20111251860216953,0.12420698300532912,95.674881802548,0.43626668804320357,14.750434027777779,6.799987825462655,0.16355568431654566,0.77619568627451,0.20336114571309555
40,340,63.248,16.9623,50,17.9011,0,129,126,7,128,6,0.99805,67.35697,0.0,0.0,9.25,8.534,14.45164,0.0,0.0,130.0,58.07121,0.0,1.46,1.571,0.125,4.6e-05,0.16356054241306436,0.24050979571231162,148.0717202745865,0.12273360851250285,0.27198794962451744,65225.46349876314,37554.4351537637,1.4155834198954764,0.20605872430007985,0.1611875905146381,289.43635557684627,85.03434670614047,16.126691653404706,0.20067612816445887,0.1239551617090233,95.67773970902925,0.43848431408642324,14.767698688271604,6.806115020938211,0.16198281705062034,0.7757580392156864,0.2035832988352976
41,341,63.0827,16.8497,49,18.189,0,129,126,7,128,6,0.99922,67.17248,0.0,0.0,6.57143,8.579,14.70199,0.0,0.0,131.0,58.02905,0.0,1.47,1.6,-1.0,8.5e-05,0.16299985225553476,0.239906116061868,148.00427919326034,0.12281089626762379,0.2722937009737206,65271.49616799241,37247.13813869564,1.375380320827459,0.2056869120140947,0.162233889272184,288.54089596995226,84.09755693293384,16.11114991741416,0.2004189795758244,0.12347594930094259,95.68835406623384,0.43848431408642646,14.803867669753087,6.82794488878762,0.1604155706440911,0.7759050980392158,0.20402457452167944
42,342,63.0694,16.3565,49,18.5308,0,129,126,7,128,6,0.99975,67.17011,0.0,0.0,8.64286,8.62,14.60358,0.0,0.0,130.0,57.96443,0.0,1.47,1.609,-1.0,6.4e-05,0.1620547234324317,0.23930747301622682,148.54340278409072,0.12306166505459022,0.2724602419066216,65241.02698720192,37324.029446591354,1.7835083167883057,0.20567402989552924,0.16330902700263897,287.65082908318885,85.61012754501317,16.07309883023486,0.19991493354192805,0.12324828023547119,95.68194275185897,0.43848431408642535,14.807002314814815,6.817804806846501,0.15887589250897868,0.7753850980392158,0.20419559565082707
43,343,63.0246,16.6284,49,17.5827,0,129,126,7,128,6,0.9965,67.0938,0.0,0.0,8.07143,8.591,14.1731,0.0,0.0,129.0,57.92667,0.0,1.45,1.513,-1.0,0.000134,0.16124752294539854,0.23900941311410193,148.6715258260952,0.12303079528714787,0.27274523750782853,65177.51135337442,37192.964764449825,1.5150364324953753,0.2056091194172419,0.16430159792343565,286.7739260759075,89.12369744402346,16.0833581995081,0.19965436181213536,0.12315078874962683,95.70969569696636,0.4384843140864249,14.899112654320987,6.774236751458781,0.1574456678143122,0.775852549019608,0.2046031713197255
44,344,62.8934,16.9297,49,17.6957,0,129,126,7,128,6,0.99691,66.93739,0.0,0.0,6.96429,8.584,14.41056,0.0,0.0,130.0,57.86484,0.0,1.45,1.496,-1.0,5.5e-05,0.16046481498591583,0.23886041624520318,149.07638573484513,0.1225229852260012,0.2730748835574531,65168.30352361572,37046.128289754335,1.6493623219609692,0.20589125563865981,0.16509250361295844,285.9247586137964,87.93546142442449,16.091427649980712,0.19984278165689304,0.12292024372022192,95.71302413647149,0.43848431408642613,14.97632137345679,6.811605646451318,0.15614258480910992,0.775026274509804,0.2048206200848056
