,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,staticness,cubcol.0.5,noise,cubcol.1.0,cubcol.0.3,cubrow.0,temporal,cubcol.0,cubrow.1.0,movement,blur,cubcol.0.6,blockiness,tone,contrast,cubrow.0.6,fft,saturation,cubrow.0.5,uhdhdsim,cubrow.0.3,color_fulness
10,110,48.5208,3.46373,31,4.42443,0,116,133,8,125,7,0.99367,47.099,0.0,0.0,3.60714,5.232,2.59484,0.0,0.0,128.0,55.10214,5e-05,0.73,1.028,-1.0,0.0,614.8844048302919,0.18337497099904182,0.5454819128308421,0.02557158442248037,0.04266130640304555,0.10830712911312004,3.1892231634951598,0.02058513400749528,0.13182961918566014,0.1732735339506173,21329.157552738907,0.1545032043460204,2.501806919262561,0.7736572549019607,90.87980169184478,0.1578541380668511,65873.0608320994,33.62364422833478,0.2528943696473157,92.12959798594665,0.22101967341378312,162.9180248457401
11,111,48.5246,4.02775,31,4.76065,0,116,133,8,125,7,0.98758,47.07253,0.0,0.0,3.07143,5.188,2.92317,0.0,0.0,128.0,55.09697,5e-05,0.73,1.011,-1.0,0.0,614.8660325388794,0.18262857435261862,0.5454819128308391,0.025535391723433398,0.04231034911648195,0.10800154631835317,3.3171188389889363,0.020572876280425655,0.13239887559341823,0.30242091049382713,21302.154512721947,0.15431992558165086,2.62049694816784,0.7737850980392156,87.35256576607877,0.15703203150157594,65939.79619734535,33.522244300371334,0.2528447985160185,92.08032587065765,0.22130551912363125,162.9317844237873
12,112,48.3507,4.33058,31,5.10466,0,116,133,8,125,7,0.9882,46.90437,0.0,0.0,3.17857,5.169,3.41768,0.0,0.0,128.0,55.07875,5e-05,0.73,1.034,-1.0,0.0,614.812534237594,0.18088848482122663,0.5454819128308431,0.025560252160643924,0.04209849499052625,0.10822214586114355,3.486894325107232,0.020437443980105233,0.1329036403038298,0.501929012345679,20997.92229007665,0.1539939416394784,2.6074772338823267,0.7736949019607843,90.68183144842959,0.15597007905466403,65864.39404453267,33.629177328980994,0.2527070274511924,92.14663445875347,0.2210612102888604,162.93211586945654
13,113,48.375,4.02804,31,5.13889,0,116,133,8,125,7,0.98681,46.92496,0.0,0.0,2.57143,5.185,3.67518,0.0,0.0,128.0,55.06913,8e-05,0.73,1.016,-1.0,0.0,614.7751512315933,0.1790983587170834,0.5454819128308442,0.025477658827612427,0.04185416715255732,0.10819879821751201,3.534047928299284,0.020494582276017807,0.13340702193554854,0.6213348765432098,20965.807516214925,0.15374253819160463,2.5514791121011826,0.7742227450980392,90.86107561245349,0.15491942489285265,65830.83354148468,33.603554431303046,0.2525053222106192,92.12048252803045,0.2207056869321948,162.94805043293002
14,114,48.4421,3.73088,31,4.88459,0,116,133,8,125,7,0.98991,47.00543,0.0,0.0,2.57143,5.177,3.41612,0.0,0.0,128.0,55.03114,5e-05,0.73,1.013,-1.0,0.0,614.6960604613437,0.17746681354908578,0.5454819128308449,0.025258831342989292,0.04151983613204882,0.10835575117274612,3.391576850283449,0.020387510033593695,0.13398945414838287,0.5802469135802469,21103.06407070419,0.15365331541369848,2.3869728531411374,0.7738980392156862,90.78329110977941,0.15376408867406904,65901.74631476654,33.58224864064911,0.2522294666372099,92.08782225178156,0.22031026828088576,162.9442180399446
15,115,48.3879,3.36068,31,4.76204,0,116,133,8,125,7,0.9919,46.97659,0.0,0.0,2.64286,5.151,3.15467,0.0,0.0,128.0,55.0417,5e-05,0.74,1.048,-1.0,0.0,614.6425709436447,0.17611326631246124,0.5454819128308364,0.025274429736006257,0.04149707751886519,0.10835928632410856,3.2743482431135926,0.020355435062168817,0.13448938630616508,0.8399402006172839,21030.49020423987,0.15358553629760552,2.3083616696907505,0.7742603921568627,89.94182185305996,0.15302872145273014,65892.47005813084,33.60243356963735,0.25208446515590804,92.10707913077198,0.21996298970439893,162.96640949044934
16,116,48.3834,3.23139,31,4.46691,0,116,133,8,125,7,0.99392,46.98485,0.0,0.0,2.53571,5.164,2.83496,0.0,0.0,128.0,55.01609,4e-05,0.73,1.036,0.125,0.0,614.5545111431164,0.17497156894154028,0.5416408718517877,0.025226116847565015,0.041525979354825354,0.10830369508075295,3.1703105811280947,0.020396330295109406,0.1349939105289104,0.6409143518518519,21064.51397295201,0.15359468813681415,2.5510588989104956,0.7739109803921569,90.15290190389773,0.1527905745894891,65858.96170384229,33.6160952721113,0.2518718758211243,92.10843121449136,0.219747933129229,162.9421397876306
17,117,48.2913,3.27242,31,4.48687,0,116,133,8,125,7,0.98888,46.93715,0.0,0.0,2.92857,5.2,2.72101,0.0,0.0,128.0,55.03134,5e-05,0.73,1.012,-1.0,0.0,614.493192688503,0.1740390259382314,0.5454819128308426,0.02533664303220685,0.04148628318715918,0.10833431711984,3.131589272174556,0.020325291652362156,0.1355272361362395,0.5193383487654321,20929.824088767906,0.15359242182077293,2.599614977802644,0.774431862745098,89.86204211622203,0.1528209800010356,65811.43065903982,33.658083315248845,0.2519886347847995,92.17987686970717,0.2196294330377254,162.9694660642037
18,118,48.2349,3.30689,31,4.3899,0,116,133,8,125,7,0.98632,46.88702,0.0,0.0,2.32143,5.19,2.75784,0.0,0.0,128.0,55.01878,5e-05,0.73,1.025,-1.0,0.0,614.4356138358435,0.17305785705588977,0.5454819128308369,0.025307834187841997,0.041571921405360736,0.10837636560498042,3.121754152793512,0.02034729504197985,0.13613642404390067,0.5204475308641975,20862.640111863053,0.15367920532546428,2.659214040667228,0.7742227450980392,90.13013280948671,0.15296574904079976,65852.2054427893,33.698213176962774,0.2520208288451924,92.18235265436041,0.2193592018821278,162.89228820016342
19,119,48.2369,3.24056,30,4.39913,0,116,133,8,125,7,0.98653,46.88801,0.0,0.0,3.32143,5.173,2.78846,0.0,0.0,128.0,55.03403,7e-05,0.73,1.024,-1.0,0.0,614.3924592256204,0.17190425879495855,0.5410466607443877,0.025425892998708795,0.04175801573183901,0.10836870703659726,3.1470800969428905,0.020294553060024666,0.1369804736846602,0.6158371913580247,20859.308442071146,0.15370352614045155,2.4566475823859846,0.7743349019607845,89.93508855878643,0.15300895499653444,65837.13035327646,33.662469557773925,0.25211675825046687,92.19545069816961,0.21902823611139613,162.92734408000678
20,120,48.1606,3.25667,30,4.41683,0,116,133,8,125,7,0.98254,46.81861,0.0,0.0,2.57143,5.158,2.72748,0.0,0.0,128.0,55.02974,4e-05,0.73,1.027,-1.0,0.0,614.3373196530257,0.1710125782945296,0.5394232458085523,0.02547079152836222,0.0418483657617474,0.10828450099474576,3.1650933947158117,0.0202564639413507,0.13808592432104078,0.9618055555555556,20781.749125482846,0.15370331116085945,2.356104792253326,0.7736949019607843,90.09567863771022,0.15300205085120058,65798.77521727356,33.57269136405285,0.2521460721554174,92.16841602373052,0.21881099573436463,162.8355338064458
21,121,48.2167,3.2142,30,4.34706,0,116,133,8,125,7,0.98674,46.85289,0.0,0.0,2.78571,5.157,2.74237,0.0,0.0,128.0,55.06546,8e-05,0.74,1.033,-1.0,0.0,614.2975245494306,0.1700192045441377,0.5432642867876091,0.025371399945586057,0.04193961098987282,0.10821600957450203,3.1872940807366312,0.020275848799717073,0.1389984994892435,1.1126543209876543,20853.391117200543,0.15359839934684327,2.1720638507908308,0.7743050980392157,90.05119647815314,0.1530100375175153,65763.49538180543,33.63154828106916,0.2522325633245042,92.14446017149683,0.2186382414168044,162.92270717135924
22,122,48.1807,3.00708,30,4.49044,0,116,133,8,125,7,0.98658,46.82495,0.0,0.0,2.92857,5.168,2.70611,0.0,0.0,128.0,55.05729,5e-05,0.73,1.014,-1.0,0.0,614.2414915332256,0.16892616665814947,0.5438584978950108,0.02544550685404881,0.04208462221866741,0.10813935825926665,3.1781796833308587,0.020191402724510102,0.13943960523751833,1.1473765432098766,20840.756138442768,0.15360355792296917,2.7430486532347196,0.7736949019607843,90.57074956779991,0.15310745206585555,65826.75418520573,33.63097692418982,0.2523171940160504,92.16540045663722,0.21851770508950685,162.86508488620265
23,123,48.2534,2.9083,30,4.25496,0,116,133,8,125,7,0.98406,46.90592,0.0,0.0,3.21429,5.169,2.5239,0.0,0.0,128.0,55.09695,5e-05,0.73,1.008,-1.0,0.0,614.2096962263018,0.16814100599157547,0.5394232458085559,0.025392990612721565,0.04220856528253559,0.10806825379551402,3.0805477281736042,0.02024004291073073,0.13964833118273198,1.0315393518518519,20874.287488384107,0.15373183179715383,2.619433663251172,0.7742603921568627,89.86519048026875,0.15323636044948025,65785.90117488135,33.63454333646798,0.25238148666519417,92.18398883322192,0.21847402878060307,162.89574530050686
24,124,48.2709,2.76219,30,4.15618,0,116,133,8,125,7,0.98538,46.94001,0.0,0.0,2.5,5.163,2.43692,0.0,0.0,128.0,55.08514,5e-05,0.72,1.05,0.125,0.0,614.1563940030223,0.1673282321893475,0.541640871851791,0.02540649694895419,0.042305808011978606,0.10797710592071758,3.0192875461808257,0.02020746405510848,0.1397570171829007,0.8690682870370371,20904.704982599782,0.15393782198583827,2.5461077814084265,0.7736949019607843,89.35768471543209,0.15335667923954033,65753.55439319141,33.62096715856481,0.25242408984380305,92.14738583808162,0.2183129202940595,162.9112994397594
25,125,48.3053,2.78386,30,3.94404,0,116,133,8,125,7,0.98509,46.96977,0.0,0.0,3.25,5.166,2.30953,0.0,0.0,128.0,55.10835,5e-05,0.72,1.039,-1.0,0.0,614.1219633867337,0.166535988544732,0.5394232458085542,0.025289155699724605,0.042372407712771024,0.10796249443745622,2.9494142086832627,0.02012471735483524,0.1400249429905787,1.029320987654321,20921.871043586925,0.1540650078746175,2.588505244505078,0.7742603921568627,89.79042713710444,0.15352812321488984,65771.42003074117,33.60726118676457,0.25248106384057944,92.16164528028479,0.21822220319060912,162.8999768183537
26,126,48.3088,2.7627,30,3.92742,0,116,133,8,125,7,0.98923,46.97696,0.0,0.0,2.67857,5.184,2.32649,0.0,0.0,128.0,55.08269,7e-05,0.72,1.038,-1.0,0.0,614.0827696386687,0.16575674281464936,0.5394232458085547,0.02529418667571913,0.04246254522612038,0.10790881330144732,2.9428836872805797,0.020082805823023166,0.14021450229062704,0.7885802469135802,20948.597897155003,0.1542358749928626,2.66194008678887,0.773755294117647,91.09765706637889,0.15353650814933822,65759.30176647936,33.597511574074076,0.25255522476262005,92.10191270280933,0.21815414349008957,162.87181996964458
27,127,48.3582,2.77866,30,3.97642,0,116,133,8,125,7,0.98504,47.02242,0.0,0.0,2.5,5.156,2.30762,0.0,0.0,128.0,55.11339,5e-05,0.72,1.032,-1.0,0.0,614.059001507817,0.16491590935704586,0.5394232458085538,0.02517936421375167,0.04258939708987725,0.10793195454118237,2.937218569611176,0.020151584588518446,0.14043684110337823,0.6160300925925926,21026.38120943119,0.15435980118338916,2.428650280789872,0.774535294117647,89.68233311647515,0.15354895360528115,65806.37654845654,33.5883472583912,0.2525770394807251,92.10457726602753,0.21822876366284027,162.86971117671942
28,128,48.3199,2.78481,30,3.98725,0,116,133,8,125,7,0.9911,46.98223,0.0,0.0,2.89286,5.164,2.3207,0.0,0.0,128.0,55.09733,5e-05,0.72,1.02,-1.0,0.0,614.0209600100598,0.16400843901966092,0.5416408718517748,0.025215215193252014,0.04262577840128542,0.10789055001049548,2.9474551398956916,0.020147666270452284,0.14058898447683962,0.494116512345679,21028.994155089254,0.15448860729864128,2.557110599274813,0.7742227450980392,91.04446556950924,0.15346869999748888,65867.33758489837,33.565596027138795,0.2525864571573031,92.12879383090299,0.2182445216905502,162.8239792378081
29,129,48.3351,2.72422,30,3.97312,0,116,133,8,125,7,0.98848,46.98551,0.0,0.0,2.64286,5.173,2.32878,0.0,0.0,128.0,55.12283,5e-05,0.73,1.036,-1.0,0.0,614.0091291667587,0.16320230007931247,0.5438584978950058,0.025090948276487068,0.04281414387896533,0.10795249355325649,2.95660503114386,0.02013439339615198,0.1408351815637887,0.4418402777777778,21066.975574725086,0.15458769368777053,2.5377893219732806,0.7747781764705881,90.96767094710974,0.15339116759630841,65822.33839077332,33.6549183409891,0.2525552735363699,92.11658838614683,0.21823461375443715,162.8820729293351
30,130,48.3571,2.63059,31,4.04613,0,116,133,8,125,7,0.9906,47.01269,0.0,0.0,2.39286,5.171,2.27308,0.0,0.0,128.0,55.09889,2e-05,0.72,1.031,-1.0,0.0,613.9770283057021,0.1624553977480196,0.5394232458085553,0.025046616140678882,0.04286916437027355,0.10791689216492975,2.928825653410618,0.02012093467830423,0.1409770865796861,0.5068962191358025,21097.55967170102,0.15463123508269488,2.6610899121340603,0.7742227450980392,91.4077301109311,0.15333530539251275,65843.72870054995,33.62223966622058,0.2525334966518317,92.09148108707313,0.21823273229055443,162.7824957126394
31,131,48.3773,2.58101,30,3.74455,0,116,133,8,125,7,0.9938,47.02511,0.0,0.0,2.57143,5.122,2.19041,0.0,0.0,128.0,55.13046,8e-05,0.73,1.025,-1.0,0.0,613.9696068150246,0.16170582927766472,0.5394232458085533,0.025157305723805416,0.04291470990080302,0.10793137320415265,2.905736325682873,0.020088187619156803,0.14112924226773133,0.4537519290123457,21116.39993423348,0.15469131978570524,2.534305877990314,0.7747882352941176,90.15565551461032,0.1533367585888221,65862.39664448056,33.63059338228202,0.25257325248017093,92.07344828639708,0.21835375147772473,162.87121774544403
32,132,48.3852,2.59622,30,3.81846,0,116,133,8,125,7,0.99191,47.03478,0.0,0.0,2.60714,5.127,2.14533,0.0,0.0,128.0,55.11081,8e-05,0.73,1.025,0.125,0.0,613.9563079111265,0.16095432680325972,0.5394232458085529,0.025132215971204203,0.04296284005781758,0.10794257984103789,2.8953994257031517,0.02007412658668793,0.14121365487588802,0.3919270833333333,21109.248190582617,0.15473728829999253,2.424132325344525,0.7742227450980392,90.35050648991387,0.15330766031266416,65865.12358541162,33.74198103539738,0.2526960548062729,92.0716728604744,0.21837425331136268,162.8408682545218
33,133,48.4044,2.62336,30,3.85569,0,116,133,8,125,7,0.99262,47.06133,0.0,0.0,2.25,5.13,2.16068,0.0,0.0,128.0,55.12293,5e-05,0.73,1.049,-1.0,0.0,613.9630585777822,0.1601653799362141,0.5432642867876163,0.025201488634639134,0.04296895118864302,0.10792832719083043,2.908611037052953,0.020071021090755717,0.14135509389319875,0.3312596450617284,21136.762361018198,0.1548176597993486,2.632339724937719,0.7742603921568627,90.3738495228612,0.15336344315911127,65836.26373082337,33.700047245732065,0.252741435905936,92.05531422342673,0.2183357091637695,162.83207772820498
34,134,48.4406,2.683,30,3.85019,0,116,133,8,125,7,0.99497,47.09807,0.0,0.0,2.71429,5.136,2.1841,0.0,0.0,128.0,55.10435,5e-05,0.73,1.013,-1.0,0.0,613.9485142472226,0.15947369195060776,0.5432642867876109,0.025118770774554176,0.043031885401185174,0.1079298616974918,2.90081361866042,0.02007088790558869,0.1413774149964341,0.3181423611111111,21168.280223755737,0.15487579821514127,2.73903655815798,0.7739250980392156,91.02284443973161,0.15343041760476894,65869.18890806977,33.69389173719618,0.2528259322817391,92.05776264176102,0.21830511641380923,162.88040959147892
35,135,48.3922,2.67902,30,3.93154,0,116,133,8,125,7,0.99308,47.04662,0.0,0.0,2.57143,5.153,2.2372,0.0,0.0,128.0,55.11759,5e-05,0.73,1.037,-1.0,0.0,613.9600872724626,0.15882669947025807,0.5410466607443907,0.02520203777956119,0.04303612523441921,0.10791533125472776,2.9142530522628705,0.02004150260036814,0.14156570701189808,0.3676215277777778,21141.10518132716,0.15501294697873533,2.480499989556111,0.7742227450980392,91.10294177815656,0.1534973958769697,65806.02098213944,33.695868409710165,0.25285811442884376,92.09506305105926,0.21821655521755626,162.9005529948515
36,136,48.4352,2.70328,30,3.88252,0,116,133,8,125,7,0.99719,47.09016,0.0,0.0,2.67857,5.144,2.23419,0.0,0.0,128.0,55.09264,7e-05,0.73,1.03,-1.0,0.0,613.9515313060721,0.1582613067001025,0.545481912830841,0.02511970193128425,0.04310180757131177,0.10793332775944267,2.9357378317064255,0.020015435818221454,0.14156816629656627,0.38739390432098764,21203.07304195541,0.1550743378391414,2.4097192252026987,0.7736949019607843,89.90137624165091,0.1535342194070365,65868.23081684238,33.705801504629626,0.2529242307048081,92.08762527424616,0.218177180259099,162.90815023148323
37,137,48.397,2.74131,30,3.90392,0,116,133,8,125,7,0.99026,47.05261,0.0,0.0,2.39286,5.178,2.25609,0.0,0.0,128.0,55.10002,5e-05,0.73,1.041,-1.0,0.0,613.9643734905729,0.15784127593877584,0.5454819128308405,0.025137552359019315,0.04307815082816078,0.1079675000349117,2.9726477282821295,0.01997608866434773,0.14151854328349892,0.39482060185185186,21180.806699041066,0.1551161883412362,2.318332826413906,0.7739925490196078,90.85314715643587,0.15348086334523714,65849.11948174408,33.658544658142844,0.2529304840842028,92.09694833624783,0.21816978932015232,162.82952456753793
38,138,48.44,2.64544,31,3.95588,0,116,133,8,125,7,0.99312,47.08067,0.0,0.0,2.39286,5.151,2.28864,0.0,0.0,128.0,55.08239,8e-05,0.73,1.049,-1.0,0.0,613.9564154567505,0.15754765335793325,0.5394232458085572,0.02509670394031239,0.04304784809386496,0.10795629762964727,2.9954621028944004,0.01990820891064398,0.1414111151702846,0.4347029320987654,21195.214654680847,0.15520393690169926,2.1773720145864077,0.7734647058823529,92.99085403265848,0.15352412729236536,65854.30406306796,33.68341252833237,0.2529669942562542,92.08550979519663,0.21813041168657382,162.92922741032396
39,139,48.4377,2.55586,31,3.86808,0,116,133,8,125,7,0.99154,47.08768,0.0,0.0,2.39286,5.192,2.20416,0.0,0.0,128.0,55.08462,4e-05,0.72,1.017,-1.0,0.0,613.9696641126243,0.15727623558931833,0.5394232458085462,0.025066033355503104,0.04306559668805828,0.10798439777891264,2.946937138226124,0.019886423637789533,0.14134116940308503,0.43648726851851855,21196.900890189765,0.15531375140585804,2.4360709025389697,0.7736949019607843,87.18233614093354,0.1535637713141551,65834.55622828736,33.59645645706742,0.25299651055783784,92.08908702545722,0.21811024370676713,162.80626712485332
40,140,48.4668,2.53548,31,3.98472,0,116,133,8,125,7,0.9926,47.11328,0.0,0.0,2.32143,5.138,2.1248,0.0,0.0,128.0,55.08717,5e-05,0.74,1.04,0.125,0.0,613.9564368455812,0.15703596088711214,0.5394232458085536,0.025053667144337568,0.04303592171185507,0.10798343499930539,2.919908113926827,0.01983167324236235,0.14125686175043328,0.48760609567901236,21208.85763067439,0.15541900081400303,2.3171218234265787,0.77342,87.48936576992693,0.1536384268162632,65812.38398672397,33.65784030490451,0.2529979482023762,92.1141777811777,0.21807779914386133,162.9160998584144
41,141,48.4956,2.57327,31,3.9277,0,116,133,8,125,7,0.99027,47.15498,0.0,0.0,2.5,5.17,2.10753,0.0,0.0,128.0,55.0998,2e-05,0.73,1.047,-1.0,0.0,613.9669295186972,0.15682118803202952,0.5416408718517771,0.025026283316913575,0.04297705872382716,0.1080321050727271,2.9195394802518035,0.019838697466662194,0.14134612958668594,0.5213155864197531,21213.588066729306,0.15550301530209623,2.258518776395327,0.7736949019607843,87.17785806927164,0.1536427521212661,65834.39501692948,33.630903079185956,0.2530796616778211,92.09424377573811,0.21807448195853005,162.80724729476185
42,142,48.517,2.59139,31,3.92808,0,116,133,8,125,7,0.98593,47.15623,0.0,0.0,2.46429,5.144,2.14107,0.0,0.0,128.0,55.09092,5e-05,0.73,1.041,-1.0,0.0,613.9569731166448,0.1565914996786201,0.5416408718517745,0.025061222745366298,0.04297824876637117,0.1079864173920486,2.9322397027937397,0.01982968935459771,0.14136623842312313,0.5556037808641975,21266.786884562986,0.15561593594645312,2.3205862790528515,0.773375294117647,87.42328961117803,0.1537436241931475,65837.68470469037,33.671740496600115,0.25310270526960915,92.12938280847652,0.21808812970645264,162.8411612938469
43,143,48.5121,2.58941,31,3.79523,0,116,133,8,125,7,0.9882,47.17742,0.0,0.0,2.60714,5.161,2.15598,0.0,0.0,128.0,55.1106,6e-05,0.73,1.026,-1.0,0.0,613.963882158445,0.15638115888618195,0.5394232458085616,0.02508599811212551,0.042960067257275414,0.1080013976130464,2.929516776575735,0.01984061609239787,0.14146174715178253,0.6031057098765432,21260.131610393742,0.15574020122692478,2.335216657280351,0.7736878431372549,90.88850094317304,0.15384206266153846,65852.50618672515,33.6949398841387,0.2530897075983516,92.14010678330413,0.21810723169984142,162.82389947595482
44,144,48.5113,2.61276,31,3.86386,0,116,133,8,125,7,0.98517,47.16776,0.0,0.0,2.46429,5.14,2.15633,0.0,0.0,128.0,55.11246,4e-05,0.73,1.026,-1.0,0.0,613.9634467998485,0.1561753993840789,0.5394232458085498,0.02513163488879104,0.042973029577787494,0.10792948866787179,2.916779869937185,0.01980824582494513,0.14150141218873385,0.6226369598765432,21264.777796844803,0.15579524108214857,2.2506463262875944,0.7736870588235294,90.81629085212639,0.15390682744400835,65815.81666050805,33.69182049786603,0.25314116674995674,92.14175449412075,0.2181210296692085,162.90160785915157
