,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0.3,cubrow.1.0,staticness,blockiness,cubrow.0.3,noise,blur,uhdhdsim,cubrow.0,fft,cubcol.0.6,movement,contrast,cubcol.1.0,color_fulness,cubcol.0,tone,temporal,saturation,cubrow.0.6,cubrow.0.5,cubcol.0.5
10,10,58.5822,22.9905,34,38.8834,0,123,118,9,136,13,0.97201,53.92296,0.0,0.0,0.25,6.853,20.16614,0.0,0.0,124.0,31.84781,0.00426,0.56,10.243,-1.0,0.018652,0.1996021080767731,0.02567079052404647,440.9634248578095,3.1213796626041628,0.03621472416299858,0.7180956449920614,44501.87280112928,83.26204717970548,0.0153046415603418,65665.46218104364,0.24359554401043723,10.708285108024691,87.33558020174578,0.1250900879950339,78.1831389164229,0.2377308556243004,0.49777254901960777,6.718147977622136,44.788875815309126,0.06427249416231222,0.07599335557563698,0.17742642215351564
11,11,59.7308,22.4309,33,37.6664,0,123,118,9,135,12,0.97717,54.87705,0.0,0.0,0.10714,6.976,19.74563,0.0,0.0,124.0,32.2225,0.00478,0.56,9.926,-1.0,0.035575,0.1965356471086629,0.024914539496847948,436.722935349046,3.2184904786427118,0.03619065106325742,0.7081959369907094,48625.6077780966,83.0491370443199,0.015184278039880263,65559.1399529228,0.235767123036431,11.62548225308642,86.84195195463447,0.12607306128851908,77.66836977848902,0.22895755486906796,0.502275294117647,6.7170244697800126,44.624392850899405,0.06324880423683965,0.07567559624658515,0.17409522451811052
12,12,60.2568,21.8864,33,36.3375,0,123,118,9,135,12,0.99503,55.29181,0.0,0.0,0.10714,7.07,19.27178,0.0,0.0,123.0,32.5752,0.00523,0.56,9.577,-1.0,0.036196,0.19516270852765444,0.02423235649817405,432.4101309017251,2.8421370101710686,0.03614077210120608,0.708195936990701,51342.333358723474,82.85849187419564,0.014973443432551428,65214.37417323257,0.22881042881670985,10.360001929012345,86.883651911084,0.1271656135857068,76.80099497692778,0.22132108013228782,0.5053270588235295,6.681903245810157,44.57411175009645,0.06221362891335277,0.07493028147969714,0.17633337655202627
13,13,60.2909,21.8572,33,36.6534,0,123,118,9,135,12,0.98688,55.30561,0.0,0.0,0.0,6.984,18.79957,0.0,0.0,123.0,32.47184,0.00483,0.56,17.508,-1.0,0.042459,0.1933346752777056,0.023584242400507136,428.08290040379603,2.4682663665390034,0.036320345141790535,0.703760684904244,51152.73191160547,82.87622240735081,0.014854853439935261,65146.200102361174,0.22337186108356186,9.291956018518519,87.52610407343869,0.12901560067450257,75.83076802636306,0.21432078325368928,0.5027882352941176,6.606452473235647,44.50273113486208,0.0616337178988522,0.0736052480134356,0.1781365059973375
14,14,60.8628,21.4067,33,35.9471,0,123,118,9,135,12,0.97921,55.83155,0.0,0.0,0.28571,6.987,18.76742,0.0,0.0,123.0,32.19826,0.00504,0.56,28.923,-1.0,0.03795,0.2040143604984126,0.023029259550222506,423.74016915830197,2.5332164549531107,0.03564573817968229,0.7005138550325757,53491.92175902382,82.97919759398147,0.014823423291882618,65128.73304876301,0.21887494747603314,8.868778935185185,87.78304642299669,0.13069016133657926,75.34528482737494,0.20818571461180402,0.4980325490196078,6.562266922178784,44.25118999716676,0.0619017674159318,0.07372785317371475,0.1794769345820932
15,15,60.9662,20.8722,33,34.6298,0,123,118,9,135,12,0.99028,55.98139,0.0,0.0,0.35714,6.807,18.37347,0.0,0.0,122.0,31.8861,0.00533,0.55,25.386,-1.0,0.040165,0.22096717141430514,0.022570254793248187,419.48099618234636,1.9334642714911792,0.034868513170052774,0.7059783109474725,49350.78940406165,82.53192267443318,0.014673999741233165,65108.593535799795,0.21521873862866378,9.729407793209877,88.53448045526123,0.13133986665742534,74.59144415469227,0.20341960944730997,0.4896345882352938,6.533227655080373,44.10300059377411,0.06136774520442606,0.07254884904438295,0.18208177635642783
16,16,61.2763,20.8613,33,33.8475,0,123,118,9,135,12,0.99927,56.29438,0.0,0.0,0.17857,6.862,17.91358,0.0,0.0,123.0,31.70529,0.00562,0.54,26.59,0.12937,0.033667,0.2315743583393626,0.022128808778448424,415.24285428050473,2.212394288863334,0.034397284084975395,0.7059783109474768,50729.76436348756,82.25462588192067,0.014589507665298753,65255.38797037534,0.21116631004369216,10.418595679012345,91.93754995149165,0.13093547666472694,73.57497643933051,0.19872387751380763,0.4807396078431373,6.531011142677824,43.860866782106,0.06171920386392819,0.07147063561557886,0.18382305854182357
17,17,62.0731,21.0329,34,33.9263,0,124,118,9,135,12,0.97599,57.02682,0.0,0.0,0.07143,6.784,17.90992,0.0,0.0,123.0,31.38049,0.00569,0.53,25.656,-1.0,0.033387,0.23887620905855375,0.02172418834966933,411.10878395152497,2.268451834337021,0.034802961216136324,0.7065725220548748,56026.7821806803,82.03979762022036,0.014705718890713598,65388.12235205752,0.20788614298481656,10.362991898148149,84.13461011975889,0.13075720567854995,73.38934376816115,0.19420555787254087,0.4718956862745098,6.562727386811129,43.669718989619504,0.061530946833009276,0.07127061756844473,0.1854154087417612
18,18,61.2036,21.3991,34,34.5463,0,124,118,9,135,12,0.95968,56.30956,0.0,0.0,0.32143,6.714,18.05404,0.0,0.0,124.0,31.24498,0.00561,0.55,27.516,-1.0,0.038101,0.23672833275596916,0.02135430605359529,407.2148764932734,2.069779233508027,0.0356421272155518,0.7104135630339323,49846.51922234989,82.42550580630845,0.014697489844746392,65358.048226702136,0.2062805587522513,10.432966820987655,88.60555620521009,0.13047186631566932,73.03502687497009,0.19053930081306464,0.46947921568627454,6.598674279771233,43.60184827262973,0.061649564321616106,0.07015935461510123,0.18748821065468085
19,19,61.1045,22.2026,34,36.7201,0,124,118,9,135,12,0.95735,56.23388,0.0,0.0,0.32143,6.833,18.3684,0.0,0.0,124.0,31.38819,0.00552,0.52,28.326,-1.0,0.031313,0.2332407287646073,0.021029258362833092,403.5333364429767,2.0205959806682054,0.03682507443447748,0.7164722300562284,51616.98116563568,82.5209883894466,0.014612855883288934,65375.78222950133,0.2079320037227912,10.602189429012345,88.39778041964806,0.13040821103876074,72.58514773432873,0.1868162592108542,0.47321333333333315,6.6729885149132855,43.48775717652874,0.06261767780608506,0.06981191141775059,0.18886714379186992
20,20,60.3748,23.0491,34,38.346,0,123,118,9,135,12,0.96874,55.64076,0.0,0.0,0.42857,6.688,19.05735,0.0,0.0,124.0,31.52233,0.00559,0.53,25.58,-1.0,0.02209,0.22899942826680192,0.020719877227218228,400.10192623195155,1.9735614220212256,0.03610244909030674,0.7203132710352932,48948.67775372601,82.74256488779507,0.014552993008853878,66153.38421540255,0.20843758002611526,12.043885030864198,88.19364568493958,0.13065557351523197,72.97101001207078,0.18303154147412146,0.4760360784313726,6.761888440965722,43.410821608555175,0.06286030485952283,0.06929995760436422,0.18877734783769518
21,21,59.508,23.3468,34,38.5292,0,123,118,9,135,12,0.96727,54.93503,0.0,0.0,0.25,6.681,19.78635,0.0,0.0,124.0,31.61141,0.00481,0.54,21.522,-1.0,0.019119,0.22816361730646922,0.020458317293604082,396.9948385544175,2.6955302684701627,0.03539142065222004,0.7225308970785234,45742.96699308216,83.095315343028,0.014497088770446346,66473.4598319681,0.20598990576030524,12.744068287037036,88.26524342517416,0.13065614637573641,72.98694601235152,0.17951514128520177,0.47696745098039206,6.806565413075777,43.393737039448304,0.06237354832522607,0.06937776171032758,0.1888211067541873
22,22,59.9468,23.5886,34,39.4864,0,123,118,9,135,12,0.96194,55.36152,0.0,0.0,0.17857,6.803,20.03855,0.0,0.0,125.0,31.67263,0.0052,0.52,16.985,-1.0,0.015724,0.22746914445771296,0.020206989939913576,394.0561012974392,2.4285475503888456,0.03562733576228628,0.7279953529934136,46438.290544182186,82.95990737606127,0.01446286391353014,66668.57890951152,0.2034892901582402,12.857880015432098,86.03175453296002,0.13122173188262387,73.84286924297373,0.1763497100618088,0.4801169999999998,6.835169906198743,43.26335275909047,0.062153431623283024,0.06950859649333971,0.18888116298974178
23,23,59.9239,23.5932,35,39.0293,0,123,118,10,134,12,0.96658,55.38828,0.0,0.0,0.78571,6.73,20.24805,0.0,0.0,126.0,31.61709,0.00458,0.53,15.312,-1.0,0.013654,0.2280870525307556,0.01997485992482683,391.09803684121056,1.7431317028263171,0.0364524507652417,0.7247485231217543,44311.670104744815,83.1578948336211,0.01443855879211831,66992.4968114111,0.2018619042381019,12.858458719135802,87.93931942037752,0.13170761802424816,74.53724315289276,0.1735625526983209,0.4783533333333333,6.834833140512062,43.1439224054784,0.06310197954788176,0.06972636509400724,0.18859684755479722
24,24,60.8803,23.4282,35,41.023,0,123,118,10,134,12,0.98291,56.25312,0.0,0.0,0.32143,6.344,20.25008,0.0,0.0,126.0,31.57295,0.00471,0.54,14.684,0.12731,0.013163,0.22625746825513915,0.019809915270850968,388.0902141302179,2.1532666761113015,0.03897837602274389,0.7285895641008188,44391.50759017396,83.41678187152475,0.014398079317122446,67503.0070256724,0.19949520057800613,13.33449074074074,89.5227104491209,0.13144232967283914,76.73170895570803,0.17093844265377856,0.47779176470588236,6.822794610631945,42.988010171019006,0.06591486284884943,0.07224830571316529,0.18829823356000602
25,25,62.9675,22.8659,36,40.1859,0,123,118,10,134,12,0.96329,58.11115,0.0,0.0,1.35714,5.943,20.11132,0.0,0.0,126.0,31.65591,0.00519,0.53,16.208,-1.0,0.009368,0.22516191966897228,0.019652198301106247,385.16023120900087,1.7653141895709459,0.04153545513512749,0.7308071901440466,50287.49431627751,83.04595340575888,0.01438659259029445,68937.46752732611,0.19987092487363337,14.083236882716049,88.66010418862014,0.1316810767641707,78.82795510502054,0.16822562442263408,0.47769960784313725,6.809757902758896,42.92668472101659,0.07292012261644516,0.0757609188796595,0.18717173292017839
26,26,64.1912,22.1852,37,40.1138,0,123,118,10,134,13,0.98425,59.23929,0.0,0.0,2.07143,5.627,19.63284,0.0,0.0,126.0,31.81644,0.00534,0.53,15.009,-1.0,0.010811,0.22658445211827447,0.019482121652987846,382.4661213765309,3.4678514142840817,0.04331226173117602,0.7413011092527936,50136.34759421298,82.99617451165565,0.014351634116863082,69805.72392720803,0.20128543120678558,14.060136959876543,86.60002653528767,0.13203237489094197,80.08239546834065,0.16573541616673276,0.4771452352941175,6.7781475332695065,42.99945595823688,0.07711090851993595,0.0814937578985412,0.1874324977913701
27,27,65.5285,21.7581,39,38.2248,0,123,118,11,134,13,0.99169,60.45708,0.0,0.0,1.46429,5.265,19.04861,0.0,0.0,126.0,32.01798,0.00586,0.53,15.803,-1.0,0.011637,0.23005632825313002,0.019305479885643375,380.03639507336806,2.2135295153443733,0.0438225761797922,0.7435187352960316,52992.61262772868,82.82828624840414,0.014368706672161016,71170.81225704742,0.2021616989186334,13.504243827160494,85.60125263753062,0.13222062111470095,81.23303235431338,0.16361571551295262,0.4804917647058824,6.752668356423375,43.176005610713254,0.0846056421441092,0.09041204675149374,0.18799483438214531
28,28,65.5482,21.337,39,39.3857,0,123,118,11,134,13,0.99357,60.49543,0.0,0.0,1.25,5.171,18.68402,0.0,0.0,126.0,32.15214,0.00631,0.53,18.476,-1.0,0.009357,0.23881552470962075,0.019162647966766963,377.8319288805123,2.4305648867568856,0.04375481873363848,0.7473597762750961,51970.681070849234,82.89801285881843,0.014411554554578035,72008.66532205055,0.2027896023237447,13.075858410493828,87.52326428948481,0.13227921714229038,81.95165732054552,0.1614909337285054,0.4805549019607843,6.715992316153873,43.31569869429977,0.08952237248248737,0.09279541324112613,0.1886814701524572
29,29,65.9591,21.3774,39,39.2732,0,123,118,11,134,13,1.0131,60.8667,0.0,0.0,1.14286,5.266,18.32619,0.0,0.0,126.0,32.26297,0.00628,0.54,21.535,-1.0,0.011064,0.24486105006708744,0.01903953785502622,375.8715313640975,3.0420111885263412,0.0444557361767121,0.7489831912109245,52920.9538030306,82.80243238422123,0.014421490135378816,72554.3991846612,0.20346374488094907,13.127555941358025,87.74002227465762,0.13261321009227806,82.61931261326656,0.15933895274076365,0.4802352941176471,6.6885236202676746,43.43296135796441,0.08827750456167997,0.09228721711544696,0.18974036990389687
30,30,64.2837,21.8676,39,37.7385,0,123,118,11,134,13,1.00923,59.4542,0.0,0.0,0.39286,5.662,18.36094,0.0,0.0,126.0,32.3195,0.00562,0.55,18.712,-1.0,0.012071,0.24898747125086063,0.018912901119450272,374.1442297990375,2.6396169961705525,0.04506150461264951,0.7495774023183249,48938.947230161844,82.89119596592033,0.014445102616853533,69959.13551421037,0.20385123874229544,13.166425540123457,86.35581762199072,0.13291833057177255,83.08647695918185,0.15765162359098234,0.4771639215686274,6.712744540667499,43.39585104106385,0.08840119810171486,0.09256899729219324,0.19052214854357005
31,31,62.0003,21.954,38,38.7415,0,122,118,11,134,13,0.99274,57.50498,0.0,0.0,0.82143,6.027,18.7838,0.0,0.0,126.0,32.51899,0.00475,0.53,20.486,-1.0,0.011183,0.2457679771579535,0.018820945984375358,372.63370254216926,2.159787110974305,0.04632487195237882,0.7540126544047832,44464.52872988146,83.20634941782285,0.014481225135865698,68492.1467740147,0.20383023209332213,13.395736882716049,89.24649710378138,0.13215131464621246,83.76240899277875,0.15557733238350888,0.48018474509803905,6.781415922663369,43.351057452920045,0.0878383964320227,0.09240468293261864,0.19059170348148174
32,32,62.2156,21.6079,39,39.9488,0,122,118,11,134,13,0.98517,57.75951,0.0,0.0,0.96429,5.924,18.85809,0.0,0.0,125.0,32.93977,0.00539,0.52,18.47,0.125,0.010539,0.2450016272834918,0.018735674496550718,371.33888007814267,2.2795115606386616,0.04735754406478569,0.7594771103196835,44270.20930735193,83.34894868664148,0.014510562400402067,69907.53090843179,0.2038739341129358,13.631896219135802,87.39261599631641,0.13050971382648374,84.5345217489681,0.15439660652027815,0.4880207843137255,6.831995126418593,43.50187739619502,0.08858520359336211,0.09221220957992009,0.1905205747856893
33,33,63.2639,21.8528,40,39.3543,0,122,118,11,134,14,0.96152,58.70081,0.0,0.0,0.75,5.55,18.56346,0.0,0.0,125.0,33.35044,0.00539,0.54,16.547,-1.0,0.009949,0.24503583210055518,0.01867817359572897,370.21735797820776,2.78279028730779,0.047804942168928645,0.7655357773419805,46851.569070065336,83.1874119270767,0.014500939925391787,71112.4718268006,0.20400766275162943,13.75,86.41251244471823,0.12933236045711652,84.63432641197426,0.15356942403056836,0.4956764705882353,6.82163499883686,43.55427626621576,0.09171272675193841,0.09339691176585371,0.19081069229475878
34,34,63.5544,22.266,40,40.7565,0,122,118,11,134,14,0.99604,58.99241,0.0,0.0,0.5,5.448,18.76823,0.0,0.0,125.0,33.69564,0.0055,0.53,15.362,-1.0,0.007331,0.24655086661242887,0.018614762969963623,369.27959375893784,2.1722908593169428,0.047625865226789355,0.7699710294284371,45859.62973530324,82.9544276984666,0.01452494395543901,70359.70833600598,0.20387335974086965,14.000916280864198,88.91195342240921,0.12822956863488727,84.57190314742027,0.15206902853066653,0.504423137254902,6.855233673374219,43.61888631184896,0.09558264272707219,0.09353381011918115,0.19109315855991743
35,35,64.0156,22.0575,40,40.8165,0,121,118,11,134,14,1.00718,59.39945,0.0,0.0,0.71429,5.661,19.11914,0.0,0.0,125.0,34.11915,0.00567,0.53,15.65,-1.0,0.010799,0.24791674128043406,0.01854474378658708,368.51237869625095,3.982406724367591,0.04736021342016235,0.7655357773419755,48125.246650214794,82.93316562846327,0.014587723966990353,70851.52391472258,0.20417267961611163,14.201051311728396,88.22908930955987,0.12726823382793778,85.16450822005035,0.15124604446255974,0.5162921960784312,6.842612099343217,43.90196378731433,0.09935409572089139,0.09358067297868845,0.19150312687869417
36,36,64.3779,21.6817,40,41.6,0,121,118,11,134,14,0.98444,59.71753,0.0,0.0,0.25,5.932,18.9414,0.0,0.0,125.0,34.19501,0.00561,0.55,15.984,-1.0,0.015574,0.24744108776029974,0.018491352043593343,367.9082552642739,2.2180470203955376,0.04713496579693325,0.7699710294284352,48330.49693930701,82.99338593298314,0.014608454859828297,70681.60433276786,0.2044457590179376,14.093653549382717,84.61562937784883,0.1262369389335351,84.86037840253815,0.15066390860684392,0.5193411764705882,6.792160594210905,44.13424042124807,0.09956535484090154,0.09338178509160558,0.19233266362150203
37,37,64.8623,21.4347,40,37.9842,0,121,118,11,134,15,0.99119,60.1595,0.0,0.0,0.25,5.884,18.61568,0.0,0.0,125.0,34.10243,0.00607,0.54,13.231,-1.0,0.012467,0.25118614665998024,0.018432686443341558,367.4291259979846,3.0434418476279723,0.04690027349173255,0.7715944443642702,51665.01149510366,82.84008047236622,0.01473958518292274,70541.0864972747,0.20481463018152263,13.986159336419753,86.35653137748835,0.12491923570421612,84.71394483170839,0.1503502734023162,0.5181831372549018,6.746176066869717,44.36217357494213,0.10039671170218446,0.09414809525377593,0.19314608789059248
38,38,64.5014,21.2796,40,38.1499,0,121,118,11,134,15,1.00713,59.85943,0.0,0.0,0.42857,5.868,18.40217,0.0,0.0,125.0,34.09547,0.00596,0.54,13.048,-1.0,0.010557,0.24972145611934074,0.018400237412407164,367.0969205982916,4.012883342602086,0.04684089391716877,0.7760296964507307,50114.55309862347,82.92991694051582,0.014809307698562138,69753.66582710891,0.205087704694116,14.087770061728396,86.58729846342501,0.12465450634919473,84.13199493363284,0.15073026140421714,0.5215243137254902,6.683362436822812,44.56180374710648,0.10135931753460016,0.09503236531672352,0.19373513877215218
39,39,64.7904,21.3569,41,36.6876,0,121,118,11,135,15,1.04727,60.13572,0.0,0.0,0.28571,5.767,18.26805,0.0,0.0,124.0,34.06114,0.00595,0.54,14.677,-1.0,0.010779,0.2505244588585278,0.01838402094023479,366.86654182194485,3.233450922284938,0.04764086124374858,0.7804649485371873,51430.71531010065,82.91672963343476,0.01502271404697598,69529.59788331437,0.2054343097901418,14.112847222222221,85.85772391425667,0.12482182612526668,83.46174713014325,0.1513412372785652,0.5231447058823528,6.647399942099643,44.73068990825135,0.10263788477352277,0.09525436417990749,0.194629635166833
40,40,65.3523,21.7411,41,36.6934,0,121,118,11,135,15,1.00623,60.65765,0.0,0.0,0.64286,5.853,18.34084,0.0,0.0,124.0,33.96972,0.00657,0.55,13.515,0.125,0.010569,0.2553936525486547,0.018399684407041816,366.6416503613955,3.9873180936980024,0.04746946896412918,0.784900200623655,52670.85670020708,82.87577809883898,0.015248191153223494,69551.35370671093,0.20501899017900646,13.915991512345679,87.03091378166998,0.12527736194112696,82.2436351201463,0.14995295926716082,0.5214731764705882,6.6473518307580735,44.75351121690538,0.10389307156163581,0.0955084951078181,0.19579671977451013
41,41,65.8988,22.108,41,37.5924,0,121,118,11,135,15,0.98127,61.17589,0.0,0.0,0.57143,5.79,18.67315,0.0,0.0,123.0,33.97026,0.00638,0.56,14.682,-1.0,0.010338,0.2602385798071426,0.01847675067874377,366.4651642521352,3.798400377142323,0.04774604269697037,0.7903646565385444,55221.69940696049,82.46678607468938,0.015628092475068828,69630.69419942106,0.2053001475998937,13.31664737654321,85.39173736529429,0.12684267470954785,81.32998228379296,0.14794655551176764,0.5240470588235294,6.639906796674071,44.75688887231144,0.10594859277629379,0.09645932398349416,0.1981734228610495
42,42,68.0381,22.5415,42,38.4915,0,121,118,11,135,16,0.97142,63.07215,0.0,0.0,0.92857,5.558,18.9877,0.0,0.0,122.0,34.25428,0.00763,0.56,13.81,-1.0,0.016729,0.2654172729774128,0.0185619672965891,366.3793398434773,4.992906390782778,0.04779586479537595,0.7925822825817788,64094.38244923335,81.87179364641145,0.01601561787106418,70011.69600522895,0.20526728377123624,13.505883487654321,86.6662519427192,0.1281540995566939,81.20922342348825,0.14648943465526607,0.5296223529411764,6.617972046809029,45.00893392680604,0.10785688512033716,0.09728425995848798,0.20155083771636656
43,43,68.6083,23.1948,43,37.2074,0,121,118,12,135,16,0.93151,63.67266,0.0,0.0,1.10714,5.316,19.36381,0.0,0.0,121.0,34.50702,0.00623,0.57,13.255,-1.0,0.030805,0.26755927234954213,0.0186505153244928,366.3992045533929,4.903454002808046,0.047988516597265586,0.7986409496040735,61127.33887421515,82.41436352116766,0.016357779713462084,70517.39321299427,0.20526340127071618,13.713300540123457,85.06590254325593,0.12942235247929437,81.6191045622893,0.14493926288654047,0.5354450980392157,6.586477519702102,45.256417733651624,0.11123953142121842,0.09754038099078445,0.20817453908961495
44,44,69.9475,24.0808,45,39.898,0,121,118,12,135,16,0.92249,64.94794,0.0,0.0,0.85714,5.108,19.92857,0.0,0.0,121.0,34.75336,0.00666,0.57,14.868,-1.0,0.03191,0.26663718001378756,0.018716241108209603,366.5171629286484,5.932359734340428,0.048332700100856635,0.8008585756473062,60722.063094954516,82.37885197514117,0.016794518284938446,71918.50326930781,0.20555325835678737,13.69357638888889,85.67314065214612,0.13079975506684188,81.57518283845297,0.14351197743274316,0.5379698039215686,6.5432851658258695,45.432438226393714,0.1135600655209397,0.09940684565392541,0.2119065636131835
