,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,tone,fft,contrast,movement,temporal,blockiness,cubcol.0.5,staticness,cubcol.0.6,noise,saturation,cubcol.1.0,color_fulness,uhdhdsim,cubrow.1.0,cubcol.0,cubrow.0,cubcol.0.3,cubrow.0.5,cubrow.0.6,blur,cubrow.0.3
10,210,36.0148,16.7193,20,14.2344,0,120,117,5,136,9,0.99381,35.05971,0.0,0.0,7.71429,8.68,14.25574,0.0,0.0,105.0,32.28152,0.0,0.31,4.462,-1.0,2.76263,0.4861219607843138,62749.72852125597,84.89145119028882,5.610291280864198,4.295491111789303,1.618744455733024,0.12591922861354804,492.9725410097527,0.052123402929450384,0.2636529558819827,49.52964349440586,0.05554120419013248,81.915611913724,100.34998942773652,0.024362722121203675,0.07839634563244732,0.06786603584762504,0.05975189245572419,0.11425959395299386,0.1270219358450104,8550.66367279926,0.18042178394690275
11,211,36.1223,17.0719,20,14.47,0,120,117,6,136,9,1.00313,35.18142,0.0,0.0,5.92857,8.711,14.38512,0.0,0.0,105.0,32.07981,0.0,0.31,4.965,-1.0,2.746098,0.4810565882352942,62684.549566548645,85.77871301332786,6.263020833333333,4.328520241457798,1.4434488453453702,0.12452640601506258,489.6859788398929,0.05202992330074002,0.26143532983875506,49.57107468593268,0.055657827822736414,81.1461116254556,100.33534816897483,0.024367419404095956,0.07647743887311682,0.06808233846101854,0.06001999342369642,0.11298533322248251,0.13025321787568522,8540.102748001247,0.1813149255915952
12,212,36.6377,17.3085,20,14.4364,0,120,117,5,136,9,0.99957,35.63851,0.0,0.0,6.07143,8.68,14.6992,0.0,0.0,106.0,31.96545,0.0,0.3,5.412,-1.0,2.818616,0.4799184313725491,62691.34901163906,89.7271243720182,5.733314043209877,4.274377387548171,1.185419751194028,0.12344718037730826,486.73122480770996,0.05210958231184867,0.261435329838752,49.66953889823254,0.055752428153825334,80.23670944786227,100.25337803022288,0.02437736861869068,0.0756088023196867,0.06833142197361089,0.060190503886500483,0.11222241915456564,0.1306740156362108,8894.720566142702,0.18217087100504256
13,213,37.1578,16.9559,20,14.093,0,120,117,5,136,9,0.99942,36.07609,0.0,0.0,8.21429,8.515,14.90044,0.0,0.0,107.0,31.82538,0.0,0.3,5.23,-1.0,2.848751,0.4768509803921569,62659.16324271424,88.47987070638888,4.891010802469136,4.219174932874617,1.1098882522289295,0.12284520176772762,483.93288189280423,0.052385424304666174,0.25921770379552417,49.660147772894966,0.05586119382109559,79.96811478441037,100.20361670550565,0.024468878560186463,0.07412819135849587,0.0684169390632495,0.06042104781928472,0.11271941366398275,0.13161266709143624,9211.19630567558,0.18317375136500133
14,214,37.368,17.31,20,14.9169,0,120,117,5,136,8,1.00319,36.21609,0.0,0.0,6.78571,8.437,14.57846,0.0,0.0,111.0,31.90065,0.0,0.3,4.315,-1.0,2.972521,0.4773737254901961,62656.32386522472,85.9287307362135,4.735291280864198,4.278257924592855,1.2659795792742958,0.12259706495171578,481.43034857987317,0.05273751441648178,0.25921770379552367,49.66837075315876,0.05602226875052112,80.2003495248949,100.21760081342063,0.024515436184397072,0.0731910572239018,0.0681571055913087,0.06057343578868637,0.11372779993410859,0.1344707682914592,9360.619006433353,0.18408665760831594
15,215,37.0738,17.8285,20,14.4494,0,120,117,5,136,8,1.00716,35.96311,0.0,0.0,8.14286,8.463,14.88474,0.0,0.0,117.0,32.05995,0.0,0.31,4.523,-1.0,2.798375,0.4799980392156863,62565.415291469486,86.01694133312006,5.848427854938271,4.316815659817271,1.5432208465035568,0.1223666011542398,479.33310847032277,0.053309591802901846,0.26143532983875545,49.60362789954668,0.05613654058890699,80.97640198245048,100.24976479160132,0.024586316751258875,0.07128280388588158,0.0679800101928111,0.06077205052081399,0.11380451603903821,0.135427127149195,9148.46595290828,0.18492209011959798
16,216,36.824,17.8062,20,13.3321,0,120,117,5,136,8,1.0011,35.75528,0.0,0.0,6.60714,8.463,15.3321,0.0,0.0,118.0,31.90656,0.0,0.31,5.303,0.46708,2.773513,0.47397586274509806,62551.534954525356,85.79570352290334,6.763744212962963,4.410420111004796,1.1414129417569436,0.12252818495030517,477.6494372328395,0.0538446892344092,0.2636529558819802,49.687517330970294,0.056218945184423254,80.6107297837146,100.29683978627497,0.024462125235756627,0.07023523967337551,0.06794483590448155,0.0608264254588669,0.11388866233184378,0.13645968211901222,9038.715076456367,0.18573091899407085
17,217,36.4994,17.5006,20,14.4067,0,120,117,5,136,8,1.00051,35.46367,0.0,0.0,5.64286,8.419,15.30896,0.0,0.0,114.0,31.82006,0.0,0.31,4.803,-1.0,2.710802,0.4712172549019608,62596.338951303354,86.94187674692803,7.15258487654321,4.475333721061062,1.1259906787508671,0.12290725946964519,476.1881478730293,0.05448511488486359,0.2592177037955235,49.71473863389757,0.05623990624008127,80.21459753513247,100.36693953974532,0.024371295903452717,0.06908245647548104,0.06812592882393485,0.06093572557276257,0.1142165746700746,0.13784244645779115,8878.616751474388,0.18623458667655182
18,218,36.1577,17.2915,20,14.0394,0,120,117,5,136,8,0.99424,35.18417,0.0,0.0,6.07143,8.45,15.04328,0.0,0.0,115.0,31.95166,1e-05,0.31,4.908,-1.0,2.78559,0.47146241176470594,62514.81278586421,86.7477268114648,7.136381172839506,4.464046508141672,1.2066956913656577,0.12317334129417708,474.8019761925601,0.055116350319783555,0.25921770379552395,49.814377019434794,0.056318759571306845,80.07711568268576,100.40840235318923,0.02432330016550119,0.0677371843191613,0.06834430062500035,0.0611249146146992,0.11513786553813177,0.13909083305646314,8612.615725255058,0.18675351808214705
19,219,35.3808,16.8371,19,14.8768,0,120,117,5,136,8,0.9907,34.51502,0.0,0.0,9.42857,8.613,14.87222,0.0,0.0,116.0,31.96064,0.0,0.3,5.105,-1.0,2.837225,0.47092078431372547,62355.640669344066,85.93816240427974,6.9858217592592595,4.494056234807841,1.533227228817413,0.12332290047609368,473.5324573177614,0.055649452394267766,0.2592177037955248,49.91117293746383,0.05641023993099741,80.32110716119956,100.49370723295068,0.024340073335970738,0.06631273482274848,0.06835937281413544,0.061439088369292315,0.11602170889545699,0.1404976254726132,8131.642790302968,0.1872191591387613
20,220,33.9021,16.4081,19,14.3623,0,119,117,5,136,8,0.99493,33.18304,0.0,0.0,8.42857,8.56,14.47834,0.0,0.0,116.0,31.92301,0.0,0.31,4.781,-1.0,2.900298,0.47000509803921564,62295.775901665664,86.05575130137233,8.061149691358025,4.511066496540923,1.4493559606850686,0.12330202366548888,472.34315746484464,0.05601623534198588,0.25537666281646204,50.03954870906877,0.05652421188203686,80.00333098753843,100.71736913288524,0.024380074131268376,0.06505509020008327,0.06826819490937189,0.06178228406402282,0.11614769953244218,0.1421771922458809,7176.353331580018,0.1874874439426892
21,221,33.2758,16.4659,19,14.1642,0,119,117,5,137,8,0.99287,32.61151,0.0,0.0,9.5,8.767,14.10704,0.0,0.0,113.0,31.91677,0.0,0.31,4.342,-1.0,2.880253,0.46996392156862743,62169.83330409838,87.11237541257105,8.263261959876543,4.496864476883508,1.4102508189027048,0.12306063910883082,471.15656865691545,0.05616858011543363,0.259217703795525,50.175182389624325,0.056588554261100044,79.6450198885824,100.80014648335812,0.024357938341653316,0.06372755520964739,0.06810633210478999,0.062151831499667645,0.1164947566962299,0.1436657348990781,6787.759888523607,0.1875108233033169
22,222,33.4694,16.3285,19,14.7657,0,119,117,5,137,8,1.00076,32.78303,0.0,0.0,10.85714,8.788,14.15339,0.0,0.0,111.0,31.98773,0.0,0.3,4.953,-1.0,2.808836,0.4712427450980392,62125.00855594093,88.84048497917168,8.485918209876543,4.4923655303333865,1.4058231291817898,0.12264435250599705,469.97539996670224,0.056198839163396574,0.25921770379552705,50.248424200364106,0.056727178697299034,79.27053353702298,100.76812068295712,0.024302879501308893,0.06264784128361194,0.06786141923954804,0.06271751393193414,0.11683832286800253,0.143791706898162,6851.741139487345,0.18745817926475208
23,223,34.0851,16.054,19,14.691,0,119,117,5,137,8,1.00277,33.36359,0.0,0.0,14.32143,8.785,14.0394,0.0,0.0,115.0,32.12745,0.0,0.31,5.655,-1.0,2.802509,0.4751678431372549,62311.389112579665,88.9183997970004,8.712191358024691,4.520635342993392,1.4260961674798178,0.12227767061845547,468.7633921940804,0.05599498040051646,0.2592177037955237,50.2014683852961,0.056872809370098656,79.5888243355773,100.6774280196263,0.024252018620779685,0.061688531328480546,0.06776381670122232,0.06309658738301016,0.11745798616221544,0.14357168325895772,7147.091548748258,0.18719980245600631
24,224,34.4742,15.9924,19,13.0062,0,119,117,5,137,8,1.01142,33.75491,0.0,0.0,6.64286,8.694,13.8047,0.0,0.0,120.0,32.23191,0.0,0.3,4.609,0.46412,2.820442,0.47728352941176466,62429.623079412966,89.59253447403155,9.012876157407407,4.525876709797114,1.0487016227523476,0.12183881201402923,467.51774248050094,0.055820487818344526,0.25921770379552495,50.268335789809996,0.05702618219806082,80.12234468934417,100.61591185224526,0.02420015644259058,0.060776500757478674,0.06782868040273855,0.06333016379035664,0.11843753886987841,0.14361344818617594,7443.70323482008,0.18692662533775384
25,225,34.4796,15.9964,20,14.3513,0,119,117,5,136,8,1.00617,33.74947,0.0,0.0,9.0,8.519,13.7499,0.0,0.0,122.0,32.23976,2e-05,0.3,4.744,-1.0,2.884492,0.47211215686274505,62343.82333589762,89.2596138977071,9.78882137345679,4.58599163580718,1.1351780502863023,0.12145225133321204,466.24212615266225,0.055568731253286256,0.25921770379552417,50.19399120189525,0.05715148500252762,80.6112969568362,100.6171567832534,0.02418999000913121,0.05990877885140542,0.06797315500456232,0.06354017136044635,0.12010376879695799,0.1441092129466454,7468.843374757666,0.1867427402219893
26,226,34.6014,15.8789,20,15.0056,0,119,117,6,136,8,1.00914,33.81996,0.0,0.0,10.35714,8.526,13.75549,0.0,0.0,122.0,32.22218,1e-05,0.31,4.657,-1.0,2.918092,0.46868941176470585,62388.13565406278,88.8944851331259,9.813175154320987,4.651974830522718,0.8483287292402542,0.12119904289174557,464.88588666944815,0.05547328021733791,0.2592177037955212,50.09755791558159,0.057316111258009415,80.7387383215469,100.59048428037904,0.024150470483986136,0.05907921143660133,0.06800023361012845,0.0637130116936948,0.12142538103153652,0.1441350694007195,7562.326973331694,0.1867337209094369
27,227,34.7985,16.0111,20,14.5179,0,119,117,6,136,8,1.00203,33.95992,0.0,0.0,8.28571,8.483,13.65666,0.0,0.0,122.0,32.18587,0.0,0.3,5.435,-1.0,2.943509,0.46801882352941176,62382.995051661295,84.03400005764455,9.715663580246913,4.7487274597664495,0.9387651941963565,0.12110352532837336,463.4465122112124,0.05534392039742446,0.2592177037955225,50.057820072880496,0.057493989146118085,80.51765751937143,100.55448996064948,0.024154780174060687,0.058272794670285,0.06773157649874417,0.06389348698424512,0.1221749321252764,0.14430856444222753,7635.570180484052,0.18667198497190196
28,228,34.8701,16.3778,20,14.0751,0,119,117,6,136,8,0.99112,33.99488,0.0,0.0,10.21429,8.533,13.77325,0.0,0.0,122.0,32.07591,2e-05,0.3,5.461,-1.0,2.904706,0.4652737254901961,62352.70348191386,87.76433208075304,10.222800925925926,4.832833576893005,0.9920700200033064,0.12093859166740667,461.8470952950444,0.05519295230068774,0.2553766628164608,50.11429134415991,0.05763284529520496,80.41192027616287,100.54969726818493,0.02417714637002217,0.05751445450028673,0.0677193395239317,0.06400197910675644,0.12370056853067486,0.1449290027148634,7643.653508749524,0.18633739327736806
29,229,34.8632,16.4026,20,14.9341,0,119,117,6,136,8,0.99591,33.96417,0.0,0.0,12.42857,8.624,14.08885,0.0,0.0,122.0,31.98422,2e-05,0.3,5.518,-1.0,2.844855,0.4635904901960759,62353.936114591,86.38708500063807,11.032069830246913,4.836704387285801,1.1577614969782815,0.12080343374300537,460.1131259158221,0.055034533222753916,0.2553766628164589,50.0881839328342,0.05775366384405195,79.87815511223359,100.5209221004126,0.024211996497746007,0.05683663387404786,0.06762851477260726,0.06407488883166292,0.12406547415030016,0.14624763666975035,7668.330192889562,0.18599364427751952
30,230,35.0251,16.6399,20,14.9162,0,120,117,6,136,8,0.99953,34.08167,0.0,0.0,11.03571,8.663,14.11349,0.0,0.0,122.0,31.95219,0.0,0.3,4.778,-1.0,2.781389,0.46478705882352944,62382.89375862599,86.46533796113393,12.040557484567902,4.825991906801798,1.3744548220067592,0.12037540261029048,458.1936783748472,0.05491704245204798,0.2592177037955223,50.071264949845684,0.05786064758971417,79.46332515912276,100.49002453840606,0.024199461573394532,0.05618890284572213,0.06740494989970765,0.06414104564060202,0.12398623865694824,0.14689179911487646,7791.870030703203,0.186039267280301
31,231,34.8963,16.8316,20,16.318,0,120,117,6,136,9,1.00431,33.99652,0.0,0.0,9.75,8.885,14.32259,0.0,0.0,122.0,31.93818,0.0,0.31,4.52,-1.0,2.858258,0.46649999999999997,62449.49547726013,89.89231775073384,12.715711805555555,4.86020090684925,1.2790420818077874,0.11967032402619765,456.069494575558,0.054762695497377466,0.25537666281646,49.941160790714214,0.057936667281918895,78.92941952319103,100.47746134520729,0.024206944022444294,0.05590822345687899,0.06725722876303335,0.06454159490863166,0.12451018883184649,0.14701881058543426,7587.132440895065,0.1860638075831054
32,232,34.3929,16.4361,20,16.5128,0,120,117,6,136,8,1.00172,33.55654,0.0,0.0,7.32143,9.102,14.49276,0.0,0.0,123.0,31.90191,0.0,0.3,4.951,0.4555,2.79047,0.4685607843137255,62402.78032940561,89.08923543777131,13.029658564814815,4.908508644346623,0.7579528446559548,0.11876498249278693,453.76245642288865,0.05457730013206719,0.2592177037955205,50.04785269278067,0.057999443985912766,78.66510520963648,100.53936946198326,0.024207231975429313,0.05558651007405933,0.0671178802359042,0.06501309393751739,0.12462885945431697,0.1456944258934973,7302.39605604561,0.18576493152111964
33,233,33.8971,16.2337,19,14.9936,0,120,117,6,136,8,0.99642,33.07131,0.0,0.0,8.64286,9.036,14.15111,0.0,0.0,122.0,31.75715,0.0,0.31,4.837,-1.0,2.921785,0.4681133333333333,62361.69788782676,87.6568867146457,13.259693287037036,4.945854963576111,1.297928276789522,0.11798553494439494,451.2630727365611,0.05431829056189448,0.25537666281645954,49.91452629183545,0.057979890654503596,78.48278619080979,100.6179532233979,0.02426518867708769,0.055240539957219476,0.06679167857239134,0.06573468600262593,0.12434141086829108,0.14456062104448694,7064.28933616041,0.18546661912862933
34,234,33.6867,16.2806,19,15.0806,0,120,117,6,136,8,1.00806,32.85914,0.0,0.0,13.03571,9.179,13.97263,0.0,0.0,124.0,31.54456,0.0,0.3,6.187,-1.0,3.075609,0.4668964705882353,62273.2101851937,92.31203115339454,13.344569830246913,4.9375358453144855,0.9616688300822385,0.11744497753042425,448.62263325034303,0.05409720841033235,0.2531590367732302,49.87963264371142,0.057924285022063704,78.46364600001233,100.64621022588797,0.024226040686919328,0.054919014270219654,0.0666012292910283,0.06655782033543337,0.12371568341851791,0.14375338577655364,6986.580474502747,0.18518614033974148
35,235,33.6354,16.1259,19,14.4576,0,120,117,5,136,8,1.00346,32.72191,0.0,0.0,9.96429,9.064,14.00762,0.0,0.0,125.0,31.37357,0.0,0.3,6.256,-1.0,3.254827,0.46708182352941174,62257.73293696254,89.24821246370949,13.646363811728396,4.919851676841421,1.612765253102272,0.11678808379969084,445.8561783055088,0.0538291786782633,0.25315903677322504,49.94605321059992,0.05777897881440051,77.77680498501984,100.68612846103291,0.02421628565202244,0.054693808285685805,0.06633232350852526,0.0674643877560397,0.12302574185492551,0.14310983753836518,6971.261292401061,0.18500144987392295
36,236,34.0136,16.2091,19,15.0173,0,120,116,5,136,8,0.98851,33.02962,0.0,0.0,14.35714,9.088,13.88127,0.0,0.0,123.0,31.44947,0.0,0.3,6.032,-1.0,3.250962,0.469335725490196,62210.43316721349,89.71187410194703,13.748987268518519,4.916507062825891,1.6651284301237537,0.11586864468050488,443.0391022279219,0.053427229493087126,0.25094141072999715,50.2418163911796,0.05754332216920876,77.19295600878228,100.62998656664004,0.02416600828811422,0.05461487786736621,0.0660585135487642,0.06835624041342621,0.1225097505433814,0.14202875804428963,7123.66170283431,0.1848172421577215
37,237,34.4305,16.419,19,15.394,0,120,116,5,136,8,1.00314,33.35085,0.0,0.0,15.92857,9.053,13.95766,0.0,0.0,122.0,31.59013,0.0,0.3,5.428,-1.0,3.407338,0.469726705882353,62004.55106187543,88.0444791090243,13.696469907407407,4.920947080045573,1.5127983967686118,0.11531526842887978,440.25913104939525,0.05279368385334112,0.24710036975093366,50.43490091959636,0.05732724186885122,77.19078294106627,100.5942625037782,0.024138516369386527,0.05403053568855538,0.06567314424915975,0.06960640847069877,0.1220456729356678,0.1406098877047391,7171.009089042493,0.1847184764256702
38,238,34.237,16.4547,19,14.9291,0,120,116,6,136,8,1.006,33.13704,0.0,0.0,16.46429,9.158,14.1404,0.0,0.0,122.0,31.67519,0.0,0.3,4.433,-1.0,3.485428,0.46969960784313736,61910.049659810655,93.40691195819481,13.698350694444445,4.945606266954197,1.0648606834139613,0.1145277437517863,437.55360593003854,0.05221373792826807,0.24710036975092944,50.63736640082466,0.05713015562820601,78.08411878502861,100.6337262430174,0.02408509054720295,0.053395135159867414,0.06523207897595697,0.07100522774335873,0.12134868731770233,0.1392420034804579,6965.656002786282,0.18435893823407518
39,239,33.717,16.552,19,14.55,0,120,116,6,136,8,0.99665,32.67103,0.0,0.0,14.64286,9.327,14.1578,0.0,0.0,121.0,31.69398,0.0,0.3,4.22,-1.0,3.46585,0.47112823529411774,61893.016229902314,92.4630164785255,14.145785108024691,4.960633608972661,1.5502783102949802,0.11361106896546153,434.829035459142,0.05173214426273503,0.2471003697509321,50.78718905978733,0.05694846264714475,78.58395158229739,100.72620027825914,0.024053171856473876,0.052841447186216105,0.06478769065757031,0.07249523789968543,0.1207605325915387,0.13802006735415534,6578.524093142659,0.18389313297328216
40,240,33.5011,16.472,19,15.8477,0,119,116,5,136,8,1.00769,32.48264,0.0,0.0,13.17857,9.096,14.22712,0.0,0.0,120.0,31.69199,1e-05,0.31,4.034,0.44792,3.419851,0.4721172549019609,61864.57956686332,91.8535651516352,14.773244598765432,4.9809265673043805,1.0987194725865808,0.11311420299773746,432.049270705281,0.051314820824796235,0.24488274370770444,50.87823863088349,0.0568241881925973,78.9855389840469,100.76106225214511,0.024006455581637946,0.052329019957091494,0.06440784576482292,0.07346695457333534,0.12002833460386655,0.13697001063703051,6455.663232614539,0.1834629980697401
41,241,33.5504,16.6719,19,15.5193,0,119,116,5,137,8,0.99274,32.53546,0.0,0.0,13.92857,9.134,14.15904,0.0,0.0,119.0,31.72768,0.0,0.31,4.597,-1.0,3.445213,0.4762690196078433,61828.227051141315,88.87049843935772,15.103491512345679,5.004804179897074,1.148341438400978,0.11294192267369739,429.26566613039773,0.050863110574323946,0.2471003697509322,50.9895511203342,0.05673075070775929,79.21080892282971,100.7491201141153,0.023911809259203522,0.05183516579001814,0.06397004796501549,0.07363831641892869,0.11943736108715079,0.13636314826469426,6542.706109893634,0.18303031036527864
42,242,33.3419,17.028,19,14.8388,0,119,116,5,136,8,1.00209,32.37689,0.0,0.0,10.75,9.091,14.33202,0.0,0.0,119.0,31.71982,0.0,0.31,4.053,-1.0,3.473037,0.47857019607843143,61851.16851146303,90.5106800598218,15.299672067901234,5.053357832112469,1.187977127877164,0.11296145067951745,426.5010254568538,0.05044908079420798,0.2448827437077017,51.08412660198447,0.05662897524202136,79.51435180258758,100.8232598347182,0.023826526491770392,0.05134473626625227,0.06355713641871784,0.07329794453156824,0.119762298524631,0.1355831328727046,6358.829748094567,0.18235503984870924
43,243,33.2679,17.2324,19,15.7204,0,119,116,5,136,8,0.99021,32.31285,0.0,0.0,8.57143,9.153,14.64277,0.0,0.0,120.0,31.69421,0.0,0.31,4.446,-1.0,3.528046,0.4779584313725491,61840.90794187031,87.83444984435172,15.51195987654321,5.075163868378543,1.0579330897333394,0.11193978839495508,423.772428184386,0.05039328366484971,0.24488274370770338,51.12168111918886,0.05650480944135028,80.07455382600185,100.84161841083285,0.023784422228191784,0.050874009413759025,0.06314144038429617,0.07306687642040621,0.11947802561146502,0.1349376250934405,6357.263358190207,0.18174595493693063
44,244,33.2236,17.165,19,14.7841,0,119,116,5,136,8,1.01845,32.28917,0.0,0.0,9.21429,9.033,14.81812,0.0,0.0,120.0,31.65524,0.0,0.3,4.907,-1.0,3.560527,0.4756964705882353,61860.09247001025,86.14299311904281,16.160927854938272,5.110835165784648,0.9562749432993867,0.11124243431309674,421.05861728404255,0.050366595614533057,0.2448827437077036,51.12602949731144,0.05632988318783736,80.65723159135683,100.83969724718067,0.02368823742561607,0.0504378045960995,0.06278648712698995,0.07284534572744716,0.11907919277671608,0.13439370668507694,6410.433699002567,0.18126553258207703
