,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.5,cubrow.0.3,temporal,cubrow.0,color_fulness,staticness,cubrow.1.0,cubcol.1.0,blur,noise,movement,cubcol.0,saturation,cubcol.0.5,uhdhdsim,cubcol.0.3,fft,cubcol.0.6,tone,blockiness,contrast,cubrow.0.6
20,420,47.6389,29.546,30,41.2786,0,121,123,7,130,7,0.98986,45.49784,0.0,0.0,6.53571,8.898,25.46116,0.0,0.0,125.0,56.56399,0.00011,0.29,2.973,-1.0,3.096672,0.08644385717143875,0.06660475357706631,6.780272847805558,0.030402919304360995,86.46853266854919,286.12567035458545,0.04443050082827055,0.09957146978311411,14808.255503385546,0.2735526638833339,19.56076388888889,0.11498248881996308,27.037748171959397,0.17415808942299432,96.10346504308681,0.12270073611528519,63846.27060180751,0.17072698823377738,0.849924705882353,2.1813413129002313,88.42398780165124,0.08517402792234008
21,421,47.8378,30.3329,30,43.5742,0,121,123,7,130,7,0.98165,45.70448,0.0,0.0,5.10714,8.732,25.37133,0.0,0.0,125.0,56.93267,0.00012,0.29,2.94,-1.0,2.990233,0.08606500033536632,0.06663354734712607,6.789386937029725,0.030509498153787028,86.21615875839885,283.02708329439434,0.04475808221102037,0.10181386908925712,14958.628628132674,0.2697116229042764,20.710262345679013,0.11574079405898217,26.762848088770735,0.17257568962111017,96.07169511393622,0.12196926792968027,63863.36753232946,0.17042293343374545,0.846858431372549,2.0600424097529206,87.28381533839354,0.08436167460539556
22,422,48.5704,30.6731,31,43.9677,0,121,123,8,130,7,0.99643,46.39483,0.0,0.0,3.82143,8.778,26.05974,0.0,0.0,125.0,57.04232,0.00017,0.29,2.971,-1.0,2.91015,0.08591324154306149,0.06654444495929943,6.805350325231282,0.030612187765483728,85.4446791738312,280.0402486522172,0.04570943650661572,0.1047798527478397,15704.58670955938,0.2735526638833415,21.03689236111111,0.1176748150417718,26.438793982988525,0.1716889483776642,95.87498922377166,0.12073096887899411,63953.32570284477,0.1709015120256854,0.844403137254902,3.178828352373501,88.82698949793556,0.08388608341442903
23,423,48.313,31.1051,31,45.2968,0,122,123,8,130,7,0.9941,46.22847,0.0,0.0,4.21429,8.751,26.32816,0.0,0.0,125.0,56.93689,0.00015,0.28,3.37,-1.0,2.887353,0.08589184638436266,0.06658117404101122,6.829757985156024,0.030812042666519688,84.61803127444503,277.2404314037588,0.04625308137158795,0.10896994042897576,15168.212704011807,0.27355266388335236,21.243537808641975,0.11954486496787704,26.22939630202305,0.17153082987905754,95.95769106880846,0.12002145426340137,64104.062600419245,0.17129058477532783,0.8420360784313726,1.7350218242114492,88.39566946406713,0.08349820818371498
24,424,48.3002,31.3481,31,44.2238,0,122,123,8,130,7,0.99366,46.28839,0.0,0.0,3.39286,8.819,26.69345,0.0,0.0,125.0,56.80992,0.00012,0.28,3.551,0.40972,2.84939,0.0858530494897564,0.06653896054584733,6.862033413793354,0.030901914964317576,84.28488331128685,274.62420589844544,0.04669535141894895,0.11231133457411818,15162.176599426952,0.27577028992656943,21.84664351851852,0.12206701088390183,26.055000210985725,0.17161873181711695,96.00846674091989,0.12120986378006587,64060.80263119157,0.17166776866730116,0.8393058823529412,1.9164432362354635,85.83241092196278,0.0840366635196533
25,425,48.4652,31.4426,31,42.7039,0,122,123,8,130,7,0.99025,46.47542,0.0,0.0,7.32143,8.799,26.89122,0.0,0.0,125.0,56.68268,0.00012,0.28,3.295,-1.0,2.793521,0.08568014188107066,0.06635994586748074,6.893757426897566,0.030960838057418255,83.31761991526635,272.1490457831144,0.04674742491445194,0.11653482642609747,15233.053876657592,0.27798791596979866,22.793354552469136,0.12231731822870465,25.985874317310476,0.17045826565776334,95.92170760211178,0.12170065690178329,64132.106529659475,0.17429593775337338,0.8370737254901961,1.8750893544459952,88.69351766657832,0.08424575763110874
26,426,48.4883,31.3778,31,43.9704,0,122,123,8,130,7,0.986,46.50988,0.0,0.0,3.57143,8.795,26.97653,0.0,0.0,125.0,56.47322,0.00013,0.29,3.882,-1.0,2.696615,0.08558743454998906,0.06641689721796967,6.911037191086759,0.031086254016194016,83.06336351670242,269.8142307031301,0.04637506080384236,0.12030090456717393,15262.11652132021,0.277987915969798,23.44502314814815,0.12402176077449246,25.974628589771413,0.1704322421863561,95.89442989009845,0.12114479640841395,64132.72587342014,0.17615422143125634,0.8334121568627452,2.022755796038916,88.30082135510679,0.08407304806153236
27,427,48.4941,31.0739,31,46.0624,0,123,123,8,130,7,0.98876,46.49968,0.0,0.0,4.5,8.818,26.92127,0.0,0.0,125.0,56.37322,0.00023,0.29,4.107,-1.0,2.657442,0.08551727032963842,0.06629024939110059,6.899173748484657,0.031075850210986723,82.22468454030644,267.6258554705415,0.04599738365868801,0.1221010381928767,15239.40675058849,0.2779879159697993,23.487702546296298,0.12710834246027333,26.083920325761962,0.1711484592598698,95.94247800512888,0.1208809281448551,64099.93743481963,0.17719239105664414,0.8331368627450979,3.826461848494538,88.62756247597397,0.08382113921096171
28,428,48.5045,31.0913,31,44.8149,0,123,123,8,130,7,0.98757,46.50945,0.0,0.0,4.14286,8.789,26.66542,0.0,0.0,125.0,56.28717,0.00015,0.29,3.827,-1.0,2.598105,0.08511874685487958,0.06607723773786195,6.904233919835316,0.03136942053745718,82.7158119502869,265.54241523990896,0.04605219565555224,0.12517476561126223,15237.708354074222,0.2779879159698008,23.497202932098766,0.12896847284614257,25.898095778477042,0.17084367809157544,95.86510251565753,0.1234074157835143,64196.55200621701,0.17875943558806912,0.8331443137254904,3.586407787112757,88.0837646866491,0.08400782797263022
29,429,48.4022,31.3807,32,44.0068,0,123,123,8,130,7,0.98908,46.44872,0.0,0.0,3.46429,8.929,26.67338,0.0,0.0,125.0,56.2865,0.00025,0.29,4.182,-1.0,2.639977,0.08500414200446911,0.06571734282490377,6.921983630556146,0.031479363180572775,83.03601407476515,263.5502379827783,0.04634513287712595,0.12752763988833402,15120.735622497941,0.2779879159698011,23.606867283950617,0.12811276978183797,26.101726202317227,0.17292631266679442,95.97936773643012,0.12277479351410761,64080.4753127972,0.17907179615484126,0.8348635294117648,3.492805810217088,90.14034931004183,0.08399603324433012
30,430,48.4736,31.3091,32,44.6798,0,123,123,8,130,7,0.98458,46.55971,0.0,0.0,4.25,8.881,26.92964,0.0,0.0,125.0,56.38933,0.00015,0.28,4.072,-1.0,2.546731,0.08508210742203362,0.06556364202546688,6.91596018210657,0.03164674762020221,83.1094366235053,261.52723756030457,0.0464740077633949,0.13021812961249057,15127.666907701838,0.2779879159698015,24.246431327160494,0.12964147978588714,25.989030060944735,0.17400006355369704,95.94925007809954,0.12100389340604237,64053.76336486384,0.18004251335830557,0.837646274509804,3.6674656266405607,89.61217392755555,0.08428619734980962
31,431,48.4856,31.3672,32,45.4398,0,123,123,8,130,7,0.99945,46.58127,0.0,0.0,4.57143,8.958,26.86837,0.0,0.0,125.0,56.53162,0.00019,0.29,3.747,-1.0,2.543688,0.08538576313405354,0.06529700935938203,6.897628305045721,0.03177974046273563,83.86543842663738,259.4193967430312,0.04656303360487004,0.13241180670465091,15165.381596771094,0.27798791596980116,24.80888310185185,0.13063910893271846,25.978028662410786,0.17634973059275078,95.94191567722063,0.11983032336955603,64040.68877247142,0.18085224983243015,0.8403921568627452,3.8689012769899493,89.5955127284125,0.08405191289402014
32,432,48.4226,31.5557,32,46.1302,0,123,123,8,130,7,0.99244,46.53753,0.0,0.0,4.96429,9.093,26.91231,0.0,0.0,125.0,56.66201,0.00017,0.29,3.303,0.40278,2.531836,0.0856460566619747,0.06511196862574922,6.887834914145864,0.03194248203084341,84.59806340497116,257.2205827386176,0.04702508489730112,0.13527774700804793,14883.376021175738,0.2779879159698017,25.149546682098766,0.13092207747739976,26.011895638925058,0.175089680955312,95.99667658750178,0.1196369255941223,64063.547968197076,0.18156531145441365,0.8412929411764706,3.359213415858045,91.75860156854668,0.08389642955541562
33,433,48.4914,32.0307,32,45.3867,0,123,123,8,130,7,0.99673,46.61033,0.0,0.0,4.78571,9.144,27.07717,0.0,0.0,125.0,56.68643,0.00021,0.29,2.876,-1.0,2.450924,0.08595082579374826,0.06506278150820559,6.881782428858686,0.03188320846311687,85.00837560344037,254.95339036069439,0.047286215741477663,0.13737570073913288,14904.472071079037,0.2779879159698017,25.46653163580247,0.13113298514500998,25.924017823772665,0.17500239760343314,95.93126897153027,0.11795516382791782,64061.1234648684,0.1821453517985455,0.8415003921568628,3.4743413186708856,91.46336159969643,0.08385634886525677
34,434,48.4058,32.1933,32,46.4065,0,123,123,8,130,7,0.99327,46.58101,0.0,0.0,5.0,9.304,27.50451,0.0,0.0,125.0,56.70278,0.00017,0.29,3.115,-1.0,2.387177,0.08647167270559272,0.06489084505229331,6.904149460367333,0.03203642407794295,85.76976570256441,252.65436958448794,0.04773403998087431,0.13873005816431427,14715.572567939274,0.27798791596980216,25.84403935185185,0.1312733721621453,25.771301646291473,0.17441955803513776,95.95509534692223,0.11692438248786297,64079.3277139426,0.18244309905030845,0.8426392156862745,2.950955211066405,90.74061737659858,0.08360715572934832
35,435,48.4342,32.7032,32,45.6211,0,123,123,8,130,7,0.99957,46.64843,0.0,0.0,4.71429,9.131,27.64038,0.0,0.0,125.0,56.76788,0.00019,0.29,2.914,-1.0,2.320455,0.08710442999724514,0.06466846439666891,6.9459276888212225,0.03211556226411829,86.17330824125827,250.29761740250746,0.04848289366778901,0.14025495151767112,14666.707934950606,0.2818289569488646,26.392119984567902,0.13031197911206732,25.63843979070216,0.17526957355864808,95.96610660556576,0.11697452818157039,64065.52485637882,0.1834028949663569,0.8435101960784314,2.5954769762110876,91.05367070840987,0.08332225543144173
36,436,48.7186,32.6408,33,47.2395,0,124,123,9,130,7,1.00278,46.90394,0.0,0.0,4.10714,9.082,28.11075,0.0,0.0,125.0,56.99004,0.00019,0.29,3.048,-1.0,2.229608,0.08768620964283264,0.06448389179168346,6.974624062928929,0.032287236316337,86.59260268562618,247.88221809117925,0.04891792154730326,0.14137113621968667,15077.748146585645,0.2840465829920971,26.62307098765432,0.12848400333179485,25.488739390432098,0.17625819037553753,95.9215660610427,0.1190949150199267,63923.79066687113,0.18444570323978954,0.8431749019607844,2.3028654157612203,89.95400452277408,0.08308419790350477
37,437,48.2712,32.2186,32,48.413,0,124,123,8,130,7,0.99467,46.44887,0.0,0.0,4.42857,8.935,28.04425,0.0,0.0,125.0,57.29404,0.00015,0.29,2.822,-1.0,2.174387,0.08792616836755439,0.06412034623253518,6.9909672440004496,0.03231186536866919,86.62076326380539,245.39409322566476,0.049493071024620625,0.14265954871474276,14764.672147522446,0.2818289569488597,26.472511574074073,0.12723833112657493,25.030870979214892,0.17700585838112012,95.98389471710806,0.12133620244536086,64144.333914106806,0.1845545242733787,0.8420658823529412,2.9337335834226086,93.06641512208807,0.08289348338259137
38,438,48.0414,32.653,32,49.1999,0,125,123,8,130,7,0.98904,46.19977,0.0,0.0,4.32143,8.932,27.65952,0.0,0.0,126.0,57.62769,0.00014,0.29,2.792,-1.0,2.097409,0.08832842032652927,0.06389912534619696,7.015088009433138,0.03240007553405585,86.44948924582178,242.84830751465134,0.049640936290732206,0.14378400281921033,14648.682928120179,0.2779879159698036,26.824266975308642,0.12657434510147572,24.865211204246236,0.17654541784110958,96.09589948490957,0.1190710360878522,64075.04487456544,0.18371258268330815,0.8412552941176471,3.611465787732389,93.2308096822423,0.08276234682619386
39,439,47.7293,33.3838,32,48.0211,0,125,123,8,130,6,0.99781,45.91214,0.0,0.0,4.46429,9.084,28.02927,0.0,0.0,125.0,57.84281,0.00012,0.29,2.783,-1.0,2.072198,0.08868140749683741,0.06376078742709365,7.029264237194856,0.03260035455691527,85.38679182530298,240.2237962350179,0.0498406781560363,0.14430010003018154,14395.05681450403,0.27798791596980565,27.38324652777778,0.1254426350430392,24.614366131064333,0.17612420821698246,96.11881716211843,0.11756357822668911,63961.97650166847,0.18301827074081384,0.8401541176470588,2.9324869678977827,89.61601022525798,0.08250880780440766
40,440,47.4195,33.4948,31,47.0634,0,126,123,8,130,6,0.99668,45.61559,0.0,0.0,4.25,9.208,28.65515,0.0,0.0,126.0,58.06949,0.0002,0.29,2.942,0.40342,2.059773,0.08884847284508962,0.06356324467567101,7.039244517767204,0.032605144768786246,85.97002359827536,237.53725958519283,0.05008975441613544,0.14456613054132672,14128.744120310314,0.27798791596980116,27.888792438271604,0.12402940230742958,24.212968237606095,0.17604260995038876,96.24268449863916,0.11671167493681073,63863.05451875059,0.18266243464747411,0.8390529411764707,2.8436296216743875,88.91682625336885,0.08246372977687957
41,441,46.9162,32.8882,31,46.5016,0,126,123,8,130,6,0.99689,45.05804,0.0,0.0,5.57143,9.242,28.75778,0.0,0.0,126.0,58.34118,0.00022,0.28,2.688,-1.0,2.016805,0.08894670630399783,0.06339177294233568,7.036673479887456,0.03281422317575887,84.79987176460989,234.79485284547167,0.05019778252599056,0.1446556529989252,13982.00672146342,0.27798791596979866,28.26880787037037,0.12297832019397557,24.040913899739582,0.1750275405090914,96.28595151246867,0.1170378315382732,63752.39723472722,0.1818358295507366,0.8377423529411766,3.5556948026595725,92.99372629705127,0.08238441591665052
42,442,46.4031,33.0553,30,48.5805,0,127,123,8,130,6,0.99715,44.48713,0.0,0.0,6.82143,9.273,28.22824,0.0,0.0,125.0,58.67248,0.00021,0.29,2.67,-1.0,1.931076,0.08914407335041696,0.06321951270588232,7.0409362179585235,0.032913480487865986,84.34324110815152,232.05697096647788,0.050110118192836325,0.142726752471876,13835.948247647082,0.27798791596979494,28.91700424382716,0.12217796789375501,23.76347878538532,0.173757729332606,96.38901347999541,0.11653265157102799,63625.952714094004,0.18122233456236883,0.8353843137254902,1.4598435350210561,88.84868244839187,0.08213226923356177
43,443,45.8597,33.1554,30,46.4806,0,127,123,8,130,6,1.00209,43.91335,0.0,0.0,3.60714,9.402,28.36673,0.0,0.0,125.0,59.04638,0.00022,0.29,2.503,-1.0,1.909527,0.08938356117758728,0.0630476847351202,7.045380896396493,0.03312600707364567,82.99755994769332,229.33599575412958,0.05012688443111856,0.14147066283034884,13310.381838494277,0.2735526638833403,29.618586033950617,0.12085105666997095,23.41154423466435,0.17252088238279772,96.47696946300599,0.11707463363027135,63418.362304154514,0.18069518938291315,0.8348109803921568,1.8589621188691363,91.39524243830633,0.08216615832256108
44,444,45.5274,33.6811,29,48.1429,0,127,123,8,130,6,0.99534,43.5592,0.0,0.0,5.32143,9.376,28.44944,0.0,0.0,125.0,59.6179,0.00023,0.29,2.925,-1.0,1.874276,0.08956994419926277,0.06290123477720666,7.057752316864322,0.03327538055204811,81.50795227896796,226.64650001430272,0.05017679807308331,0.14014331714504638,12920.408907792684,0.26749399686105485,30.323688271604937,0.11975469471194558,23.15336232126495,0.17139095291355216,96.5779211519893,0.11627738416165348,63375.86812523689,0.17992908943753927,0.8353843137254902,2.716739216673722,93.79703421375127,0.08196686194354313
