,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,blockiness,cubrow.0.5,contrast,cubrow.1.0,movement,cubrow.0.3,uhdhdsim,fft,cubcol.1.0,cubcol.0,blur,temporal,tone,cubrow.0.6,color_fulness,noise,staticness,cubcol.0.5,cubcol.0.3,saturation,cubcol.0.6,cubrow.0
10,310,79.1531,13.3925,77,17.9901,0,121,117,20,136,16,0.99937,86.04989,0.0,0.0,0.25,4.314,11.45948,0.0,0.0,128.0,41.61387,0.00033,0.55,3.165,-1.0,0.334447,4.463732760598277,0.29502227555140353,87.07683225107729,0.2522969820949045,4.452449845679013,0.20509571251789968,89.5054841619856,68938.02465595843,0.3205610348234003,0.18108429431081075,48963.17527425613,5.637048781249933,0.6315275294117633,0.2618014264459575,86.31485644765364,0.6072570052685741,618.8249282157278,0.17698028096780843,0.22405088096459308,50.06510962968991,0.23609408464745466,0.3583015202196628
11,311,79.2065,13.0135,77,18.9808,0,121,117,20,136,16,1.0052,86.09949,0.0,0.0,0.25,4.316,11.52954,0.0,0.0,129.0,41.6948,0.00037,0.55,3.287,-1.0,0.319439,5.201477907953318,0.2939320055289409,85.21346550929492,0.25352043883327596,4.904224537037037,0.20347699560709775,89.47845224412241,68940.59451012762,0.3216563911823655,0.1817521924401909,48858.66780227572,5.637263994015196,0.6313443137254903,0.26117718053562133,86.50054949657006,0.6050393792253456,618.245826591601,0.1767331958858912,0.22538706767650457,50.135027096595294,0.23594470132120315,0.35821902758759966
12,312,79.0357,12.6493,77,17.1857,0,121,117,20,136,16,1.00569,85.85375,0.0,0.0,0.89286,4.312,11.20118,0.0,0.0,128.0,41.79833,0.00044,0.55,3.328,-1.0,0.338189,6.191982095613691,0.2942573315955395,86.15043585884465,0.25498313566836706,4.353250385802469,0.20219945425022892,89.50519286854825,68925.79971308523,0.32188995766271367,0.18344069241867292,48536.97535187368,5.53694433237921,0.6313321960784313,0.26086267338870217,86.67277559558043,0.6028217531821185,617.601416216282,0.17667615549788226,0.22687699578438644,50.10397790979456,0.23577432415319213,0.3585387534150155
13,313,78.9092,12.3803,77,17.1046,0,121,117,20,136,16,1.02036,85.71513,0.0,0.0,0.57143,4.307,10.89159,0.0,0.0,128.0,41.89016,0.00036,0.54,3.379,-1.0,0.32233,7.178975969425082,0.2945862446923554,86.06043085115304,0.2569096307498944,3.7314814814814814,0.20079487626671833,89.52040143170628,68852.66048310755,0.3199219680858462,0.1856891903303655,48220.659544973234,5.556089774662118,0.6310764705882352,0.2607754520945949,87.09617507449481,0.5989807122030554,617.0724777490088,0.17642638113924702,0.22800363145367372,50.193737453884545,0.23551808969435378,0.3588084411902226
14,314,78.9729,12.6747,77,17.353,0,121,117,20,136,15,1.00848,85.69239,0.0,0.0,0.35714,4.276,10.65887,0.0,0.0,128.0,41.9574,0.00025,0.54,3.354,-1.0,0.367749,7.347771914425598,0.2943700696241152,86.55113948334481,0.2574161700600759,3.685812114197531,0.2000726299341831,89.5487842106548,68868.46102223617,0.3182407098970065,0.18564483564881387,48209.92051071877,5.5967162285074155,0.6309317647058823,0.26059452832304203,87.64711366096782,0.5989807122030567,616.5800761724681,0.17700595867405466,0.2274148379494182,50.15652126736111,0.23522400063257345,0.35771966799921245
15,315,78.9578,12.6081,77,18.3657,0,121,117,20,136,15,0.99262,85.5764,0.0,0.0,0.28571,4.313,10.936,0.0,0.0,129.0,42.0544,0.00025,0.54,3.396,-1.0,0.4143,4.718491677281285,0.2941703167960042,88.77119266666082,0.2570353946710434,5.47337962962963,0.19886437766395096,89.52922440865022,68841.92467256081,0.3177716905453062,0.18462727735587722,48329.30136309398,5.637336309591461,0.6305619607843138,0.2605045071200616,88.33736012434969,0.595139671223992,616.2100155883877,0.17714897906428106,0.226318349552772,50.38251862702546,0.23522532055314765,0.356558480923272
16,316,79.0697,12.3406,77,17.3428,0,121,117,20,136,15,1.00289,85.71217,0.0,0.0,0.14286,4.3,10.85394,0.0,0.0,128.0,42.17565,0.00029,0.55,3.261,0.18197,0.435081,5.43144242131692,0.2940175039212856,88.09802175432937,0.2566145245777372,5.504822530864198,0.19896978880718014,89.4863154470616,68994.51641020719,0.31593920591518215,0.18400096418855924,48675.64090319498,5.58089703502358,0.6310003921568629,0.26061849763888,88.80259516131503,0.595139671223989,615.9438488368693,0.1770929180001224,0.22555479699172792,50.5290828751929,0.23533223530761122,0.3558990353822548
17,317,79.1273,11.8859,77,17.7356,0,121,117,19,136,15,1.00552,85.73058,0.0,0.0,0.35714,4.327,10.62845,0.0,0.0,128.0,42.26485,0.00054,0.54,3.511,-1.0,0.415568,4.255865986382453,0.29356039095021413,88.73026223292328,0.2558743254943892,5.314236111111111,0.20029424206121985,89.52883593683234,68967.86642842802,0.31368977570692314,0.18271668713309208,48656.29997681533,5.587252718448918,0.6315262745098039,0.2604355691909116,89.51803183106108,0.595139671223993,615.7397440229562,0.17717170375109376,0.22441672738135596,50.572899147316264,0.23542855503688592,0.35469234905395153
18,318,79.0965,11.9277,77,16.4061,0,121,117,19,136,15,0.98722,85.68816,0.0,0.0,0.64286,4.289,10.24006,0.0,0.0,128.0,42.33326,0.00033,0.55,3.064,-1.0,0.463772,6.22823207229247,0.2933046456325637,87.00741856776487,0.2553344545634387,5.171489197530864,0.20097334671649314,89.51957309543252,68908.94700327072,0.31100320945175636,0.18157340037925027,48409.691147310834,5.627138725210841,0.6322466666666666,0.26026411192014504,89.66395289861386,0.595139671223987,615.5679645110564,0.17740540143201874,0.22440191407061927,50.681286470389665,0.23562736487011737,0.3545814328357344
19,319,79.0632,12.0825,76,16.4544,0,121,117,19,136,15,1.00662,85.55704,0.0,0.0,0.25,4.284,10.27019,0.0,0.0,128.0,42.36705,0.00022,0.55,3.706,-1.0,0.502504,3.20423181751272,0.29323255973464396,89.48408555464826,0.2559987453470016,4.956114969135802,0.20244897833241393,89.49018005087838,68893.08850528729,0.30916060541266804,0.18116815225920346,48172.400116433135,5.559670698126368,0.6328494117647059,0.2601848020867574,89.93896790565478,0.595139671223987,615.4129496524521,0.17744892799918224,0.22430920586057848,50.725397180627894,0.23573632578993373,0.35449746386922604
20,320,79.1162,11.4831,76,16.8708,0,121,117,19,136,15,1.00792,85.54633,0.0,0.0,0.39286,4.291,10.40474,0.0,0.0,128.0,42.41327,0.00025,0.54,3.138,-1.0,0.517503,6.295508645240266,0.29329666358239453,86.37198106798697,0.25731004504909716,6.574604552469136,0.20443000293708236,89.50560386943263,68871.48508470412,0.30969389650293516,0.17952582057095262,48097.716076141514,5.586956987566276,0.6325549019607843,0.26023619665374675,90.4813076170958,0.5951396712239839,615.2911097584571,0.17761549500071844,0.225398199185722,50.93986718448592,0.2358036329573791,0.3538388131602319
21,321,79.2596,11.0797,76,16.8619,0,121,117,19,136,15,0.99589,85.65999,0.0,0.0,0.71429,4.257,9.88914,0.0,0.0,128.0,42.47832,0.00026,0.55,2.972,-1.0,0.560637,6.355913929847192,0.2935296932796859,86.69323154308803,0.2585742311468391,6.451630015432099,0.2057892959090878,89.43687645990968,68860.4323835822,0.31025925479718625,0.1795002294705669,48099.80668532652,5.5319550217955245,0.6342047058823529,0.2599937978832553,90.73018240404922,0.592922045180761,615.2194926825747,0.1781228725962888,0.22650322939158057,51.062444993007325,0.23579137594003313,0.3530553582267296
22,322,79.1549,11.0739,76,15.9325,0,121,117,19,136,15,0.99182,85.49987,0.0,0.0,0.21429,4.285,9.5385,0.0,0.0,128.0,42.48916,0.00019,0.55,3.152,-1.0,0.546576,4.381891385724024,0.29355697727616453,86.44934875954242,0.2600355122327566,6.161988811728395,0.20685942156218617,89.45202328108331,68734.4606022384,0.3085918476708112,0.178768736851623,47877.715974606675,5.460253246479443,0.6336913725490195,0.2595351196393378,90.81289483407787,0.5929220451807624,615.1820845856539,0.17873000105851639,0.22796496774852007,51.075985190309126,0.23574419973784128,0.35201655133973864
23,323,79.2132,10.8451,76,16.4807,0,121,117,19,136,15,0.98422,85.52413,0.0,0.0,0.28571,4.262,9.53571,0.0,0.0,128.0,42.50146,0.0001,0.55,3.233,-1.0,0.593546,6.328138474212541,0.2933639194907321,86.12578167069353,0.26089136347588604,6.089650848765432,0.20824863859898596,89.45839321560439,68761.35558030821,0.3061539872430521,0.17703585183338344,47842.127654029515,5.533815434686533,0.6343090196078432,0.25930076152101383,91.37415626141211,0.590704419137528,615.1735838670518,0.1789010250211853,0.22930681953717616,51.183169517988034,0.23627774488182968,0.3510697544105796
24,324,79.1393,10.587,76,16.4842,0,121,117,19,136,15,0.97707,85.42928,0.0,0.0,0.28571,4.283,9.33942,0.0,0.0,128.0,42.42805,0.00015,0.54,3.025,0.1983,0.58561,5.870686871401445,0.2930229961699817,86.0958229665293,0.26176301554552805,6.110291280864198,0.2091054005389887,89.44884983998158,68670.31846908925,0.30498951443792327,0.17608887473869336,47518.04871956421,5.524214606300239,0.6332463137254901,0.25925547879177047,91.24997314020169,0.5935162562881581,615.1344447881999,0.17909608344590652,0.23024602647949835,51.18400649082514,0.2370552998121525,0.3502352165374009
25,325,79.0145,10.3713,75,15.9844,0,121,117,19,136,15,0.98904,85.30251,0.0,0.0,0.14286,4.289,9.11411,0.0,0.0,129.0,42.39904,0.00025,0.54,3.209,-1.0,0.606272,5.8746238061257205,0.2926197907620878,86.44769583984653,0.2623503236464748,7.427854938271605,0.2091992435272235,89.43725298072364,68691.89003816003,0.3028622290367155,0.17530722520481018,47293.04383588476,5.50594584554405,0.6321288823529403,0.2588601625777472,90.92628968202328,0.5868633781584759,615.0377554701204,0.17920462647497018,0.23129892745249586,51.23070347161941,0.23697022643850635,0.34997385967629535
26,326,79.2936,10.7135,76,15.9139,0,121,117,19,137,15,0.99079,85.64201,0.0,0.0,0.21429,4.276,8.93096,0.0,0.0,128.0,42.55193,0.0003,0.56,3.113,-1.0,0.564393,5.1301784865419995,0.29232695962082245,87.10510928026615,0.2630249689017001,7.344666280864198,0.210074193552432,89.43611813000332,68758.89927410209,0.3010711053068967,0.17431916285122528,47838.41510408841,5.528849017385745,0.6345392549019606,0.2586812393912659,89.20082897726479,0.5951396712239875,614.8113826377576,0.17920998150044026,0.23219119593897966,51.379717979902104,0.2373337374734809,0.3498644928779389
27,327,78.8497,11.1976,75,15.717,0,121,117,19,137,15,0.98947,85.1213,0.0,0.0,0.21429,4.302,9.2267,0.0,0.0,129.0,42.48102,0.00026,0.56,3.561,-1.0,0.551436,6.9674069484630055,0.2916142481232765,87.4371342559453,0.26363379091735284,7.273485725308642,0.21080215893961077,89.51861809101273,68635.08127712166,0.29959430326673697,0.17338512704960055,47248.22116270816,5.503378825589094,0.6326113725490197,0.2584030601129178,89.2984149885083,0.589081004201701,614.5572899021258,0.17923167928213687,0.2330544609839415,51.45346634476273,0.23747108018259788,0.3489337135997898
28,328,78.8778,11.2527,75,16.2038,0,121,117,19,137,15,0.98859,85.12316,0.0,0.0,0.32143,4.292,9.64498,0.0,0.0,129.0,42.46423,0.00046,0.54,3.251,-1.0,0.556057,4.038607664156843,0.2907458051550594,89.22722608133452,0.2642025865798736,7.403452932098766,0.21114164043312747,89.48111401305749,68661.37325231152,0.29926569004418385,0.1725571567776879,47292.36594951699,5.624790762569323,0.63141568627451,0.2583775414594468,89.0483637191092,0.584645752115245,614.2768561774367,0.1792461964541926,0.23390769639340267,51.44330964265046,0.23741617268554832,0.3480669335852224
29,329,79.0557,10.9222,76,15.6759,0,121,117,19,137,15,0.9788,85.33525,0.0,0.0,0.32143,4.279,9.69445,0.0,0.0,129.0,42.47872,0.00043,0.56,3.398,-1.0,0.534739,3.3453218162783767,0.2897803519890158,85.73178507849002,0.2651854038139664,7.681761188271605,0.21097755167843363,89.42622087600789,68631.36062573055,0.29830939948960217,0.17175998672923984,47463.69099204031,5.646099886651063,0.6316466666666667,0.2580119470082806,88.84761946884409,0.5923278340733598,613.951672579527,0.17936771818657915,0.23459437153134105,51.42229584116994,0.23714765833228243,0.3467900630471328
30,330,78.8069,10.5356,75,15.821,0,121,117,19,137,15,0.9851,85.01895,0.0,0.0,0.25,4.285,9.41199,0.0,0.0,128.0,42.2761,0.00049,0.55,3.208,-1.0,0.562309,6.152431190840449,0.28868742342796627,89.01428169966022,0.2662066395629299,8.73046875,0.2115348407506424,89.46159986797375,68705.7051203882,0.2974944761105542,0.17083398350575185,47025.558247138644,5.626652449324894,0.628928607843136,0.25797378516233466,88.25024829025688,0.5846457521152426,613.6316602883255,0.17927112644624035,0.2350554999922272,51.495540854371626,0.2370413963497052,0.3454525804456751
31,331,78.6722,10.5469,75,15.5773,0,121,118,19,137,14,1.01295,84.83068,0.0,0.0,0.21429,4.257,9.07905,0.0,0.0,127.0,41.91624,0.0005,0.55,3.264,-1.0,0.532932,7.578453217785134,0.2876737936596689,85.32772053746305,0.2667181499326574,8.853829089506172,0.21173882115963483,89.4786437637943,68601.21979119304,0.2974212209574109,0.1700272202711463,46476.02474913549,5.621146013390688,0.6224682352941162,0.25745252838936333,87.097031918097,0.584645752115241,613.3756076050535,0.17924145075464515,0.23479695045379925,51.607825008439434,0.2369765700437801,0.3443260617653154
32,332,78.6856,10.6984,75,15.1115,0,121,117,19,137,14,1.01609,84.91858,0.0,0.0,0.46429,4.287,9.08876,0.0,0.0,127.0,41.90223,0.00054,0.53,3.061,0.23277,0.511812,7.13200665056056,0.28696220564917874,89.7874192163834,0.26730876895452194,8.725212191358025,0.21202929139941962,89.48338976026943,68562.74753480173,0.29656045302021883,0.16956555379372018,46493.95609875714,5.533514000982927,0.6225216862745098,0.257410004656596,87.02282098872821,0.5846457521152407,613.0901932103831,0.17953283780243265,0.234227026971733,51.633009545597034,0.23713130830821882,0.3431693367632583
33,333,78.6042,11.098,75,15.4599,0,121,117,19,137,14,0.99797,84.75963,0.0,0.0,0.32143,4.271,9.21969,0.0,0.0,127.0,41.90093,0.00059,0.54,3.251,-1.0,0.513223,5.927253352078669,0.2868064089496147,86.85402059451593,0.2673648426870054,8.66333912037037,0.2126366763186449,89.48260520650601,68500.02855723376,0.2945549098200336,0.16875669055106574,46355.6649275744,5.553716014892558,0.6218564705882353,0.25685386112244807,87.04150188544222,0.5884867930943066,612.7842230046106,0.17998390017543467,0.2337229961063711,51.66722653235918,0.2375046002495599,0.3419061495012831
34,334,78.7082,10.9154,75,15.6973,0,121,117,19,137,14,1.00652,84.83657,0.0,0.0,0.42857,4.272,9.56776,0.0,0.0,127.0,41.89753,0.00066,0.53,3.334,-1.0,0.493289,4.4449926158574415,0.2866828998193247,87.33952497439664,0.26767976715247077,8.768711419753087,0.21358579713543904,89.46360016146336,68530.58845902403,0.29307817284819504,0.1692001965113171,46453.805112675596,5.61640069135234,0.6216078431372549,0.2568228244135234,86.94572854535315,0.5846457521152394,612.4430931032872,0.18066878516814927,0.23414475058068118,51.62556777765721,0.23788102904930924,0.34034799671189114
35,335,78.711,10.8749,75,15.1492,0,121,117,19,137,14,1.01166,84.84442,0.0,0.0,0.10714,4.269,9.40512,0.0,0.0,126.0,41.8722,0.0004,0.54,3.249,-1.0,0.481351,5.87798681356842,0.28664287880129935,85.22305872580975,0.2681749498039676,9.391637731481481,0.21444795081894932,89.47973797526237,68525.34435023295,0.2927603214769554,0.16851718225187134,46444.41634909154,5.611133815158504,0.6212639215686275,0.2562206753450187,86.72434457470182,0.5846457521152395,612.0797809692102,0.18147496969157398,0.2345752628109226,51.60573116349585,0.23851830406878552,0.3386932275189272
36,336,78.5685,11.1403,74,15.13,0,121,117,19,137,14,1.0027,84.70684,0.0,0.0,0.0,4.265,9.3682,0.0,0.0,127.0,41.84411,0.00059,0.54,3.622,-1.0,0.485134,6.449804061170308,0.2867347896218106,88.2616430845885,0.2688128933785219,9.596450617283951,0.21520185043344264,89.51556229314924,68653.75918531092,0.292685368936308,0.16774635723944703,46447.5560684076,5.641872272271459,0.6207951372549011,0.2560455721651054,86.91718869805825,0.5846457521152398,611.6997070873222,0.18229636211153208,0.23465916854495422,51.72090261953849,0.23917769966986213,0.3373842078062026
37,337,78.5501,11.4822,75,15.5455,0,121,117,19,137,14,1.01479,84.63865,0.0,0.0,0.14286,4.278,9.59896,0.0,0.0,127.0,41.83949,0.00082,0.54,3.562,-1.0,0.499202,6.119769986195188,0.2867618241277611,87.46232425714408,0.2693358095751053,9.66358024691358,0.21538626646143336,89.5487226760452,68511.6575203244,0.29200464327331926,0.16712790860847773,46093.732200380146,5.707723775127738,0.6209847647058822,0.2558621697465911,86.66537319214265,0.5846457521152374,611.2920384986681,0.18309372157274986,0.23516978777154884,51.64131692015095,0.2397072251603072,0.3359059672700775
38,338,78.5176,11.3017,74,16.1555,0,121,117,19,137,14,1.02221,84.60733,0.0,0.0,0.14286,4.281,9.89807,0.0,0.0,127.0,41.83719,0.00044,0.54,3.463,-1.0,0.474079,4.876505781956272,0.28663157069678913,87.4687755243425,0.26998324788806466,9.731577932098766,0.21565918029283082,89.5413289193449,68467.8330495398,0.2912876231819831,0.1664506618359507,46117.58790624386,5.77294346811124,0.6215509803921568,0.2555108644055014,86.58106556973904,0.5846457521152381,610.8287306394526,0.1837511788966872,0.2357402354287184,51.61523607042101,0.23986033777398014,0.334135768313077
39,339,78.3842,10.9602,74,15.8471,0,121,117,19,137,14,1.00936,84.50951,0.0,0.0,0.25,4.309,9.7428,0.0,0.0,127.0,41.83264,0.00019,0.54,3.288,-1.0,0.4666,6.077368980015119,0.2863489634283217,87.30038341074423,0.27033311157259066,10.03467399691358,0.21555448222198895,89.56912563981298,68434.06387055664,0.29077539297032284,0.16583359590732671,45854.112830173326,5.718485511885111,0.6218870588235295,0.25528272743321034,86.62612489651785,0.5846457521152351,610.3477766186262,0.18423232056788763,0.23555779592454246,51.619945949978295,0.23999367717026895,0.33226590691391444
40,340,78.414,11.2181,74,14.8136,0,121,117,19,137,14,1.00041,84.50789,0.0,0.0,0.5,4.275,9.44537,0.0,0.0,127.0,41.81272,0.00029,0.54,3.393,0.21759,0.456731,6.047889862195225,0.2859955649222487,87.83933314301164,0.27098917937743966,10.568769290123457,0.21541332665692275,89.53729906256487,68564.11021781339,0.291082604241491,0.16516906213898871,45820.18948559187,5.648212934130568,0.6213803921568628,0.25524264622541964,86.46172003202771,0.5846457521152382,609.8396825037916,0.18477565260814643,0.23531495553355766,51.56222873263889,0.24028698225571166,0.3308340394612483
41,341,78.1644,11.7904,74,15.6706,0,121,117,19,137,14,0.99078,84.28067,0.0,0.0,0.57143,4.324,9.6688,0.0,0.0,127.0,41.8162,0.00042,0.54,3.473,-1.0,0.423254,6.415022900654772,0.2853566709362095,87.49229801107586,0.27153857666840936,10.73924575617284,0.2152279143954246,89.59114225860344,68585.45115118765,0.29260214528884665,0.16459519290724495,45549.798448473644,5.729711309689768,0.6214874509803922,0.2550642371614669,86.46180875732733,0.5846457521152367,609.3248867305932,0.18502793056328018,0.23505561284246998,51.67638877586083,0.2404310017725438,0.3298564899657567
42,342,77.8703,11.8491,74,16.7356,0,121,117,19,137,14,0.99893,84.01171,0.0,0.0,0.28571,4.3,10.16365,0.0,0.0,127.0,41.80104,0.00022,0.54,3.5,-1.0,0.446965,7.373226290681233,0.28481852063603036,86.76471656940247,0.27189800058199215,10.877989969135802,0.21491716746622294,89.60253959197311,68561.45969388618,0.29381893534180215,0.16413233734932237,45089.68907182173,5.82698401973128,0.6208177843137255,0.2547386521291886,86.22338328816603,0.5846457521152386,608.7769979061583,0.18493768895921883,0.23445049991931705,51.633750256196954,0.24065291383583579,0.3289071643906863
43,343,77.8886,11.5157,74,16.6202,0,121,117,19,137,14,1.01445,84.03199,0.0,0.0,0.10714,4.328,10.21786,0.0,0.0,127.0,41.7883,0.00054,0.55,3.585,-1.0,0.426162,6.382311769572281,0.28434116805435405,87.49842728649008,0.2718958056770375,11.14477237654321,0.21476269652497357,89.59592210482978,68337.39523646478,0.2934597890906808,0.16375559228260636,45140.024872327485,5.836946880105458,0.6211390196078425,0.25446861597056436,86.17627149412299,0.5846457521152355,608.2168177251795,0.18453939216774742,0.23412582245824298,51.66430871280623,0.24035105897745707,0.32785689858845235
44,344,78.0708,11.7235,74,15.8752,0,121,117,19,137,14,1.01491,84.17768,0.0,0.0,0.60714,4.292,9.92525,0.0,0.0,127.0,41.77155,0.00032,0.54,3.544,-1.0,0.416407,6.326626177576372,0.28405457043953797,87.00683316633757,0.27215451172173144,11.274305555555555,0.2144236463189386,89.51358913926916,68342.00605871437,0.2925355332467199,0.1633455689265091,45202.32257734617,5.771106619860558,0.6206517647058825,0.2542933175738827,86.01908978079155,0.5846457521152372,607.6377157353702,0.18423921954410116,0.23396170801858948,51.59475915225935,0.24040764637106168,0.326819800827394
