,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0.3,temporal,cubrow.0.6,movement,cubrow.0,cubcol.0,cubcol.1.0,blur,fft,staticness,tone,cubcol.0.6,cubrow.1.0,blockiness,cubrow.0.5,uhdhdsim,contrast,saturation,cubcol.0.5,color_fulness,noise,cubrow.0.3
10,510,55.4442,31.0972,38,44.0661,0,122,123,10,130,6,1.00262,52.61879,0.0,0.0,4.07143,7.441,26.68284,0.0,0.0,126.0,61.15353,0.00025,0.27,7.659,-1.0,2.479057,0.18033525116251972,6.427334644025158,0.12464440441879657,15.237509645061728,0.01558519097646283,0.11323589275685375,0.13279134679221033,22124.10183113133,64867.05455814212,333.0094239193332,0.8926107647058822,0.14044652138511707,0.10045583183877531,1.9918495786635668,0.1378339730153597,95.24419576165059,97.07862318378656,25.185744674117476,0.10984671680448024,81.51761551919763,0.2779879159698055,0.06876522806550178
11,511,55.9923,31.1913,38,45.9372,0,122,124,10,130,6,1.02438,53.13697,0.0,0.0,5.75,7.353,26.70137,0.0,0.0,126.0,60.89705,0.00025,0.27,7.278,-1.0,2.532476,0.18103015206055437,6.377363270300556,0.12382832948994153,17.049382716049383,0.015443474833612646,0.11997312887577748,0.12922471368411,22488.571385463492,64861.56491520362,328.3419080227905,0.8926600000000001,0.14021830956528536,0.10121580602508508,2.9211638970545373,0.1382747248691495,95.18763572976854,96.89997791814113,25.28868950737847,0.10601800547197097,82.16224240338943,0.27798791596980665,0.06875681380718127
12,512,56.6694,30.8134,38,44.3838,0,121,123,10,130,6,0.99071,53.75013,0.0,0.0,2.5,7.261,26.78293,0.0,0.0,126.0,60.70618,0.00028,0.27,6.928,-1.0,2.620275,0.18077179381927086,6.32285885323499,0.12361238816349791,15.33545524691358,0.015442565102511163,0.12270944416799828,0.12711794337640422,23369.534010932824,64855.65289110422,323.9601269282766,0.8937980392156863,0.14083836531452817,0.1023196595901245,2.7836616793493016,0.13878398666365022,95.070670230052,97.09198320764759,25.597389503761576,0.10269685853224739,81.48018848647595,0.2779879159698026,0.06911163459893054
13,513,57.249,30.5708,39,44.6406,0,121,123,10,130,7,0.99055,54.31897,0.0,0.0,5.42857,7.129,26.45472,0.0,0.0,126.0,60.45683,0.00028,0.27,7.32,-1.0,2.596995,0.18235686797506884,6.270000508660332,0.12317093710501159,13.271942515432098,0.015386255446528229,0.12486551059316556,0.12362261117487472,23711.683922757988,64961.1723203892,319.834296283022,0.8943713725490197,0.14385197380215273,0.10574441505412452,2.6768326006420136,0.13916759722891425,94.98647469174371,97.2758079600305,25.808753684714986,0.09985825712757711,81.15249926914719,0.277987915969802,0.06925870830455541
14,514,57.7458,30.0061,39,43.7602,0,120,123,10,130,7,1.00493,54.79986,0.0,0.0,5.39286,7.094,26.25466,0.0,0.0,126.0,60.17952,0.00027,0.26,7.055,-1.0,2.662559,0.18055013784306714,6.245286957546368,0.12309890956838013,12.41160300925926,0.015315762134621307,0.12765219949591353,0.12090451775831111,24249.907562056862,64940.32198121029,316.0261875558385,0.8946015686274511,0.14511362722518076,0.1062755709635439,2.8599124994646954,0.13860888151278386,94.91316567994731,97.01814687898248,26.06729992525077,0.09735095395437073,81.83292334396577,0.2779879159698015,0.06939417223812233
15,515,58.1139,29.3916,39,40.3956,0,120,123,10,130,7,1.0006,55.13377,0.0,0.0,5.42857,6.941,25.77483,0.0,0.0,126.0,59.98359,0.0003,0.27,7.004,-1.0,2.619935,0.18070576481163483,6.192021914085613,0.12328108859912618,13.558979552469136,0.015230799866354814,0.12724210798798688,0.11762169495947992,24556.688336806827,64731.61163161677,312.4346076236606,0.8952415686274511,0.14578075081259495,0.10598557112652272,3.193651501891871,0.13884597073161226,94.87310145285278,96.98463249074733,26.317021122685187,0.09532591568865688,81.76437668496597,0.2779879159698018,0.06965580533874464
16,516,58.9138,29.1922,40,40.1676,0,120,123,10,130,7,0.99569,55.93227,0.0,0.0,4.71429,6.809,25.24059,0.0,0.0,126.0,59.86991,0.0003,0.28,6.503,0.42554,2.684555,0.17759737578136076,6.145026796314048,0.12359700610274305,15.950472608024691,0.015266706866314995,0.13010000731202703,0.11598328690240474,25442.817124826382,64913.8376886246,309.11498254412123,0.8960458823529412,0.14493149083260487,0.10585780150383402,3.370029862672902,0.13884857322363997,94.79813903723934,96.9457016461849,26.57757982795621,0.09409219929222185,83.0033301337218,0.2779879159698029,0.06978753266597179
17,517,59.6235,29.1891,40,41.2593,0,119,123,10,130,7,0.99784,56.60811,0.0,0.0,5.0,6.75,25.06984,0.0,0.0,126.0,59.77913,0.0003,0.27,7.613,-1.0,2.697303,0.17650537751352954,6.082798418474366,0.12462767814562714,15.577594521604938,0.015206735481309892,0.12848379469437296,0.11408984267383171,26257.520029606698,64952.78667956056,306.014051752461,0.896492549019608,0.14444841966180358,0.10652300330816807,3.952150100118092,0.13912733955508894,94.7135998237761,97.48208855145843,26.786497516396608,0.09368542397364624,83.67443935752657,0.2779879159698018,0.07017483092996202
18,518,60.1983,29.1106,41,44.8305,0,119,123,10,130,7,1.00688,57.18382,0.0,0.0,5.39286,6.658,25.07218,0.0,0.0,126.0,59.56356,0.00024,0.27,6.726,-1.0,2.722502,0.17185156203352212,6.033433486609899,0.12477917537026963,15.050443672839506,0.0151412147576571,0.12647419845616162,0.11163211341863734,26913.510848764476,64968.67472141291,303.1238673452434,0.8969380392156864,0.14251196333568003,0.10711713808682027,3.183079023974258,0.13927584319777983,94.62754816388099,96.77996329610575,27.08410041714892,0.09295554568891741,85.7184401371033,0.277987915969805,0.07014558138650674
19,519,60.6778,28.9577,42,42.7911,0,119,123,10,130,7,0.99838,57.70078,0.0,0.0,3.96429,6.735,25.00898,0.0,0.0,126.0,59.21778,0.00024,0.27,6.877,-1.0,2.782705,0.1695176549494468,5.995946365152545,0.12528408103470476,14.642264660493828,0.015157675189309576,0.12477526037758714,0.10901153442774537,27528.11436921285,65022.11149377285,300.4395196649725,0.8971313725490198,0.14154672155352316,0.10716110692821512,2.3393342370049197,0.13948110888342694,94.54905332421676,97.54527189237022,27.410432980384357,0.09332086140874411,85.73892009440553,0.28182895694886945,0.07025914253030846
20,520,61.5506,29.0108,42,38.9081,0,118,123,10,130,7,1.00147,58.58638,0.0,0.0,5.25,6.497,24.87702,0.0,0.0,126.0,58.79929,0.00023,0.27,7.121,-1.0,2.81763,0.16939066354686994,5.9814927375266755,0.12504555884331459,16.249469521604937,0.015143171457012349,0.12391128106615423,0.10673860613126965,28709.317876063895,65386.060453277096,297.92218012896575,0.8955172549019608,0.140333881855126,0.1066645029096583,2.982508569313394,0.1395067975892138,94.40438403018895,97.30370888021307,27.662117098584588,0.09381532774936219,87.53284873591576,0.2862642090353235,0.07080180486347752
21,521,62.4356,29.1573,43,38.9718,0,118,123,10,130,7,1.00798,59.50847,0.0,0.0,2.35714,6.467,24.92166,0.0,0.0,126.0,58.28233,0.00023,0.27,7.357,-1.0,2.815725,0.16733323927246926,5.95104645120963,0.12610259909600885,16.9921875,0.015153720025136166,0.12335054800491083,0.10487727591351245,29759.32926667233,65523.49303790683,295.5946815995988,0.894207843137255,0.1379412143356494,0.10621341725710298,1.9584236420579,0.13999203201904217,94.2925855644744,96.09518691616253,27.93899479618779,0.09427759487263473,88.27783989347455,0.29232287605762247,0.07096197536025832
22,522,63.0541,29.4435,44,38.8028,0,117,123,10,130,8,0.99259,60.16351,0.0,0.0,3.64286,6.389,25.05004,0.0,0.0,125.0,57.81426,0.00025,0.27,8.997,-1.0,2.846851,0.16822448501833392,5.938655589300775,0.12698099190666298,16.973186728395063,0.01513395212039631,0.12282408543481803,0.10325116372563314,30657.095761898432,65706.55650314574,293.4961645503273,0.8946462745098039,0.1356598541601601,0.10591047891021058,2.175990024416175,0.14076882435938973,94.1777080868532,97.71643289239393,28.288275824652775,0.09508118048988236,89.39096708156443,0.2923228760576178,0.07095845925621805
23,523,63.9031,29.6351,44,43.5641,0,117,123,11,130,8,1.01579,61.01341,0.0,0.0,7.5,6.353,25.29542,0.0,0.0,126.0,57.32076,0.00026,0.27,6.391,-1.0,2.866457,0.16822020181051275,5.943369973095103,0.12771371485629185,16.858603395061728,0.015150437448294569,0.12228479053000745,0.10172076700941594,31849.23340142932,65832.36882687875,291.57720309041093,0.8951819607843138,0.13416331308496965,0.10599883579319593,1.8562005662106982,0.1413480566713578,94.04655239448883,97.25986315946813,28.5463217276114,0.09558917666746286,90.20234734350161,0.29838154307991016,0.07142791962545958
24,524,64.8279,29.3718,45,39.3912,0,117,123,11,130,8,1.0103,61.96776,0.0,0.0,4.28571,6.238,25.46172,0.0,0.0,125.0,56.87298,0.00034,0.27,7.23,0.45023,2.833733,0.16790607420746992,5.9394281307262,0.12964111331093078,16.90697337962963,0.01513354506811534,0.12463544903538638,0.10085260562682642,33284.3819403849,65983.76893005386,289.8297094890186,0.8963207843137255,0.13309520166825917,0.10629249449626953,2.2262625585005535,0.14214043615460492,93.87821475167586,96.01909559892067,28.837201907310956,0.09813812548890563,91.18433735102577,0.29838154307991266,0.07181556886496342
25,525,65.5048,29.6596,46,39.9445,0,116,123,11,130,8,1.01147,62.69485,0.0,0.0,4.10714,6.203,25.23468,0.0,0.0,126.0,56.36441,0.00039,0.27,6.48,-1.0,2.914077,0.17060005591066457,5.925457654747849,0.1309987386472413,17.487750771604937,0.015134947526882181,0.1294426053932028,0.1005660758278537,34060.85712954384,66181.56594105008,288.24369252308003,0.895509411764706,0.1327544675622973,0.10635183386063773,2.9081655425716524,0.142679098322204,93.79140102148456,95.90833653221823,29.164901545018324,0.10100722100656756,91.43980505685455,0.3005991691231432,0.07213301942491016
26,526,66.2177,29.9283,47,38.1579,0,116,123,11,130,8,0.9972,63.47322,0.0,0.0,8.0,6.202,25.48553,0.0,0.0,125.0,55.90078,0.00037,0.27,6.899,-1.0,2.889878,0.1679007438933387,5.9288098360911246,0.13245205411172287,17.640769675925927,0.015157850667690636,0.13189455549630694,0.1000848033675545,35116.655486073905,66326.69250450816,286.86956515508047,0.8941552941176472,0.13160637861944957,0.10606711620674499,2.847715185550935,0.14313959623955122,93.67059414701447,92.92451661019706,29.357430540485147,0.10357282395253994,93.55698995162102,0.30059916912314494,0.07243920690436122
27,527,66.7197,29.9951,47,37.811,0,115,123,11,130,8,0.99844,64.02689,0.0,0.0,6.53571,6.115,25.71407,0.0,0.0,126.0,55.41931,0.00032,0.27,6.708,-1.0,2.838553,0.16620604741876258,5.936668991012362,0.1347799245862249,17.452980324074073,0.015218675279576611,0.1340240222812874,0.1006727487964278,35843.03363422496,66406.16824292536,285.6659726988691,0.8938058823529411,0.1300889423323211,0.10614820491750242,2.6551839221226086,0.14371212253496154,93.55214134802956,96.77264640654985,29.5187528633777,0.10489675139540833,94.7682110755271,0.3028167951663745,0.07287672342087638
28,528,67.3478,29.8009,48,39.1131,0,115,123,11,130,8,1.00471,64.66605,0.0,0.0,5.21429,6.143,25.76928,0.0,0.0,126.0,55.05668,0.00039,0.27,6.934,-1.0,2.807837,0.1647498472648416,5.922422390061906,0.13687808609590418,17.323591820987655,0.015153556203843614,0.13210702698941565,0.10168822435274878,36849.62929244536,66417.38578164644,284.6459156083358,0.8887752941176472,0.12903384239564714,0.10632196953053959,2.4276383336313754,0.14438334210634352,93.54852279926489,96.56508106955854,29.78544861593364,0.10792333211755083,95.50835414930347,0.3028167951663798,0.07338572367737889
29,529,68.0133,29.4493,48,41.0795,0,115,123,11,130,8,0.99852,65.31515,0.0,0.0,5.0,6.022,25.59682,0.0,0.0,126.0,54.7728,0.00032,0.27,6.895,-1.0,2.786664,0.16363766185683826,5.901051912726877,0.13826386492766202,17.43113425925926,0.015144366095180318,0.13094716643243862,0.10459570711078905,38211.07120292892,66469.24636644746,283.7648262668556,0.880470980392157,0.12753795137527205,0.10677227218762919,2.090557721727659,0.14524135209553027,93.48458634188356,95.28308398224179,29.918972439236114,0.11055266438972591,96.61834866683985,0.308875462188671,0.07393492615156916
30,530,68.6676,29.2511,49,39.5361,0,115,123,11,130,8,1.00016,65.92735,0.0,0.0,4.57143,5.962,25.29748,0.0,0.0,125.0,54.59235,0.00032,0.28,7.307,-1.0,2.785823,0.16295918284073865,5.869379192705775,0.1393726433913214,17.55353009259259,0.015190678903787941,0.1299640275882921,0.10552444327037612,39851.83555583486,66636.8615867496,283.00140846855084,0.8735066666666668,0.1266768495175054,0.10767226767560072,2.17171807677634,0.14636529018823605,93.40488005208032,97.04989991634386,30.093627741307387,0.11404023026669809,96.07099445369165,0.317151755254185,0.0745383850062064
31,531,68.6945,29.0852,49,37.9328,0,114,123,11,130,8,1.00707,65.92356,0.0,0.0,3.57143,5.921,25.12736,0.0,0.0,125.0,54.36871,0.00031,0.27,7.002,-1.0,2.845264,0.1625897959225639,5.84176985828443,0.140835178975052,17.610243055555557,0.015203603240343736,0.1288414779158557,0.10561733701788667,40050.11277973746,66830.96548517705,282.3584234701367,0.8663917647058823,0.1257659402174031,0.1082419161992008,2.404833900516399,0.14736362312863363,93.46679417201617,96.32457643898124,30.180597752700617,0.11875749772767276,97.358294883945,0.3149341292109607,0.07515134558755746
32,532,68.2898,29.2843,48,35.238,0,114,123,11,130,8,1.00942,65.58353,0.0,0.0,4.07143,6.05,24.99586,0.0,0.0,125.0,53.90914,0.0003,0.28,7.545,0.4222,2.816375,0.16267796201009266,5.834474893812008,0.14187098730108932,17.735966435185187,0.01525077483679796,0.12719144571101784,0.10555861151950384,39049.820702158184,66566.87708608856,281.82173088482205,0.8605654901960784,0.12497754867284386,0.10834883755652124,2.7792997622220366,0.14831163793555943,93.560883914091,97.27861812409462,30.33259205759308,0.11880604258724264,98.90792501018237,0.32099279623324944,0.07572329526388519
33,533,68.4508,29.1261,48,36.2697,0,114,123,11,130,8,0.99353,65.74246,0.0,0.0,6.46429,6.04,25.17158,0.0,0.0,126.0,53.37388,0.00034,0.27,7.31,-1.0,2.881471,0.1625684572207101,5.818734543016958,0.1426180774801428,17.906925154320987,0.015199123892919476,0.12580200464066107,0.10547659720883779,39394.10590931018,66448.0556485139,281.3634890194007,0.852044705882353,0.1263201553411519,0.10843761855289467,2.8154750676898908,0.14953211551543522,93.55125830518358,97.53071464137994,30.554570327570406,0.12012105302515871,99.17239266261818,0.32099279623324756,0.0762514889062454
34,534,69.1705,28.9731,49,35.617,0,113,123,11,130,8,1.00729,66.45119,0.0,0.0,6.0,5.94,25.03531,0.0,0.0,125.0,52.78159,0.00036,0.27,7.883,-1.0,2.876073,0.16179845072270577,5.792442896401839,0.14360081357074925,18.13406635802469,0.015234452012551608,0.1251348805772183,0.106119491169174,40738.569406016366,66781.74919791732,280.95987158833054,0.8467470588235295,0.12827643628582838,0.10854126873457916,2.4210670805606296,0.15105477423771038,93.41631350853427,96.65322624386921,30.641898261176216,0.1227173028590222,99.73445294179739,0.3209927962332529,0.07685111404738197
35,535,69.716,28.5429,50,35.7457,0,113,123,11,130,8,0.99494,66.98835,0.0,0.0,6.25,5.882,24.90398,0.0,0.0,125.0,52.14351,0.00033,0.27,6.804,-1.0,2.877791,0.16139429290011992,5.784446438670848,0.14485978522233472,18.38324652777778,0.015253129937009871,0.12393975683392702,0.1067853740743551,41727.29722622165,66905.36787069716,280.57744974678707,0.8394694117647059,0.12974216158124657,0.10880619140170698,3.8277534773826773,0.15255061850810384,93.31247344886897,92.25272513988106,30.933098121925635,0.1244967014900129,99.04728180029272,0.3209927962332546,0.07732817965796356
36,536,69.7656,28.2373,50,38.2174,0,113,123,11,130,8,0.99127,67.09689,0.0,0.0,6.07143,5.844,24.53464,0.0,0.0,125.0,51.44083,0.00029,0.27,6.85,-1.0,2.894328,0.1614586622145736,5.760448172619398,0.14597165420229216,18.61762152777778,0.015247451168751465,0.12317387111953881,0.10665049148775016,41676.75395624463,67089.20365403687,280.2145142661342,0.8319984313725489,0.12966132514457018,0.10903570446655154,3.3003087986072064,0.1541014026789607,93.30262225157432,92.1231757647641,30.76895085087529,0.12621603511322738,100.07560520125715,0.3232104222764796,0.07776457801556305
37,537,69.5856,28.0489,50,35.3868,0,112,123,12,130,8,0.99203,66.96556,0.0,0.0,4.35714,5.894,24.26783,0.0,0.0,125.0,50.81177,0.00031,0.27,7.039,-1.0,2.892897,0.16158564403778114,5.772256476478407,0.14681887368085075,18.661024305555557,0.015301232747643667,0.12303241978630217,0.10882946929713169,41614.34051564127,66909.83627426869,279.90451967147834,0.8195709803921569,0.12976913891403669,0.1093519934785848,3.1355423903970396,0.1547264157309042,93.34499296469636,94.27697879542713,30.993539315682874,0.1271236421103023,100.59538384045301,0.32099279623326127,0.0781069012890731
38,538,69.1332,27.1379,50,34.0747,0,112,123,11,130,8,1.00672,66.56482,0.0,0.0,4.25,5.837,24.10418,0.0,0.0,125.0,50.24392,0.00029,0.27,8.468,-1.0,2.871226,0.16255140135202187,5.810585814172098,0.14750354369897192,18.625626929012345,0.015307036194545827,0.1224697825379804,0.11111873268857349,40656.163349207396,66802.90302279472,279.5870145911922,0.8096070588235295,0.12997593730821846,0.10972936053647138,3.7540150424315843,0.15511380325332735,93.38219949391261,88.98402842669242,30.9195778929157,0.12835328810807606,100.48237562393007,0.32321042227648245,0.07851314518654705
39,539,69.2185,26.8055,50,32.185,0,112,123,12,130,8,0.99604,66.64762,0.0,0.0,3.78571,5.803,23.32671,0.0,0.0,125.0,50.06047,0.00037,0.26,8.062,-1.0,2.865743,0.16259318623542265,5.8032432983935625,0.14823530896102216,18.499903549382715,0.015327589623934565,0.1219311626692229,0.11352877511126254,41053.34193823733,66974.71340155136,279.29473875763716,0.8071654901960784,0.1295100943944679,0.10963043240982658,3.2002790705065456,0.15548255254133547,93.36298512564268,92.22957706119321,30.917330894941163,0.12686197051262496,100.62652578924244,0.323210422276484,0.07905831664614517
40,540,69.7736,26.6457,50,32.0814,0,112,123,12,130,8,0.99989,67.18024,0.0,0.0,4.57143,5.747,23.04531,0.0,0.0,125.0,50.10721,0.00026,0.26,7.289,0.41435,2.889034,0.1619046894271729,5.790277930470046,0.14903664167635886,18.410493827160494,0.015320153514178177,0.12173798230519052,0.11754678524756193,42230.30765989954,67297.96989262647,279.0052216552928,0.8093607843137255,0.12929389035588162,0.10955887122263709,3.745151871961685,0.15573985702406756,93.281673559773,92.6538860995404,30.885584513346352,0.1260851643875792,100.4221198502554,0.3232104222764855,0.07961257600754344
41,541,70.3309,26.5164,50,31.9081,0,112,123,12,130,8,0.99381,67.7003,0.0,0.0,7.5,5.663,22.91199,0.0,0.0,125.0,50.18118,0.00024,0.27,7.246,-1.0,2.879592,0.162348999763486,5.777676322893974,0.1500548313005406,18.405189043209877,0.015337405000338453,0.12053069145480735,0.12243100165290842,43593.77913940488,67380.9776221412,278.73485640832274,0.8119658823529412,0.12877039133995777,0.1098032937157833,3.723758919467735,0.1557745879510778,93.17821552335039,92.70624569610196,30.760146341206113,0.1250613303116387,100.62997895742431,0.3232104222764856,0.08003729335483369
42,542,70.1699,26.5617,50,33.3371,0,112,123,12,130,8,0.99071,67.554,0.0,0.0,6.78571,5.675,22.80081,0.0,0.0,125.0,50.24865,0.00026,0.27,7.364,-1.0,2.889725,0.16298021003811652,5.7568788669588535,0.15105406346144995,18.290702160493826,0.015384400573553328,0.11968125586073831,0.1269132912160538,43342.24688117324,67229.90843531334,278.4824874788098,0.8139031372549019,0.12922723357839958,0.110047834554076,4.256640409803505,0.15609322287658717,93.2180634221904,92.6943372971721,30.865521089530283,0.12453240753065944,100.69051548183212,0.3232104222764856,0.08037695942527057
43,543,69.6338,26.6927,50,33.6778,0,112,123,11,130,8,0.99437,67.02329,0.0,0.0,7.39286,5.772,22.84159,0.0,0.0,125.0,50.32634,0.00028,0.27,7.249,-1.0,2.922292,0.16408480621207314,5.75518910602341,0.15182509278751571,18.175395447530864,0.015415738705040703,0.11862988034131786,0.13040287471296594,42601.72600177661,67046.10459196779,278.2386222062601,0.8166611764705882,0.13028164127876019,0.10999933008943416,3.4711554250812537,0.15611638321697446,93.31813486571983,88.87027503236698,30.847586737738713,0.12389225800262563,100.22709419528806,0.32321042227648494,0.08082786380011797
44,544,69.3833,26.7071,49,30.9151,0,112,123,11,130,8,1.0043,66.75407,0.0,0.0,7.14286,5.822,22.95367,0.0,0.0,125.0,50.34307,0.00028,0.27,7.39,-1.0,2.925392,0.16501050173290047,5.782516683611458,0.15252875343817313,18.218364197530864,0.015421201868338312,0.11789778908475142,0.13308791580866192,42193.24256177386,66838.78755142207,277.99702187481796,0.8179341176470588,0.1321952755456548,0.110105075920014,3.7177445237200533,0.15604584780913847,93.34576176817029,89.42518905530282,30.765491626880788,0.1240534986068672,100.61243713026352,0.3232104222764832,0.08124660279484613
