,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.5,staticness,temporal,movement,cubrow.1.0,tone,cubcol.0,contrast,fft,cubcol.0.3,cubrow.0.3,cubcol.0.5,color_fulness,cubcol.0.6,saturation,cubrow.0,uhdhdsim,blockiness,noise,blur,cubrow.0.6,cubcol.1.0
10,10,58.0018,23.6033,55,35.0502,0,124,118,19,136,18,0.98692,56.8141,0.0,0.0,0.03571,4.424,20.812,0.0,0.0,126.0,32.23668,0.01495,2.54,5.233,-1.0,9e-06,0.08407304612506092,443.8380825581472,7.5480477723455826,10.718412422839506,0.0468100860268294,0.5033388235294118,0.2450134630998588,85.08634694011872,66853.67625033417,0.20961722866708263,0.05248699368241356,0.1875878801313194,78.24955645964451,0.2511955081430894,43.99230448404948,0.041595044771692756,82.01831798394349,3.3704398363579973,2.334959463842397,45362.27181853701,0.07605431236323067,0.13676700709286888
11,11,59.1244,23.0565,54,33.6972,0,124,118,19,136,18,0.99276,57.71435,0.0,0.0,0.0,4.686,20.40383,0.0,0.0,125.0,32.61886,0.01512,2.52,5.234,-1.0,0.000213,0.08383202615097061,439.5690833503538,7.548828853890464,11.621527777777779,0.04611121755724511,0.5078725490196079,0.23631060032084972,83.16519609337739,66739.10864031679,0.20633982786180252,0.05238758637959415,0.18406107858691864,77.69863548189008,0.2435487064358224,43.861793235496236,0.041404860787185915,81.85901961530558,3.443739904854651,2.3363653824177137,49580.378153471676,0.0748558710037243,0.13771732232801717
12,12,59.6533,22.5249,54,32.7068,0,124,118,19,136,18,0.99971,58.11691,0.0,0.0,0.10714,4.705,19.93864,0.0,0.0,125.0,32.97216,0.01552,2.51,5.71,-1.0,9.9e-05,0.08313964399034189,435.21742132201376,7.523593804463921,10.407552083333334,0.045704370629707045,0.5117564705882354,0.22866636861617307,86.67574070231557,66461.07139781713,0.2049267193252018,0.05246162939030869,0.18621792095071307,76.93216994377381,0.23690041081946697,43.802934246298705,0.04107243219780722,81.72431233226051,2.5990024975255865,2.32484225948053,52212.85247481213,0.07387409785794151,0.13854088414253377
13,13,59.6721,22.5034,54,33.0969,0,124,118,19,135,18,0.99107,58.11041,0.0,0.0,0.0,4.834,19.45765,0.0,0.0,125.0,32.84994,0.01508,2.55,8.016,-1.0,0.000286,0.08198670884909755,430.82309922422354,7.47596206794193,9.325810185185185,0.04512593563651222,0.5088345490196078,0.22166376477708424,87.68734628932664,66436.86098877332,0.2029643044133352,0.052524141510541314,0.18780833876632566,75.83371994045233,0.23154795784313187,43.73623450008439,0.04078932149869674,81.7495068336437,2.4269035551947336,2.315971755307604,52071.05885842651,0.07339993140354636,0.14017369604672136
14,14,60.2416,22.0524,54,32.2498,0,124,118,19,135,17,0.98671,58.62364,0.0,0.0,0.14286,4.895,19.41865,0.0,0.0,124.0,32.54306,0.01551,2.55,8.422,-1.0,0.000237,0.08206221890171568,426.4121776332518,7.453965449309239,8.870707947530864,0.0447616571917998,0.5027180392156863,0.21566946516579563,85.82538897777074,66414.91281220582,0.21272599788892932,0.051831545648590105,0.18904373305152125,75.14156870656078,0.22708978522102916,43.48005619755498,0.04073091223326837,81.82859302072214,2.307083046416967,2.3048836250914513,54386.53600331526,0.07347249702581463,0.14175142487024858
15,15,60.3773,21.5254,54,31.5726,0,124,118,19,135,17,0.99635,58.82308,0.0,0.0,0.28571,4.948,19.01874,0.0,0.0,124.0,32.21021,0.01567,2.55,8.456,-1.0,0.000494,0.08104164076686739,422.04939550536255,7.418432629781925,9.698640046296296,0.044614474052149036,0.4921176470588235,0.21091502954077762,86.32795632704911,66447.09602535926,0.22919775076149443,0.051075713447005816,0.19133456806506977,74.45796063810445,0.22349396411927694,43.30412104100357,0.04042609741191364,81.45507921226377,1.9545213815212128,2.3115365032211432,50307.13232913803,0.07289018052932632,0.14244623537431694
16,16,60.6911,21.5192,54,30.5662,0,124,118,19,135,17,1.00199,59.12837,0.0,0.0,0.14286,5.134,18.56067,0.0,0.0,124.0,32.0198,0.01623,2.53,8.6,0.125,0.000383,0.07990609534840287,417.72622016309697,7.408801868889385,10.421199845679013,0.04421597331373794,0.48495964705882355,0.20628460652604141,88.92753847768837,66610.36050834155,0.23971027168324738,0.05066131864377391,0.19302529755087877,73.62514101847262,0.21965612360790848,43.0429719524619,0.04034190004845359,81.23250406567719,2.6932816611940438,2.312565707049588,51765.5398377642,0.07306005707071828,0.14210246665012202
17,17,61.4768,21.69,54,30.9423,0,124,118,19,135,17,0.98635,59.83352,0.0,0.0,0.0,5.416,18.55924,0.0,0.0,124.0,31.6945,0.0155,2.54,8.093,-1.0,0.00028,0.07986051973743166,413.5014481447368,7.429209736637995,10.358940972222221,0.044035618803423396,0.4761682352941178,0.20179727027687128,84.87340762281548,66653.6601514841,0.2468753154209986,0.05069945310518303,0.1946824348877553,73.23730643929193,0.21652462427856792,42.835649655189044,0.04036958831264,81.07721808416073,2.406456775030738,2.303854421263017,57111.01531164687,0.0728779881506237,0.14199913889613955
18,18,60.6192,22.0558,54,31.2051,0,124,118,19,135,17,0.97918,59.13775,0.0,0.0,0.28571,5.438,18.69769,0.0,0.0,125.0,31.5554,0.0163,2.55,7.95,-1.0,0.000247,0.07883575946555374,409.5157609454691,7.454453198745294,10.42650462962963,0.04367377034776219,0.47290156862745103,0.19819343888044802,87.53288451740403,66725.73088871573,0.24481288694186523,0.05106123006657699,0.1967191055968587,72.64286077248788,0.21503038779993325,42.76156766915027,0.0402549305893316,81.38521010427687,1.9803437785398532,2.3071012511346907,50877.97192840943,0.07278831596206162,0.14177391062715322
19,19,60.5057,22.8545,54,33.1271,0,124,118,19,135,17,0.97605,59.03318,0.0,0.0,0.28571,5.461,19.01372,0.0,0.0,125.0,31.69548,0.01583,2.54,7.785,-1.0,0.000131,0.07855023066093779,405.7503726409315,7.507311593790093,10.593315972222221,0.04343597100564547,0.4760204901960784,0.1945022963431948,84.28420106556115,66691.89307618208,0.24153915190670672,0.05171620697447891,0.19799327217203072,72.03774933703637,0.2167169419630374,42.639611138237846,0.04019671986194996,81.47289328626007,2.2461252101340663,2.3119714959421813,52598.29793320201,0.07356802168528975,0.1416885268522776
20,20,59.7527,23.6895,54,34.2308,0,124,118,19,135,17,0.98153,58.44885,0.0,0.0,0.46429,5.402,19.69683,0.0,0.0,125.0,31.82516,0.01561,2.52,7.05,-1.0,5.8e-05,0.07805806792354111,402.22728380193337,7.5857971721592925,12.009018132716049,0.04312532615450475,0.4782964705882352,0.19081203588023024,86.49726788486281,67236.19579781615,0.2372944518367909,0.05110838985157999,0.19782280605920244,72.20655229841103,0.2170699974800573,42.537962736906834,0.04016927167295035,81.66278630175762,2.0696393212243653,2.3087246660705163,50003.02732149347,0.07384233192991685,0.14198810663744596
21,21,58.8593,23.977,54,34.6814,0,124,118,19,135,17,0.9818,57.7482,0.0,0.0,0.25,5.663,20.42033,0.0,0.0,126.0,31.91528,0.01434,2.53,6.237,-1.0,1.4e-05,0.07806233027031251,399.05073728223476,7.621887889071182,12.673900462962964,0.04296843066266929,0.4791372549019607,0.18741369086062684,88.27579149549942,67509.02649485861,0.23647474151751138,0.05051624678543193,0.19768486305883662,72.4277386544504,0.21464200831266952,42.516900144977335,0.04015567229594182,81.94517477264253,2.905412521626739,2.3121307143285446,46641.32995491678,0.07340391018906235,0.14191762513640663
22,22,59.3119,24.2175,54,35.4852,0,124,118,19,135,18,0.97634,58.18875,0.0,0.0,0.0,5.694,20.66821,0.0,0.0,126.0,31.98264,0.01519,2.5,6.143,-1.0,0.0,0.07821856293541253,396.04496216176227,7.643020873216011,12.792534722222221,0.042856997838306196,0.48183999999999994,0.18444980053150511,88.4186460238626,67719.584309836,0.23576456453234027,0.05053233832562606,0.19777855481878084,73.36858459319812,0.21204953804806626,42.36896430121528,0.040045132676480175,81.85007907961392,2.1311436594465225,2.3087246660705105,47445.79863030802,0.07323686869482668,0.14256065895046294
23,23,59.2891,24.2212,55,35.0103,0,124,118,20,135,18,0.97818,58.23298,0.0,0.0,0.82143,5.705,20.8796,0.0,0.0,127.0,31.93447,0.01486,2.54,6.447,-1.0,0.0,0.07844476724132983,393.0097621313219,7.642646645178329,12.767119984567902,0.04268401380088625,0.48045286274509796,0.18165879011828395,85.52612590260821,67955.90677036054,0.23657533543233064,0.05110347839586993,0.19739964888245204,74.21229466615962,0.2104780330549379,42.25140380859375,0.040038124199917424,81.9955155103595,2.90012448748828,2.313754129264374,45307.29974762033,0.07401479578495579,0.14316922879972366
24,24,60.2163,24.0609,56,37.317,0,124,118,20,135,18,0.98602,59.08703,0.0,0.0,0.42857,5.43,20.8842,0.0,0.0,127.0,31.8949,0.01491,2.58,5.826,0.12616,0.0,0.08069336276373804,389.93995036188977,7.636759078092028,13.259114583333334,0.04239873056750208,0.47964356862745094,0.1791668635762969,87.74568306834827,68360.15470612778,0.23469881757408298,0.05308513259090654,0.19704077607537296,76.32012049351871,0.20821338762082645,42.11084097403067,0.04000422332670809,82.1949228250507,2.1540763458103465,2.3226246334372997,45341.78832541298,0.0764313390572932,0.14286140223421961
25,25,62.2736,23.5098,57,36.2689,0,124,118,20,134,18,0.98257,60.91898,0.0,0.0,0.96429,5.193,20.75151,0.0,0.0,127.0,31.97473,0.01505,2.55,6.694,-1.0,0.0,0.08373109173012075,386.94933046052205,7.625492335518638,13.969666280864198,0.04228630002806614,0.47883411764705885,0.17655113120005886,87.48111915107731,69539.58259729823,0.23360294342122295,0.055009504015625994,0.1959140252361562,78.41076898987761,0.20838302155454635,42.04631306212626,0.040010045136139975,81.90450952956371,1.8325480810658958,2.3236538372657263,51268.86022151158,0.08263983733055821,0.14306128337642576
26,26,63.5043,22.8376,57,36.0002,0,124,118,20,134,18,0.99211,62.06047,0.0,0.0,1.92857,4.952,20.282,0.0,0.0,127.0,32.13986,0.01547,2.53,6.741,-1.0,0.0,0.08890926193641306,384.19275918125686,7.592251149729975,13.938850308641975,0.042167440606379905,0.4783720784313725,0.17406265392455464,85.21449831136306,70261.30072145115,0.2348948886224006,0.056528135677682424,0.19622664953527208,79.53697749416568,0.2096199529798354,42.11859413429543,0.039923253281984775,81.85334578318768,3.8622413558480138,2.3325243414386505,51169.43959441815,0.08643147642094623,0.1433730894483943
27,27,64.8578,22.4175,59,34.8288,0,124,118,21,134,19,0.99848,63.30876,0.0,0.0,1.60714,4.76,19.70637,0.0,0.0,127.0,32.35236,0.01603,2.56,7.064,-1.0,1e-06,0.09721088609153133,381.70485683371476,7.564522832974094,13.415364583333334,0.04205428320977768,0.48262411764705837,0.17204354284246862,82.96582429205102,71401.28454181706,0.23827647904878343,0.056805527713803025,0.19670031355276194,80.4969836112392,0.21050259757068437,42.289730684256845,0.03996530558031056,81.70932582138144,2.5009372901661866,2.3347419674818917,54121.50817527993,0.09343005375546798,0.14350833891253828
28,28,64.87,22.0046,59,35.7963,0,124,118,21,134,19,0.99992,63.35778,0.0,0.0,0.92857,4.626,19.344,0.0,0.0,127.0,32.48087,0.01663,2.54,7.132,-1.0,1e-06,0.099288582648184,379.45614692745903,7.537875556231648,13.019483024691358,0.0419324298212209,0.4832666666666666,0.16983870641206264,85.79880518174036,72273.08996517218,0.24676119177406042,0.05673183914579632,0.1973129756831052,81.05990057774463,0.21123857275581195,42.422273612316744,0.03996466292644231,81.77332100236367,2.45843223191738,2.3595708466784644,53022.8775853314,0.09789571034081074,0.1436041664099716
29,29,65.291,22.0467,59,35.669,0,123,118,21,134,19,1.01043,63.74554,0.0,0.0,0.89286,4.696,18.9883,0.0,0.0,127.0,32.58999,0.01641,2.55,7.12,-1.0,1e-06,0.09887189328390442,377.43964395531253,7.514778274963416,13.077305169753087,0.04177207645332902,0.4823667843137254,0.16771028048279202,87.76872713076031,72691.24287675093,0.25264244879510345,0.05724695163479981,0.19828523303242201,81.62159880769723,0.21203768714350257,42.53759840977045,0.039899425597413295,81.69294175048921,2.5418563476711604,2.358382424463665,54030.19335650024,0.0966703517723467,0.14404228290029927
30,30,63.6012,22.5435,59,34.2325,0,123,118,21,134,19,1.00734,62.32829,0.0,0.0,0.39286,5.036,19.02336,0.0,0.0,127.0,32.64286,0.01535,2.54,7.714,-1.0,0.0,0.0991671257351617,375.6617756294558,7.535697570853838,13.114872685185185,0.04172223311790686,0.4793239607843137,0.1660338533678402,85.01411245956376,70447.49464454969,0.25686079064941536,0.05778362791339133,0.19911993828265284,81.95745204369665,0.21250197067464321,42.496222978756755,0.03991052513518183,81.76348944732499,2.7723789187729775,2.3490769275697145,50003.23849721718,0.09669142605256083,0.14451646253480813
31,31,61.3263,22.6324,58,35.0236,0,123,118,21,134,19,0.99847,60.40897,0.0,0.0,0.67857,5.34,19.4457,0.0,0.0,127.0,32.83748,0.01485,2.52,6.85,-1.0,0.0,0.09912712069450856,374.10641723885385,7.602199749843636,13.387056327160494,0.04161994518697486,0.48334039215686275,0.1640354431402116,87.59888361447543,69139.56085101774,0.25363364503491054,0.058816987079988906,0.19917813998461373,82.54354367456504,0.2124527342126121,42.447708883403266,0.03990039856260934,82.01962118900626,2.2247280017287263,2.3573532206352272,45495.552254856026,0.09611046298773143,0.14375744591916303
32,32,61.5247,22.2909,59,36.0174,0,123,118,21,134,19,0.99684,60.66688,0.0,0.0,0.75,5.24,19.51431,0.0,0.0,126.0,33.25972,0.01525,2.54,6.133,0.1277,0.0,0.09896007935772952,372.7656495652342,7.642018824263059,13.618537808641975,0.04157053804762639,0.4915252156862745,0.16290876944810584,84.05841588416152,70352.15061248561,0.25284925270646913,0.059591218520724396,0.19912471291666936,83.11960883789628,0.21257271993380422,42.59104109399113,0.03989417919911053,82.11960809743158,2.5564148589550784,2.372717384551487,45377.151910863104,0.096787006540797,0.14216938807078058
33,33,62.5874,22.5287,60,35.4688,0,123,118,21,134,20,0.98461,61.58918,0.0,0.0,0.64286,4.953,19.22403,0.0,0.0,126.0,33.66787,0.01478,2.55,6.561,-1.0,1e-06,0.10018023790098667,371.6032966496889,7.6277701488322025,13.757137345679013,0.04151557232665727,0.4994047058823529,0.16207058593369772,87.55386024266122,71378.01949890201,0.2528289522396507,0.06000612162621295,0.19939801571139804,83.52865188313041,0.212676004306544,42.66369402850116,0.03989269426334596,81.98548330712308,3.1360099916244137,2.378776051573779,47912.8862542555,0.09974698317524935,0.14111699765184718
34,34,62.8398,22.9237,60,36.3941,0,122,118,21,134,20,1.00101,61.86078,0.0,0.0,0.35714,4.833,19.42341,0.0,0.0,126.0,34.01747,0.01509,2.55,5.601,-1.0,0.0,0.10038088232410626,370.6260543567482,7.647599190151088,13.96947337962963,0.04153845336495053,0.508032156862745,0.1605092748790863,84.2707851345091,70815.93501117463,0.25427991918259524,0.05975667802619996,0.19961819355766344,83.87493920269989,0.21254745261208277,42.727420194649405,0.03987910937406921,81.81318373163222,2.50534330810178,2.3876465557466973,46863.658036947476,0.10331841662232544,0.13999428810444148
35,35,63.2923,22.707,60,36.7895,0,122,118,21,134,20,1.00943,62.27072,0.0,0.0,0.35714,5.078,19.76256,0.0,0.0,126.0,34.45151,0.01535,2.54,6.114,-1.0,0.0,0.10045574522582772,369.8275355467836,7.646434099837546,14.176697530864198,0.04139876238734285,0.52046,0.15972379354006222,85.87729664532505,71175.59720711756,0.25553230234639784,0.05954430859019711,0.20014512362937992,84.29285038254547,0.21281580587713722,43.007510526680655,0.03984610674821867,81.79094207157553,3.5762433673703686,2.3739058067662704,49063.24778562646,0.10684597890619153,0.13905003402903277
36,36,63.6633,22.3395,60,37.3046,0,122,118,21,135,20,1.00074,62.62076,0.0,0.0,0.14286,5.117,19.59121,0.0,0.0,126.0,34.55473,0.0165,2.54,5.533,-1.0,3e-06,0.10022179442012455,369.2045489635443,7.594856341616623,14.02734375,0.04137638962813007,0.5232929411764706,0.15908653055746913,83.02437456898727,71054.30733745506,0.2549505649496251,0.05933693914806301,0.2010847987674255,84.17483584579642,0.21309162890063812,43.23197221167294,0.03985392008215361,81.82132723570263,2.6689738813235313,2.3931110116615883,49479.35477111916,0.10700157192474333,0.13807019872181406
37,37,64.1428,22.1048,61,34.2101,0,122,118,21,135,21,0.99844,63.0577,0.0,0.0,0.32143,5.041,19.27976,0.0,0.0,126.0,34.47832,0.01605,2.54,6.485,-1.0,0.0,0.10103918640622686,368.7079408666937,7.559201743094198,13.936921296296296,0.04134857386139808,0.5231372549019607,0.15878030066231855,86.98071828620571,71036.66004794011,0.2586024787133168,0.05913375137434763,0.20185007057156265,83.9192474021616,0.21351298018638887,43.459190651222514,0.03988539531354248,81.70315945534131,3.043414472494179,2.387052344639296,52674.73968688149,0.10774124168981539,0.13697275463258562
38,38,63.7662,21.9554,61,34.4679,0,122,118,22,135,21,1.00461,62.77385,0.0,0.0,0.28571,5.161,19.07888,0.0,0.0,126.0,34.48149,0.01596,2.53,5.724,-1.0,0.0,0.10187106311907979,368.3625028076557,7.522946977367303,14.020929783950617,0.04129816830396987,0.5254113725490195,0.1590669153525815,84.35215758837089,70276.75947177276,0.2572606712815589,0.05902672673285324,0.2023665814168728,83.48369813406637,0.21388473595590088,43.668812692901234,0.03995256691951354,81.75648177428259,3.5549542225560615,2.3965170599196104,51075.38280381567,0.10859127731808668,0.13664749477921606
39,39,64.0689,22.0258,61,32.9476,0,122,118,22,135,21,1.02361,63.07718,0.0,0.0,0.21429,5.237,18.94094,0.0,0.0,125.0,34.448,0.01623,2.55,5.299,-1.0,0.0,0.10216345483896702,368.09819391236977,7.490903466305806,14.058256172839506,0.041326675719148734,0.5272705882352942,0.15962502699102335,84.2595517069231,70110.0827613615,0.2578799630725988,0.05967281728819421,0.20330152395335122,82.86692095866884,0.21429128909936757,43.83518397955247,0.04008285900257674,81.74025819728368,3.3975389869883315,2.4025757269419112,52452.17551769905,0.10974811354905689,0.13681719311427668
40,40,64.5881,22.4029,61,33.1011,0,122,118,21,135,21,1.0045,63.56889,0.0,0.0,0.64286,5.219,19.01644,0.0,0.0,125.0,34.35981,0.01713,2.56,6.215,0.12603,0.0,0.10238797113746755,367.8654365144109,7.4921815600878885,13.824411651234568,0.04124204099630381,0.5257878431372549,0.1582527914022381,83.72719294349037,70120.69219647146,0.26252090371123965,0.05950830459703281,0.20442783373300308,81.87348317697577,0.21403439524026616,43.85989455234857,0.04013549116956685,81.7172937421104,2.444961754998134,2.4092286050716063,53640.00681935692,0.11093284734152034,0.13732821291389213
41,41,65.1488,22.767,62,34.4865,0,122,118,22,135,21,0.99471,64.13029,0.0,0.0,0.57143,5.207,19.34868,0.0,0.0,125.0,34.36702,0.01718,2.91,5.271,-1.0,2e-06,0.10334619954853956,367.6829301862682,7.506729373439518,13.28149112654321,0.04130926501303904,0.528173,0.1562668312562623,88.07574087291736,70083.23801842897,0.2673305565774956,0.05970544770211034,0.2066900498074736,81.2420700681258,0.21436533929335713,43.880359602563175,0.04029900031312965,81.40146320523968,3.7444959557184263,2.39711127102702,56261.70051790702,0.11297402922753093,0.13879076700507906
42,42,67.2375,23.1978,63,34.954,0,122,118,22,135,22,0.98927,65.95552,0.0,0.0,0.46429,4.978,19.67512,0.0,0.0,124.0,34.65678,0.01752,2.92,5.774,-1.0,1e-06,0.10416974455088134,367.586947847415,7.504019166999337,13.46556712962963,0.04138406299875869,0.5357984509803921,0.15489650775637287,88.41677297197835,70427.64828932875,0.272444303816473,0.05972103455832459,0.21003418409080937,80.94294996866127,0.21424354413854574,44.15023087866513,0.04044922182457384,80.9205616388237,4.312265005268042,2.3948936449837808,65094.31145412122,0.11472743606310376,0.14014599290406637
43,43,67.768,23.8394,64,33.8249,0,122,118,22,135,22,0.96722,66.5878,0.0,0.0,0.32143,4.821,20.06493,0.0,0.0,123.0,34.92164,0.01671,2.92,6.019,-1.0,2.3e-05,0.10438454799672169,367.6134095515312,7.488275343382664,13.698109567901234,0.04138870542074446,0.5416105882352942,0.15332337752943712,88.47243383997022,70865.21222047007,0.274569532359541,0.05979596047084328,0.21663347268079797,81.4069183182732,0.21420352047133354,44.39742985478154,0.040664228362940404,81.3587795418702,3.3767241434165,2.401981515834515,62118.603922565155,0.11786699407230988,0.14149376529199617
44,44,69.0966,24.7069,66,36.8778,0,122,118,22,135,22,0.95985,67.88754,0.0,0.0,0.71429,4.708,20.63434,0.0,0.0,122.0,35.1803,0.01679,2.92,5.467,-1.0,4.1e-05,0.10609698856359563,367.74721461646425,7.457686202441368,13.666666666666666,0.041458377618728955,0.5448876470588234,0.15191705887149196,87.70537902375139,72109.54660772148,0.27360680948235344,0.0600888682439295,0.22025847655372213,81.90878422372526,0.21448801624825264,44.61032387062355,0.04078852497434952,81.31374879684009,5.510494247496583,2.3959228488122206,61768.70997665073,0.12010953419924215,0.1428475861080872
