,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0,blockiness,noise,cubrow.0.3,cubcol.0.6,cubrow.0.5,contrast,blur,color_fulness,cubcol.1.0,temporal,cubcol.0.5,cubrow.1.0,movement,staticness,cubrow.0.6,saturation,cubcol.0.3,fft,tone,uhdhdsim,cubcol.0
12,212,70.597,18.0468,52,22.0576,0,133,125,3,129,4,1.00287,71.37502,0.0,0.0,6.28571,8.441,15.78763,0.0,0.0,130.0,64.54451,0.0,0.32,2.816,-1.0,1.03383,0.14510545281333856,1.59893895864484,0.2983815430799142,0.20501479297150377,0.16585487979699887,0.23398588702906312,91.2295219639592,42663.11614175386,100.59968180375716,0.20227240715438174,5.891226387935662,0.16422930534206598,0.1638539874399895,11.683545524691358,311.3377889377775,0.23204816501014658,15.922517376181519,0.15600729601642532,64281.88566940626,0.42866490710649724,95.49906208986279,0.19765770809976163
13,213,70.6554,18.6804,52,20.8112,0,133,125,3,129,4,1.00253,71.42539,0.0,0.0,6.17857,8.396,15.57231,0.0,0.0,131.0,64.51069,0.0,0.32,2.763,-1.0,0.995563,0.14567805782415102,1.9064337055156977,0.29838154307991577,0.20586773700335687,0.16633643140046128,0.23302148191597002,90.07878791814629,42855.31194514673,102.72079439487479,0.201409101232213,5.864782425956362,0.16292958177789998,0.1640191641451856,10.095630787037036,310.1783734301932,0.22980996799388356,15.895446023823304,0.15466332080650594,64259.97964818384,0.4564045063037326,95.50697298028803,0.19609796657522183
14,214,70.5473,19.0109,52,22.8999,0,133,125,3,129,4,1.00353,71.31567,0.0,0.0,5.25,8.449,16.11943,0.0,0.0,131.0,64.47181,0.0,0.32,3.044,-1.0,1.020965,0.1458664137294898,1.919237798364583,0.2983815430799118,0.20583283886011555,0.16658448090941003,0.2319930748987994,91.76653267903069,42639.23676667666,102.35500398540853,0.20034910616053064,5.9263744856997596,0.1623624989170054,0.16443892901192578,10.014515817901234,309.049019574527,0.22771828878753708,15.878276872046198,0.15266249818414512,64253.13015103378,0.4565587992772044,95.50316449881414,0.19559184167244964
15,215,70.4124,18.8939,52,22.8204,0,133,125,3,129,4,1.00288,71.2297,0.0,0.0,5.17857,8.449,16.41081,0.0,0.0,131.0,64.4071,0.0,0.31,2.603,-1.0,0.999381,0.1453166549856239,1.563093436957109,0.29838154307991255,0.20715059910746064,0.1661585239954117,0.232238229315133,92.07845370016136,42369.565322498354,103.16468568919377,0.19980918230469152,5.9331287650916895,0.16198828632711404,0.16438053135030214,11.175250771604938,307.8930295414074,0.2261820124054144,15.93616118254485,0.15174386720229385,64313.77511828315,0.46581639847751194,95.51127808006623,0.19571127708455163
16,216,70.7176,19.1899,51,23.3647,0,133,125,3,129,4,1.00651,71.48118,0.0,0.0,5.57143,8.456,16.30774,0.0,0.0,130.0,64.34911,0.0,0.31,2.553,0.44882,1.027372,0.14346842081427674,1.202057779332715,0.2983815430799154,0.2085270393542924,0.16677672137138969,0.2335668936255706,91.97438904955841,42941.356786280056,103.12903211638252,0.19990107792434286,5.925949440238359,0.16152078891807398,0.16473836928023416,13.085407021604938,306.75583104500794,0.22502966171223793,15.906598503206984,0.15138975650999498,64453.64815355625,0.47836556086428417,95.49810214952308,0.19700511937339324
17,217,70.5834,18.7792,51,22.9749,0,133,125,3,129,4,1.00516,71.35158,0.0,0.0,5.96429,8.379,16.56462,0.0,0.0,130.0,64.28571,0.0,0.31,2.845,-1.0,0.999036,0.1410164716424603,1.9714619244544358,0.29838154307991577,0.20874499660930498,0.16633305791377503,0.23499811681634547,92.06263218690951,42762.80515866932,104.0268889850022,0.19985386184776052,5.9373119555451055,0.16169413042687714,0.16508569366562065,12.997444058641975,305.59434560276503,0.224243058853086,15.952740327811535,0.15209281209992795,64345.42763313015,0.4868364264083057,95.48736605130848,0.19544141650627536
18,218,70.6085,18.8405,51,23.5429,0,133,125,3,129,4,0.99337,71.38432,0.0,0.0,8.60714,8.415,16.20599,0.0,0.0,130.0,64.24462,0.0,0.31,2.891,-1.0,1.012208,0.13793576669396573,1.188074912223476,0.29838154307991854,0.20787909536092594,0.16634974809760755,0.23594363631694018,90.67859286411276,42822.618758873185,104.87883330621318,0.20120111712094305,5.911384384564938,0.16150043779434145,0.16524732019232496,12.748119212962964,304.46304196057235,0.22374780934238653,15.962459611304011,0.15329220946716154,64336.50496289508,0.48722678481199666,95.48827494526319,0.19425831470496344
19,219,70.6168,18.9762,52,21.8116,0,133,125,3,129,4,0.98996,71.38022,0.0,0.0,5.35714,8.431,16.26022,0.0,0.0,127.0,64.16686,0.0,0.32,2.798,-1.0,0.995625,0.13544665571979164,1.448125411114054,0.30059916912314133,0.20669965685646519,0.16673346305401215,0.2370410232099024,92.41642321453699,42909.35650263698,104.75289343438594,0.20139145929040328,5.925366595962945,0.1614831928502645,0.1655917942269169,12.576919367283951,303.34762479361336,0.2229139005996359,15.96133366337529,0.15470708768967578,64399.91292845206,0.48246693325028833,95.48395502143654,0.19365494639955394
20,220,70.6708,18.7907,52,22.3493,0,133,125,3,129,4,0.99936,71.42564,0.0,0.0,5.28571,8.399,16.37447,0.0,0.0,129.0,64.08965,0.0,0.32,2.825,-1.0,0.988017,0.13326845317079164,1.301432505015972,0.29838154307992265,0.2058542380215892,0.16592644125745235,0.23773013927234457,91.8614881145141,42963.6179754771,105.05031889403374,0.20207569102457099,5.940896499831302,0.16184288815703665,0.16664821628411486,14.491271219135802,302.22059494229046,0.2219407169429335,15.974200590157213,0.15558371849992614,64482.10435257342,0.4988198385236447,95.49503571653872,0.19417758851978048
21,221,70.5449,18.8886,52,21.7361,0,133,125,3,129,4,1.00302,71.31284,0.0,0.0,7.07143,8.445,16.21576,0.0,0.0,130.0,64.02142,0.0,0.32,2.625,-1.0,0.962688,0.13164448804530612,1.238892147417742,0.298381543079921,0.20459211733109695,0.16627406253526444,0.23833204634503574,91.9250042897363,42679.865769005395,106.11653810687008,0.20228045355783864,5.929897856886491,0.16223029953788717,0.16850557018328227,15.049672067901234,301.10122362080523,0.2211099756727429,15.956121562439717,0.1551557156469971,64467.17307049109,0.4988848258239136,95.50489239986534,0.1950631136589622
22,222,70.5924,18.5596,52,21.654,0,133,125,3,129,4,1.00922,71.35958,0.0,0.0,8.17857,8.404,16.30276,0.0,0.0,129.0,63.98186,0.0,0.32,2.908,-1.0,0.93597,0.13008511854933125,1.5966728102330823,0.30059916912314527,0.20269820299518096,0.16565713848444685,0.23825917306035432,90.36531310339477,42837.56233613217,106.15695742681156,0.2017907898896361,5.937276122051728,0.16276505580172718,0.1697325024666042,15.130690586419753,299.9897367745165,0.22048615149135425,16.034253532503858,0.15399596543843544,64466.50996996085,0.52635842486736,95.49907760273014,0.19654020222648366
23,223,70.5457,18.3854,52,21.8135,0,133,125,3,129,4,1.0065,71.31275,0.0,0.0,8.14286,8.389,16.01733,0.0,0.0,129.0,63.88867,0.0,0.31,2.938,-1.0,0.936949,0.12875784576156088,1.7449049908865921,0.2983815430799177,0.20099010549705576,0.16529832421355625,0.23805849378502028,92.00929722141508,42732.00702786902,106.91214874839449,0.20120470093125975,5.912055222897578,0.1630978576802918,0.17084758110097853,14.998119212962964,298.8658756352342,0.2194439500251016,15.903981903452932,0.15323113676445113,64418.48641786651,0.5334715129504037,95.5197218160341,0.19708698349270867
24,224,70.5862,18.1761,52,22.1462,0,132,125,3,129,4,0.99945,71.36461,0.0,0.0,8.75,8.433,15.86643,0.0,0.0,129.0,63.85453,1e-05,0.31,2.723,0.4339,0.945242,0.12693485701121426,1.3240118669052883,0.3028167951663689,0.19929625835315065,0.16534867204023673,0.23814771577211075,89.7796114425553,42826.917760871336,107.22702476608463,0.20031962389748195,5.9047435452250205,0.16339692234143777,0.17127247086263206,15.522762345679013,297.77782889336584,0.21833676584823392,15.974246931664737,0.15215974940236662,64316.734840603676,0.5408351087612436,95.50569336995889,0.1964383139401377
25,225,70.4464,18.1519,52,22.1599,0,132,125,3,129,4,0.99747,71.21979,0.0,0.0,7.17857,8.385,15.68596,0.0,0.0,129.0,63.78724,0.0,0.32,2.626,-1.0,0.889347,0.12523479728983594,1.1753266179288748,0.30059916912315526,0.1972120919814293,0.1647290268285347,0.23842263517032083,89.81510922234209,42471.00616167029,107.97358381127705,0.20008880691221373,5.874610887538826,0.16406714531470026,0.17160891838223244,16.53708526234568,296.7052924956346,0.21730495034566927,16.010157267252602,0.15172697444077124,64395.872399581975,0.5477653443014235,95.51924769348526,0.19566356774094346
26,226,70.5296,18.4333,52,22.2221,0,132,125,3,129,4,1.00018,71.2954,0.0,0.0,6.57143,8.43,15.65974,0.0,0.0,130.0,63.72651,0.0,0.31,2.748,-1.0,0.926699,0.12375181292217297,1.495339917485178,0.2983815430799209,0.19524731425711675,0.16467709121725255,0.23922047058904905,89.94178802452369,42615.31953577631,108.36767016914978,0.1995609345620863,5.871066904837676,0.16425367349771286,0.17210585117162283,16.644193672839506,295.64136195429774,0.21638142691224524,16.016002890504435,0.151567000982828,64373.903987923964,0.578381044991926,95.52481629495213,0.1951135303762464
27,227,70.2764,18.5393,51,22.3057,0,132,125,3,129,4,0.99935,71.04061,0.0,0.0,8.28571,8.415,15.90967,0.0,0.0,130.0,63.62542,0.0,0.32,2.813,-1.0,0.91057,0.12233313751443582,1.3822339460390112,0.3028167951663754,0.19359725003660827,0.16456341174562467,0.23993539455416424,89.90620443265648,42209.9515680411,108.57500319653917,0.1995068650895717,5.894226472018742,0.1651907408927067,0.17289847541969217,16.565827546296298,294.58017515938315,0.21578844391737476,15.991937896351754,0.15155834671185286,64345.23027672584,0.5675574812456745,95.54242114207327,0.1941758677616274
28,228,70.3857,18.0853,51,22.0697,0,132,125,3,129,4,0.99844,71.14053,0.0,0.0,6.5,8.429,15.99357,0.0,0.0,132.0,63.58409,0.0,0.32,2.82,-1.0,0.920116,0.12080044699172758,1.1259577934202594,0.3066578361454338,0.19256267088251705,0.1640072707577739,0.24089599100645032,91.91194507335241,42391.36824905481,108.8841861787972,0.19936110214920574,5.9089904533453375,0.16525218733271638,0.17356072794433797,16.625530478395063,293.5482933718347,0.2148520903454753,15.999519065574363,0.15134935158434873,64311.9146851115,0.6005077036093818,95.51368606272511,0.19265380729444875
29,229,70.2562,18.6632,51,22.7677,0,132,125,3,129,4,0.99208,71.01123,0.0,0.0,6.10714,8.435,15.6053,0.0,0.0,130.0,63.49395,0.0,0.32,2.887,-1.0,0.876665,0.11922139155541031,1.9049009667523014,0.3044402101022124,0.19192743707578255,0.16411819212805495,0.24191972331175532,89.73786551820217,42133.41276083456,110.1535512272302,0.19902863349954852,5.870595836853451,0.16544120753199515,0.17427146992548234,17.19111689814815,292.498451805352,0.2136481114174483,16.002804979865935,0.15130706623536808,64259.47801482525,0.597783703587889,95.53385621568663,0.19128864859678615
30,230,70.4226,18.4925,51,23.0991,0,132,125,3,129,4,0.99323,71.16628,0.0,0.0,7.64286,8.446,16.10378,0.0,0.0,131.0,63.44114,0.0,0.32,2.835,-1.0,0.894924,0.1177546592777895,1.4830326437390837,0.3028167951663668,0.19164803927363502,0.16375571132774533,0.24282682069183734,91.94048695077082,42539.11359178153,110.02384621909893,0.19892017719900076,5.912537234307105,0.16583306720691532,0.17432096743859143,17.811149691358025,291.4603113359817,0.21291737169465255,15.985043937777297,0.15088470776821025,64186.66885869546,0.635011012908881,95.52302480277342,0.1893514689315094
31,231,70.2848,18.8247,51,22.1926,0,132,125,3,129,4,1.00091,71.00275,0.0,0.0,8.46429,8.427,15.95301,0.0,0.0,134.0,63.3405,0.0,0.32,2.902,-1.0,0.918682,0.11631926119124951,1.340234617743865,0.3005991691231509,0.19143188812935907,0.16362689870442246,0.24360136864379917,92.7704310070182,42252.33100842013,111.30547529817105,0.19866934951767873,5.903141532909551,0.1660455034630238,0.1745854344338411,17.96069637345679,290.42757759936023,0.2125893558797334,15.938972567334586,0.15085853149282247,64124.17102414555,0.6910521375749321,95.545698962696,0.1884352977738142
32,232,70.3329,18.9446,51,22.3281,0,132,125,3,129,4,1.00567,71.01622,0.0,0.0,7.21429,8.413,16.2445,0.0,0.0,133.0,63.28207,0.0,0.32,2.852,0.4276,0.885945,0.11489456902646328,1.2959093372876835,0.30887546218865364,0.19111159765906238,0.1634541058422052,0.24400156716866717,91.73635514361844,42316.06457945207,112.01487261128182,0.19867468954883033,5.926082020151923,0.1663775811611454,0.17480771391434713,18.021363811728396,289.4063121917672,0.21219072389016105,15.980419771170912,0.15078205285764704,64152.43396797642,0.7042675260530553,95.5310490414076,0.18790547866479912
33,233,70.3195,18.4155,51,21.8064,0,132,125,3,129,4,1.0015,70.98459,0.0,0.0,7.17857,8.404,16.34143,0.0,0.0,131.0,63.18798,0.0,0.31,2.416,-1.0,0.911649,0.113593291135092,1.1933219164599222,0.3028167951663714,0.19141472225619063,0.16329013182219335,0.2444795958632147,92.61813749122187,42384.64308659026,112.23164847591626,0.19814689026486504,5.9253793195894655,0.16673585944266908,0.1749496041059648,18.28443287037037,288.4025342131703,0.21133438258831677,15.993060453438465,0.15063846845010623,64109.69517022278,0.7357256469450195,95.54460435049884,0.18719567676983329
34,234,70.3379,18.4609,51,20.7657,0,132,125,3,129,4,1.00169,71.0481,0.0,0.0,6.96429,8.396,15.89028,0.0,0.0,132.0,63.14443,0.0,0.31,2.342,-1.0,0.892802,0.11226243153912625,1.3291958358084737,0.30887546218865286,0.191814621004965,0.16341540236689023,0.24508936355142688,92.70686236858721,42373.01294752922,112.51181740774167,0.19844770931423045,5.883733548797994,0.16715724169078303,0.17515157316708452,18.58719135802469,287.4002947785152,0.21067809791163197,16.035932752821182,0.1506002770136839,64181.78111241567,0.7623855804752022,95.52847457384551,0.1860237217960283
35,235,70.2209,18.1132,51,21.7095,0,132,125,3,129,4,1.00267,70.90092,0.0,0.0,5.92857,8.395,15.92945,0.0,0.0,131.0,63.03799,0.0,0.32,2.506,-1.0,0.889253,0.11094680633468328,1.1335559523096743,0.3044402101022153,0.1920195760717833,0.1632319492524076,0.24595833144566331,88.04912813800655,42168.88000153477,112.48310741335095,0.19850172637189936,5.890591915042825,0.16746048582213013,0.17518381775784914,18.853443287037038,286.39095719100874,0.2101044820614824,15.975831208405673,0.15054096118892374,64280.705332076686,0.785501568627451,95.53893887277154,0.18537348282264177
36,236,70.3935,18.9111,51,20.9886,0,132,125,3,129,4,1.0007,71.02466,0.0,0.0,5.92857,8.4,15.62831,0.0,0.0,130.0,62.97198,0.0,0.31,2.517,-1.0,0.863697,0.10977059717888303,1.6206041456737104,0.3044402101022072,0.19208929017805237,0.1632432086756685,0.24690435280539091,92.60589972266514,42466.95009063308,113.2663061825631,0.19873489548592124,5.862704153679423,0.16780062252451217,0.17537665967511593,18.758439429012345,285.39553510349464,0.2092532206367035,15.974146525065105,0.15038085421764003,64378.98545031061,0.7851250980392157,95.5416972088721,0.18526259346115334
37,237,70.353,19.0772,51,22.2126,0,132,125,3,129,4,1.0019,70.96405,0.0,0.0,7.39286,8.382,16.32001,0.0,0.0,129.0,62.92022,0.0,0.31,2.701,-1.0,0.861526,0.10874422457899438,1.6645016873101575,0.30444021010221134,0.1920882397487001,0.1630239942796717,0.24777598918489555,92.14085023401974,42429.79650459743,114.215836488441,0.19928884015760362,5.9059030397578125,0.16785819716455308,0.17621232461927563,18.675250771604937,284.42341612371894,0.20874245194805577,15.943327727141204,0.15018000539877266,64457.86248142921,0.7846113725490196,95.53918311579787,0.1850591009598489
38,238,70.3767,18.5882,51,22.6911,0,132,125,3,129,4,1.00273,71.00699,0.0,0.0,8.25,8.383,16.45898,0.0,0.0,129.0,62.85103,0.0,0.31,2.393,-1.0,0.859051,0.10778908344183077,1.061548054713631,0.3066578361454326,0.19219846603334292,0.16260708046054048,0.24834169928912422,89.73393604517256,42462.90547123937,114.33315610950642,0.19956206549103375,5.91905583663229,0.16793955612131,0.17744182870807093,18.82518325617284,283.4444928520104,0.20916520546214645,15.977083936149691,0.15041164200254312,64421.945705415645,0.7850156862745098,95.53650881875785,0.18522887262063362
39,239,70.1993,18.506,51,21.9017,0,132,125,3,129,4,1.0032,70.82979,0.0,0.0,6.96429,8.412,16.0425,0.0,0.0,129.0,62.77092,0.0,0.31,2.247,-1.0,0.858188,0.10691565243727613,1.6248850980634415,0.308875462188664,0.19267683212033068,0.16235526121293534,0.24848539014970808,90.47120580954063,42217.56921504621,115.20821678293423,0.20051494024409164,5.877435823955199,0.16768176417973826,0.17846803403963718,19.034095293209877,282.487803823557,0.20971185630430636,15.951051688488619,0.15046781784518276,64480.896695102405,0.7843137254901961,95.55014935355743,0.18519344537024404
40,240,70.1747,18.474,51,22.4391,0,132,125,3,129,4,0.99908,70.77494,0.0,0.0,8.17857,8.414,15.96884,0.0,0.0,128.0,62.70972,0.0,0.31,2.256,0.42464,0.845209,0.10609444160085639,2.4766012808106854,0.30665783614543624,0.19282326316975698,0.16198215055789103,0.24845045398450402,89.51574562988779,42122.13011087903,115.16650026727203,0.2012746749694275,5.882019818923238,0.16754227790933862,0.17882487945894904,19.257908950617285,281.53619491623095,0.21025663364273173,15.975640190972223,0.150505623197563,64417.976804859725,0.7840160784313726,95.57225063126835,0.18517819301864205
41,241,70.0495,18.5013,50,22.2898,0,132,125,3,128,4,0.99958,70.61617,0.0,0.0,7.46429,8.388,15.94247,0.0,0.0,128.0,62.60737,0.0,0.31,2.482,-1.0,0.821782,0.10518271273569149,1.7799304226870574,0.30665783614543596,0.19247293602246696,0.16162634237138726,0.24858573523162936,91.85638601288733,41892.18615335617,115.85154481060937,0.20227305431038273,5.868139655325467,0.16727445698510665,0.17858299134337757,19.30975115740741,280.6034479070246,0.2109214648410469,15.89226296507282,0.15040494558742826,64508.3865317808,0.7836222745097998,95.57682399520101,0.18506137517393392
42,242,69.8881,18.6425,50,22.4253,0,132,125,3,128,4,1.00013,70.45646,0.0,0.0,7.92857,8.447,15.96306,0.0,0.0,129.0,62.55411,0.0,0.31,2.377,-1.0,0.860734,0.10437601257277607,1.7370635772948948,0.30665783614542624,0.19204776265590398,0.16125356918727168,0.24892729623451382,92.30662963432081,41581.68019356779,116.8654285145212,0.20315314203321244,5.859740533865676,0.16742643284217565,0.17831024371431506,19.33839699074074,279.67783415764666,0.2114791291510255,15.931622728889373,0.14998009395572479,64521.463130265976,0.7831607843137255,95.58608203006649,0.18503739172629155
43,243,69.9552,18.422,50,22.9924,0,132,125,3,129,4,1.00181,70.49295,0.0,0.0,5.64286,8.436,16.08913,0.0,0.0,130.0,62.47976,0.0,0.31,2.292,-1.0,0.849432,0.1036201691330538,1.3756333816717705,0.3066578361454393,0.19188024021789987,0.1607291156470381,0.24941552787875151,92.21703657758957,41568.86360299033,116.8565046197501,0.20393176728010956,5.873274087613352,0.16755874555517375,0.1775061987853701,19.58318865740741,278.747984038192,0.21170070341081562,15.923172373830536,0.1497466251953751,64588.93636635462,0.7833027450980392,95.59521055748475,0.18557991278600275
44,244,69.9734,18.5145,50,22.0897,0,131,125,3,128,4,1.004,70.4834,0.0,0.0,5.28571,8.403,15.89606,0.0,0.0,131.0,62.43482,0.0,0.31,2.462,-1.0,0.87396,0.10286680928862385,1.6924176427386928,0.3044402101022093,0.191838149339528,0.16044897422593657,0.24977904000531415,88.48354833952698,41694.24259655742,116.90495475135236,0.2044084885028982,5.855823913640311,0.16776807815062614,0.17692581914699373,19.65798611111111,277.83651527685265,0.21178103282083222,15.945996319806136,0.14973008455470965,64501.94814464506,0.7834505882352941,95.59797009251659,0.18549932892744328
