,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,movement,color_fulness,cubcol.0.6,uhdhdsim,tone,cubcol.1.0,temporal,cubcol.0.5,staticness,noise,cubrow.0,cubrow.0.6,blur,cubrow.0.3,cubrow.0.5,cubrow.1.0,cubcol.0,cubcol.0.3,fft,saturation,blockiness,contrast
10,10,32.6611,10.435,22,11.1138,0,108,122,7,136,6,1.00219,33.06156,0.0,0.0,7.75,8.521,8.81516,0.0,0.0,124.0,44.07548,0.0,0.39,1.642,-1.0,1.160281,6.328269675925926,64.67171003473331,0.08305057964952468,100.65966094547943,0.6610098039215686,0.10659309083645398,4.972205733988801,0.08116998041215787,604.2200759621321,0.3314867153420101,0.055895558278848005,0.1359702720391561,6790.019414811145,0.0648642493303079,0.10367312898481656,0.1275113648460445,0.048305562900965035,0.12195577533450283,63614.477081639874,49.75933950918692,1.1123676099621325,88.47152588961708
11,11,32.2974,10.6862,22,11.9181,0,108,122,7,136,6,0.99683,32.71061,0.0,0.0,7.75,8.489,8.976,0.0,0.0,125.0,44.06234,0.0,0.39,1.577,-1.0,1.172036,7.069251543209877,64.31174523642856,0.0824220090207924,100.71797095089538,0.6571917647058824,0.10513239506261252,5.00197397055493,0.08092997203747955,603.0065086284444,0.3314867153420094,0.05888441080795965,0.13409281358789654,6621.525024991317,0.0642986057411854,0.10332862661209226,0.12588783690596084,0.048142420318938235,0.12167000499901125,63609.39186461081,49.66701743043499,1.1622493065063648,88.06982469854937
12,12,32.1476,10.7625,22,11.6138,0,108,122,7,136,5,0.99628,32.578,0.0,0.0,6.10714,8.523,9.19778,0.0,0.0,125.0,43.99669,0.0,0.4,1.62,-1.0,1.193558,6.4780092592592595,64.16734657625011,0.08176421805766707,100.75408288572231,0.6582411764705883,0.10394953131397928,4.9876651961410055,0.08044935385363174,601.5845507881642,0.3314867153420093,0.06015077185533932,0.13311543635587494,6524.574998215356,0.06366171086827467,0.10244675743603092,0.12510775121421938,0.04799124421375603,0.12123652712670525,63619.42351356908,49.60504979263117,1.2771747144113759,92.68609240476131
13,13,31.7655,10.5482,22,12.0443,0,108,122,7,136,6,1.0018,32.2415,0.0,0.0,9.25,8.49,9.25914,0.0,0.0,125.0,43.9392,0.0,0.39,1.551,-1.0,1.15701,5.920910493827161,63.97274627841771,0.0817993730204123,100.80366687262415,0.6555760784313726,0.10311607286092007,5.029168888146839,0.07979441265695866,599.9521391269035,0.3314867153420103,0.06044066937430484,0.13213207156506968,6331.259033814576,0.06311788486155785,0.10211525372083483,0.1239265234190214,0.04866156937849091,0.11951225747793434,63676.32394192412,49.71540568787375,1.24169128541537,91.53725978222458
14,14,31.5749,10.0512,22,12.1135,0,108,122,7,136,5,0.99667,32.11689,0.0,0.0,8.75,8.513,9.06915,0.0,0.0,124.0,43.8311,0.0,0.39,1.713,-1.0,1.1531,5.703269675925926,63.929303294633236,0.08176740353670295,100.82615221857581,0.6503980392156863,0.10221186944567458,5.035085076324236,0.07921988433955489,598.0997541853642,0.33148671534201096,0.060527367539937295,0.13138445584374286,6247.069058554185,0.06278230344209415,0.10212166772600689,0.12320615315327145,0.05021954105420814,0.1187351873637943,63789.437148243465,49.52543809678819,1.284600263023299,89.65959714813523
15,15,31.6686,9.45581,22,12.3424,0,108,122,7,136,5,1.00007,32.24382,0.0,0.0,8.03571,8.402,8.63238,0.0,0.0,124.0,43.73394,0.0,0.4,1.617,-1.0,1.172839,7.789641203703703,63.912905003282546,0.08153326598915472,100.81364034931005,0.6477917647058823,0.10117782360742333,4.918117903497817,0.07853944659227734,596.1371766359613,0.33148671534201096,0.06106254529347104,0.13069052573567475,6307.087868279595,0.06242906810019071,0.10242386322516718,0.12278375418808825,0.05241539261251235,0.11785160366192898,63925.68356491179,49.44335108627508,1.405847010485861,89.36758975586984
16,16,31.8528,9.20292,22,12.1857,0,107,122,7,136,5,1.00119,32.40577,0.0,0.0,6.35714,8.339,8.12235,0.0,0.0,125.0,43.73285,0.0,0.4,1.722,0.25939,1.121047,7.287181712962963,63.87229208484397,0.08174192283513877,100.7861893856098,0.6484495294117613,0.10031527413988052,4.8547881331366085,0.077919843022585,594.3684637855962,0.3314867153420125,0.06293015441507205,0.13007041932238442,6436.728548155642,0.06208315998584303,0.10165095657931417,0.1223268119164904,0.0549642725350698,0.11712669277259576,63939.192626768134,49.63092154043692,0.9618380904677053,89.28179567596695
17,17,31.6123,9.00688,22,12.2333,0,107,122,7,136,5,0.99431,32.1911,0.0,0.0,6.60714,8.293,7.90604,0.0,0.0,125.0,43.73063,0.0,0.4,1.666,-1.0,1.05397,6.473813657407407,63.62163719959089,0.08296545332885237,100.80338611987995,0.6488159019607834,0.09951254389458217,4.870248538514569,0.07726088293446803,592.7802737725239,0.33532775632106904,0.06345583533119056,0.12980653732531283,6306.11035833524,0.061911331270813864,0.10059382191081333,0.12233819839760744,0.05642698111023542,0.11640076366100661,63941.80690987251,49.51290271900318,1.1456091690612131,91.6257796815525
18,18,31.4684,8.76366,22,11.3977,0,107,122,7,136,5,0.99298,32.03511,0.0,0.0,7.92857,8.296,7.73378,0.0,0.0,125.0,43.77496,0.0,0.4,1.583,-1.0,1.075781,5.823929398148148,63.50244051516279,0.08479522097109926,100.82695328155589,0.6469670588235293,0.09966085462827717,4.785244253358486,0.07674393572101776,591.1591140890121,0.33148671534201607,0.06381992951332258,0.1292174032123381,6256.807416815179,0.061543771087715964,0.09944043631998228,0.12196043016324608,0.05861122897459499,0.11547797871913369,64016.36864615785,49.460155534155575,1.198243586781901,89.51342473947449
19,19,31.3288,8.77287,22,11.0492,0,107,122,7,136,5,0.99463,31.86568,0.0,0.0,6.71429,8.289,7.51964,0.0,0.0,125.0,43.75018,0.0,0.4,1.54,-1.0,1.112769,5.503520447530864,63.35955365727148,0.08593806706759262,100.8610699478291,0.6462462745098039,0.09990164945978464,4.658646985702728,0.076240987450404,589.6550351014276,0.3314867153420107,0.06461421557589714,0.12856309550713108,6176.665013898404,0.061250658516530915,0.09847262684796837,0.12162490993428199,0.06062470755929539,0.11455237252823594,64160.89732407802,49.41854500476225,1.3330359800278841,91.60026688029275
20,20,31.6244,8.7152,22,10.9017,0,107,123,7,136,5,1.00211,32.14203,0.0,0.0,4.67857,8.303,7.53218,0.0,0.0,125.0,43.77181,0.0,0.4,1.678,-1.0,1.074061,7.146412037037037,63.1130055083671,0.08678422564327268,100.8219167164124,0.6464086274509804,0.10049234563200678,4.6644299058352905,0.0757975632419655,588.2157036018713,0.33148671534201396,0.06516677712359395,0.12805000438282182,6317.489793161716,0.060868722680935315,0.0974228921413337,0.1216831323318814,0.06204121161159507,0.11358825186466155,64154.10733840573,49.45360009464217,1.1425818200780178,91.02192418055941
21,21,31.6483,8.91401,22,10.6778,0,107,123,7,136,5,1.00034,32.18303,0.0,0.0,4.39286,8.257,7.48409,0.0,0.0,125.0,43.75094,1e-05,0.4,1.539,-1.0,1.084245,7.127025462962963,63.21620739059314,0.08706590119855978,100.81529755305881,0.6468117647058823,0.1008073484327461,4.651196697919432,0.0753672034070385,586.9244204010292,0.33148671534201685,0.06564872730023082,0.1275361294268951,6311.112388798151,0.060723496513901215,0.09646699707054202,0.12135002649756842,0.0629475551845399,0.11274525916378976,64121.90203084931,49.731466034312305,1.0817130751180732,94.57139590077787
22,22,31.4503,9.74774,22,11.6543,0,107,123,7,136,5,1.0075,31.96047,0.0,0.0,6.0,8.257,7.65905,0.0,0.0,125.0,43.62383,0.0,0.39,1.803,-1.0,1.102152,6.96532600308642,63.25036182201532,0.0869500944973033,100.86180105278173,0.6456270588235294,0.10135341175368037,4.711490989526883,0.0751160748000596,585.7473779816123,0.3314867153420102,0.0656144863248138,0.12706690999962972,6228.632049810998,0.06056299356687677,0.0956225540133126,0.12113367284965228,0.062104512364729046,0.11195304812179901,63865.60657074064,49.44946232548467,1.3907956971884168,89.29686302884024
23,23,31.1471,12.3993,21,12.4437,0,107,122,6,136,5,1.00753,31.57914,0.0,0.0,7.89286,8.251,8.36702,0.0,0.0,125.0,43.33666,0.0,0.39,1.615,-1.0,1.139707,7.682966820987654,62.656933824769766,0.08734341454186825,100.93304977123667,0.6431580392156862,0.1020042676023983,5.250626646659727,0.0749369347493499,583.8711948430046,0.3314867153420098,0.06610788575745624,0.1266010931748321,6087.307146901253,0.06023261166559416,0.09485680943412196,0.1207338519212518,0.0609936640742406,0.11143739415715938,63991.87369518018,50.053709618839214,1.4315648586663716,90.1875314336918
24,24,30.9692,14.9226,21,12.3821,0,107,120,6,137,5,1.01206,31.30394,0.0,0.0,11.35714,8.265,10.66038,0.0,0.0,123.0,42.7554,0.0,0.39,1.513,0.2473,1.351288,11.099729938271604,61.298054376129706,0.08707288740927778,101.00601877000403,0.639376862745098,0.10373833394144623,6.037344545430269,0.07472042423628193,579.6502716177073,0.32321042227648994,0.06663247130043846,0.12627011636438448,5960.022565253965,0.06015532603148951,0.09424863310452634,0.12022232347137231,0.060566474416732685,0.11100702910942425,63926.19351547809,52.59341298797984,1.074885718557223,95.19080549987716
25,25,30.8359,17.3426,20,14.4365,0,108,120,6,137,5,1.01157,31.15689,0.0,0.0,11.39286,8.285,12.87335,0.0,0.0,127.0,41.94105,0.0,0.39,1.471,-1.0,1.367803,14.817611882716049,61.363351706204696,0.08732254657047692,101.04739466385931,0.6328070588235293,0.10274376409414253,5.399578056717619,0.07411516047113971,575.5582069399557,0.32321042227648733,0.06750835123696548,0.12490722379454391,5885.794190476393,0.05998697563097934,0.09361377296255305,0.11992380342262006,0.06057888421716793,0.11053423425669869,63766.369630862384,52.71313627266589,1.2873972474545337,88.7721584811625
26,26,30.5046,18.8221,20,15.8975,0,109,120,6,137,5,1.00624,30.88778,0.0,0.0,9.57143,8.444,14.9421,0.0,0.0,130.0,41.57594,0.0,0.39,1.638,-1.0,1.421682,17.07937885802469,61.41786647296602,0.08714561136225255,101.10290363905551,0.6350470588235294,0.1021922732742351,5.8103463254178145,0.0737677889061237,571.5652521100831,0.32321042227648666,0.0680562653595042,0.12353268368645058,5674.447752759451,0.05998581768415106,0.09286579520536574,0.11964854957278417,0.06064567587945914,0.11030189658139651,63812.99365237224,52.27776477955006,1.517959835403659,87.66649403723314
27,27,30.3795,19.1517,20,17.6298,0,109,120,6,137,5,0.99564,30.7563,0.0,0.0,5.67857,8.52,16.192,0.0,0.0,130.0,41.10247,0.0,0.39,1.611,-1.0,1.365486,18.404755015432098,60.72258605880787,0.08658223178931869,101.1359635268442,0.6273545098039216,0.10209041180543645,6.151586512571889,0.07407120264982575,567.6720822124122,0.32321042227648616,0.06733141124418644,0.12249375440137868,5552.378452885418,0.05970608914735804,0.09226825350226862,0.11920818723664216,0.061460785405754434,0.10995357837412016,63878.159855839505,51.7941308669102,1.2837273565479204,90.46335368798906
28,28,30.9244,21.6544,21,18.1757,0,109,120,6,137,5,1.00119,31.25978,0.0,0.0,6.96429,8.613,16.47969,0.0,0.0,130.0,41.0919,0.0,0.39,1.757,-1.0,1.294538,18.313850308641975,59.357067815453476,0.08650090984112647,101.0292821201937,0.6259517647058823,0.1021450567628346,6.2687636165429454,0.07327080580402472,563.7828595241882,0.3232104222764908,0.0670961367721243,0.12190382125805446,5816.160439486582,0.05948066258961104,0.09177813165112397,0.118126374349664,0.06310461360076462,0.10946799942308688,63977.68659585082,51.6134873378424,1.0426398894698625,90.89406632714761
29,29,30.3051,21.2606,20,20.0671,0,110,120,5,137,5,0.99882,30.69641,0.0,0.0,7.67857,8.446,18.64193,0.0,0.0,128.0,41.17514,0.0,0.39,1.71,-1.0,1.174047,17.83666087962963,60.79805848646923,0.08609969499478427,101.1411725514661,0.6327725490196079,0.1012160457094935,6.616805971960802,0.07271106045616398,560.1933834246664,0.33148671534200264,0.06657281864056522,0.12151678774790961,5625.228004713208,0.05926816089227093,0.09094463971163115,0.11762136950997756,0.06444135327129544,0.10813861619798139,63856.813987531175,52.24678284444927,1.3371367080430572,87.17197528436824
30,30,29.9178,20.8524,20,19.5735,0,111,120,5,138,5,1.00601,30.35877,0.0,0.0,6.17857,8.483,18.29632,0.0,0.0,129.0,41.7288,0.0,0.39,1.487,-1.0,0.939528,18.722704475308642,61.28553983790608,0.08594239404107928,101.168526076897,0.6355154313725455,0.10034430499223966,6.45508068480763,0.07237757580710154,556.8338796888199,0.33148671534200935,0.06626397628759455,0.12120127441465722,5472.046481704891,0.059362161834397936,0.09026537130389574,0.11733547565212263,0.06593075817188046,0.10653638618627766,63810.18144051496,52.273581799165704,1.0119240809371077,88.1373995820108
31,31,28.7153,21.5456,19,21.9229,0,111,120,5,137,5,1.0036,29.17866,0.0,0.0,4.0,8.577,17.97271,0.0,0.0,130.0,42.18786,0.0,0.38,1.814,-1.0,1.021207,18.103587962962962,61.86538747880821,0.0859234997818009,101.36135467922942,0.6474070588235294,0.09995198041266189,6.424845814770185,0.07196737141632543,553.4442842560419,0.32926908929878446,0.06587415058659936,0.12084470057738453,4935.240859311101,0.05906331567484188,0.08951560463555627,0.11685158371172386,0.06800498160184633,0.10501554700799527,63878.817662612244,51.191633059654706,1.1380349414826665,88.86374248208898
32,32,27.944,21.9751,19,22.126,0,112,120,5,137,5,1.00597,28.35477,0.0,0.0,3.67857,8.536,18.51592,0.0,0.0,129.0,41.85473,0.0,0.39,1.387,0.23418,1.013038,18.947145061728396,62.396245255909776,0.08585684868184616,101.50949435695975,0.6455486274509805,0.0996271038979154,6.563690123320831,0.07178763768708854,549.9677213267094,0.3232104222764904,0.06539955252597097,0.12024172410728941,4643.28408445216,0.0585499157684896,0.08868677965866238,0.11631278523769253,0.07004411610134573,0.10381915009651405,63957.52674645498,50.63525974603347,0.7816329135383403,89.85292596908968
33,33,27.95,23.221,19,20.6041,0,112,120,6,137,5,1.00207,28.25731,0.0,0.0,3.10714,8.76,18.90164,0.0,0.0,129.0,42.28434,0.0,0.38,1.372,-1.0,1.097014,18.787760416666668,62.09873588780785,0.08573245144358037,101.50566464819977,0.6591388235294118,0.09958474377226667,6.643672802763934,0.07191041509685481,546.4801741888539,0.3232104222764867,0.06502857115238866,0.11964361938759353,4596.495842153862,0.058278458662798016,0.08782114222648997,0.11602090426592232,0.0723272826409387,0.10306834252333896,63961.97933580453,50.1240044111087,0.6786643725641337,85.61971642045137
34,34,27.1931,26.6542,18,19.8383,0,113,120,5,137,5,0.9983,27.5023,0.0,0.0,3.32143,8.775,20.01429,0.0,0.0,130.0,41.8301,0.0,0.39,1.618,-1.0,1.130923,20.477478780864196,61.55507490952539,0.085744659588728,101.6537953429765,0.6468400000000001,0.09982012743567564,6.646045859928568,0.07205268360133474,543.0248503088557,0.3232104222764856,0.06445245668469787,0.11903072060935037,4293.094425046946,0.0578439658593207,0.08723261414136159,0.11572559572718617,0.0738499620886872,0.10169041202393808,64094.64849473661,49.37226905351804,0.7777649589714872,85.7796904954724
35,35,27.1244,29.0499,18,21.1842,0,114,120,5,137,5,1.00133,27.29851,0.0,0.0,5.03571,8.87,22.94592,0.0,0.0,130.0,42.91588,0.0,0.39,1.615,-1.0,1.142064,20.551697530864196,62.646673417883505,0.08589732907275417,101.69448263421786,0.6793454901960785,0.10028119402629379,6.718246428157012,0.0722411536519717,539.5539909249511,0.32321042227648505,0.06418945962571043,0.11835534557491485,4254.139885326631,0.05767265717761769,0.08636779125392616,0.11548185301399175,0.0749088174818649,0.10038908064366889,63960.50934485902,48.64362533004196,0.7417481039318727,84.95670865441872
36,36,27.9827,29.2318,18,22.4975,0,114,120,6,137,5,1.00386,28.15416,0.0,0.0,6.10714,9.194,24.95452,0.0,0.0,130.0,42.85331,0.0,0.38,1.864,-1.0,1.166497,20.171875,63.07702552346878,0.08599033550771891,101.50751516982702,0.6796270588235294,0.10080279266587887,6.810214191122105,0.07163429385343753,536.2583002722332,0.3232104222764845,0.06396427889983564,0.11780554590031579,4492.698888582386,0.057826316591483094,0.08584844328310734,0.11512595984609604,0.0763058975548388,0.09928985024124275,64032.10034194227,49.37913720401717,0.6990365105053912,88.12260006999105
37,37,28.3434,28.4575,19,24.4636,0,113,120,6,137,5,1.00227,28.59231,0.0,0.0,6.25,8.724,25.08685,0.0,0.0,130.0,43.22288,0.0,0.39,1.562,-1.0,1.105744,20.974778163580247,62.10087266351303,0.0858855724895258,101.40202918422553,0.6860180392156863,0.10151524433797371,7.007363323932963,0.07110543131428929,533.1772325782994,0.3232104222764876,0.06382679300523604,0.11736299813873066,4652.148214235501,0.05720567180599845,0.0850792144523433,0.11510465144842472,0.07895324296367459,0.09863860014754482,64209.84601120912,49.97023330500097,0.9218594256334564,86.45825695491091
38,38,28.7443,27.2221,19,24.2847,0,113,120,6,137,5,1.00064,29.01606,0.0,0.0,4.67857,8.618,24.43189,0.0,0.0,130.0,43.73578,0.0,0.39,1.565,-1.0,1.120171,21.279610339506174,58.11878729396693,0.08567640514554506,101.3283104189801,0.6829463137254901,0.10244532520019445,6.99187972846685,0.07069085052544886,530.3306729315966,0.32321042227649566,0.06360897421733926,0.11683465730038381,4823.7765316356235,0.05702593939412668,0.08448003941662967,0.11501379987005018,0.08358977062910679,0.09815950083645926,64331.47076878947,50.372016435788005,1.3961563683386242,87.7160822994881
39,39,28.991,25.6865,19,22.9501,0,112,120,5,137,5,1.00186,29.21123,0.0,0.0,5.28571,8.539,23.40641,0.0,0.0,130.0,43.73281,0.0,0.39,1.442,-1.0,1.057616,19.44261188271605,55.83038216975396,0.08553003348754136,101.33485976813728,0.6700803725490183,0.10327630831686634,6.882378464375764,0.0701928032694333,527.8690897023548,0.3314867153420058,0.06353476013562247,0.11618281867237482,4958.937798888258,0.056639363200921715,0.08379794289672093,0.11474104033619986,0.08705510801975128,0.09765396702946323,64256.69263891705,50.554271179952735,1.0858571354248716,86.06978439644907
40,40,29.4866,24.7772,19,22.7329,0,111,120,6,137,5,1.00397,29.60354,0.0,0.0,6.25,8.626,22.10547,0.0,0.0,131.0,44.76205,0.0,0.39,1.666,0.2064,1.140416,18.61747685185185,58.087781807946314,0.08542211043220323,101.26314687223612,0.6869392156862745,0.10371136705117606,6.76378323601795,0.06980193075837789,525.6969130417151,0.323210422276486,0.06332813705624334,0.1161168905876442,5101.861712860425,0.05627680478771768,0.08328003033816458,0.11462340203893706,0.08951607490976467,0.09708560676711127,63992.399174197584,51.155208823121626,1.0630827557891211,86.51126764886398
41,41,29.0579,22.4163,19,23.0113,0,110,120,6,137,5,1.00085,29.26318,0.0,0.0,5.35714,8.808,21.30325,0.0,0.0,130.0,44.90616,0.0,0.39,1.452,-1.0,1.231859,17.922260802469136,58.14396883556446,0.08554301359038834,101.3189439874005,0.6894172549019607,0.10377541410132371,6.520832310278783,0.06931128162327614,523.6181768188779,0.32321042227648605,0.06326230419924529,0.11556185365104006,4901.647708614312,0.056130356457036346,0.08239492396313843,0.11439632943835981,0.09213382718221638,0.09665013513649146,63999.25878546355,51.781594923984855,1.0799566836866297,89.72419347433679
42,42,29.197,23.4316,20,22.1033,0,110,120,6,137,6,0.99372,29.45904,0.0,0.0,6.53571,8.789,19.23615,0.0,0.0,131.0,45.45202,0.0,0.39,1.392,-1.0,1.156877,17.084056712962962,58.8073862672143,0.08576915707569215,101.24984385190466,0.6986309803921569,0.10382559080873506,6.3525567430251195,0.06885809109169773,521.468821129954,0.3292690892987772,0.06350149287016439,0.11511971276463302,4964.982559628558,0.05588888947581477,0.08175884428946695,0.11413250698351746,0.0955389661138305,0.0961142355898501,63980.2105205638,51.841159019941166,1.0292142072088297,92.09103112382832
43,43,29.4613,20.1626,20,21.2614,0,110,120,6,137,6,0.99767,29.67047,0.0,0.0,8.28571,8.609,20.12127,0.0,0.0,130.0,45.02102,0.0,0.39,1.514,-1.0,1.28409,16.10325038580247,57.31910322039239,0.08574998473060863,101.24360196076937,0.6869847058823528,0.10412293714202513,6.2370823426026165,0.06848003475832964,519.1447093309158,0.32321042227648666,0.06381994206300041,0.1146375352481122,5108.030258449692,0.05569838838680253,0.08111649469604426,0.11407773069608584,0.09881942945361821,0.09555742683333157,64047.13161080535,51.974550977165315,0.8063380711198384,88.54710828782184
44,44,30.0534,19.5259,20,20.0081,0,109,120,6,137,6,0.98793,30.22443,0.0,0.0,5.64286,8.706,17.33451,0.0,0.0,130.0,45.0751,0.0,0.39,1.89,-1.0,1.177148,16.404658564814813,57.945804937951905,0.08556175005383122,101.12983346038322,0.6826713725490197,0.10452639766796133,6.093076635266494,0.0681922782756648,516.721850468211,0.3232104222764864,0.06359287927630815,0.11410639978028261,5394.467860482335,0.055548619837346776,0.08079147414594665,0.11395571130626338,0.1005832871306293,0.09500767219350183,64016.89291738618,52.27719832055363,1.2814690348113833,91.1433482799021
