,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,tone,cubcol.0.6,blockiness,saturation,cubrow.0.3,color_fulness,cubrow.0.5,cubcol.0.5,fft,blur,cubrow.0,uhdhdsim,movement,contrast,staticness,cubrow.1.0,temporal,cubcol.0.3,cubcol.1.0,noise,cubcol.0,cubrow.0.6
10,10,71.1883,15.5782,49,15.5779,0,113,122,10,130,10,0.9945,70.17555,0.0,0.0,2.57143,4.396,13.03139,0.0,0.0,126.0,46.37925,0.00025,0.33,3.259,-1.0,1.284617,0.6909407843137255,0.16837403982514926,4.901136048718574,32.54690570595823,0.27077582715136794,116.72857485012153,0.29356637259827895,0.1845159483877322,67452.28421233938,42000.31109882251,0.1118212101586232,92.0481680266339,5.528018904320987,87.50865309694069,401.35352804138415,0.12623949042737911,4.14087585135778,0.23923186185507248,0.18036720853887545,0.37065055462640056,0.14058586281673796,0.23200169580995578
11,11,71.2005,15.8771,49,16.9942,0,113,122,11,130,10,0.99461,70.2011,0.0,0.0,3.07143,4.396,13.36137,0.0,0.0,126.0,46.47468,0.0002,0.33,3.706,-1.0,1.250087,0.6913717647058824,0.16833006880356133,5.046808704620041,32.57133314344618,0.27020971866502624,115.6459689980561,0.293703136109777,0.1821340534684038,67352.14622273664,41839.70971989801,0.11187333371004193,92.03014063771782,6.220582561728395,89.42488256131816,400.39496704938495,0.1267703819412197,4.219616585283598,0.23840331656201194,0.1787683685469525,0.3722739695622364,0.14405855514834184,0.23064377297486635
12,12,71.0977,15.8839,49,17.2622,0,113,122,11,130,10,0.99471,70.08289,0.0,0.0,2.96429,4.398,13.61657,0.0,0.0,126.0,46.42537,0.00025,0.33,3.608,-1.0,1.324302,0.6912313725490197,0.16835930363541476,4.199180511619252,32.637545738691166,0.26975865718645436,115.16065458601481,0.2935110007629371,0.18148063012571458,67329.70621736707,41458.05807821765,0.11164754166027215,92.03238128768781,5.898003472222222,85.88390902764449,399.4702247993547,0.1269929371863339,4.220781841909847,0.23784429955880465,0.17890825235010166,0.37227396956223197,0.1447491904493769,0.2296265456590428
13,13,71.1394,16.0358,49,17.2941,0,113,122,11,130,10,1.00213,70.11466,0.0,0.0,3.03571,4.401,13.62523,0.0,0.0,126.0,46.36338,0.00019,0.33,3.451,-1.0,1.351795,0.6914924705882342,0.1680688121822329,4.078211538592089,32.682168277693386,0.26935942583325706,114.5423227196539,0.2931424387746838,0.17902287475161593,67308.30076892122,41213.81321862538,0.11153679312093345,91.98926312706507,5.46508487654321,90.04919396017874,398.63220216470194,0.12673479733742196,4.236130862886556,0.23692059728730658,0.17904098866746407,0.3706505546264078,0.14671718174420822,0.22871153550362008
14,14,71.5922,16.2615,49,18.2568,0,113,122,11,130,10,0.99791,70.52036,0.0,0.0,3.21429,4.398,13.75639,0.0,0.0,125.0,46.42699,0.00023,0.33,3.572,-1.0,1.327222,0.6932545098039216,0.16780960355948682,3.92344021486485,32.81265579035253,0.2688316013103135,114.14035798584044,0.2928826673932091,0.17528653986406526,67353.77353638277,41334.59099175586,0.11141060410028643,91.90069515823735,5.372010030864198,90.0945967087044,397.9652910410403,0.12645762375171873,4.2651437749552,0.2345929005526637,0.1793431175274239,0.37227396956223785,0.14964102540247987,0.22783597426469485
15,15,71.9067,16.4164,49,18.3323,0,113,122,11,130,10,1.00001,70.80473,0.0,0.0,3.5,4.41,13.95042,0.0,0.0,126.0,46.3278,0.00029,0.33,3.639,-1.0,1.355411,0.6923630196078377,0.16783814840661945,2.7649012667653414,32.840500254689914,0.26824239595771804,114.2148578991947,0.2929229845220428,0.17186569069815683,67326.45649570669,41348.46394295458,0.1114950145280091,91.82904301978965,6.594521604938271,93.30386334364984,397.31708579816564,0.12575133233631405,4.278878112754158,0.2325962230483337,0.1796348474032995,0.37065055462640223,0.1523954359972871,0.2270955412778005
16,16,72.2393,16.5909,49,17.7681,0,113,122,11,130,10,1.00327,71.11404,0.0,0.0,3.53571,4.417,14.08424,0.0,0.0,125.0,46.23859,0.00018,0.33,3.435,0.34748,1.355317,0.691741568627451,0.16754209868796296,2.9843912449354257,32.61228340054736,0.2673336972195729,114.58252567996848,0.29288764420519026,0.16917086923925687,67404.937070231,41359.43840741665,0.11135500870201834,91.72542889751462,7.2825038580246915,92.16305030021803,396.6472722788923,0.12527475678656358,4.315032096440623,0.2308020534780148,0.17971342658797193,0.37670922164869003,0.15606999888510323,0.22602300352267737
17,17,72.6857,16.9829,49,18.6493,0,113,122,11,130,10,1.00335,71.53945,0.0,0.0,2.35714,4.404,14.23697,0.0,0.0,126.0,46.27678,0.00024,0.33,3.929,-1.0,1.398833,0.6942811764705883,0.16729817011880097,2.9564773283563723,32.91721183871045,0.266593899481141,113.79933781150127,0.2922772771699843,0.1667039483526553,67286.96488701571,41797.15227657884,0.11128050124863585,91.6823571981717,7.43383487654321,89.84959853847636,395.92038622190444,0.12397952868061363,4.36440672614788,0.22929021532676028,0.1797035270365733,0.3728681806696348,0.1606772319555586,0.22505738045393878
18,18,73.0027,17.3074,49,17.9673,0,113,122,10,130,10,1.00049,71.80124,0.0,0.0,2.78571,4.415,14.5733,0.0,0.0,126.0,46.25279,0.00017,0.33,3.406,-1.0,1.289418,0.6946717647058823,0.1673044325393172,2.6353223294731865,32.69747435016397,0.2659323284716096,113.7002662347085,0.2917652550321047,0.1646860118304119,67318.62673512561,41949.246009780065,0.11133672024107326,91.6466619112181,7.465904706790123,86.7097135630154,394.95855450318794,0.1228542172820593,4.4164733062437245,0.22602865812079312,0.17810699109154562,0.3767092216486904,0.1634674710482539,0.22401126274281002
19,19,73.1314,17.7263,49,19.434,0,113,122,10,130,10,1.00098,71.9119,0.0,0.0,3.46429,4.441,14.85383,0.0,0.0,125.0,46.1702,0.0002,0.33,3.54,-1.0,1.345055,0.6951949019607843,0.1674645033938227,2.4555380020748183,32.83449074074074,0.2651061693940209,113.63702828377713,0.2908859447910943,0.16312819536733358,67223.595633621,42021.285478264464,0.11118333881248575,91.5771493311295,7.440634645061729,91.50206056871839,393.7545817282723,0.12173109070455809,4.516853638190798,0.22352090308192707,0.17712816661022307,0.3767092216486935,0.16557251414477234,0.22308956124691698
20,20,73.4879,17.9641,49,19.2114,0,113,122,10,130,10,1.00667,72.24722,0.0,0.0,2.60714,4.487,15.21588,0.0,0.0,125.0,46.26953,0.0002,0.33,3.446,-1.0,1.379333,0.7007299411764705,0.16762310326352325,2.623440259736531,33.18750979576582,0.2645846074846412,113.04610065872215,0.29029087438432744,0.16028477622077436,67349.06072213023,42519.84028383844,0.11118455073590447,91.52817541024285,8.929639274691358,86.56091842013538,392.41473754879604,0.12027169675080063,4.569823734680516,0.22236258842948764,0.17671467154738565,0.3767092216486924,0.1682384857052322,0.222511249008419
21,21,74.0449,18.1777,49,19.6432,0,112,122,10,131,10,1.00689,72.81882,0.0,0.0,1.89286,4.492,15.41641,0.0,0.0,125.0,46.36885,0.00014,0.33,3.419,-1.0,1.40714,0.7015219607843137,0.16787289753471904,2.5876901532189205,33.12594679844232,0.26415881071885594,112.98746080647564,0.28959785324910986,0.158738887241702,67560.73770010698,43651.6433621984,0.111029442267619,91.47221913927422,9.434702932098766,89.76382797805599,390.974704484289,0.11902629630315256,4.55828230414708,0.22104464104882077,0.17735772697702717,0.3767092216486961,0.1710539112756279,0.22204324059828653
22,22,74.6042,18.4254,49,20.6833,0,112,122,10,131,10,1.00782,73.37302,0.0,0.0,1.89286,4.529,15.60189,0.0,0.0,125.0,46.5123,0.00017,0.33,3.429,-1.0,1.458194,0.7046839215686274,0.16836371152592614,2.6693238301265003,33.33468778633777,0.2638521126783028,113.86068422855467,0.288553827746029,0.15753986688535382,67614.43640903675,44542.02815660565,0.11077649112121529,91.36899913276773,9.824749228395062,87.54486326677642,389.5905971713285,0.11788400344058202,4.61608505370014,0.22008611722977875,0.1780327916573831,0.376709221648696,0.1735354820544183,0.22120717770324919
23,23,75.0634,18.4287,50,19.234,0,112,122,10,131,10,1.01359,73.80736,0.0,0.0,1.60714,4.55,15.8146,0.0,0.0,125.0,46.83344,0.00027,0.32,3.361,-1.0,1.477429,0.7122682352941176,0.1688338078415577,4.694056484884182,33.70910437313127,0.26365056279609034,112.93809423684827,0.2876307234775318,0.15697721767951373,67508.5223747627,45324.995499759876,0.11074256002896031,91.28037855819065,10.167341820987655,89.88300173487353,388.2360804735747,0.1175508141887344,4.656887333132255,0.21959833095939435,0.1767514154455681,0.3767092216486972,0.17599122504835904,0.2204067297642084
24,24,75.2974,18.6226,50,20.5729,0,112,122,10,131,10,1.01971,73.98812,0.0,0.0,1.60714,4.566,15.81555,0.0,0.0,125.0,47.11469,0.0002,0.33,2.816,0.3777,1.470708,0.7170078431372549,0.1694946840454258,4.111354232073171,33.81781344943576,0.2636714985724921,112.69819828005112,0.2864356062278927,0.15859332675224727,67496.40519232488,46174.32329065118,0.11019514524698483,91.22024036957197,10.787663966049383,86.7548172870095,386.7831987277793,0.11702486620855301,4.734779735752291,0.2189698179385412,0.17486545466375578,0.37670922164869586,0.17787941651293737,0.21976680729060322
25,25,75.4219,18.7823,50,21.9196,0,112,122,10,131,10,1.01906,74.0989,0.0,0.0,2.07143,4.602,15.98545,0.0,0.0,125.0,47.33948,0.00029,0.33,3.568,-1.0,1.474809,0.7215396078431372,0.1697697837734477,4.113720674683511,34.038754121756845,0.2636113327870591,112.54072027428384,0.2851637471762926,0.15877597666911442,67451.13180576114,46471.69454286141,0.10967819309279064,91.12205636105662,12.243103780864198,86.30798527271904,385.2362653519154,0.11696759269383405,4.901358223564116,0.21791756364922737,0.17604150418046874,0.37670922164869475,0.18064384348460735,0.21910988445585372
26,26,75.8479,19.3818,50,21.3328,0,112,122,11,131,10,1.01805,74.65916,0.0,0.0,1.25,4.626,16.12104,0.0,0.0,125.0,47.74696,0.00038,0.33,3.982,-1.0,1.471941,0.7294482352941176,0.1697292014203952,4.3365074842595694,34.37568250114535,0.26363408157006857,112.43802595888565,0.2841438011116959,0.16121526026838698,67436.55471344791,47028.104259233645,0.10932279409549556,90.93109976527606,13.068528163580247,89.20663624881198,383.65157553664824,0.11693183845775533,4.956693904323985,0.21616882400820883,0.18006363094498776,0.3767092216486967,0.1828807180155263,0.21892073302335077
27,27,76.1264,19.7106,50,23.5145,0,112,122,11,131,10,1.02593,75.18918,0.0,0.0,2.5,4.642,16.63404,0.0,0.0,125.0,48.01531,0.00049,0.33,4.214,-1.0,1.533557,0.7344184117647043,0.16889440961981858,5.014503017519695,34.44155243296682,0.26359519553125477,112.11555079177288,0.28281002372024666,0.1609339777162605,67385.5285377234,46981.59485974008,0.1089002320328457,90.73229616800661,13.940779320987655,88.82640939700632,381.9114250479565,0.11716501135753613,4.98333163980214,0.21367082796097567,0.18609007376965264,0.3767092216487013,0.18507072295409518,0.21844375507685146
28,28,76.8193,19.9718,51,24.627,0,112,122,11,131,11,1.02419,76.03951,0.0,0.0,2.07143,4.648,16.91908,0.0,0.0,125.0,48.12327,0.00066,0.33,4.069,-1.0,1.510067,0.7375901960784313,0.16749326154581318,4.309116761082976,34.663646745093075,0.2632332736659678,112.25789123973229,0.2812914795091108,0.16109298869210167,67209.11976993442,46921.210437051675,0.10853820859003058,90.41829302317691,14.521604938271604,87.22838194927186,380.27836868125604,0.11769487185494826,5.001932063055827,0.21211000565501567,0.19648155809519052,0.3811444737351551,0.1875822409464994,0.21806020463527387
29,29,77.2838,19.7886,51,23.7323,0,113,122,11,131,11,1.02854,76.60935,0.0,0.0,2.75,4.648,17.14513,0.0,0.0,125.0,48.18233,0.00058,0.33,4.008,-1.0,1.516631,0.7415254901960784,0.16550475325263783,3.6767164648478565,34.81486869152681,0.2627145143921578,111.62210416379618,0.2799366098646715,0.16136490832568484,67156.79878354473,46517.157879297636,0.10816928411334137,90.15920202027618,15.27686149691358,87.88482155268828,378.9210820111826,0.11777900914998725,5.035388956491687,0.21101077158766976,0.20465282083320147,0.38498551471421605,0.19018916944766642,0.21752413690506936
30,30,76.4827,19.8937,51,23.6594,0,113,122,11,131,11,1.02405,75.86786,0.0,0.0,2.35714,4.71,16.98548,0.0,0.0,125.0,48.10745,0.00079,0.33,3.938,-1.0,1.524543,0.7432376470588234,0.16354720261846606,3.818927923045782,35.14394105510947,0.2620119109442427,111.06162257690333,0.2784418479262196,0.1612730447349557,66998.154153658,45024.53741763025,0.10785815597827607,90.23185917467428,16.07494212962963,86.68093903677779,377.65500593201125,0.11771635181604846,5.170763058360911,0.20895243072092468,0.20334117356792342,0.3811444737351539,0.19080017908597827,0.21704912484426606
31,31,74.6299,20.4741,49,24.5698,0,113,122,11,131,11,1.03259,74.0289,0.0,0.0,2.42857,4.771,17.07278,0.0,0.0,125.0,47.9588,0.00115,0.33,3.666,-1.0,1.479636,0.7424082352941177,0.16176364973463106,3.594067081737289,35.04991018036265,0.26139076750583357,112.23042991153784,0.27679276461561186,0.16074307021362702,66982.55851441041,43361.09120190303,0.10756401343523006,90.60299400464007,16.453510802469136,92.51648090644983,376.55212912618055,0.11772823196843983,5.317927525832811,0.2074476801436731,0.20196300954099533,0.3827678886709894,0.19157071566941022,0.21661025236047696
32,32,72.9195,20.6882,49,25.8142,0,113,122,11,132,11,1.03105,72.27045,0.0,0.0,1.67857,4.776,17.5732,0.0,0.0,125.0,47.96665,0.00108,0.32,3.673,0.40008,1.495284,0.7467980392156862,0.15996653619726361,3.552361194861087,35.63961471745997,0.2610242043432832,112.50257949051863,0.27519082277019513,0.16042567463378912,67124.17384090275,42139.444251995665,0.10733761605578543,91.03908818952655,17.153886959876544,89.6331527483054,375.7124877335128,0.11776963641482137,5.3772347523176744,0.20604507966660143,0.201128364294974,0.37730343275609196,0.192483999120028,0.21580345291792763
33,33,71.376,20.5607,48,27.1574,0,113,122,11,132,11,1.03297,70.69058,0.0,0.0,1.71429,4.846,17.76008,0.0,0.0,125.0,47.75766,0.00062,0.33,3.764,-1.0,1.404073,0.7484976470588235,0.1586243898006146,3.7911083011912456,35.62532608597367,0.26071282096605947,113.94776818323697,0.27384342551457574,0.16060416033913627,67002.85329053148,40287.78898121518,0.10717981317079756,91.38544358353545,17.67939814814815,87.09020582014337,375.0669086748252,0.1180976100473561,5.405124930508387,0.20486570871843865,0.20027837548390404,0.3767092216486993,0.19298567256679452,0.21496073952247738
34,34,69.9773,20.171,47,25.4512,0,113,122,11,132,11,1.02971,69.34937,0.0,0.0,1.71429,4.865,17.65238,0.0,0.0,125.0,47.40195,0.00056,0.33,3.499,-1.0,1.49375,0.7468231372549019,0.1573619138755384,3.490978144708552,35.98250645767024,0.2604566660234122,115.15621535145257,0.27214073712344805,0.1611542908878413,66988.23755617901,38364.76783965565,0.10699633931756386,91.5465171668832,18.621672453703702,91.00511704832802,374.646090086105,0.11805995862192756,5.479855053456524,0.20390517890925416,0.19821410015165716,0.37670922164870047,0.19333171097591256,0.2141183367229319
35,35,69.0171,19.7138,47,26.6166,0,113,122,11,132,11,1.03055,68.43091,0.0,0.0,3.64286,4.832,17.31385,0.0,0.0,125.0,47.10785,0.00056,0.34,3.314,-1.0,1.418324,0.7468402549019599,0.15662237243042756,3.6560744240893555,36.20313234682436,0.2604452786351886,115.82249590152801,0.27070838754853593,0.16171819643921614,67059.33806365517,37304.987260400325,0.10685428179999623,91.7303998349881,19.260947145061728,90.3043906297944,374.41419854974384,0.11813328735585364,5.549749686176676,0.20327351798940166,0.19723929751469357,0.3789268476919248,0.1934123129250134,0.21336726404636275
36,36,67.876,19.6899,46,26.3441,0,113,122,10,132,11,1.03279,67.49053,0.0,0.0,2.78571,4.839,16.92074,0.0,0.0,125.0,46.7272,0.00065,0.34,3.24,-1.0,1.467915,0.7441674509803922,0.155210594751514,3.971171722643702,36.266192589277104,0.26048239220150216,115.74938426024738,0.2694191524866414,0.16205077469223153,66844.11050944855,35387.216658950085,0.10673684125762108,91.86615227119118,19.38184799382716,89.3075468531573,374.3026883195256,0.11872147599422192,5.601644442517835,0.20281653073495134,0.19748720715581322,0.37892684769192614,0.19359319633798294,0.2125137646317421
37,37,66.7053,19.7227,46,27.9342,0,113,122,10,132,11,1.02218,66.62466,0.0,0.0,2.53571,4.807,16.90285,0.0,0.0,125.0,46.22824,0.00066,0.34,3.523,-1.0,1.455303,0.7400035294117647,0.15433463847288587,4.164522662730562,36.4984447337963,0.2604018926060955,117.90713349381778,0.26835414667452057,0.16243200828713367,66522.59164797321,33123.08435423275,0.10662535142060137,91.84937682447995,19.369020061728396,89.68301706528318,374.3876908114847,0.11913486476400251,5.626281032684455,0.20299354052077914,0.19831267566074165,0.37892684769192725,0.19387022838397472,0.21168407066673586
38,38,65.7419,19.9329,46,29.7292,0,113,122,10,132,11,1.02328,65.97914,0.0,0.0,3.17857,4.781,16.92758,0.0,0.0,125.0,45.78728,0.00086,0.34,2.996,-1.0,1.429849,0.73932,0.1534617154235647,4.224070529067927,36.744122917269486,0.2603059639058359,118.35792267316606,0.2673243982389957,0.1627507523716551,66128.30723912944,31014.1615963634,0.10649276140821884,91.91364992621644,19.508632330246915,90.4739678361554,374.6254931479417,0.12003819255446758,5.624770628611055,0.2033752411655217,0.19868996130241368,0.38498551471421644,0.19489724920235696,0.21090020057163195
39,39,65.31,20.5852,46,29.2927,0,113,122,10,132,12,1.02292,65.88791,0.0,0.0,2.85714,4.803,17.10875,0.0,0.0,125.0,45.37087,0.00083,0.34,3.602,-1.0,1.426553,0.7375427450980392,0.1532768427659093,5.198638012409672,36.81893939736449,0.260289045948733,118.53189358901824,0.26642607820367004,0.16310914027638834,66011.56928662023,29833.563369568248,0.10646956595457376,91.7845045506432,20.092833719135804,88.66126350230114,374.8539893219534,0.11997567539685593,5.6855401814910955,0.20412571078814765,0.19848544531461776,0.384985514714222,0.19605994437327404,0.21020987539213398
40,40,65.5085,21.1673,47,31.3538,0,113,122,10,132,12,1.02252,66.33763,0.0,0.0,3.60714,4.78,17.67236,0.0,0.0,125.0,44.92216,0.00094,0.34,3.105,0.38104,1.428059,0.7335850980392156,0.15359964275243834,4.391156857014855,36.83371141221789,0.2602432677303512,119.38209312759965,0.26554184683922766,0.16349772709233917,65737.81656193157,29442.09334768995,0.10653004265372186,91.7516879377388,21.068238811728396,87.39529998411767,374.92802539230667,0.1195992151208399,5.80529755595871,0.20498336939196649,0.19906525197978392,0.39326180777973946,0.19705629385240264,0.20956449439366065
41,41,65.9869,21.8773,47,31.2752,0,113,122,10,132,12,1.01689,67.00551,0.0,0.0,3.35714,4.805,18.16729,0.0,0.0,125.0,44.68026,0.0009,0.35,2.996,-1.0,1.363331,0.7326956862745098,0.15512955656416122,4.295593869099397,37.23077675148293,0.26013473077037097,119.2148638182598,0.2643171785509407,0.1638898653898771,65686.03728194923,30078.777313500363,0.10655915020397187,91.64829835884561,21.574411651234566,89.00468820681496,374.8205612321997,0.11955484823801303,5.876615031714012,0.2056791738128515,0.19828851625981234,0.3954794338229735,0.1980639463233999,0.20886978859442693
42,42,66.1093,22.4728,47,32.3224,0,113,122,10,133,11,1.02094,67.23979,0.0,0.0,2.71429,4.822,18.77865,0.0,0.0,125.0,44.3822,0.00096,0.35,2.848,-1.0,1.348951,0.7258254901960784,0.15668886315298441,4.384088410926366,37.23273816520785,0.2601113047335085,118.31040704016503,0.263238539950941,0.16440119501298991,65477.58173830826,30016.65149239693,0.10631530943923358,91.56744774329064,22.257908950617285,90.81705642027636,374.47473989463913,0.119227159856216,5.914804496341216,0.20618699248125383,0.19533407396262834,0.3993204748020383,0.19900250475822992,0.20809726943487963
43,43,66.4038,22.8371,48,32.4227,0,112,122,10,133,11,1.00975,67.56005,0.0,0.0,3.46429,4.809,19.29906,0.0,0.0,125.0,44.09003,0.00099,0.34,3.072,-1.0,1.334437,0.7235968627450979,0.15829726573637515,4.211199451251551,37.40773669584298,0.2601508302870872,118.2793454353221,0.26238109319842595,0.1648704896190576,65640.48746804157,30277.156467116238,0.10610699299862253,91.52212590919079,23.340663580246915,88.46960492689648,373.8356077117352,0.11878154043558567,5.978208630284822,0.2068581852330797,0.1938108533784646,0.3993204748020413,0.1998402075359829,0.20734094984980053
44,44,66.9867,23.1304,48,32.9946,0,112,122,10,133,11,1.00193,68.1388,0.0,0.0,2.5,4.757,19.60341,0.0,0.0,125.0,43.96358,0.00111,0.35,2.943,-1.0,1.37044,0.7236639215686275,0.1597425290517586,4.1006228262657745,37.470288877133974,0.26028369100059906,117.98670197661001,0.26142348445517233,0.1655127249383646,65604.46974883771,30907.48639020934,0.10594432320198177,91.47700463016713,24.513551311728396,91.8075019505925,372.92210487755233,0.11875876782621793,6.020862301822746,0.20754506788742758,0.19213386505102129,0.40375572688849387,0.20059124278816784,0.20657168736537668
