,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0,saturation,cubcol.0.5,fft,tone,noise,cubrow.0,temporal,cubrow.0.5,cubrow.0.3,staticness,cubcol.0.3,cubcol.0.6,movement,color_fulness,cubrow.1.0,uhdhdsim,cubrow.0.6,contrast,cubcol.1.0,blur,blockiness
21,321,29.9501,21.4907,16,23.9544,0,116,118,5,139,10,0.99379,28.50231,0.0,0.0,11.64286,10.176,19.03471,0.0,0.0,114.0,34.35056,0.0,0.29,3.473,-1.0,4.945931,0.023409757984790988,52.93152288743007,0.0403134605013114,61902.72798507782,0.5145121568627451,0.19360157037872996,0.03282849736923636,5.9763747541384395,0.06760548189905077,0.07469042826821702,541.3310009340337,0.08253309600089621,0.05130007594857637,15.308159722222221,95.5281588667104,0.0351032640977068,101.463356295786,0.06344387206933155,88.72614867353862,0.06373186826830655,4867.437105964931,1.0481641647818047
22,322,30.5049,20.8427,16,24.9161,0,116,118,5,139,10,1.01533,28.98807,0.0,0.0,8.32143,10.106,18.48629,0.0,0.0,112.0,34.24839,0.0,0.29,2.647,-1.0,4.983603,0.024667886094736798,52.83747562361353,0.04031784084440373,62017.654392283104,0.5107866666666666,0.19360157037872736,0.03210604185549785,5.929046464798423,0.06807492242224325,0.0748541311797059,538.9569417844828,0.08380725678123305,0.05470835741705907,14.280719521604938,96.12645293276196,0.03449913179236005,101.3928208577988,0.0628483391858184,86.31900542494736,0.0632873443589893,5196.259461725088,1.4002644192134615
23,323,30.8445,20.1088,16,23.9913,0,116,118,5,139,10,0.99536,29.27971,0.0,0.0,10.53571,10.147,17.93768,0.0,0.0,114.0,34.29299,0.0,0.29,3.107,-1.0,5.04567,0.026254504837116555,52.96476971661603,0.04073422478347812,62067.33564627981,0.5108050980392156,0.1936015703787288,0.031524190883834305,5.8509697017346864,0.06901586910173749,0.07495277344489039,537.6631741555882,0.08399439295020168,0.056368513007815826,13.21190200617284,96.98787661345808,0.034035973547425984,101.25815684445455,0.0629328516657533,90.22053429194251,0.06305443461798256,5617.0803630710625,1.3126786761894766
24,324,31.2534,19.6661,16,23.9673,0,116,118,5,139,10,0.99883,29.69683,0.0,0.0,11.46429,10.177,17.31078,0.0,0.0,110.0,34.1805,0.0,0.29,2.966,0.45383,4.774372,0.02663891034673841,53.01884347421152,0.04109058427361934,62159.08184227069,0.5060125490196079,0.20350127838007967,0.03099864243499755,5.838159448150312,0.06993269625705915,0.07515069058745207,537.2348411856967,0.08365178012126356,0.05726602976391627,13.261188271604938,98.40728901898936,0.03375700468825049,101.10934448837213,0.06263771110078183,92.14354462253873,0.06339508031808959,5867.216456384223,0.956088277538775
25,325,31.6303,19.0986,16,21.5756,0,116,118,5,139,10,0.99971,30.12473,0.0,0.0,9.92857,10.126,16.93225,0.0,0.0,111.0,34.03959,0.0,0.29,4.014,-1.0,4.576413,0.02935207261595805,53.06808302137587,0.041606548386854694,62145.54610858977,0.501936862745098,0.20793653046653637,0.030584283041427775,5.737813662562249,0.06951742199795467,0.07534111796024232,537.508461895989,0.08332824883331111,0.057691864071554556,13.285011574074074,99.19648262160895,0.03345577288861846,101.05338858443147,0.06253443661039121,87.5889609175787,0.0634143761987492,6159.279968306801,0.9726703891134372
26,326,31.9463,17.9956,17,21.1935,0,116,118,5,139,10,0.99368,30.40773,0.0,0.0,8.89286,10.067,16.4548,0.0,0.0,115.0,33.66171,1e-05,0.29,3.987,-1.0,4.575907,0.029425692258176983,53.10491491247107,0.04200744116687984,62193.04004455847,0.5014380392156863,0.207936530466539,0.03026493258565652,5.654738248059214,0.07065464350911466,0.07528569631374964,538.3096082367648,0.08364607707637957,0.05902207607861799,11.66502700617284,99.4932221847117,0.033256951792508094,100.95310172116777,0.06219825006852434,91.81951845988978,0.06366042513379355,6280.782904912495,0.8557266214335492
27,327,31.9109,17.9511,17,20.8638,0,116,118,5,139,10,1.00444,30.368,0.0,0.0,7.57143,9.961,15.50698,0.0,0.0,113.0,33.43476,2e-05,0.29,3.788,-1.0,4.677763,0.030101377906609415,53.04794236171393,0.042485440689146926,62145.97054925327,0.4980898039215686,0.2035012783800825,0.0300451051251491,5.455818661977004,0.07007120807740125,0.07512583018847496,539.5588132070503,0.08374048492420935,0.05977250729600972,10.601996527777779,99.60156835886838,0.03313869164558461,100.99452372456433,0.06188090465765876,87.69451443501967,0.06441400043141954,6254.70118745819,1.4283081439597454
28,328,31.5505,18.006,17,20.9926,0,117,118,5,139,10,0.98784,30.0127,0.0,0.0,10.35714,10.005,15.46465,0.0,0.0,113.0,33.24237,1e-05,0.29,3.966,-1.0,4.621309,0.030384175724731146,53.0520034601659,0.04299220563306922,62297.79415216088,0.49883633333333316,0.2018778634442454,0.03035751946140494,5.303734629103015,0.06990715581725941,0.07487661729486013,541.0894842815378,0.08412726493239628,0.06090235942414939,9.932002314814815,99.70269753431154,0.03301099828643461,101.1077307429227,0.061529615439582186,88.44216551101326,0.06513131291614697,5937.8575056750215,1.0276054732871047
29,329,31.5413,18.2511,17,20.11,0,117,118,5,139,10,1.00318,30.01401,0.0,0.0,15.35714,9.946,15.49801,0.0,0.0,108.0,33.1486,0.0,0.29,5.21,-1.0,4.635487,0.031654968067251675,52.8779662332417,0.04337581487850336,62347.292644723595,0.4995682352941177,0.19966023740102043,0.031021086540512537,5.214377696408505,0.0696243806793203,0.07527062711635303,542.6979182859976,0.08468356878322675,0.06047506070392112,9.427179783950617,99.47476436529101,0.03287057050579372,101.10837172878105,0.061674714068010304,88.42482454949658,0.0660029884293711,5988.200170819392,1.451777230653484
30,330,31.3873,18.6838,17,18.626,0,117,118,5,139,10,1.00025,29.88981,0.0,0.0,11.71429,9.904,15.70093,0.0,0.0,110.0,32.98452,0.0,0.29,4.408,-1.0,4.67192,0.03292489656113746,52.46190087589216,0.04359833663435317,62338.89770122232,0.49858678431372533,0.19966023740102082,0.030888878442319335,5.250861539514274,0.0692919210780344,0.07542014490943806,544.1123109147076,0.08417182757088121,0.06018932050381013,9.441116898148149,98.63265513602738,0.03261150920988492,101.16060717619865,0.06283100253484272,89.80252449392005,0.06712481326022789,5803.7618317811775,1.030612159875586
31,331,31.4629,19.2964,17,19.8773,0,117,118,5,139,10,0.9963,29.93978,0.0,0.0,11.57143,10.045,16.07389,0.0,0.0,115.0,33.03762,0.0,0.29,4.809,-1.0,4.599233,0.03432343344932519,52.0709307635272,0.04373714471529768,62435.08333848924,0.4986254901960785,0.1996602374010207,0.030360134711708373,5.274693939446666,0.06889680862187993,0.07640930265455319,545.2282169369938,0.083117558255427,0.06102699881231046,9.212962962962964,97.80673962198807,0.032483724763257026,101.16324040409279,0.06391474836017434,90.36628108037362,0.06857851468583914,5886.210447396228,0.8006218083199129
32,332,31.1046,19.9838,17,21.0594,0,117,118,5,138,10,1.00209,29.61134,0.0,0.0,12.28571,10.014,16.6229,0.0,0.0,119.0,33.44246,0.0,0.29,4.015,0.50116,4.488203,0.03420972547521497,51.95314308449074,0.04386799840451253,62312.99895096318,0.5044282352941177,0.1996602374010211,0.03002370327208647,5.312004364437058,0.06881928757861173,0.07732661604271827,546.148855735625,0.08233054433584693,0.0629995717350068,9.029224537037036,98.2050485473362,0.032254058703789695,101.25212995041616,0.06456425388475351,87.1646770395775,0.06904633066858559,5404.01810944734,0.7747857815623257
33,333,31.1486,20.6199,17,23.3469,0,117,118,5,138,10,0.99365,29.67998,0.0,0.0,9.5,9.931,17.20274,0.0,0.0,118.0,33.64397,0.0,0.29,4.355,-1.0,4.443356,0.03431746639622381,51.86751773033613,0.04402014198244504,62309.389109670374,0.5062156862745097,0.19966023740101949,0.029698695591590867,5.400245928589639,0.06876287383764339,0.0771190098974051,546.9378025996172,0.08203616258976834,0.06375544240062025,9.163966049382717,98.86883349893202,0.03210485691987106,101.28520952719686,0.06471514509679138,90.41689973000811,0.06943851787819395,5322.818945687579,1.0684093727201773
34,334,31.1931,20.9839,17,24.1507,0,117,118,5,138,10,0.98625,29.75832,0.0,0.0,10.07143,9.823,17.73643,0.0,0.0,116.0,33.77796,0.0,0.29,3.982,-1.0,4.288047,0.03415821501544309,51.61816067165799,0.04423041760646706,62334.040198182454,0.504353725490196,0.2079365304665316,0.029389073220528052,5.466041613289262,0.06870294202411299,0.07684509965119757,547.5777739034557,0.08147603003378859,0.06532900272123546,9.939187885802468,99.27798895260538,0.03184849252208447,101.31737757539858,0.06468118298629609,90.53124182632239,0.07016492173541092,5384.124168557983,0.8608959282292652
35,335,31.2286,21.4573,17,22.9449,0,117,118,5,138,10,1.0091,29.80188,0.0,0.0,9.46429,9.739,18.04014,0.0,0.0,117.0,33.86324,0.0,0.29,4.442,-1.0,4.304594,0.0341079507988652,51.458945191936735,0.044729566900485004,62265.35770835207,0.4999411764705883,0.20793653046654192,0.029089711110939317,5.571008168073788,0.06919846759860114,0.07663914578199997,548.1042825533956,0.08076719369497329,0.06567437279767363,10.404658564814815,100.16135907481754,0.0316899303714245,101.31816031116605,0.06513781829795108,92.75311343008993,0.07044584780914469,5406.156383065008,1.292736137286686
36,336,30.7841,22.0674,16,23.606,0,117,118,5,138,10,1.00983,29.42042,0.0,0.0,12.42857,9.763,18.44292,0.0,0.0,116.0,33.81844,0.0,0.29,3.973,-1.0,4.226856,0.033834729569315346,51.337089632764275,0.04576418023092436,62139.10977693151,0.4970313725490195,0.205718904423317,0.02882268366868855,5.654134540061754,0.06955464161934288,0.07650380828549128,548.5123011189526,0.0801077676438396,0.0652738612249444,10.683497299382717,100.39839533343921,0.03155457704346541,101.40301672201446,0.06539063977988566,93.53481031825788,0.0703214162432066,5123.525552449845,1.2334487765478936
37,337,29.9271,22.6431,16,24.3412,0,117,118,5,138,9,1.00125,28.66932,0.0,0.0,10.53571,9.732,18.96649,0.0,0.0,121.0,33.8923,0.0,0.29,3.885,-1.0,4.011965,0.03354479444698835,51.226242818950126,0.047353373766768646,62228.968870461926,0.4934529411764706,0.20793653046654206,0.028549959951434226,5.813772345145004,0.07043614141894602,0.07667379000982956,548.7333812707984,0.07958093474942932,0.06462322346376971,11.464650848765432,100.61359712267343,0.031472174393429114,101.57422996860629,0.06583522029624451,86.02889512119943,0.07059737361309618,4752.030402366017,0.9915954586965995
38,338,29.8693,23.6074,16,27.1504,0,118,118,5,138,9,1.00738,28.61345,0.0,0.0,7.92857,9.697,19.45502,0.0,0.0,122.0,34.06319,0.0,0.29,3.028,-1.0,3.898329,0.03334252186830418,50.95697304054543,0.04887708960874643,62233.304922492345,0.4953590784313725,0.20793653046654323,0.028286170623219368,5.9846139879376805,0.07172612569905625,0.07653184609542181,548.6593190120464,0.07889590336114945,0.06422146334694556,12.894241898148149,101.00203304683362,0.03128380874208655,101.54415871047456,0.06634353210971926,88.83304560868086,0.07042308422356289,4815.928554893439,0.9642148416782464
39,339,29.6051,23.9244,16,28.5615,0,118,118,5,138,9,1.00046,28.39539,0.0,0.0,11.67857,9.836,20.27723,0.0,0.0,122.0,34.30545,2e-05,0.29,3.554,-1.0,3.696592,0.03323755636541463,50.81081117229698,0.05039215551488342,62239.09497219292,0.497038431372549,0.20793653046654326,0.02803230325177146,6.067190749794587,0.07081593577975388,0.07637928900303319,548.1743178306219,0.07807383777628009,0.06392981214069987,13.747395833333334,100.99769092774419,0.0311320520920273,101.59648631089381,0.06786198117941739,89.0994941737157,0.07023055465183256,4723.401107850667,0.8485669022487291
40,340,30.4381,24.1092,16,28.1909,0,118,118,6,138,10,1.00475,29.13274,0.0,0.0,9.89286,9.741,20.5503,0.0,0.0,119.0,34.74373,1e-05,0.29,2.995,0.47016,3.602829,0.03305788263865664,50.48420074839651,0.05147594664426652,62276.905989998835,0.5056843137254902,0.2079365304665434,0.0277817322275725,6.092769006719251,0.07069787775130189,0.07657754354066154,547.3914746944266,0.07733023747236142,0.0636941169991992,14.502555941358025,101.18359466446076,0.03099554626409749,101.44271600894974,0.06885428578776441,91.7686769023165,0.07009285204352798,5124.588219750172,1.2606135795949465
41,341,30.6261,24.7662,17,26.3973,0,118,118,6,138,10,0.99771,29.32305,0.0,0.0,9.21429,9.902,20.71316,0.0,0.0,117.0,35.04828,0.0,0.29,3.674,-1.0,3.722866,0.033062764898114654,50.32966839825666,0.05356173117840125,62141.59642542027,0.508579607843137,0.20793653046654118,0.027538502819094146,6.041977814997658,0.07127223652525147,0.07636165964567121,546.4588028679724,0.07661305295207,0.06370221543457949,14.681712962962964,100.91465783326895,0.03091390292325004,101.39343384812739,0.0701618861157669,86.53867793979829,0.07000500054001528,4985.0688656940665,1.4641232125134938
42,342,30.7054,25.1632,17,28.3566,0,118,118,6,138,10,1.01227,29.32284,0.0,0.0,7.67857,10.071,21.27889,0.0,0.0,121.0,35.25541,0.0,0.29,3.001,-1.0,3.703401,0.03299234771937157,50.15267473385657,0.055632563279638496,62148.11154958082,0.5093011764705881,0.2035012783800826,0.027302991106252204,5.925493003572863,0.07188520013836483,0.07608653728182047,545.5190699585842,0.07587058458252663,0.06350650845426889,15.019965277777779,100.03514359999882,0.030754264276312497,101.39138261846907,0.06996750477790542,89.40125440577813,0.06950824461105408,5029.903175044233,1.2440724003801753
43,343,29.9979,25.1182,16,27.0968,0,118,118,6,138,10,1.00505,28.60517,0.0,0.0,10.28571,10.358,21.61446,0.0,0.0,122.0,35.47087,0.0,0.29,2.647,-1.0,3.607743,0.03312243812293177,50.06997661826051,0.05633195202551673,62149.33857921731,0.51044,0.19966023740101843,0.027063513024511647,5.9219318860802925,0.07128467933247418,0.07560792512198912,544.4234272134792,0.07514396165682306,0.06355322190177619,15.888792438271604,99.80525386394774,0.030949728157708804,101.53642628361843,0.0702245062831854,89.32222982751155,0.06953748781435592,4614.810343661352,1.3666792861197559
44,344,28.9948,25.2984,16,27.383,0,118,118,5,138,10,1.00322,27.66561,0.0,0.0,14.5,10.271,21.5651,0.0,0.0,122.0,35.51286,1e-05,0.28,2.57,-1.0,3.691362,0.033222305424631046,50.063389530888315,0.05588628986282276,62345.95231751983,0.5066831960784284,0.19966023740101693,0.026831180726322814,6.061188036841678,0.0708805873204184,0.07519502095820375,543.1478002090005,0.07444128269061613,0.06393915507903065,16.608603395061728,99.0993062463018,0.03124249387492886,101.68886437149284,0.07061595794330396,85.20076849121591,0.07031063843141697,4183.3156787608,1.0128878702786646
