,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,uhdhdsim,tone,fft,cubcol.1.0,cubrow.0.5,cubrow.0.3,saturation,cubcol.0.3,movement,cubcol.0.6,cubcol.0.5,temporal,color_fulness,cubrow.0.6,staticness,cubrow.0,cubrow.1.0,blur,contrast,cubcol.0,noise,blockiness
10,210,71.9319,15.2292,63,28.53,0,117,117,13,135,12,0.99492,73.36481,0.0,0.0,0.85714,4.322,13.09363,0.0,0.0,126.0,41.06783,9e-05,0.45,2.861,-1.0,0.314886,91.01930930994259,0.6013094117647059,68558.0197351539,0.26548747860351846,0.23804925889284065,0.25507341841999887,49.774845452956214,0.15088306752726538,6.578751929012346,0.20500948484967346,0.19018410944790048,5.679403492928974,84.38820895626836,0.19531714325001395,551.3959934305253,0.19451941675892764,0.20514333032478022,35903.71414233671,89.33182776841117,0.20709574587524798,0.48814207247958286,5.425103351140836
11,211,72.1928,14.9718,63,26.8333,0,118,117,13,135,12,0.99686,73.59313,0.0,0.0,0.82143,4.327,13.11782,0.0,0.0,127.0,41.05621,7e-05,0.45,2.453,-1.0,0.294038,90.97199913450224,0.6017243529411763,68447.60021322455,0.267128527481914,0.23764514736159362,0.25591382212484765,49.7519039577908,0.15010349018110652,7.487991898148148,0.20357083519307015,0.1902619260888006,5.724211605822277,88.31173307804858,0.195418863048311,551.0035897370973,0.19382071432414155,0.20475528060275797,36274.10503199725,87.63482397403662,0.20101374698074959,0.48976548741540477,4.964461504343635
12,212,72.1154,14.759,63,26.66,0,118,117,13,135,12,0.9969,73.52175,0.0,0.0,1.0,4.339,12.88275,0.0,0.0,127.0,40.9918,2e-05,0.45,2.49,-1.0,0.282698,90.99463423067158,0.5998627450980392,68281.39312579828,0.27066939177927096,0.23623225565531655,0.2559832388617803,49.93956125518422,0.15121512008625154,6.962577160493828,0.20511258972187768,0.18973494480786499,5.637720057091308,88.52648136046238,0.1961668344666666,550.5434692154545,0.19472250585852965,0.20230698493616114,35840.91446344547,86.26134340963257,0.19603024459154172,0.48148919434988563,6.2747784132981295
13,213,71.894,14.3328,62,25.5165,0,117,116,13,135,12,1.00032,73.19926,0.0,0.0,0.64286,4.34,12.71158,0.0,0.0,126.0,40.81762,7e-05,0.45,2.659,-1.0,0.300675,91.02546712469412,0.5935458823529413,68226.1810264946,0.27298440694170284,0.23543544925476512,0.2567130533223586,51.958377602659624,0.1529910041136909,5.892698688271605,0.2045070150400301,0.18937113283428117,5.782563720161355,87.7191075311267,0.19621345756453645,548.9996744445414,0.19508715530947082,0.20399221502775233,35316.55959318552,90.36401196165976,0.1903079762157142,0.4776481533708195,6.7169546427414675
14,214,71.7095,14.2918,62,24.9695,0,117,116,12,135,12,0.99577,72.96657,0.0,0.0,0.85714,4.344,12.33827,0.0,0.0,126.0,40.71398,5e-05,0.45,2.561,-1.0,0.306055,91.04634086352164,0.5900486274509804,68167.60832208641,0.27580442748089234,0.23443972779279507,0.25702656995485834,51.99253713348766,0.15565603018255955,5.145929783950617,0.2084050128332424,0.18956243679700333,5.552715260635043,87.72558029186742,0.19623601971004612,547.7790890937855,0.19542239981069437,0.20404669341310944,34879.321176678764,87.98120726400327,0.1847899138279196,0.47764815337081884,5.619307977557992
15,215,71.7331,14.3429,62,24.8376,0,117,116,12,135,12,0.99515,72.97305,0.0,0.0,1.17857,4.332,12.30263,0.0,0.0,127.0,40.69337,5e-05,0.45,2.69,-1.0,0.312866,91.0158217341292,0.5875564705882352,68169.7415636235,0.27842311708588463,0.232930467611445,0.2577127315021087,51.91324813277633,0.1594245756993541,6.625868055555555,0.20923113071575367,0.19024078636340136,5.5757918912709945,87.84019760605057,0.19611285534146722,546.7916673385128,0.19624811889754828,0.20418945264512647,34989.66175768357,86.1446639918025,0.17967088153930683,0.47764815337082195,4.977656862987721
16,216,71.6759,14.4972,62,23.645,0,117,116,12,135,12,0.98885,72.96654,0.0,0.0,0.71429,4.362,12.35078,0.0,0.0,127.0,40.75675,2e-05,0.46,3.024,0.17528,0.310168,91.0524977131015,0.5881196078431373,68261.88903231546,0.2805549985614211,0.23182375628501697,0.2578960319080743,52.02482680332513,0.16348504849768217,7.024739583333333,0.20994891566758697,0.1905527707973451,5.62713514003878,87.27857407719051,0.19640919722623038,545.949042450839,0.19706493708648362,0.20515543341709025,34808.07832831735,89.75702487835342,0.17492553698648264,0.47986577941404923,4.513078218786545
17,217,71.9045,14.4834,62,25.6011,0,117,116,12,135,12,0.98734,73.27524,0.0,0.0,0.64286,4.346,12.47941,0.0,0.0,126.0,40.88057,6e-05,0.47,2.805,-1.0,0.33493,91.01233356901321,0.5902580392156862,68072.83024661295,0.2823749442743695,0.23053950561745665,0.2581147486647465,51.969724867078995,0.16608398359174523,7.250868055555555,0.20915383862535306,0.1907003874316391,5.65768163622818,86.8272804905587,0.19668012260111556,545.1825508182292,0.19748941424804728,0.20710862315150544,34920.201739108,87.88466367854787,0.17061423395533015,0.4776481533708241,4.260667779466496
18,218,72.2817,14.5211,62,25.5428,0,118,116,12,136,12,0.99511,73.7117,0.0,0.0,0.42857,4.349,12.4632,0.0,0.0,127.0,40.93243,8e-05,0.46,2.751,-1.0,0.322457,90.92492693049823,0.5919219999999998,68030.73521926843,0.2835479361835188,0.23028271819097818,0.2570948769395518,52.065095501181524,0.16718202808442675,7.21460262345679,0.21034674266575987,0.19030062732586644,5.652392891164815,86.69519510275074,0.19754232680052036,544.5726120864615,0.19709566229065928,0.20839530862083344,35396.145089762904,87.56705995204496,0.1669368216374163,0.48148919434988463,4.950786219162625
19,219,72.3012,14.1252,63,24.3758,0,118,117,12,136,12,0.99486,73.74273,0.0,0.0,0.82143,4.353,12.49776,0.0,0.0,126.0,40.99947,6e-05,0.47,2.829,-1.0,0.346077,90.95008721235878,0.5921627450980392,67985.0156405862,0.2842227424423201,0.22965669592443172,0.25636427633270803,52.09715911488474,0.16685899360362585,6.678626543209877,0.20980743446806804,0.1886184571713525,5.643309435975923,87.3139392631917,0.1988392071168514,544.1965239057886,0.19830977840536335,0.2102181641629872,35255.67307295011,89.53959933267247,0.16358421748740135,0.479865779414057,6.4121458430845895
20,220,72.2943,14.0767,62,23.3765,0,118,117,12,136,12,1.00374,73.72934,0.0,0.0,0.53571,4.334,12.15976,0.0,0.0,126.0,40.92681,8e-05,0.46,2.522,-1.0,0.477606,90.96431288709076,0.591386274509804,67986.80433737584,0.28432922442962477,0.22889890895084697,0.25562280021835687,52.22638523431472,0.16652570459531094,7.808304398148148,0.2092868150451096,0.187254316106042,5.598127324922067,88.30657252313894,0.1993020394402756,544.0860777490562,0.19880452392632508,0.21095313582208972,34913.2287692979,87.37779029583756,0.16055765039644124,0.47986577941404934,4.501469984404199
21,221,72.3704,13.7664,62,24.8146,0,118,117,12,136,12,1.01225,73.83389,0.0,0.0,0.5,4.326,12.12785,0.0,0.0,126.0,40.7118,8e-05,0.46,3.114,-1.0,0.54238,90.97028706855258,0.5889913725490197,67842.50563993843,0.2839341136154125,0.22870223589270505,0.2553273699601839,52.472997594762724,0.16609547349193288,7.297067901234568,0.20902760724245267,0.18607616951091438,5.650920217588951,89.31292384907492,0.20019619037272104,544.1690371300316,0.19928792491130853,0.21187179230465183,35004.04165986109,89.90866323348975,0.1574021626428902,0.47764815337081784,5.500947083038222
22,222,72.5798,13.3091,62,24.2659,0,118,117,12,136,12,1.0077,74.07945,0.0,0.0,0.53571,4.299,11.86211,0.0,0.0,127.0,40.42972,6e-05,0.46,2.597,-1.0,0.631881,90.94082784275963,0.5844469803921557,67690.3210493799,0.2837392658229118,0.22835404125587236,0.2547660156866912,52.70744059998312,0.16563108163723297,6.907069830246914,0.20744451494044192,0.18443622411815158,5.480105743822592,89.71093874606495,0.20099925381311262,544.3692052820119,0.20103261224661953,0.21176390725043898,35329.51652633743,89.14293976292318,0.15458139164528018,0.4776481533708141,5.599094349023092
23,223,72.7233,13.3398,63,22.4868,0,119,117,12,136,12,1.00469,74.25527,0.0,0.0,1.07143,4.305,11.47862,0.0,0.0,126.0,40.21239,0.00012,0.45,2.419,-1.0,0.649389,90.90106510924795,0.5821658823529412,67746.17121781674,0.2848309551805226,0.22795037811209878,0.2543272858450222,52.70142675329138,0.1652487366585803,7.096354166666667,0.20797426265210464,0.18330000478861616,5.391226180916202,89.66478293879327,0.20177555817440515,544.6011584145017,0.20213328554713028,0.21172088046379645,35566.46293805103,86.21368405865904,0.15234475582809545,0.4776481533708143,5.7938965364848904
24,224,72.7956,13.0127,63,22.2342,0,119,116,12,136,12,0.99909,74.36486,0.0,0.0,1.03571,4.329,11.4996,0.0,0.0,126.0,39.95571,0.00014,0.45,2.44,0.20808,0.586556,90.95537783075075,0.579432549019608,67917.09231608611,0.285877137757139,0.22727921745383936,0.2540688554149288,52.670452918535396,0.16493648577344425,7.390721450617284,0.20732767572914643,0.18246960018516448,5.403440211579395,89.02646834973909,0.20212187308605453,544.7807652092259,0.20392114305409043,0.211526247184065,36120.07288749157,89.78422623488301,0.15081843219357918,0.47764815337081784,3.997739492235184
25,225,73.2747,12.9731,63,22.0465,0,119,116,12,136,11,1.01988,74.87421,0.0,0.0,0.64286,4.305,11.21534,0.0,0.0,126.0,39.82052,0.0001,0.44,2.906,-1.0,0.553504,90.84895155457383,0.5769357254901961,68122.91900295365,0.2856586488581655,0.22666609562892606,0.2541321678556165,52.6110555389781,0.16484168256571533,8.502363040123457,0.20696722213753443,0.18187885563848877,5.308412098229529,88.31696642081431,0.20270740492250677,544.8660118133735,0.2063761703486251,0.2113931981169709,36884.59457984091,87.74467933781042,0.1493314873323656,0.4782423644782116,4.772716390387629
26,226,73.4148,12.8979,63,21.1588,0,119,116,12,136,11,1.00517,75.08148,0.0,0.0,0.78571,4.313,11.18094,0.0,0.0,126.0,39.67169,0.0001,0.45,3.534,-1.0,0.579548,90.82852041281727,0.5754725490196079,68329.53367572876,0.28498307231074266,0.22652847754375202,0.2545077337023126,52.80131436571662,0.16466543775830808,8.65480324074074,0.20558486559332464,0.18103016671160702,5.3203382474842735,87.89297409119187,0.2029794972810516,544.865009249793,0.20883071251257967,0.21110083805436447,36978.93969448414,87.23819530505422,0.14823277068495952,0.47986577941405173,6.393254282862004
27,227,73.4576,12.6479,63,21.6238,0,119,116,12,136,11,0.98126,75.21829,0.0,0.0,0.64286,4.274,11.10813,0.0,0.0,126.0,39.44765,8e-05,0.45,3.496,-1.0,0.539226,90.7894742162383,0.5723141176470588,68265.62479765585,0.283899386404949,0.22741157215580768,0.2552651129603416,52.88359823344666,0.16415153756886955,8.451581790123457,0.2048977028966947,0.1803694480445362,5.329403828857323,87.31280044539653,0.20331849045437417,544.7515222540426,0.21066666297335304,0.2107561096615422,36516.24954175017,90.91856879434064,0.14707203128399884,0.4837068203931138,6.250368520026443
28,228,73.8868,12.5979,64,22.6984,0,119,116,12,136,11,1.01054,75.74125,0.0,0.0,0.42857,4.312,10.89673,0.0,0.0,126.0,39.35238,0.00013,0.45,2.903,-1.0,0.546074,90.77966150876775,0.5705976470588234,68289.40821068587,0.28322362068612933,0.22663117480971684,0.2557461494882074,53.055674046645926,0.1635901402146061,8.061680169753087,0.2041825064672714,0.1802363319304205,5.251112860936449,86.55284854830494,0.203524092191589,544.5752379555682,0.2127601337518238,0.21010252392572082,37338.85935146123,89.12301857769282,0.14615142036567547,0.48754786137218753,4.574117076080279
29,229,74.058,12.7396,65,22.1968,0,119,116,12,136,11,1.02723,75.99348,0.0,0.0,0.42857,4.279,10.8419,0.0,0.0,125.0,39.21438,0.00012,0.46,2.451,-1.0,0.602629,90.69547981156349,0.5673921568627451,68324.12252940673,0.2823896240114654,0.2268263060243619,0.2558411885716964,53.14382068021798,0.16339704994116658,7.963686342592593,0.20310207021872123,0.18030919877255958,5.207903346448213,85.22596800965339,0.20378593720481455,544.3207498866129,0.2148916135324078,0.21001251628112283,37624.45547776989,89.40183112556237,0.1475316081319078,0.49198311345863194,4.30399350678336
30,230,73.8315,13.0493,65,22.6849,0,119,116,12,136,11,0.99531,75.87836,0.0,0.0,0.25,4.31,10.96956,0.0,0.0,125.0,39.05062,9e-05,0.46,2.861,-1.0,0.590647,90.77302804192334,0.5640447843137253,68208.54252683917,0.28197600549047086,0.22645111591416925,0.2560187133820371,53.21724258234472,0.16348568925311807,8.47873263888889,0.20283616972880994,0.18080898632292305,5.16276726793989,85.09281431575909,0.20421899003046637,544.0621604503053,0.21733127859439305,0.20959286028066468,37272.094364212535,85.88380891678918,0.1504341387347252,0.49198311345863727,4.9937378704488555
31,231,74.0554,13.1456,65,21.225,0,119,116,12,136,11,1.0026,76.06607,0.0,0.0,0.5,4.302,11.23762,0.0,0.0,125.0,38.93026,0.00014,0.46,3.608,-1.0,0.561985,90.74271820319532,0.5625356862745098,68351.97606793046,0.28222501327044847,0.22670753644587388,0.25667941092212926,53.139602849512926,0.16355607126338165,8.349006558641975,0.20196642280525406,0.1806695852934316,5.178508463831977,85.13871672845978,0.204696810071593,543.7847585721404,0.2196208522428436,0.2087044238066316,37668.96413958653,90.72878360854475,0.15304768379866107,0.4919831134586337,4.412260639331556
32,232,74.4078,12.7933,65,22.2903,0,120,116,12,136,11,1.04115,76.40894,0.0,0.0,0.39286,4.298,11.32385,0.0,0.0,125.0,38.94043,8e-05,0.46,3.31,0.24383,0.584767,90.6663833117515,0.5627835294117647,68252.82821305902,0.28242837282135835,0.22683329622047418,0.2569700420191989,53.067526546525364,0.16337175453777167,8.10643325617284,0.20074414731389448,0.1800206572259878,5.208797000966122,85.00860505079405,0.20509598046881516,543.4682930115389,0.2225016897122504,0.20770907092298374,38237.001751627315,87.70470514135837,0.15771962181042304,0.49198311345863877,5.8862914475752754
33,233,74.3118,12.6101,65,20.8319,0,120,116,12,137,11,1.03026,76.25689,0.0,0.0,0.60714,4.293,11.00963,0.0,0.0,125.0,38.9566,8e-05,0.46,3.152,-1.0,0.572032,90.71204160324605,0.5649603921568627,68226.19234836788,0.2836421831994417,0.22633938703593692,0.25749715897160885,53.153237236870666,0.1629959695240822,7.925829475308642,0.20065746996311687,0.17931145192309927,5.0957185534401805,84.42715225200267,0.20583336969016033,543.1550774586133,0.22542179227227058,0.2070308221901876,38041.68102166635,90.57528727602092,0.16199481948919506,0.49198311345863416,5.221419047504055
34,234,73.9368,12.284,64,21.292,0,120,116,12,137,11,0.99738,75.84262,0.0,0.0,1.21429,4.314,10.854,0.0,0.0,125.0,38.91954,0.00013,0.46,2.928,-1.0,0.592899,90.7883371408579,0.5644580392156864,68166.61025957519,0.28460488057439737,0.22612720280598034,0.257682305527637,53.16093049225984,0.16262900892172683,7.935426311728395,0.2002700757292585,0.17885501452206523,5.113009048404255,84.99862166428969,0.20624687983354278,542.8542055489879,0.22852240119904618,0.20632398740495803,37377.131502115146,91.75675417028386,0.16549482095533297,0.49198311345863277,5.496309420928503
35,235,73.7526,12.2789,64,19.6956,0,120,116,12,137,11,0.99848,75.65945,0.0,0.0,1.21429,4.306,10.57763,0.0,0.0,125.0,38.91976,0.00011,0.45,3.236,-1.0,0.502574,90.79405755406216,0.5658945098039215,68193.62163628949,0.28505235746518603,0.22633764846606214,0.2579238985394729,53.20698151765046,0.1621635887147156,8.253616898148149,0.2000568161969106,0.1784329916850531,5.014288066340305,84.70984492482674,0.20875826921971194,542.6035282461813,0.2312631341624821,0.20569885038692517,37113.42666524533,91.50271808762396,0.16856919773368226,0.49198311345863394,5.449771980064713
36,236,73.7228,12.5048,64,20.1142,0,119,116,12,137,11,0.99538,75.55458,0.0,0.0,1.53571,4.308,10.57308,0.0,0.0,125.0,38.99183,0.00012,0.45,3.66,-1.0,0.553938,90.80632143694802,0.5670463137254901,68161.38781148108,0.28500297839905564,0.22635470692425666,0.2587002926322802,53.295816492151324,0.16163388488877192,8.25245949074074,0.19892173325937462,0.17755708900948783,5.0879690080171684,84.76085826039294,0.20861135359016916,542.375213683706,0.23312424002853047,0.2049587279901328,37400.17806571232,88.6730094187576,0.17202126847653895,0.4919831134586315,3.8469457803710285
37,237,73.4148,12.4891,64,20.1459,0,119,116,12,137,11,0.98266,75.27391,0.0,0.0,1.07143,4.291,10.76837,0.0,0.0,125.0,39.07576,7e-05,0.45,3.389,-1.0,0.557743,90.87073343237759,0.5683235294117648,67944.98755997191,0.2844279816482262,0.2265527193972649,0.2592706004499128,53.34176334334009,0.16111018210224373,8.10522762345679,0.1981673826127443,0.17698389506605863,5.109546641854644,85.04950216915357,0.20859849490975843,542.1574950180342,0.23449390087685576,0.20398563450091894,36988.78707612028,90.6352874258569,0.17319670395176773,0.4903596985227982,3.3122604219999907
38,238,73.2013,12.2665,64,21.1245,0,119,116,12,136,11,0.97289,75.05254,0.0,0.0,0.46429,4.325,10.75329,0.0,0.0,125.0,39.08587,8e-05,0.45,3.55,-1.0,0.631244,90.88862581854988,0.5682027450980391,68057.02541820557,0.283616654934941,0.22681223390782598,0.2597148837810559,53.34212540991512,0.16064303741436217,8.07349537037037,0.19791904415718045,0.17655897225603384,5.169835839811232,86.09914997879004,0.20850293095269787,541.9011655213102,0.23676732859688782,0.20328492502016426,36714.911591962584,89.91795515087918,0.175018786674757,0.4913889023512321,3.9148254252396075
39,239,72.9561,12.4832,64,19.177,0,119,116,12,136,11,0.9761,74.8498,0.0,0.0,0.82143,4.315,10.56057,0.0,0.0,125.0,39.11264,0.00011,0.45,3.223,-1.0,0.578529,90.87104806521288,0.5685309803921569,67979.72383149249,0.28290890240314,0.22698120169543104,0.26015106375062874,53.29669490861304,0.16029177465800168,8.192997685185185,0.1976832445399746,0.17701248628156183,5.077112272393803,86.36135455339902,0.2085314644582646,541.6765966825208,0.2390325331617863,0.20242536147101048,36380.12049824449,90.81155763304369,0.1766706713062153,0.4919831134586293,4.547995363555668
40,240,72.9718,12.2216,64,19.4992,0,119,116,12,136,11,0.98758,74.83166,0.0,0.0,0.89286,4.307,10.74552,0.0,0.0,124.0,39.19954,5e-05,0.45,3.069,0.23328,0.634371,90.85800613980227,0.5716490980392154,68126.24673566052,0.2824381096346016,0.22750074246597998,0.2609912294720108,53.29197410300925,0.15992781828353458,8.615547839506172,0.19721557588688796,0.17575251768545372,5.140544574995977,86.2600377239289,0.20836189068465838,541.4698788607582,0.2411841521483165,0.20181786370089905,36473.70778031522,86.75149571136966,0.17792170580640093,0.48976548741540665,6.188144499448087
41,241,72.7707,11.83,64,20.2874,0,119,116,12,136,11,0.97935,74.66933,0.0,0.0,0.67857,4.305,10.52495,0.0,0.0,123.0,39.25903,5e-05,0.46,3.214,-1.0,0.576615,90.89449879137177,0.574590980392157,68152.08443655913,0.2816786921082797,0.2277089215487726,0.2609957608823789,53.3108575138045,0.15999051138047354,8.68995949074074,0.19691529040827765,0.17521012360917723,5.087206642637698,86.08255288607656,0.20813700669208268,541.2555627967092,0.24316603003557535,0.2008640173354739,36285.04793230221,85.93886109425652,0.17898676934752708,0.4897654874154073,5.25037158014794
42,242,72.9236,11.6859,64,19.4993,0,119,116,12,136,11,0.98208,74.78135,0.0,0.0,0.78571,4.285,10.18512,0.0,0.0,124.0,39.35394,5e-05,0.46,3.578,-1.0,0.620231,90.830961176942,0.5771725490196078,68115.14541862434,0.28050217722262805,0.22794515048428865,0.26119979860463116,53.32994833110292,0.16019894877770235,8.646653163580247,0.1971226813719322,0.1747408801019762,4.99857599320812,86.32081163002512,0.20791570886735045,541.0571295615362,0.24518599792387866,0.2000451171463406,36262.38707893114,86.72860298656208,0.18005633098717436,0.4919831134586272,4.916336334003984
43,243,72.8663,11.271,64,20.3082,0,120,116,12,136,11,1.0105,74.7661,0.0,0.0,0.57143,4.314,10.06242,0.0,0.0,125.0,39.54622,0.00011,0.45,3.763,-1.0,0.627705,90.84614783889347,0.5824262745098041,67949.2835079327,0.2795312869326339,0.22848545647258162,0.26123083966337585,53.27307110068239,0.16046016990479953,8.681616512345679,0.19749067894287944,0.1742784149117795,5.043406877508374,87.21650554204281,0.20770180381324835,540.8575508246404,0.24679973288167129,0.1990560326234032,35985.26916392485,88.47439557544129,0.18146740336010256,0.491983113458627,4.773103341649634
44,244,72.9832,11.2695,64,18.4636,0,120,116,12,136,11,1.0183,74.87574,0.0,0.0,0.82143,4.293,9.7091,0.0,0.0,125.0,39.7416,0.0001,0.46,3.692,-1.0,0.636272,90.8035437497536,0.5863800980392158,68221.22448289563,0.27877564578537195,0.22875859987580527,0.2611463997169576,53.19394956989053,0.1605922113256075,8.711757330246913,0.19768231424315422,0.17416083109803915,4.933610588482436,87.92646772014571,0.20759998132618498,540.6745882193103,0.24794160463028464,0.19831103110506246,36538.9473813508,85.39262094973841,0.1819508826233096,0.4897654874154023,4.943408574888756
