,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,staticness,blockiness,contrast,cubcol.1.0,cubrow.0.5,color_fulness,cubcol.0.5,uhdhdsim,temporal,blur,noise,cubcol.0.3,cubrow.0.6,cubrow.1.0,saturation,cubrow.0,cubcol.0.6,cubcol.0,fft,cubrow.0.3,tone,movement
17,317,88.6452,19.9681,65,28.5408,0,119,119,13,134,18,0.95848,83.64685,0.0,0.0,2.53571,2.701,16.8487,0.0,0.0,115.0,35.52428,0.00546,0.6,5.973,-1.0,0.027385,407.98569915444926,5.3990055773728995,84.93082488188713,0.17978691845094322,0.18860785938886182,85.05251431081501,0.3686500772275989,79.28950513461999,5.341585156997381,91132.16675099173,0.9227853455869391,0.2116962368095177,0.21005066963650806,0.06860354923331746,43.731024659710165,0.22910595526535593,0.28205066661457656,0.06690746158525332,77057.41900205467,0.054986206893713134,0.5131870588235294,5.9320505401234565
18,318,88.1638,20.3034,64,28.0479,0,119,119,13,134,17,0.93536,83.16319,0.0,0.0,2.14286,2.752,17.14728,0.0,0.0,117.0,35.50083,0.00537,0.62,6.151,-1.0,0.024334,406.8481482011099,5.694978185134018,86.7205788763576,0.1807798583447861,0.18834014461396614,84.11678427520356,0.373093754995832,79.4254041590704,5.383046213390131,90336.96372532003,0.9177558823930781,0.21359258202739909,0.20879784749025185,0.06819921642126915,43.68413854528356,0.23113092101541563,0.2871991507205145,0.0671553240766608,76871.27043936882,0.054242761693200754,0.5148270588235294,6.58521412037037
19,319,88.5999,20.1307,64,27.9669,0,119,119,13,134,17,0.95099,83.53393,0.0,0.0,2.07143,2.81,17.43845,0.0,0.0,117.0,35.50791,0.00532,0.62,5.931,-1.0,0.024966,405.9773403943412,5.842323557727226,88.47037301374759,0.18112152498550957,0.18805217062815255,83.60466981053435,0.3780897638113626,79.42589173586853,5.383088125196511,94782.19383611965,0.9173208896720424,0.2156171622447989,0.20517531678749348,0.06814499856289286,43.5343271891276,0.23251623398994414,0.2910177833388986,0.06739290551896995,77024.02666261261,0.053574214919854424,0.5148270588235294,6.996720679012346
20,320,87.2643,20.6465,63,30.5801,0,119,119,14,134,17,0.94687,82.17975,0.0,0.0,1.35714,3.009,17.2927,0.0,0.0,116.0,35.41197,0.00549,0.6,5.685,-1.0,0.027723,405.1849744548181,5.132273673323849,84.78081070892209,0.182314140357219,0.18749421960192128,83.49902167742928,0.3837827508345556,79.9051563315655,5.347587469488196,95217.4581559356,0.9056385483484899,0.21711854685330872,0.20222501747948154,0.06903260116813505,43.31606584713783,0.23265723737385094,0.29367044627175354,0.06812812293534445,76762.58036681943,0.052864564557845585,0.5121811764705883,8.46238425925926
21,321,84.9955,21.3438,60,34.8893,0,119,119,13,134,17,0.96394,79.91138,0.0,0.0,1.0,3.32,17.73308,0.0,0.0,116.0,35.48387,0.00579,0.6,5.808,-1.0,0.026553,404.32992529422495,4.729264279540823,88.78191211659032,0.1839980914696569,0.1855644663995834,83.9275946089144,0.3865338421878884,80.39955178416625,5.515168185859136,92385.39657307378,0.8808096691519224,0.2182801247854264,0.20024539337401287,0.07064323518603709,43.191909978419176,0.23177534600995217,0.29423800878414885,0.06840195236549454,76233.66687559363,0.05209662150590663,0.5118960784313725,9.24512924382716
22,322,83.2479,21.8173,58,36.9398,0,119,119,13,134,16,0.95517,78.10279,0.0,0.0,1.03571,3.549,18.3305,0.0,0.0,115.0,35.81872,0.00573,0.59,5.909,-1.0,0.034755,403.10116585374436,4.2738217117209185,85.0842845761169,0.18540931683616468,0.1839149378085645,84.44006717826032,0.38889045399556627,80.7119933600852,5.661504973713865,90784.99182117815,0.8626336680850377,0.2217795535569704,0.19907246760537342,0.0724151790448731,43.03931700153115,0.22976532163028004,0.2947084496558722,0.06870169964077662,75847.63669536234,0.05124982225548906,0.5151325490196079,9.642602237654321
23,323,80.8635,21.5252,56,45.1174,0,119,119,13,134,15,0.94425,75.59279,0.0,0.0,0.85714,3.824,18.74034,0.0,0.0,116.0,35.96343,0.00524,0.61,6.214,-1.0,0.031601,401.4775016349077,4.5745804684382705,86.525395119472,0.18581647834044812,0.18329596781625623,85.25886349248687,0.3885888230584479,81.102494494058,5.829934704937736,85382.53787654864,0.83780478888847,0.22673841199963168,0.19966335782291983,0.07299205243993213,42.737114046826775,0.22652025641750578,0.2949529448753884,0.06874711445692923,75508.04847416839,0.05044430285281896,0.5150922352941175,9.964313271604938
24,324,79.8902,22.1672,53,42.2216,0,119,119,13,134,15,0.93984,74.32906,0.0,0.0,1.28571,3.907,18.4916,0.0,0.0,118.0,35.93825,0.00589,0.62,5.614,0.12886,0.037148,399.97745035132215,3.4319754900162645,84.81490181075287,0.18542178653196748,0.18521568819383866,86.34182222761267,0.38758707743100484,81.27429987453807,5.9813092743385265,86153.80595246908,0.8168169506709598,0.23213707562639552,0.2032027330811733,0.07397973279519278,42.655194694613236,0.22170145296814964,0.29475087457236143,0.0684726046318017,75319.25219729666,0.04963468229340423,0.5169588235294118,10.319299768518519
25,325,78.2581,22.835,51,40.5215,0,119,119,13,134,14,0.96335,72.57588,0.0,0.0,1.0,4.073,19.04778,0.0,0.0,120.0,35.87197,0.00538,0.61,5.807,-1.0,0.035654,398.6077449806427,2.5289903122117683,83.75124606336472,0.18527519359566957,0.1862028441435384,86.98842342346829,0.38234281314719837,81.85283369338828,6.049077311731308,80635.25802929497,0.8030762016905358,0.23269575245387633,0.20527244344900616,0.07448891847054927,42.51283546730324,0.21766315934389271,0.29532814926382717,0.06817441006065723,74244.96528508633,0.049049027253273474,0.514573588235294,11.27440200617284
26,326,76.5576,22.4536,49,38.4869,0,119,119,13,133,14,0.97559,70.87512,0.0,0.0,0.71429,4.192,19.62125,0.0,0.0,120.0,35.95737,0.00357,0.6,6.295,-1.0,0.028643,397.042101798556,2.3500913053727106,84.23723216765657,0.18352288411451592,0.18465730165288077,87.43439480677256,0.37715653144333516,82.31225845836845,6.138140076565298,75338.59417471716,0.797017534668249,0.22983867856246581,0.20359634060430973,0.07504978218776627,42.305375840928825,0.21388105330564267,0.2951591886871091,0.06749080297311948,73417.30442141545,0.048316447517789664,0.5152309803921568,12.07764274691358
27,327,75.8209,22.0561,47,34.8363,0,119,119,13,133,14,0.95656,70.06634,0.0,0.0,1.57143,4.258,19.28544,0.0,0.0,121.0,35.79137,0.00252,0.6,6.357,-1.0,0.028447,395.5035233055794,2.2684772925019585,87.45271412701454,0.1814131792899641,0.18308055553964797,87.40410201256806,0.3727593502885992,82.81151831586762,6.199112707504156,75615.6028003848,0.7947999086250069,0.22674041847021228,0.20137068423418739,0.07450203381959071,42.232065648208426,0.21021955227994416,0.29271398103184043,0.06710076370971589,72936.66070790523,0.047613217407184,0.515038568627451,13.148823302469136
28,328,74.636,22.7211,46,36.889,0,119,119,13,133,13,0.97148,68.89356,0.0,0.0,2.67857,4.37,18.93908,0.0,0.0,122.0,35.55796,0.00254,0.59,6.135,-1.0,0.021347,394.02325447505376,2.868956125349261,89.12490376612628,0.17925962487033162,0.18105211790619957,87.57194954431219,0.3697307782988677,83.09532683531896,6.228112252825594,74969.7683792217,0.7814941523656258,0.2237159612907768,0.2004036571150241,0.07449921145712746,42.06139628092448,0.20675321170524646,0.29136965154510214,0.06670269981763166,73178.42283246064,0.0469128137856211,0.5116815686274511,14.210985725308642
29,329,72.1276,23.4332,45,40.5571,0,119,119,12,133,13,0.94325,66.6232,0.0,0.0,1.71429,4.492,19.50871,0.0,0.0,121.0,35.25163,0.00188,0.58,6.303,-1.0,0.021909,392.48048473108037,3.7651952157261683,88.35229148566924,0.17698644177260986,0.17883808257415476,87.37660196540433,0.3665877471597466,84.09250238246653,6.282248566798447,67851.4471472756,0.7744062815149003,0.2199155381208535,0.19971352655414226,0.07439646101021063,41.94425399215133,0.20355714502619776,0.28980953985010277,0.06616078752656337,72764.39392975734,0.04626101853818507,0.5058380392156863,15.773244598765432
30,330,70.1767,24.0226,44,36.2556,0,119,119,12,133,13,0.98024,64.86127,0.0,0.0,0.89286,4.615,20.12094,0.0,0.0,121.0,35.03376,0.00119,0.57,6.687,-1.0,0.021804,390.8705807999208,3.4300026138412827,88.40410717054652,0.1746884121885652,0.17689474650522374,86.92944461716245,0.3621711223859855,84.73609161702907,6.351163389121629,63040.97363518037,0.7655357773419823,0.21659857649380268,0.19841894769476126,0.07379331522804397,41.80684577094184,0.20050037223075629,0.2872391078569927,0.06561918564913417,72017.23194366659,0.045720916585004254,0.4979215686274509,17.622154706790123
31,331,67.7849,24.4572,42,35.8658,0,119,119,12,133,13,0.99196,62.73898,0.0,0.0,1.57143,4.951,20.62672,0.0,0.0,121.0,34.69082,0.00132,0.56,5.681,-1.0,0.024551,389.168680164132,3.539542025662096,89.44358609481814,0.17244469813169022,0.17527887591956923,86.76618816382187,0.35852906619265257,85.2567600346729,6.411291238884273,56733.03820639377,0.7562302804480158,0.21340935881770784,0.19644812965924136,0.07307060847217568,41.67659825454523,0.1976508325510656,0.2837414186385785,0.06531904921557324,71593.95907246001,0.04515754392079408,0.4883631372549019,18.597125771604937
32,332,62.6279,24.9893,41,39.4716,0,120,119,12,133,13,0.96783,58.18171,0.0,0.0,0.78571,5.325,20.9969,0.0,0.0,121.0,34.38428,0.00081,0.57,5.044,0.1268,0.028705,387.29280157908687,1.9272215446898542,85.43736038989181,0.17007989408941712,0.17324088165617296,86.03222016702587,0.35341697616424417,86.24466619229132,6.503906312755657,45835.556723120186,0.7506066061467628,0.21034420112159968,0.1942807572608427,0.07311624843696896,41.556569417317704,0.19487248231791512,0.281664005355003,0.06484818798103208,70302.31829387904,0.04456029786031337,0.48323176470588236,19.26586612654321
33,333,58.4202,25.224,39,39.6571,0,119,119,11,133,13,0.96952,54.42231,0.0,0.0,0.71429,5.65,21.45113,0.0,0.0,120.0,34.20945,0.00103,0.58,4.411,-1.0,0.019484,385.3920155867109,2.4248602490175903,85.91181646136765,0.16779242028564767,0.1710186136628776,85.86956702466523,0.3482855595155651,86.7982046919173,6.594956226338035,37976.47702255605,0.7451421502318629,0.20734941840340357,0.19190586472096716,0.07244218230785343,41.448717470522276,0.19219117391609356,0.278933499497983,0.06424582047921584,69547.11237204634,0.04412219008581664,0.4853949019607843,19.48582175925926
34,334,55.6433,25.6867,38,39.2214,0,119,119,11,133,13,0.98151,51.89405,0.0,0.0,0.57143,5.663,21.65445,0.0,0.0,120.0,34.0662,0.00082,0.56,4.052,-1.0,0.02597,383.50666280990646,1.927706679689733,87.64068914163984,0.1657897040200191,0.1689838151759871,86.8543924359271,0.343365095021957,87.3466034272402,6.650692764590106,33245.67509633792,0.7407068981453976,0.20452116444469576,0.18987290215315614,0.07244246445552731,41.47038834183304,0.18974572353520433,0.27525817517165513,0.06367791671873413,69634.57347720586,0.04399501096657063,0.48867294117647053,20.34259259259259
35,335,52.014,26.1859,37,43.2946,0,119,119,11,133,13,0.9839,48.6295,0.0,0.0,2.75,5.823,22.05439,0.0,0.0,120.0,33.82461,0.00069,0.58,4.3,-1.0,0.021543,381.6516154661837,1.1093711364502603,88.745379824235,0.16356724291438293,0.1672362865632071,87.4252136315215,0.33861244808158847,87.83509390367902,6.728393142006889,26843.08829178842,0.7291837752082114,0.2019487395409852,0.18758400409034964,0.07149645410078306,41.61709387508439,0.18740926381953424,0.2725032424644079,0.06335830925454339,69530.99063156982,0.044231800488308264,0.48859058823529405,21.070457175925927
36,336,49.2183,26.2123,36,44.3026,0,119,119,10,133,13,0.96771,46.06821,0.0,0.0,1.07143,5.95,22.48128,0.0,0.0,121.0,33.63819,0.00083,0.57,4.144,-1.0,0.019381,379.75582197893135,1.520758266457262,87.0482698659367,0.16154813839709814,0.1654625786180493,87.64741937919199,0.334453130245368,88.27595279769605,6.786434495258627,23331.916098268954,0.720313271035291,0.19937479665061406,0.18591203523294036,0.07087366618454741,41.5926624816141,0.18532736666520996,0.2695701618504896,0.0628699397832356,71713.16362156534,0.04424226345504796,0.48752392156862606,21.37037037037037
37,337,45.8268,26.4965,35,42.167,0,119,119,10,133,13,0.97856,43.01867,0.0,0.0,0.57143,6.161,22.50429,0.0,0.0,121.0,33.38239,0.00077,0.56,3.676,-1.0,0.024625,377.85147047543535,1.592945935421107,89.45102460717695,0.15949672094389675,0.16406332107556318,87.49395777720152,0.3309085726347064,88.59031648443272,6.800564945478787,18508.726959739368,0.708195936990705,0.1968731256604253,0.18441873971116654,0.07011657763933042,41.749580289110725,0.18343237738184326,0.2665537767916451,0.06233772241388432,71417.22540959952,0.044415551862012397,0.4881074509803921,21.50101273148148
38,338,43.173,26.5495,33,44.6896,0,119,119,10,133,12,0.96934,40.59857,0.0,0.0,0.82143,6.319,22.74854,0.0,0.0,122.0,33.12134,0.00064,0.54,3.494,-1.0,0.023382,375.97881765173673,1.6791320045736005,87.7002439246177,0.15756199694945752,0.1620996876057674,87.36908925501085,0.32684433651052547,88.95594193827164,6.842608798626376,15608.648502736001,0.7021372699684104,0.19465710912976797,0.18315595709511387,0.06939805463853334,41.80616703739873,0.1814883319561665,0.26377685006789975,0.061716834233728805,71229.09996920147,0.04504195981888539,0.487518431372549,22.010079089506174
39,339,41.4042,26.5077,32,42.8085,0,119,119,10,133,12,0.97131,39.01707,0.0,0.0,1.32143,6.227,22.79445,0.0,0.0,124.0,32.91478,0.00072,0.55,3.941,-1.0,0.027151,374.1010563587446,1.1350513534599098,87.98308411676929,0.15564239423924514,0.1603057327763793,87.64035610573009,0.322904149927986,89.183169411847,6.891720734781263,13700.789293499225,0.6977020178819434,0.19271232799003743,0.18097179603752994,0.06867883925279984,41.86298681188513,0.17997882356618258,0.2605953881329796,0.06111963343513106,70831.64739416484,0.045425871667596956,0.4846622745098028,22.443817515432098
40,340,40.3733,26.4896,32,42.3582,0,118,119,10,133,12,0.97473,38.09709,0.0,0.0,1.0,6.156,22.77087,0.0,0.0,125.0,32.83273,0.00073,0.54,3.448,0.12757,0.021873,372.1987263818931,1.7691286368872958,86.87045078884026,0.15397559936181462,0.15867211171419593,87.79810922548408,0.31924197824984085,89.45372813352819,6.92027221303989,12278.5060111906,0.6878023098805944,0.1905749752993919,0.1798733117296105,0.06789797653385472,41.9114102964048,0.1785899787398423,0.2593531199832826,0.06059861348718749,71781.68949005306,0.04551323263241076,0.4870113725490196,23.338445216049383
41,341,40.0922,26.6753,32,44.1035,0,118,119,10,133,12,0.96095,37.76169,0.0,0.0,1.14286,6.045,22.75672,0.0,0.0,125.0,32.71576,0.00066,0.53,4.947,-1.0,0.03195,370.24654599881217,1.483755065192541,87.49214893298327,0.15233368306864806,0.15761555054615523,87.8462676665587,0.3157961829297639,89.47374403647103,6.936133000770129,12581.638823780148,0.6811494317509056,0.18865755893565647,0.17825753306598102,0.06753681136776839,41.8964337007499,0.17657857568387067,0.2566965131069392,0.05993121925016871,70421.35639921606,0.04630097344537857,0.48722431372549013,23.620418595679013
42,342,39.7752,26.7978,31,44.6869,0,118,119,10,133,12,0.96198,37.4166,0.0,0.0,0.5,5.928,22.90828,0.0,0.0,125.0,32.50288,0.00076,0.54,5.9,-1.0,0.030993,368.2455188318752,1.249811863200856,89.7227057623259,0.15066188867497168,0.15643276892371172,88.02516823012246,0.3122365183509682,89.54706976543706,6.950922927180898,12963.646597930709,0.6795260168150709,0.18698522292104064,0.17632541166111104,0.06710585072265766,41.77601453993056,0.17480789964005913,0.25419994495362647,0.059290361401601606,70485.98681237196,0.04675309422450459,0.48371854901960787,23.48857060185185
43,343,39.6432,26.8332,31,44.7588,0,118,119,10,133,12,0.97424,37.236,0.0,0.0,0.89286,5.909,23.01043,0.0,0.0,125.0,32.39802,0.00065,0.55,4.617,-1.0,0.041865,366.26266922791115,1.563486619754395,87.89771552444624,0.1490618412413514,0.1546834714591221,88.22399974625597,0.3087024103096853,89.53606920394165,6.951625870086387,13248.10239197436,0.6690320977063143,0.18551976400684506,0.17463211945650123,0.06666036027982417,41.58438487111786,0.17278181142950944,0.2517318545868227,0.0586921366094892,70649.5144935233,0.046417923687936194,0.48517058823529413,23.437548225308642
44,344,39.464,26.8013,30,46.1053,0,119,119,9,133,11,0.98016,37.0178,0.0,0.0,0.92857,5.715,23.04541,0.0,0.0,126.0,32.30955,0.00072,0.54,3.764,-1.0,0.057686,364.3022660906365,1.7007580002858742,88.92185854398537,0.14749046505438132,0.1531627365620558,88.32772566798046,0.3054870526677523,89.62599080446168,6.936279401297958,13290.883429419524,0.6607558046407901,0.18400998581285746,0.1732520092973682,0.06648797271373046,41.173824545777876,0.17102151213103287,0.24966457499266817,0.05808744542494566,70196.87977244693,0.04691577507541275,0.4856858823529412,23.260657793209877
