,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,staticness,cubrow.0,cubcol.0.3,cubrow.0.5,cubcol.0,cubrow.0.3,cubcol.0.6,saturation,uhdhdsim,cubcol.1.0,noise,color_fulness,temporal,blockiness,movement,tone,fft,cubrow.1.0,blur,cubcol.0.5,contrast,cubrow.0.6
10,310,85.6483,19.4911,55,28.2369,0,119,119,12,133,15,0.9872,79.10205,0.0,0.0,1.85714,2.848,17.14095,0.0,0.0,117.0,35.59851,0.00328,0.43,8.268,-1.0,0.261687,415.50964527647983,0.19357986585447917,0.1690533138550339,0.16834530826730706,0.0458633800752437,0.04152221527973634,0.235242964070367,42.33968080120322,79.87340347482689,0.1535115825366475,0.4980417804809287,84.8150234094329,4.671201190622344,4.5815999878719476,6.448350694444445,0.5200251372549018,79212.30331294506,0.05652369705176394,88572.68934786016,0.31433500557681476,86.69680895132691,0.20181206839326662
11,311,85.6108,20.0148,55,28.1988,0,119,119,11,134,15,0.97916,79.03826,0.0,0.0,1.53571,2.823,16.73321,0.0,0.0,115.0,35.64438,0.00296,0.42,8.835,-1.0,0.263278,414.37669251441224,0.19380272683859703,0.17372158891570458,0.169367890569237,0.04606608060776667,0.0421296067430581,0.23861881939468133,42.60414519133391,79.84403099830882,0.15484503903214766,0.49804178048092584,85.24721146562656,4.7675262980202655,6.349978912337599,7.0754726080246915,0.5208874509803922,78991.90559179136,0.05776505416558938,90599.63434569568,0.32281277588489427,85.96834497754237,0.20199576913380327
12,312,84.2982,19.7971,54,30.821,0,119,119,11,134,15,0.99025,77.82261,0.0,0.0,1.42857,2.838,17.18396,0.0,0.0,115.0,35.53165,0.0025,0.43,8.425,-1.0,0.247342,413.4707839034862,0.19548936903418074,0.1745205884164067,0.17080917990294367,0.046035359732915886,0.04286752102528294,0.2391406492333874,42.811417756257235,79.97346221750719,0.15508721322203597,0.49198311345863416,85.19959321839323,4.868813441558806,5.823352417288961,6.551456404320987,0.5177293725490184,79291.07789845495,0.059608878472458195,83568.9891246646,0.3264785409438555,86.31737688735299,0.20179350257728873
13,313,84.5611,18.8565,53,31.1031,0,119,119,11,134,15,0.97224,77.94056,0.0,0.0,1.60714,2.841,16.99228,0.0,0.0,115.0,35.59641,0.00254,0.43,7.374,-1.0,0.236297,412.4503872278937,0.19817477704714664,0.17633923077723554,0.1713754962228197,0.0458689455809953,0.043082982796630274,0.24216681294977263,42.96737218786169,79.85044166457877,0.15486284372768624,0.4919831134586367,85.31413651162188,4.9370604586355045,4.217349768777622,5.825279706790123,0.5172537254901961,79253.34958474111,0.05971671545508593,87514.46494285918,0.32889161683627627,88.29116022144815,0.20024389753708802
14,314,84.836,18.3929,53,28.7406,0,119,119,11,134,15,0.94336,78.14204,0.0,0.0,2.35714,2.815,16.18485,0.0,0.0,115.0,35.50167,0.0026,0.44,7.406,-1.0,0.244545,411.269606021663,0.2010684490248047,0.1783450729804952,0.1714640225423026,0.045698493676199235,0.042543818445678686,0.24731854064119987,43.16725742669753,79.94965121255797,0.1561928185028117,0.4919831134586345,85.2141173979374,4.978127248293856,5.187867780663478,5.164448302469136,0.511976862745098,79132.60888550362,0.05966019377997636,88406.53835814646,0.33456982438715,88.66715450306286,0.1986533777428317
15,315,84.6796,18.3553,52,28.9551,0,119,119,11,134,14,1.00792,77.92247,0.0,0.0,1.5,2.838,15.78806,0.0,0.0,115.0,35.29564,0.00279,0.43,7.05,-1.0,0.256002,409.74732537220393,0.20278766109486593,0.18058699505111112,0.1713198945191998,0.0458324105885337,0.042206240135365336,0.25108875620218946,43.25313125421971,80.03224620679163,0.1565660627505707,0.4881420724795691,84.43738584759095,4.964069119274652,5.024600416355973,5.49657600308642,0.5066028235294118,78466.363871847,0.05944642327920084,91054.11920082991,0.34010446014749496,86.65955600775847,0.1977742550271325
16,316,83.784,18.4802,51,27.6807,0,119,119,11,134,14,0.95652,77.12275,0.0,0.0,2.75,2.911,15.75219,0.0,0.0,115.0,35.14439,0.00267,0.43,7.702,0.15021,0.2329,408.14601456281105,0.20377968696520152,0.1810827051660631,0.17173105330609825,0.04623409381681938,0.04198352149192306,0.25541035004825,43.38769022623698,80.12674299360842,0.1569864606942478,0.4881420724795695,83.63312559989839,4.9615051064985005,5.380843573670712,5.685233410493828,0.503536862745098,78267.75786638011,0.05898753774798683,86292.663198571,0.3433719068786878,88.52115594899851,0.1954820167804763
17,317,82.0937,18.7016,50,26.8447,0,119,119,10,134,14,0.97746,75.53017,0.0,0.0,1.89286,3.018,15.86258,0.0,0.0,115.0,34.97775,0.0029,0.43,7.831,-1.0,0.243343,406.79126325516916,0.2047757655606964,0.18262332555763186,0.17210008708362143,0.04653049418766218,0.04177952633859617,0.26033710488538825,43.388146294487846,80.2723242343204,0.15767531181691546,0.4814891943498838,83.16313644591517,4.848370771545271,5.179012414890758,5.7280092592592595,0.5023788235294118,78289.97470079534,0.05839480153435549,81548.05319058649,0.34969338224198676,89.34861141391211,0.19470275273114301
18,318,81.6408,18.9528,50,26.1325,0,119,119,10,134,14,0.93515,75.08719,0.0,0.0,2.0,3.043,16.04768,0.0,0.0,117.0,34.95648,0.00272,0.45,7.4,-1.0,0.249898,405.69484240217986,0.20649539758220598,0.1844271142937811,0.17205083249040068,0.04663711104976466,0.04122653572139923,0.2654233239982017,43.34243906280141,80.40299253721967,0.15843195295436507,0.4792715683066537,82.31776975714762,4.865213629296602,2.8226371728091593,6.3726369598765435,0.5036654901960783,78194.08714071763,0.0578474185416137,81072.80043235677,0.3547484172599401,85.88725604857106,0.19343094100201305
19,319,82.1692,18.6282,50,25.8523,0,119,119,11,134,14,0.9545,75.51527,0.0,0.0,1.89286,3.079,16.26659,0.0,0.0,117.0,34.96258,0.00281,0.44,6.915,-1.0,0.235899,404.874251141858,0.20773795377483079,0.18646752633140778,0.17188252332314014,0.04677629443821373,0.040788363598128013,0.26892452400339645,43.19977692027151,80.36668113145973,0.1587282981614181,0.4776481533708205,81.76864614720668,4.857682669963931,3.4650903359667438,6.747829861111111,0.5033114901960783,78291.97390592625,0.05749469935827388,85650.17789511856,0.3596108625807149,85.16314157630394,0.1897646726828123
20,320,81.066,19.0379,49,28.3431,0,119,119,11,134,14,0.95944,74.39408,0.0,0.0,1.03571,3.319,15.9899,0.0,0.0,116.0,34.87417,0.00291,0.45,7.467,-1.0,0.253044,404.11288242840953,0.20790550610340924,0.18793950638013035,0.17171873960156397,0.04719530009931101,0.04025974397199263,0.2713475624125419,42.97646473072193,80.76242496810812,0.1600456279219039,0.4776481533708122,81.69690029329051,4.8232859396534264,2.7433677056505945,8.195842978395062,0.49845490196078435,78267.74903889633,0.057943432148671634,86665.51406924712,0.3653907663057853,85.03174206012717,0.1869468770979579
21,321,79.2219,19.7756,47,31.8376,0,119,119,11,134,13,0.97546,72.60069,0.0,0.0,0.96429,3.716,16.3375,0.0,0.0,116.0,34.96831,0.00282,0.49,6.387,-1.0,0.261004,403.2786661618497,0.20698620399512313,0.18897209119354222,0.1699875892552379,0.04752085458657379,0.039732345752876715,0.2721495951135088,42.85242226683063,81.15605527991876,0.16158635848989306,0.4633131932829985,82.27638667782507,4.98315404163617,4.572235739312796,8.952932098765432,0.499316862745098,77843.66711926744,0.05925275572136122,84448.42684202665,0.36852957875901626,86.26567819585826,0.18518346574035702
22,322,77.9502,20.3279,45,33.5059,0,119,119,11,134,13,0.96622,71.32107,0.0,0.0,0.35714,4.01,16.97313,0.0,0.0,115.0,35.33162,0.00258,0.46,6.711,-1.0,0.278678,402.07512396047616,0.20509236263386244,0.1928493596722351,0.1686821171445374,0.04786966094589251,0.03919283559901348,0.2725252715882787,42.709273726851855,81.3927917620828,0.162866308121659,0.45281927417424744,82.8297600018658,5.122468149701045,2.9177017825204774,9.362123842592593,0.5038823921568626,77601.24444658679,0.06085064729903898,83309.03415183176,0.37120506651798696,86.17117034327742,0.18410385750155678
23,323,76.0523,20.1433,44,40.6575,0,119,119,11,134,12,0.95005,69.44063,0.0,0.0,0.57143,4.308,17.45133,0.0,0.0,116.0,35.5064,0.00267,0.44,7.102,-1.0,0.27842,400.45813062653616,0.20222416826340556,0.198462706708017,0.16847213417403553,0.04788305307375021,0.03862034094208899,0.27276291304082184,42.40903614185474,81.71671278039125,0.16304376382187358,0.44454298110872514,83.93887381176513,5.296707858021854,4.053777560242856,9.739101080246913,0.505459450980392,77241.31067568518,0.061581828289377354,78757.55449657596,0.3707765965982968,88.7454508518403,0.1845741988197391
24,324,75.4733,20.9166,42,38.6129,0,119,119,11,134,12,0.93863,68.73279,0.0,0.0,0.71429,4.491,17.29287,0.0,0.0,117.0,35.51301,0.00309,0.44,6.009,0.14931,0.294649,398.9796755942039,0.19798370496406,0.20483872634830627,0.17032025122277658,0.04769366504875115,0.03804196606505584,0.2726956822556555,42.333945003556614,81.86228268582936,0.16251290922308648,0.43242564706413233,85.1875475712842,5.484683812809246,3.674006071408275,10.240403163580247,0.5072913725490196,77128.57601626968,0.0629400370713086,80269.89569152037,0.36962076239604935,89.47948827503652,0.18839397716570228
25,325,74.0872,21.5828,40,37.7729,0,119,119,10,134,12,0.97786,67.3714,0.0,0.0,0.92857,4.648,17.9619,0.0,0.0,120.0,35.47133,0.00288,0.42,6.383,-1.0,0.326144,397.63621092640636,0.194292990992406,0.20533639844724635,0.17144658249422662,0.047559229029752945,0.0376514302106247,0.2731291275843868,42.19242274908372,82.43482748380697,0.1623025590272873,0.4263669800418364,86.20723576068627,5.600053478167269,3.424900348292794,11.233796296296296,0.5062996078431372,76116.65975047956,0.06379031471667021,75287.05114881475,0.3644019014322899,85.89542075673555,0.19053006779975254
26,326,72.5346,21.1714,39,36.2516,0,119,119,11,133,11,0.99961,65.90439,0.0,0.0,0.35714,4.733,18.53281,0.0,0.0,119.0,35.57626,0.00186,0.41,6.635,-1.0,0.330516,396.10725321744656,0.19094795038852266,0.20292251304225475,0.17028997485774552,0.047003736191261664,0.03707099834173242,0.2732241524044038,41.984205269519194,82.82241816707752,0.1603243134786256,0.4197141019121469,86.73658004560046,5.711473535323581,2.062807789667292,12.105034722222221,0.5081525490196079,75578.11189534723,0.06489293065289303,70712.89834321511,0.35929942846050233,84.7134680984371,0.1889021951989905
27,327,71.8898,20.7626,37,32.2998,0,119,119,11,133,11,0.96849,65.23566,0.0,0.0,0.96429,4.714,18.17095,0.0,0.0,120.0,35.41941,0.00133,0.4,7.943,-1.0,0.34318,394.61441086158356,0.1877204395567665,0.20000080658598457,0.1691308047823249,0.04683370521859596,0.03653846196433825,0.2710086258988822,41.91995955102238,83.30506047780688,0.15848310439543012,0.413655434889858,87.01966792613534,5.796393538040658,2.249998624626049,13.185667438271604,0.5068321568627452,74810.34458588311,0.06449298162046765,71405.39584726773,0.3551651597416096,85.96839327084788,0.18673345672041
28,328,70.8358,21.3689,36,33.4151,0,119,119,10,133,11,0.98864,64.24299,0.0,0.0,1.67857,4.86,17.81921,0.0,0.0,121.0,35.19408,0.00118,0.4,6.631,-1.0,0.344301,393.1683794995656,0.18464883431770823,0.19732387376666904,0.16750963638384012,0.04670407496860274,0.03600415996919866,0.2698445789109078,41.74122506600839,83.56135567845638,0.15658222807854635,0.40759676786755944,87.1526095458595,5.858719027067033,2.5621644492430224,14.315779320987655,0.5038882352941176,75006.32944583692,0.0646159182902736,71432.7660284845,0.35232298095804837,88.26796163393546,0.18578883980751004
29,329,68.3591,22.0601,35,36.6699,0,119,119,10,133,11,0.95384,62.0475,0.0,0.0,1.0,5.044,18.3385,0.0,0.0,121.0,34.89057,0.00066,0.4,6.957,-1.0,0.365846,391.67528825478274,0.1817954909550729,0.19388950306572106,0.1656237131183246,0.04633618368968435,0.03553397154753335,0.26856047431120667,41.64855128158757,84.57741656690304,0.1545932097824511,0.40153810084526526,86.84840084190658,5.9378850048448495,3.0862466979321717,15.918836805555555,0.49715686274509807,74883.8254721373,0.06469725424344243,64945.96551968426,0.34927134520609315,86.5565557050057,0.18520982274330827
30,330,66.4247,22.6463,34,32.9057,0,119,119,10,133,11,1.00152,60.33845,0.0,0.0,0.60714,5.272,18.93092,0.0,0.0,120.0,34.67369,0.00036,0.4,7.132,-1.0,0.390477,390.11489523459966,0.17908564806027458,0.1909805536731763,0.16406969570286659,0.045953510989971615,0.035160359192817216,0.2661597753488894,41.516763946156445,85.27250991448349,0.1525313002749687,0.3932618077797467,86.3321940366778,6.032133922625875,3.0046118560472506,17.866560570987655,0.4896056274509802,74218.03458484945,0.06417282975022112,60547.1688301754,0.34503704077189074,86.87685566734571,0.1842121004421679
31,331,64.0879,23.0507,33,32.3747,0,120,119,10,133,11,1.01659,58.28801,0.0,0.0,0.82143,5.597,19.43506,0.0,0.0,120.0,34.33278,0.00046,0.39,6.036,-1.0,0.402104,388.4442501857934,0.1765187602207501,0.18810755994935682,0.16277579331850164,0.04570505616313999,0.03480626462567353,0.2630230983276611,41.402984619140625,85.89111731059232,0.1505696335123415,0.3932618077797391,86.25281580849912,6.112890523766605,2.217514935165866,18.85913387345679,0.479930333333333,73730.54307030584,0.06360606765801334,54798.34488781981,0.3416363012602654,88.45300773325677,0.18242437807762646
32,332,58.9405,23.5948,32,35.57,0,120,119,10,133,11,0.98713,53.78638,0.0,0.0,0.67857,6.227,19.78107,0.0,0.0,120.0,34.03076,0.00029,0.39,4.876,0.14468,0.432099,386.6161139796171,0.17406576367341645,0.18537093971806926,0.16093951568240739,0.045463284178874214,0.03436931756555218,0.2611650632814487,41.311725946120276,87.01410052487012,0.14851131801097056,0.39326180777973696,85.56843211091503,6.227657028350004,2.064261528066017,19.60402199074074,0.4761756862745098,72237.55231864094,0.06371929205187775,44634.14115098123,0.3367838165056498,89.33012577592038,0.18045936922646483
33,333,54.8365,23.8733,30,36.5212,0,119,119,9,133,10,0.99291,50.1626,0.0,0.0,0.67857,6.573,20.24797,0.0,0.0,120.0,33.86421,0.00026,0.39,4.316,-1.0,0.434339,384.75289947405133,0.17172029645456907,0.18273040195288312,0.1588898885823873,0.04502219277714365,0.03407856545573142,0.2586518432446353,41.2191891140408,87.61797509710325,0.1465290179775395,0.3888265556932818,85.51395902870881,6.341704815876234,1.9737902418448559,19.92288773148148,0.4780194901960715,71301.48387287585,0.06305996253701815,36948.53215300919,0.331798706067484,87.49575050821205,0.17833974463417623
34,334,52.1817,24.4008,29,35.4171,0,119,119,9,133,11,1.00967,47.77532,0.0,0.0,0.46429,6.778,20.48793,0.0,0.0,120.0,33.73049,0.00017,0.38,4.172,-1.0,0.440651,382.90539920266605,0.16954103455387576,0.18020319960383938,0.15701868707800404,0.044633100437160275,0.03418990320053167,0.25531506574726204,41.26235679343895,88.40174250768429,0.14476630142552507,0.3849855147142152,86.46087980999172,6.416549872674452,1.6422624937036365,20.809992283950617,0.4796996078431373,71173.94954057055,0.0629497940989589,32272.71589152896,0.32707077005951407,87.52346106057493,0.17652251566486016
35,335,48.7627,24.9722,28,39.1679,0,119,119,9,133,11,1.00801,44.7331,0.0,0.0,1.42857,6.88,20.94171,0.0,0.0,119.0,33.50094,0.00016,0.39,4.337,-1.0,0.48754,381.0746249641991,0.16745506581271144,0.17793222059089459,0.15543054808395762,0.0444334515616576,0.034555843780627496,0.25275624670621594,41.41502060124903,89.08096000998816,0.14280960367199488,0.3767092216486964,87.12726706093426,6.512407633840223,1.3720383266898624,21.683063271604937,0.48105568627450984,71257.14544451266,0.06223339503960987,25992.835567395123,0.3225329959410755,87.38879304794366,0.17438040122721496
36,336,46.1679,25.0419,27,39.5927,0,119,119,9,133,11,0.98853,42.39043,0.0,0.0,1.07143,7.219,21.42789,0.0,0.0,121.0,33.3295,0.00026,0.39,4.529,-1.0,0.506629,379.2144119945617,0.16562341785496637,0.17561362247249993,0.15375347356909894,0.04416387267937796,0.03463217122540317,0.24990077506117575,41.404598848319345,89.63430560375411,0.141061355758408,0.3706505546264003,87.32209552053992,6.575977880308336,1.1633351390791975,21.927276234567902,0.4811023529411764,73662.03844793091,0.06179902773471895,22583.537969488905,0.31853038162576,86.87436886995498,0.17284170541736676
37,337,42.7997,25.395,26,37.5151,0,119,119,9,133,11,0.99933,39.41879,0.0,0.0,0.71429,7.764,21.4889,0.0,0.0,121.0,33.08392,0.00022,0.4,3.555,-1.0,0.574857,377.3339037188103,0.16393942506490944,0.17339751987580382,0.1525678709570226,0.043840832370400026,0.034803669818531814,0.24713146551015447,41.58176789460359,90.08665291708982,0.13927603881909398,0.3684329285831702,87.32864165258718,6.608035643291764,1.4816347002534758,21.98485725308642,0.4813364705882353,73269.77515136614,0.061106323112438174,17646.37299753033,0.31509069378104443,84.77785481019977,0.17144576473496195
38,338,40.2308,25.475,25,39.8542,0,119,119,8,133,11,0.99038,37.14834,0.0,0.0,0.67857,8.241,21.79328,0.0,0.0,122.0,32.83139,0.00012,0.4,3.331,-1.0,0.571996,375.4694609813402,0.16222322240418974,0.17139151718589973,0.15081468094366357,0.04340686705422888,0.03544651821396155,0.2445363146050743,41.65086044499903,90.53097470050831,0.13758311294994363,0.3623742615608771,87.13274226038615,6.6598410756783215,1.6532023171553685,22.418354552469136,0.48122509803921565,72877.82984923026,0.06050597535487402,14769.057803256785,0.31118727475568575,88.06656034568975,0.17028936801572234
39,339,38.3921,25.4451,24,36.8274,0,119,119,8,133,10,0.99287,35.53627,0.0,0.0,1.03571,8.324,21.86306,0.0,0.0,124.0,32.62166,0.00015,0.4,3.859,-1.0,0.612554,373.6176507228622,0.16096385826200263,0.16968759014949186,0.1492027348814333,0.04301585923260803,0.03581247425641023,0.24152655769977488,41.71812194070698,90.81449124667574,0.13589403999833516,0.36237426156087665,87.47721169412708,6.723537855262828,1.8119361130523217,22.80078125,0.4769227450980391,72282.01257855786,0.059863646389669234,12797.130771242708,0.3073892080273256,87.17941219885432,0.16821112619676734
40,340,37.3129,25.4479,24,37.6658,0,118,119,8,133,10,0.99701,34.60232,0.0,0.0,0.64286,8.351,21.84728,0.0,0.0,124.0,32.54091,0.00015,0.4,3.976,0.14532,0.613482,371.7295732911835,0.15979475540580598,0.16773064702043466,0.1477221158451392,0.042657948245178955,0.035911235563816535,0.24038201775611678,41.77542811264227,91.10736706258244,0.13441281877802133,0.36237426156087604,87.64539723626842,6.761080725532013,1.5599264809503064,23.750916280864196,0.48014431372549016,73243.63690516216,0.05918469831960994,11392.47683806015,0.30382258361688813,87.33000866272683,0.16722882281557916
41,341,36.9774,25.6462,24,39.0852,0,118,119,8,133,10,0.98013,34.25141,0.0,0.0,0.71429,8.351,21.85156,0.0,0.0,125.0,32.42594,8e-05,0.4,6.007,-1.0,0.682119,369.79798722236774,0.15800017587091472,0.16602149043310116,0.1467278030548535,0.042228322974800205,0.03692851368163288,0.23788771806851075,41.76348914629147,91.09685741829372,0.13302485904834233,0.36237426156087266,87.77834290816433,6.784374280285545,0.9742054991252497,24.04050925925926,0.48118690196078434,71836.73289908994,0.05899481643880349,11626.066095512313,0.30054349812258285,85.50975878804175,0.16575377250927575
42,342,36.6469,25.7846,23,39.6943,0,118,119,8,133,10,0.97849,33.91788,0.0,0.0,0.21429,8.425,22.01539,0.0,0.0,125.0,32.21316,0.0001,0.4,8.809,-1.0,0.736576,367.813832640771,0.1564252578036512,0.16450213671851432,0.14566072148225376,0.04179529868708358,0.037141917600552694,0.23566691218809227,41.65039929048515,91.13180592481055,0.131570549391722,0.36015663551764865,87.81539969192836,6.809885834181692,0.8293209692789308,23.892698688271604,0.477463137254902,72058.87917684586,0.05864144580354273,12003.112380678218,0.2970740440538614,85.52652068045064,0.16392928223935946
43,343,36.5141,25.8204,23,39.2874,0,118,119,8,133,10,0.99964,33.76794,0.0,0.0,0.57143,8.363,22.13169,0.0,0.0,124.0,32.11022,0.00011,0.29,6.119,-1.0,0.798516,365.8480670895701,0.1545958445499895,0.1631199014992811,0.14399609024579624,0.041389089571421546,0.03687473600846859,0.23329886669805563,41.460826920874325,91.01663825106705,0.13019343535512665,0.3540979684953527,88.03541334039926,6.822416742593444,1.7074007915358484,23.846064814814813,0.4797979215686254,71986.98649126501,0.05827385940676451,12309.981271214705,0.2936872549416841,92.85493889951587,0.16234630164949992
44,344,36.3274,25.7939,23,40.9196,0,119,119,8,133,10,1.001,33.56876,0.0,0.0,0.60714,7.889,22.16527,0.0,0.0,125.0,32.02254,0.00017,0.29,4.622,-1.0,0.878162,363.892400047816,0.1530116947278765,0.16178816287566394,0.1425335500461723,0.04098057716454819,0.0373846747060625,0.23140812716132877,41.05473685558931,91.09925083736829,0.12883278173378337,0.34803930147306406,88.21484942679339,6.816457278357644,1.3506035708180923,23.67751736111111,0.4794054901960784,71559.36731649806,0.05815037123074397,12418.84844703336,0.29057965384996437,86.41929179459476,0.16109355110616513
