,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0,noise,blockiness,staticness,cubrow.0.5,blur,cubcol.0,tone,uhdhdsim,cubcol.0.5,cubrow.0.3,cubcol.0.6,movement,cubrow.0.6,cubrow.1.0,contrast,temporal,fft,cubcol.0.3,cubcol.1.0,saturation,color_fulness
10,110,62.0664,19.4597,46,23.3133,0,115,122,12,132,12,1.00414,65.63277,0.0,0.0,2.64286,4.456,16.19906,0.0,0.0,126.0,42.89785,8e-05,1.35,1.387,-1.0,0.0,0.12351608720262788,0.5416408718517837,3.413545933032026,522.8059258582344,0.20971552151184117,28688.2508366515,0.1776935630436886,0.6652160784313725,92.87226527949284,0.11233424369713138,0.22869222503331302,0.1292425338898372,8.542052469135802,0.20403621735905886,0.16234417223236738,87.93929025825709,6.320705218657373,67039.49496815214,0.23011992996633338,0.16241401689868512,32.66316110116464,105.93008772599107
11,111,62.2517,19.3683,46,23.3078,0,115,122,12,132,12,1.00432,65.79778,0.0,0.0,2.5,4.466,16.71368,0.0,0.0,126.0,43.26293,5e-05,1.61,1.339,-1.0,0.0,0.12327890711470534,0.5454819128308429,3.591255277832913,517.4004555190803,0.2107261997997292,29221.818615500444,0.17684605379687518,0.6699639215686275,92.85987330660595,0.1091911936336631,0.22763144045434727,0.1271508148664815,9.746238425925926,0.20556926876223908,0.16102354714804415,86.85688208979836,6.359175393855308,67036.04391726287,0.23557686138856665,0.16295652636802863,32.67154100206163,105.17872027891157
12,112,62.4079,19.0988,46,24.4799,0,116,122,12,132,12,1.00564,65.93918,0.0,0.0,3.21429,4.476,16.633,0.0,0.0,126.0,43.49709,0.00012,1.62,1.509,-1.0,2e-06,0.12304697716038807,0.5416408718517888,4.53397972149797,512.250283055135,0.2121148828267572,29590.306401451944,0.178134515879501,0.6715921568627452,92.8568296400243,0.10708908321991932,0.227037727904645,0.12426727554453895,9.215856481481481,0.20648669428328428,0.1581392943439372,87.62422906527644,6.336193793402427,67094.83450597076,0.23576654468860145,0.16355301209352105,32.621463540159624,106.23568807354981
13,113,62.4357,19.3756,46,23.2056,0,116,122,12,133,12,1.0028,66.01758,0.0,0.0,2.25,4.482,16.39985,0.0,0.0,126.0,43.6066,6e-05,1.63,1.427,-1.0,0.0,0.12285639173429366,0.543264286787616,4.122322164033618,507.2135286261591,0.21264977095953638,29716.96371093598,0.17976673937121607,0.6718827450980392,92.86706698699749,0.10636812697569964,0.22610776522243897,0.12179843840686957,8.45558449074074,0.20711684807784939,0.15558602148576875,89.09857442063866,6.354474643416808,66941.49585193513,0.23799064120542276,0.1640979870110874,32.66008428879726,106.26756857593536
14,114,62.6884,19.5399,47,23.6244,0,116,122,12,133,12,1.00643,66.29994,0.0,0.0,3.28571,4.485,16.63699,0.0,0.0,126.0,43.86355,0.0001,1.64,1.478,-1.0,0.0,0.12256577014954916,0.5454819128308461,4.07502202439087,502.1675531133155,0.21297730157575798,30154.329511013224,0.17915539840368946,0.6742058823529412,92.84259608190371,0.10613135736954092,0.22538688031101806,0.11924893811799171,8.223958333333334,0.2075801179499328,0.1540060178897546,86.2319615478065,6.4140034757099835,66946.09674077104,0.23785461129759336,0.16458198624292109,32.625407466182004,106.46939586955015
15,115,62.9131,19.4702,47,22.8543,0,116,122,12,132,12,0.9964,66.48319,0.0,0.0,3.0,4.499,16.77648,0.0,0.0,126.0,44.18083,8e-05,1.62,1.558,-1.0,0.0,0.12235488666288567,0.5454819128308442,4.803360349217034,497.08978756352224,0.21284514134775043,30468.50129527303,0.1739742512149781,0.6793756862745097,92.87276153526585,0.10656194929930324,0.2253343390467468,0.11778093229769039,10.013503086419753,0.20864102682178925,0.15129941038122266,88.71492944373819,6.4609761493300635,66924.14252941344,0.2340194922670615,0.16509198723325602,32.558428917402104,106.56398637593864
16,116,62.8747,19.6022,47,23.4042,0,116,122,12,133,12,0.98621,66.42903,0.0,0.0,3.5,4.529,16.71646,0.0,0.0,126.0,44.46075,7e-05,1.62,1.461,0.1286,0.0,0.12213508513833168,0.5416408718517837,2.8370474280604254,492.0983878667331,0.21269738217907902,30568.784834093272,0.16885947238495722,0.6827196078431373,92.89781273292343,0.10727210136843718,0.22564328966390967,0.11737005316221868,11.312403549382717,0.21072459591166046,0.14862918111544243,88.27467620210597,6.523493644413529,66899.50386870367,0.22982155314753053,0.16537366394111408,32.651188226393714,105.72376532164164
17,117,62.8276,19.5486,47,23.977,0,116,122,13,133,12,0.99145,66.34155,0.0,0.0,3.25,4.544,16.83125,0.0,0.0,126.0,44.83341,8e-05,1.63,1.461,-1.0,0.0,0.12191448733358622,0.545481912830847,3.2375356911467734,487.1654582702932,0.21206967403847354,30548.163028780855,0.16510033072446903,0.6874490196078432,92.89973350189186,0.11351454839270352,0.2262574044213497,0.11673606666137898,11.656876929012345,0.21253258985091217,0.14589474186680967,87.24405139660553,6.533515430545247,66834.20847688495,0.22599593145228883,0.1656540743415179,32.84199919524016,105.930218898205
18,118,62.6681,19.533,47,23.6209,0,116,122,13,133,12,1.00074,66.10503,0.0,0.0,2.96429,4.543,16.78303,0.0,0.0,126.0,45.04787,9e-05,1.61,1.422,-1.0,0.0,0.12182451695680081,0.5416408718517838,2.340093691374518,482.2186232312839,0.21146741678921566,30625.37059777673,0.16236203843031619,0.6900243137254902,92.99072277085223,0.119050535327971,0.22647716256693476,0.1160036859021557,11.512008101851851,0.21318232900393305,0.1434286513366875,86.70480342884795,6.501554993645055,66889.97158644104,0.22369739149899226,0.16554340410214233,32.91713705180604,105.26630989007852
19,119,62.4412,19.5524,46,23.551,0,116,122,13,133,12,1.00613,65.83904,0.0,0.0,2.75,4.594,16.77054,0.0,0.0,126.0,45.18799,0.00011,1.61,1.472,-1.0,0.0,0.12185565278217114,0.5416408718517851,3.319278036811643,477.223047071571,0.21084385329949917,30296.16868293446,0.15977697178047479,0.691870588235294,93.04470362089629,0.12156399915393194,0.22719550079209727,0.11487108426212458,11.196807484567902,0.21410805815382017,0.14143625108533442,87.57746799810367,6.522190563503674,66981.10589077906,0.22290158647944386,0.16565597098231405,32.989628167799964,105.3765613996982
20,120,62.192,19.8505,46,25.067,0,115,122,13,133,12,1.0091,65.59424,0.0,0.0,3.28571,4.647,16.78877,0.0,0.0,126.0,45.32494,5e-05,1.61,1.395,-1.0,0.0,0.12194302161956047,0.5454819128308467,3.867520401054716,472.2477151419823,0.20994096941291523,29840.540363677956,0.15769332359521884,0.6925410588235285,93.09331064744748,0.12355175521840485,0.2282500675782621,0.11488114573757188,13.472029320987655,0.2147683070241011,0.13967599826191143,88.1760220571467,6.585856376484151,66881.47470566121,0.2233124598743415,0.16537440381996685,33.208373269917054,105.36290318845128
21,121,61.898,20.1121,46,25.82,0,115,122,13,133,12,0.99588,65.32013,0.0,0.0,3.71429,4.66,17.04504,0.0,0.0,126.0,45.16907,5e-05,1.61,1.342,-1.0,0.0,0.12191710754705269,0.5454819128308485,2.837007706955083,467.2949879036017,0.20946150911463612,29436.974057638294,0.15592810055492576,0.6900768627450982,93.16134625938226,0.12219162980990128,0.2286050351498927,0.11426338790464713,13.817081404320987,0.21490765891813904,0.13787196572452523,88.24774536572761,6.64835874701898,67005.16753517569,0.22431850266038833,0.16507746585076138,33.250067251699946,104.80017305925307
22,122,61.5963,20.2476,46,26.1777,0,115,122,13,133,12,0.99626,65.15962,0.0,0.0,4.03571,4.635,17.27145,0.0,0.0,126.0,44.73135,0.00012,1.62,1.511,-1.0,0.0,0.12179627783204396,0.5454819128308461,3.7868248911067925,462.3789574197721,0.20903176351898844,28708.233796694814,0.1541768483573381,0.6827992156862744,93.13187749417341,0.11966221251697388,0.2293353186774293,0.11384319402436774,14.17361111111111,0.21430350531286754,0.13618319196266654,89.27070470418323,6.7276914137000405,66846.15884638645,0.22582156478919985,0.16444685875793358,33.34635718074846,105.69964605123809
23,123,61.3373,20.626,46,25.9097,0,115,122,13,133,12,1.01248,64.96724,0.0,0.0,2.67857,4.613,17.38471,0.0,0.0,126.0,44.37517,9e-05,1.6,1.373,-1.0,0.0,0.12167332517279185,0.5438584978950184,3.705698443860481,457.5657072364148,0.208382391379458,28291.421586656186,0.15248645738377237,0.6751364705882353,93.08590955289439,0.11851395182448256,0.229835854242765,0.11390884380421414,14.450810185185185,0.2131784690375409,0.13426347738885155,87.66106599594954,6.773304760252354,66783.36351805061,0.22757077014113472,0.16373974432159727,33.501329963589896,106.38906799765924
24,124,60.6176,20.6501,46,25.8282,0,115,122,13,133,12,1.00522,64.314,0.0,0.0,2.53571,4.624,17.7121,0.0,0.0,125.0,43.99718,7e-05,1.6,1.534,0.1268,0.0,0.12151250105369828,0.5416408718517843,4.108761765521995,452.8363671617087,0.2078597455426005,27360.39638805797,0.1504654967418502,0.6698815686274511,93.13978774520513,0.11796604186370509,0.23039695541082253,0.11411872177218378,15.289255401234568,0.2123535023424513,0.13258498301277616,91.21840933937912,6.810812146971713,66810.77290921348,0.2291249553170233,0.16328915170732858,33.58147213782793,106.47468397623301
25,125,59.4605,20.6344,45,25.6666,0,115,122,13,133,12,1.00875,63.16416,0.0,0.0,3.25,4.629,17.73078,0.0,0.0,125.0,43.63386,8e-05,1.62,1.428,-1.0,0.0,0.12142246284940576,0.5416408718517857,3.785860537101883,448.2678249846648,0.2075797999407007,26656.27162197784,0.14851212954268872,0.6652886274509804,93.26767763988137,0.117625881994527,0.23084212004867913,0.11422797726540927,16.78713348765432,0.21085250938174613,0.13069960480601048,90.47756670434575,6.865156264144423,66756.41412834314,0.23098460982818472,0.16299310707170483,33.45302892614294,107.15226178452504
26,126,58.3093,20.8095,45,25.1428,0,115,122,13,133,12,1.01222,61.93809,0.0,0.0,4.21429,4.634,17.71831,0.0,0.0,126.0,43.42761,0.00011,1.62,1.384,-1.0,0.0,0.12145357319126523,0.5416408718517838,3.3101785731440576,443.8251553519225,0.20741337206719748,26081.751511860846,0.14646530194753854,0.6611360784313725,93.3709714520566,0.11751867131770251,0.23123894015209479,0.1139166721144896,16.997202932098766,0.20939899673146492,0.12899386201864163,86.52703173503708,6.899485309593335,66722.66692640241,0.23304303008009547,0.16271391262863893,33.36278694058642,108.07682284276085
27,127,58.3534,21.1164,45,25.1821,0,115,122,12,133,12,1.0116,62.06806,0.0,0.0,3.82143,4.631,17.86838,0.0,0.0,126.0,43.18398,8e-05,1.62,1.413,-1.0,0.0,0.12160143614741942,0.5432642867876146,3.4373027758374826,439.4638959857804,0.20755405955908485,26071.95419607656,0.14435077488438575,0.6557858823529411,93.2622192584677,0.11942997458388237,0.23171314952939964,0.11342256249548036,16.78491512345679,0.20842587375248176,0.12734858541331334,87.73458786930138,6.917027649828187,66756.68990376467,0.23463963000246213,0.1625924340639019,33.20054682978878,108.34980295520052
28,128,58.7705,20.824,45,26.0051,0,116,122,12,133,12,0.9991,62.74165,0.0,0.0,3.71429,4.629,18.13779,0.0,0.0,126.0,42.81625,0.0001,1.61,1.474,-1.0,0.0,0.12128364916951408,0.5454819128308463,3.9005943016457563,435.13453016857756,0.20802563628779888,26028.16723622602,0.1425994187257212,0.6477627058823516,93.09677248268252,0.12321416355331974,0.2317946781313368,0.11271787483003835,16.58420138888889,0.20773587270864413,0.12573838389987774,88.46876394534262,6.953860179263523,66749.20015693705,0.2357493658716442,0.16258821500440784,33.02744660554109,108.89080199128692
29,129,59.4818,20.5297,45,25.9066,0,116,122,12,133,12,0.99804,63.63305,0.0,0.0,2.96429,4.697,17.90773,0.0,0.0,126.0,42.58584,0.00014,1.63,1.329,-1.0,0.0,0.12108865712034861,0.5454819128308467,5.008065711471817,430.87570424428213,0.20866971860640024,26685.435739496228,0.14422735690369634,0.6407411764705881,92.99003087816857,0.12698586138535142,0.23203169514124097,0.11202227553939764,16.722029320987655,0.2073914867510008,0.12414217440512153,85.96488647930659,6.985210863964181,66794.49135781062,0.2363968366054009,0.16265389628930105,32.75123031051071,109.99138732057366
30,130,59.6152,19.9021,46,24.8989,0,116,122,12,133,12,0.98518,63.93711,0.0,0.0,2.57143,4.746,17.63497,0.0,0.0,126.0,42.41526,8e-05,1.61,1.397,-1.0,0.0,0.12104214483135459,0.54548191283085,4.051768618833357,426.91918627955766,0.2091294770837551,26723.520026614373,0.14649647696337226,0.6362173529411762,92.98798310874018,0.12995070792155067,0.23206335182570903,0.1116678320341089,17.156828703703702,0.20705300559410503,0.12263222028591773,90.72660953754774,7.008855294085919,66469.3651533477,0.23702527881336774,0.16248261000760542,32.61965038158275,109.88315948412534
31,131,59.4956,19.1931,45,24.1391,0,115,122,12,132,12,0.99971,63.86887,0.0,0.0,4.21429,4.728,17.11216,0.0,0.0,125.0,42.2632,0.00012,1.6,1.459,-1.0,0.0,0.1208996174235749,0.5454819128308476,3.7467938143940884,423.3947015832333,0.209555776291426,26142.229980962755,0.1494984301825398,0.6332850980392157,93.02427784658512,0.1323415823015787,0.23210886658135077,0.11164019587211994,16.589023919753085,0.20709325983656937,0.12137212056040052,87.91505893442681,6.999262320588321,66584.61603379334,0.23744662282422355,0.1633426361194043,32.50804194697628,111.10074017873856
32,132,59.7632,18.6222,46,24.2008,0,115,122,12,132,12,1.00978,64.08616,0.0,0.0,4.0,4.688,16.4926,0.0,0.0,125.0,42.0778,7e-05,1.61,1.413,0.125,0.0,0.12086643484404984,0.5454819128308488,3.549166861888428,420.3334968325968,0.2098740452994063,26351.51888868869,0.14986897052098005,0.6297776470588234,92.96033232681673,0.1339820679977941,0.23220397712641808,0.11162562339977505,15.773292824074074,0.20704946633620977,0.12025615327715311,87.37282439441204,6.923861603440729,66452.43254475699,0.23774360941110503,0.1636510627369976,32.416143911856196,110.50463546929166
33,133,60.5129,18.2951,46,22.7172,0,115,122,13,132,12,1.01972,64.80456,0.0,0.0,3.60714,4.673,15.99929,0.0,0.0,126.0,41.86079,0.00016,1.62,1.47,-1.0,0.0,0.12088848578140668,0.5454819128308497,4.540895345375497,417.6409769388434,0.21005366793186636,27230.076728447813,0.14645703515243289,0.6261631372549021,92.8079063034673,0.13459149201574927,0.23237020540358524,0.1113759830282697,15.298996913580247,0.20711064681350647,0.11930011940157773,87.89310535347184,6.868336662879921,66447.34699840966,0.23785408045346243,0.16413347491780653,32.365649753146705,110.17736272921171
34,134,60.7355,18.17,46,21.4011,0,115,122,12,132,12,1.01321,65.05628,0.0,0.0,3.46429,4.701,15.71562,0.0,0.0,127.0,41.62357,0.00017,1.6,1.513,-1.0,0.0,0.12084390493216925,0.547699538874079,4.729042997183541,415.19859431875653,0.21026696603544606,27354.88951915971,0.1454033841170355,0.6215390784313726,92.8014650980472,0.13426420906106218,0.23230572474796493,0.11126274960287978,14.969569830246913,0.2072086034975876,0.11846274395786176,85.9839726107969,6.859754549409028,66372.28507862324,0.237584240609298,0.1648553595298808,32.11693921501254,111.36324377198483
35,135,61.1837,17.9341,46,22.6719,0,115,122,12,132,12,0.99818,65.49909,0.0,0.0,3.92857,4.678,15.61317,0.0,0.0,127.0,41.56608,0.00014,1.59,1.588,-1.0,0.0,0.12079463915575488,0.5454819128308481,4.935980608708361,413.0090493380529,0.21028546666126577,27506.069958072305,0.14554880221119285,0.6177843137254903,92.77949743469634,0.13324576866742957,0.23222858517316353,0.11112835512981437,14.757523148148149,0.20704924738854694,0.11754651833565023,87.57779656097203,6.837053820521062,66443.20383199686,0.23691059041500834,0.16527362235738421,32.164960319613236,110.6307956786253
36,136,61.8514,17.4499,46,21.1837,0,115,122,12,132,12,0.99873,66.12718,0.0,0.0,3.92857,4.594,15.40949,0.0,0.0,127.0,41.39952,0.00012,1.61,1.437,-1.0,0.0,0.12069235296272435,0.54548191283085,4.515004788334347,410.977642165434,0.2102434912197111,28041.94075100497,0.1486314473530358,0.6130066666666667,92.73937667547229,0.13184893451812504,0.23197745126627575,0.11091979871801756,14.203173225308642,0.2068621747595124,0.11681232104335111,88.47977963598876,6.792310168900972,66587.14275321092,0.23488961041523737,0.16479657708778295,32.085025175118155,111.23971236269
37,137,62.4465,17.3655,47,21.1291,0,115,122,12,132,12,0.99251,66.71277,0.0,0.0,3.21429,4.591,14.99942,0.0,0.0,128.0,41.14129,0.00017,1.63,1.412,-1.0,0.0,0.12064477523181547,0.5454819128308469,4.598442455769018,409.06121317282634,0.21024363550807573,28696.907142931588,0.1493033227186643,0.6087133333333334,92.68118064190543,0.1303736845223086,0.2318605377969206,0.11115353388735472,13.70167824074074,0.20675417328678544,0.11585114421042808,85.42983805246128,6.734696718156302,66430.51732466539,0.23342574160809032,0.16456611615808106,31.79573266300154,111.74443682131353
38,138,62.9826,16.9302,47,20.6104,0,115,122,12,132,12,0.99409,67.28203,0.0,0.0,1.82143,4.589,14.91904,0.0,0.0,128.0,41.06728,0.00016,1.62,1.524,-1.0,0.0,0.12080143641466452,0.5454819128308505,4.637015693426966,407.20501501200044,0.2101562194078345,29442.868351174755,0.15113404220088228,0.6060345098039216,92.65688173005321,0.12891082866091236,0.23193144740426894,0.11184332806773782,13.337239583333334,0.20647526898335572,0.11483886447670784,89.19793729175123,6.708473490791038,66482.02360707065,0.2317571942526394,0.1643808007370015,31.99926965030623,111.58118072311213
39,139,63.2262,16.9616,47,20.8269,0,115,122,12,132,12,1.00102,67.5606,0.0,0.0,2.67857,4.522,14.54645,0.0,0.0,128.0,41.06281,0.00015,1.6,1.548,-1.0,0.0,0.12068075668992874,0.5454819128308482,4.475744306941025,405.35979191831285,0.21004938829861536,29210.49573263027,0.1531575219062502,0.6045384313725489,92.64220549484386,0.12749892306156424,0.2321750153040892,0.11368122340269922,13.401909722222221,0.20621113936517413,0.11390308173441895,88.98820377052137,6.701623472674057,66607.54324028174,0.229778324051228,0.1646378271196792,31.790310706621334,110.5455794674041
40,140,63.2838,17.2693,47,22.1056,0,115,122,12,132,12,1.01578,67.66513,0.0,0.0,1.46429,4.514,14.57311,0.0,0.0,128.0,41.01807,0.00013,1.6,1.506,0.12693,0.0,0.12041341315779377,0.5454819128308482,4.554494767139183,403.4786304921041,0.20961326374984687,28942.501239645953,0.15537751014912773,0.603349019607843,92.64334021479542,0.1263481579726006,0.23211954037040208,0.1144695606197227,13.691792052469136,0.2060767268329653,0.11304264180449916,88.48816837348875,6.728344283826262,66446.33841844616,0.22805222527713018,0.1650726136016203,31.7283063346957,110.70449469417598
41,141,63.2548,17.4485,47,21.4286,0,115,122,12,132,12,1.01681,67.6054,0.0,0.0,2.10714,4.538,14.83644,0.0,0.0,127.0,41.10226,0.00015,1.61,1.554,-1.0,0.0,0.12031765822357242,0.5476995388740749,3.5253876393986885,401.5800510783731,0.20940986072278892,29029.750681646146,0.15868938971305135,0.603594117647059,92.73496578698244,0.1254210658623076,0.23193780786462537,0.11587374709215051,13.817177854938272,0.20609387005305146,0.11234838049509412,90.6996389717203,6.740779930314447,66430.63829365654,0.22639823335943282,0.1658371163570467,31.70440843370226,110.12005468543987
42,142,63.1599,17.484,48,22.0466,0,115,122,12,132,11,1.01272,67.48255,0.0,0.0,3.28571,4.501,14.99002,0.0,0.0,127.0,41.18971,0.0002,1.62,1.518,-1.0,0.0,0.12023498131521575,0.5454819128308493,4.6651938862728315,399.63665955583156,0.20900214390563235,28676.465496784924,0.1633250297456425,0.6043160784313726,92.68775351205784,0.12456400357526687,0.2315978210930563,0.11726470725042962,14.004726080246913,0.20576735677813285,0.11151753213057901,88.05248364172934,6.735047787399854,66419.84906801552,0.2251542369324059,0.16707007343971492,31.674846696264954,109.95283945021819
43,143,62.7252,17.6634,47,20.9502,0,115,122,12,132,11,1.00876,67.00324,0.0,0.0,3.60714,4.5,15.01699,0.0,0.0,128.0,41.19273,0.00014,1.6,1.534,-1.0,0.0,0.12011868419741023,0.5454819128308498,5.261906682955031,397.6665206204619,0.20870343107291284,28273.293432724047,0.16990783707704227,0.6052737254901961,92.73873139168899,0.12376792886959484,0.23145879642486322,0.11857271651702996,14.213204089506172,0.20524252232460788,0.11064807662589668,88.13505637376936,6.718486405012015,66445.18916132355,0.22376462936306157,0.16812997266131766,31.48977906026958,109.28780494447386
44,144,62.1514,17.9293,47,21.9021,0,115,122,13,132,11,1.00687,66.34593,0.0,0.0,3.92857,4.501,15.17048,0.0,0.0,128.0,41.4135,0.0002,1.61,1.664,-1.0,0.0,0.1201593504371021,0.5476995388740785,4.056010641723563,395.66029798101914,0.20824280757163963,28055.934891371664,0.1782268227872967,0.6090474509803921,92.87564438349732,0.12301790004207894,0.23139672381349977,0.11997839070451043,14.538628472222221,0.20481631301786327,0.10977163155377628,90.90881690947839,6.676965906307427,66592.4203674257,0.22263165621483025,0.16876337824675092,31.440400111822438,108.93038061646342
