,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0,noise,cubrow.0.6,uhdhdsim,fft,contrast,temporal,blur,cubcol.0.5,cubrow.0.5,cubrow.0.3,cubcol.0.3,cubcol.0.6,staticness,blockiness,saturation,cubrow.0,cubcol.1.0,cubrow.1.0,tone,movement,color_fulness
10,110,59.9641,18.0359,36,24.346,0,114,122,6,132,8,1.01156,58.50785,0.0,0.0,4.10714,4.468,14.95282,0.0,0.0,125.0,42.32886,0.00011,0.31,2.102,-1.0,1.40781,0.1654191156531863,0.33148671534201046,0.18015035299542118,93.61153840234076,65850.26165225597,89.51774197380436,5.461464047151006,23984.710844597816,0.08994050389024091,0.1792266494937175,0.20245643136317806,0.20333011056119032,0.11931782756254089,517.4000707953819,3.8627163847015753,33.21784276138117,0.11528941806557162,0.14733596162950177,0.14818584674762603,0.6549027450980393,8.442949459876543,108.06183932828834
11,111,60.2195,17.9138,37,24.3641,0,115,122,7,132,8,1.00928,58.71938,0.0,0.0,3.17857,4.484,15.48425,0.0,0.0,125.0,42.69844,9e-05,0.31,2.057,-1.0,1.387327,0.16490284740674024,0.3331101302778366,0.18144041872828215,93.5841864929574,65980.02920678403,90.99292069635733,5.506295820238813,24586.92116881262,0.08704651330914767,0.1802948833099741,0.20138930765970853,0.2086988921896525,0.11717599893781303,512.0067854502486,2.903077008722183,33.25023472161941,0.11474675655791652,0.14730520913682738,0.14730136666634244,0.6604164705882353,9.601466049382717,107.21818867334042
12,112,60.3991,17.6149,37,25.1782,0,115,122,7,132,8,1.01037,58.88241,0.0,0.0,3.42857,4.462,15.37867,0.0,0.0,125.0,42.93775,0.00017,0.31,2.176,-1.0,1.391347,0.16643334851869696,0.33148671534201074,0.1820585791742353,93.58071356017547,66200.4471532119,89.73987813847656,5.4809583895101,25033.971739210872,0.08512989925445641,0.18168683920259746,0.20066162895951534,0.2094936155995429,0.1141443544689864,506.8879720920484,4.161557177860299,33.175442542558834,0.11405430698649778,0.1476532522137397,0.14467458116034448,0.6615517647058823,8.983362268518519,108.91422531670698
13,113,60.4381,17.9075,37,24.2852,0,115,122,7,132,8,1.00349,58.94205,0.0,0.0,3.82143,4.487,15.11578,0.0,0.0,126.0,43.04641,8e-05,0.31,2.173,-1.0,1.381457,0.16803807613746657,0.3375453823642937,0.18247695902922,93.59069755616423,66040.02677645726,89.32938541538427,5.5039886864805005,25158.2066768504,0.08483321847519969,0.1822126690422606,0.19986015015994943,0.21112321756454172,0.11184515855576235,501.86743736318954,4.318586417367329,33.18633298520688,0.11327375815906907,0.14779975726758587,0.14226761366648294,0.6612717647058823,8.134789737654321,109.0522313998734
14,114,60.753,18.0934,37,24.9121,0,115,122,7,132,8,1.01134,59.24587,0.0,0.0,5.32143,4.485,15.36433,0.0,0.0,126.0,43.30677,0.00018,0.32,2.202,-1.0,1.379247,0.16697135729695814,0.3375453823642991,0.182564988196735,93.54603347631527,66007.48593994867,89.05379993794725,5.5537936152769065,25583.892156715006,0.0851414385284007,0.1826289236181244,0.19930677874785938,0.2112003439945486,0.1093986176647426,496.8022575979456,4.780387780593028,33.143983252254536,0.11256200580375694,0.14814004668396483,0.14074438790514587,0.6627152941176471,7.940634645061729,109.1704247980754
15,115,61.01,17.9996,37,24.246,0,115,122,7,132,8,0.997,59.45871,0.0,0.0,5.21429,4.491,15.5257,0.0,0.0,126.0,43.63465,0.00012,0.32,2.175,-1.0,1.402038,0.16218044566618844,0.33148671534201307,0.18345367700491974,93.57542432193728,65955.3630660651,89.02125854889603,5.58962954891327,25754.161097977256,0.08587419478246168,0.18265003989909415,0.1992009062471887,0.20795366678358626,0.10795550038421343,491.7159080967896,5.860462215697572,33.04532802252122,0.11208741466235082,0.14862523864281008,0.13843790094445077,0.6677160784313725,9.887876157407407,109.13488293132013
16,116,60.9635,18.1489,37,24.6756,0,115,122,7,132,8,0.983,59.38163,0.0,0.0,5.0,4.532,15.44621,0.0,0.0,126.0,43.91808,0.0001,0.31,2.361,0.3948,1.437796,0.15739116711746393,0.3353277563210735,0.18567474125786607,93.59800235396919,65824.19537198608,87.21731770261798,5.642749416837884,25878.326231198385,0.08684476125382722,0.18265394348148545,0.1995699290247574,0.204896060651997,0.10726920570678164,486.71370780713755,3.7916868409365456,33.13941390426071,0.11133230485539701,0.14881829110816353,0.13601348835417643,0.6719274509803921,11.208574459876543,108.26954387738317
17,117,60.9658,18.0919,37,25.2898,0,115,122,7,132,8,0.99211,59.32668,0.0,0.0,3.85714,4.537,15.57613,0.0,0.0,126.0,44.29825,0.0001,0.31,2.193,-1.0,1.432481,0.1537768025620118,0.3314867153420109,0.18758628820050965,93.60953429989856,65750.4357679102,90.52383028565762,5.648472957608031,25868.335885673343,0.09402293032933952,0.18231702748668152,0.20039688182976123,0.20268025708140086,0.10671709993773353,481.76549508120553,3.74593373775024,33.309920134367765,0.11066108246170384,0.14908568356206517,0.13338119497432624,0.6806494117647058,11.610243055555555,108.44967981202517
18,118,60.7506,18.0696,37,25.1868,0,115,122,7,132,8,1.00301,59.05337,0.0,0.0,4.14286,4.561,15.52612,0.0,0.0,126.0,44.51617,0.00012,0.31,2.024,-1.0,1.462955,0.15096509360046456,0.33148671534201135,0.18848617528177503,93.72502413241818,65888.62480681406,88.79672815899029,5.607820287170371,25926.84198238163,0.10061273983702491,0.18193468317152875,0.20109558722865545,0.2013746679842955,0.10569453247013266,476.8169504479721,3.803769486492539,33.35935013382523,0.11040879661700119,0.14912315978078272,0.13113943549083587,0.6844651372549019,11.434799382716049,107.43023881763196
19,119,60.4805,18.0701,37,24.5554,0,115,122,7,132,8,1.00704,58.75616,0.0,0.0,4.82143,4.612,15.50797,0.0,0.0,126.0,44.65839,0.00018,0.31,2.091,-1.0,1.466075,0.14862144517939427,0.3314867153420103,0.18957400349356607,93.82382268106367,65868.73323127256,90.63119945412197,5.618673010637206,25631.7156694155,0.10355848512938003,0.18137719281497183,0.20213882560432295,0.2013853062490425,0.10481138911755751,471.79427153232643,3.7583600457234327,33.425120035807296,0.11042675540128605,0.14927714612402151,0.12933011923048396,0.6859321568627451,11.021508487654321,107.48088050672844
20,120,60.1,18.411,37,26.5556,0,115,122,7,133,8,1.01346,58.38286,0.0,0.0,5.28571,4.672,15.50932,0.0,0.0,126.0,44.79979,0.0001,0.31,2.362,-1.0,1.473027,0.14656631368164447,0.33148671534201135,0.1903007502300471,93.93312939033741,65775.06261159312,89.38907372870639,5.672537567298933,25056.800002489315,0.1058683607353518,0.18056554278898593,0.2035762770058622,0.20247428361341782,0.10465399304605798,466.7994834077854,3.862389207910479,33.63005028241947,0.11082305254694934,0.1491053060613581,0.12756401634044262,0.6863611764705881,13.37866512345679,107.9005228069598
21,121,59.8169,18.6837,36,27.6545,0,115,122,7,133,8,0.99358,58.10146,0.0,0.0,5.46429,4.663,15.80101,0.0,0.0,125.0,44.63953,7e-05,0.31,2.342,-1.0,1.467867,0.1449694941645967,0.3314867153420085,0.19049698356675873,94.01090705985114,65946.89907855095,92.91187701198851,5.718714778726231,24733.236099644157,0.10445177459787963,0.18011190385209014,0.20416455464517935,0.2041313094776587,0.10408093293271496,461.82587073213887,2.782971178175996,33.64260657039689,0.11096571869842095,0.14885694923803694,0.12588654808225316,0.681987843137255,13.659722222222221,107.18758102893489
22,122,59.4598,18.8346,36,27.8267,0,114,122,7,133,8,0.99603,57.85547,0.0,0.0,4.92857,4.659,16.04055,0.0,0.0,125.0,44.18385,0.00013,0.31,2.171,-1.0,1.435218,0.14302565376225562,0.3353277563210712,0.18980217602632518,93.99108043641904,65855.13750201461,88.84848027680982,5.797231941219737,24025.224233433604,0.10194925904751957,0.17957140914627764,0.20510624271867378,0.20631880000361302,0.10357406159867168,456.8912843975303,3.792039341262527,33.736936781141495,0.11087649415990217,0.1482513334835733,0.12396670673810052,0.6730058823529412,14.026523919753087,107.81248511789349
23,123,59.1463,19.2182,36,27.2376,0,114,122,8,133,8,1.02081,57.62049,0.0,0.0,2.64286,4.595,16.1643,0.0,0.0,125.0,43.82042,8e-05,0.31,2.196,-1.0,1.373791,0.14116052206775745,0.3353277563210762,0.1886627724673899,93.9666032820345,65711.13576380681,89.06877351349621,5.841228838755406,23506.669567481138,0.10082294272249417,0.178853088739745,0.20588294698945678,0.2084913300217983,0.10337696869550231,452.0513352928928,4.03922761594916,33.93922217098283,0.11038682160765778,0.147578741095497,0.12216531717378516,0.663013725490196,14.284625771604938,108.10065809915152
24,124,58.4637,19.2057,36,27.0933,0,114,122,7,133,8,1.01031,56.99371,0.0,0.0,2.60714,4.64,16.4942,0.0,0.0,124.0,43.44193,9e-05,0.31,2.163,0.39365,1.338194,0.13930027293912414,0.3353277563210719,0.18779395828314008,94.03670260590472,65703.96838246212,90.20822875699294,5.875028086899852,22671.749686087132,0.10011319617888832,0.17833495187250464,0.2063903678855902,0.21049925003184605,0.10341866453783255,447.30807843558347,3.446479201438853,34.05221350399065,0.10992251763659414,0.1469644618253114,0.1204715762944805,0.6559752156862744,15.076437114197532,108.39399608742421
25,125,57.3375,19.1226,35,27.1486,0,114,122,7,133,8,1.01343,55.8083,0.0,0.0,3.03571,4.644,16.48259,0.0,0.0,124.0,43.07445,6e-05,0.31,2.309,-1.0,1.315217,0.13729279195577532,0.33754538236429554,0.18620008919532294,94.188330727321,65641.49375493011,87.9750374139961,5.924093308388362,22059.800915673535,0.09975562662671998,0.178074586400498,0.206896926007789,0.21268459889636265,0.10311590465355026,442.7392847167713,2.491576355412873,33.91137940206646,0.1097922863488759,0.14673210634233202,0.1186650781983638,0.6515972549019607,16.577015817901234,109.00894484096573
26,126,56.2972,19.3044,35,26.9423,0,114,122,7,133,8,1.01369,54.63935,0.0,0.0,4.14286,4.665,16.41365,0.0,0.0,124.0,42.8772,0.00013,0.31,1.883,-1.0,1.291584,0.13518722750733678,0.3353277563210673,0.18481009401612725,94.3133430018161,65665.04469985391,87.45995486634071,5.931114879513949,21648.97759954753,0.09950489826554594,0.17784872393186993,0.20736233381773367,0.21495865742887454,0.10260984552889169,438.29585268600147,2.9379981498656154,33.86315823778694,0.11012665275319572,0.1467655774123537,0.11705632587310974,0.6479988235294117,16.748215663580247,110.20577268886565
27,127,56.3782,19.6462,35,26.5346,0,115,122,7,133,8,1.00938,54.76583,0.0,0.0,4.85714,4.667,16.57023,0.0,0.0,124.0,42.62667,0.00018,0.31,1.998,-1.0,1.204608,0.13315548500532318,0.3375453823643008,0.1838655314534651,94.2066893747791,65634.05085527325,87.50545711337143,5.930872993824653,21595.239834075695,0.10060831084897247,0.17781579408844814,0.20794309004933362,0.21675480361876,0.10199942355751633,433.92501940483436,3.1366902627051707,33.7087449438778,0.1103273730193908,0.14662227647553686,0.11542641317881668,0.6435317647058824,16.538435570987655,110.52071348036833
28,128,56.7878,19.3308,35,28.0558,0,115,122,7,133,8,0.99822,55.3834,0.0,0.0,3.82143,4.686,16.87207,0.0,0.0,124.0,42.24276,0.00016,0.31,1.924,-1.0,1.163541,0.13129693807690548,0.3375453823643018,0.18303639995647383,94.03709060258578,65643.08511149988,90.40621155376425,5.975275906964619,21509.207612756953,0.10327203219209825,0.17818650151813384,0.20808012873266973,0.21792704686380246,0.10120328774080316,429.5952690149754,3.9436772396137125,33.54177686903212,0.10989013357003688,0.14655306533198525,0.11387622430973557,0.63644,16.285542052469136,110.95256572091293
29,129,57.4427,18.9525,35,28.0623,0,115,122,7,132,8,0.99727,56.16857,0.0,0.0,3.85714,4.759,16.62132,0.0,0.0,125.0,41.99814,0.00027,0.31,2.014,-1.0,1.174721,0.13231728305351345,0.33754538236430437,0.18258991249148326,93.89420596285433,65692.32151567616,86.77760821005239,5.99050289505811,21993.749441005693,0.10572347177145107,0.17867308389794215,0.20829767192363707,0.21872701185971866,0.10044836114614826,425.3396194215264,3.1940777897546955,33.248965039665315,0.1096321842425235,0.1465499211465491,0.11233994408462548,0.6311964705882352,16.42018711419753,112.14474644712884
30,130,57.5539,18.2449,35,26.6838,0,115,122,7,132,8,0.98089,56.41288,0.0,0.0,3.21429,4.764,16.27128,0.0,0.0,125.0,41.81577,0.00029,0.31,2.146,-1.0,1.141967,0.13382269216495427,0.33976300840753515,0.18227161799637115,93.90073837007434,65443.38794631701,88.2453852812561,6.003023741897236,22051.953507640657,0.10754360543387141,0.17909813142972603,0.20825525534551773,0.2195055587689195,0.10008789211200773,421.4058521454417,4.23475789312517,33.134523556556225,0.10977956802979126,0.14652387555514185,0.11095454580209599,0.628327843137255,16.87427662037037,112.26473145390302
31,131,57.3645,17.536,35,25.6018,0,114,122,7,132,8,1.00075,56.30581,0.0,0.0,5.67857,4.765,15.68341,0.0,0.0,124.0,41.66171,0.00029,0.32,2.354,-1.0,1.126326,0.13701200206090386,0.3397630084075313,0.1823016625758205,93.97540535892922,65465.47208392501,88.03898748315923,5.980950528621938,21553.52707706995,0.10925663030719597,0.17944345506544948,0.20834268065105532,0.22010044349949362,0.0998647502392263,417.89593275759916,2.555178304736255,33.058345465012536,0.10964845115048939,0.1473721951571304,0.1097578740424562,0.6252466666666667,16.244020061728396,113.65331390288391
32,132,57.573,16.9725,35,25.5109,0,114,122,7,132,8,1.0183,56.46699,0.0,0.0,6.60714,4.756,15.06281,0.0,0.0,124.0,41.46847,0.00029,0.32,2.65,0.38413,1.076174,0.13590302826748918,0.33754538236430914,0.18222947139453732,93.9298588251912,65368.360234942986,85.87681701134238,5.895887290901723,21801.897203818604,0.11049091475071458,0.1796439714392515,0.20851005676508574,0.22070242262610856,0.09967797811233929,414.8655526232065,3.173565260038232,32.98659411771798,0.10933500489912648,0.1480583036395495,0.1086243580397178,0.6217654901960784,15.48804012345679,113.0175962733696
33,133,58.3815,16.683,35,23.8039,0,114,122,7,132,8,1.02967,57.2182,0.0,0.0,5.28571,4.77,14.57273,0.0,0.0,125.0,41.24265,0.00026,0.32,2.581,-1.0,1.080778,0.13322373811900937,0.3375453823643058,0.1823513185395703,93.72897056042937,65285.16458312624,88.51985717525872,5.820370738619613,22579.528940000924,0.11115485274160429,0.17991776010354749,0.2087178409060387,0.22117293891185727,0.09931301768304723,412.2220170411233,3.9436838808501857,32.954389407310956,0.10930210791548048,0.14873678161980283,0.10756015939320478,0.6175250196078405,14.946180555555555,112.76514501157219
34,134,58.6351,16.5903,36,22.2005,0,114,122,7,132,8,1.02122,57.47924,0.0,0.0,4.42857,4.764,14.32049,0.0,0.0,126.0,41.00461,0.00029,0.33,2.838,-1.0,1.067652,0.13170600401069063,0.33754538236430526,0.18247876266866755,93.69510403986295,65283.50534845459,91.10129792609321,5.7704325862547154,22666.92509283416,0.11072915544543108,0.1801663922985718,0.2085341581934605,0.22100656614920505,0.09905495786154636,409.81633534080896,2.989038794729276,32.70240972071518,0.10939645785139067,0.14946226552206965,0.10665156626658918,0.6119662745098039,14.607397762345679,114.34202344485881
35,135,59.0697,16.3798,36,23.7476,0,114,122,7,132,8,0.99788,57.95176,0.0,0.0,5.42857,4.743,14.24851,0.0,0.0,126.0,40.9517,0.00029,0.32,2.804,-1.0,1.112456,0.13211479553140756,0.33754538236430404,0.18237671423757537,93.70357376968744,65428.42242852852,86.9289285716933,5.723084692621607,22762.925939124598,0.10978991318114385,0.1801854190176945,0.20837306226538202,0.22038912470606004,0.09876123277301616,407.6743968128598,4.105668553319414,32.77197265625,0.1094429926707204,0.14989423106157923,0.10567152469141912,0.6083717647058824,14.347222222222221,113.35438592838146
36,136,59.6989,15.9163,36,22.3308,0,114,122,7,132,8,1.00122,58.57129,0.0,0.0,3.85714,4.618,14.06771,0.0,0.0,126.0,40.78156,0.00026,0.31,2.569,-1.0,1.085811,0.134100957475974,0.3375453823643045,0.18211494705381026,93.66099927036693,65453.109727423034,88.41480770857112,5.680244603460667,23229.612549564677,0.10864184557192412,0.18004485632480544,0.20814885025425411,0.2182850948100367,0.0985379515397762,405.7011185977896,4.43799203966819,32.70924226737317,0.10924969807457673,0.1495003280085422,0.1048233497574117,0.6024250980392157,13.843074845679013,114.29420498243451
37,137,60.3009,15.8495,36,22.3376,0,114,122,7,132,8,0.99488,59.19674,0.0,0.0,4.39286,4.625,13.67246,0.0,0.0,127.0,40.50835,0.00025,0.31,2.429,-1.0,1.0561,0.1344732384111752,0.33754538236430576,0.18198740918793654,93.55716371252599,65297.599900879526,87.26979372087865,5.613115331231652,23763.463665995532,0.10743270089024362,0.1800886366049926,0.20794298136803652,0.21682249193247458,0.09885439616365073,403.8432940910709,4.823094187252774,32.395579396942516,0.109167950717256,0.1492658264744927,0.1038023106110848,0.5975811764705883,13.309992283950617,115.27604050921941
38,138,60.8766,15.414,36,21.583,0,114,122,7,132,8,0.99259,59.81663,0.0,0.0,2.82143,4.611,13.60732,0.0,0.0,128.0,40.4361,0.00033,0.31,2.889,-1.0,1.090563,0.1358248084291776,0.3375453823643044,0.18175940779587108,93.52378119784646,65432.59511001318,86.94419799338932,5.57450953640785,24530.608090099093,0.10623731178169506,0.18006697047643408,0.20800055209222623,0.21513750582741167,0.09938853063425139,402.04812293243305,3.9547204583998252,32.646019264503764,0.10944121766451005,0.14932206147702354,0.10284155423959909,0.5954156862745097,12.883342978395062,115.02720572494816
39,139,61.114,15.4704,37,22.1325,0,114,122,7,132,8,1.00887,60.10443,0.0,0.0,3.5,4.569,13.2366,0.0,0.0,128.0,40.43089,0.00029,0.45,2.951,-1.0,1.081078,0.1373084599067242,0.33754538236430626,0.18147844672237956,93.53122043791673,65506.74007887723,85.1183319351255,5.554159850722389,24296.712282662458,0.10506744299782979,0.1799058334103321,0.20824965406050663,0.2131104359226241,0.10105623877256444,400.254791109706,2.721355319558112,32.42473442171826,0.10931475989723563,0.14976804044197986,0.1019042327169567,0.5942988235294118,12.922309027777779,113.90027631440198
40,140,61.1548,15.8323,37,23.306,0,114,122,7,132,8,1.02302,60.21283,0.0,0.0,2.82143,4.546,13.28271,0.0,0.0,128.0,40.37695,0.00023,0.31,2.653,0.34594,1.039358,0.13908823607145462,0.33754538236430975,0.18134055953326556,93.51784611288636,65331.3492729968,90.75798776780975,5.589033217799907,23977.60077190207,0.10411420265277502,0.17952436973900424,0.20817662977933618,0.21139082328486386,0.10161479711432649,398.4235345131921,4.635063238656736,32.36478132083092,0.10894751136630076,0.1500561245112711,0.10101858428004751,0.5935407843137255,13.260706018518519,114.2516176004412
41,141,61.1374,16.0424,37,22.9247,0,114,122,7,132,8,1.02227,60.18356,0.0,0.0,3.5,4.555,13.59334,0.0,0.0,128.0,40.47049,0.00033,0.31,3.404,-1.0,1.100621,0.14204987545149464,0.33754538236431214,0.18147034237366463,93.62132956819619,65341.22622937854,87.51076840694765,5.596890125475583,23984.378589895507,0.10332933485108242,0.17936212658620126,0.2079340604702348,0.20982676961997884,0.10280220016933274,396.57361846568193,5.122917628200217,32.33541135434751,0.10889969847690724,0.15060543042832095,0.10035231834379651,0.5944653529411764,13.327690972222221,113.75367164801985
42,142,61.1267,16.0821,37,23.0526,0,114,122,7,132,8,1.01952,60.13784,0.0,0.0,3.82143,4.559,13.77405,0.0,0.0,128.0,40.56588,0.00027,0.31,3.004,-1.0,1.123825,0.14614554937764374,0.3375453823643051,0.1810933819760033,93.57987459440899,65425.45544420722,88.07806689259833,5.590153107075446,23735.094550054186,0.10260399791121373,0.17893194673604876,0.2075978098942789,0.20863065483347062,0.10407652475537027,394.690163339613,4.077456459970887,32.31343737943673,0.10876159889565785,0.15147568350894586,0.0995631511180482,0.5945125490196078,13.596305941358025,113.39501658039073
43,143,60.7044,16.2359,37,21.8063,0,114,122,7,132,8,1.01559,59.66861,0.0,0.0,5.78571,4.541,13.80605,0.0,0.0,128.0,40.56825,0.00027,0.31,3.224,-1.0,1.087649,0.15202663110486492,0.33754538236430376,0.18058445560572264,93.60625017182939,65297.78950615754,86.68332138099646,5.567913930855026,23403.146414904877,0.1019712951089209,0.1786414272402916,0.20737649950845105,0.20718471772450023,0.10516879280382964,392.7740483301774,4.667219823943197,32.09651127567998,0.10868254917854411,0.15217964127896508,0.09876028986364176,0.5957694117647059,13.84230324074074,113.068180511302
44,144,60.1051,16.4221,37,22.8132,0,114,122,7,132,8,1.00912,59.00957,0.0,0.0,5.32143,4.506,13.93606,0.0,0.0,128.0,40.7969,0.00029,0.31,3.457,-1.0,1.135029,0.1592277813748735,0.33754538236430404,0.18024608312480386,93.78009653379691,65421.23184308094,85.70517618882678,5.524787688181836,23277.766041160234,0.10133248652192713,0.17820141993985922,0.20719362500011432,0.2062124890775607,0.10637005456044726,390.81811984830614,4.612660088631413,32.049158920476465,0.10882487760444395,0.15263808024883405,0.09797638247152403,0.5989729411764706,14.13425925925926,112.46651799185818
