,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.0,contrast,cubcol.1.0,cubrow.0,blockiness,cubrow.1.0,cubcol.0.5,cubrow.0.3,movement,cubcol.0.6,noise,cubcol.0.3,staticness,color_fulness,tone,cubrow.0.6,temporal,saturation,fft,uhdhdsim,cubrow.0.5,blur
10,510,54.5024,32.2187,44,41.824,0,123,124,14,130,9,1.00052,55.70536,0.0,0.0,3.42857,8.012,27.66539,0.0,0.0,126.0,61.32673,0.00016,0.64,2.343,-1.0,1e-06,0.11847418921516738,93.03269575467561,0.14556361005018872,0.03294500768999166,1.3865027710967277,0.10364063857651439,0.11899223779370133,0.07315957393684103,15.521026234567902,0.1471061353067799,0.48976548741540465,0.18707340897209135,334.77071876912385,81.55599009432892,0.8929796078431372,0.12792742643033458,7.33718016694506,25.235219508041567,65597.59868663552,94.83032959887082,0.14111292064061573,23435.318760797643
11,511,55.0331,32.307,44,42.9189,0,122,124,14,130,10,1.0182,56.23659,0.0,0.0,3.85714,7.98,27.68383,0.0,0.0,126.0,61.07739,0.00014,0.65,2.315,-1.0,0.0,0.1263866015542524,96.24340485276632,0.142577476670674,0.03269762923028049,2.7599997243953855,0.10427918892341938,0.11560757768464512,0.07331254391446085,17.33251350308642,0.14739838555193402,0.48976548741540754,0.18750123513122255,329.975805843323,82.21282045080346,0.8940510784313723,0.12688498975641027,7.296473052151402,25.343671257113233,65619.94071589489,94.7920362905215,0.14159764367748645,23905.43764828804
12,512,55.718,31.9318,45,41.6772,0,122,124,14,130,10,0.99599,56.86084,0.0,0.0,2.17857,7.829,27.76619,0.0,0.0,127.0,60.88838,0.0002,0.65,2.216,-1.0,0.0,0.12899970434011016,94.41085039097229,0.14119562582246142,0.032532472664113576,2.370277497119905,0.10610890478509791,0.11258026941285457,0.07334930384079395,15.75607638888889,0.14844651449640056,0.48976548741540943,0.18719716196863898,325.46359247372334,82.05339647394314,0.8950560784313726,0.1264341305933319,7.254022903408771,25.627739235206885,65627.7276076338,94.70382820316816,0.14239113219703758,24840.93235052036
13,513,56.309,31.684,45,42.3667,0,122,124,14,130,10,0.99611,57.4684,0.0,0.0,4.39286,7.664,27.4468,0.0,0.0,126.0,60.64679,0.00019,0.64,2.038,-1.0,0.0,0.13224118463936507,96.46110755251827,0.13792798446576865,0.03263264872561441,1.6326843976422105,0.10943702988047081,0.10981110313225992,0.07338657013124741,13.732060185185185,0.1519185528397388,0.49198311345863166,0.18824687078648408,321.23750499977837,81.72878788986377,0.8955996078431373,0.12597718959019055,7.216482138461406,25.8347785855517,65810.00423611932,94.61453837853043,0.14259585533490815,25370.45323992524
14,514,56.8178,31.1629,45,41.0056,0,121,124,14,130,10,1.00381,57.96986,0.0,0.0,4.21429,7.57,27.23957,0.0,0.0,126.0,60.37575,0.00022,0.65,2.137,-1.0,0.0,0.1355435834739096,92.54569956466617,0.13590115464674163,0.032521726599359084,2.7611490883010497,0.11033355808183064,0.10744107750077654,0.07339864859529843,12.942997685185185,0.15326791592223982,0.49198311345863566,0.1870387794722547,317.34593505538066,81.99216912274332,0.8961572549019607,0.12597771925437443,7.189933207749082,26.10576488353588,65830.23319779102,94.5537758224192,0.1421829430565411,25884.522870268273
15,515,57.2267,30.5388,46,37.985,0,121,124,14,130,10,1.00113,58.34328,0.0,0.0,5.14286,7.468,26.79868,0.0,0.0,126.0,60.17524,0.00022,0.65,2.241,-1.0,0.0,0.1360673056798728,96.23051988143546,0.13227734537622454,0.032354592306567447,3.120882987223228,0.1096343306997406,0.10561952091694443,0.07370113924579744,13.802372685185185,0.15383815085630534,0.4919831134586328,0.1875394063222368,313.6921164648231,82.15902161476035,0.8969011764705882,0.12610665744501423,7.156066811679455,26.3444475715543,65560.99642168001,94.50959329605915,0.14234206648996633,26296.64094415437
16,516,58.0664,30.3463,46,38.6502,0,120,124,14,130,10,0.99631,59.17443,0.0,0.0,5.17857,7.294,26.25982,0.0,0.0,126.0,60.06733,0.00019,0.64,2.17,0.13117,1.9e-05,0.13933597883922333,93.10379570374222,0.13024409441723814,0.03223805137587728,2.788298909253994,0.10961234609652169,0.10447345541411429,0.07372438166122437,16.54050925925926,0.15308165345630373,0.49198311345863727,0.18422976494251683,310.3054170500538,83.13159300426427,0.8978466666666667,0.12662541289236262,7.11836634371203,26.595806734061533,65852.71327616817,94.43370012060285,0.14247352340806266,27197.005656175694
17,517,58.7568,30.3316,47,38.9658,0,120,124,15,130,10,1.00119,59.88732,0.0,0.0,3.71429,7.206,26.09975,0.0,0.0,127.0,59.97321,0.00021,0.65,2.169,-1.0,0.0,0.1378741449750669,96.71877346780437,0.12753082115881859,0.032182268980027656,3.0749672243426716,0.11016671181651803,0.1038133006083197,0.07367453629551923,16.220100308641975,0.1520808484901436,0.49198311345863854,0.18280718072174953,307.14512368824643,84.0675349408298,0.8981749019607843,0.12783607936360977,7.074992206694947,26.80816744580681,65850.41004755399,94.35849915113879,0.14287956050737316,28032.6549252097
18,518,59.4236,30.2679,47,41.8038,0,120,124,15,130,10,1.00847,60.59777,0.0,0.0,5.03571,7.161,26.0962,0.0,0.0,126.0,59.76843,0.00022,0.65,2.275,-1.0,0.0,0.1360927584432325,95.34442787810912,0.12480835042747318,0.032073025198312934,2.5450513326958677,0.11101997728054532,0.1028846200870117,0.0738834156014056,15.709104938271604,0.15039967023950604,0.4919831134586407,0.17832884413699454,304.2113938906478,85.4420256406434,0.8986721568627452,0.12798254792167055,7.0404783176176045,27.095824441792054,65856.02917564606,94.25613380741376,0.1431712252617637,28915.69331389438
19,519,59.9183,30.1174,48,40.6844,0,119,124,15,130,11,1.0036,61.15773,0.0,0.0,3.17857,7.06,26.04371,0.0,0.0,126.0,59.42862,0.00019,0.65,2.117,-1.0,0.0,0.1346737915211989,95.4110525692379,0.12203729832720074,0.03216434969298578,1.8517898123000178,0.11091627905827146,0.10288178219398751,0.07394266737691699,15.283275462962964,0.14962344303057223,0.49641836554509594,0.17592053797535423,301.4853373007505,85.82968957021845,0.8988874509803921,0.12845581161121256,7.020124268146992,27.412643997757524,65948.49267340743,94.16585352154927,0.14328208298240125,29614.969454392016
20,520,60.7584,30.171,49,36.9038,0,119,124,15,130,11,1.00487,62.07369,0.0,0.0,3.75,6.885,25.91338,0.0,0.0,126.0,59.01817,0.00022,0.65,2.262,-1.0,0.0,0.13404978718165214,96.69175355946531,0.11943227978823849,0.03206030989882852,2.216715320878979,0.11061303118216456,0.103178812830806,0.07416189417326395,16.561921296296298,0.1486860997524719,0.49641836554510094,0.17600890112927792,298.922056155294,87.14487266272275,0.899981568627451,0.12850294411841343,7.001655493906409,27.66144703052662,66340.40964334742,94.04607812760989,0.1432915364981983,30838.203182926227
21,521,61.7086,30.3099,50,36.9836,0,119,124,15,130,11,1.00444,63.1174,0.0,0.0,2.03571,6.809,25.96145,0.0,0.0,126.0,58.51019,0.00029,0.65,2.487,-1.0,1e-06,0.13350710540098626,96.94700926588044,0.1171960498895512,0.03197374216199838,2.0621799677086603,0.11012111428336842,0.10347647644172624,0.07437825154007668,17.257137345679013,0.14645790301350403,0.5018828214599936,0.1737135756131195,296.5676562892656,87.87063500096819,0.900026274509804,0.12956618610785686,6.9799711854337625,27.918329121154034,66393.36469554371,93.93686476516451,0.1438997205255137,32176.890476395507
22,522,62.4014,30.6005,50,37.1087,0,118,124,15,130,11,0.99471,63.85138,0.0,0.0,2.75,6.754,26.08238,0.0,0.0,126.0,58.05542,0.00017,0.65,2.438,-1.0,0.0,0.1325870884132381,96.24320208532168,0.11520784655347462,0.03209754008748777,2.0489313939540312,0.10980536651783905,0.10413721692114136,0.07449696294126411,17.27951388888889,0.1441431126632306,0.5085356995896791,0.17418068897847094,294.4325850554726,88.95421239035146,0.8985607843137257,0.1305759364043892,6.975420210121214,28.239136684088063,66615.77833286357,93.80835992647417,0.14471685266243078,33159.277239481424
23,523,63.0974,30.7658,51,41.0866,0,118,124,16,130,11,1.01367,64.64913,0.0,0.0,5.46429,6.765,26.33579,0.0,0.0,126.0,57.56658,0.00017,0.65,2.686,-1.0,0.0,0.13193957295951628,96.63620188963944,0.11343778941297128,0.032058519433707564,1.9289706229984402,0.1096834007166127,0.10444859311395047,0.07478486589311101,17.134645061728396,0.14279196343902373,0.5107533256329112,0.17406284091693497,292.48675840803867,89.56534091189057,0.8987176470588235,0.1311922220749643,6.976314681236491,28.500728842652872,66731.5419237049,93.72759139831741,0.14541890170175972,34323.857975795436
24,524,64.0106,30.5374,52,37.5362,0,118,124,16,130,11,1.0085,65.63843,0.0,0.0,3.82143,6.602,26.48444,0.0,0.0,126.0,57.12919,0.00024,0.65,2.678,0.12989,0.0,0.13382272149878827,94.98933834807129,0.11230264909469845,0.03205041848810235,2.155594176200237,0.10988328166759337,0.10702853890129058,0.07493548659305324,17.21990740740741,0.14187340190232844,0.5123767405687446,0.17373881478349226,290.7011968748848,90.65473484451637,0.898076862745098,0.1330034676239278,6.974565958717431,28.79776942877122,66873.5987722692,93.60083763161795,0.14625145932282016,35760.203939486586
25,525,64.7809,30.8253,53,38.0672,0,117,124,16,130,11,1.00797,66.50706,0.0,0.0,3.25,6.495,26.28194,0.0,0.0,126.0,56.63055,0.00023,0.65,2.701,-1.0,0.0,0.13875963862206692,92.91916065152328,0.11169008185939562,0.032020872247559,2.0563140277275638,0.10966097789889666,0.1099156416948841,0.07536820096135459,17.7109375,0.1416406220152109,0.5145943666119778,0.17624130739082094,289.1026607166543,91.02932318168018,0.8983674509803922,0.1346123634761651,6.956057546726033,29.077350004219717,67053.84104393475,93.49444928022784,0.14680525227428112,36903.7130030743
26,526,65.491,31.0703,53,36.5248,0,117,124,16,130,12,0.99855,67.33145,0.0,0.0,6.71429,6.448,26.53129,0.0,0.0,126.0,56.18397,0.00026,1.33,2.758,-1.0,0.0,0.14120579975414785,95.73498365122293,0.11102386888759175,0.03206471045771295,2.2381322180148766,0.1093201831981916,0.11239584308792264,0.0756755690604049,17.969521604938272,0.1407209271705571,0.5145943666119791,0.17361013258862812,287.70686674968965,92.84900195399418,0.8997137254901961,0.13619688172104938,6.960875134094768,29.304448822398243,67212.105754501,93.38035606892862,0.14743967267039182,38120.21753455554
27,527,65.9092,31.1437,54,36.1842,0,116,124,16,130,11,1.00421,67.8597,0.0,0.0,4.96429,6.446,26.74177,0.0,0.0,126.0,55.71024,0.00021,1.33,2.798,-1.0,0.0,0.14311970098784504,89.54397230629002,0.11122773454145694,0.03200829206245541,2.4961594968723695,0.10926039197208465,0.1143207208548715,0.07609640486095585,17.770833333333332,0.1393190358890777,0.5145943666119815,0.17176886026049717,286.50084713197367,94.10421565547654,0.8963286274509804,0.1386093690903033,6.963465547452328,29.474551165545428,67272.95160792868,93.3058843178695,0.14819390366370963,38765.77925168537
28,528,66.6473,30.9732,55,37.0344,0,116,124,16,130,11,1.00852,68.6217,0.0,0.0,5.17857,6.383,26.80287,0.0,0.0,126.0,55.3609,0.0003,1.33,3.268,-1.0,1e-06,0.141478713213331,94.64709119636132,0.11204845185981677,0.03202133809314015,2.146680513058322,0.10944319549705474,0.11753268207333824,0.07655548026584023,17.664689429012345,0.13834661875307677,0.5168119926552118,0.17024611105781234,285.46652716429946,94.78464999775022,0.8949211764705882,0.14087051873421105,6.955381121810646,29.737948382342307,67243.9601596137,93.25642809540568,0.14893468145336014,40056.35279725629
29,529,67.3696,30.6361,55,39.3115,0,116,124,16,130,12,1.00359,69.3663,0.0,0.0,4.67857,6.238,26.6557,0.0,0.0,126.0,55.08981,0.00024,1.33,3.747,-1.0,0.0,0.1405265237162964,90.15185951424759,0.11432263704769131,0.031979999519769396,2.034128481555487,0.10975968976335895,0.12026006261932508,0.07702679476670843,17.715036651234566,0.13679494156515792,0.5190296186984417,0.16923854744714148,284.577289577518,95.92456171898385,0.8897416078431342,0.1426880125763417,6.936470352353139,29.900885499553915,67445.14556765542,93.19324498630452,0.1499476696791247,41622.327170501936
30,530,68.026,30.449,55,37.8861,0,115,124,16,130,12,1.00384,70.01274,0.0,0.0,4.39286,6.224,26.36975,0.0,0.0,126.0,54.91117,0.00025,1.33,4.199,-1.0,0.0,0.13938865322424154,90.45686162431466,0.11477604868353011,0.03206189059208358,2.1541557664279276,0.11055492518209149,0.12391628646498536,0.07757901421467525,17.741512345679013,0.13595284185081144,0.5190296186984441,0.16867378695618193,283.8043505047439,95.85708734331756,0.8815412549019607,0.14400966650234498,6.912639785123214,30.085684693889853,67514.85989475664,93.12873151054558,0.15131442908330828,43178.816263048735
31,531,67.9872,30.2918,56,36.121,0,115,124,16,130,12,1.00694,69.96563,0.0,0.0,2.82143,6.219,26.21308,0.0,0.0,126.0,54.68788,0.00022,1.31,4.277,-1.0,0.0,0.13823776436353852,89.87153200238778,0.11462283894599173,0.032063993510146306,2.3396267205510517,0.11086778110700657,0.12856600169780566,0.07813598095248891,17.85715663580247,0.13522259611285228,0.5267117006565653,0.16856601866528667,283.1495442511414,97.12684610831465,0.873446274509804,0.14533338943833538,6.894269700291691,30.16177782600309,67488.58477063151,93.16840283271884,0.15250711047957247,43299.40554331131
32,532,67.5681,30.4849,55,33.8986,0,115,124,17,130,12,1.00481,69.61846,0.0,0.0,3.92857,6.35,26.08679,0.0,0.0,126.0,54.2339,0.00019,1.32,4.202,0.13066,0.0,0.13668643292023927,88.82186560622162,0.11452206341427387,0.03206184317334758,2.425732764184702,0.11111400861250233,0.12883875506440579,0.07860345079345829,18.02174961419753,0.13432879792049018,0.524494074613339,0.16880089426302175,282.60529613325946,98.42206616611736,0.8675603921568628,0.1463248827360497,6.895456833461408,30.32589947735822,67378.05327491506,93.23932835974614,0.15373337666811132,42329.92302276109
33,533,67.7127,30.3191,55,34.0253,0,114,124,17,130,12,0.99596,69.77051,0.0,0.0,5.28571,6.369,26.25697,0.0,0.0,126.0,53.70861,0.00019,1.34,4.2,-1.0,0.0,0.1353389903136626,89.12450475275898,0.11462321718005,0.032035558612557906,2.8151714643729395,0.11120650046160994,0.13024312247983513,0.07911876046623902,18.151765046296298,0.13571595669843028,0.5267117006565698,0.1687727288939857,282.13411761151787,98.3532410378622,0.8615999999999999,0.1472078861698385,6.885498671090459,30.556529669114102,67397.70281210623,93.22894576786352,0.15505711985368162,42654.63023280068
34,534,68.3787,30.1657,56,33.1478,0,114,124,17,130,12,1.00271,70.45915,0.0,0.0,5.0,6.322,26.11166,0.0,0.0,126.0,53.12802,0.00026,1.33,4.139,-1.0,0.0,0.13445366812573195,87.22646240445734,0.11516059724382345,0.03210399168582828,2.7162002012843662,0.11123394242591429,0.13285039061333723,0.07971742669774652,18.324556327160494,0.13731330539929637,0.5311469527430258,0.1681548249272342,281.7153086515318,99.0440872278482,0.8527145098039216,0.1482000616135235,6.8765800653422,30.63843997908227,67560.87501465296,93.1503495208178,0.1566374839273316,43911.10584221785
35,535,68.9131,29.7746,57,34.2443,0,114,124,17,130,12,0.99778,71.02339,0.0,0.0,5.21429,6.153,25.97788,0.0,0.0,126.0,52.50575,0.00033,1.33,4.119,-1.0,8e-06,0.13323833922006154,87.60161782684312,0.11605915369573051,0.03221715439502813,2.544931421932182,0.1115325348352817,0.13474870952900198,0.08012260747588038,18.568190586419753,0.138680236157318,0.5311469527430277,0.16781123381419963,281.3347445628133,98.41426524795983,0.8462482352941176,0.14940855719871465,6.872344675209222,30.919507250373744,67669.43538663622,93.07739112538096,0.1583199954205445,44982.982199903054
36,536,69.0072,29.4982,57,36.1914,0,113,124,17,130,12,0.99642,71.21081,0.0,0.0,3.67857,6.063,25.64201,0.0,0.0,126.0,51.81912,0.00033,1.34,3.744,-1.0,0.0,0.1322972296485031,86.81114647247192,0.11628603233533681,0.032136333602516894,2.819357923604117,0.11172730236682547,0.13657575858948054,0.08072377497043738,18.82913773148148,0.13849274545137602,0.5355822048294911,0.1676832278835618,280.96471098141785,99.41194081987096,0.8381749019607843,0.1505941446340544,6.865752958675226,30.796354128990643,67726.42554235242,93.0636617183151,0.15987941005085438,45024.73107546414
37,537,68.7834,29.3401,57,33.6116,0,113,124,17,130,12,0.99493,71.05643,0.0,0.0,3.89286,6.08,25.40116,0.0,0.0,126.0,51.20179,0.00029,1.32,4.51,-1.0,0.0,0.13199336079074944,91.80837620367457,0.11881771040005368,0.03217588054168144,3.173803225675497,0.11200136323129496,0.13740020340895204,0.0812038596062069,18.893904320987655,0.13891010164006184,0.533364578786263,0.1678288328868546,280.65125220759563,99.76387273321187,0.8298250980392143,0.15147978045196747,6.887600487623324,31.038120222680366,67654.1621751197,93.10856190026317,0.16069655333455138,44825.087667827574
38,538,68.3094,28.4999,57,32.4361,0,113,124,17,130,12,1.00453,70.65419,0.0,0.0,3.21429,6.093,25.26283,0.0,0.0,126.0,50.65168,0.0003,1.33,4.381,-1.0,5e-06,0.13146044708812762,87.48745634401791,0.12154233186314739,0.0322534052704903,2.8509915915449326,0.11244981545247963,0.13840078785683116,0.08161183666310204,18.843364197530864,0.13929988691978198,0.5372056197653176,0.16856453574600766,280.33315146252664,99.71427722720557,0.8184619607843137,0.15232045280047513,6.920433664346726,30.976934927481192,67587.46195925307,93.158475870714,0.16108717324978175,43932.49623796676
39,539,68.4681,28.197,57,30.9036,0,113,124,17,130,12,0.99512,70.78686,0.0,0.0,4.10714,6.025,24.54496,0.0,0.0,126.0,50.47811,0.0003,1.32,4.405,-1.0,1e-06,0.13084166492618762,90.42693208002159,0.12460915922616009,0.03225325616601049,2.814480810996511,0.11244004648541994,0.13700126274906635,0.08214174346141616,18.764949845679013,0.138981087173585,0.5372056197653204,0.1686242225788834,280.03764992149365,99.80476661900389,0.8161780392156862,0.15321860601511436,6.925392000890487,30.96752534089265,67577.43855649086,93.12661787189072,0.1614728494996263,44401.47580015723
40,540,69.0494,28.0661,57,30.5832,0,113,124,17,130,12,0.99803,71.35842,0.0,0.0,4.64286,5.929,24.29169,0.0,0.0,126.0,50.52584,0.00025,1.34,4.26,0.12976,1.8e-05,0.1305111310786154,88.04805358534378,0.12902460789276274,0.032232857373721675,3.2144647744197066,0.11216687838930325,0.1361705365420735,0.08267012370121798,18.69256365740741,0.13893732230095568,0.5372056197653202,0.16812795903282787,279.74270320599686,99.56565875062107,0.8183796078431373,0.15422290601513813,6.907689632179977,30.917102201485342,67876.57922832455,93.07509253140914,0.1617836050788966,45662.358722371726
41,541,69.6642,27.9376,58,30.2502,0,113,124,17,130,12,0.99466,71.93073,0.0,0.0,5.92857,5.874,24.18808,0.0,0.0,126.0,50.60255,0.00026,1.33,4.221,-1.0,2e-06,0.12940011833384907,87.4996341291775,0.13496597437801056,0.03228235905991093,3.286210023415955,0.11251152359090932,0.13515524730294445,0.08318670491620536,18.650028935185187,0.13865327553116216,0.5372056197653213,0.1686556887565813,279.46055318979444,99.64769737374529,0.8204192156862745,0.15545666804613598,6.89849418098041,30.851203635886865,68002.50167137195,92.99060389131915,0.16199288508185383,47106.160756168
42,542,69.5897,27.9657,58,31.2783,0,113,124,17,130,12,0.99365,71.84589,0.0,0.0,6.53571,5.867,24.07761,0.0,0.0,126.0,50.67154,0.00032,1.32,4.303,-1.0,0.0,0.12859200599636825,87.76556806181775,0.13977932225938935,0.03230723239289964,2.879773765048757,0.11287293276101301,0.1346459225885878,0.08363653886000691,18.585744598765434,0.13936220243892092,0.5333645787862592,0.16949407082305673,279.21013981469866,99.78392019920815,0.8223913725490196,0.1564459008696725,6.888530981686019,30.937348354009934,67908.60122087844,93.01957713632852,0.16228683902777138,47063.6615037064
43,543,69.0621,28.1122,57,31.9234,0,113,124,17,130,12,0.99623,71.29119,0.0,0.0,7.07143,5.962,24.10693,0.0,0.0,126.0,50.74696,0.00028,1.32,4.572,-1.0,0.0,0.12762703980087362,88.17215234608548,0.14361063513553207,0.032375582382347515,3.0339748781215516,0.11290146841959184,0.1342201863955063,0.08405185068701726,18.417824074074073,0.1404645067880942,0.5333645787862581,0.17087858701964972,278.9611081556921,99.37472138254046,0.825121568627451,0.15721803908738907,6.882898556184177,30.899816065658758,67793.22307296545,93.08368606518535,0.16233730958192719,46216.48457374497
44,544,68.6763,28.1289,57,29.4574,0,113,124,17,130,12,0.99845,70.89456,0.0,0.0,6.60714,6.062,24.23111,0.0,0.0,126.0,50.75499,0.00025,1.34,4.356,-1.0,1e-06,0.12690650082604024,88.29120193602041,0.1465313636283103,0.03234008211997171,3.595356057826204,0.11308259173536644,0.1344114928271371,0.08444652741962488,18.47463348765432,0.14231503063319637,0.5333645787862551,0.17207615910335117,278.7120799766825,99.82786022717895,0.8288564705882353,0.15796204259349172,6.906287020644496,30.812521286952645,67538.43418149491,93.1412177527522,0.16229621793840024,45459.388268801806
