,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.6,temporal,contrast,saturation,blur,cubrow.0.3,cubcol.0.3,cubcol.0,cubrow.0.5,blockiness,fft,noise,cubcol.1.0,color_fulness,tone,uhdhdsim,cubrow.0,cubcol.0.5,cubcol.0.6,movement,cubrow.1.0,staticness
15,315,43.9474,23.6168,35,24.5226,0,109,123,11,131,9,0.99364,46.60827,0.0,0.0,1.64286,8.567,20.3206,0.0,0.0,126.0,38.11928,0.00023,1.31,1.854,-1.0,4e-06,0.061201692429492915,7.310583882473061,92.60977572717792,31.215084311402876,13881.12894804955,0.08142586393168104,0.07327595355891396,0.17517911727598723,0.0586659227239869,3.230944713244576,64776.04366194176,0.5002594065241607,0.12084421627693075,89.98385137748619,0.5700705882352941,94.59558487427115,0.04448586200516507,0.10250878190348814,0.1182794861056642,10.919367283950617,0.05848938831229275,269.74527333702616
16,316,43.7536,23.5779,35,26.8029,0,109,123,11,131,9,0.99501,46.45205,0.0,0.0,1.32143,8.528,20.28409,0.0,0.0,126.0,38.08041,0.00022,1.32,1.802,0.1322,3e-06,0.0609301549057025,7.305677071320756,89.57946039057279,31.231126008210357,13588.098556595362,0.08128186382507398,0.0728650938947754,0.17419212474339468,0.05876086022611628,2.3725667125521985,64506.25945932751,0.49641836554509994,0.11973758325800288,91.44677272101066,0.5703098039215686,94.58341762795396,0.0442825019240156,0.1060708134520121,0.11668618069127876,12.14453125,0.05862362222041056,268.0601401731512
17,317,43.5425,23.5365,35,28.029,0,109,123,11,131,9,0.9946,46.26985,0.0,0.0,2.89286,8.586,20.24797,0.0,0.0,126.0,38.09668,0.00025,1.32,1.953,-1.0,0.0,0.06061098606616302,7.2875583113062845,90.77444527450339,31.217369927300346,13345.64471190591,0.08101916633535759,0.07268586985728871,0.1738934870603464,0.058967473491621354,3.4674666648420653,64515.3746818464,0.5002594065241599,0.12052885213576994,91.3113400736738,0.56938,94.56141282635127,0.04401494632234698,0.1093785936607221,0.11475020038859315,11.856722608024691,0.05828936129978579,266.7007199533861
18,318,43.1654,23.4614,34,26.936,0,109,123,11,131,9,0.98558,45.93044,0.0,0.0,2.03571,8.655,20.21028,0.0,0.0,126.0,38.03482,0.00015,1.32,1.827,-1.0,0.0,0.06041540771205131,7.2922944394663896,90.24004344255806,31.224790596667628,13105.855062961487,0.08076131444887219,0.07319187304834822,0.17256979781796813,0.059239103676887034,3.735074896157647,64441.975058865704,0.4964183655451028,0.12020709703950021,91.5284820226754,0.568255294117647,94.65765093931851,0.04386308967608601,0.11182648534173846,0.11263851479377598,11.573591820987655,0.0581212323676965,265.52777613416754
19,319,42.9146,23.3319,34,25.1247,0,109,123,11,131,9,0.99218,45.64458,0.0,0.0,2.64286,8.71,20.14561,0.0,0.0,126.0,37.93408,0.00022,1.32,1.949,-1.0,0.0,0.060261707286908564,7.307857630445611,89.00169429047229,31.32331640926408,13044.342740391441,0.08064107635593444,0.07349032737583792,0.17171253276085935,0.059651591361304136,3.3718167068949954,64492.21703953708,0.49641836554510266,0.12066915303139873,91.94404483617171,0.5650101960784313,94.75622722044588,0.043667868563263414,0.11402678802463945,0.11074716895263911,11.29272762345679,0.0575060042638266,264.50094188662223
20,320,42.8728,23.2143,34,27.1158,0,109,123,11,131,9,0.9893,45.57584,0.0,0.0,1.14286,8.63,20.03542,0.0,0.0,126.0,37.97204,0.00014,1.32,1.894,-1.0,0.0,0.060150904994808296,7.293056293951027,87.37177435675271,31.312783888828605,13034.653882797986,0.08040119450172287,0.07462026860892394,0.17271361690175324,0.05998131156380058,3.72289084896173,64442.037245964995,0.5002594065241599,0.1180444468000079,91.28535925977182,0.563567843137255,94.84624381395092,0.04345812631007561,0.11614161836375687,0.10857571348709952,12.565972222222221,0.05706452982044645,263.58818202826507
21,321,42.9987,23.1668,34,28.051,0,109,123,11,131,9,0.99118,45.67601,0.0,0.0,1.25,8.631,19.93313,0.0,0.0,126.0,37.95079,0.00026,1.32,1.929,-1.0,1e-06,0.0598433193182273,7.2799043909313,86.73324995318457,31.46866428704909,13216.473453964456,0.07985244458918139,0.07535772429066907,0.1764367520252988,0.060254215587328054,3.5593259357137614,64921.37798576541,0.4986359915883259,0.12043704624977061,89.31131369090693,0.561312156862745,94.81803607418908,0.04331914942201047,0.11993164381539635,0.10681807745553736,13.071373456790123,0.05649059192908939,262.75073338090584
22,322,42.9071,23.2868,34,25.3869,0,109,123,11,131,9,0.99278,45.53993,0.0,0.0,1.82143,8.651,19.89717,0.0,0.0,126.0,37.76201,0.00024,1.32,1.823,-1.0,1e-06,0.05970104012635494,7.288625887129265,90.54419810915928,31.44752464765384,13188.832519984184,0.07941399428271155,0.0756222977755976,0.17636355837906048,0.06050780306979808,3.4037127859004195,64774.42598688174,0.5002594065241593,0.12290085460886602,90.11321974798159,0.5578376470588235,94.94804958495016,0.04313174151818438,0.12537256423849347,0.10528801501536403,12.982156635802468,0.055852841411137714,262.0435109648673
23,323,42.9461,23.4012,34,26.5172,0,109,123,11,131,9,0.99164,45.5568,0.0,0.0,1.67857,8.732,19.99866,0.0,0.0,126.0,37.76362,0.00025,1.32,1.822,-1.0,0.0,0.059375977472923475,7.293207255681911,86.20561889240219,31.51442520706742,13288.460375768833,0.0787699641909443,0.07671251775509644,0.1767035788536288,0.06056466523387832,3.0332347454541373,64921.55076343965,0.49863599158833044,0.12542738499355394,88.3935676157507,0.5574062745098038,94.95795128307458,0.04314955355431596,0.1285047829942579,0.10390174241089827,12.712866512345679,0.05539216022656989,261.4353607315351
24,324,42.9429,23.4396,34,27.4975,0,109,123,11,131,9,0.99247,45.51134,0.0,0.0,2.35714,8.693,20.1037,0.0,0.0,126.0,37.7184,0.00028,1.32,1.897,0.13143,1e-06,0.05926295304884535,7.313798522197783,86.26412001590819,31.462502750349636,13345.493297823734,0.07831766933427588,0.07752683908916973,0.17777000474375723,0.060542990015032806,3.20689377832951,64937.19770005673,0.5002594065241575,0.12779179417256883,88.0617539649983,0.5560603529411764,95.0538780566271,0.04295393373178576,0.1336126997783517,0.10282303703521296,12.859375,0.054969472767711865,260.9065590175104
25,325,43.1708,23.514,34,27.0534,0,109,123,11,131,9,0.99233,45.66454,0.0,0.0,2.14286,8.652,20.12851,0.0,0.0,126.0,37.68522,0.00028,1.31,1.846,-1.0,1e-06,0.05913146785625745,7.302833358656105,87.85049774876578,31.42530314127604,13486.331168979335,0.07780872102269222,0.07793294172654514,0.18032811336978938,0.06053047763210985,2.7823072195468463,64886.98329893101,0.4964183655451034,0.12407494181639407,88.02195901341244,0.5551811764705882,95.09003437114526,0.04272353979813065,0.13541941587679912,0.10184570559796749,13.519917052469136,0.05463767954453829,260.4093528481231
26,326,43.4448,23.6756,34,26.1936,0,109,123,11,131,9,0.99158,45.92628,0.0,0.0,3.14286,8.661,20.2055,0.0,0.0,126.0,37.79355,0.00023,1.32,1.804,-1.0,1e-06,0.05894102968705473,7.277089065695275,89.63407389573423,31.706646577811537,13732.005710443153,0.07750079499091538,0.07871715104747584,0.18128305432842887,0.060557831294493845,3.078075604227288,65014.91839261687,0.5002594065241593,0.12273338269169144,86.16615515750196,0.5554698039215686,95.08294572715899,0.04258497376871529,0.1382940080559197,0.10026274035590832,13.71484375,0.05420086613731422,259.93999795905626
27,327,43.6819,23.8048,34,27.6568,0,109,123,11,131,9,0.99388,46.0906,0.0,0.0,3.60714,8.648,20.33623,0.0,0.0,126.0,37.92959,0.0003,1.32,1.822,-1.0,0.0,0.05880418246176599,7.277573306959451,88.3184939825453,31.71514704198013,13982.552503815814,0.0770687427019647,0.08061566646461298,0.18413095621884049,0.06150523340158752,2.5774801118967576,65196.44667883032,0.49641836554510127,0.1257213005250331,86.29419585952613,0.55644,95.04491250644438,0.0423618546666223,0.14110732234080964,0.09867562132315223,13.743586033950617,0.0537680393678647,259.4961035451266
28,328,43.8629,23.8322,34,27.4789,0,109,123,11,131,9,0.99988,46.22568,0.0,0.0,2.10714,8.654,20.45049,0.0,0.0,126.0,38.00594,0.0003,1.32,2.044,-1.0,3e-06,0.058691300133278695,7.293415729378328,88.37838501153038,31.651294284396702,14313.988774920404,0.07678427210562427,0.08292322759419701,0.18877622040970857,0.06180101565431604,2.4520886372020514,65438.72381480208,0.4964183655450937,0.1288716430117707,86.93277090325014,0.5585024509803904,95.08693860890368,0.04229407220596729,0.14416717538420704,0.09752991036153427,13.938560956790123,0.05337309580675263,259.0512326352
29,329,44.0351,23.8299,34,27.283,0,109,123,11,131,9,1.0062,46.37937,0.0,0.0,3.5,8.6,20.47638,0.0,0.0,126.0,38.18886,0.00029,1.32,1.862,-1.0,0.0,0.05855231685134304,7.279623078541763,90.08581094742263,31.62798243393133,14341.518486071807,0.07655972903924252,0.08368644049936264,0.1900259957958132,0.06209413331183642,2.415328729436378,65563.31985853954,0.498635991588326,0.13056859402480753,86.2516808966445,0.5638058823529412,95.07884191426632,0.04219986217803239,0.1465256105660885,0.09617626153745061,14.33420138888889,0.05322430670430058,258.6395267907905
30,330,44.165,23.9042,35,28.1068,0,109,123,11,131,9,0.99382,46.53189,0.0,0.0,1.85714,8.438,20.47298,0.0,0.0,126.0,38.37956,0.00022,1.32,1.774,-1.0,1e-06,0.05843805236345997,7.2705968845312805,88.52832704452531,31.491526285807293,14500.45612015146,0.07629303650466787,0.08590751374036788,0.192109496206643,0.06264776689814204,1.8303956998124478,65484.032795821695,0.50025940652416,0.13126771123327707,86.50140679656486,0.5668556862745098,95.0688066651295,0.042226584935431626,0.14946252234248217,0.09508545853488432,14.70018325617284,0.05309036848188543,258.1532064225613
31,331,44.2192,24.0007,35,27.5444,0,109,123,11,131,9,0.99263,46.58756,0.0,0.0,2.75,8.414,20.54388,0.0,0.0,126.0,38.46063,0.00015,1.31,1.825,-1.0,0.0,0.058499448404841906,7.277269461591705,88.56789768220061,31.55815859194155,14446.092049394063,0.07608518347956306,0.08990220331903885,0.19204054165780365,0.06318939602434524,2.9090951803082103,65449.046497204574,0.5024770325673877,0.13213284572077,87.46010076557612,0.5692086274509804,95.07973706927095,0.04222575789840645,0.15165080430152772,0.09546196457617175,14.84423225308642,0.05317082766182437,257.58642479137853
32,332,44.2281,24.119,35,27.7006,0,109,123,11,131,9,0.99978,46.58493,0.0,0.0,3.10714,8.562,20.6257,0.0,0.0,126.0,38.5345,0.00018,1.31,1.846,0.1304,2e-06,0.05899010791554628,7.268668239051292,91.40272475710172,31.435969411590953,14472.350705089766,0.07596795389452315,0.09550703397041205,0.19282651387522984,0.06375767229787004,3.4020096309518735,65300.724376052785,0.5002594065241662,0.13363217207640862,86.73218175562283,0.5708376470588236,95.03232825920115,0.04220774732768225,0.15308857038432647,0.09626593799479569,14.84669174382716,0.05314077017926718,257.03274831937244
33,333,44.4015,24.2461,35,28.7974,0,109,123,11,131,9,0.99696,46.74379,0.0,0.0,2.46429,8.554,20.72351,0.0,0.0,126.0,38.62065,0.00015,1.32,1.786,-1.0,5e-06,0.0596414919635474,7.277129335686755,88.05685546794378,31.404939816321853,14668.944426671074,0.07579672770864042,0.097599475737901,0.1948258623983381,0.06437100340419234,3.177273966593664,65185.387303870295,0.5024770325673891,0.135708288742755,87.1794028476484,0.571924705882353,94.91613070711452,0.042191565064224945,0.15461439776911434,0.09744936229591808,14.737654320987655,0.05311728589453909,256.50693502856024
34,334,44.6173,24.3259,35,27.7111,0,109,123,11,131,9,0.99819,46.96516,0.0,0.0,3.5,8.535,20.83254,0.0,0.0,126.0,38.61979,0.00012,1.3,1.863,-1.0,2.7e-05,0.06043241762870242,7.28764638950089,89.70492269598915,31.415604014455532,14746.93055188114,0.07563918754341194,0.10011977297882488,0.1967481638686795,0.06463846808888432,3.2502398548651854,65174.715606293066,0.50025940652416,0.1379486076574537,87.67473372742359,0.5741121568627451,94.817745729554,0.04221400329204002,0.15664332049714236,0.09853902875907182,14.943913966049383,0.05312651654735653,255.95822954647468
35,335,44.7223,24.3313,35,28.5849,0,109,123,11,131,9,1.00168,47.05492,0.0,0.0,1.75,8.362,20.90074,0.0,0.0,126.0,38.67193,0.00012,1.32,1.826,-1.0,6.2e-05,0.060948121421193754,7.263687855726738,89.4642995291969,31.4229514039593,14870.880402366363,0.07544630368139808,0.10133098576635473,0.1967448427295739,0.06501298453733349,1.9423976462136572,64997.64338756137,0.5024770325673859,0.13942793221328975,88.38625087851925,0.5746247058823529,94.75633372454156,0.04210463256877566,0.15754528370105214,0.09996860638164452,15.165702160493828,0.05315683554081982,255.46919345612406
36,336,44.6777,24.3556,35,30.2579,0,109,123,11,131,9,1.00088,46.96741,0.0,0.0,1.75,8.457,20.90866,0.0,0.0,126.0,38.73645,0.00012,1.31,1.892,-1.0,2.7e-05,0.06153834337267779,7.2497003206298345,93.22607165397055,31.48309231981819,14981.005329428206,0.07530380422004124,0.09984112322134633,0.19531172338187022,0.06540772239235865,1.8106241393587064,64721.55596176295,0.5024770325673876,0.13874454220587396,88.15271028170237,0.5755576470588235,94.7495571101981,0.042068233320664235,0.1575304716249238,0.10137552267149255,15.044222608024691,0.05307497557176712,255.0072293970955
37,337,44.5016,24.4191,35,28.4716,0,109,123,11,131,9,1.01046,46.77415,0.0,0.0,1.67857,8.577,20.93027,0.0,0.0,126.0,38.66172,0.00013,1.32,1.948,-1.0,9.6e-05,0.062040935533486434,7.252175377837008,89.08819696123714,31.385251457308545,14693.639468446954,0.07513057043130136,0.09966684813167885,0.1954943878956605,0.06564072653331962,2.1147865262858834,64765.26273979009,0.5002594065241618,0.13726062520581186,89.16526436544815,0.576567843137255,94.83228899842717,0.04206286744446918,0.15732888997126107,0.10276272288204605,14.769627700617283,0.05304294043937378,254.66699578325253
38,338,44.6167,24.5107,35,28.0154,0,109,123,11,131,10,1.00416,46.91537,0.0,0.0,2.57143,8.646,20.98764,0.0,0.0,126.0,38.68373,0.00015,1.31,1.938,-1.0,0.00034,0.06227560354297359,7.2449248213793265,87.64221428439697,31.57108674225984,14705.416427001737,0.07500815152294595,0.0989866697160889,0.19690700563030283,0.06619049392981616,2.499221715072522,64920.49561677138,0.500259406524158,0.1355679879106705,89.95722962449653,0.5778098039215687,94.79611089703485,0.04192303999511806,0.15530741837163486,0.10377074825099167,14.752073688271604,0.05306303184079284,254.43577311598895
39,339,44.8318,24.5892,35,28.8326,0,109,123,12,131,10,1.00411,47.12089,0.0,0.0,3.82143,8.631,21.06914,0.0,0.0,126.0,38.73591,0.0002,1.33,1.887,-1.0,5e-06,0.06264104152397398,7.251397401514508,89.55444120022648,31.623569629810472,14949.987326963905,0.0748461036062748,0.0989315846779142,0.1968122349982674,0.06684553623607223,3.0683063415557372,64859.384432837,0.5002594065241599,0.1341165556815458,89.30543270160227,0.578858431372549,94.83013134502785,0.041895634311195716,0.1538243252696886,0.10485389080924229,14.720389660493828,0.05318374600447676,254.23552854335753
40,340,44.7251,24.7222,35,27.8642,0,109,123,11,131,10,0.99885,47.04581,0.0,0.0,2.14286,8.701,21.12616,0.0,0.0,126.0,38.64833,0.00019,1.32,1.908,0.13182,0.000156,0.06280148132666909,7.274801085835774,90.45445256718874,31.642362429771893,14770.28948459495,0.07471091215819184,0.09861774758616335,0.19572666401324437,0.06735851289532908,3.044433096261535,64722.34284417704,0.4964183655450962,0.13270656731390543,89.3334987473756,0.5788080980392148,94.86769860481749,0.04186820532663056,0.15266217103674953,0.10571846240970079,14.760464891975309,0.05339856460955628,254.04955047470568
41,341,44.4901,24.9094,35,28.1166,0,109,123,12,131,10,1.00305,46.91412,0.0,0.0,2.67857,9.073,21.23969,0.0,0.0,126.0,38.59994,0.00015,1.32,1.9,-1.0,8.9e-05,0.06266753277057117,7.2705026964158765,88.79379708263664,31.704818348825714,14339.306209521663,0.07450506458882455,0.09801638094906778,0.19595270095278272,0.06772666008218062,2.999134558719802,64766.30965016087,0.49863599158832433,0.13131532758657014,88.45410136885062,0.5788509607843116,94.69333526209965,0.04171847753259027,0.1522075267488528,0.10670233339180052,14.766059027777779,0.053494610925243276,253.86056968335893
42,342,44.6511,25.0045,35,27.7714,0,109,123,11,131,10,1.00148,47.02257,0.0,0.0,2.78571,9.114,21.41063,0.0,0.0,126.0,38.65957,0.00012,1.33,1.983,-1.0,1.1e-05,0.06266858808293306,7.283931346752078,91.23242775739867,31.805411068009743,14638.522014186043,0.07441654655926132,0.09828975457964854,0.19621442401385147,0.06825686552027824,3.1567135593791225,64958.737924887624,0.49641836554510005,0.13003690529227147,89.19360653006568,0.581023137254902,94.75927938500506,0.041755782301686604,0.15255579669114527,0.10806927387818592,14.780912422839506,0.05362499907541781,253.653716679033
43,343,44.5579,24.8192,35,29.3058,0,109,123,11,131,10,1.00617,46.89395,0.0,0.0,2.0,9.124,21.48251,0.0,0.0,126.0,38.54228,0.00021,1.32,2.239,-1.0,0.000126,0.06264089852027742,7.263064427221556,93.14997208372881,31.722656815140336,14572.817710165771,0.0741858273644202,0.09905160066100581,0.1964063285232543,0.06861978918485565,4.366128928480921,65167.56093767578,0.49641836554509416,0.13045309253698767,89.4299299669057,0.581635294117647,94.81360115651528,0.041691266933770774,0.15102862062008754,0.11060395769396575,14.638937114197532,0.05369422267723081,253.40436492218222
44,344,44.4669,24.9117,35,26.5706,0,109,123,11,131,9,1.00182,46.81247,0.0,0.0,2.46429,9.173,21.32446,0.0,0.0,126.0,38.26836,0.00015,1.32,1.864,-1.0,3e-06,0.06256774391923597,7.25675193568868,88.60042556624548,31.747907285337096,14452.436963133705,0.07395342437956332,0.10063401029301895,0.19578593677160167,0.0688493071793366,3.031927634073775,65321.51124487879,0.49420073950186666,0.13418785641264191,89.27543598103226,0.5781297058823519,94.83165066703485,0.041682677371975015,0.14968581756296476,0.11257214694472012,14.557195216049383,0.05383375857959248,253.14165398775236
