,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.1.0,cubcol.0.5,movement,fft,cubrow.0,cubcol.0.3,contrast,color_fulness,cubrow.0.3,cubrow.0.6,cubrow.0.5,blur,cubcol.0,cubrow.1.0,staticness,cubcol.0.6,tone,saturation,uhdhdsim,temporal,blockiness,noise
10,310,47.0052,2.57191,24,5.00343,0,115,133,6,125,5,0.9876,43.19062,0.0,0.0,3.60714,5.366,2.23768,0.0,0.0,128.0,54.16303,0.00015,0.0,0.992,-1.0,8.377738,0.006509022739133584,0.15557836371661612,0.3290895061728395,64519.92433398551,0.10005702993986174,0.032814378108911926,91.17296173211822,161.17622208936086,0.21258911161464242,0.1222423854506117,0.24170723690248533,17707.754058573166,0.006294928172562251,0.1701090790112172,610.8119084050962,0.14260681517281829,0.7651890196078432,34.007275616681135,93.32327963577981,2.3858435719671816,2.2968147661631164,0.22227149055436068
11,311,47.8205,2.4805,24,5.81748,0,115,133,6,125,5,0.98828,43.84232,0.0,0.0,3.39286,5.204,2.1618,0.0,0.0,128.0,54.20607,0.00015,0.0,0.991,-1.0,8.411984,0.006500084601457117,0.15566714503076268,0.3380111882716049,65044.369811409924,0.09992545785584621,0.032965470381774074,89.39747882260872,161.60508809300381,0.21278827075786397,0.122369235340044,0.24206084180396037,19481.36931320178,0.006282306530409748,0.17097978575250966,610.8179371611401,0.14312468518748156,0.7652862745098039,33.85629536193095,93.21561554399591,2.324196036714242,2.2725085460661942,0.22227149055435902
12,312,49.483,2.37503,25,6.21778,0,115,133,6,125,5,0.98688,45.2592,0.0,0.0,3.5,4.939,2.08375,0.0,0.0,128.0,54.24218,0.00017,0.0,0.965,-1.0,8.338305,0.006393923863386404,0.15526428264709216,0.26610725308641975,65532.12559614912,0.10056902418757951,0.032819781071683,90.28844543424009,161.23246653561688,0.21347052805091662,0.1227978746541749,0.24291895960268198,22061.594509537827,0.006179157253015778,0.17193208599092272,610.7370192932315,0.14387796323284813,0.7653000000000001,33.95396875452113,92.76675304081164,2.321167717560553,2.7589166743008238,0.22005386451113096
13,313,48.4819,2.28535,25,6.19564,0,115,133,6,125,5,0.97702,44.45111,0.0,0.0,3.17857,5.068,1.99231,0.0,0.0,128.0,54.24848,0.00018,0.0,0.965,-1.0,8.394123,0.006454165013795665,0.15536958350488433,0.17491319444444445,64979.13806541881,0.10100179512207415,0.03296329064940487,90.82414590303397,161.74683739609367,0.21381988645354405,0.12291421542749395,0.2432004974385352,19983.368400429925,0.0061987838764991175,0.17238827370273066,610.7246536114246,0.14456204744256945,0.7653532745098038,33.79218904471692,92.96911364649425,2.2961950559186173,2.0798332982673147,0.22227149055435946
14,314,47.6017,2.24793,25,4.4683,0,115,133,6,125,5,0.97355,43.69647,0.0,0.0,3.46429,5.242,1.90715,0.0,0.0,128.0,54.21549,0.00019,0.0,1.022,-1.0,8.325018,0.006378061848228155,0.15559868863925,0.16039737654320987,64749.66649520539,0.10098046167358676,0.032953056897307494,91.01068455602874,161.70399755076662,0.21377706041556302,0.12295995836119143,0.2432193266262743,18634.480921238905,0.006197027387365004,0.1729206618620531,610.6469162388278,0.14507608395958232,0.7650184313725491,33.86296382951148,93.16138380950171,2.242676589073648,1.8616263015700814,0.22227149055436088
15,315,48.2258,2.17846,25,4.88235,0,115,133,6,125,5,0.98868,44.1963,0.0,0.0,3.03571,5.132,1.87522,0.0,0.0,128.0,54.25501,0.00015,0.0,1.016,-1.0,8.43667,0.006313270329351449,0.15530002948767757,0.3132716049382716,65139.7734143635,0.1010852647587452,0.03303404261049632,91.0266683472381,161.65002147355463,0.2139987193748975,0.12313868977287291,0.2436262396864679,19956.692623406725,0.006204449023451891,0.1735963230531536,610.6275220039636,0.14535306053025532,0.7652784313725489,33.814387945481286,93.07391467240934,2.217536980764846,2.2670881415658344,0.22227149055435966
16,316,49.3979,2.14937,25,4.88949,0,115,133,6,125,5,0.99435,45.20319,0.0,0.0,2.92857,4.925,1.81162,0.0,0.0,128.0,54.26283,0.00012,0.0,0.948,0.47878,8.25284,0.006329868748017285,0.1545213027844721,0.3111014660493827,65481.224697671765,0.10146827469637278,0.033046882155348636,88.20907022285611,162.1549109331834,0.21444556008108545,0.12324798973492605,0.24441079215099568,21801.365655770147,0.0061247085068432735,0.17417086424249034,610.5497907983502,0.14589221784329898,0.7658141176470588,33.80279107741367,92.7322596641244,2.1921835150207674,2.6537079539801565,0.22227149055436116
17,317,48.7743,2.24446,25,4.75596,0,115,133,6,125,5,0.98727,44.6973,0.0,0.0,3.57143,4.992,1.78669,0.0,0.0,128.0,54.23067,0.00016,0.0,0.934,-1.0,8.348318,0.006322200617023876,0.15339863668978432,0.2615258487654321,64997.82918026132,0.10168878244613085,0.0331864756912929,90.8197094470657,161.71987775013042,0.21484842911514512,0.12333382102044058,0.24472944456743745,20400.290080932547,0.006142003924842982,0.17456166621809388,610.5374760108127,0.14632429894224913,0.7648698039215686,33.856057437849636,92.86813684584959,2.1688157818441223,2.224640291077082,0.22227149055435866
18,318,48.1885,2.2568,25,4.1104,0,115,133,6,125,5,0.98674,44.20531,0.0,0.0,3.21429,5.1,1.87132,0.0,0.0,128.0,54.20983,0.00012,0.0,0.941,-1.0,8.332971,0.006281576214789933,0.15271985331548454,0.29619984567901236,64890.62914037851,0.10176561963336996,0.033218936948245834,89.40209826974579,161.65361366321204,0.21491798105706533,0.12334301643389407,0.2448004999842596,19507.44285072726,0.006098076216252043,0.1748234296756319,610.4586392745007,0.14660129658461066,0.7633759999999996,33.84416424786603,92.96768512305347,2.21441775509599,2.2955029645842804,0.2222714905543605
19,319,48.6026,2.21064,25,4.82157,0,115,133,6,125,5,0.99105,44.51289,0.0,0.0,3.53571,5.008,1.88421,0.0,0.0,128.0,54.2222,0.00012,0.0,0.917,-1.0,8.278854,0.006277043821777703,0.15240771720563612,0.32286844135802467,65334.44372626735,0.1018167807498548,0.03319397753695295,89.59600480303999,161.4699669209083,0.2152044567836421,0.12339075797067652,0.24514505972198355,20634.890094233,0.006087197908443793,0.17534373122769387,610.4390018800806,0.14675611499611474,0.763336862745098,33.858447604709205,92.99488445203578,2.1636414584801034,2.3339858635980804,0.22227149055435955
20,320,49.526,2.254,25,4.61914,0,115,133,6,125,5,0.99614,45.29969,0.0,0.0,2.89286,4.895,1.83982,0.0,0.0,128.0,54.22899,0.00013,0.0,0.972,-1.0,8.285092,0.006286544208030883,0.1520633508113888,0.5033275462962963,65557.51161461014,0.10213851740349589,0.033144032380304646,90.68005305158782,161.8062953273693,0.215630590357335,0.1236212390458746,0.24563971259346767,22095.362073210028,0.00609380303811821,0.17554867479878042,610.3805662952245,0.14716157207188407,0.7635670588235295,33.779110190309126,92.73047850711463,2.1636955828172506,2.647376328981205,0.22227149055435827
21,321,48.9129,2.28548,25,5.07124,0,115,133,6,125,5,0.99181,44.82144,0.0,0.0,3.42857,4.963,1.88206,0.0,0.0,128.0,54.22855,0.00012,0.0,0.989,-1.0,8.411359,0.006309165405462034,0.1520866837616155,0.5581114969135802,65132.87830909529,0.10230333532226166,0.033154124026483565,88.02434081268419,161.87221740539053,0.21593834463461087,0.12369363513447547,0.2458102271050519,20601.012264041055,0.006051622133228591,0.17560883021902868,610.3627169838684,0.14744455291817218,0.7630392156862745,33.78995523335021,92.86083943643459,2.1882062352021983,2.4554147145442666,0.22227149055436035
22,322,48.2198,2.60207,25,4.15765,0,115,133,6,125,5,0.98623,44.24057,0.0,0.0,3.42857,5.081,1.90542,0.0,0.0,128.0,54.20143,0.00021,0.0,0.951,-1.0,8.410221,0.006251053787170419,0.1522383267157552,0.5690104166666666,64914.00787655738,0.10228605501971012,0.033234870142442884,89.40374887726912,161.87822890920768,0.21602342930493135,0.12376601875047188,0.24585995424673152,19495.91097356919,0.006040177859116813,0.1757401730733413,610.2889302518795,0.14753890657645227,0.7630313725490196,33.695769321771316,92.99984936183938,2.193422501435719,2.275985168041256,0.2184304495753011
23,323,48.7161,2.67801,25,5.31618,0,115,133,6,125,5,0.9884,44.58859,0.0,0.0,3.10714,4.963,2.18549,0.0,0.0,128.0,54.23318,0.00014,0.0,0.939,-1.0,8.310563,0.006239591326758693,0.15200777184346123,0.6785300925925926,65367.19065145447,0.102272820597743,0.03309732644762042,88.45260482068154,161.41153421944009,0.2161917889117991,0.12389899940749304,0.2461147794293425,20876.709487088578,0.006022197808616225,0.1757028584949291,610.268208205626,0.1477800142624973,0.7630313725490196,33.84429460690345,93.01659614116836,2.2386944833918574,2.6721461908909308,0.22005386451113185
24,324,49.7122,2.63227,25,4.9823,0,115,133,6,125,5,0.99023,45.44778,0.0,0.0,3.64286,4.88,2.25558,0.0,0.0,128.0,54.21401,0.00012,0.0,1.007,0.48675,8.352299,0.006208232695735814,0.15125405467000122,0.8608699845679012,65584.13335135176,0.10246652250947948,0.03300643064286404,89.87640940163595,161.58882931359184,0.21656736549994457,0.12422265590170005,0.24652630281059834,22439.731650259102,0.005993512912326342,0.1757207858326265,610.2210718356795,0.14811652725776311,0.7635670588235295,33.87450663248698,92.73146514903513,2.262244524659492,2.5693000403656514,0.2200538645111315
25,325,49.2289,2.61337,25,5.19605,0,115,133,6,125,5,0.98328,45.09792,0.0,0.0,2.71429,4.93,2.21423,0.0,0.0,128.0,54.21369,0.00012,0.0,0.977,-1.0,8.383956,0.006195733540405081,0.15062705151491637,1.1212866512345678,65237.245246283426,0.10266194902219854,0.03294463611937852,91.50178111961037,161.5646048554453,0.21690120995216752,0.12449571190266033,0.2466431453418994,21176.63680469822,0.006019065902384037,0.17557377901904878,610.197622498519,0.148365843464875,0.7630392156862745,33.885717509705344,92.81356256869367,2.2862911139251643,2.575630761955413,0.2222714905543607
26,326,48.7658,2.58095,25,4.16904,0,115,133,6,125,5,0.98517,44.71526,0.0,0.0,3.10714,5.024,2.19297,0.0,0.0,128.0,54.17353,0.00014,0.0,0.941,-1.0,8.284849,0.006191406274585561,0.15023437117746288,1.1455922067901234,65091.83793284919,0.10271513667446884,0.03286125014091974,87.93517992329357,161.93229820243195,0.21701492182129004,0.12475689212176277,0.24671170864818445,20385.762377649105,0.006033764184475889,0.17546151206628327,610.1436802452854,0.14865508850833764,0.7630313725490196,33.748441719714506,92.90617875942415,2.309515995448062,2.31561712816759,0.22227149055436093
27,327,49.0524,2.37344,25,5.10964,0,115,133,6,125,5,0.99098,44.89026,0.0,0.0,3.10714,4.975,2.16731,0.0,0.0,128.0,54.19299,0.00014,0.0,1.031,-1.0,8.28222,0.00615558670266769,0.15008323572101107,1.1080729166666667,65397.14179221055,0.10278132088909908,0.032783061857203,90.32409146797288,161.87856273396915,0.21706226226295303,0.12504456011899873,0.24689858966609077,21352.023288835295,0.0060144371146974894,0.1751478519473157,610.1207878790767,0.14900806857981658,0.7630392156862745,33.82489804868345,92.98618978047101,2.2917628346825287,2.591713698222376,0.22227149055435955
28,328,49.8487,2.25457,25,4.44752,0,115,133,6,125,5,0.9931,45.59083,0.0,0.0,2.78571,4.869,1.9839,0.0,0.0,128.0,54.19473,0.00015,0.0,1.102,-1.0,8.321215,0.0061770313674458874,0.15016414019959548,1.0072337962962963,65503.21323882681,0.10291905447533406,0.03266086540927527,87.69160540304246,161.84256015210337,0.21737889812315983,0.12537616165239013,0.24721733040628754,22534.06905963512,0.006044283129840553,0.17466895930129292,610.0610856098635,0.14931872560330256,0.763604705882353,33.799464096257715,92.78955668517693,2.223904130588215,2.714505106244805,0.21843044957529645
29,329,49.3789,2.15323,25,5.22666,0,115,133,6,125,5,0.98836,45.25979,0.0,0.0,3.60714,4.944,1.88071,0.0,0.0,128.0,54.20871,0.00014,0.0,0.912,-1.0,8.331807,0.006158508692197848,0.15058229386942212,0.9348476080246914,65114.3556432434,0.1030712842162496,0.0327248562573751,87.86087197313394,161.72706674440923,0.21750891557532895,0.12567762260482035,0.24736359840627853,21173.506698701312,0.0059958686087213725,0.17381547778461498,610.0482453815466,0.14958999837071713,0.7635670588235295,33.808484489535104,92.8160666676471,2.1654543141870426,2.6803012575672627,0.2222714905543565
30,330,48.591,2.22148,25,4.42783,0,115,133,6,125,5,0.98854,44.60468,0.0,0.0,3.32143,5.062,1.79047,0.0,0.0,128.0,54.1924,0.00016,0.0,1.076,-1.0,8.256138,0.006162899675996354,0.1510800937827767,0.9752121913580247,64847.863805127985,0.10303039121119563,0.032693384427010606,88.17961589409063,161.66778014395788,0.21749009856344306,0.12587024360378565,0.24735164000097531,19870.7366456916,0.006010890413217203,0.17282481809913094,609.9926042768899,0.14975744052147866,0.763604705882353,33.77888827853733,92.95499855789187,2.0889928913604088,2.5104745949561855,0.22005386451113132
31,331,49.1335,2.18382,25,5.03132,0,115,133,6,125,5,0.98638,45.02014,0.0,0.0,3.35714,4.943,1.84949,0.0,0.0,128.0,54.23828,0.00016,0.0,0.952,-1.0,8.171032,0.006163069164088144,0.1515131848931697,0.7370273919753086,65260.81796902175,0.10298197705583302,0.03266829108879269,90.01309966066819,161.46757083354169,0.21753323567963467,0.1261362282712092,0.24745089100553327,21217.194159379287,0.0060092517821310025,0.17156398259378872,609.9842188800123,0.149760517939369,0.763604705882353,33.90044826931424,92.92013861973817,2.0730505493708815,2.6628959117647013,0.22227149055435888
32,332,50.0519,2.27297,25,4.61895,0,115,133,6,125,5,0.98699,45.824,0.0,0.0,3.60714,4.864,1.82019,0.0,0.0,128.0,54.24512,0.00016,0.0,0.993,0.48624,8.291356,0.006146998212052716,0.15181786221728785,0.5309606481481481,65522.5897308141,0.10307554915940577,0.032628081670542035,87.95959951040112,161.24378880262012,0.21773885311110402,0.12640700285552237,0.24778553519156948,22602.747215269203,0.006014496563033387,0.1702314384604226,609.9517752055256,0.14984954253568242,0.7641325490196078,33.93115780677324,92.68313167666163,2.0575037689538407,2.755989718925346,0.22005386451113065
33,333,49.4431,2.11506,25,4.76863,0,115,133,6,125,5,0.9883,45.33202,0.0,0.0,3.39286,4.934,1.9012,0.0,0.0,128.0,54.25257,0.00016,0.0,0.965,-1.0,8.251548,0.006141738069074845,0.1523255978708644,0.43995949074074076,65074.442339753885,0.10315716949572686,0.03262321816569511,88.96137882418438,161.8495444374903,0.21784566780571651,0.12673456139663772,0.24788130856709445,21193.724609565776,0.005988205327662081,0.16903611870289842,609.9496248367096,0.14993481983387077,0.763604705882353,33.810230773172265,92.8762488424629,2.08243109321131,2.9336584005215984,0.2222714905543599
34,334,48.83,2.03019,25,3.96209,0,115,133,6,125,5,0.98533,44.82443,0.0,0.0,3.21429,5.022,1.75714,0.0,0.0,128.0,54.2497,0.0002,0.0,0.977,-1.0,8.276901,0.006141182123175442,0.15297751824204592,0.4126639660493827,64908.01999428437,0.10317669432952216,0.0326799717811973,89.10618253082005,161.2224244262418,0.21789659563668998,0.12710786615288078,0.24787272068716554,20202.144542226553,0.005991197370308395,0.16790098356168434,609.9203257947274,0.14998928895154484,0.763604705882353,33.89607163417486,92.98322566131566,2.048258915111401,2.7357089666224845,0.2222714905543602
35,335,49.2439,1.92356,25,4.47364,0,115,133,6,125,5,0.98803,45.11968,0.0,0.0,2.92857,4.956,1.68533,0.0,0.0,128.0,54.27235,0.00019,0.0,0.946,-1.0,8.279438,0.006133828075590488,0.15334939001342252,0.45693479938271603,65248.71618137799,0.1031011505442731,0.03269434598303602,89.28195741445607,161.77172395035197,0.21797542984836663,0.12743768562684943,0.24797640847607605,21240.572153727957,0.0059800323494300775,0.16684994698095112,609.9290641661929,0.15008920912497717,0.7634043137254902,33.812513374987944,92.96955867548873,1.9975411679343664,2.7920153787454356,0.22005386451113074
36,336,49.9946,2.04283,25,4.20414,0,115,133,6,125,5,0.98531,45.76032,0.0,0.0,3.28571,4.859,1.58651,0.0,0.0,128.0,54.29047,0.00019,0.0,0.986,-1.0,8.303669,0.006136519096124448,0.1536892760386411,0.43918788580246915,65505.235409268884,0.1032550288152499,0.03265737730762888,88.34804887620253,161.8510286082652,0.21811693167338364,0.127726692692901,0.24821913056882744,22503.113824919732,0.0059843061696873085,0.16583392638097338,609.9055333501872,0.15019459033169213,0.7639400000000001,33.751938242971164,92.75630127880085,1.9793842066930214,2.626890495885635,0.21843044957530164
37,337,49.3882,2.05566,25,5.05512,0,115,133,6,125,5,0.98648,45.29103,0.0,0.0,3.57143,4.965,1.69526,0.0,0.0,128.0,54.30928,0.00016,0.0,0.921,-1.0,8.265855,0.0061358378372331455,0.15416941628058606,0.4518229166666667,64978.34226906405,0.10332858149080767,0.03268155037821704,88.80325323600071,161.61690471755503,0.21820655958499408,0.12798519232742508,0.2482860896011487,21044.898829588143,0.005980024350260415,0.16485681588913115,609.9187258564464,0.15016313807613166,0.763604705882353,33.80068649480372,92.84481068640083,2.0234964395303936,2.916051255746335,0.2222714905543568
38,338,48.496,2.07454,25,4.41416,0,115,133,6,125,5,0.98933,44.53364,0.0,0.0,3.25,5.089,1.70258,0.0,0.0,128.0,54.28835,0.00015,0.0,1.021,-1.0,8.274328,0.006139334653712186,0.1546200635193557,0.4591049382716049,64815.09785098562,0.10334580211143242,0.032720787955244475,89.91707220060707,161.64846901236888,0.2180955161776332,0.12819303721251588,0.2482131098108201,19628.762779749402,0.005974594762619653,0.16392558423001238,609.8995542976079,0.15016476459041397,0.7635811764705882,33.84343898443528,92.97363872470481,2.0348932190187874,2.748452072022985,0.22227149055436
39,339,49.0933,1.90353,25,4.47258,0,116,133,6,125,5,0.99661,45.00318,0.0,0.0,3.07143,4.967,1.72149,0.0,0.0,128.0,54.32067,0.00016,0.0,0.926,-1.0,8.284383,0.006129958819846403,0.15493980942503177,0.46966628086419754,65214.04657111932,0.10334345087573257,0.03273193350046816,88.44814747790423,161.66960748956893,0.2182049755123317,0.1283933973186192,0.24826972906293368,20953.069320240826,0.005942745093874136,0.1630023354342729,609.9057062107167,0.1501812621079886,0.7635670588235295,33.84545653543354,92.89246988337928,2.0303028022633964,2.605046403269855,0.2200538645111314
40,340,49.91,1.95322,25,4.15335,0,115,133,6,125,5,0.99035,45.71024,0.0,0.0,3.07143,4.872,1.56938,0.0,0.0,128.0,54.3315,0.00014,0.0,0.95,0.47325,8.51619,0.006123181005693208,0.1551905271144845,0.501929012345679,65467.351780517,0.10344684749229548,0.03275065859441662,90.57938831723276,161.7281712306255,0.21827424339676554,0.12874386564891638,0.2484443548952211,22203.810964613276,0.005958146369248457,0.16217120395997664,609.8907628230293,0.15023787780521833,0.7638796078431372,33.75884030189043,92.68474337195019,1.9980386795091867,2.899636176272761,0.21621282353207216
41,341,49.0683,2.00617,25,4.82979,0,116,133,6,125,5,0.99238,45.02806,0.0,0.0,3.17857,5.005,1.61625,0.0,0.0,128.0,54.33832,0.00013,0.0,0.915,-1.0,8.244776,0.0061210949678197025,0.15560887547751845,0.4969618055555556,64976.382023196464,0.10349551363595993,0.032789231104372964,90.31608322192871,161.50485229596177,0.21832541239742195,0.12897752607494187,0.24846870982603356,20506.946497861405,0.005958648780645772,0.1613126288325105,609.9013655083133,0.1502582818463974,0.7635670588235295,33.85579634301457,92.89582667324865,2.023703931944262,2.53278983497338,0.2222714905543587
42,342,48.0531,2.08258,25,4.46737,0,116,133,6,125,5,0.98991,44.17901,0.0,0.0,3.89286,5.2,1.65781,0.0,0.0,128.0,54.30226,0.00015,0.0,0.95,-1.0,8.426198,0.006119489972825522,0.15602604150348132,0.4987943672839506,64711.91809100697,0.10342081866988315,0.032817780691699466,86.83665962291242,161.9167496943949,0.2182160633880513,0.12922697918227896,0.2483249163283132,18950.00550329693,0.005988823042590626,0.16053333648048998,609.8885816803282,0.15022186524930417,0.7635670588235295,33.756311864028746,93.07897850206345,2.0466938611616716,2.4834763639251887,0.22005386451113065
43,343,48.7258,1.93617,25,4.35076,0,116,133,6,125,5,0.99165,44.72585,0.0,0.0,3.92857,5.028,1.72685,0.0,0.0,128.0,54.34501,0.00015,0.0,0.913,-1.0,8.321714,0.0061396370803822225,0.15631272288543793,0.5665991512345679,65137.52338300147,0.10335269982157445,0.032825539057838644,89.60090372387455,161.62430215347882,0.2181909690627818,0.12944094274663517,0.24832267456167034,20299.40674056713,0.005978389652493717,0.15983301460180113,609.8967046693507,0.15022672968029438,0.7635670588235295,33.79255713945554,92.9562648886793,2.041482181763238,2.613327037651736,0.22227149055435955
44,344,49.7545,1.74411,25,4.3024,0,115,133,6,125,5,0.99811,45.60953,0.0,0.0,3.10714,4.889,1.5969,0.0,0.0,128.0,54.34967,0.00017,0.0,0.993,-1.0,8.296911,0.0061262546154344025,0.15657480078875283,0.6042148919753086,65459.901437350396,0.10343017070616477,0.032838069952300264,88.9132427973345,162.03551317027623,0.2183215590835742,0.12973202234167822,0.24844769611561893,21906.916275459233,0.005982723518626703,0.1591283581541118,609.8818203469294,0.1503129216009304,0.7644756862745098,33.770290233470774,92.6847166866834,2.0028709621564196,2.7947707491196656,0.2222714905543551
