,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,color_fulness,cubrow.0.5,cubrow.0.3,uhdhdsim,cubrow.0.6,noise,blur,temporal,cubcol.0,cubcol.1.0,staticness,fft,blockiness,cubcol.0.3,saturation,movement,cubcol.0.5,cubcol.0.6,cubrow.0,contrast,cubrow.1.0,tone
10,110,122.724,26.3097,148,44.5467,0,115,129,21,125,15,1.00199,122.31628,0.0,0.0,1.28571,3.737,22.73083,0.0,0.0,128.0,58.71887,0.00218,0.48,5.651,-1.0,0.00386,147.7431738089225,0.34176403401994043,0.41141943789731333,80.35687386278681,0.4462131407420402,0.8587926271059757,195472.62181108922,5.559209041739039,0.24772026277921308,0.3793336496386443,214.322906293317,83072.61351981209,2.015294089381048,0.3926275165798157,23.253190405574845,11.801408179012345,0.4404339965581457,0.3972618360988831,0.18720257502167456,94.9427965817917,0.4108262867839438,0.9018862745098041
11,111,122.804,26.1749,147,43.7168,0,115,129,21,125,15,1.00876,122.4539,0.0,0.0,1.39286,3.719,22.59278,0.0,0.0,128.0,58.6486,0.00221,0.48,5.605,-1.0,0.002581,147.88842381190938,0.3404773496635987,0.41076387410333964,80.33093762438361,0.4492507273068986,0.8581984159985732,195223.5758645218,5.5584824321304165,0.24703112426685095,0.38224063286510934,212.58053233268572,83053.09556736822,2.081817971767769,0.39006980836390215,23.201842884958527,13.842062114197532,0.4457499254720917,0.39562252563061584,0.1876066984090181,94.03914699350894,0.41255489350890817,0.9016482352941179
12,112,123.052,26.082,148,44.5284,0,115,129,21,125,15,1.01257,122.70301,0.0,0.0,0.60714,3.701,22.47756,0.0,0.0,128.0,58.62317,0.00244,0.49,5.301,-1.0,0.002648,148.04384545902434,0.33873992797321967,0.410462881512107,80.32770853273136,0.44918819840276764,0.8604160420418059,196666.7832675828,5.59135657867728,0.24661115052015392,0.38243378877264633,210.96722865700622,83155.54880675103,2.8843397054563,0.3869218848823713,23.188820167824073,12.618248456790123,0.4516767243110278,0.393658063198795,0.18741524539559623,95.57018275394438,0.4155441275830237,0.9007850980392158
13,113,122.761,26.2451,147,44.6185,0,115,129,21,125,15,1.00918,122.38282,0.0,0.0,1.32143,3.721,22.39667,0.0,0.0,128.0,58.61758,0.00255,0.49,4.796,-1.0,0.003848,147.83424544362668,0.3386028336841896,0.41019050748773256,80.3579718127258,0.4510024548580299,0.8581984159985824,196083.2852457358,5.509553816433128,0.24607089198610668,0.38254336560507246,209.4494953912757,83049.21969964055,2.3950963228900677,0.3870533747133031,23.252391862280575,10.30174575617284,0.4540464069139055,0.3941465803010215,0.188430587011461,95.55593737566483,0.4182806708440536,0.8999666666666668
14,114,123.035,25.9119,147,45.6923,0,115,129,21,125,15,1.0056,122.60562,0.0,0.0,1.67857,3.716,22.5371,0.0,0.0,128.0,58.63424,0.00255,0.49,5.516,-1.0,0.004632,147.96193981846807,0.3387597757453823,0.4090723669322858,80.29328867017537,0.45334777676963783,0.8593868382133717,197594.26867851915,5.618478658585934,0.24424795994999815,0.38304446466777453,207.97935790135978,83231.30860470496,3.221029456643517,0.38642319825463506,23.22481828854408,9.958188657407407,0.45401691269113204,0.39560130006025845,0.1880196271205018,95.69497367442767,0.4227898229187357,0.8996760784313728
15,115,122.784,25.9454,147,44.0678,0,115,129,20,125,15,1.00707,122.35126,0.0,0.0,1.07143,3.73,22.25099,0.0,0.0,128.0,58.64478,0.00239,0.49,5.426,-1.0,0.004903,147.90311765963315,0.33750346076836957,0.40875789323143763,80.30285426958281,0.45341755883176066,0.8581984159985757,195508.86394405534,5.489849084040014,0.2436032373713248,0.3835795961731647,206.61243028696222,83129.22561699357,1.9844854725903855,0.38469936863226006,23.2399030143832,11.170621141975309,0.45342250336496226,0.39716526225152576,0.18647203300994333,95.53929256162277,0.4248211835400139,0.8996462745098041
16,116,122.693,26.0597,147,45.6947,0,115,129,20,125,15,1.00759,122.25498,0.0,0.0,0.75,3.719,22.28255,0.0,0.0,128.0,58.66003,0.00236,0.49,5.514,0.1749,0.003638,147.9242437682661,0.3365627255147834,0.40744839999981336,80.30079695849126,0.4520733932744607,0.8576042048911757,194670.48465606134,5.446556613275513,0.24261440155572847,0.38438381252364595,205.3314322686342,83043.58760103439,1.8303212853897735,0.38358028428812035,23.199091970184703,12.114535108024691,0.4524085359944262,0.3990480267234259,0.18504425474006925,95.46029750028686,0.42551406408915937,0.8994309803921571
17,117,122.425,25.9594,147,44.2348,0,115,129,20,125,15,1.00773,122.01432,0.0,0.0,1.03571,3.718,22.37862,0.0,0.0,128.0,58.64804,0.00223,0.49,5.57,-1.0,0.004637,148.08215953602743,0.33613590718671704,0.40468023055823776,80.29585448690892,0.44984474514607675,0.8576042048911754,193115.38909132133,5.471970950355358,0.24143457603331836,0.3834609069161966,204.1430898597836,83046.50085862118,1.588453848199714,0.3846953613827573,23.13092304747782,11.866271219135802,0.45149563983532104,0.4017440145691011,0.18344887575449878,93.2535598992095,0.427764409261716,0.8996760784313728
18,118,122.361,25.6141,147,42.691,0,115,129,20,125,15,1.01742,121.94622,0.0,0.0,1.60714,3.72,22.29031,0.0,0.0,128.0,58.6497,0.00216,0.49,5.295,-1.0,0.004988,147.99411692356352,0.335166317145945,0.40217219636444085,80.29549248590033,0.4493020777020851,0.8543573750195089,193165.66220949907,5.457922099530857,0.23985325419560738,0.3835566819812505,203.03823283037204,83098.32149417531,1.3728101509298924,0.3835715712444333,23.126169463734566,11.59278549382716,0.45187991325962107,0.4036184854174229,0.18242376692506668,93.35676216452185,0.4304296613783436,0.899914117647059
19,119,122.511,25.8226,147,44.0608,0,115,129,20,125,15,1.01031,122.13374,0.0,0.0,1.21429,3.719,21.99656,0.0,0.0,128.0,58.69252,0.00223,0.49,5.455,-1.0,0.003714,147.9104001184026,0.33374157180819264,0.4012633439056839,80.30084439825958,0.4484436374920495,0.8549515861269099,193758.93087449044,5.466612692281912,0.2390318621221899,0.3836240665028646,202.01099539618434,83071.89488756478,3.045312237451465,0.38274063745060666,23.18552709508825,11.251205632716049,0.45343119928908476,0.40370573628956163,0.1826192969412454,93.5891948050155,0.43216810263116084,0.900294117647059
20,120,122.991,26.1949,147,43.2813,0,115,129,20,125,15,1.00605,122.67817,0.0,0.0,0.96429,3.729,22.1761,0.0,0.0,128.0,58.74211,0.00223,0.49,4.887,-1.0,0.003724,148.07275520859582,0.3332911133546428,0.399509160507292,80.2677896903462,0.4474342616412784,0.8626336680850288,196349.85432895998,5.450520174353921,0.2400708497062795,0.3841086296733051,201.03579133009512,83061.57434615279,1.8838596533244014,0.3811304470587939,23.221868255991996,13.065972222222221,0.4556145204399691,0.4042075006161893,0.1834976742186451,91.64277781544868,0.43317074726705945,0.9013505882352943
21,121,123.125,26.3833,148,42.7009,0,115,129,20,125,15,0.99913,122.81459,0.0,0.0,0.64286,3.723,22.49449,0.0,0.0,128.0,58.75037,0.00217,0.5,5.039,-1.0,0.004038,147.82196882242542,0.3323875423880889,0.39751929154131843,80.26972483551256,0.4483821980363965,0.8664747090640986,196581.68902324766,5.511724578731245,0.24088508340969392,0.3850773051350858,200.08564035265786,82958.95798874376,2.1405471077666918,0.3793029115112038,23.35971220040027,13.315827546296296,0.4558779416489057,0.40437688790177756,0.18405664581515105,91.76111145149048,0.4330594891605569,0.9016482352941179
22,122,123.161,26.9342,148,43.9426,0,115,129,20,125,15,0.99339,122.90825,0.0,0.0,1.21429,3.719,22.65505,0.0,0.0,128.0,58.70136,0.00217,0.49,5.224,-1.0,0.003426,147.82253805926672,0.3311294741458407,0.3957163571501003,80.22455333420712,0.44917307349313124,0.8664747090640971,196574.22884090611,5.618660279109899,0.2427511626721867,0.3860146216054573,199.17123059192951,83106.13477358966,1.4227109010108538,0.3775714267613598,23.31926322277681,13.147665895061728,0.4564401508065857,0.40434576928460775,0.18690569397906553,93.22301738836398,0.4335080628078503,0.9016482352941179
23,123,122.824,26.4116,148,45.2927,0,115,129,20,125,15,0.99418,122.55551,0.0,0.0,1.03571,3.717,23.12957,0.0,0.0,128.0,58.68023,0.00223,0.49,5.367,-1.0,0.003848,148.182534593858,0.33054542767461315,0.39282420285409125,80.28445871950157,0.4489605281765286,0.8658804979566929,195136.5210202121,5.582464375212295,0.24573827859759442,0.3863410666629598,198.27296107897936,83033.08520756826,2.258748117448171,0.37569978454210196,23.188280270423416,13.044897762345679,0.4570745602580102,0.40447039011257985,0.1901242300357686,94.2132719330869,0.4335123802992731,0.9019160784313727
24,124,122.901,26.2074,147,43.9433,0,115,129,20,125,15,0.99823,122.62201,0.0,0.0,0.71429,3.727,22.6788,0.0,0.0,128.0,58.69914,0.00221,0.5,5.465,0.17348,0.003324,148.08946856415116,0.33114859105281885,0.3900226133562474,80.26142257545231,0.44805339266201283,0.8593868382133829,195534.5825382302,5.499207074927448,0.24777595589904233,0.386074620856948,197.3934521135759,82949.9874079713,2.271041560030614,0.3744361752524229,23.10470637568721,13.521074459876543,0.4574629947353152,0.4049079317826508,0.1939035823775728,91.72947942821011,0.43346536255957663,0.9019160784313727
25,125,122.905,25.9558,147,42.9342,0,115,129,20,125,15,0.99812,122.60905,0.0,0.0,0.46429,3.729,22.51021,0.0,0.0,128.0,58.75387,0.00213,0.49,5.279,-1.0,0.003538,147.6340316202345,0.33162818122305665,0.38862308039293403,80.2746488223705,0.44731458837972543,0.8642570830208728,195682.77371836294,5.463321835748566,0.2480406920458807,0.3856953969348437,196.5540518082609,83055.29659514946,2.451872144252258,0.37296762386215737,23.2481990861304,14.238618827160494,0.45731166067622353,0.4066519199579555,0.19428730385114248,91.61198490796744,0.4327768546775983,0.9017392156862747
26,126,123.106,26.3268,148,42.9902,0,115,129,20,125,15,1.00217,122.79405,0.0,0.0,0.35714,3.717,22.28734,0.0,0.0,128.0,58.78368,0.00234,0.49,5.317,-1.0,0.002556,147.6103484982647,0.33277855740343204,0.38804770895652646,80.25449642164381,0.44702496693108074,0.8598218309344059,196688.71050202742,5.5274992223459405,0.24909227410594714,0.3851174798312312,195.70905801559567,83111.68023037318,2.55952723926517,0.37198720938014146,23.235775229371626,14.178915895061728,0.457254701235043,0.40665261845934314,0.1953504479024288,93.29048319500268,0.43250282549455804,0.9016482352941179
27,127,122.903,26.1649,147,42.6905,0,115,129,20,125,15,0.99661,122.60075,0.0,0.0,0.57143,3.716,22.6086,0.0,0.0,128.0,58.71713,0.00211,0.49,5.751,-1.0,0.004198,147.7292587038791,0.33391252207556654,0.38773802378787003,80.27890790579194,0.4474572781743126,0.8581984159985817,195678.73596982946,5.574792317336139,0.24928172869886533,0.3848826005965485,194.8660658276561,83120.01431428641,2.537194146586229,0.3700075857617834,23.131417356891397,14.098524305555555,0.45698652056364736,0.40807770413256444,0.19716993373881114,95.61058837248471,0.43154214829536597,0.9016482352941179
28,128,123.212,26.2507,148,43.9339,0,115,129,20,125,15,1.00551,122.89502,0.0,0.0,1.32143,3.701,22.46989,0.0,0.0,128.0,58.58481,0.00212,0.49,5.929,-1.0,0.003951,148.25205298075616,0.3358110084535482,0.3883635498542712,80.2165249543167,0.4479064980191574,0.8664747090640984,196986.0127210658,5.444120242614906,0.24915765000754586,0.38447959223072425,194.02014894208014,83054.09003948419,1.9191289097541624,0.36890868152373885,23.045517532913774,13.975501543209877,0.458029276024337,0.40888050066809306,0.1992477398498243,95.40509059253182,0.43011724813552643,0.901112549019608
29,129,123.232,26.5385,147,46.0981,0,115,129,20,125,15,0.99231,122.92845,0.0,0.0,0.89286,3.717,22.54509,0.0,0.0,128.0,58.44277,0.00194,0.49,5.914,-1.0,0.003668,147.91194387254075,0.33725420528443256,0.38820422774564295,80.23397753964565,0.4484606555796621,0.8642570830208637,197513.6515287206,5.527507408937974,0.24848808880741288,0.38416314426680065,193.1865253223819,82974.4304507232,2.461198324684574,0.3682579835012012,23.12069344226225,14.335841049382717,0.45855985316837444,0.4094372924564928,0.20145876020772668,95.38183875061077,0.42922195410354486,0.9007403921568627
30,130,123.099,26.3958,147,47.1033,0,115,129,20,125,15,0.99648,122.76529,0.0,0.0,1.39286,3.711,22.79004,0.0,0.0,128.0,58.36867,0.00235,0.49,6.225,-1.0,0.003351,147.7314958065926,0.33706283078988,0.38687528673265675,80.25999731062026,0.4491066041183884,0.8648512941282545,197082.8336348637,5.542686875249936,0.24653070770959282,0.3837419031828144,192.35503747080057,83027.49408020538,3.0361677332412578,0.3678358178165653,23.181176079644096,14.605420524691358,0.4595063288742703,0.41094641546591315,0.20350936265903824,95.74348664221884,0.42802403872716,0.8997215686274511
31,131,123.103,26.1494,147,43.0443,0,114,129,20,125,15,0.99658,122.79791,0.0,0.0,1.0,3.733,22.66598,0.0,0.0,128.0,58.42704,0.00233,0.48,6.271,-1.0,0.004993,147.71934734684342,0.33644518965462256,0.3862937460644179,80.25286029829873,0.4488459279851204,0.8632278791924363,197669.11550103742,5.43316732330837,0.24534869641026744,0.3834705831842411,191.53074181843496,83053.80344293489,2.4481441396150974,0.3681472836352214,23.203702950183256,14.565586419753087,0.45988374921521163,0.4119408965457683,0.20651134435754454,95.60999431982867,0.42600747832759894,0.9007701960784313
32,132,123.09,26.2349,147,43.0854,0,114,129,20,125,15,1.0024,122.72059,0.0,0.0,0.96429,3.711,22.45387,0.0,0.0,128.0,58.52994,0.00223,0.48,6.046,0.17413,0.003662,148.34140456039478,0.33761611187458135,0.38595323811080584,80.23582743845154,0.44813420796374137,0.8643366922140526,197973.38553856884,5.544050456734768,0.2441674249544087,0.3827424922907728,190.70417458961344,83081.35270584818,2.620982017848812,0.36738427024952514,23.09850490240403,14.487991898148149,0.46023565866053573,0.4128809326175642,0.20953629997817813,95.73074698152121,0.4244383154535724,0.9013356862745099
33,133,123.162,26.0748,147,42.8705,0,114,129,20,125,15,1.00172,122.75818,0.0,0.0,1.10714,3.741,22.52891,0.0,0.0,128.0,58.61201,0.00232,0.48,5.661,-1.0,0.004359,148.52312356427223,0.33875148569306834,0.3850581101560609,80.22160314073781,0.44722266297735663,0.8664747090640965,198587.3934130724,5.599843696148697,0.24331999382255104,0.3819308788034053,189.90038761917748,83246.94954220214,2.35605743816348,0.3680541964728971,23.17575412326389,14.41845100308642,0.46009642946906854,0.4149105485981727,0.21198857871665244,90.55664144099026,0.42281203423516,0.9016333333333334
34,134,123.329,26.1502,147,43.7043,0,114,129,20,125,15,0.99503,122.97618,0.0,0.0,0.71429,3.749,22.39258,0.0,0.0,128.0,58.68913,0.00226,0.49,5.702,-1.0,0.004464,148.4016381761113,0.3385905895260455,0.38462373164930985,80.24570947879477,0.4458250294151088,0.8648512941282664,199703.35308762558,5.498327555064155,0.24294487752280056,0.38115135839215997,189.11555889406426,83236.70521922222,3.1143797750479387,0.36696559359370307,23.166755393699365,14.668354552469136,0.460856919058722,0.416257201211103,0.21380525018818894,90.69445314724109,0.42173622677107214,0.9013505882352943
35,135,123.21,26.1191,147,44.0833,0,114,129,20,125,15,1.00156,122.90843,0.0,0.0,1.35714,3.73,22.45654,0.0,0.0,128.0,58.72943,0.00255,0.49,5.794,-1.0,0.003385,148.237323728102,0.3378437954846019,0.38435474864859603,80.25663874286445,0.4441533580234485,0.858792627105969,198390.27556707335,5.45084729852728,0.24304742208096367,0.38085153769540353,188.34923364148113,83182.44087926569,2.7654783823525033,0.3657325067452034,23.242383980456694,14.861159336419753,0.46065989079366737,0.417489197685177,0.21375012808277005,95.69604476521569,0.4208671290025003,0.9013952941176472
36,136,122.87,26.5447,147,46.8962,0,114,129,20,125,15,1.00556,122.57798,0.0,0.0,0.82143,3.71,22.42973,0.0,0.0,128.0,58.72138,0.00252,0.49,5.832,-1.0,0.00393,147.9800806320738,0.33702729733631853,0.3846484070494602,80.25541493511774,0.4425871291209851,0.85863340871961,196187.54558468302,5.477027201648043,0.24324590432884433,0.3798380339167587,187.6160009640994,82997.9822215277,2.9275223315245587,0.3643282305141794,23.311513264973957,14.938319830246913,0.461147611837325,0.4188261618515003,0.21359427749552276,92.47418785108464,0.42059292015955146,0.9013505882352943
37,137,122.819,26.1699,147,43.964,0,114,129,20,125,15,1.00589,122.54235,0.0,0.0,1.46429,3.736,22.79521,0.0,0.0,128.0,58.72049,0.00246,0.48,5.826,-1.0,0.002289,147.4976294460585,0.33729953807917706,0.38485164691922125,80.27305609883629,0.4408098765039293,0.8626336680850297,195482.94639712246,5.620313534133574,0.24329045146648964,0.3793710955206401,186.8945499386607,83038.83716986996,2.496148781627397,0.3630750128449479,23.492231957706405,15.050395447530864,0.45935331745613145,0.4199970541669593,0.2126432588327418,92.91260053148568,0.4202659921753656,0.9007850980392158
38,138,122.705,26.3353,147,42.7545,0,114,129,20,125,15,1.01836,122.4178,0.0,0.0,1.5,3.74,22.47252,0.0,0.0,128.0,58.72592,0.00254,0.48,5.689,-1.0,0.002864,147.27676056170992,0.33761615325390737,0.3849645302356544,80.28221933243867,0.43984799487111265,0.8620394569776372,195524.0628159,5.543432316418035,0.2431889269691304,0.3785223457368076,186.19796278485083,83118.82876597966,2.3756550312073226,0.36153318905611703,23.584978833610627,15.324845679012345,0.45899881721729535,0.42000232666105397,0.21200013081495717,92.60953593223765,0.420045698840882,0.9005400000000001
39,139,122.678,26.4555,147,44.278,0,114,129,20,125,15,1.00774,122.33217,0.0,0.0,0.82143,3.776,22.61374,0.0,0.0,128.0,58.70933,0.00231,0.49,5.433,-1.0,0.002769,147.18769674101955,0.3379484016136698,0.38461564613551225,80.31933917238077,0.43919629234205443,0.8549515861269131,196355.90233276293,5.536013924041473,0.24292618325836565,0.3774901963246358,185.5264604602998,83059.24868409657,2.6909915572097463,0.36090870158650024,23.575826009114582,15.64308449074074,0.4593881257657306,0.42049556070558036,0.21092081866634055,94.5141979694247,0.419567117390102,0.9004717647058823
40,140,122.652,26.2577,147,44.3951,0,114,129,20,125,15,1.00578,122.20732,0.0,0.0,1.17857,3.757,22.7177,0.0,0.0,128.0,58.69939,0.00247,0.49,5.386,0.17117,0.003672,147.20364710844248,0.33798944456222274,0.384340360042059,80.29778585194195,0.4384784060410028,0.8517047562552461,197058.62358851958,5.5185244560541635,0.2429272649706187,0.376720046270786,184.85171401679415,83221.30972795813,2.605381715188651,0.35992107425115266,23.58609084141107,15.765721450617283,0.4600458333806652,0.4202145314066185,0.2101251706551144,95.06938797863724,0.41960234650830175,0.901112549019608
41,141,123.085,25.8819,147,43.1739,0,114,129,20,125,15,1.01123,122.5898,0.0,0.0,1.32143,3.761,22.54436,0.0,0.0,128.0,58.73964,0.00238,0.48,5.223,-1.0,0.003899,146.95439963930824,0.33738812537265583,0.38442506502712637,80.30673931422098,0.43684412068674416,0.8482987079972243,198926.05583478863,5.444038569054964,0.24299868297761276,0.37625853274695475,184.20332367627395,83246.15040893081,2.183933425469047,0.3587872220542712,23.621144612630207,15.935088734567902,0.46088882996556524,0.42024298172804825,0.20968284885075492,95.70756537102265,0.41963726923059286,0.9007850980392158
42,142,123.021,25.8085,147,44.9362,0,114,129,20,125,15,0.99787,122.56421,0.0,0.0,0.78571,3.76,22.22468,0.0,0.0,128.0,58.72901,0.00233,0.49,5.224,-1.0,0.003272,147.24539002512373,0.3374655944030064,0.38437639854255545,80.28877096956533,0.43555509885313604,0.8505163340404472,198558.38154889105,5.458583745787332,0.24307732540723065,0.37546955260781845,183.56964293943932,83226.61793211549,2.556914494121383,0.3581507438676624,23.53439783166956,16.005738811728396,0.461703333775476,0.4206844526724911,0.209316075797841,95.6996855211808,0.42058958419341064,0.9007772549019609
43,143,123.164,25.7068,147,45.4133,0,114,129,20,125,15,0.99661,122.6941,0.0,0.0,0.85714,3.717,22.16139,0.0,0.0,128.0,58.72536,0.00231,0.48,5.021,-1.0,0.003784,147.32770345377887,0.33717126908985806,0.38370131637733457,80.25476604827679,0.43420822024949424,0.8543573750195156,198968.97012295102,5.497478188110904,0.2430411516870718,0.37491665619041986,182.9609998163979,83358.42465442087,2.749444660416329,0.3576048107405808,23.579083101249037,16.090036651234566,0.46127118346819546,0.42087825723375294,0.2088221684094178,95.65351854753253,0.42064342745034006,0.9007850980392158
44,144,123.12,26.1566,147,42.9467,0,114,129,20,125,15,0.99863,122.70006,0.0,0.0,0.85714,3.751,22.07655,0.0,0.0,128.0,58.63699,0.00236,0.48,4.854,-1.0,0.003445,147.35915590802193,0.337517861447229,0.38277135716592353,80.26199876651827,0.43232399669272825,0.8565750010627399,198758.5137180222,5.483942213675496,0.24232094888586686,0.3751704162600626,182.36272467882986,83369.11007874132,1.8101913564697,0.35720585801844656,23.608561009536555,16.076003086419753,0.4605242522392876,0.42143628453658827,0.20827595844930452,95.72263882735942,0.4201521411660612,0.9011054901960787
