,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,blockiness,cubcol.0,cubrow.1.0,cubcol.0.5,cubrow.0.3,cubcol.0.3,staticness,cubrow.0.6,contrast,cubrow.0,blur,fft,cubrow.0.5,cubcol.0.6,movement,color_fulness,temporal,cubcol.1.0,uhdhdsim,saturation,tone,noise
10,410,51.7192,20.2367,36,20.8203,0,118,113,16,137,16,0.99963,49.16782,0.0,0.0,3.39286,5.32,17.10202,0.0,0.0,126.0,29.33968,2e-05,0.47,1.913,-1.0,0.51133,1.5264351870339397,0.08286448024626834,0.08620925186632299,0.07375934615666307,0.20863373026026483,0.1257327599178181,511.41915674306364,0.09606119259671995,88.28218309547051,0.23473818568157412,22023.438357870276,66737.6088930099,0.12222939404024258,0.077873616072466,7.272135416666667,87.151005885078,4.713032844612162,0.10183510461084486,95.82441011971966,60.918464566454475,0.4555262745098039,0.38498551471422027
11,411,51.9169,20.154,36,21.7606,0,118,113,16,137,16,0.99935,49.38996,0.0,0.0,4.35714,5.257,17.37404,0.0,0.0,126.0,29.25787,6e-05,0.47,1.68,-1.0,0.519318,0.828136224112231,0.08305153423495062,0.0869710998192548,0.07292021421266699,0.20870652958810526,0.12761852941571714,507.6415303571321,0.09605354765065248,85.33811023664182,0.23580622057639872,22421.560029911696,66822.32455328369,0.12372623560395965,0.07987548049310121,8.05787037037037,87.44211496680195,4.822285242510416,0.101869237972033,95.76670353381112,61.062006067346644,0.44818860784313586,0.38498551471422165
12,412,52.2123,20.0531,36,20.5029,0,118,113,16,137,16,1.00689,49.69346,0.0,0.0,5.35714,5.217,17.30055,0.0,0.0,125.0,29.19484,5e-05,0.47,1.569,-1.0,0.506301,1.120668860485913,0.0831648769149142,0.0869181381601386,0.07274364397338556,0.2086189951382301,0.12820178016074693,504.0654970820666,0.09725208398629548,87.07454943810139,0.2368817031866993,22929.533497670738,66949.65986294443,0.12315256742426581,0.07804527934665226,7.71556712962963,87.61278693768438,4.7988830690207225,0.10148854956141966,95.73014097174556,61.0368603364921,0.4426018235294118,0.38498551471422515
13,413,52.4997,20.4046,36,20.3745,0,118,113,16,137,16,1.00041,49.97615,0.0,0.0,5.03571,5.196,17.21248,0.0,0.0,125.0,29.14022,5e-05,0.46,1.885,-1.0,0.498445,1.4316727681446062,0.08335324295673302,0.0866977450217819,0.07319875394080314,0.20879827266685308,0.1295636930077242,500.8607820395573,0.09808856350296621,87.39631952397434,0.238015751750471,23396.785974040515,67188.48212787288,0.12236359725730735,0.0786407522036063,7.187789351851852,87.79983782932703,4.570277525938075,0.10127376011283296,95.72475433414071,60.9461764111931,0.44034674509803917,0.38720314075744183
14,414,52.8174,20.5633,36,20.9426,0,118,113,15,137,17,1.00177,50.30045,0.0,0.0,4.57143,5.24,17.51817,0.0,0.0,125.0,29.1409,4e-05,0.47,1.686,-1.0,0.507756,1.2405433809408664,0.08357906528253826,0.08658929603706252,0.07316165283065182,0.20866630906254302,0.12984566055408153,498.0766170864485,0.0980514410000554,85.55334782798248,0.2391834858903061,23719.709883070384,67233.10485574513,0.12188640811061076,0.0840839560635952,6.8332851080246915,88.10068626802509,4.749683326838423,0.10113855211587504,95.66368187121455,61.17166815863715,0.4431784313725491,0.38720314075744805
15,415,53.0342,20.7852,37,20.1639,0,118,113,15,137,17,1.00243,50.51907,0.0,0.0,4.78571,5.226,17.6557,0.0,0.0,125.0,29.19363,5e-05,0.47,1.865,-1.0,0.506868,1.1842016207451869,0.08373366178202998,0.08687423666517274,0.07345545820398086,0.20892652822908536,0.13041407165110838,495.45663183477063,0.09797684458421084,88.60605177106184,0.24039473911287831,23868.93294128162,67173.8476422401,0.12133630926529604,0.08635846330898299,8.129677854938272,88.15870786827857,4.669378259688042,0.1008989497003579,95.64309562046029,61.08394142433448,0.4481521960784314,0.3872031407574484
16,416,54.5516,20.1123,38,22.2595,0,118,113,16,137,17,1.00034,51.93554,0.0,0.0,3.60714,5.163,17.84749,0.0,0.0,125.0,29.36203,4e-05,0.48,1.901,0.24061,0.502355,1.4748147516809818,0.08382886700706106,0.08728095687506711,0.07428175149505382,0.2091995353098849,0.13056295315731786,493.0591459492652,0.09777943034489334,88.11921756518466,0.24128028108971386,26001.630566770873,67694.14089702236,0.12072891399826274,0.0882036319021647,8.916714891975309,88.52809048480935,4.607622194979387,0.1006381133646234,95.40597976853331,61.08133462034626,0.4478106274509803,0.39326180777974656
17,417,54.1855,21.9558,38,22.4292,0,118,113,16,137,17,1.00078,51.67461,0.0,0.0,2.53571,5.285,17.27781,0.0,0.0,125.0,29.43625,6e-05,0.47,1.699,-1.0,0.492556,1.563760885864626,0.08389675562696088,0.087133605886487,0.07508008061948346,0.20926719052399245,0.13034363324137033,490.97690180817654,0.09770292103672536,86.90599240537934,0.24193475137380854,25335.19351307863,67586.69772284917,0.1202788179629607,0.08807891400690088,9.00072337962963,88.45434828590558,4.750294842078432,0.10050107675581428,95.47849520406638,60.863358297465766,0.44817098039215686,0.39326180777974057
18,418,53.8037,22.8617,37,22.6602,0,118,113,16,137,17,0.99805,51.37281,0.0,0.0,2.89286,5.291,18.85836,0.0,0.0,124.0,29.41354,6e-05,0.47,1.965,-1.0,0.48942,1.9946378835275311,0.08398572083730121,0.08685794991216414,0.07697676733783648,0.2092507195567372,0.13023527987642927,489.1763779608913,0.09766188537718055,87.616805018382,0.2425249490392478,24718.67805419852,67334.21929866596,0.11981624945103696,0.09234241979095048,9.265673225308642,88.42600179419911,4.812310385206876,0.10041091016641432,95.53434745816789,60.65456908426167,0.45001247058823524,0.39932047480203375
19,419,53.7881,23.5195,37,22.4213,0,118,113,16,137,17,0.99753,51.38141,0.0,0.0,2.85714,5.259,19.63104,0.0,0.0,124.0,29.42096,6e-05,0.47,1.978,-1.0,0.472578,1.906628907181252,0.08405178435128045,0.0866921700679559,0.08123118660380915,0.2094260482002227,0.13006742580045008,487.51780096233523,0.09746448935228359,86.58669483688028,0.24309062893302,24602.320722087534,67250.89602774923,0.11920636500114001,0.0948679449738389,9.670621141975309,88.41368565439407,4.791014431588932,0.1003460482956418,95.54498918329645,60.35774193281009,0.45143019607843127,0.399320474802033
20,420,53.7708,23.9979,37,22.0581,0,118,113,16,137,17,0.99671,51.35664,0.0,0.0,3.0,5.278,20.19815,0.0,0.0,125.0,29.47812,5e-05,0.47,2.013,-1.0,0.471836,1.4411618725636133,0.0840505043225196,0.08693704557705302,0.08574127787494606,0.20947685680580133,0.12999183607209935,485.8871832504012,0.09734887330076122,88.45783182652738,0.24353085548203252,24542.986622142238,67310.62535130147,0.11880256087377977,0.09575731182117857,11.031153549382717,88.5303880808,4.828641377522909,0.10041937090020968,95.5567074035954,60.139129073531535,0.452538431372549,0.39932047480203586
21,421,53.3555,24.0606,37,22.1439,0,118,113,16,137,17,1.00202,50.99188,0.0,0.0,3.82143,5.337,20.60628,0.0,0.0,125.0,29.44057,5e-05,0.47,1.752,-1.0,0.478508,1.1352524757724953,0.0841642754113184,0.08740822298425667,0.08855501403099403,0.20946389094402199,0.12977843720899693,484.25452117910197,0.09728342320119708,88.38824455610886,0.24391525108398435,23905.95012867435,67124.40621110507,0.11801964472749697,0.09490715378645938,11.485532407407407,88.01242447386576,5.017889854236437,0.10083056343222589,95.59216364459292,60.16668136031539,0.4502398039215686,0.3993204748020384
22,422,52.6867,23.4396,37,24.645,0,118,113,16,137,17,1.00223,50.34083,0.0,0.0,3.53571,5.33,20.66035,0.0,0.0,126.0,29.31419,5e-05,0.47,1.804,-1.0,0.48354,0.974695685372674,0.08429834090301695,0.0882717973269361,0.08699064040908427,0.20912064421391693,0.1297578809101655,482.68816020695715,0.09730229513962449,89.85435009911312,0.244396567279963,23187.049523524478,67090.62834780072,0.11691508304691497,0.09502340775537568,11.822096836419753,87.20700297569968,4.854116959158411,0.10147967188790369,95.65432695053603,60.48687273190345,0.44403217647058807,0.39932047480203753
23,423,52.8002,23.3217,37,21.7911,0,118,113,16,137,17,0.99632,50.36956,0.0,0.0,3.03571,5.321,20.12255,0.0,0.0,126.0,29.36498,7e-05,0.47,1.797,-1.0,0.467009,1.3766612377564855,0.08433580156336017,0.08845384278864718,0.08740831556718139,0.20873917546425216,0.12971777672309076,481.3912219086147,0.0973806511781118,86.06667068579196,0.2447492878411604,23327.513262228444,67161.79326050381,0.11582758206450892,0.09422363848628605,11.799141589506172,86.77871675676477,4.8893757484590346,0.10174443137887293,95.64541849638309,60.551913791232636,0.43918433333333323,0.3993204748020398
24,424,53.2454,23.3007,37,25.3997,0,118,113,16,137,17,0.99779,50.81059,0.0,0.0,3.17857,5.283,20.02597,0.0,0.0,126.0,29.50408,6e-05,0.47,1.886,0.22608,0.461062,1.579302520348497,0.08443074768294288,0.0895851184420871,0.08973511354138428,0.20850284955219547,0.12959658669417634,480.41608582606693,0.09733728653801361,85.6663291338548,0.2451824745836431,23895.320727274997,67329.47324489783,0.1148526131370346,0.09345378535907435,12.030189043209877,87.23066674938907,4.9159598290039614,0.10332282034252394,95.54649998431617,60.45880748607494,0.43936156862745107,0.4031615157810989
25,425,53.3034,23.4047,37,22.6499,0,118,114,16,137,16,0.99646,50.86172,0.0,0.0,4.46429,5.274,20.0077,0.0,0.0,126.0,29.70694,5e-05,0.47,1.984,-1.0,0.441297,1.5489497765895663,0.08453347830941872,0.09104471175749453,0.09106551876282404,0.20850773644542875,0.1297838661042718,479.2986585945332,0.09735807550419275,87.82820781959924,0.24556759827161181,24271.165099942227,67359.26657919845,0.11402328316633888,0.09271956931557772,12.658468364197532,86.6232833474249,4.94094580430719,0.10338352208194232,95.53277889786209,60.13958118580006,0.44376039215686286,0.4031615157810951
26,426,53.3778,23.9804,37,24.1686,0,118,113,16,137,16,0.99247,50.96549,0.0,0.0,4.21429,5.278,20.09089,0.0,0.0,127.0,29.75114,0.0001,0.47,2.02,-1.0,0.434053,1.3108632470576198,0.08457248296259393,0.09310049048816711,0.09101824116461354,0.2084383491257056,0.12987707692874528,477.8824651159102,0.09729086273136532,88.50416238368399,0.2461074718968904,24435.607742500928,67332.45407199033,0.113194350971417,0.0920397017012923,12.528356481481481,86.16360421321572,5.026998513633156,0.10356884924963229,95.51452732575686,60.04871472017265,0.44776000000000005,0.4075967678675552
27,427,53.5259,23.7158,37,23.5494,0,118,114,16,137,16,0.99349,51.15924,0.0,0.0,3.71429,5.237,20.58879,0.0,0.0,127.0,29.75362,5e-05,0.47,1.935,-1.0,0.41608,1.1543720768113424,0.08461257825424319,0.09380759870891017,0.09120410053568714,0.2084447738843444,0.1304376385305242,476.17270663739333,0.09804669392432241,89.63625195302265,0.2465806406745646,24619.347281547693,67374.53134852306,0.11244663038581439,0.09130573377379834,12.658998842592593,85.47467774707579,4.982067459812795,0.10372860818562558,95.49284472726514,59.864498373902876,0.45052784313725486,0.40759676786755605
28,428,52.8166,23.836,37,25.0244,0,118,113,16,137,16,0.99179,50.44031,0.0,0.0,3.39286,5.283,20.35866,0.0,0.0,126.0,29.78344,3e-05,0.47,1.752,-1.0,0.46341,1.4194932498966821,0.08466955829062162,0.095169061327784,0.09129555963381668,0.20778166074774485,0.13098575636705367,474.5059026321871,0.09860769168882987,87.59117415992564,0.24690911420433875,23675.463460843865,67171.84004929106,0.11187740282061362,0.0904468629339145,12.504292052469136,85.30267887452358,5.012055794357344,0.10476363037494472,95.56585059570794,59.921094917956694,0.4536727843137246,0.40537914182432705
29,429,51.3417,24.0113,36,26.6754,0,118,113,15,137,16,0.99313,48.98217,0.0,0.0,3.42857,5.257,20.46017,0.0,0.0,126.0,29.70443,4e-05,0.48,1.868,-1.0,0.46086,1.1164981570528378,0.08463011630232536,0.09558019376725241,0.09169032991921373,0.20641859046669062,0.13071199702833777,473.05616582293084,0.09832362467223892,86.46165361757242,0.2472281208548546,22085.20178697636,67142.8073359532,0.11122438861678002,0.08975692501357305,12.543595679012345,84.72504296968218,5.003756176562323,0.10480640837158846,95.76490322595306,60.30391306936005,0.45334901960784313,0.39932047480203714
30,430,50.5585,23.4233,35,24.6074,0,118,113,14,137,16,0.99068,48.16166,0.0,0.0,4.0,5.233,20.61544,0.0,0.0,125.0,29.4496,2e-05,0.47,2.079,-1.0,0.476618,1.5475189315884983,0.08450926840341672,0.09706851023624649,0.09205766814743839,0.2038029640182026,0.13060714274915644,471.8185666126364,0.09854302591106397,89.29355321727814,0.24755894763615016,21398.18219009285,67091.44163561754,0.11057506968568943,0.08947491933517866,12.450713734567902,84.57131299881901,4.971132070644071,0.10434565850966156,95.90172514495931,60.68907919047791,0.44405882352941173,0.3948852227155748
31,431,50.8018,22.6867,35,24.7469,0,118,113,14,137,16,0.99445,48.36049,0.0,0.0,4.53571,5.212,20.10615,0.0,0.0,126.0,29.11715,6e-05,0.48,1.735,-1.0,0.515984,1.3174067145936599,0.08434644540286736,0.097681979645926,0.09180474651865263,0.20161592886442556,0.13026860022546227,470.56419618880494,0.09906800973440291,88.80972546928788,0.24785035412651465,21666.223367962397,67063.00737545581,0.1099783090045308,0.08896126154556454,12.572820216049383,84.7103213641615,4.9202883612518455,0.10405219026865374,95.85801124097634,60.6501148365162,0.43243411764705886,0.3894207668006823
32,432,51.3366,21.5535,35,24.9816,0,118,114,14,137,16,0.99518,48.87644,0.0,0.0,3.39286,5.135,19.47349,0.0,0.0,127.0,28.71486,4e-05,0.48,1.618,0.22016,0.492326,1.1460403400184989,0.0841561403513377,0.09771620193115646,0.09161070466847242,0.20036132531227127,0.12998302929117872,469.29581446108693,0.09913396554031333,86.63454335054531,0.24807619611192588,22300.68777521692,67149.20061657915,0.10939161337898136,0.08848294110269837,12.708043981481481,84.93663892036287,4.959658144674594,0.10482858739104582,95.77590957871585,60.64209794409481,0.42742745098039214,0.3971028487588059
33,433,51.8635,19.0751,36,24.3428,0,118,113,14,137,16,0.9981,49.33606,0.0,0.0,3.03571,5.116,18.51201,0.0,0.0,127.0,28.29834,2e-05,0.48,1.715,-1.0,0.506628,1.2908700404525788,0.084154918232086,0.09872805481000055,0.09109004746878434,0.2002073922601848,0.12975106979320747,468.1956122385749,0.10058599757582024,88.33585285959784,0.24831651975307661,22889.863189395135,67255.59217854636,0.10843410247656192,0.08826437335642592,12.794560185185185,85.66288818287924,4.933953755276575,0.10563861040238477,95.7314875867791,61.12080496328849,0.424666274509804,0.3894207668006844
34,434,50.9233,20.6386,35,21.4717,0,118,114,14,137,16,0.99913,48.44532,0.0,0.0,4.71429,5.156,16.38055,0.0,0.0,128.0,27.80873,5e-05,0.48,1.52,-1.0,0.503364,0.8951752820901525,0.08395889835866552,0.09838188386836834,0.09063952860996427,0.19975540874221442,0.129339145167776,467.14683532096444,0.10254746613718246,86.30029066544147,0.2485538328550775,21940.383429853613,67098.89699555928,0.107801690795516,0.08842002621308086,12.911940586419753,84.2945314716271,4.880187437370445,0.1061080672533887,95.88322941086392,61.135237893940484,0.41729607843137245,0.3894207668006758
35,435,49.3462,19.9332,34,24.4906,0,117,113,14,137,16,0.99587,46.96117,0.0,0.0,3.10714,5.267,17.72323,0.0,0.0,128.0,27.63444,3e-05,0.48,1.573,-1.0,0.538082,0.9076207739430464,0.08371308661732642,0.09855427078833161,0.09022756266724893,0.19824830438532864,0.1292461275983071,466.13718921661604,0.10331546567581974,88.07305823182551,0.24865637115638972,20119.55700820275,66862.81583622682,0.10724584914041389,0.08815908138535128,12.146026234567902,83.7765424430503,4.975724603175511,0.10640865371363696,96.09441042147455,61.4074612841194,0.4122332549019596,0.38498551471422476
36,436,47.3962,19.6238,33,24.0569,0,117,113,14,137,16,0.99729,45.11081,0.0,0.0,5.14286,5.269,17.10751,0.0,0.0,128.0,27.20784,7e-05,0.47,1.573,-1.0,0.586319,0.7726837401302105,0.08355900736038849,0.09837394119790294,0.0898333764050903,0.19625486305988496,0.12915741683838952,465.31209547831077,0.10276829700599352,87.65812000195825,0.2484891084739654,18178.35072116104,66474.79093037262,0.10678120111304784,0.08812922450879597,11.551118827160494,83.32219590480281,4.911794100923435,0.10653825612116088,96.40191565368903,62.01107562029803,0.40115882352941173,0.3827678886709884
37,437,46.627,19.5787,32,22.7204,0,117,113,13,137,16,0.99931,44.39003,0.0,0.0,5.21429,5.303,16.84193,0.0,0.0,128.0,26.88721,5e-05,0.47,1.467,-1.0,0.561771,1.2433321297036872,0.08347835913854297,0.09811314963223124,0.08948073830071006,0.1942405588961123,0.12904727903636867,464.5855808314745,0.10238580806446694,88.474550737938,0.24831485235725562,17317.50456741415,66164.90513200779,0.10662287191022726,0.08795700628748093,11.140094521604938,83.64350610552893,4.72113867947265,0.10573686816577738,96.5546039537668,62.11996007848669,0.39136039215686275,0.38498551471421005
38,438,47.6885,19.6468,33,21.4848,0,117,113,14,137,16,0.99795,45.37272,0.0,0.0,5.0,5.3,16.80631,0.0,0.0,128.0,26.81549,5e-05,0.47,1.422,-1.0,0.552241,1.3640818116419104,0.08345126506920783,0.09800417754918164,0.08912909847652675,0.1929377295489349,0.12904585612046093,463.82135386632353,0.10214961031889837,86.18476433453716,0.2481147474113159,18385.206598252327,66363.90483293006,0.10711633713658536,0.08774804963172113,11.009741512345679,83.39676219401636,4.634953697923314,0.10548335834922862,96.43029364039549,62.08103358892747,0.3893776470588236,0.38498551471421916
39,439,49.6055,19.1122,34,23.2556,0,118,113,14,137,16,0.99909,47.10571,0.0,0.0,5.42857,5.226,16.8698,0.0,0.0,128.0,26.77508,8e-05,0.48,1.439,-1.0,0.56439,1.2025765219762146,0.08347912935107721,0.098224682161686,0.08879402905628184,0.19216978073363555,0.12941328375067918,463.0442339517045,0.10232542235511043,89.87000103212695,0.24806879314654895,20606.343886739585,66663.70624458803,0.10725789451238515,0.08796135269027618,10.857108410493828,83.15204060581613,4.733544908656025,0.10517025169742293,96.13979871005638,62.24617626048901,0.3885537254901962,0.38498551471422066
40,440,50.3171,18.6054,34,21.9488,0,118,113,14,138,16,0.99818,47.77965,0.0,0.0,4.67857,5.144,16.41267,0.0,0.0,128.0,26.52724,6e-05,0.47,1.389,0.21245,0.5535,1.2549950356043404,0.08349144410786084,0.09805928477020726,0.08854658516740455,0.19190055859335253,0.13003570739832737,462.30490778490883,0.10223455233048905,88.56130510671217,0.24800582880961872,21387.833049228924,66814.02869759448,0.10704464083696873,0.08767130610125978,10.160734953703704,82.87207232998972,4.812461235881504,0.10490680400339489,96.0243940058511,62.44929014606241,0.3865956862745098,0.3849855147142223
41,441,50.0588,17.8872,34,19.4324,0,118,113,14,138,16,0.99617,47.48599,0.0,0.0,6.32143,5.203,15.97592,0.0,0.0,128.0,26.30059,2e-05,0.47,1.522,-1.0,0.550577,1.208523048651923,0.08352101187084494,0.09778444434097247,0.0882482263426418,0.19138421924547014,0.12978380186358812,461.66539243504974,0.10186222202245279,89.42063256096586,0.24793781715131138,21251.954435201224,66734.64556615314,0.10691637735637316,0.08706351003404643,9.939621913580247,81.68485261439625,4.73255702899232,0.10470112445884208,96.0845038803712,62.604866875542534,0.3841349019607844,0.38498551471421777
42,442,50.0747,18.3117,34,18.7851,0,118,113,14,138,16,1.0,47.50617,0.0,0.0,3.46429,5.23,15.35924,0.0,0.0,128.0,26.37325,5e-05,0.47,1.416,-1.0,0.574164,1.2081557367454008,0.08354410738102434,0.09774068896787975,0.08797393742749822,0.19128940281725348,0.12980704928489806,461.1924330987036,0.10166611045822223,88.99370979162954,0.24789120561082975,21047.430501882332,66721.1388635421,0.10666752401794559,0.0866486485205144,9.637152777777779,80.9674166021019,4.444008695363345,0.104569592980004,96.0753283218177,62.867530916943956,0.38609254901960793,0.3849855147142178
43,443,50.0828,19.0018,34,19.3464,0,118,113,14,138,16,1.00424,47.54987,0.0,0.0,4.89286,5.283,15.72295,0.0,0.0,128.0,26.51224,8e-05,0.47,1.461,-1.0,0.558469,1.2542033155933494,0.08353275972347325,0.0974251327888739,0.08775263067662738,0.1912659504717644,0.12981231071786384,460.906899190748,0.10144568618806916,87.9879951658647,0.24791732375838346,20836.225235697748,66668.76094346448,0.10626451139143411,0.08647523199803224,9.308400848765432,81.01032264301405,4.7697746682419355,0.10447705222775223,96.06094895520442,62.96139903127411,0.3895607843137256,0.3849855147142199
44,444,50.3533,19.3601,34,16.3393,0,118,113,15,138,16,1.00151,47.78916,0.0,0.0,4.03571,5.276,16.31128,0.0,0.0,128.0,26.71142,8e-05,0.47,1.487,-1.0,0.56516,1.0867238913766895,0.08353689392848321,0.09711090627886976,0.08742217346285812,0.19133477061300327,0.12994055314842662,460.6720673186864,0.1013398345658061,86.04363236937114,0.24797214894305034,21220.021932419742,66729.5410881145,0.10606619124715658,0.08627482661248888,9.224729938271604,80.85002337442846,4.463932822619082,0.10424696997614281,96.01202924935082,62.859330165533365,0.3903050588235294,0.3849855147142159
