,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.5,cubcol.0,fft,blur,cubcol.0.3,cubcol.0.6,cubcol.1.0,noise,cubcol.0.5,contrast,temporal,blockiness,uhdhdsim,cubrow.0,cubrow.1.0,movement,staticness,color_fulness,tone,cubrow.0.3,cubrow.0.6,saturation
10,310,43.865,21.8469,26,29.8012,0,108,123,6,130,6,0.99517,41.87473,0.0,0.0,2.78571,8.175,18.69684,0.0,0.0,125.0,37.3062,0.00047,0.3,2.321,-1.0,3.178855,0.05300960060221808,0.14946137814232477,64050.404514289505,12586.927146273485,0.06039430054602776,0.10565855076707503,0.10252438475761075,0.2757702899265688,0.06105043660365463,91.07469682375842,6.243331022740702,2.8616064825310135,96.21168132798579,0.03379697474264042,0.054857329570925824,11.164351851851851,280.27417548800577,93.58682616633004,0.5511039215686274,0.08081250291094846,0.05477221658849333,32.194179016866805
11,311,43.9221,21.9088,26,26.8237,0,108,122,6,130,6,0.99703,41.95901,0.0,0.0,3.32143,8.186,18.75364,0.0,0.0,125.0,37.42163,0.00046,0.3,2.857,-1.0,3.17939,0.05247926050625018,0.1523319252352941,64104.66037195161,12638.443501111627,0.061491141738103494,0.10466086759365374,0.10198191537804148,0.2757702899265683,0.06902774298178448,91.27483423480548,6.2383300386020535,3.398498460214207,96.23255279232497,0.03353798560176098,0.054541067183339086,12.145833333333334,277.6274203283046,93.92579826994114,0.5523949019607843,0.0806241291613153,0.05463559353617598,32.35119647744261
12,312,43.9624,21.9457,27,26.9271,0,108,123,6,130,6,0.9931,42.00507,0.0,0.0,3.14286,8.144,18.80455,0.0,0.0,125.0,37.44275,0.00046,0.3,2.584,-1.0,3.226617,0.0521401842399409,0.1540481020479134,64249.692313608306,12596.03885915773,0.06232846805452976,0.10322775696005038,0.10275787339040475,0.275770289926569,0.07534306406843001,90.64902392078588,6.244029118050109,3.221286377395974,96.10871304860135,0.033203189200950826,0.054220426928239134,11.28563850308642,275.0367257641733,92.95936076932425,0.5534094117647058,0.0801271623795263,0.05438471177342896,32.02009526005497
13,313,43.8893,21.9423,26,29.4433,0,108,123,6,130,6,0.99947,41.94183,0.0,0.0,4.03571,8.187,18.83596,0.0,0.0,125.0,37.41911,0.0004,0.3,2.355,-1.0,3.184443,0.0520217854140093,0.15408754592302104,64066.15272695363,12510.70227903944,0.06181061332411054,0.10362804685152545,0.1047351693261666,0.27577028992656943,0.0812635481471288,91.55672358675196,6.24518964832694,3.0582026424037583,96.11675740082923,0.0329986140066581,0.053820657060461755,10.143518518518519,272.6025475863794,94.8921545586733,0.5544827450980393,0.07979269527472233,0.05414040765241475,32.17656698344666
14,314,43.7796,21.931,26,27.8461,0,108,123,6,130,6,0.9865,41.84035,0.0,0.0,3.25,8.232,18.82804,0.0,0.0,125.0,37.54484,0.00034,0.3,2.555,-1.0,3.199075,0.052133867851633965,0.1540240672331462,64041.96336912945,12484.997219477178,0.06156910256468959,0.1036209687001445,0.10736690764441996,0.2757702899265691,0.08644271376373529,91.12081060356634,6.211504596460656,2.5717109234047073,96.09801003646842,0.032835218855913686,0.053021684445205136,9.4453125,270.4607580028393,94.69505932191272,0.5564458823529412,0.07957384981171833,0.054085077055624466,32.14185304994936
15,315,43.6869,21.9104,26,25.2008,0,108,123,6,130,5,0.99022,41.77927,0.0,0.0,3.57143,8.199,18.81901,0.0,0.0,125.0,37.65278,0.00034,0.31,2.514,-1.0,3.17938,0.05232766110373071,0.1545526856480466,63822.60370379084,12377.121267487566,0.06106185139942568,0.103412654272268,0.10858158840620515,0.2757702899265683,0.09099606951113294,90.59202037767324,6.174028987440632,2.1163885289692783,95.9987457769119,0.03273482937259187,0.052864373611493855,10.776957947530864,268.5607903266062,93.94107456759707,0.5580749019607844,0.07968874807833307,0.05376849075287157,32.092211311246146
16,316,43.5472,21.8994,26,28.2301,0,108,123,6,130,5,0.99761,41.65377,0.0,0.0,2.57143,8.194,18.80803,0.0,0.0,125.0,37.61507,0.0004,0.3,2.405,0.393,3.224429,0.052463957089532096,0.15354630455392448,63602.450299633485,12129.739988555453,0.06038806896210803,0.10242265858211426,0.10749364939273547,0.27577028992656527,0.09494021731505109,88.79027136866752,6.168507282344359,2.5152108789631424,96.02111201605388,0.03261712178040723,0.053081438534997485,11.85763888888889,266.9813144838042,95.572655556516,0.5580670588235294,0.07971664566509812,0.053421055812896266,32.13689846462673
17,317,43.3718,21.853,26,29.9019,0,108,123,6,130,6,0.99726,41.49951,0.0,0.0,3.92857,8.155,18.7949,0.0,0.0,125.0,37.62816,0.00031,0.31,2.387,-1.0,3.197745,0.05256082653369934,0.15258760261956833,63501.26021433376,11933.576022335345,0.05996347893357996,0.1006529685812936,0.10778073136772874,0.2757702899265684,0.09851358727579199,89.10394054854389,6.1433502909298525,2.444490841642404,95.98838680146343,0.032547162009973964,0.05271996017365448,11.595968364197532,265.6903617501752,95.13086972221635,0.5575690196078431,0.0794264411190046,0.05328663195576562,32.097959165219905
18,318,42.9844,21.7768,26,27.8637,0,108,123,6,130,6,0.97654,41.13469,0.0,0.0,3.78571,8.243,18.75355,0.0,0.0,125.0,37.5658,0.00035,0.3,2.283,-1.0,3.298488,0.052981886829986384,0.15134046408778207,63478.51039740051,11680.927634655547,0.06069524275814915,0.09855251804666132,0.10722837647885443,0.27577028992656455,0.10163564214349004,89.53044432191811,6.154950145824278,3.057173442226111,96.09726295267359,0.032352486331544604,0.052404087440323044,11.254967206790123,264.61796099166065,95.14877898825515,0.5565223529411765,0.07923958124976321,0.05294763206963896,32.12178567015094
19,319,42.7483,21.6262,26,26.5189,0,108,123,6,130,6,0.98702,40.87869,0.0,0.0,4.35714,8.284,18.689,0.0,0.0,125.0,37.47236,0.00036,0.3,2.174,-1.0,3.249228,0.05350818613522307,0.1502969182682949,63538.506959882056,11643.349515496338,0.061096227737125065,0.09647754722489624,0.10725070354290263,0.2757702899265615,0.10449504843179568,90.74562845559005,6.176766199466382,2.848298099315876,96.20800120325899,0.032160402523897,0.05194832795477911,11.022376543209877,263.6690767302423,96.4262113951083,0.5554043137254902,0.07903187030107899,0.05291817633272702,32.19799616307388
20,320,42.6771,21.5103,26,28.6651,0,108,123,6,130,6,0.98969,40.7828,0.0,0.0,2.71429,8.279,18.5631,0.0,0.0,125.0,37.51303,0.00034,0.3,2.283,-1.0,3.312256,0.05396168887903951,0.15104541193812002,63444.46396815945,11617.774167543526,0.062230757559502546,0.0944708372031694,0.10451411187148997,0.26971162290427547,0.1070953098323069,89.7930403685203,6.146933125074308,2.6127239555657185,96.28554533373823,0.03204190290169237,0.05147666757757289,12.47482638888889,262.82082813400837,95.47886083861069,0.5553745098039216,0.07874400815733834,0.05289472369456838,32.21043471348138
21,321,42.8161,21.4683,26,29.3386,0,108,123,6,130,6,0.99001,40.89694,0.0,0.0,2.10714,8.303,18.46115,0.0,0.0,125.0,37.4937,0.00029,0.3,2.207,-1.0,3.323002,0.054301666971268925,0.15468438851079488,63897.30588179932,11825.648347948569,0.06267840109280962,0.09274488098869735,0.10565133152922299,0.269711622904278,0.11098483033229385,91.20405955364862,6.135152952893777,3.5056957280542127,96.25431378143824,0.0318806730357372,0.050742163173674984,12.985194830246913,262.05322281249096,93.22526081032936,0.553736862745098,0.07811499748800271,0.0525580549854659,32.38644635235822
22,322,42.7116,21.5915,25,26.1028,0,108,123,6,130,6,0.98732,40.76832,0.0,0.0,2.82143,8.395,18.4305,0.0,0.0,125.0,37.29877,0.00035,0.3,2.369,-1.0,3.334251,0.05463221745973544,0.1540988812476594,63693.91149296406,11769.537769256185,0.06285027775921846,0.09113480290545271,0.10706431822521423,0.2658705819252141,0.11615906514728873,87.55600124177957,6.15289946111176,3.4919687959356955,96.35742460644533,0.031675222933699024,0.05001439514731778,12.874324845679013,261.4000372107694,94.0747224609822,0.551021568627451,0.07763804580622855,0.05237571035102443,32.33702633704668
23,323,42.7764,21.6896,26,28.3126,0,108,123,6,131,5,0.99365,40.81159,0.0,0.0,3.32143,8.544,18.53227,0.0,0.0,125.0,37.30313,0.00035,0.3,2.362,-1.0,3.342278,0.05475572280432779,0.15458918847353295,63909.82774796064,11910.09976379241,0.06403543325760508,0.08981200327103332,0.10865602936581482,0.2697116229042774,0.11932732489873224,89.94996117036212,6.154792995682442,3.227356033149414,96.40257916897426,0.03156146665237136,0.04943688799321761,12.654658564814815,260.84862406060415,92.40779187358537,0.5506951568627412,0.07702154521880686,0.05217343460124345,32.40472600489487
24,324,42.7336,21.7161,26,29.0796,0,108,123,6,131,5,0.98498,40.74314,0.0,0.0,4.96429,8.504,18.62266,0.0,0.0,125.0,37.25786,0.00034,0.3,2.19,0.39236,3.401618,0.05478240703374595,0.1548842216727043,63894.413972866074,11913.782340302756,0.06462916145400151,0.08868258036615159,0.10932707880223945,0.2636529558819926,0.12415355715324469,90.44118146714575,6.17749634286422,3.63469966948913,96.47889713050046,0.03141941119803926,0.04895238213560029,12.83227237654321,260.3553348194249,92.49126975321005,0.5498011764705882,0.07648038591480173,0.05216194251050363,32.34572064435041
25,325,42.9533,21.8198,26,28.2676,0,108,123,6,131,6,0.98944,40.90226,0.0,0.0,2.71429,8.477,18.63946,0.0,0.0,125.0,37.22846,0.00041,0.3,2.307,-1.0,3.384567,0.054852099327623215,0.15753727734755693,64008.905521659166,12015.97703949775,0.06480953540679839,0.08765417636650322,0.10628932615502146,0.2636529558819819,0.12598595228841483,87.17592050851472,6.161103909924656,3.179843365009547,96.4899948648398,0.03119027329818554,0.04847243293964817,13.659239969135802,259.9115734453398,92.02061226329782,0.5484513725490197,0.0759575097300085,0.05191839391457634,32.33802927276235
26,326,43.1932,21.9765,26,27.6088,0,108,123,6,131,6,0.98461,41.14306,0.0,0.0,4.82143,8.4,18.7398,0.0,0.0,125.0,37.3355,0.0003,0.3,2.509,-1.0,3.461049,0.054847444540732926,0.15810169660205492,63901.986286963904,12232.115409532651,0.06550417824706346,0.08628706897910163,0.10512439368647077,0.2636529558819825,0.12864818891565727,88.133039301644,6.131974867274893,2.871503974645731,96.52724053064902,0.03098145801567869,0.04811900683474714,13.722559799382717,259.48728460761146,89.98084087770854,0.5488847058823529,0.07553442987239412,0.051680037571429034,32.61300998263889
27,327,43.4513,22.1294,26,28.7513,0,108,123,6,131,6,0.99723,41.34833,0.0,0.0,5.71429,8.423,18.86652,0.0,0.0,125.0,37.47702,0.00033,0.3,2.654,-1.0,3.384907,0.05589233820277674,0.16115378437817848,64171.54953722263,12492.220848983558,0.06734699189635895,0.08486033979661861,0.10759983385193571,0.263652955881981,0.13124629154603493,89.17222931755043,6.147691744027036,2.58495697454179,96.46253409768818,0.03074744555812967,0.04760767368493467,13.748890817901234,259.0671068854307,90.0504784088543,0.5486780392156863,0.07510160378344355,0.051453245684728185,32.621284390673225
28,328,43.6753,22.1547,26,28.9898,0,108,123,6,131,6,0.99703,41.52058,0.0,0.0,3.28571,8.365,18.99679,0.0,0.0,125.0,37.5528,0.00027,0.3,2.301,-1.0,3.437847,0.05599878633759444,0.1656462348416311,64359.056916757276,12813.235596252898,0.06876343291781087,0.08363472227519471,0.11040659770426037,0.26143532983875645,0.134037764931443,89.32950748694587,6.172253162738731,3.806468536500162,96.48842873446327,0.03062310877355475,0.047259694818595134,13.914351851851851,258.65809866005736,91.21131775607212,0.5488341176470588,0.07473722675117336,0.05127374034636644,32.54461067105517
29,329,43.8961,22.1459,26,28.2935,0,108,123,6,131,6,1.00311,41.72029,0.0,0.0,4.35714,8.256,19.02249,0.0,0.0,125.0,37.7347,0.00024,0.3,2.436,-1.0,3.412641,0.05660227563856214,0.16752016182469526,64557.35254148149,12884.325386738334,0.07027013049313172,0.08241363931365599,0.1115097451904315,0.26143532983875645,0.13611646671229297,89.66288943807587,6.151513735530949,2.5227489436865813,96.45662229802957,0.030453032597947655,0.046930346221796,14.259162808641975,258.2709020527723,90.43792809109885,0.5508427450980392,0.07449655567808455,0.05123109638004577,32.50490692515432
30,330,43.9835,22.2288,26,29.0502,0,108,123,6,131,6,0.98578,41.83586,0.0,0.0,4.53571,8.247,19.01397,0.0,0.0,125.0,37.92458,0.00029,0.3,2.506,-1.0,3.424169,0.05719182603950552,0.1690117150640968,64290.22164500881,12940.706108128945,0.07255293240299746,0.08138094739747471,0.11185997684334903,0.2614353298387569,0.13871856107352404,89.58759177021791,6.139688730992588,2.935189412436889,96.46039731524954,0.030465838098493864,0.046854235152086365,14.745418595679013,257.81201301918145,90.79567775490983,0.5524133333333333,0.0743317922072105,0.05115966547281259,32.35204889744888
31,331,44.0581,22.3221,26,29.21,0,108,123,6,131,6,0.99091,41.89773,0.0,0.0,5.57143,8.199,19.08975,0.0,0.0,125.0,38.01001,0.00019,0.3,2.698,-1.0,3.373015,0.0577455228164027,0.16875131170015298,64297.64353040655,12889.294405377103,0.0770905272630556,0.08177166810282945,0.11254026687678391,0.26365295588198084,0.14065439551321443,87.01643567706704,6.1532823396911285,2.9016290658323522,96.48141512486953,0.03049360595839903,0.04690104847183146,14.914689429012345,257.2772128369614,91.84626526574928,0.5543787843137253,0.07419256593041432,0.05130168190273044,32.44161648220486
32,332,44.0882,22.4427,26,28.7493,0,108,123,6,131,6,1.00276,41.9128,0.0,0.0,4.32143,8.23,19.17048,0.0,0.0,125.0,38.08577,0.00024,0.31,2.645,0.3903,3.42086,0.05850627057591424,0.16923947705458914,64199.85728508961,12986.018148122694,0.08273886028486906,0.08232214578828063,0.11379543400246653,0.26143532983876133,0.1420822303534547,87.93475333443581,6.135814403675174,3.852565419210235,96.46973229076288,0.030497599696013563,0.046956480409470515,14.85595100308642,256.7529633769362,90.72837429047944,0.5562,0.07395549188978373,0.051858187269274214,32.279116783613034
33,333,44.2416,22.5743,26,30.4997,0,108,123,6,131,6,0.99492,42.06379,0.0,0.0,2.28571,8.171,19.2725,0.0,0.0,125.0,38.16827,0.00025,0.3,3.023,-1.0,3.379563,0.058927890954361475,0.17118956440953206,64031.49810788828,13113.303143424442,0.08482256802663833,0.083723603000902,0.11503217702997362,0.2614353298387591,0.14342659695499552,89.85017419612606,6.14944614202387,3.7611496741571924,96.35987964465771,0.03049470856919313,0.04701373299832937,14.728057484567902,256.2407620054693,91.60612169538994,0.5577396078431373,0.07368336435427174,0.052487735245702535,32.23498911916474
34,334,44.4249,22.6727,27,29.03,0,108,123,6,131,6,1.00263,42.25611,0.0,0.0,5.03571,8.163,19.38351,0.0,0.0,125.0,38.16678,0.00025,0.3,3.258,-1.0,3.415524,0.059400231385327594,0.17332587387564757,64081.73973407498,13216.188335336199,0.08784831700132016,0.08506350202886945,0.11669517559128224,0.2614353298387548,0.14506937714283366,87.27209739764243,6.1711077784062205,3.4362449597746845,96.30550086168236,0.030511813854445444,0.04700221073776666,14.916956018518519,255.72372370320764,92.37114985288886,0.5596164705882353,0.07357248817016783,0.05344269491690995,32.27407554343895
35,335,44.5147,22.6778,27,30.4475,0,108,123,6,131,6,1.00661,42.33976,0.0,0.0,2.92857,8.179,19.47048,0.0,0.0,125.0,38.21945,0.0002,0.3,3.345,-1.0,3.393692,0.05973242494127115,0.17346404058168838,63987.20861810939,13405.071217206741,0.08903969115821168,0.08646670858543334,0.1173130405941476,0.2636529558819845,0.14608609557645966,93.23191885267246,6.14154631815014,2.815181583664971,96.27517486883843,0.030488812003262502,0.04688352323814072,15.239872685185185,255.24451656608386,93.28093546260698,0.5611482352941175,0.0734899802228516,0.053861433394524615,32.25862743236401
36,336,44.4776,22.7009,27,31.7554,0,108,123,6,131,6,0.99685,42.25404,0.0,0.0,3.21429,8.245,19.47541,0.0,0.0,125.0,38.2883,0.00016,0.3,3.314,-1.0,3.437531,0.06022901478844144,0.17208508691895394,63682.93350422607,13494.725209771525,0.08743797316250944,0.08807274259078363,0.11612916932507551,0.261435329838756,0.14646568238948338,90.6620227710723,6.132242046907651,2.7121099042434254,96.25017321318862,0.030314268538015145,0.04678752029409214,15.124373070987655,254.80998340530329,92.96071978595972,0.5621235294117646,0.07324798930481485,0.0545622979462641,32.33719399534626
37,337,44.2964,22.7769,27,29.577,0,108,123,6,131,6,1.01396,42.06929,0.0,0.0,1.78571,8.398,19.4955,0.0,0.0,125.0,38.21053,0.00019,0.3,3.105,-1.0,3.401739,0.06044509235114637,0.1723384726136304,63688.229236253064,13159.87692507996,0.08721073727757458,0.08946354016183444,0.1146078252323873,0.2636529558819816,0.14640624605198335,92.94729986974461,6.135820769982427,3.0739954672676344,96.33441237798183,0.03018752818321539,0.046663200534090704,14.907262731481481,254.4725405213569,94.11505376490474,0.5639266666666666,0.07304296144609287,0.05501217197518721,32.20674773793162
38,338,44.4856,22.865,27,29.3939,0,108,123,6,131,6,1.00256,42.26687,0.0,0.0,2.53571,8.354,19.56688,0.0,0.0,125.0,38.23613,0.0002,0.3,2.95,-1.0,3.442263,0.06094864366774892,0.17416433360326816,63863.5840250984,13234.633807764096,0.08642822370608229,0.09073927415330266,0.11325222142657453,0.2614353298387538,0.14450207282968017,89.03371766182968,6.113036878283755,3.696001208827307,96.26680104416329,0.03005563318332538,0.04656746797508523,14.83376736111111,254.2553706298253,95.12957852001051,0.5659925490196078,0.07296653629723222,0.055119872596912936,32.41812981499566
39,339,44.6975,22.9503,27,30.2401,0,108,123,7,131,6,1.00538,42.47948,0.0,0.0,4.32143,8.425,19.64561,0.0,0.0,125.0,38.28795,0.00024,0.3,3.18,-1.0,3.362096,0.06154691325720725,0.1739892672238293,63859.38266987697,13444.685643381481,0.08636547614245559,0.0919623014306758,0.11197871921743018,0.26143532983875667,0.14307311340999235,87.1806244149614,6.126696875891078,2.649642880634919,96.26169932560457,0.029978816975990433,0.046581555957322114,14.810426311728396,254.06080319590723,94.27332387533467,0.5677350784313704,0.07279343063396997,0.055528096504324415,32.449978675371334
40,340,44.5894,23.0994,27,28.9794,0,108,123,6,131,6,1.00089,42.4012,0.0,0.0,3.03571,8.528,19.707,0.0,0.0,124.0,38.19792,0.00025,0.3,3.003,0.39378,3.47127,0.06203310233119841,0.17325423952649147,63708.085048051784,13210.210722879277,0.0862294107495649,0.09317130217443521,0.11070296346168759,0.2636529558819809,0.14177577624343388,93.94580394797632,6.1622320584034505,2.9293859612945177,96.317445541317,0.029886478440958285,0.046649005068301726,14.91430362654321,253.89915618243236,94.33184514944894,0.5680607843137255,0.07269419858017939,0.055727301151729663,32.465292283046395
41,341,44.4005,23.2929,27,29.6371,0,108,123,6,131,6,1.0047,42.29301,0.0,0.0,5.39286,8.644,19.83632,0.0,0.0,125.0,38.14423,0.00018,0.3,2.618,-1.0,3.49297,0.0624505370705823,0.17340442235990872,63629.29060924244,12859.592744103411,0.08559358973144014,0.09438485696560606,0.10946395450888707,0.2614353298387563,0.14114547677651243,91.5837346203482,6.163791350854799,3.4124586628587315,96.18529316817828,0.029754177308266114,0.046716173853862515,14.847463348765432,253.72211943889883,93.08387219854181,0.5689119999999948,0.07249522798542439,0.05554786048889602,32.514240594557776
42,342,44.5917,23.3829,27,28.9116,0,108,123,6,131,6,1.00368,42.42911,0.0,0.0,2.78571,8.738,20.01279,0.0,0.0,124.0,38.21307,0.00016,0.3,3.062,-1.0,3.485025,0.06295808956335414,0.17420515440090256,63909.50189792196,13192.256599791332,0.08571059398809769,0.09595313866407204,0.1083192494460481,0.26143532983875445,0.14141774862560944,92.1525473594693,6.188202068703558,3.253281824907882,96.23493820185793,0.029704090122233125,0.04673623729484273,14.855516975308642,253.5308216436121,94.35073450841881,0.5723176470588235,0.0724154902930366,0.05551144212906726,32.63640057599103
43,343,44.3677,23.1577,27,30.8839,0,108,123,6,131,6,1.00353,42.19318,0.0,0.0,2.71429,8.733,20.08351,0.0,0.0,125.0,38.09072,0.00019,0.3,3.042,-1.0,3.499279,0.06331445937739102,0.17446153549786372,64157.425171670715,12983.606617040095,0.08624956984736697,0.0985525584136653,0.10924142239833244,0.26143532983875367,0.13988691791683797,93.30727636247222,6.16929347414796,4.0437253331659715,96.35409584771182,0.029691763343546625,0.0467281744766066,14.669222608024691,253.299425067057,95.1059200635338,0.5734491372549,0.0720800254764279,0.055515157579093026,32.574067104009934
44,344,44.3452,23.2466,26,27.7542,0,108,123,6,131,6,1.00061,42.14597,0.0,0.0,3.89286,8.723,19.88862,0.0,0.0,125.0,37.80868,0.00025,0.3,2.94,-1.0,3.511838,0.06345090558317666,0.17399336787146927,64263.215143873735,12923.900629698275,0.08762188390052746,0.10049445825334062,0.11350561116560068,0.2614353298387524,0.13869216623935454,87.92668588383094,6.142727649595826,4.318863629229617,96.37229628030839,0.029626654664875633,0.04666924737944906,14.487509645061728,253.04126010062745,94.26694726602007,0.5690555490195994,0.07190257511639352,0.05549144645726245,32.56923986364294
