,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.5,cubrow.1.0,cubcol.0.6,contrast,tone,cubrow.0.3,noise,movement,fft,cubcol.0.5,uhdhdsim,cubcol.0,cubrow.0,cubcol.1.0,blockiness,temporal,blur,color_fulness,cubcol.0.3,cubrow.0.6,staticness,saturation
10,10,28.7576,13.1803,14,8.77734,0,119,115,5,137,6,0.99179,27.79145,0.0,0.0,10.64286,9.231,11.80697,0.0,0.0,119.0,25.88202,0.0,0.31,3.739,-1.0,4.544561,0.10147580883305031,0.028867443924982222,0.09611215300975211,89.43498211842062,0.3932278431372549,0.09298419473037291,0.20793653046654173,4.0650559413580245,61975.56055345787,0.06290968911065045,101.96469586124698,0.08793755227966155,0.11125218003402887,0.07684519922027132,0.9540110693848758,3.4445851505758864,4905.328936239653,76.04189503514871,0.051170416995592875,0.10560550296534423,539.7980804905425,55.71133460527585
11,11,28.8976,12.087,14,8.4619,0,119,115,5,137,6,0.99068,27.90425,0.0,0.0,7.85714,9.05,11.3178,0.0,0.0,118.0,25.85788,0.0,0.31,3.607,-1.0,4.560717,0.10208029455512485,0.028003452637313197,0.09530550655123042,90.00634786206757,0.39028666666666667,0.0928339677793042,0.20571890442331342,4.361979166666667,61986.401156462285,0.06287549160302164,101.9481302329171,0.08811210453561778,0.11134112854575683,0.07764374522567016,1.1312270052224873,3.37473099922492,4939.403857984445,75.75880154490079,0.049950808543018095,0.10598505406806391,535.8181291582769,55.68094060450425
12,12,29.2601,11.6648,15,7.91669,0,119,115,5,137,6,0.99763,28.23656,0.0,0.0,8.32143,9.234,10.37954,0.0,0.0,120.0,25.91112,2e-05,0.31,3.868,-1.0,4.589216,0.10305001856696545,0.027356414659736913,0.0965093913693213,90.09811064128257,0.38957617647058795,0.09287933021526276,0.2079365304665366,3.856915509259259,61964.797622045844,0.06282555832318815,101.85787856076381,0.08819410087680611,0.11137232372492474,0.07830831670162847,0.8030488879802945,3.286409352562941,5068.596867199109,75.51124312518675,0.04893543350461563,0.10601933481388598,531.9602003680096,55.578339564947434
13,13,29.5147,11.442,15,7.3409,0,119,115,4,137,6,0.99566,28.45033,0.0,0.0,12.82143,9.221,10.01554,0.0,0.0,121.0,25.95393,1e-05,0.31,3.356,-1.0,4.552451,0.10465447955094562,0.02678925246739267,0.09845529964156272,91.78806868935737,0.388125176470588,0.09297519519023342,0.20571890442331472,3.365788966049383,61970.88904825607,0.06279489243636972,101.81548343620968,0.08822429377040475,0.11138135088698195,0.07888981245467977,1.1306900590594262,3.2185896070549247,5158.881793842427,75.09655131078931,0.048053674455528904,0.10616197543406532,528.2192179710829,55.49749906563465
14,14,29.4593,11.7367,15,7.15251,0,119,115,5,137,6,1.00105,28.3986,0.0,0.0,8.57143,9.242,9.82502,0.0,0.0,121.0,25.92503,1e-05,0.31,3.406,-1.0,4.579641,0.1052798274267226,0.026673145214154308,0.09969044645742763,90.3654481881356,0.3860901960784314,0.09307844371775874,0.2057189044233179,3.197145061728395,61978.2038065699,0.06279225207327883,101.82491406202013,0.08833011620862302,0.1113523808973122,0.0792978949960011,1.0947481690762513,3.2211070517985103,5135.879766300812,74.81547181137303,0.047249925300823746,0.1067684916591002,524.5668075275911,55.34296935281636
15,15,29.4126,11.9285,15,6.84295,0,119,115,4,137,6,0.9984,28.37153,0.0,0.0,10.35714,9.214,10.07396,0.0,0.0,121.0,25.86476,0.0,0.31,3.543,-1.0,4.594509,0.10526519163197198,0.02660559553074161,0.09801777426281938,89.0203542153323,0.38455490196078423,0.09325678826885107,0.20793653046653912,3.775607638888889,61946.49500058028,0.06277229505425154,101.84477153515752,0.08843368498462928,0.1114007794727734,0.07965439321108772,0.7203214711709656,3.2210828225764576,5120.230973146988,74.41174079089672,0.04656105270495104,0.1075001849441417,520.9930552412402,55.3423469449267
16,16,29.4435,12.0267,15,7.77086,0,119,115,4,137,6,0.99698,28.40899,0.0,0.0,11.60714,9.277,10.24107,0.0,0.0,121.0,25.80437,0.0,0.31,3.709,0.55131,4.593235,0.1053541919300012,0.027139748228185892,0.09677234918406846,89.17772202221519,0.38420117647058827,0.09367272763035629,0.20571890442331417,4.095823688271605,61941.13976629228,0.06273163218681313,101.82951535435996,0.08857341464070545,0.11136783629900904,0.07992556714857972,0.9245283886033288,3.2085151062824684,5135.827515426139,74.15055213370748,0.045932775656393365,0.10819341643884327,517.5286965962068,55.42973723234954
17,17,29.6034,11.8488,15,7.21808,0,119,115,4,137,6,1.00693,28.53451,0.0,0.0,8.82143,9.226,10.32631,0.0,0.0,120.0,25.76321,2e-05,0.31,3.654,-1.0,4.653417,0.10591337684956549,0.02803733713877486,0.09563487636474462,86.34506402809899,0.38397843137254906,0.09430212632707605,0.2035012783800845,3.964747299382716,61958.78295338931,0.06272245102440208,101.79095570366218,0.08905448796311818,0.11137248414348028,0.08018972076097951,1.337531802279451,3.210656651367949,5206.117976338004,73.79648787899589,0.04534769370190156,0.10868821113204717,514.0597458503372,55.377616976514275
18,18,29.7785,11.6493,15,6.87821,0,119,115,4,137,6,1.00282,28.6667,0.0,0.0,7.21429,9.132,10.17256,0.0,0.0,120.0,25.73402,0.0,0.31,3.46,-1.0,4.715273,0.1067730711401211,0.030517027032320856,0.09461465917221104,87.4921484143818,0.38305411764705743,0.09495965387016914,0.20571890442330742,3.857349537037037,61979.869071494235,0.062695071937142,101.74603665163197,0.08998963239219493,0.1113585880305286,0.0804705381567847,1.1923964484144864,3.1600886794007783,5286.07516334394,73.71908958888386,0.0448569897012845,0.10906006966950411,510.6308010600939,55.39710998535157
19,19,29.9478,11.4431,15,6.75289,0,119,115,4,137,6,0.99955,28.80972,0.0,0.0,6.92857,9.234,10.00329,0.0,0.0,121.0,25.72828,0.0,0.31,3.308,-1.0,4.680247,0.1075594368141827,0.03371687642976992,0.09374325916578388,89.08085102769648,0.38214588235294117,0.09560451591686389,0.20571890442330823,3.6653645833333335,61835.133102141466,0.0627037402151841,101.70365737971755,0.08999925859196785,0.11137977138959214,0.08070462474652511,0.9663609270123842,3.0962723277636446,5394.257740616869,73.58291691683127,0.04440099263518762,0.10952161803584337,507.2981049042764,55.31637912326389
20,20,30.1819,11.2989,15,6.4271,0,119,115,4,137,6,1.00585,28.99326,0.0,0.0,6.46429,9.249,9.82772,0.0,0.0,122.0,25.76356,0.0,0.31,3.288,-1.0,4.720868,0.10844557231875812,0.03673054204312452,0.09321902158577572,91.23209954746693,0.3816788235294118,0.09618422189384088,0.1996602374010206,4.201147762345679,61973.53495968038,0.06270320581369362,101.66927489391117,0.09004861493660485,0.11133663283071545,0.08090368172400164,1.3288501772920969,3.071860955920741,5517.181806867224,73.56355741408248,0.04395852522449043,0.10973678682247394,504.13313372557127,55.34705550582321
21,21,30.3773,11.0953,15,6.39235,0,119,115,4,137,6,1.00383,29.1619,0.0,0.0,8.92857,9.209,9.69994,0.0,0.0,123.0,25.79029,0.0,0.31,3.42,-1.0,4.630863,0.1088461509094406,0.03951592587297501,0.09345702500320738,90.28656750146072,0.3806937254901961,0.09669039485071032,0.19966023740101976,4.104552469135802,61906.429947603094,0.06274216247726089,101.61591670574711,0.0901633161523054,0.11131031113505487,0.08117235832680636,1.4637063408645299,3.0686326331348166,5596.631782611678,73.46340432750247,0.043578691045648404,0.10988469267178023,501.1524555359779,55.497311627423315
22,22,30.8025,10.9041,15,6.75874,0,119,115,4,137,6,1.00198,29.53246,0.0,0.0,9.25,9.252,9.52454,0.0,0.0,122.0,25.8581,0.0,0.31,3.578,-1.0,4.706116,0.10886546441979006,0.0420482731992604,0.09462457009625502,90.6609077763502,0.38106000000000007,0.09717585943050135,0.1996602374010218,3.9110243055555554,62018.06836522078,0.06272816388541123,101.54090816167745,0.09030719835354041,0.11128590327399121,0.08131896288864342,1.1042928711280766,3.0324513974049867,5776.565736692193,73.41403490960337,0.0432301264461397,0.11016646449417734,498.3483358143578,55.36335358796296
23,23,31.2306,11.0193,15,6.44052,0,119,115,4,137,6,1.01278,29.88517,0.0,0.0,7.71429,9.117,9.35896,0.0,0.0,124.0,25.90968,0.0,0.31,3.203,-1.0,4.711904,0.10860290472225743,0.044432960674106445,0.09688105463467896,87.38533741829092,0.3807690196078431,0.09781929954333017,0.20350127838008206,3.6809413580246915,61961.02849060001,0.0627523571059467,101.45406439854305,0.0904460676578593,0.11129118322362248,0.08144870465119243,0.934601302518491,2.9870896867705024,6025.128226980416,73.45428298934291,0.04289775314714291,0.11043367651681309,495.75295372661645,55.36073642306858
24,24,31.3155,11.1766,15,6.02579,0,119,115,4,137,6,1.00447,29.95098,0.0,0.0,9.46429,9.11,9.46029,0.0,0.0,123.0,25.92786,0.0,0.31,3.494,0.55954,4.608458,0.10798897217186118,0.04663423280479381,0.09846823191644884,90.80137472756708,0.3813650980392157,0.09821319149117062,0.20350127838008245,3.743586033950617,61971.991832247455,0.06276806480574353,101.43420404587692,0.09051574406015835,0.11132044198871001,0.08155308322744957,1.10260373542367,2.9781906423724482,6101.902616344715,73.26370463977268,0.04260024602843571,0.11049675378445083,493.38947709474377,55.40316075454523
25,25,31.34,11.2079,15,6.62881,0,119,115,4,137,6,1.00653,29.94922,0.0,0.0,12.64286,9.152,9.59786,0.0,0.0,123.0,25.95643,1e-05,0.31,3.631,-1.0,4.642908,0.10750381205675297,0.04864554151678438,0.09911033906734762,88.78084697764454,0.38206705882352937,0.09849101631112388,0.1996602374010216,3.8793885030864197,61980.826702361854,0.06276778751335226,101.42756555727593,0.09051459023784152,0.11131487228752004,0.08169129793713485,0.6829788983828106,2.981869538166288,6134.480686026761,73.10863633133064,0.04232961847397054,0.11034690726338549,491.2242486438882,55.43202774612992
26,26,31.3816,11.1422,15,6.38576,0,119,115,4,137,6,0.99951,29.97749,0.0,0.0,9.32143,8.985,9.63082,0.0,0.0,122.0,25.98471,0.0,0.31,3.3,-1.0,4.65347,0.10723273387450087,0.050711571827685716,0.09992444992284405,88.38232691068905,0.38414784313725486,0.09859275804356069,0.19966023740102104,3.8153935185185186,62022.001025878744,0.06278544783259411,101.42099894148731,0.0905755027159264,0.11130780187482513,0.08180211708211806,1.3626229068079283,3.018184502793233,6188.440457330591,72.98491359642385,0.04207286950309505,0.11014645180028883,489.2184785661745,55.61519782925829
27,27,31.5778,10.9928,15,6.5527,0,119,115,4,137,6,1.00512,30.14787,0.0,0.0,11.78571,8.875,9.58438,0.0,0.0,123.0,26.05513,0.0,0.31,3.72,-1.0,4.582718,0.1070877713403754,0.05282352699004891,0.10075308826006459,90.18388047165813,0.3856003921568627,0.0987419101965223,0.2057189044233121,3.798659336419753,62018.125459177005,0.06276091391593568,101.37469860769329,0.09067918570216466,0.11130920652525335,0.08190611345948937,1.2557407421865345,3.010626648022967,6301.973645469765,72.66014544430976,0.04181531289379557,0.11036101880462128,487.2169353351448,55.53348965115017
28,28,31.7268,10.8954,15,6.64842,0,119,115,4,137,6,1.01146,30.2713,0.0,0.0,11.57143,8.778,9.46961,0.0,0.0,123.0,26.1207,0.0,0.31,3.749,-1.0,4.632115,0.1068579606077522,0.05492045465559119,0.10135633905034502,91.3972782719826,0.38622588235294114,0.09885645426379122,0.20350127838008195,3.8779417438271606,61989.80318427917,0.06275299545672598,101.35358063096618,0.0907289337978664,0.111298325293128,0.08199061070803917,1.1042885512806955,2.9782983226869253,6471.798618418582,72.62771489168811,0.041585436784741775,0.1105105875936791,485.2917647467018,55.59363358109085
29,29,31.6791,11.2517,15,6.49069,0,119,115,4,137,6,1.01127,30.21044,0.0,0.0,11.07143,8.693,9.38851,0.0,0.0,124.0,26.14084,0.0,0.31,3.444,-1.0,4.711496,0.10639904465395114,0.05689043805530214,0.10196199012395901,90.75277556631077,0.3862631372549019,0.09894256820882126,0.19966023740102012,4.220679012345679,61971.70103599634,0.06275794464913494,101.38610816473602,0.09077339589942439,0.11131804302688124,0.08205831712984045,1.4273159719670006,2.994575938284805,6487.853628171708,72.40402153616878,0.04137214082740506,0.1104534809407698,483.4214839788234,55.68391964759356
30,30,31.5668,11.6623,15,6.97165,0,120,115,4,137,6,1.01203,30.12097,0.0,0.0,12.78571,8.652,9.69367,0.0,0.0,122.0,26.12383,0.0,0.31,3.839,-1.0,4.678757,0.10598882627119899,0.058698520045928466,0.10405512998813948,91.92735719548122,0.38707213725490175,0.09876411415943248,0.199660237401019,4.560233410493828,61933.956811608085,0.06272876406081032,101.39506913782174,0.09081212493555978,0.11131844858003737,0.08211459262105245,1.3607145106772063,3.050223831006289,6486.983750828522,72.0440607521682,0.04117547746892964,0.11041346351176973,481.5957736717995,55.66263194143036
31,31,31.7306,11.4698,15,6.63241,0,120,115,4,137,6,1.00236,30.23637,0.0,0.0,11.28571,8.542,10.05805,0.0,0.0,121.0,26.08577,0.0,0.31,3.345,-1.0,4.668959,0.10533889118350782,0.05995653979937533,0.10678984914173546,89.0892562037856,0.38686290196078427,0.09842441969614325,0.19966023740102012,4.795669367283951,61972.606822768044,0.0627012351582845,101.39113758596453,0.09089754261159855,0.11135191935609266,0.08217412484905828,1.1503011069166216,3.0962998958866192,6692.070147701763,71.92567499994462,0.04099038934793985,0.11066057807320102,479.8332455438317,55.865010579427086
32,32,31.8683,10.8908,15,6.44752,0,120,115,4,137,6,0.99958,30.36275,0.0,0.0,10.46429,8.517,9.89363,0.0,0.0,121.0,26.03681,0.0,0.31,4.12,0.54861,4.669535,0.10496126948418705,0.06122825246701639,0.10843584953506483,88.7019113857461,0.3866101960784314,0.09804473455444687,0.19966023740102049,4.994212962962963,61979.02580944395,0.06267444293398791,101.36286084442517,0.09084306159271262,0.11141889155424155,0.0822210031410533,1.4880465203481459,3.128122462670045,6848.232043724539,71.64596639941843,0.040804696525429465,0.1106089821338933,478.13712133141064,55.71318657015577
33,33,31.811,10.5167,15,6.56043,0,120,115,4,137,6,1.00605,30.31183,0.0,0.0,12.67857,8.488,9.40014,0.0,0.0,119.0,25.97269,0.0,0.31,4.144,-1.0,4.709624,0.10449427215297384,0.06273990906761616,0.10993711004386751,90.60268064852323,0.38668549019607845,0.09753530747582319,0.1996602374010189,4.985435956790123,61935.90944929053,0.06265927550836803,101.39159748751194,0.09002463986685541,0.11157180053297347,0.08224095434226411,1.2488335369811012,3.1324754210327788,6816.311412291221,71.48624705207156,0.04063385496351506,0.11055945048717213,476.5382545959096,55.79151087631414
34,34,31.7789,10.7169,15,6.37413,0,120,115,4,137,6,1.01252,30.25777,0.0,0.0,10.0,8.403,9.07197,0.0,0.0,116.0,25.8747,0.0,0.31,4.414,-1.0,4.68621,0.10416467717376447,0.06345200319844192,0.10981382305863584,86.49827378510007,0.38638549019607843,0.09708583062008054,0.1996602374010192,5.087866512345679,61937.24309413409,0.0626508918400237,101.42738482607024,0.08933428817806206,0.11171345960888543,0.08223148188837635,1.0693152506656893,3.180920977107555,6887.617476150738,71.5474135868553,0.040485396939969394,0.11081913587837924,475.0436506824744,55.80673519181617
35,35,31.6264,10.9912,15,6.42138,0,120,115,4,137,6,1.0056,30.09374,0.0,0.0,10.53571,8.312,9.23218,0.0,0.0,116.0,25.76259,0.0,0.31,3.997,-1.0,4.642331,0.10353942877686013,0.06379877892336142,0.10894045218267405,89.50165705975388,0.387376137254902,0.09666390394360568,0.19966023740101999,5.198688271604938,61950.097393099386,0.06264047601228039,101.48006915906655,0.08866897924417874,0.11187392998332288,0.08221242744876972,0.7949712086675704,3.1704000490779416,6852.08925102073,71.20674358322732,0.04034887637533539,0.11097874147913896,473.6251469376463,55.81893280406057
36,36,31.5785,10.5546,15,7.02138,0,120,115,4,137,6,1.00708,30.04654,0.0,0.0,8.39286,8.285,9.46989,0.0,0.0,113.0,25.6063,0.0,0.31,4.415,-1.0,4.720959,0.1029369251746399,0.0641460909017466,0.10814378222270547,90.68771769139015,0.38573176470588233,0.09631312146136861,0.19966023740101535,5.090229552469136,61951.99677902537,0.06262959591565244,101.50354812005206,0.08806425223074302,0.11204410718363098,0.08216158247807508,0.9032228526766842,3.1716248900458637,6820.066203482665,70.83475288902362,0.04020689357366366,0.1111726316680522,472.2587483401883,55.759432380582076
37,37,31.8072,9.94874,15,6.87045,0,120,115,4,137,6,1.01141,30.24818,0.0,0.0,4.85714,8.155,9.09115,0.0,0.0,111.0,25.5264,0.0,0.31,3.947,-1.0,4.592998,0.10236298528429201,0.06475608829094066,0.10749587313317675,93.05134228609819,0.3864337254901961,0.09604678344922726,0.1996602374010231,5.006703317901234,62015.35867973126,0.06265052405811479,101.45788815667345,0.08750723770020849,0.112241792775103,0.08211450983368992,1.3596858591798742,3.1712176423065865,6993.792794300304,70.67507083915099,0.04008443552335475,0.11127212496432422,470.9085077651454,55.62825577347367
38,38,31.8839,9.88815,15,6.64513,0,120,115,4,137,6,1.00455,30.33035,0.0,0.0,7.75,8.095,8.55944,0.0,0.0,108.0,25.46511,0.0,0.31,4.086,-1.0,4.561841,0.10182899462734064,0.06539272142567916,0.10694579397222541,86.11018765008825,0.3869007843137255,0.09568400213226143,0.19966023740102223,5.1236496913580245,61992.861674288964,0.06267045324371429,101.43388740917311,0.08694836954782406,0.1123908484987535,0.08206949035593654,1.4021642890517014,3.1735721591742005,7036.200165882288,70.35143399013198,0.039980301800197356,0.11156944575342345,469.5899110748505,55.647943567346644
39,39,31.7217,10.6931,15,6.18949,0,120,115,4,137,6,1.00279,30.19222,0.0,0.0,8.32143,8.229,8.49884,0.0,0.0,108.0,25.41187,0.0,0.31,3.675,-1.0,4.505382,0.10112727177758574,0.06596340699039419,0.10642884097772289,93.18048702062889,0.3864337254901961,0.09519481738318092,0.20571890442331434,5.4349440586419755,61999.811596712185,0.06269256085119497,101.44462538880552,0.0863917630764907,0.11241476285551322,0.08191850144871055,1.4012715877845492,3.148824358884915,6940.641682932878,69.60980422660465,0.039896029412876496,0.1120150707326765,468.29745739850847,55.69416055561584
40,40,31.2482,11.5305,15,6.54434,0,120,115,4,137,6,1.00377,29.79429,0.0,0.0,7.96429,8.564,9.18858,0.0,0.0,112.0,25.33783,0.0,0.31,3.405,0.56829,4.454701,0.10031926657213129,0.06639454410494317,0.10580643808226088,88.5002773355568,0.3864098039215686,0.09473065977247076,0.2057189044233129,5.890432098765432,61959.02548708283,0.06272345914555501,101.5104239606621,0.08586101956644149,0.1123903782654,0.08165809062770554,1.1026394566769169,3.1350585805118127,6575.144055206668,68.95461461021955,0.03982032734720996,0.11238680021104175,466.9930779525408,55.621987990391105
41,41,30.6126,12.0349,15,7.27165,0,120,115,4,137,6,1.00039,29.25914,0.0,0.0,5.89286,8.816,9.90396,0.0,0.0,109.0,25.19569,0.0,0.31,3.285,-1.0,4.467093,0.09927330815587522,0.06677998900958207,0.10536016879735313,87.78000183087383,0.38549411764705876,0.09427452908457458,0.2057189044233129,6.333333333333333,61977.15164539332,0.06276446269043183,101.57529229602179,0.0854565631764923,0.1122766510298112,0.0813277870895902,1.7709493390941264,3.2617439267867185,6230.603224300734,67.95053841931981,0.03974777806078113,0.11208322456521462,465.6496448231058,55.61604742356289
42,42,30.2613,12.2628,15,7.2823,0,120,115,4,137,6,1.0023,28.93904,0.0,0.0,6.53571,8.903,10.34525,0.0,0.0,110.0,25.06002,0.0,0.31,3.518,-1.0,4.485022,0.09881289385744915,0.0671576063649045,0.10495179188968161,91.85627522650155,0.3852152941176471,0.093913786139391,0.20350127838008195,6.873167438271605,61902.053847886535,0.0628316373767521,101.62164315975367,0.08502879926968772,0.11213394975616689,0.08100918326682718,1.4299517944550477,3.341458076676902,6054.759122877549,67.2190787357901,0.039670867937175974,0.11192102805822658,464.2684069500023,55.56218502845294
43,43,30.1648,12.4395,15,7.22633,0,120,115,4,137,6,0.99654,28.85849,0.0,0.0,5.42857,8.896,10.54716,0.0,0.0,111.0,25.00871,0.0,0.31,3.61,-1.0,4.427695,0.09805255415330957,0.06742611189460607,0.10436670345915146,91.7016811248358,0.384355294117647,0.09370416957228112,0.20571890442330928,7.495659722222222,61885.188670402255,0.06289026903898091,101.62232849455302,0.08461692330415618,0.11213753481593865,0.08069621778413202,1.7385521818130154,3.3328270738237147,5984.6958748390125,66.82979123238626,0.039578880606764594,0.11153936231253377,462.8546149198576,55.52794769663869
44,44,30.3252,12.7551,15,7.61743,0,120,115,4,137,6,0.99203,28.98639,0.0,0.0,3.46429,8.879,10.70428,0.0,0.0,109.0,24.99458,2e-05,0.31,3.707,-1.0,4.486328,0.09728026746602193,0.06769148484840105,0.10388095397233699,91.97014488324669,0.38428392156862745,0.09335506663202675,0.20350127838008172,7.899546682098766,61947.902704293265,0.06293986132828189,101.61324773270118,0.08431171258749523,0.1121833054593192,0.08040797576162553,1.3044939088513996,3.29165277286488,6132.080413374249,66.87696936970534,0.03949415520528331,0.1112754086891419,461.47222606128054,55.60752774462288
