,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.1.0,cubcol.0.6,cubcol.0,blockiness,saturation,contrast,fft,blur,cubrow.1.0,noise,cubrow.0,uhdhdsim,cubrow.0.3,cubrow.0.5,tone,color_fulness,movement,cubrow.0.6,staticness,temporal,cubcol.0.5,cubcol.0.3
10,310,73.036,15.7858,95,20.7715,0,116,121,41,131,34,1.02128,76.73609,0.0,0.0,1.57143,3.204,14.36998,0.0,0.0,130.0,59.46736,0.00922,2.95,1.723,-1.0,0.0,0.1409379115123272,0.23172786704930398,0.09237602289547044,3.0602588483723054,39.64106336052035,93.91135128061373,76163.28332768458,40964.34848186055,0.2782723041329563,2.8565834233309535,0.24885561667961872,81.45608363226489,0.2282344776212455,0.24283182323099842,0.9066525490196078,143.4542449665375,5.578993055555555,0.2466211221027191,467.401775906285,6.584281240360294,0.3035573208124413,0.20598424681988128
11,311,73.4987,15.5921,95,20.1163,0,116,121,41,131,34,1.0287,77.13153,0.0,0.0,0.64286,3.188,13.77771,0.0,0.0,130.0,59.53219,0.00882,2.98,1.799,-1.0,0.0,0.14098647951261864,0.23173788438308804,0.09217310274765593,2.859119935619948,39.64405521345727,93.922341854642,76244.95317442015,41016.64020355312,0.2768852787277217,2.8685415389891857,0.25421705453962773,81.35789766895086,0.2281064758497256,0.24312352971930132,0.9076678431372548,143.4202100563894,5.56958912037037,0.24657254654928146,466.2102309185366,6.535137522718525,0.3017587344003598,0.20443647161202383
12,312,73.2175,15.629,95,19.8138,0,115,121,41,131,34,1.03037,76.88842,0.0,0.0,0.64286,3.198,13.60421,0.0,0.0,130.0,59.58706,0.00959,2.93,1.861,-1.0,0.0,0.14070015495939417,0.23065543824065554,0.09203526738460766,2.841071930091022,39.69264315381462,94.06120332512046,76108.12285718205,40601.077093816246,0.27596040586643406,2.864700498010112,0.25711103247884814,81.35286682192204,0.2280365449087457,0.24325121050903922,0.9079129411764707,143.33507739386064,4.663387345679013,0.2467753903428368,465.0203803333116,6.532691302365831,0.2996147225417082,0.20258571444199996
13,313,72.7302,16.1685,95,20.1987,0,115,121,41,131,34,1.02484,76.45816,0.0,0.0,0.75,3.186,13.6409,0.0,0.0,129.0,59.56732,0.00923,2.95,1.873,-1.0,0.0,0.1402678895659086,0.22872118534794875,0.09198459674283642,3.200354761674099,39.72219641414689,93.07652041299322,76222.90222599266,39807.17045288656,0.27545057734884515,2.8751944171188732,0.25638834328895166,81.42107436182023,0.22841353914270884,0.2433659819601782,0.9065211764705883,143.16802746643353,4.207658179012346,0.246948122132304,463.7837233379944,6.5367324440828,0.2977618214579078,0.20035896473111167
14,314,72.8175,16.1182,95,20.5964,0,115,121,41,131,34,1.03463,76.54849,0.0,0.0,0.96429,3.168,14.08169,0.0,0.0,129.0,59.38051,0.00907,2.94,1.902,-1.0,0.0,0.14015344632496038,0.22705817272398532,0.09213393248823894,2.360717909585744,39.52787404001495,92.740553489917,75972.11005117136,39519.70543766764,0.2743292642442687,2.865294709117515,0.25819459429128716,81.3218545160391,0.22866620088600387,0.24338319951276213,0.9044964705882353,143.20793603729328,3.771556712962963,0.24698688601343816,462.5889640416967,6.560743310342802,0.296577202658645,0.19879843728038935
15,315,72.2579,16.281,95,20.4046,0,115,121,41,131,34,1.02897,76.01249,0.0,0.0,0.78571,3.164,14.05068,0.0,0.0,129.0,59.4028,0.00908,2.7,1.807,-1.0,0.0,0.14028050244228443,0.22551236671389366,0.09221158734298887,2.928932730198028,39.64602114830488,90.98919986560702,75907.32220280677,38916.89811301788,0.27451905392457465,2.866918124053353,0.2603796698337053,81.41723127953941,0.22833533379545662,0.24342205272781228,0.9029654901960784,143.25360014038512,4.404755015432099,0.24710876628249587,461.3887538284704,6.569046766308844,0.2953535002987168,0.1969963317875592
16,316,72.115,16.3067,95,19.9479,0,115,121,41,131,34,1.02407,75.89994,0.0,0.0,0.92857,3.167,14.23577,0.0,0.0,130.0,59.45334,0.00922,2.69,1.674,0.125,0.0,0.14030231588054914,0.22387623246441385,0.09220450130100687,3.147631726153633,39.56417865517699,90.03750398708942,75950.78129479496,38724.14880283985,0.2745818417353454,2.870918383418779,0.26121337993328514,81.4157284216601,0.22799993824741754,0.24355224989291302,0.9046811764705883,143.4878183576646,4.677951388888889,0.24704265223140134,460.20472731313396,6.555841259762135,0.29398180255069006,0.1949805187885282
17,317,72.5381,16.4923,95,19.4197,0,115,121,41,131,34,1.02336,76.33536,0.0,0.0,0.82143,3.169,14.27442,0.0,0.0,130.0,59.29655,0.00899,2.68,1.659,-1.0,0.0,0.14035301012632923,0.22262711695452292,0.0922011060478844,3.7141891080962135,39.66579597378955,92.52641905977781,76157.27589283051,39815.22908630972,0.27535141646548145,2.878441246990546,0.25987040736671346,81.38066986493436,0.22790429145037408,0.24354004428840828,0.9024254901960785,143.31821324555162,4.504484953703703,0.24706172931363116,459.1323658990561,6.530589155237541,0.29301874328426325,0.1932324444132302
18,318,73.194,18.5821,96,22.0096,0,115,121,41,131,34,1.0226,77.01803,0.0,0.0,0.75,3.18,14.4457,0.0,0.0,130.0,59.19903,0.00997,2.69,1.701,-1.0,0.0,0.14025085522154207,0.22181412120691266,0.09216230619926562,3.03446511848687,39.59316300757138,93.56468705048103,76492.51487139356,42037.81111645136,0.2766933002500855,2.8824415063559656,0.25858488087572684,81.36098550377326,0.2282195023971444,0.24366913746534166,0.9010913725490197,143.26228051303974,4.52416087962963,0.24715897428105374,458.13926381260876,6.525413899215126,0.29263737831958764,0.19176050387476762
19,319,74.2871,19.6601,96,21.5379,0,115,121,41,131,34,1.02074,78.08623,0.0,0.0,0.32143,3.185,16.32547,0.0,0.0,133.0,59.28219,0.00961,2.94,1.802,-1.0,0.0,0.14031463161087587,0.2210188001945723,0.09224587097445061,3.0395855463113755,39.59386528862847,93.44290552271897,76687.98641292626,44734.46505000548,0.27680514305915627,2.8824415063559576,0.257952877081917,81.2738341308218,0.2285423119260588,0.24385739832711267,0.9012988235294118,143.351921576883,4.752073688271605,0.24707853420418083,457.1622662852839,6.55035457526754,0.2935070875865846,0.19058698738336796
20,320,73.7142,18.1679,96,22.8844,0,115,121,42,131,34,1.02662,77.51503,0.0,0.0,0.67857,3.186,17.25826,0.0,0.0,133.0,59.04797,0.00881,2.7,1.757,-1.0,0.0,0.14017512138453422,0.22012374829045023,0.09209268204923181,2.9355127605515623,39.597096761067704,93.4831161369941,76897.06481597936,43496.22956544606,0.27780643055063003,2.8800646619263746,0.2569550488272063,81.2885706448115,0.2288935225202877,0.24381252272897047,0.8988627450980392,143.29238636651803,5.451822916666667,0.24711786892908577,456.1899490389838,6.5980748352557965,0.29412809927048716,0.18958209079706245
21,321,73.6302,17.1691,96,23.2392,0,115,121,42,131,34,1.02513,77.47193,0.0,0.0,0.39286,3.176,15.91308,0.0,0.0,132.0,58.97605,0.00927,2.7,1.73,-1.0,0.0,0.14023379468490044,0.2194603973313264,0.09201792893798558,3.1368285414422,39.76263616114487,92.5701787185608,77934.69333297196,43713.988872467045,0.27795408578045766,2.8883409549918944,0.2567105730501805,81.29910336757796,0.22947491012451618,0.2438890614178634,0.8968635294117647,143.43717379531836,5.589747299382716,0.2472910541720639,455.2364686423219,6.6128096679067445,0.29419234330977023,0.18798456332812336
22,322,73.6496,16.5244,96,21.7808,0,115,121,42,131,34,1.02072,77.49216,0.0,0.0,1.32143,3.151,15.04772,0.0,0.0,131.0,58.99311,0.00944,2.68,1.724,-1.0,1e-06,0.14029063820713866,0.21921418057711614,0.09196129493201485,2.64579787732033,39.88920273015529,92.36361791803415,77769.83844791802,43841.19090117026,0.27830461845971394,2.887470969549818,0.2561629826655572,81.28730867275239,0.2299153483910139,0.2437283654503652,0.8973572549019608,143.5614391125346,5.469714506172839,0.24733322345037484,454.27926218259995,6.595556990128344,0.2948098627719216,0.18736016566264063
23,323,73.6423,16.3508,96,22.2044,0,115,121,42,131,34,1.02487,77.59129,0.0,0.0,1.0,3.197,14.48169,0.0,0.0,132.0,59.00324,0.00885,2.68,1.746,-1.0,0.0,0.14037814637052123,0.2190195167890117,0.09203620555719878,2.916118603006941,39.908123816972896,93.68721931798422,77972.36312467555,44296.491844037424,0.27873716269104126,2.896182255336381,0.2552766007485878,81.2816234317515,0.23048369115605208,0.2432874747237103,0.8977545098039217,143.71038622311085,5.400752314814815,0.2473584006887788,453.3505068299561,6.579969448438711,0.29519529353813884,0.18695146656089606
24,324,73.5096,16.1283,96,22.3494,0,115,121,42,131,34,1.0234,77.50399,0.0,0.0,1.42857,3.183,14.32608,0.0,0.0,131.0,59.00294,0.00927,2.69,1.896,0.125,0.0,0.14040096191400586,0.21949262356673027,0.09196349845075633,3.7399473343349507,40.014702879352335,92.83242797649439,77858.13158724755,44181.42720295353,0.2792949692613193,2.8895293772066903,0.25412726703428057,81.33379912560757,0.2309514264732526,0.24314040910529272,0.8975235294117648,143.73389297419106,5.547646604938271,0.24747909030279633,452.5230221879602,6.5602305746750424,0.2955681016949201,0.18629568999645796
25,325,73.3469,15.5906,96,21.0743,0,115,121,42,131,34,1.02813,77.39133,0.0,0.0,1.07143,3.178,14.12571,0.0,0.0,131.0,58.9673,0.00936,2.67,1.82,-1.0,0.0,0.14043347138247936,0.22007759074142266,0.09197165464927028,2.811772150622556,40.08567828896605,93.74499125857531,77782.4328970536,44416.962332049276,0.2801916050886679,2.892776207078357,0.2538037924995975,81.3222963868817,0.23149237099082362,0.24327871071854995,0.8962909803921569,143.99651323580238,5.870032793209877,0.2474320064529139,451.7834788228166,6.548663507213504,0.2962109764814825,0.18590399208188305
26,326,73.2045,15.3025,96,19.9015,0,115,121,42,131,34,1.03163,77.25467,0.0,0.0,0.57143,3.171,13.65659,0.0,0.0,130.0,58.95344,0.0094,2.67,1.744,-1.0,0.0,0.1403552032605343,0.2207890976328956,0.09186596482660521,3.3377851130489664,40.09587342062114,93.7167416488956,77774.89689978401,44557.080867185694,0.2812598406738479,2.8957472626153393,0.2538469657662648,81.32165289223639,0.23185143858661647,0.24329933932874187,0.8964159803921534,144.0277661580652,5.736689814814815,0.24746031872644295,451.09643303844405,6.5212688441715825,0.29724545149645193,0.18532759439330707
27,327,73.8098,15.1503,96,19.6632,0,115,121,42,131,34,1.03602,77.8067,0.0,0.0,1.71429,3.162,13.42392,0.0,0.0,131.0,58.95692,0.00971,2.68,1.594,-1.0,0.0,0.14033086189292804,0.22075591190781138,0.09177982536252301,3.114080018023129,39.908366450557004,93.53397685650897,78033.61731765907,45579.82910949826,0.28153989450192796,2.8913916197220666,0.25402444589459194,81.27194633702672,0.23227747429137435,0.24337639622535975,0.8978650980392157,144.22918327767815,5.5092592592592595,0.24735071167366912,450.46591580387843,6.503956622129421,0.2982134492370538,0.18426694590331863
28,328,74.0214,14.9532,96,18.7682,0,115,121,42,131,34,1.02416,78.01438,0.0,0.0,1.57143,3.181,13.28767,0.0,0.0,131.0,58.93775,0.00907,2.68,1.588,-1.0,0.0,0.14034805523096838,0.22105991940780276,0.09182943028056825,3.295990520484631,39.959933434003666,92.9715181990729,77843.04375861556,45966.591257795604,0.2818221055945222,2.8895293772066757,0.25355385946571674,81.2504422822473,0.2325471478687117,0.24358643504834435,0.898224705882353,144.45202709749333,5.26490162037037,0.2474754289445639,449.9054533684877,6.477228643601503,0.29905964109386435,0.18431453331863443
29,329,74.0201,14.8726,97,18.9395,0,115,121,42,131,35,1.0242,78.08002,0.0,0.0,1.14286,3.196,13.10869,0.0,0.0,130.0,58.9281,0.00887,2.67,1.604,-1.0,0.0,0.14029716015767935,0.2219686889433804,0.09181250124000791,3.2292421376171467,39.91261366855951,92.79796189790726,77651.79454276829,46030.13363526803,0.2820986901107335,2.8938054109067886,0.25323431138896674,81.26427827581509,0.232902432870159,0.24370626701993076,0.8979917647058824,144.56014444697178,5.349729938271605,0.24756049015468218,449.39306500567267,6.475087028408418,0.29940743539345666,0.18427330283817578
30,330,74.0404,14.7338,97,17.9956,0,115,121,42,131,35,1.02538,78.14738,0.0,0.0,0.5,3.182,13.02751,0.0,0.0,130.0,58.90398,0.00978,2.69,1.663,-1.0,0.0,0.14038650469322717,0.22274020193376684,0.09174606220353851,3.2036352583817416,39.68371280623071,92.53268504780985,77901.4733770871,46011.93024500815,0.282452598997225,2.8989940924870035,0.2524565412377554,81.2486002000031,0.2331803277940982,0.24382788574116562,0.8974,144.56087104998159,5.556375385802469,0.2476876685175632,448.90485535329776,6.464238775068633,0.2988818683748872,0.18491977188685696
31,331,73.943,14.4932,97,17.7427,0,115,121,42,131,35,1.03013,78.14613,0.0,0.0,0.53571,3.183,12.89729,0.0,0.0,130.0,58.89746,0.00939,2.69,1.673,-1.0,0.0,0.14039216942872396,0.2223693996748449,0.09178084030620491,3.021216918833674,39.67171073254244,92.56044433617959,77396.44329098683,45560.324898010964,0.2829263604084875,2.901211718530242,0.25231254026464245,81.25132373935327,0.2334445102396104,0.244068752188216,0.8973572549019608,144.77836710630223,5.5610532407407405,0.24783652617599886,448.4382901198422,6.448488127611343,0.29944009046619685,0.18450332730371824
32,332,73.9019,14.3741,97,18.1367,0,115,121,42,131,35,1.03264,78.18629,0.0,0.0,0.42857,3.178,12.68593,0.0,0.0,130.0,58.89637,0.00946,2.69,1.68,0.125,0.0,0.1403973390706569,0.22259868392632584,0.09171583949056615,3.091585557829628,39.65737802010995,92.41598264916036,77502.52718763576,45566.18287893945,0.2835821709063075,2.893964629293153,0.25316043103989117,81.24313548624355,0.23332462847158703,0.24423900853293504,0.8970105882352942,145.02143598442106,5.551745756172839,0.24808334383441488,448.0130378029619,6.419109245800111,0.3001449993885627,0.18404019471611283
33,333,73.8576,14.1466,97,17.6887,0,115,121,42,131,35,1.02701,78.1829,0.0,0.0,0.39286,3.185,12.57547,0.0,0.0,131.0,58.89701,0.00938,2.67,1.713,-1.0,0.0,0.1403757061666701,0.2233992055565419,0.09169850770616696,3.1316170657383764,39.616812246817126,92.3278825902678,77318.57294207675,45316.69307747343,0.28418648824457543,2.8945588404005456,0.2529696683706774,81.29409833133903,0.2333860465170713,0.2443525153514914,0.8967996078431374,144.9198035033532,5.542004243827161,0.24843040591332521,447.6105551404545,6.387954981561049,0.3005892878458805,0.18353164151935772
34,334,74.4109,13.8622,98,17.482,0,115,121,42,131,35,1.02288,78.68892,0.0,0.0,0.53571,3.206,12.37991,0.0,0.0,130.0,58.92039,0.00956,2.68,1.736,-1.0,0.0,0.14042653677688008,0.2238331774866772,0.09168613164947159,3.65453770808353,39.65391860773534,92.28285177638347,77427.95014667705,46257.062585580425,0.28498571705354586,2.9016467112512765,0.2531028232189295,81.24653774195467,0.2334215633096491,0.24442152823144983,0.8963591764705825,145.1390164965743,5.517264660493828,0.2485687566643282,447.22736838167316,6.367460340129931,0.30125411495984045,0.18331779307390575
35,335,74.8934,13.1887,98,16.5432,0,115,121,42,131,35,1.0269,79.11488,0.0,0.0,0.67857,3.193,12.13095,0.0,0.0,130.0,58.94223,0.00956,2.7,1.732,-1.0,0.0,0.1404198641875887,0.22427047930796598,0.09168915843323917,3.0515519595619574,39.66291394645785,92.26171955587297,77437.22275176566,47318.9500051845,0.2862929164812686,2.905052759509306,0.25346730968658643,81.2216002135394,0.23338849576302448,0.24441801104538452,0.8969835294117647,145.19507539736446,5.535686728395062,0.24856218198426758,446.8675953158612,6.333415772692824,0.30200042947649575,0.18327627202971844
36,336,75.6956,12.4545,99,15.7901,0,115,121,42,131,35,1.0251,79.88423,0.0,0.0,0.75,3.171,11.54015,0.0,0.0,130.0,58.97167,0.00926,2.67,1.766,-1.0,0.0,0.1404056331847831,0.22494510462518047,0.09165677132457736,3.603747322970136,39.610736046308354,91.32921942891632,77839.514713627,49038.91781283964,0.2878828851501852,2.9094880115957564,0.25384474437744925,81.14213185776114,0.23356399008081338,0.24442937815303595,0.8968564705882354,145.1213244526888,5.503616898148148,0.24868381904831788,446.5264753374742,6.279711336224508,0.3031041330396731,0.18304309836676178
37,337,75.8031,12.8946,99,14.0019,0,115,121,42,131,35,1.0296,80.01788,0.0,0.0,0.57143,3.168,10.88896,0.0,0.0,130.0,58.97521,0.00883,2.68,1.731,-1.0,0.0,0.1404616406141486,0.22557109430277872,0.09161623977630202,3.28905794382941,39.61536925516011,89.95580218915046,77909.52460438039,49283.06174476238,0.28982605440561726,2.9117056376389954,0.25427827831775757,81.11223003612471,0.2337593917571554,0.244421376062741,0.896407705882353,145.4327758937969,5.329523533950617,0.24869319443287768,446.20893661848226,6.175469869745938,0.30461669649626955,0.18283207568350365
38,338,75.4583,13.5175,99,16.4081,0,116,121,42,131,35,1.02805,79.6789,0.0,0.0,1.0,3.181,11.27987,0.0,0.0,130.0,58.95393,0.00904,2.7,1.735,-1.0,0.0,0.14059719810241025,0.2264397520766904,0.09165263591580183,2.9925496982945323,39.45553212106964,90.60821981272103,77696.46603861694,48289.701660444895,0.29145381015505484,2.9032701261871097,0.25434063420151976,81.13405291571581,0.23399409079300906,0.2443684496144098,0.8960301960784315,145.24387092957485,5.113425925925926,0.24874165987185368,445.9071750792467,6.237058708319052,0.30548395408277335,0.18289580022473292
39,339,75.1679,13.853,98,16.2891,0,116,121,42,131,35,1.02945,79.40864,0.0,0.0,0.57143,3.169,11.82906,0.0,0.0,131.0,58.96443,0.00887,2.69,1.749,-1.0,0.0,0.14061699696291333,0.22705188380811334,0.09163371376240004,2.760064124605025,39.49326861346209,93.87804822635113,77729.41124228036,47711.47209640244,0.29237855501538584,2.9060819633377446,0.25394433398320326,81.17140229504244,0.23423712575035682,0.24417600614572013,0.8957105882352941,145.38784481581968,5.080391589506172,0.2489127672437776,445.6362828604033,6.3023694200955855,0.30582118549322856,0.18269041754279544
40,340,74.7271,14.1664,98,16.7568,0,116,121,42,131,35,1.02847,78.97429,0.0,0.0,1.28571,3.179,12.11559,0.0,0.0,130.0,58.9664,0.00865,2.68,1.668,0.125,0.0,0.1405973410220009,0.22792455548697882,0.0916997634216297,2.2368851764778532,39.41043298038436,93.70046378259565,77541.28668839583,46676.6772453623,0.29296183751024163,2.9077053782735653,0.2541598948554102,81.18710273274552,0.23448960748803235,0.24402276071832046,0.8951423529411764,145.2523027535837,5.230179398148148,0.24887952206409542,445.37332690285007,6.350955903027642,0.30623531315794716,0.1824082556214899
41,341,74.1707,14.2951,97,17.0922,0,116,121,42,131,34,1.03086,78.42914,0.0,0.0,0.82143,3.157,12.38286,0.0,0.0,131.0,58.9621,0.009,2.68,1.718,-1.0,0.0,0.1406218122754473,0.22845197760327185,0.09168617873136616,2.492143080750382,39.447849791726945,92.74859590169052,77520.84048020918,45725.340208318594,0.29368478995253994,2.89558804422899,0.2533708355425887,81.22192510251197,0.23481273311117007,0.24387061968683993,0.8944772549019608,145.4903933519038,5.409818672839506,0.24906664069981707,445.1356801060437,6.386951824907021,0.3068671666077152,0.18250150963024878
42,342,74.2931,14.3111,97,17.6313,0,116,121,42,131,34,1.02571,78.48227,0.0,0.0,0.71429,3.171,12.49888,0.0,0.0,130.0,58.97154,0.0091,2.68,1.655,-1.0,0.0,0.14053136969979338,0.22837970165261764,0.09168634246798645,2.6557992912309514,39.41015172887731,93.7103828289373,77561.76171195782,45781.51613529907,0.29429825669197474,2.903864337294504,0.2526100465864427,81.20132861368681,0.23504888521773623,0.2437943627344625,0.8942897647058823,145.3515278781668,5.5796682098765435,0.24928025186624547,444.87080702783913,6.407932893981134,0.30755073110680786,0.18303582553710998
43,343,74.4035,14.518,97,17.4342,0,116,121,42,131,34,1.02929,78.51352,0.0,0.0,1.0,3.147,12.51909,0.0,0.0,130.0,58.95473,0.00898,2.7,1.818,-1.0,0.0,0.14049501751390356,0.22852552740741708,0.09170516833949068,3.6000929099700345,39.38365380557967,93.61393644513672,77516.25868189777,46019.21951729078,0.29493290506981906,2.9016467112512765,0.25252706897671473,81.19373854435658,0.23536554646172078,0.24372148441572616,0.8932254901960786,145.20766520212007,5.759982638888889,0.24942065362951196,444.6126750517144,6.423689726746157,0.30767531387183644,0.18322047567001817
44,344,74.4653,14.6771,97,17.8439,0,116,121,41,131,34,1.03244,78.55609,0.0,0.0,0.46429,3.152,12.70169,0.0,0.0,131.0,58.91304,0.00936,2.68,1.724,-1.0,0.0,0.14048491646109043,0.2289094644512628,0.09170743391076362,3.3216741587865384,39.22363526144145,92.00343203484225,77947.47921218385,46206.01272810237,0.2954032395089783,2.9000232963154473,0.25292825234181876,81.1650494799672,0.23556951765690815,0.24371730995871946,0.8925058823529413,145.35823353772054,5.9400559413580245,0.24948254019467045,444.3460294728963,6.447518112295985,0.307232046929903,0.1834593017208614
