,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,color_fulness,staticness,saturation,fft,movement,contrast,cubrow.0.5,cubcol.0.5,temporal,cubrow.0.6,noise,blur,cubrow.1.0,cubrow.0,cubcol.1.0,cubcol.0,cubrow.0.3,cubcol.0.3,cubcol.0.6,tone,uhdhdsim,blockiness
10,310,90.9239,20.7923,89,28.4495,0,120,119,26,134,26,0.98959,90.75294,0.0,0.0,1.96429,2.595,18.35682,0.0,0.0,119.0,36.53684,0.01522,2.89,3.604,-1.0,0.000191,87.41705355168138,417.8891268368513,41.83280473873939,77950.92104343763,6.437837577160494,87.16467772178437,0.19292051186316822,0.34327187616448723,6.267985746548092,0.22646723574537053,2.481497616618086,100850.63929391706,0.08706323916695538,0.2249682961323777,0.1883770857963571,0.08657389494515251,0.07242830795154945,0.21104185573895454,0.26416897232557357,0.5403525490196079,78.21298696825166,5.943922271655779
11,311,90.8378,21.4042,88,28.1817,0,120,119,26,134,26,0.97931,90.61276,0.0,0.0,1.67857,2.574,17.99257,0.0,0.0,117.0,36.57428,0.01477,2.9,3.619,-1.0,0.000106,87.7447972851783,416.82651765716514,42.107368940188564,77838.28226835829,7.084153163580247,84.46002475711228,0.19462930521597813,0.3505646889290413,6.385515124208208,0.22618513763740014,2.478685779467467,102647.75569667654,0.08680960063145018,0.2256316784987967,0.18983648432111852,0.08713823739087685,0.07287007158121321,0.21537526034689017,0.2680121174661472,0.5398118823529411,78.2235001107597,7.547524361180464
12,312,89.5831,21.2526,87,30.9901,0,120,119,26,134,26,0.98458,89.4079,0.0,0.0,1.67857,2.575,18.51786,0.0,0.0,117.0,36.45451,0.01331,2.91,3.418,-1.0,8.4e-05,87.76286186938697,416.00544269743995,42.303607140058354,78104.02838700838,6.6080246913580245,87.42114962340382,0.19654238305201674,0.354311810247618,6.5805365870425305,0.22585503154930117,2.4704094864019375,95639.03204484588,0.08767263645914078,0.22765006123160397,0.1903023141715394,0.08725234686105433,0.0738648001317756,0.21628174266322447,0.2689364835350614,0.5372501960784313,78.38063039714831,8.40596909340973
13,313,89.9228,20.35,87,30.8702,0,120,119,26,134,26,0.96732,89.60467,0.0,0.0,1.35714,2.589,18.38484,0.0,0.0,116.0,36.52322,0.01431,2.89,3.35,-1.0,5e-06,87.85387452479809,415.05579714799217,42.47266303168403,78151.97514009495,5.940731095679013,89.4982435789427,0.19729525975045878,0.3560332234129199,6.7068078862370095,0.22456894070029984,2.4786857794674733,99517.14625960165,0.08744626185323265,0.23024765102279873,0.19015652961065718,0.08716401706877976,0.07396204848932818,0.21803213379119069,0.2722459889983139,0.5367605098039216,78.29649866678801,6.989373702795707
14,314,90.215,19.983,87,29.2341,0,120,119,26,134,26,0.96189,89.80825,0.0,0.0,2.17857,2.574,17.61196,0.0,0.0,117.0,36.43225,0.01475,2.92,3.349,-1.0,0.000101,87.6985966909136,413.9114188807685,42.666405006691264,77892.11008466827,5.316261574074074,86.82498662942112,0.1974245293780099,0.3612814070385076,6.685450437822747,0.22326010634302257,2.468786071466109,100597.75935244944,0.08714992906877926,0.2332525227581036,0.19146740160011352,0.08716424007959271,0.07334573696490772,0.21962653631025086,0.27746905874873834,0.5322176470588236,78.33970613481752,5.936220804820794
15,315,90.0641,19.9956,86,28.7764,0,120,119,25,134,25,0.99344,89.50929,0.0,0.0,1.85714,2.606,17.30001,0.0,0.0,117.0,36.21946,0.01532,2.88,3.415,-1.0,4e-06,86.92446062141182,412.41314753183656,42.74402816207321,77439.91333500051,5.674816743827161,86.0155651916628,0.19699936458503908,0.3664162344345042,6.706598663363572,0.22213152351256607,2.465380023208074,102976.0327794152,0.08662357885584596,0.23531434505213888,0.19233719626527992,0.08748594288745447,0.07293416992494048,0.22190450595758587,0.28175207726242796,0.5255908235294118,78.37259832031143,5.940851285126062
16,316,89.1689,20.2065,86,27.9608,0,120,119,25,134,25,0.96796,88.75309,0.0,0.0,2.78571,2.646,17.30099,0.0,0.0,117.0,36.06599,0.01583,2.9,3.236,0.125,2.6e-05,86.21745291305474,410.8210886994215,42.878002213843075,77195.66393730699,5.9166184413580245,84.93155165843216,0.19754853681885046,0.37008005367518226,6.727969628939484,0.21985858419859095,2.4659742343154765,98137.73181306737,0.08572150782156242,0.23641503385097506,0.1927335072488243,0.0879210563528362,0.07248398837453252,0.22280784187472602,0.2863910557822792,0.5226858823529411,78.44441555742054,5.756143085812576
17,317,87.5961,20.5812,85,28.2997,0,120,119,25,134,25,0.97291,87.27438,0.0,0.0,2.75,2.686,17.48,0.0,0.0,117.0,35.89514,0.01525,2.9,3.054,-1.0,8e-06,85.63859136658536,409.46787998214,42.868813785505886,77024.83169502798,5.92626350308642,84.58775553346848,0.19797190366135148,0.3762997272183797,6.600962974548336,0.2187134657396707,2.4536976818845364,93452.04128468409,0.08544721173350443,0.23781616042370932,0.19365101542445862,0.08839968589300225,0.07222359937061312,0.22417405756310313,0.2907865487273402,0.5210886274509805,78.58437858516024,6.189721134614593
18,318,87.126,20.9434,84,28.1562,0,120,119,25,134,24,0.95732,86.80238,0.0,0.0,1.78571,2.748,17.7962,0.0,0.0,118.0,35.87393,0.01542,2.88,3.221,-1.0,5e-06,84.87094832061494,408.3539080741084,42.81174836335359,76926.70720529916,6.584635416666667,85.11887372035672,0.19755629262947416,0.38078060281628745,6.665674755008499,0.2174160950373607,2.4472040221411966,92572.39144952377,0.08517250707566364,0.23974041451537434,0.19478672652818327,0.0887391851150599,0.07154934156252944,0.22606036033836188,0.2957762718094194,0.5221145098039215,78.69821662714351,6.1301481536140665
19,319,87.5629,20.8225,84,27.2534,0,120,119,25,134,24,0.96777,87.15584,0.0,0.0,1.78571,2.826,18.1104,0.0,0.0,119.0,35.88392,0.01529,2.91,3.162,-1.0,2.6e-05,84.25165677075421,407.5011474169324,42.694928016191646,77099.28215012043,7.011043595679013,86.21269613907495,0.1971441005303256,0.38585803740635444,6.680181866136617,0.21387617167974438,2.4378985252472347,97102.79169069396,0.08525854822183357,0.2411448631546859,0.19523233826530598,0.08875887111636922,0.07090230773292001,0.22812438292599474,0.29968347912037296,0.5221066666666666,78.72083770680587,4.0920035082459565
20,320,86.2486,21.3947,82,30.2253,0,120,119,25,134,24,0.96394,85.78213,0.0,0.0,0.85714,3.041,18.01808,0.0,0.0,118.0,35.784,0.01562,2.88,2.963,-1.0,1e-06,84.06372802255538,406.72639786019045,42.46923771610967,76711.36187957019,8.454185956790123,87.39875781943802,0.19649782111429537,0.3916290994378006,6.660983519960795,0.2109250940734262,2.3971112710270126,97450.62181699248,0.08638321286529715,0.24132455097958405,0.19642703565185018,0.089474125451743,0.07023732462568287,0.22947362478613056,0.30214925893911815,0.5189207843137256,79.15934517665266,5.684978644954355
21,321,83.9551,22.1105,80,34.7886,0,120,119,25,134,24,0.97482,83.44697,0.0,0.0,0.64286,3.33,18.5006,0.0,0.0,118.0,35.84493,0.01657,2.9,3.208,-1.0,4e-06,84.38358699452198,405.87212846105615,42.33152789834105,76207.58990776443,9.243103780864198,84.31207119627042,0.19442861774573944,0.39444300438343993,6.8285952714241045,0.2088810382328364,2.3517295463339725,94351.30772076326,0.08807514589689316,0.24027196156553968,0.19822156455087167,0.08976499233006453,0.0694099306052631,0.23049705917222482,0.3025273695273205,0.5188594509803922,79.61264883537137,4.849577931677565
22,322,82.1845,22.581,78,35.3653,0,120,119,25,134,23,0.9663,81.52145,0.0,0.0,0.25,3.531,19.09402,0.0,0.0,117.0,36.15562,0.01653,2.83,3.203,-1.0,2.5e-05,84.87823696394416,404.64125265046107,42.16493658371914,75738.4949740564,9.634500385802468,87.63922409024936,0.19261971935716718,0.39683497893742464,6.963356204881355,0.2075516951945728,2.3214362112225033,92671.07376510868,0.08986481019842041,0.2382295648300893,0.19952643159384398,0.09012428355662563,0.06857893279036949,0.23374662339469743,0.3028937837448019,0.5226396078431373,79.90655042363386,3.9401641755774435
23,323,79.7652,22.2829,75,42.5432,0,120,119,25,134,22,0.96078,78.83488,0.0,0.0,0.60714,3.757,19.4877,0.0,0.0,117.0,36.27512,0.01582,2.91,3.049,-1.0,4e-06,85.32878055729037,403.0076184670659,41.851148063753854,75524.04988209473,9.994020061728396,84.58982543090357,0.19194654189325563,0.3967900742091794,7.1140513805252406,0.2080243843667796,2.3082896733494844,87145.92247176082,0.09007738671934921,0.23487342385037477,0.2001111997552956,0.09012093991613841,0.06769445495240235,0.238535798456418,0.30304323215249945,0.5223486274509804,80.26537771287465,3.819657489608251
24,324,78.8026,22.8846,73,40.1935,0,120,119,24,134,22,0.9596,77.39217,0.0,0.0,0.89286,3.831,19.23644,0.0,0.0,120.0,36.24747,0.01613,2.9,3.017,0.125,3e-06,86.13617284171747,401.4960758855425,41.7555265073423,75272.73275729295,10.330729166666666,87.97589425933818,0.19378143117222235,0.3958166852302063,7.226208134871819,0.21116617657155165,2.311536503221145,87796.85151004951,0.09069680074819327,0.230013649982462,0.19964928480607264,0.08969617374811556,0.06686772429896685,0.24357967443739642,0.3027783899910261,0.5224694117647058,80.41940772117252,3.3167446404657
25,325,77.1301,23.5406,71,37.8639,0,120,119,24,134,21,0.97707,75.46522,0.0,0.0,1.10714,3.985,19.77612,0.0,0.0,122.0,36.18848,0.01582,2.94,3.364,-1.0,5e-06,86.53911934747504,400.1011665611314,41.60529374487606,74270.8770700602,11.24657600308642,85.75553137074053,0.19462235421724697,0.39054215656136626,7.249447061893017,0.2130515427107342,2.3408006345041734,81975.85771862316,0.09088268207046464,0.22591719265988355,0.19930168559847056,0.08927867432987509,0.06623636983485665,0.2440981174211543,0.30332232406212073,0.5197745098039201,80.92764133012194,2.6872479296826355
26,326,75.4179,23.1652,69,35.8036,0,120,119,24,134,20,0.98887,73.67397,0.0,0.0,0.75,4.091,20.36127,0.0,0.0,121.0,36.27236,0.0128,2.94,3.211,-1.0,7e-06,86.63779228750411,398.48989868409683,41.41859793957369,73534.55035517874,12.05787037037037,85.19306364229487,0.1929605382032054,0.38531523088379893,7.320030888288937,0.21135016868429757,2.393705222768998,76711.486434633,0.09118420450862767,0.2220695614579183,0.1975949428719697,0.08858667485412106,0.06553066045133239,0.24107622740410883,0.3030416276517474,0.5207454901960784,81.33252794064438,2.0636613490814026
27,327,74.6751,22.769,67,32.2765,0,120,119,23,133,20,0.98042,72.73442,0.0,0.0,1.35714,4.138,20.01706,0.0,0.0,123.0,36.09897,0.01199,2.92,3.434,-1.0,1e-06,86.53975312747801,396.89563754173884,41.32638719346788,73144.65521133906,13.091869212962964,84.9581513697851,0.19126949462401902,0.38092673092430873,7.36180633072697,0.20919240633085562,2.4316806398385817,76781.26767500059,0.09046849126726464,0.21834750768931852,0.19543081015735808,0.08805585751070237,0.06484039340122463,0.23792259029851318,0.3005222964041087,0.5190596078431372,81.7438851690834,2.622188367342725
28,328,73.4703,23.4319,66,34.1487,0,120,119,23,133,20,0.98938,71.54471,0.0,0.0,2.67857,4.26,19.64997,0.0,0.0,123.0,35.87006,0.01132,2.59,3.112,-1.0,1e-06,86.50590999623635,395.3602523843167,41.149585676781925,73244.2846294487,14.09620949074074,85.2120878757932,0.18919089235455652,0.3778065777555397,7.367759336210492,0.208146476185888,2.427998817245891,76000.5310079534,0.09023552456171459,0.21486335109631122,0.19317906534733792,0.08757861482731784,0.06414522017986714,0.23489202062986228,0.29909750245837907,0.5164599999999999,81.99694569067445,3.0822826643561405
29,329,70.9221,24.1269,65,37.0902,0,120,119,23,133,19,0.9721,69.22282,0.0,0.0,1.82143,4.391,20.22537,0.0,0.0,123.0,35.5556,0.01049,2.58,3.302,-1.0,0.0,86.03206228394404,393.75343786326476,41.020895310390145,72841.20957779067,15.641251929012345,86.95288586813606,0.18686144669994667,0.37461985036275863,7.397488849226754,0.2074358287787227,2.444174688630048,68707.31405581883,0.0898933884762818,0.21158630126172548,0.19077742786405089,0.08693136286795812,0.06347891326554718,0.23105203302599853,0.29748579454274315,0.5095819607843136,82.79612424534831,2.923223122212962
30,330,68.9418,24.7065,64,33.4101,0,120,119,23,133,19,0.99193,67.38625,0.0,0.0,0.67857,4.551,20.82892,0.0,0.0,123.0,35.33103,0.01002,2.57,3.207,-1.0,5e-06,85.50463389048485,392.0795853564968,40.884429931640625,72306.4326585056,17.40108989197531,85.93780839269307,0.18482913033786888,0.37012141538521537,7.43960478958085,0.20603485408787778,2.4477982332486,63772.733934041935,0.0892562705364276,0.20851533707342954,0.18842594411237842,0.08630989349620995,0.06292815451561896,0.22767888101689138,0.2949227182351943,0.5024325490196078,83.27438077455666,2.450437270629597
31,331,66.5564,25.1408,62,33.5657,0,120,119,23,133,19,1.00107,65.25512,0.0,0.0,0.96429,4.889,21.32734,0.0,0.0,122.0,34.97673,0.00965,2.56,3.692,-1.0,0.0,85.20864798332659,390.2971331728494,40.75092023684655,71797.34205541952,18.380015432098766,87.75715076460793,0.1831867471165245,0.3664382114913626,7.468440350779281,0.20402467805770208,2.434492476989217,57419.288907187714,0.08848578572329495,0.2056170736013188,0.18613217715004587,0.08597402506542307,0.06242880502685574,0.22440711557233517,0.2913362241021926,0.4921158039215687,83.64576412566637,3.0728688488678597
32,332,61.3635,25.6662,61,36.469,0,120,119,22,133,19,0.98976,60.67652,0.0,0.0,0.57143,5.282,21.69246,0.0,0.0,122.0,34.6668,0.00952,2.56,3.216,0.125,1.1e-05,84.51645647759545,388.3706174121523,40.62492182225357,70684.30789429028,19.059365354938272,83.56824979006386,0.18102153448990524,0.36122695076935596,7.523184052620875,0.2018353438498242,2.4421745589473356,46210.75183646526,0.08844380221708652,0.20281996519937767,0.1837062766722193,0.08535448674788078,0.06189683945114509,0.2213429954861024,0.289218591423911,0.48782745098039215,84.33254615712877,1.99190239750932
33,333,57.1674,25.8979,59,36.6087,0,120,119,22,133,19,0.98655,56.93438,0.0,0.0,0.71429,5.523,22.13823,0.0,0.0,122.0,34.50125,0.00968,2.58,2.742,-1.0,9e-06,84.44017946840191,386.4060572614006,40.51311087902681,70114.71709939378,19.26171875,84.87857797877784,0.17878262338168235,0.3561202602088281,7.581927938808844,0.19942708342293403,2.4296222321817127,38368.07903861937,0.08770253973761527,0.20008905255262918,0.18132335963989676,0.08475461189263205,0.061493322769278595,0.21823028289526797,0.28639572007480363,0.49004549019607846,84.68936867672838,1.9404209082596349
34,334,54.458,26.3544,59,35.8549,0,120,119,21,133,19,0.99119,54.4745,0.0,0.0,0.5,5.567,22.34759,0.0,0.0,122.0,34.36868,0.00944,2.53,2.571,-1.0,1e-06,85.23655508059076,384.4766018601983,40.5422410376278,69973.33347164124,20.012490354938272,87.60583082681502,0.17672430150473245,0.3510925593712266,7.612135041543161,0.1973605317503074,2.4389277290756723,33579.56810457605,0.08762446380879342,0.19761063447200747,0.17925351163886197,0.08414191663744337,0.06131393006256399,0.2153236361460985,0.28268247592818296,0.49237494117647046,85.0155563501648,2.0128311181060075
35,335,50.9401,26.8395,57,39.5809,0,120,119,21,133,19,0.99701,51.30933,0.0,0.0,1.92857,5.626,22.7543,0.0,0.0,122.0,34.13945,0.00885,2.57,2.882,-1.0,0.0,85.80475208023445,382.58039441380015,40.689125720365546,69930.41053494884,20.708140432098766,84.99231099654698,0.1749480257290447,0.34627539553515013,7.6591676854269,0.19505798007794067,2.4401161512904714,27252.88188942103,0.08663085266465387,0.19524284615514234,0.17696052270212648,0.08376678334854383,0.06150493691085142,0.21270368545353643,0.2798413435391952,0.49227411764705886,85.28522530738483,1.0939455597228704
36,336,48.2395,26.8611,56,40.2817,0,120,119,21,133,19,0.98826,48.90701,0.0,0.0,0.53571,5.668,23.1795,0.0,0.0,123.0,33.96342,0.00946,2.54,2.591,-1.0,0.0,86.08611851607088,380.6515516988853,40.6762505048587,71933.23833357372,21.041377314814813,86.92185451213774,0.17313365529459443,0.34210706572831856,7.6880659587078455,0.19336970520675364,2.458132933970989,23751.259638015163,0.08598193796009289,0.19313289967018415,0.17489362620074947,0.08321046705990236,0.061521739370536455,0.21011678284012078,0.2769435854157672,0.49107878431372537,85.5161324293639,1.684228052102611
37,337,44.9308,27.1335,55,38.4352,0,120,119,21,134,19,0.99443,46.00167,0.0,0.0,0.53571,5.831,23.19799,0.0,0.0,123.0,33.72273,0.0088,2.54,2.586,-1.0,0.0,86.10843289410164,378.713229589221,40.81730425799335,71696.73776778164,21.213927469135804,87.0169665726988,0.17168034490104925,0.33850897143055775,7.6862508708632244,0.1918571955875674,2.455480315206725,18961.836758347497,0.08521413682295194,0.1912013462702548,0.17275419574131687,0.08264278385394004,0.061706429704455786,0.2075458827043027,0.2739039135206845,0.4914870588235294,85.66719452116422,1.9373167125366069
38,338,42.3153,27.1826,54,40.1119,0,120,119,21,134,18,0.98914,43.64392,0.0,0.0,0.39286,5.941,23.4518,0.0,0.0,124.0,33.4713,0.00937,2.52,2.431,-1.0,0.0,86.18854123383451,376.8223224034497,40.87464414996865,71601.10649431616,21.740162037037038,83.35518015996803,0.16973429451957817,0.33442224310738194,7.705998906192013,0.1905921495020794,2.451639274227661,16065.748303435244,0.08442833134986089,0.1892470493375569,0.17076806241635287,0.08191537053950104,0.06210918723698109,0.20532083126114567,0.2711065610769826,0.49148627450980387,85.84873128402376,1.8807294885946728
39,339,40.5743,27.1378,53,38.7278,0,119,119,20,134,18,0.99092,42.14278,0.0,0.0,0.60714,5.802,23.5036,0.0,0.0,125.0,33.27815,0.00873,2.53,2.667,-1.0,0.0,86.49031683308311,374.9411823338354,40.93517878026138,71153.84818911126,22.215422453703702,88.87159060244927,0.1679100160792403,0.3304316252060039,7.728887604775546,0.18840521971957921,2.4544511113782814,14155.007707899164,0.08373902424895666,0.18773038501660136,0.16879583913029803,0.08126401587881517,0.06229108220926371,0.20336892387982963,0.2679150412620282,0.48942509803921574,85.96831461281256,1.4148663839478497
40,340,39.5959,27.1177,53,38.4022,0,119,119,21,134,18,0.99219,41.27512,0.0,0.0,0.32143,5.599,23.48349,0.0,0.0,126.0,33.21416,0.00949,2.53,2.427,0.125,0.0,86.73843084720916,373.02818400544476,40.97893514750916,72030.03558152336,23.115354938271604,86.58945566270201,0.16626328729207476,0.32673347480667736,7.74116660234272,0.18725989257357056,2.4500158592918315,12738.814645057924,0.08294143806485864,0.18630280434444216,0.16708593947746783,0.08070377477175168,0.062257938608861356,0.20121515114064675,0.2666326216915541,0.49102549019607833,86.09930820766523,0.9089993171923877
41,341,39.3751,27.2943,53,40.0716,0,119,119,21,134,18,0.98486,40.98728,0.0,0.0,0.28571,5.477,23.4736,0.0,0.0,126.0,33.11281,0.00918,2.51,2.331,-1.0,0.0,87.06149854472694,371.0707075108635,40.97491775324315,70752.33039824745,23.44111689814815,89.10673127714122,0.16521888118162173,0.3232266773767625,7.741164909934979,0.18562471772375347,2.4433629811621325,13060.675782263566,0.08252776187369625,0.18427619978052867,0.16538213066365776,0.07998285147865619,0.06273873564376213,0.19929232661808632,0.26391700668266843,0.4918439607843136,86.13146237535629,1.3080646612912552
42,342,39.1248,27.4097,52,39.8468,0,119,119,20,134,18,0.98949,40.69684,0.0,0.0,0.25,5.234,23.62067,0.0,0.0,126.0,32.91472,0.00975,2.55,2.204,-1.0,0.0,87.14973955178773,369.0778450140234,40.84894175588349,70850.02934486144,23.231385030864196,86.43610602470608,0.16400555590395685,0.31968757371415385,7.746708281427077,0.1836752192733613,2.453856900270886,13516.410285491107,0.08203443458242576,0.18245734366221106,0.1636802072299707,0.07931463526454686,0.06302871808248801,0.19759765448978803,0.26135579768686135,0.4891592156862744,86.15157203858007,1.0185480728947847
43,343,39.0012,27.441,52,40.2268,0,119,120,20,134,18,0.99227,40.52441,0.0,0.0,0.21429,5.068,23.71689,0.0,0.0,126.0,32.80838,0.00943,2.14,2.325,-1.0,0.0,87.55015972657692,367.09964255260473,40.654776679144966,70917.92777504628,23.158516589506174,84.69538688137385,0.1622844356270511,0.31613388263564013,7.736504952073435,0.18196400223489875,2.4356808992040127,13789.457517238528,0.0815861634615634,0.18042817882850545,0.1620030886455199,0.07870070491999755,0.06269834230440083,0.19609814822228835,0.2588734296448616,0.4897282352941176,86.18605673355927,1.5903578530416576
44,344,38.8022,27.4068,51,41.5054,0,119,120,20,133,17,0.99527,40.28825,0.0,0.0,0.39286,4.987,23.74442,0.0,0.0,127.0,32.70602,0.00934,2.14,2.232,-1.0,0.0,87.8358230385659,365.1357285555311,40.25275204505449,70683.65493396488,22.986255787037038,87.60921456381278,0.16077802164155341,0.31289345219389586,7.717004538489523,0.18054802485533217,2.425781191202653,13809.22953747266,0.08131744690200562,0.1786419180145284,0.16038326152770918,0.07805306896721557,0.06302211859305966,0.19454314840466327,0.2568036399344988,0.48912719607843136,86.23928288646262,1.3353085341168391
