,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,staticness,tone,cubcol.0.3,cubrow.0.5,cubrow.0.6,movement,temporal,cubcol.1.0,blockiness,color_fulness,contrast,cubcol.0.6,uhdhdsim,cubcol.0.5,noise,cubcol.0,blur,cubrow.1.0,cubrow.0,fft,saturation,cubrow.0.3
10,110,118.991,26.3385,152,42.3158,0,116,129,26,125,22,1.00197,123.81448,0.0,0.0,1.28571,3.864,22.78682,0.0,0.0,129.0,58.69612,0.0018,1.86,6.052,-1.0,8.5e-05,215.27394518557182,0.9038356862745099,0.3966881582639004,0.3478676192580708,0.44999184574129947,11.834876543209877,6.132546476465403,0.38491429267544497,2.268542609399885,158.18145482369434,95.70812577266356,0.40332890918917125,80.36736889970648,0.4445755762964241,1.4632377952239273,0.2570591008926916,191941.58899056885,0.42139047574374117,0.19481493462033708,82483.9160245002,22.625168976960357,0.41672002228462107
11,111,119.064,26.203,152,41.6537,0,116,129,26,125,22,1.00667,123.95727,0.0,0.0,1.21429,3.834,22.65007,0.0,0.0,130.0,58.62814,0.00187,1.84,6.539,-1.0,8e-05,213.49139004482922,0.9036203921568629,0.3940147380136326,0.346701261646109,0.4530448282830361,13.885416666666666,6.1344486649654755,0.3877278201219366,1.8355423356593408,158.37242318291118,94.09484212528166,0.4017637433106029,80.34016024761405,0.44989691605117305,1.4599909653522616,0.2563314598804093,191749.21140993046,0.42318681813279585,0.19514929624871083,82490.93863820836,22.581062034324365,0.4160947433798159
12,112,119.334,26.1068,152,42.4417,0,116,129,26,125,22,1.0095,124.2217,0.0,0.0,0.53571,3.832,22.53406,0.0,0.0,129.0,58.60401,0.0019,1.85,5.886,-1.0,0.000101,211.8476993018106,0.9027564705882354,0.39084401171498634,0.34491067251480495,0.45283217662125747,12.694396219135802,6.15690153432257,0.38815082250080485,2.996927424730158,158.46477008823854,94.13712628709621,0.3999695344881467,80.34292904803112,0.4558582926940525,1.4638320063313215,0.25570748413576444,193248.76318446113,0.4262571675672428,0.19513031121831528,82591.25405505832,22.574820624457466,0.41574828627312876
13,113,119.021,26.2661,151,42.4843,0,115,129,26,125,22,1.00695,123.88582,0.0,0.0,1.21429,3.853,22.45065,0.0,0.0,129.0,58.60008,0.00194,1.84,5.729,-1.0,0.0001,210.29902435346,0.9021611764705884,0.39104225062712994,0.344657381573154,0.454584755392331,10.377121913580247,6.0814250029801755,0.38833982333790323,2.238458022348592,158.25891701135433,93.84417285795763,0.4004886703454431,80.36898798658112,0.4582223002107663,1.4549615021584048,0.2552640758784414,192633.13507527116,0.4291316871068726,0.19605745833372282,82491.07426523883,22.64032980836468,0.41548034776166415
14,114,119.321,25.9343,152,43.5413,0,116,129,26,125,22,1.00406,124.13115,0.0,0.0,1.25,3.84,22.58791,0.0,0.0,130.0,58.61759,0.00184,1.83,5.81,-1.0,8.9e-05,208.79617134242244,0.9016184313725492,0.39037499720112984,0.3449270327049034,0.4568904709420303,10.019820601851851,6.195410363156038,0.38896185715243065,3.6093271331229038,158.3293809374628,95.42210010252892,0.401926388815497,80.30745473890934,0.4581012672258894,1.459990965352261,0.25331141055980205,194130.3651133061,0.43347491219741696,0.19574209486642402,82663.5133523569,22.617600994345583,0.41444187918052516
15,115,119.064,25.9665,151,41.6663,0,115,129,25,125,22,1.0047,123.87374,0.0,0.0,1.10714,3.849,22.30413,0.0,0.0,129.0,58.62757,0.00191,1.86,6.048,-1.0,9.9e-05,207.41013577753446,0.9016184313725492,0.3886350075257883,0.3437284269820024,0.4568781837058126,11.206259645061728,6.070287426097909,0.3895800887342347,2.973019955251914,158.28486715754914,93.40389302270725,0.4033665679424852,80.31076376908555,0.45748394665799225,1.4599909653522598,0.2527237072032529,192046.74436189712,0.4354182907362305,0.19433308067657382,82569.93331226759,22.630586977358217,0.41414368481464153
16,116,118.973,26.0776,151,43.2557,0,116,129,25,126,22,1.00537,123.78016,0.0,0.0,0.82143,3.84,22.33376,0.0,0.0,129.0,58.64355,0.00194,1.84,6.136,0.17811,8.9e-05,206.11683828877412,0.9015886274509806,0.38757147476857806,0.3429034569147915,0.45549336004879093,12.17361111111111,6.026616831685651,0.3903959635351653,1.89217195062753,158.36301760316206,93.84337604488245,0.4052373885105466,80.30711981248716,0.45635382614959397,1.4666438434819546,0.2518455068983877,191191.3458717601,0.43613337636064753,0.1929983224942517,82476.46927855123,22.59206418637876,0.4128862814557045
17,117,118.718,25.9805,151,41.9329,0,116,129,25,126,22,1.00509,123.54823,0.0,0.0,1.0,3.837,22.42906,0.0,0.0,129.0,58.6317,0.00185,1.85,6.076,-1.0,9.6e-05,204.90646611612934,0.9019160784313727,0.38867442274551406,0.34251457227582816,0.45329660426485635,11.912808641975309,6.047493358898869,0.3894387193093325,1.798558490974769,158.47301393680087,93.65261997993998,0.40787836880798267,80.30115668353807,0.4555316871556145,1.457773339309029,0.2507978219580202,189691.01361047113,0.43832368642743674,0.1914782855100307,82470.41189085571,22.528469886308837,0.41012191240211787
18,118,118.651,25.6366,151,40.4303,0,116,129,25,126,21,1.01345,123.47796,0.0,0.0,1.78571,3.828,22.34087,0.0,0.0,129.0,58.6328,0.00175,1.84,6.086,-1.0,8.6e-05,203.79351784020344,0.902154117647059,0.38756044137855195,0.34160679973600877,0.45276734870897645,11.659239969135802,6.032935767842176,0.3895248147227954,1.5248062261468818,158.50526912046507,94.81500127800714,0.40969582912226943,80.30137506905115,0.45588982770060693,1.4583675504164317,0.24930758480416457,189797.02821144162,0.4409278723772405,0.1903746052537441,82542.82554929134,22.524993896484375,0.40763759970070934
19,119,118.793,25.8432,151,41.7708,0,116,129,25,126,21,1.00848,123.65099,0.0,0.0,1.10714,3.851,22.04967,0.0,0.0,129.0,58.67624,0.00184,1.84,6.108,-1.0,9.7e-05,202.75664264014145,0.902489411764706,0.38671041400090966,0.3403087644612119,0.4519146061502965,11.302420910493828,6.04043310363382,0.3894792981926075,2.838971714715035,158.43396843162685,95.69241694364544,0.4097623076796332,80.30901245604305,0.45744418017174154,1.4644262174387208,0.24848347930011078,190265.41863301935,0.44274209610569315,0.19042591583771606,82516.4237887333,22.579514491705247,0.4067994509291281
20,120,119.236,26.2118,152,41.1734,0,116,129,25,126,21,1.00479,124.17951,0.0,0.0,0.85714,3.857,22.22556,0.0,0.0,129.0,58.72454,0.00206,1.84,5.555,-1.0,8.6e-05,201.7675853543831,0.9035905882352943,0.38514524058065713,0.339818517687169,0.4510358445634952,13.110677083333334,6.03012479109197,0.38999640329554497,2.0068780569478535,158.56345092336113,95.56255161543028,0.41033105877252196,80.27717819315795,0.4595727186337259,1.4715140882894449,0.24932652587237755,192763.82663196445,0.443771985972173,0.19134376060094074,82530.64151409862,22.614208268530575,0.4049812439965845
21,121,119.372,26.4046,152,40.4565,0,116,129,25,125,21,0.99938,124.32089,0.0,0.0,0.60714,3.839,22.54191,0.0,0.0,129.0,58.73227,0.00171,1.84,5.979,-1.0,8e-05,200.80855066126315,0.9036352941176472,0.3833283296324966,0.3390113171730501,0.4519154159476509,13.36545138888889,6.085909353853625,0.39077179247741584,2.316470579093137,158.29829969612652,93.96828960736926,0.4105072062162209,80.27887873233092,0.4600147126025872,1.4731375032252785,0.2502570018047592,193053.575279043,0.44365526511018727,0.1917640513949583,82453.49581796877,22.743863141095197,0.40296052075683975
22,122,119.414,26.9559,152,41.7039,0,116,129,25,126,21,0.99345,124.4263,0.0,0.0,1.03571,3.846,22.70769,0.0,0.0,129.0,58.68387,0.0018,1.82,5.65,-1.0,7.6e-05,199.8942764895914,0.9036352941176472,0.38168635765573283,0.33784664356842364,0.45268873098057544,13.19897762345679,6.199013389843487,0.391746224631704,2.3340969253117234,158.38106174451795,94.00449249457057,0.41052626129704506,80.23252849015816,0.46055388243525075,1.473137503225278,0.2519568410089646,193047.8764783205,0.4441407606499571,0.19448837093091065,82561.09234453666,22.694453675069926,0.40122178127183117
23,123,119.077,26.4321,152,42.9647,0,116,129,25,126,21,0.99477,124.07051,0.0,0.0,0.78571,3.845,23.18111,0.0,0.0,129.0,58.66077,0.0019,1.84,5.825,-1.0,7.4e-05,198.9865395315971,0.9039329411764707,0.37988712272196085,0.33723398340300126,0.4524786446976422,13.094328703703704,6.150435319289973,0.3919821810361667,2.35867255377146,158.67694561593783,95.74870632142918,0.4107043972791957,80.28897960150206,0.4612036521603801,1.4737317143326794,0.2546854800951306,191592.39596184497,0.4441905594239237,0.197673651213325,82500.17028112714,22.590158344786847,0.39831385004203895
24,124,119.162,26.2285,152,41.8372,0,116,129,25,126,21,0.99837,124.14609,0.0,0.0,0.57143,3.853,22.72851,0.0,0.0,129.0,58.68121,0.00176,1.83,5.602,0.17631,8.2e-05,198.10318602730257,0.9041105882352942,0.3786145534459994,0.33793189052763906,0.45157890385878696,13.558207947530864,6.069232174332828,0.3917616552561312,2.288256620942727,158.63563407736964,94.0118228558274,0.41119291153686605,80.26656666503123,0.4615956404344544,1.4692964622462223,0.2567366073441006,192029.53239575593,0.4441973860256355,0.2013356150995605,82483.39022115647,22.501264030550733,0.3955738116567093
25,125,119.182,25.9764,152,40.8503,0,116,129,25,125,21,0.99767,124.1359,0.0,0.0,0.42857,3.84,22.56006,0.0,0.0,130.0,58.7349,0.00176,1.84,5.666,-1.0,9.2e-05,197.24832400167475,0.9041035294117649,0.37706108248522563,0.3383121549927231,0.4508762296504552,14.288869598765432,6.032617118345362,0.39143468192364694,2.129214454884988,158.17877793463416,95.60693977266136,0.4129820076117891,80.27856559616525,0.46151649048003945,1.4737317143326856,0.2569825604352873,192227.28988486817,0.4435833025859341,0.20196683780904745,82488.46311480623,22.617818384994695,0.3941666701631568
26,126,119.377,26.3463,152,40.8615,0,116,129,25,125,21,1.00141,124.31387,0.0,0.0,0.32143,3.864,22.33826,0.0,0.0,129.0,58.76391,0.00202,1.83,5.797,-1.0,0.000103,196.40196583881595,0.9038654901960785,0.37598131695783915,0.33946515082381284,0.45050045733319494,14.227768132716049,6.100944563160462,0.3908786308682644,2.4182789091469483,158.17233754506913,95.75905759743583,0.4130937703276008,80.25427013593281,0.46153851309031463,1.4692964622462192,0.257833435365287,193211.5075503187,0.4433548992998309,0.20304995681004315,82578.93993232587,22.600346129617574,0.39359480242648026
27,127,119.186,26.1848,152,40.8288,0,116,129,25,125,21,0.99688,124.13239,0.0,0.0,0.42857,3.846,22.65619,0.0,0.0,129.0,58.69786,0.00177,1.84,6.177,-1.0,8.8e-05,195.54269508542083,0.9038356862745099,0.37404389144678024,0.34062402407295506,0.4509807052180984,14.137249228395062,6.1431138050847,0.3907036945636763,1.632195958743003,158.3038345024741,95.75920268289913,0.41447539400289163,80.2863782475566,0.4612956495941027,1.4666438434819487,0.25787040781838017,192189.36811647355,0.44241263687890475,0.20481108763908432,82584.99311746308,22.508043265637056,0.393308406486136
28,128,119.515,26.2719,152,41.6459,0,116,129,25,126,21,1.00378,124.4537,0.0,0.0,0.92857,3.822,22.52102,0.0,0.0,129.0,58.56926,0.00174,1.85,5.989,-1.0,7.2e-05,194.68899252343064,0.9035905882352943,0.3729780213246648,0.3425719079204343,0.45143803804348215,14.003520447530864,6.017350438643268,0.3903201481118411,2.5027253721930607,158.608108321548,95.7552209834928,0.41531529606549183,80.21619762769814,0.46231204817294863,1.4731375032252785,0.2576871397190114,193573.13058704845,0.4409760899436064,0.20683780231199153,82486.28641372417,22.445709228515625,0.3938311921809814
29,129,119.51,26.5635,152,43.5225,0,115,129,25,126,21,0.99315,124.47898,0.0,0.0,1.03571,3.845,22.59797,0.0,0.0,129.0,58.42826,0.00181,1.84,6.29,-1.0,9.3e-05,193.84363490302383,0.9036203921568629,0.37228699340616245,0.34396449618135294,0.4520288974928121,14.365306712962964,6.100513854596468,0.3900403135853519,2.1208321307001734,158.47917933964206,94.06820722765117,0.4158225995716836,80.2334883493121,0.4628953581400562,1.4727025105042435,0.25694246351041744,194032.7114324478,0.4401405602730746,0.20902479397766274,82416.45516124595,22.518177927276234,0.39366796100041
30,130,119.401,26.4162,151,44.6023,0,115,129,25,125,21,0.99661,124.33762,0.0,0.0,1.07143,3.834,22.84705,0.0,0.0,129.0,58.35626,0.00191,1.82,6.366,-1.0,8e-05,193.01500828795912,0.9030321568627452,0.3718579285661128,0.34378814203500896,0.4526802059398048,14.623649691358025,6.116934777738184,0.3895916959056079,2.7137957424485517,158.25586571551526,95.72917479247059,0.41722237991182926,80.25784034568055,0.4638054847095221,1.4731375032252834,0.2549568061639068,193679.63809876898,0.4389872174093927,0.21102026667970605,82513.82041060469,22.566081859447337,0.3923332262768461
31,131,119.4,26.1688,151,40.9221,0,115,129,25,125,21,0.99786,124.35255,0.0,0.0,0.71429,3.86,22.71822,0.0,0.0,129.0,58.41229,0.00192,1.82,6.325,-1.0,7.9e-05,192.18196126644676,0.9031074509803922,0.3722265644136961,0.343168963518864,0.45244617537493415,14.606481481481481,6.005416887232287,0.3892954153230579,2.5959350295054113,158.17067222657647,93.98080927869309,0.4182266462996166,80.25031208708387,0.46415139613332845,1.4715140882894602,0.25373230762733173,194153.37132669223,0.4370067036002393,0.21399303189781507,82482.20605566655,22.587525167582946,0.391732905635582
32,132,119.376,26.2553,151,40.9699,0,115,129,25,126,21,1.00195,124.26434,0.0,0.0,0.92857,3.846,22.50527,0.0,0.0,129.0,58.51442,0.00171,1.81,6.304,0.17297,7.1e-05,191.3519329859259,0.904430980392157,0.37147519621568026,0.3442120350371817,0.4517117155298717,14.517554012345679,6.116715049468888,0.3885100363109973,3.077275987421309,158.69481490985592,93.89117449806315,0.41917857798577035,80.23754062477416,0.4646176151853387,1.4725432921178765,0.2524651325446113,194327.5943419186,0.4355195856384789,0.21697054733312804,82556.26142555338,22.501279666100018,0.39139840539543796
33,133,119.459,26.0881,151,40.6581,0,115,129,25,125,21,0.99958,124.30007,0.0,0.0,1.0,3.858,22.5823,0.0,0.0,129.0,58.59696,0.00198,1.82,6.294,-1.0,7.6e-05,190.54102271286197,0.9046682352941178,0.37209490873999373,0.34535369127321597,0.4508608404853106,14.459394290123457,6.17548384814865,0.3876613792738392,2.301983381352608,158.6855948301817,93.89223117827842,0.42116175186801263,80.22371174995038,0.46458187944941504,1.4710790955684157,0.2515667358869897,195005.21911262415,0.4339531482795798,0.21934634985858653,82665.07477876691,22.57390942985629,0.39045668095866387
34,134,119.62,26.1605,151,41.8466,0,115,129,25,126,21,0.99373,124.49429,0.0,0.0,0.60714,3.87,22.4393,0.0,0.0,129.0,58.67301,0.00191,1.83,6.143,-1.0,8.6e-05,189.75418973363625,0.904430980392157,0.3710743846979885,0.34517814397105434,0.449522659713477,14.717737268518519,6.076363108410918,0.3868504976281153,2.9828781213127336,158.7413000282941,95.08218406251216,0.42247616077084965,80.25473177620212,0.4653481025637891,1.4654554212671567,0.25110160462316766,196098.84590330586,0.4328900376687726,0.2209716768817302,82701.47331530764,22.55977734224296,0.38995889492825814
35,135,119.49,26.1298,151,41.8664,0,115,129,25,125,21,0.99964,124.40954,0.0,0.0,1.10714,3.842,22.50294,0.0,0.0,129.0,58.7115,0.00208,1.82,6.022,-1.0,7.8e-05,188.98338571621002,0.9046392156862746,0.3698435367760871,0.34446259033096566,0.4478832523805859,14.903018904320987,6.026241323639532,0.3865771219584527,2.510003207412407,158.69479861756992,93.82543305798848,0.4236451253310421,80.26859008900206,0.46522064192226076,1.4676730473103856,0.25114994973440097,194681.38521251583,0.4320307506805801,0.22087386055108824,82615.7664019508,22.629822154103973,0.3896616927763072
36,136,119.152,26.5592,151,44.7479,0,115,129,25,125,22,1.0038,124.07927,0.0,0.0,0.85714,3.841,22.47439,0.0,0.0,129.0,58.70408,0.00213,1.83,6.009,-1.0,8.6e-05,188.25028280788428,0.904163137254902,0.3685048954316822,0.3437062272100561,0.44634700775035274,14.960117669753087,6.047647927946116,0.385527539629186,2.654110923443055,158.48860517615609,93.817532613317,0.4250287187500498,80.25936448471187,0.46583348221447285,1.4577733393090344,0.25126739749435156,192601.9342544925,0.4317461005526447,0.2207395359183326,82327.10954073587,22.6857687867718,0.38990094668972347
37,137,119.1,26.1843,152,41.7699,0,115,129,25,125,22,1.00467,124.05734,0.0,0.0,1.28571,3.843,22.84324,0.0,0.0,129.0,58.70224,0.00211,1.82,6.07,-1.0,7.7e-05,187.52764137260945,0.9036274509803923,0.36727142729569673,0.3440006620025173,0.4445957993224138,15.07445987654321,6.191736427460387,0.38510284730565736,1.8081499916353347,158.1404197681257,93.8365999804571,0.4262111951642742,80.28060357751104,0.46409122915735534,1.4638320063313188,0.2512766019164075,191887.0160915578,0.43142883926383424,0.219748140398689,82479.2038430151,22.847417572398246,0.3900618744132896
38,138,118.985,26.3497,151,40.667,0,115,129,25,125,22,1.01387,123.93122,0.0,0.0,1.32143,3.856,22.519,0.0,0.0,129.0,58.7068,0.00201,1.83,5.85,-1.0,8.2e-05,186.82754895177595,0.903606274509804,0.36576617458982497,0.3442813226260331,0.4436744800994278,15.36400462962963,6.116242978858862,0.38425564478228297,2.7100864603536166,157.99439808007045,95.01391730580134,0.4261791361512396,80.28661324311727,0.4637865330481809,1.4632377952239235,0.25109579640209245,191940.31307612703,0.4312064443139125,0.2190439269939446,82566.1659653052,22.931257648232542,0.3901147106033079
39,139,118.953,26.4691,151,42.0671,0,115,129,25,125,22,1.0061,123.82786,0.0,0.0,0.64286,3.887,22.66024,0.0,0.0,129.0,58.69072,0.00204,1.84,5.641,-1.0,9.1e-05,186.1491128254649,0.9032929411764707,0.36512215421376026,0.34460445814907054,0.4430366119533409,15.670283564814815,6.120063321393854,0.3832209368611261,2.5504396381537786,157.87443427286541,95.04587707166027,0.42668592340060635,80.32622467614493,0.46421766066263137,1.4571791282016335,0.2508497807083536,192746.26217282008,0.4306702849339202,0.21800773643841773,82506.04962616903,22.920705724645543,0.38976894541741736
40,140,118.939,26.266,151,42.1405,0,115,129,25,125,22,1.00317,123.71637,0.0,0.0,0.92857,3.878,22.76332,0.0,0.0,129.0,58.68021,0.00207,1.83,5.49,0.1749,6.9e-05,185.47466784049075,0.9035670588235296,0.36419661615353194,0.3446425698343766,0.44234374879154015,15.807291666666666,6.095407208446359,0.3824436422907467,2.7179988685241327,157.9716896439744,94.99050848722878,0.4264762726695982,80.30305406733285,0.46495472131033483,1.461614380288089,0.25080504047214724,193417.45144718752,0.43072000956839746,0.2171966342140242,82675.43985790711,22.934291698314528,0.38945401818440384
41,141,119.379,25.8966,151,41.1116,0,115,129,25,125,22,1.00903,124.09024,0.0,0.0,1.10714,3.885,22.58464,0.0,0.0,129.0,58.72101,0.002,1.84,5.252,-1.0,8.5e-05,184.8267508119587,0.9032921568627452,0.3630704108754799,0.3440963279688762,0.4407523273874662,15.958815586419753,6.01368639264335,0.3820066843403534,2.3605809674773672,157.8370334085611,93.7961009418694,0.4265148439815207,80.31446120730521,0.4658318364262985,1.4549615021584001,0.25089754232772654,195247.74570359517,0.43077888461235336,0.21669605125218822,82685.63077303398,22.964912508740838,0.3895352854404414
42,142,119.323,25.8304,151,42.7682,0,115,129,25,125,22,0.99834,124.07508,0.0,0.0,0.64286,3.888,22.27197,0.0,0.0,129.0,58.71103,0.00215,1.82,5.311,-1.0,6.8e-05,184.18879750428312,0.9030549019607844,0.36246059279923015,0.34415646068117905,0.4395316440759417,16.053047839506174,6.033516719938187,0.38125507354281224,2.2652566443698783,158.010649195903,93.69250486093533,0.42696348106403303,80.29140329251406,0.4667135189306652,1.4610201691806883,0.25096051226767885,194929.8833375627,0.43169791498704096,0.21635577979617004,82742.7918112474,22.890192102502894,0.38947806588633577
43,143,119.472,25.7307,151,43.1526,0,115,129,25,125,22,0.99752,124.21345,0.0,0.0,0.92857,3.841,22.21424,0.0,0.0,129.0,58.7081,0.00184,1.82,5.554,-1.0,7.8e-05,183.5788198035508,0.9032992156862747,0.36192087863119005,0.3438812110366028,0.43821233655858327,16.13599537037037,6.0737438422962216,0.38069602592590346,2.440123996939205,158.01339740134225,93.65174886352513,0.4271689363294588,80.25824016430636,0.46634848027097514,1.4616143802881003,0.25090238771972917,195396.26549132547,0.4317795152818034,0.21588861077890806,82819.10945059452,22.93278729474103,0.3888079797120919
44,144,119.431,26.1848,151,40.8819,0,115,129,25,125,22,0.99814,124.23484,0.0,0.0,0.57143,3.87,22.13038,0.0,0.0,129.0,58.62103,0.00205,1.85,5.608,-1.0,8.1e-05,182.97730775183692,0.9035301960784315,0.361562151545372,0.34425011278596235,0.4363747470441846,16.12528935185185,6.054835238971457,0.38092701220395275,2.047602326508629,158.03182094393387,93.65572248332658,0.42777597815213314,80.27174796235317,0.4656478079090916,1.462367809781842,0.25014314265119414,195173.69626522128,0.4313062145896912,0.2153284322603606,82801.84339064837,22.96977384590808,0.38792017507907045
