,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,blockiness,cubrow.0.3,cubcol.0.6,cubcol.0.3,saturation,movement,contrast,cubrow.0.5,fft,temporal,color_fulness,cubcol.0.5,staticness,cubrow.0.6,tone,cubrow.0,cubcol.0,blur,cubrow.1.0,noise,cubcol.1.0,uhdhdsim
10,410,62.9566,11.8404,55,16.7893,0,115,121,13,130,17,1.04406,59.04016,0.0,0.0,0.07143,3.821,10.43969,0.0,0.0,125.0,58.04958,0.00022,0.4,2.275,-1.0,0.424016,1.7220816969520847,0.18368518544590534,0.17940562978887745,0.14681947854764632,39.701752650884934,3.9740065586419755,97.71769356654255,0.20089241116185053,78310.25772101429,4.282300192601824,148.9271817963689,0.16426774646387107,465.4898571107837,0.21983212255484846,0.8758270588235293,0.24306407140415734,0.07807712567134562,33920.33896439147,0.31792344779028,0.5372056197653204,0.12301648423006038,84.15247549426988
11,411,62.0805,12.1484,55,17.1319,0,115,121,13,131,16,1.04278,58.26237,0.0,0.0,0.17857,3.885,10.17263,0.0,0.0,125.0,58.0553,0.00033,0.41,2.53,-1.0,0.426909,1.8732972185224626,0.18382284136028698,0.17724841608616912,0.14538425873816502,39.79204399203077,4.2095871913580245,97.85705084162254,0.20099901880953389,78175.1053059438,4.22778905145842,148.49975523356227,0.16334530092341365,464.34957064271714,0.22042676580948745,0.8764231372549018,0.24066964055297232,0.07808218935710409,32833.70582364447,0.316440799516713,0.5372056197653198,0.1227625889546708,84.35356385511625
12,412,61.58,12.0607,54,17.8938,0,115,121,13,130,17,1.04641,57.82077,0.0,0.0,0.25,3.936,10.43269,0.0,0.0,125.0,57.97834,0.00027,0.41,2.355,-1.0,0.43764,1.8188198192499647,0.18376365243257703,0.17506347228869842,0.14440247485934576,39.782918294270836,3.986014660493827,97.89258922024209,0.20133708483706317,78145.15560246141,4.237833305809611,148.71223526012017,0.16252359559720825,463.2483281050518,0.22085331094733382,0.8753815686274509,0.23952631009005176,0.07808537458503942,32312.783510930552,0.3145855146607174,0.5377998308727193,0.12255250837392184,84.46946122177536
13,413,61.9608,12.281,55,18.2041,0,115,121,13,131,17,1.04729,58.17224,0.0,0.0,0.10714,3.849,10.35991,0.0,0.0,125.0,58.10473,0.00021,0.41,2.369,-1.0,0.437571,2.0948914720990706,0.1840718325117404,0.17342630888560928,0.14335501424641328,39.897380499192224,3.604070216049383,95.52058650047181,0.20164689527901386,78402.00067031702,4.228884717384963,148.50633161979886,0.1618347175072531,462.14472107451604,0.22122512691702237,0.8758455294117646,0.23885899357104673,0.07806910928899925,32967.46717877204,0.31265746608289624,0.5372056197653229,0.12221398645693629,84.38063529686045
14,414,62.2525,12.6829,55,18.1987,0,115,121,13,131,17,1.04459,58.43493,0.0,0.0,0.03571,3.816,10.54755,0.0,0.0,125.0,58.10363,0.00029,0.41,2.261,-1.0,0.438335,1.8568143161111628,0.18499627625968298,0.1706164559515558,0.14113718394380803,39.92329877688561,3.2661554783950617,95.86294247781507,0.20178380945966096,78210.2255213142,4.247829666278298,148.6603447759114,0.16174183160366362,461.21609084579126,0.22154506967724324,0.8760231372549019,0.2375090654152442,0.07802194013240155,33538.81587805636,0.3105770766712791,0.5394232458085544,0.12207680347893309,84.28161562303308
15,415,62.5165,12.8256,56,19.47,0,115,121,13,131,17,1.04347,58.70862,0.0,0.0,0.03571,3.808,10.89456,0.0,0.0,125.0,57.97631,0.00032,0.41,2.24,-1.0,0.432249,2.020781526470954,0.185798958206041,0.16908147780237448,0.1413088058212688,39.96702632197627,4.0103684413580245,97.80598744145182,0.20152866344161274,78268.14020712535,4.304810307366331,148.8108322681867,0.1611666606606644,460.6142264726605,0.22166233560502613,0.8756047058823528,0.23619004146456685,0.07806367008751024,33870.37303976237,0.30923943347520605,0.5394232458085554,0.12223655291390388,84.27825292482011
16,416,62.8802,13.3933,56,18.7537,0,115,121,13,131,17,1.0458,59.06158,0.0,0.0,0.07143,3.802,11.01509,0.0,0.0,125.0,57.98434,0.0002,0.41,2.33,0.18326,0.410761,1.7638486259159694,0.18677318621899267,0.1683162488062978,0.1424410718456424,39.84017096625434,4.447289737654321,95.84374926220569,0.20138190463584374,78413.57061977492,4.352658009945556,148.77018121050253,0.16003869310586188,460.17462058793427,0.22171363003556696,0.8760074509803921,0.235179229975644,0.07804196693736563,34518.68355599755,0.30655943704717464,0.541640871851786,0.12249699719528342,84.13610784986662
17,417,62.698,13.8778,56,19.9763,0,115,121,13,131,17,1.03024,58.89733,0.0,0.0,0.10714,3.828,11.50103,0.0,0.0,125.0,58.02872,0.00025,0.41,2.276,-1.0,0.406956,2.371087377595702,0.18723962876880648,0.1678355396255496,0.14156405985610893,39.96582521038291,4.8268711419753085,98.25245146276824,0.20134351807869602,78273.9857261752,4.41960563103759,148.9215813367511,0.1605166990849239,459.79961074625146,0.2218187575404599,0.8781047058823529,0.23514463900079524,0.07801264196237634,34214.834259131996,0.3044977438135712,0.5416408718517802,0.12264297841682548,84.20698108135124
18,418,62.7599,13.6605,55,19.9046,0,116,121,14,131,17,1.03559,58.92493,0.0,0.0,0.07143,3.847,11.92446,0.0,0.0,125.0,58.04458,0.00028,0.42,2.483,-1.0,0.388717,2.1411225608044124,0.18712960454440705,0.16764252539535218,0.1409402348642345,39.89142806441696,4.622010030864198,98.03914641797718,0.2012792204633085,77949.00458645898,4.491790189756896,149.23543282799884,0.16164909671310546,459.48442099042563,0.22167919943701378,0.8828588235294118,0.23352766831750457,0.07799675157054084,33865.31513554477,0.30211960362458534,0.5372056197653229,0.1226735181426907,84.23376290630621
19,419,63.2546,13.8684,56,19.8069,0,116,121,14,130,17,1.03651,59.35781,0.0,0.0,0.21429,3.819,11.7359,0.0,0.0,125.0,58.07133,0.00019,0.42,2.502,-1.0,0.378714,2.3976809187929375,0.1872969677463557,0.16756688397290753,0.1389182394630274,39.58718099711854,4.620756172839506,98.25621989733844,0.20111434374109996,78291.65703702552,4.499192850280187,149.4163368187485,0.16286149850055234,459.2734193629225,0.22154620873231434,0.8878823529411765,0.2330511876793642,0.07803139632222063,34671.86818507358,0.30103275080664876,0.5394232458085518,0.1228444569694996,84.13729959675905
20,420,63.5154,13.4237,56,19.0762,0,116,121,14,130,17,1.05482,59.60803,0.0,0.0,0.07143,3.839,11.91278,0.0,0.0,125.0,58.18578,0.0003,0.42,2.361,-1.0,0.382321,2.5197038969965466,0.18756273929483552,0.1673974887212203,0.1376466560645534,39.33528457453222,5.1265432098765435,96.07241250098936,0.2011552689288037,78493.85456247572,4.512618197214025,149.49875346271108,0.16403171916788878,459.13687181724043,0.2215306408346773,0.8917619607843137,0.23233364140314872,0.07800657127772649,35194.01687946673,0.29975041300069927,0.5372056197653224,0.12286585934969498,84.01673606163932
21,421,63.4503,13.0925,56,19.0267,0,116,121,14,130,17,1.05047,59.59335,0.0,0.0,0.21429,3.793,11.52802,0.0,0.0,125.0,58.20346,0.00023,0.42,2.215,-1.0,0.371251,2.3367621634239906,0.18763354896191806,0.16732226207467157,0.13604249090561762,39.26348104594666,5.104697145061729,96.2752911272154,0.20120665656103423,78148.2057955205,4.4864906924323265,149.67952999537175,0.16511260433547129,459.00083350840634,0.2215122670947696,0.8928823529411765,0.23167326760757814,0.07800676907731056,34194.33926274197,0.2986281189442408,0.537205619765321,0.12292905810970138,83.99196144620626
22,422,63.1044,13.0606,56,16.8439,0,116,121,13,130,17,1.04394,59.26572,0.0,0.0,0.14286,3.83,11.24491,0.0,0.0,125.0,58.23813,0.00027,0.43,2.187,-1.0,0.396822,2.4028503310617535,0.1874553860567134,0.16680080601201627,0.13528328590706162,39.37271626790365,4.805025077160494,96.53171727593082,0.2011472029418107,78094.26435250934,4.477415050128969,149.3702565047834,0.16594281728812468,458.8151489904539,0.2214169621083451,0.8920490196078432,0.2315202231848603,0.07798821274272309,33919.379217885784,0.29760283588507475,0.5372056197653221,0.1228821803875705,84.0481339732282
23,423,62.8272,13.6062,56,17.8942,0,116,121,13,130,17,1.03762,59.04311,0.0,0.0,0.14286,3.873,11.22172,0.0,0.0,125.0,58.31376,0.00025,0.42,2.277,-1.0,0.36937,2.764681174784466,0.1871620577998947,0.16607924605327162,0.1342016215694865,39.274873709972994,4.637538580246914,98.3481780335849,0.20131255787431754,77952.15565032267,4.474824858775827,149.11094972542784,0.1671340944459272,458.55628087719737,0.22124081213435184,0.8908243137254902,0.231575695991539,0.07798237798623583,33327.664820725164,0.29655151874966973,0.537205619765322,0.12283362588321173,84.09996689970207
24,424,62.606,13.8775,56,19.0746,0,116,121,13,130,17,1.04503,58.87919,0.0,0.0,0.14286,3.857,11.68461,0.0,0.0,125.0,58.16307,0.00022,0.43,2.233,0.1812,0.39506,2.7353616761210624,0.18694470481292225,0.16541588285162204,0.13349391217767695,39.148145699206694,4.311005015432099,96.43018589601827,0.20147430930545399,77710.06898932587,4.524730143375445,149.11729959849518,0.16947708299713352,458.3019573079609,0.2211673663833301,0.8890388235294118,0.231771370830207,0.07796909352808788,32663.68246525396,0.295191982707538,0.5372056197653237,0.12276824487211711,84.07332241175925
25,425,62.1505,13.8383,55,19.5993,0,116,121,13,130,17,1.03247,58.46638,0.0,0.0,0.03571,3.882,11.91202,0.0,0.0,125.0,58.16685,0.0003,0.43,2.245,-1.0,0.386377,2.3310823939419842,0.18699042138204536,0.1651172277687623,0.13261927337032584,39.1265916235653,4.5298032407407405,96.13115211383784,0.2015260818662976,77696.03218044288,4.492524243730257,149.0254272901103,0.17215247531504232,457.9934486798735,0.22099706155943455,0.8861588235294118,0.23199863377442073,0.07797779628172953,32357.186059215845,0.29409604110745247,0.5372056197653233,0.12279478814570995,84.21203555120582
26,426,62.2273,13.9669,55,19.126,0,116,121,13,130,17,1.03287,58.50343,0.0,0.0,0.07143,3.91,11.88141,0.0,0.0,125.0,58.2418,0.00031,0.43,2.206,-1.0,0.40291,2.11890750755102,0.18705178792048976,0.1648530086061416,0.13212497512958787,39.25434668270158,4.188175154320987,98.03239165156408,0.20196962385781692,78026.68604308322,4.4248288740422055,148.95380016653834,0.1730588398987851,457.6535089168023,0.2208570813819283,0.8877054901960785,0.23289531830370816,0.07794880207035267,32710.502626658683,0.2929565123163972,0.5394232458085497,0.12280794481174083,84.24611137953502
27,427,62.836,13.8273,56,19.2785,0,116,121,13,130,17,1.03294,59.04237,0.0,0.0,0.10714,3.84,11.99454,0.0,0.0,125.0,58.12342,0.0003,0.43,2.334,-1.0,0.381626,2.239151605365323,0.18713426977288986,0.16432955178516967,0.13141277384055458,39.31014750916281,4.082802854938271,96.35093192357937,0.2022046286719502,78324.67862362595,4.396321977112269,148.78805082249133,0.17356340920405464,457.3066177900661,0.22071551533865727,0.8864827450980393,0.23223046174308934,0.07796460514238193,33884.49064151513,0.2922142843605036,0.5394232458085573,0.12296405768725253,84.12572435038211
28,428,62.945,16.6024,56,19.696,0,116,121,13,130,17,1.03288,59.13656,0.0,0.0,0.35714,3.868,11.87283,0.0,0.0,125.0,58.04827,0.00025,0.43,2.328,-1.0,0.416289,2.4518785139987584,0.18719624032478516,0.1640627350762381,0.1314072623961752,39.209163336106286,4.269434799382716,96.34941159301947,0.20244299299727,78519.78785457033,4.398800487684418,148.75360693682364,0.17425583698040903,456.98273923899563,0.22060577218438257,0.885344705882353,0.2315366284596659,0.07795584214800973,34510.59418313892,0.2912006121437682,0.5372056197653271,0.1229200783152275,84.18780240286067
29,429,63.8201,17.9716,56,20.3977,0,116,121,14,130,17,1.03319,59.90841,0.0,0.0,0.14286,3.921,14.2551,0.0,0.0,125.0,58.20574,0.00029,0.43,2.002,-1.0,0.39123,2.3604451174280117,0.1871843082919196,0.1636902405749864,0.13049639695449183,38.91826714409722,4.885513117283951,96.23340151198788,0.20266414765194957,78607.10008393641,4.474393846744148,148.7516530659909,0.17500627783973907,456.57100693263084,0.2205243300285038,0.8861133333333334,0.23158673936002633,0.07795572622076108,36625.40170531688,0.29178801973084156,0.5394232458085532,0.1229276060505728,84.12429475409077
30,430,64.0104,16.4935,56,20.9061,0,116,121,13,130,17,1.03795,60.06459,0.0,0.0,0.07143,3.86,15.43487,0.0,0.0,125.0,58.17781,0.00027,0.43,2.083,-1.0,0.38941,2.366876927349995,0.18702253154582796,0.16369896849840787,0.12980497610889272,38.98756766613619,5.279272762345679,98.00227049081569,0.20288213332140903,79061.04475719525,4.563115040426965,148.62916495178243,0.17707337363184153,456.0989353219111,0.22052402418131184,0.8842498039215687,0.23198455251439937,0.07796257717054643,37147.004567233074,0.2910501990981831,0.53942324580855,0.12294494601601941,84.0624084439637
31,431,64.0307,15.2848,56,21.8355,0,116,121,13,130,18,1.03802,60.03425,0.0,0.0,0.21429,3.833,14.16172,0.0,0.0,125.0,58.18662,0.00033,0.43,2.032,-1.0,0.446513,2.333089071336561,0.18698672046978448,0.16365591164457854,0.12937659019959957,39.15502025462963,5.2877121913580245,96.24098723665334,0.20308341417275605,79851.37460760953,4.607646895664147,148.54578148415425,0.1783785173724107,455.60901697630544,0.22042084395879036,0.8837227450980393,0.23208446975060792,0.0779954672227912,37837.377806194716,0.29034042928352094,0.5372056197653228,0.12298595759460207,84.01837370069856
32,432,63.7033,14.5848,56,20.0672,0,116,121,13,130,18,1.01906,59.73413,0.0,0.0,0.14286,3.843,13.1242,0.0,0.0,125.0,58.21403,0.00028,0.43,2.102,0.1884,0.428529,2.634098243307703,0.18679537437829158,0.16346426864305635,0.12824022325798137,39.283718344606,5.258198302469136,96.27736537130755,0.20319801541517057,79571.25172857518,4.6068447360496,148.57291707453393,0.18024786863789968,455.097582305195,0.2203592188912551,0.8828176470588236,0.23206436095595037,0.07797930756669459,37273.60600331707,0.28990097090952954,0.5372056197653235,0.12300948925788288,84.09907219282076
33,433,64.2346,14.2631,56,21.8262,0,116,121,14,130,18,1.02738,60.20404,0.0,0.0,0.17857,3.836,12.52847,0.0,0.0,125.0,58.25936,0.0003,0.43,2.274,-1.0,0.445872,2.4544471738473312,0.18656388370027704,0.1634572955789195,0.1271571567716611,39.32015331880546,5.410108024691358,96.27634027758963,0.20339759801786134,79712.7968592244,4.586918000556273,148.57563795079423,0.18186579416267815,454.58341844288947,0.220273465777711,0.884226274509801,0.23250425117749918,0.07795843788392304,38351.88417499945,0.2894941366797226,0.5394232458085529,0.1231018316214888,83.98450749054183
34,434,64.4201,13.9974,57,21.8825,0,116,121,14,130,18,1.02408,60.40603,0.0,0.0,0.10714,3.829,12.25388,0.0,0.0,125.0,58.29697,0.00022,0.44,2.075,-1.0,0.416257,1.9929838711129075,0.18649038087689718,0.16350622193031142,0.12619284274436557,39.41998064959491,5.599151234567901,96.12492574602085,0.20363407792053823,79800.9649521039,4.532425170443382,148.57467958544532,0.18381234115961054,454.10236098626797,0.2202294995830302,0.8834556862745099,0.23216809687973225,0.07794800394853305,38810.02341809087,0.28917362153302717,0.5394232458085542,0.12309574377348785,83.97736416267401
35,435,64.5662,13.3984,57,20.5203,0,116,121,14,130,18,1.02735,60.54645,0.0,0.0,0.17857,3.856,12.02604,0.0,0.0,125.0,58.30969,0.00029,0.44,1.986,-1.0,0.414836,2.0403665938476623,0.18638930645744659,0.16404217804055515,0.1250127626717556,39.41364486129196,5.820167824074074,96.1390102218364,0.20384470233143864,79664.00719979,4.508126860102745,148.5446780923867,0.1856912187109553,453.6789167774922,0.2202498547678447,0.8819458823529411,0.23219593948038575,0.07794577550234606,39122.67043784221,0.28904034871422096,0.541640871851782,0.12309804746288762,83.99242735195891
36,436,64.4245,13.2548,57,18.2155,0,116,121,14,131,18,1.02846,60.41971,0.0,0.0,0.14286,3.851,11.51458,0.0,0.0,125.0,58.34509,0.00023,0.44,1.798,-1.0,0.434502,1.6540991445990532,0.18654301323827607,0.16446839797966692,0.1239430468761203,39.23687103648245,5.839313271604938,96.3848887287492,0.2040595535238403,79513.51584748048,4.456204854208893,148.56733057435036,0.18768009992725668,453.29693218189084,0.2202181853136347,0.8822521568627452,0.23246780612464607,0.0779330538069131,39048.79447818286,0.28909102925539504,0.5416408718517792,0.12306149493662534,84.01423983777894
37,437,64.3261,13.0584,57,19.5901,0,116,121,14,130,18,1.03947,60.34982,0.0,0.0,0.10714,3.875,11.39379,0.0,0.0,125.0,58.35088,0.00035,0.44,1.786,-1.0,0.4247,1.6212944601187536,0.18671832221569196,0.16439211713178892,0.12316594196114392,39.295839097764755,5.800877700617284,96.22926485294973,0.20415433436756725,79380.38649701163,4.429924016002017,148.6548266993737,0.18978953801150078,452.9463253378705,0.2201182254794808,0.8824290196078431,0.23207111705038874,0.07791184399391712,38826.93326491767,0.28891306577121123,0.5416408718517834,0.12307048325218033,84.10724226862018
38,438,64.7462,12.7931,57,18.4303,0,116,121,14,130,18,1.03398,60.74593,0.0,0.0,0.10714,3.879,11.22431,0.0,0.0,125.0,58.34847,0.00028,0.44,1.866,-1.0,0.442371,1.5224273838777587,0.18695996821582447,0.164700758814936,0.12276376902708187,39.13607524353781,5.64916087962963,98.14244138803375,0.20432669308837653,79621.02580896947,4.412969459107604,148.79361325299595,0.19153917988963537,452.6292935200484,0.21993687147047597,0.8822819607843138,0.2328588676252716,0.0779106237679182,39606.29447037173,0.28855818897274205,0.5438584978950103,0.12307244767005185,84.01197869300255
39,439,65.0534,12.6728,57,17.6995,0,116,121,14,130,18,1.04618,61.04227,0.0,0.0,0.14286,3.876,10.99434,0.0,0.0,125.0,58.3514,0.00025,0.44,1.737,-1.0,0.433691,1.504359942238088,0.18700059129938731,0.16528308258860688,0.12224101594966395,39.0040742850598,5.686294367283951,98.20314484680765,0.2045694399549582,79527.49638232843,4.387871387855166,148.76217640804765,0.1933363063151286,452.3527055574449,0.21987556531576846,0.8815133333333334,0.2327501680126685,0.07789271798864256,40225.58268771401,0.28819327134053874,0.5454819128308439,0.12307008851576139,83.95796651266733
40,440,64.9701,12.5456,58,18.0444,0,116,121,14,130,19,1.03728,61.02842,0.0,0.0,0.21429,3.913,10.88986,0.0,0.0,125.0,58.34375,0.00023,0.44,1.731,0.17914,0.43246,1.7042504313294256,0.18711755969262953,0.16600238674701426,0.12175579853676757,39.01805811752508,5.935233410493828,98.17382619464703,0.20472230681639983,79324.96866309304,4.369476598619653,148.915445682274,0.19408957182751968,452.11095525625626,0.21991360243114894,0.8801145098039216,0.23193728788431317,0.07789131245137483,39879.02520560125,0.2880954902903766,0.5454819128308457,0.12304915031003512,83.98950817004076
41,441,64.9269,12.4268,58,17.2178,0,117,121,14,130,19,1.03929,61.02699,0.0,0.0,0.28571,3.919,10.78053,0.0,0.0,125.0,58.35371,0.00032,0.44,1.82,-1.0,0.427221,1.6508401772431374,0.1874233793975517,0.1664659857337049,0.12089032147537376,38.876816172658664,6.021026234567901,96.53179222725109,0.2048735900428687,79264.50469354702,4.354371967810455,148.8314383538575,0.19513587678598096,451.87113950901863,0.21991523462427498,0.8795113725490197,0.23182330740308474,0.0778820392030052,39720.01410620332,0.2880892618103004,0.5476995388740731,0.12307876056452742,83.98563993114676
42,442,64.7068,12.3447,58,17.9428,0,117,121,14,130,19,1.05118,60.89711,0.0,0.0,0.14286,3.905,10.6739,0.0,0.0,125.0,58.33171,0.00029,0.44,1.848,-1.0,0.416984,1.4227122202631202,0.1871445927161399,0.16698029704743345,0.11992948492412575,38.71947206096885,6.057436342592593,96.70222473917362,0.20500153259718693,79118.22084859075,4.324834748502172,148.86065117132625,0.1962152391550556,451.63849155301875,0.2199169888282772,0.8790125490196079,0.23121831530316406,0.07789154137994338,38982.36788289731,0.2881194861400627,0.547699538874077,0.12311363629885602,84.07086127348526
43,443,65.2,12.0234,58,15.7548,0,117,121,15,130,19,1.04085,61.37112,0.0,0.0,0.14286,3.907,10.60304,0.0,0.0,125.0,58.33923,0.00034,0.44,1.964,-1.0,0.404878,1.975447449220129,0.18709040909080685,0.16822289434311577,0.11904509991195117,38.77726858633535,6.034191743827161,96.90640684451128,0.20515675981120846,79082.11525021496,4.29200091590623,149.02599387174683,0.1974113800101542,451.4326618094505,0.21997145599817533,0.8783227450980392,0.23022352450367708,0.07789169989575427,39518.17309422434,0.28814907407051205,0.5559758319396003,0.12314498350465887,83.99607032912613
44,444,66.1062,11.7488,59,15.8891,0,117,121,15,130,19,1.0375,62.21616,0.0,0.0,0.14286,3.877,10.32588,0.0,0.0,125.0,58.36385,0.00032,0.43,1.856,-1.0,0.426418,2.1611622106268236,0.18695336316183875,0.1692072573072776,0.11870991655939135,38.73741055712288,6.027488425925926,95.55671357347164,0.20532195360900074,79355.30367251243,4.22610395851899,148.87573490478667,0.19837946266394357,451.24031015288506,0.22005608228659146,0.8783929411764706,0.22937723902534984,0.0778849815552728,40784.779809379055,0.28821568467469,0.5543524170037692,0.12317723187287226,83.81339496636271
