,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,staticness,color_fulness,cubcol.0.5,temporal,noise,cubcol.1.0,tone,cubrow.0.3,contrast,blur,saturation,cubcol.0.6,cubrow.0.6,fft,cubrow.1.0,blockiness,cubrow.0,movement,uhdhdsim,cubcol.0.3,cubrow.0.5,cubcol.0
10,110,62.203,12.0881,75,18.8289,0,95,123,22,128,13,0.97916,63.01834,0.0,0.0,0.28571,4.173,10.52514,0.0,0.0,130.0,35.62173,0.00389,0.55,1.47,-1.0,0.118161,236.7010257719556,151.5777040375154,0.16398188726136653,5.152183082508744,0.9238145494153729,0.08164291422558197,0.48917450980392163,0.133626432702757,91.91546726709367,23678.145210851762,34.6610186541522,0.2063550005493582,0.15994057157013417,73046.03850624953,0.09312929027941033,4.805474071231101,0.21419449210767394,3.7412712191358026,83.69191070872274,0.15891155968223444,0.17077996738154522,0.34608342953468224
11,111,62.0847,12.3682,75,17.7714,0,95,123,22,128,13,0.99319,62.92661,0.0,0.0,0.07143,4.168,10.37562,0.0,0.0,130.0,35.62897,0.00375,0.54,1.475,-1.0,0.135251,235.53440274277446,151.59491317775496,0.16459183122322502,5.124839999258914,0.9244087605227728,0.08159878319205635,0.4907090196078432,0.13373239556025251,90.9467551101741,23383.367666359594,34.69231744460118,0.2070371225103103,0.158398131849133,72636.26560954229,0.09179154405241065,5.147698485832823,0.21321445036821005,4.139998070987654,83.64354199156196,0.16137088593199875,0.1700857623355406,0.34588151734696326
12,112,62.0675,12.3612,74,18.52,0,95,123,22,128,13,0.99097,62.88932,0.0,0.0,0.0,4.149,10.61774,0.0,0.0,130.0,35.67201,0.00341,0.54,1.357,-1.0,0.120849,234.38586253016155,151.4905672793344,0.16408775592655203,5.111677438808705,0.9171616712856833,0.08114284947568903,0.4907090196078432,0.1337798908021951,93.04809962404711,23375.488403818435,34.53776870539159,0.20601810840894372,0.15774569558892487,72825.98191500476,0.0912149377792893,4.701992484873002,0.21207544857027016,3.6394675925925926,83.68626456124133,0.16368007207498092,0.16918057376697485,0.3426502164908495
13,113,62.1515,12.1231,74,18.9217,0,95,123,22,128,13,0.99563,62.95402,0.0,0.0,0.03571,4.156,10.60927,0.0,0.0,130.0,35.7058,0.00373,0.56,1.359,-1.0,0.121018,233.2863805897642,151.3674967473322,0.16282621055705604,5.111663460240836,0.9161324674572486,0.08104794854712592,0.4923756862745098,0.13347167620658454,93.07663406881754,23536.399862011524,34.534931512526526,0.20481754399827592,0.15707493588201463,72827.13906557122,0.09083176603417747,5.433952347552244,0.21207984544670844,3.4734278549382718,83.63755992338503,0.16802903029230587,0.16877635023273305,0.3425183816329364
14,114,61.9779,12.4729,74,19.4608,0,95,123,22,128,13,0.98139,62.77268,0.0,0.0,0.14286,4.131,10.40998,0.0,0.0,130.0,35.73734,0.0038,0.55,1.339,-1.0,0.130839,232.27327197914468,151.48211014973307,0.16238451109357588,5.043555613002658,0.9183500935004757,0.08118841279641835,0.4923835294117648,0.13354833074202382,93.1234946034188,23382.30908339368,34.65680440266927,0.20340623975693747,0.15635730604463025,72547.48966925617,0.09013744589994967,5.0629771200928495,0.212904491072165,3.238233024691358,83.62241444741127,0.1738817452529343,0.1693337069184652,0.34271742464048266
15,115,61.7882,12.1313,74,18.1198,0,95,123,22,128,13,0.97685,62.61932,0.0,0.0,0.17857,4.134,10.7125,0.0,0.0,130.0,35.76386,0.00385,0.54,1.357,-1.0,0.13456,231.27624099791126,151.1664145547457,0.16176554939504706,5.124602059101378,0.9199735084363098,0.081236226499871,0.4923835294117648,0.13420032160478226,93.06624143795521,23004.68635163816,34.66462387273341,0.201542257052633,0.15568172232182553,72275.71427397776,0.08928778570827393,4.84169562035724,0.21422925197143453,4.94164737654321,83.64280420415324,0.1752366718020299,0.17123991711457462,0.342160802786403
16,116,61.474,12.0673,73,17.98,0,95,123,21,128,13,0.98807,62.28686,0.0,0.0,0.39286,4.158,10.41709,0.0,0.0,130.0,35.77861,0.00403,0.54,1.37,0.12564,0.142937,230.29897576539716,151.39321586137604,0.1615641357773881,4.990051831789988,0.9122914264781775,0.08142606931843666,0.4926811764705883,0.13417384626150658,93.08017080903461,22705.79227384944,34.60596437807436,0.20075680101037338,0.15530853093206254,72368.91163996677,0.08842311690420888,5.363974243159352,0.2139490037240043,4.930507330246914,83.75360291706221,0.17400575580250763,0.1740185944003635,0.34151626336626395
17,117,61.4178,12.0395,74,17.5705,0,95,123,21,128,13,0.97713,62.24051,0.0,0.0,0.35714,4.123,10.36506,0.0,0.0,130.0,35.7939,0.00393,0.54,1.381,-1.0,0.123689,229.34577196973268,151.10168068924696,0.16142948410522642,4.9924478394397624,0.9145090525214162,0.08129337519052303,0.4929490196078432,0.13395536722533682,93.08070011831393,22531.167190605534,34.52675581567081,0.19991010440647625,0.15529119147633227,72328.22384658839,0.08767317772699507,4.940719695882078,0.21428905276687044,4.82421875,83.6546479912177,0.17535536772522525,0.1767315947011586,0.338864034518716
18,118,61.3334,11.5131,74,17.4778,0,95,123,21,128,13,0.98128,62.15268,0.0,0.0,0.0,4.1,10.34051,0.0,0.0,130.0,35.80248,0.00396,0.54,1.4,-1.0,0.142066,228.4364996754448,151.22978099750264,0.1614317258398682,4.9949111513598945,0.9122914264781841,0.08107047856892799,0.4929490196078432,0.13461541937615862,93.02773307975063,22433.772111843227,34.55853742434655,0.19872779213511504,0.15527422303599125,72228.04149438522,0.08721751806766265,4.521195486974171,0.21361511887763662,4.518856095679013,83.67216763221262,0.17695140488047986,0.17857691393820457,0.3366275798226319
19,119,61.3195,11.4422,73,17.3054,0,95,123,21,128,13,0.97838,62.1115,0.0,0.0,0.17857,4.099,9.8859,0.0,0.0,130.0,35.80693,0.00388,0.55,1.334,-1.0,0.146552,227.5774770973691,151.00979085744964,0.16183504623795436,4.792714374856998,0.9122914264781757,0.08106260540225878,0.49348470588235294,0.1356965052318496,92.53472817384916,22327.552367079537,34.646612096715856,0.19781423910978535,0.1556005031431675,72590.36192097458,0.08683773773035396,4.648338462346031,0.21334709004457356,4.191068672839506,83.67868424302907,0.17692008509905047,0.18082918735752812,0.33521744462323794
20,120,61.1087,11.4596,73,19.0457,0,95,123,21,128,13,0.98384,61.94629,0.0,0.0,0.21429,4.086,9.82518,0.0,0.0,129.0,35.79736,0.00406,0.55,1.344,-1.0,0.143161,226.74600495550698,150.72448545919286,0.16224629119185477,4.819411323133066,0.9139148414140158,0.08111649080332732,0.49348470588235294,0.1369267387234567,91.99387683143104,22104.102313417065,34.437822883511764,0.19865037792160437,0.1558609219473962,72362.8788516577,0.0861187496365432,4.703501712873005,0.21362638841721204,5.32884837962963,83.68442330453199,0.17613406284769936,0.18335969725768847,0.3332959932629218
21,121,61.019,11.2521,73,17.6901,0,95,123,21,128,13,0.99493,61.86853,0.0,0.0,0.14286,4.118,9.83928,0.0,0.0,130.0,35.81259,0.00392,0.55,1.298,-1.0,0.127699,225.93960859775603,150.41427597998512,0.16191743019752483,4.7693297808646005,0.9155382563498513,0.08089404191938707,0.49348470588235294,0.1377713986987999,92.84407158133615,22027.42979311479,34.59004776566117,0.19872667356600549,0.15650564735472372,72233.7881912146,0.08566693939135524,5.366573300208794,0.21449267229509505,5.169077932098766,83.71283369398449,0.17738390140609397,0.18567559546086648,0.329643424897485
22,122,61.0341,11.3868,73,16.3686,0,95,123,21,128,13,0.98432,61.85577,0.0,0.0,0.0,4.069,9.66032,0.0,0.0,129.0,35.81117,0.00397,0.54,1.358,-1.0,0.134171,225.14902110455546,150.34856171423684,0.16221475154754414,4.792230609594553,0.9106680115423499,0.08072105425627234,0.49378509803921566,0.13833898864156266,92.42865477455798,22226.67492665417,34.50160198447145,0.19782029560706796,0.156818955338883,72311.36952411315,0.0853477850849978,5.5457842056563305,0.21514277272195362,4.9582851080246915,83.71553070153143,0.17932653529714548,0.18728316683066026,0.3268683085823864
23,123,61.0298,12.1993,73,17.2638,0,95,123,21,128,13,0.98563,61.82458,0.0,0.0,0.46429,4.054,9.77107,0.0,0.0,129.0,35.7969,0.00367,0.54,1.387,-1.0,0.137909,224.38195443682037,150.26592685262625,0.16249612980520026,4.743486149181783,0.9056385483484917,0.08070894910930031,0.49405019607843137,0.13881512220916367,92.94353184007693,22250.53598640052,34.646370405032314,0.19696281325798348,0.15738230580895038,72494.72441643653,0.08483957874384757,5.429101808475677,0.21579907170125048,4.902295524691358,83.75229861738046,0.18219959097954277,0.18859426165793666,0.3265475754439801
24,124,60.7556,11.3518,72,17.9176,0,95,123,21,128,13,0.99211,61.56793,0.0,0.0,0.32143,4.048,10.46921,0.0,0.0,129.0,35.78353,0.00377,0.55,1.392,0.12706,0.120725,223.60474250404764,150.11253954188962,0.1621989063257864,5.071369117134171,0.9056385483484931,0.08062793793348881,0.49405019607843137,0.13888385360327257,92.95447148985522,21862.82744076385,34.45978743941696,0.19647470397921935,0.15818653318215473,72282.22507293745,0.0846157561692749,5.362842180260413,0.21576342148854463,5.164930555555555,83.76736788829734,0.18262523263854397,0.18871803165405668,0.32469838349627017
25,125,60.6955,11.2905,72,17.5521,0,95,123,21,128,13,0.97163,61.50883,0.0,0.0,0.14286,4.042,9.74115,0.0,0.0,130.0,35.76465,0.00368,0.55,1.467,-1.0,0.115539,222.83163698446137,149.89634552805316,0.16259826864948146,4.847272000434205,0.9072619632843298,0.08064337504037734,0.49405019607843137,0.13829272107974255,92.97752347056083,21631.61549921661,34.54704736780238,0.19747254167580283,0.15863907526307836,72213.262370131,0.08418609143849008,5.12992747767662,0.21527369799033985,6.147617669753086,83.70588735978404,0.18338769257666618,0.18880120644916434,0.32273263971665644
26,126,60.5339,11.7859,72,17.372,0,95,123,21,128,13,0.98777,61.37337,0.0,0.0,0.21429,4.06,9.68806,0.0,0.0,130.0,35.75552,0.004,0.55,1.289,-1.0,0.133892,222.0758573729963,149.80061312548125,0.1637857152565682,4.894416379533402,0.9056385483484934,0.08052680821078137,0.49405019607843137,0.13718024511674176,92.31584081979815,21475.268602880435,34.423481693974246,0.19796479936284794,0.15870016053001829,72239.20257070033,0.08371659170836798,5.313508172084089,0.21504542739934443,6.152633101851852,83.760676537026,0.18191118664268158,0.1887568680409659,0.32151753381547393
27,127,60.28,11.1308,71,18.5982,0,95,123,21,128,13,0.99293,61.1017,0.0,0.0,0.32143,4.088,10.11602,0.0,0.0,130.0,35.75208,0.00395,0.55,1.307,-1.0,0.138564,221.32646222550767,149.87084528569312,0.1647628490916416,5.021837696019716,0.8973622552829674,0.08034838525093427,0.49405019607843137,0.1361098571965584,90.17864821904725,21191.251887469185,34.46973240228347,0.19767084080139194,0.15867895072067034,72113.84183719332,0.08357141211640352,4.467369419616241,0.21450350217572298,6.255111882716049,83.82293935901147,0.18057516421243014,0.18858170909820451,0.3209094224778731
28,128,60.3217,11.8532,72,16.8186,0,95,123,21,128,13,0.98013,61.1551,0.0,0.0,0.28571,4.067,9.54976,0.0,0.0,130.0,35.76835,0.00367,0.55,1.397,-1.0,0.133468,220.58952696478065,149.75983368684797,0.16623534421269356,4.883590813483363,0.9056385483484911,0.0802966767317795,0.49405019607843137,0.13521891215613607,92.59862953043782,21131.106956681404,34.27005456995081,0.19680426146196794,0.15868840798431755,72085.1205351292,0.08328891222669425,4.504723222901731,0.21441228959670577,6.247781635802469,83.83865585971628,0.1796357167999905,0.18872943317187268,0.31964067800030727
29,129,60.1858,11.2061,72,17.6096,0,95,123,21,128,13,0.98362,61.01984,0.0,0.0,0.32143,4.105,10.17013,0.0,0.0,130.0,35.75333,0.00357,0.55,1.327,-1.0,0.119553,219.88787080214166,149.77778547190118,0.16759264582819508,5.241711824988501,0.9028267111978585,0.08001088043063079,0.4946156862745098,0.13415364990949943,92.02221346554467,21101.308170600638,34.6149712079837,0.19563855403397523,0.15865018043149262,72056.83680635606,0.08340209501985066,5.216643003568408,0.2142536123199194,6.150511188271605,83.83456926184309,0.17930141238121144,0.1888618323570354,0.31888162538529236
30,130,60.1404,11.2571,72,17.3383,0,95,123,21,128,13,0.99441,60.98193,0.0,0.0,0.10714,4.107,9.61457,0.0,0.0,130.0,35.74965,0.00394,0.55,1.335,-1.0,0.129531,219.21526258844025,149.57630302157975,0.16786059385280547,5.038331624469311,0.9040151334126567,0.0797556116951278,0.49441690196078414,0.13325020164325443,90.29170695677358,21124.893238845543,34.49408373420621,0.1961665618958312,0.15931705786441525,72013.27193212563,0.08364313185292818,4.143161222532399,0.21437129661227722,6.832706404320987,83.8142898737639,0.17989816561641664,0.1888770051597028,0.31762805631798474
31,131,60.0378,11.25,72,17.5604,0,95,123,21,128,13,0.98021,60.91035,0.0,0.0,0.21429,4.058,9.65839,0.0,0.0,130.0,35.75241,0.00385,0.54,1.316,-1.0,0.121067,218.52417673876164,149.46641182291037,0.1675170329620438,5.023549688465262,0.9056385483484926,0.07977056500741671,0.4946156862745098,0.13240536360687172,91.61548864832001,21024.294348199932,34.22926500108507,0.19657104737602438,0.15937964843705527,71984.87531021106,0.08447827303849699,4.503596988161958,0.21462331560627226,6.848234953703703,83.7939787636757,0.18212838284549054,0.1885955690142618,0.31607648731942095
32,132,59.9622,11.5431,72,16.7644,0,95,123,21,128,13,0.98835,60.83045,0.0,0.0,0.03571,4.091,9.65223,0.0,0.0,130.0,35.77323,0.00427,0.54,1.392,0.12667,0.110517,217.8387064518267,149.20961850103873,0.16755572453225925,4.96947591883911,0.9056385483484926,0.07983138158297354,0.4946156862745098,0.13155511641431444,91.33345290022298,20975.03444932641,34.206010606553825,0.19536596023543085,0.1596709135044831,71801.63230601032,0.08508516380165156,4.3959236980446095,0.21499156655567178,6.834924768518518,83.8708112646541,0.18454384422268713,0.1882106834536937,0.3146443581913491
33,133,59.8999,11.4219,72,17.0587,0,95,123,21,128,12,0.97078,60.77133,0.0,0.0,0.14286,4.116,9.90279,0.0,0.0,130.0,35.78434,0.0038,0.54,1.339,-1.0,0.114654,217.18229016066317,149.40531616304168,0.16799008475381075,5.1004792204296825,0.902826711197864,0.07987584743335767,0.49463058823529404,0.13063771286534198,91.65123715520448,20858.378561837333,34.21977459942853,0.19444012034562613,0.15959188534303773,71893.63084818036,0.08515724853419501,4.546589546206778,0.21582759507521018,6.8451967592592595,83.87771947577656,0.18531664646757143,0.1880384284768034,0.31431756253896803
34,134,59.8025,12.6828,72,17.6366,0,95,123,21,128,13,0.98953,60.68678,0.0,0.0,0.07143,4.08,9.80259,0.0,0.0,130.0,35.79534,0.00378,0.54,1.386,-1.0,0.121514,216.53483359113775,149.42525822825726,0.16992565002155924,4.986715843989249,0.9001740924335957,0.08007132477875463,0.49463058823529404,0.1299302254418199,92.48586277409485,20716.48360002509,34.37797320330584,0.19319588936532595,0.1597005655828234,71934.74553366969,0.08494886209249242,4.619774049552521,0.21694306536352506,7.060522762345679,83.876556036428,0.1843069280759746,0.187768377841401,0.3136837259931881
35,135,59.5018,11.9363,71,20.1705,0,95,123,21,128,12,0.97017,60.34566,0.0,0.0,0.14286,4.121,10.88302,0.0,0.0,130.0,35.75096,0.00341,0.54,1.4,-1.0,0.123702,215.890351026944,148.96192271421432,0.16893331259260788,5.427390367135357,0.8902743844322378,0.07973425138425919,0.49463058823529404,0.12897912931370392,91.64858695954946,20487.429229629135,34.08753383306809,0.19185022653598405,0.1584512030646293,72036.7346398481,0.08487257079912874,4.302224934259135,0.2182532358264427,7.646556712962963,84.02891731819842,0.1831930089469597,0.18766605283765972,0.3128941569888537
36,136,59.6244,12.4315,71,17.8978,0,94,123,21,128,12,0.98978,60.5123,0.0,0.0,0.14286,4.086,10.2397,0.0,0.0,130.0,35.72464,0.00337,0.54,1.416,-1.0,0.115042,215.25335142740846,149.1187535936984,0.16849853647077467,5.206897904047957,0.897362255282966,0.07939991515375412,0.4946533333333333,0.12834556418199475,91.84817502978619,20538.679280987424,34.287653228383,0.19067482544793551,0.1578674023774463,71990.85593679377,0.08489430497787688,4.369974416538433,0.21912770814939078,7.729552469135802,83.94075252532055,0.1826632103787139,0.18803585175236404,0.3120106271151819
37,137,59.4273,11.9321,71,17.2941,0,94,123,21,128,12,0.98524,60.28038,0.0,0.0,0.07143,4.122,10.66758,0.0,0.0,130.0,35.7106,0.00383,0.54,1.353,-1.0,0.122614,214.6049496479593,148.52249654578938,0.16822152763078432,5.232086960004327,0.8951446292397357,0.07975089467372033,0.49572470588235296,0.12743164372824023,92.86749907695221,20256.70154749227,33.984031394675924,0.18998228499280131,0.15705167615245239,71900.35792512534,0.08492828226175202,4.478299683552829,0.219931966298219,7.638647762345679,83.96336861921884,0.18224047164004287,0.18723642702743243,0.3118229264903552
38,138,59.035,12.0594,70,17.8148,0,94,123,21,128,12,0.99203,59.8544,0.0,0.0,0.14286,4.129,10.23889,0.0,0.0,130.0,35.69381,0.00357,0.55,1.305,-1.0,0.122347,213.98468252797556,148.65749257073801,0.1676095225412027,5.0921173126280035,0.8852449212383812,0.0802652059710144,0.4958030196078408,0.12666049738670332,91.81651484115064,19886.41040079545,34.20389490951726,0.1894686350836974,0.15643515138913613,71953.25053836925,0.0851851901020206,4.885733467972345,0.22037591970779188,7.626832561728395,84.1082830344135,0.1817699791489842,0.18682486422016661,0.3121567742751368
39,139,58.8865,12.1363,70,17.439,0,94,123,21,128,12,0.98063,59.73192,0.0,0.0,0.10714,4.144,10.34819,0.0,0.0,130.0,35.67041,0.00399,0.54,1.322,-1.0,0.128582,213.379992025031,148.99532574674984,0.1673906932717803,5.206639369588464,0.8874625472816132,0.08055528082353934,0.4957317647058823,0.12595606862601275,91.78430329797999,19735.541269772013,34.192705696011764,0.1898663155591915,0.15563544782418992,72033.83383347822,0.08535854801816584,4.86850237470715,0.2206835338754286,7.782359182098766,84.10101820954323,0.18067311180395823,0.18648174081201546,0.31259245129037017
40,140,58.6973,12.7366,70,16.8789,0,94,123,21,128,12,0.99833,59.57978,0.0,0.0,0.10714,4.1,10.41691,0.0,0.0,130.0,35.6649,0.00407,0.54,1.282,0.12577,0.131762,212.79067437860868,148.7707272743305,0.16807579406492773,5.180288662323751,0.8913035882606769,0.08049480089189032,0.4957396078431372,0.12531492342154335,91.75749088831077,19310.268711357672,34.215619876060956,0.18935450723030992,0.1552060769808139,71704.92687625012,0.08530472447708068,4.415492066390488,0.2198817564363525,7.991030092592593,84.06518726821248,0.179565113935046,0.18593650166421147,0.3125548584344729
41,141,58.3654,11.782,70,18.5869,0,94,123,21,128,12,0.98196,59.26018,0.0,0.0,0.21429,4.129,10.93239,0.0,0.0,130.0,35.65394,0.00352,0.54,1.349,-1.0,0.122723,212.182020735521,148.5222391850315,0.16807496182443568,5.348933047621963,0.88524492123838,0.08050607372011896,0.4957396078431372,0.12445443448013023,92.8830625911805,19047.451153375765,34.07864304530768,0.1888526996486329,0.15495677838852898,71379.25847597855,0.08533389547641494,4.406991056424979,0.2192463558752226,7.969714506172839,84.1757038719234,0.17909872491907555,0.18499761555258967,0.31162061992629747
42,142,58.444,11.7361,70,17.8897,0,94,123,20,128,12,0.98959,59.3528,0.0,0.0,0.21429,4.139,10.11004,0.0,0.0,130.0,35.66944,0.00377,0.54,1.344,-1.0,0.124024,211.5903787420894,148.53243060531514,0.16836332305650692,5.103084368120758,0.88524492123838,0.08062762424446315,0.4957396078431372,0.12375577430264141,92.85563243948053,18964.737005880812,34.020973864896796,0.1886043732673602,0.1546894279408992,71447.81882870047,0.08528172309876655,4.417685046509469,0.2187032165890992,8.018856095679013,84.08896076089869,0.17870246370703463,0.18439890487326951,0.3110937426684722
43,143,58.4727,11.9618,70,16.638,0,94,123,20,128,12,0.98623,59.37233,0.0,0.0,0.21429,4.134,10.06795,0.0,0.0,130.0,35.68216,0.00341,0.54,1.422,-1.0,0.124835,211.00565772302718,148.6501921400625,0.1686001557325492,5.109017929500825,0.8874625472816117,0.08094821674954517,0.4957396078431372,0.12305309927795768,91.45726999111916,19004.664766371243,34.11732030797888,0.18766982174901936,0.1542665895808553,71679.44093504557,0.0857921160351969,4.398726839916827,0.21813589621361829,7.8607253086419755,84.11598833658576,0.17771038457072708,0.18400531024010236,0.31028187289573755
44,144,58.5167,11.594,70,18.0757,0,94,123,20,128,12,0.9924,59.42164,0.0,0.0,0.17857,4.142,10.26097,0.0,0.0,130.0,35.68248,0.00386,0.54,1.318,-1.0,0.109089,210.4404854160084,148.38678660061618,0.16903746813341367,5.195758105948033,0.8918977993680729,0.08090135121241007,0.4960372549019607,0.12235146114413989,90.62083572139254,19081.210397961666,34.168486230167346,0.1867289933952143,0.1538365556815703,71333.73199285625,0.08567774827045549,3.8551331459830687,0.21736838283311916,7.903308256172839,84.0958181428772,0.17667604803424863,0.18364796863199948,0.3095374385994804
