,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubrow.0.3,tone,cubcol.0,movement,cubrow.1.0,cubrow.0.5,saturation,blockiness,color_fulness,cubrow.0.6,contrast,cubrow.0,uhdhdsim,cubcol.1.0,cubcol.0.6,noise,cubcol.0.3,fft,temporal,staticness,blur,cubcol.0.5
10,110,35.728,7.93301,29,8.78668,0,108,117,7,136,7,0.99334,38.7895,0.0,0.0,2.92857,8.162,6.18203,0.0,0.0,126.0,45.44391,0.0,0.41,3.931,-1.0,0.350036,0.07989635667678302,0.677069019607843,0.06714369612478588,2.611834490740741,0.15550259579690698,0.11463993800268252,59.11810020164208,1.651557013503942,61.692320974415495,0.11786161204408235,88.68685219152773,0.09532903288028174,99.50354887011345,0.15244872083834607,0.09979364685403257,0.37892684769192564,0.08787305057028631,64191.68440490818,4.018669998691704,522.9900990151593,9257.644737372584,0.09608093345107963
11,111,35.79,8.33942,29,9.7622,0,108,117,6,136,7,0.99471,38.89887,0.0,0.0,3.82143,8.172,6.82184,0.0,0.0,126.0,45.61832,0.0,0.41,4.0,-1.0,0.346613,0.0792518887646066,0.6822301960784314,0.06653668668934963,3.310860339506173,0.15586605035871293,0.11416497334569536,57.435511082778746,1.775211214415862,61.43026101948534,0.11804994099128067,95.00008596677115,0.09469831940730238,99.4909865270801,0.1511608270261044,0.10120053462648655,0.3827678886709848,0.08791684834813812,64193.92831619953,4.675313428210581,522.1024648311903,9343.712591802494,0.09512656156177654
12,112,35.9321,8.37765,30,10.5307,0,108,119,7,136,7,0.99979,39.17687,0.0,0.0,3.96429,8.198,7.22602,0.0,0.0,128.0,46.20644,0.0,0.41,3.738,-1.0,0.344248,0.07881595674846416,0.6906713725490196,0.06610261855274918,11.698302469135802,0.15616663549574153,0.1136133734713068,50.97520446777344,1.6560373781813058,61.463349774097836,0.11823559621891959,88.92232900793867,0.0942702186149559,99.45432346533322,0.14939671728150836,0.10204857119428207,0.38498551471421827,0.08797002290952172,64188.87861451247,5.318309610841545,519.5600228732292,9522.413268821332,0.09457503685848286
13,113,36.0725,8.36123,30,9.75242,0,108,119,7,136,7,1.00715,39.29452,0.0,0.0,3.85714,8.235,7.19343,0.0,0.0,128.0,46.16689,0.0,0.41,4.048,-1.0,0.355914,0.07843202723650008,0.6900611764705883,0.06587848414057265,10.516734182098766,0.15649174745994254,0.11317140683374803,51.200817532009545,1.1333746827400895,61.55869040329658,0.11841125029009669,94.01915107990592,0.09374407490086553,99.42509422236272,0.14702648920245828,0.1029941576705148,0.3827678886709904,0.0878372513429082,64100.419854413696,4.263388422191598,517.6755912024734,9631.447866687207,0.09384903538098302
14,114,36.2622,8.03516,30,9.54785,0,108,119,7,136,7,1.00666,39.46385,0.0,0.0,4.17857,8.168,7.18082,0.0,0.0,128.0,46.17597,0.0,0.41,3.696,-1.0,0.329452,0.0781971394683377,0.690001568627451,0.06555602034027935,3.054832175925926,0.15748509209325345,0.11297086587218479,51.11737851743345,1.2965042664568025,61.447173607410065,0.11869506423586301,91.77571095058447,0.09345062293099898,99.38671457264601,0.1441289538638557,0.10393472854201723,0.38498551471421844,0.08775996456244911,63996.62931973349,4.174930789851664,516.2920899411472,9738.869753319485,0.09305762645423928
15,115,36.3289,8.27979,30,8.83216,0,108,119,7,136,7,1.00629,39.51973,0.0,0.0,3.64286,8.178,6.89692,0.0,0.0,128.0,46.14709,0.0,0.41,3.858,-1.0,0.362442,0.07801052284854124,0.6902168627450981,0.06548468665211077,4.394386574074074,0.15766011499281793,0.11284725433719345,51.14104678307051,1.7017208985117787,61.39495127960611,0.11896320323055698,92.68595629376615,0.09319240805435496,99.39722819353554,0.1415187724982205,0.10471609667959408,0.38498551471421716,0.08765420004146408,63992.374520062585,4.037479236686791,515.2419308160714,9791.59881652341,0.09239930668333253
16,116,36.3065,8.25685,30,8.9726,0,108,119,7,136,7,1.00501,39.48678,0.0,0.0,3.85714,8.202,7.10813,0.0,0.0,128.0,46.07221,0.0,0.41,4.136,0.17901,0.352012,0.07804334867807669,0.6902466666666667,0.06543050959517106,4.27662037037037,0.15727506982627582,0.11241586146150921,51.229542296609765,2.1359489479881564,61.31388205468927,0.11910061732653447,95.29165870754748,0.09270951659269938,99.40508729346658,0.13950572430488578,0.10526212628852424,0.38276788867098926,0.08780299298586526,63995.658221311256,4.098225905000313,514.4234553683957,9774.959446718407,0.09179522565942037
17,117,36.0206,8.31944,30,9.28889,0,108,119,7,135,7,1.00325,39.14316,0.0,0.0,2.96429,8.239,7.12033,0.0,0.0,128.0,45.74974,0.0,0.41,4.223,-1.0,0.373094,0.07801241610004524,0.6873301960784314,0.06572602136153118,4.07860725308642,0.15729041190254878,0.11206514509316012,50.17438949773341,1.6141172327735749,63.13454413954125,0.1189605696003126,89.10036290024388,0.09242790628666046,99.44428107118652,0.13752074785913032,0.10548178100318453,0.3849855147142145,0.08798749240282364,64075.9515314898,4.602128584998477,513.0016427642336,9601.199855536806,0.09135858385226506
18,118,35.6607,8.15029,29,9.23287,0,108,119,7,135,7,1.00569,38.71294,0.0,0.0,2.32143,8.205,7.16504,0.0,0.0,128.0,45.48021,0.0,0.41,4.195,-1.0,0.381423,0.07799704442699444,0.6839301960784314,0.06561638089924006,4.116849922839506,0.15776456071372957,0.11155870005776702,49.04903609664352,1.270323718450481,69.12440792439416,0.1188941365419085,95.4431568915968,0.09219847292540995,99.50863878448276,0.13647810955512465,0.1052409651236556,0.38276788867098444,0.08792922947072844,64090.663116576754,4.604403449025637,511.28282893549743,9347.690467431432,0.09104290935968239
19,119,35.6542,8.59565,29,8.65836,0,108,119,7,135,7,1.00932,38.6949,0.0,0.0,2.53571,8.156,6.99955,0.0,0.0,128.0,45.47137,0.0,0.41,4.393,-1.0,0.356646,0.0777574278082898,0.6826776470588236,0.06548339061824816,4.0726755401234565,0.158097800425962,0.11135633345547127,49.02827623155382,1.215103892307829,68.88460998059263,0.11882547121879589,94.23956118114363,0.09211598911952934,99.50317401616671,0.13572233603285552,0.10502140899667517,0.3827678886709867,0.08793134439273784,64288.357953180355,4.154799883943544,509.8172947288239,9313.633863750549,0.09060052670749597
20,120,35.7451,8.61178,29,9.42786,0,108,119,7,135,7,1.00807,38.82279,0.0,0.0,2.92857,8.148,7.39266,0.0,0.0,128.0,45.45067,0.0,0.41,3.989,-1.0,0.344696,0.07758297611926786,0.6815525490196078,0.06576432067831575,5.655719521604938,0.15817964536964293,0.11097890138699691,48.99201739275897,1.0934548552956833,68.8790996183005,0.11880523513788178,94.72797859312958,0.09200152780699632,99.48482989593843,0.13410613994571885,0.1047261713076771,0.3827678886709924,0.08840219098012267,64093.47863494797,4.319520735898843,508.5793152949812,9393.996255562774,0.09028987622413827
21,121,35.6219,8.54786,29,8.61174,0,108,119,7,135,7,1.00323,38.74461,0.0,0.0,3.96429,8.201,7.41476,0.0,0.0,128.0,45.44887,0.0,0.41,4.791,-1.0,0.370772,0.07746247054679321,0.6789258823529412,0.06643991174025207,5.7484567901234565,0.15823831382593612,0.11061591327211717,48.99427494001977,1.2654422650411896,68.75534352089598,0.11893331115594152,92.38244245106162,0.09402842698194738,99.4983498588313,0.13254609266315512,0.10433277859688726,0.38276788867098704,0.08812274956880693,64113.872631826394,4.21811618848115,507.54647898405113,9301.373897079653,0.08995169572875948
22,122,35.707,8.43677,29,8.34649,0,108,119,7,135,7,1.00067,38.82576,0.0,0.0,3.25,8.197,7.35504,0.0,0.0,128.0,45.35837,0.0,0.41,4.279,-1.0,0.347341,0.07726401628901859,0.6775016078431372,0.06751156302413522,5.706114969135802,0.15844543204452458,0.11035877862307562,48.82279629177517,2.067655159577068,68.29006978445364,0.11923658233869917,90.07739404557134,0.0937171139589205,99.49375265264902,0.1313192668882584,0.10426530764440671,0.3827678886709906,0.08813949927940462,64092.822349357084,4.246660664617733,506.68542365644305,9344.697237611435,0.08974737348118234
23,123,35.5523,8.32447,29,8.52753,0,108,119,7,135,7,0.99646,38.73312,0.0,0.0,3.53571,8.172,7.24966,0.0,0.0,128.0,45.33238,0.0,0.41,3.892,-1.0,0.362221,0.07724543922165825,0.6776472156862738,0.06876067515642134,5.492091049382716,0.15857852940799266,0.11034000874615088,48.865326869634934,1.5272289439735276,68.33548426881393,0.11964471967387767,91.40249317193519,0.09477206435209432,99.50994613152628,0.13072167041851573,0.10436740476712254,0.3827678886709928,0.08816277748128752,64210.768974169696,4.224826385321782,505.9290782982021,9213.70214020503,0.0896707438391477
24,124,35.3025,8.2678,29,8.63145,0,108,119,7,135,7,0.99658,38.52308,0.0,0.0,2.5,8.192,7.15142,0.0,0.0,128.0,45.26238,0.0,0.41,3.524,0.18133,0.334549,0.07713211830400443,0.6758199019607817,0.06984025170196628,5.165895061728395,0.15871589183709273,0.1101090551863641,49.11937798394097,2.0642128826447665,68.52933440740571,0.12006358456376917,92.2493099463414,0.09525275754718952,99.54814914011003,0.13047924472772277,0.10416512906307578,0.38276788867099026,0.0881078732395131,64189.366112965545,4.317890913167492,505.25871655246175,9028.37586023069,0.08948271964719592
25,125,35.261,8.4788,29,8.67508,0,108,119,7,135,7,1.00349,38.50831,0.0,0.0,1.89286,8.209,7.12379,0.0,0.0,128.0,45.30656,0.0,0.41,3.843,-1.0,0.367812,0.07715369983570655,0.6743776470588236,0.07022766199593365,6.314814814814815,0.15891902389025955,0.10966632169369071,49.06175401475694,1.4394673645436138,68.38082509755785,0.12048001044142263,92.65150860864476,0.09577570791481814,99.55068142770331,0.13050086645243164,0.10378720178086208,0.38498551471421544,0.08809268053899304,64155.47630944541,4.3894306027031,504.66287511219406,8992.309287072903,0.08932209580869566
26,126,35.4486,8.49428,29,7.9585,0,108,119,7,135,7,1.00585,38.71214,0.0,0.0,1.82143,8.15,7.31901,0.0,0.0,128.0,45.41542,0.0,0.41,3.532,-1.0,0.347507,0.07707958224503031,0.6759572549019607,0.07106450014402897,6.411988811728395,0.15929577077926518,0.10940849750388087,49.142817179361984,1.4680941439167234,68.53350320056141,0.1208894351146392,92.27975629538975,0.09525185138981272,99.52871717780609,0.13030020105147555,0.10329772464253216,0.3849855147142152,0.08796860545495096,64429.815698396524,4.364225618093956,504.12304408292084,9075.241748034516,0.08917535857180449
27,127,35.5212,8.1877,30,7.85874,0,108,119,7,135,7,1.00185,38.83541,0.0,0.0,2.75,8.191,7.35074,0.0,0.0,128.0,45.48311,0.0,0.41,3.3,-1.0,0.381434,0.07709455598677974,0.6768101960784314,0.0727044661238027,6.239342206790123,0.1595557408614199,0.10913162927609278,49.09855293933256,1.4008303860760367,68.78310954226754,0.12129345565126161,94.10010555304497,0.09530194174639255,99.51488997384405,0.13015706864988022,0.10311887270684325,0.3849855147142154,0.08779527881632855,64219.67557573343,4.306180398208322,503.6775311112324,9131.15118481944,0.08914783444344233
28,128,35.6183,8.22012,30,7.82544,0,108,119,7,135,7,0.99621,38.93575,0.0,0.0,2.28571,8.279,7.06949,0.0,0.0,128.0,45.51934,0.0,0.41,3.531,-1.0,0.356027,0.07720481608940956,0.6788434313725464,0.07452629732548201,6.197482638888889,0.1596510060788181,0.10881249165875025,49.33372177312403,1.2014694888609283,68.83903857738521,0.12158280584954671,90.99084915050554,0.09534065614899653,99.49042818830665,0.13003322635158085,0.10316092434467401,0.3849855147142183,0.08775578956498527,64186.40389007671,4.2598026965613895,503.3105716772934,9212.082975697065,0.08914165114208145
29,129,35.7752,8.04,30,7.83124,0,108,119,7,135,7,0.99699,39.08165,0.0,0.0,3.21429,8.234,7.069,0.0,0.0,128.0,45.50861,0.0,0.41,3.159,-1.0,0.362318,0.07737053998629743,0.6793025098039209,0.07660604742135546,6.234760802469136,0.15982741564841957,0.10849641669196583,49.35109531732253,1.0426565081260124,68.99362137117356,0.12171263013839231,91.0772389213529,0.09535362393072754,99.47816630030202,0.1297764084012468,0.10287227671964229,0.38498551471421916,0.08779541566813744,64235.45273699539,4.213723400031771,502.9756201281841,9296.663420347266,0.08920282094579694
30,130,35.8233,8.1223,30,7.75842,0,108,119,7,135,7,1.0023,39.13508,0.0,0.0,5.28571,8.288,6.89823,0.0,0.0,128.0,45.48376,0.0,0.41,3.297,-1.0,0.408358,0.07767224033625757,0.6809967254901936,0.07878948191102801,6.849488811728395,0.15973666400106548,0.10835600382191428,49.363527651186345,1.8696641924077386,68.89561192620894,0.12189973140314371,91.7415350692142,0.09542437467655143,99.47283237924319,0.13014412177243592,0.10256905132942606,0.38498551471421766,0.08770215658749513,64264.754289270895,4.227815039744296,502.7050902622728,9289.835892285075,0.08927060133574459
31,131,35.8624,7.86572,30,7.84461,0,108,119,7,135,7,1.00379,39.18427,0.0,0.0,4.28571,8.316,6.9685,0.0,0.0,128.0,45.47055,0.0,0.41,3.149,-1.0,0.380588,0.07796252749166144,0.6782439215686275,0.08046681286395616,6.626205632716049,0.15966359494628446,0.10818977351288375,49.30469145598234,1.7759608324790896,68.74143541218004,0.12211951448861089,90.0710259342724,0.0953901844927009,99.45899308199913,0.1307409878926906,0.10229366827417664,0.3849855147142185,0.08752972735788692,64397.992810314725,4.262614796373627,502.4971479643976,9316.904058467158,0.08964049810300087
32,132,35.8898,7.45411,30,7.8396,0,108,119,7,135,7,1.00183,39.19168,0.0,0.0,2.89286,8.234,6.75803,0.0,0.0,128.0,45.42363,0.0,0.41,2.761,0.17708,0.387207,0.07811508989712448,0.6770980392156862,0.08270349953228,6.4312307098765435,0.15983715914346608,0.10802855349641338,49.57632069528839,1.8232092258254289,69.40498034841706,0.12227230680630627,94.09860504796207,0.09538021093384101,99.45489609051074,0.13050889285254297,0.1021587360655944,0.38498551471421755,0.08743673844616116,64364.71208350174,4.259418877846453,502.3088417261527,9383.540187328292,0.08941234332721934
33,133,35.8736,6.70884,30,7.88061,0,108,119,7,135,7,1.00095,39.20773,0.0,0.0,2.92857,8.199,6.40278,0.0,0.0,128.0,45.3789,0.0,0.41,3.021,-1.0,0.369672,0.07832169277634493,0.6768003921568628,0.08509870469266274,6.425974151234568,0.1594574835432473,0.10774038559303939,49.6691514003424,1.3415349303426078,68.52056189509571,0.12241803999780745,91.03392257586722,0.09538331927549958,99.45571776824309,0.129768503814137,0.1021057742439739,0.3849855147142196,0.0873854383995634,64375.51584037251,4.241349504714505,502.16816332836953,9390.304821820791,0.08933675701088627
34,134,35.8962,6.63704,30,7.7201,0,108,119,7,135,7,1.00546,39.24974,0.0,0.0,3.42857,8.224,5.75989,0.0,0.0,128.0,45.3563,0.0,0.41,3.068,-1.0,0.358448,0.07855528398746595,0.6788698039215686,0.08641619261797723,6.560570987654321,0.1589662663974531,0.10742743401761105,49.92648089373553,1.0847032432815256,68.29625962994298,0.12259829696525266,90.90423518318948,0.09531419256197045,99.44815856249376,0.1294405339072015,0.10205291264344085,0.3849855147142183,0.08755090387634916,64329.0685734557,4.20667292830945,502.0361095061871,9382.62248714956,0.08929030381874203
35,135,35.9169,6.46199,30,7.45566,0,108,119,7,135,7,1.00769,39.26296,0.0,0.0,5.96429,8.188,5.70275,0.0,0.0,128.0,45.32306,0.0,0.41,3.55,-1.0,0.349464,0.0786900690432879,0.6797487254901956,0.08956925169739631,7.080391589506172,0.15871492385804237,0.1072812069732285,49.71151940616561,0.8482420236773047,68.41597700669104,0.12275207018047485,91.56729725625343,0.09519099411255301,99.45703801573087,0.12924927721393145,0.10191657117835341,0.38498551471421655,0.0875109056065113,64384.782515567815,4.275539694563009,501.91351132194944,9406.260695224806,0.08921223404223451
36,136,36.015,6.45942,30,7.54736,0,108,119,7,135,7,1.00124,39.34847,0.0,0.0,4.39286,8.204,5.562,0.0,0.0,128.0,45.35267,0.0,0.41,3.351,-1.0,0.359577,0.07886008092706447,0.6784015686274509,0.09203321442440164,7.33666087962963,0.15859540282400467,0.1069980038632624,49.685708693516105,1.1730503039134308,68.68187400086236,0.12284831875128235,89.89952871604669,0.09501750880529297,99.43556170335505,0.1290416927466359,0.10174411965951448,0.3849855147142181,0.08746573137450768,64314.92451128494,4.2548371581696465,501.8108206731213,9484.025089353621,0.0891390243363103
37,137,36.1104,6.54094,30,7.46609,0,108,119,7,135,7,0.99372,39.45385,0.0,0.0,4.53571,8.198,5.55519,0.0,0.0,128.0,45.38494,0.0,0.41,3.348,-1.0,0.341465,0.07908290703756889,0.6796733333333334,0.09427234949796547,7.335985725308642,0.15844455506791652,0.1067577696967834,49.96290908625097,0.7669225381825442,68.54605907033896,0.1229405817939331,90.99722648285882,0.09490236812274049,99.42059680514733,0.12874864556043103,0.10160394485075226,0.38498551471421766,0.0872801261603028,64298.26993289878,4.279189882370577,501.7023631924497,9522.997773852936,0.08915381870242205
38,138,36.1662,6.55214,30,7.74728,0,108,119,7,135,7,0.99422,39.52142,0.0,0.0,4.35714,8.165,5.6195,0.0,0.0,128.0,45.40949,0.0,0.41,3.379,-1.0,0.338201,0.07929624361279575,0.6818439215686259,0.09593515900949941,7.471836419753086,0.15833740049670936,0.106597216817422,49.69707630298756,0.6582402848580161,68.37959038981457,0.12303706232883457,94.70485388771088,0.09475392696408722,99.40797507470239,0.1284519240235354,0.10140922095373911,0.38498551471421893,0.08704857561661838,64226.56678294026,4.342529989726836,501.6181784786222,9540.561826378018,0.08924499210026417
39,139,36.2041,6.61239,30,7.58804,0,108,119,7,135,7,1.00021,39.53776,0.0,0.0,4.03571,8.187,5.62867,0.0,0.0,128.0,45.38844,0.0,0.41,3.086,-1.0,0.313119,0.07947869412084421,0.681161568627451,0.0968708969214936,7.5950038580246915,0.1581843242838541,0.10642845115907562,49.66528037742332,0.7969778771983732,68.66657077730028,0.12315111753021196,94.39523218635924,0.09458503482624028,99.40971837331774,0.12813889262654587,0.10121552219767703,0.38498551471421744,0.08687133712269988,64190.85719545228,4.324080852461179,501.54222302536385,9558.336899691276,0.08925723213778702
40,140,36.2638,7.08691,30,8.26882,0,108,119,7,135,7,1.00219,39.63484,0.0,0.0,4.28571,8.204,5.67655,0.0,0.0,128.0,45.39844,0.0,0.42,3.27,0.18287,0.290697,0.07961824661160666,0.6812725490196079,0.09736355969426151,8.121238425925926,0.15806312911204232,0.10611113283134724,49.80438232421875,1.6676930677407658,68.53221521417915,0.12338913191287769,88.81983672147906,0.09436535720980418,99.39927160797927,0.12810780351049514,0.10097268284244995,0.3849855147142181,0.08685327010535131,64227.01656363105,4.387947845081145,501.4470651354594,9603.421529755811,0.08916942614861109
41,141,36.3489,7.87981,30,8.503,0,108,119,7,135,7,1.00134,39.75899,0.0,0.0,3.42857,8.21,6.08725,0.0,0.0,128.0,45.44446,0.0,0.41,3.795,-1.0,0.290873,0.07985539785156748,0.6823141176470588,0.09785915155564856,8.566068672839506,0.15773623792653985,0.10591852540718769,49.79341163164304,1.0305919716021692,68.4833764679936,0.1236820685285404,89.28094321108854,0.09419702227115319,99.36508345195699,0.128571201584626,0.100969519570699,0.3849855147142225,0.08690466449533908,64282.27413942766,4.512241080997919,501.32566051513845,9683.223717346104,0.08909294815911725
42,142,36.2076,8.0557,30,9.77958,0,108,119,7,136,7,1.00193,39.49483,0.0,0.0,3.28571,8.245,6.81431,0.0,0.0,127.0,44.92804,0.0,0.41,3.173,-1.0,0.281421,0.0799650231918271,0.6669426078431347,0.0984416416167581,8.971739969135802,0.15748148979590418,0.10560565343381194,50.346743925118155,1.2117436628659737,62.76629550688928,0.1238616242178838,88.4584299508169,0.09399645147115092,99.42051483749029,0.12847044363991253,0.10061857842794948,0.3849855147142189,0.0869623746502178,64179.04178179971,4.946123586733011,501.253822242276,9584.779449071933,0.08901710266525291
43,143,36.3511,8.29044,30,9.55689,0,108,120,7,136,7,1.00692,39.58773,0.0,0.0,4.03571,8.309,6.92889,0.0,0.0,126.0,44.81278,0.0,0.42,3.435,-1.0,0.287642,0.08009301874062943,0.6619783921568614,0.09938680987191509,9.3671875,0.1572080105706699,0.10525464605996658,50.38076518494405,1.1459636555442962,61.909075554194324,0.12411981808466938,87.67229776102155,0.09371001774958694,99.40918592477176,0.12814627070985785,0.10019152065538019,0.38498551471421516,0.08698917041644057,64266.07917760917,4.632309664095663,501.1769949326525,9654.183637212218,0.0890276269922233
44,144,36.5635,8.46106,30,9.72998,0,108,120,8,136,7,1.01028,39.82048,0.0,0.0,3.0,8.276,7.1397,0.0,0.0,126.0,44.96588,0.0,0.41,2.981,-1.0,0.257919,0.0802982040463486,0.6636062745098039,0.10061941098716388,9.701919367283951,0.15713274908387487,0.10502995446530793,49.39408196343316,1.2303560963167692,62.841323048485854,0.12447456214947222,88.44652546393023,0.09348480526554584,99.38208888496405,0.12803210242879196,0.09969183960084686,0.3849855147142191,0.08708997494544855,64281.23685121911,4.987281615550564,501.15961037529746,9795.820226838907,0.08900545015839154
