,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,temporal,contrast,cubcol.0.3,cubrow.1.0,cubrow.0.6,cubrow.0.5,cubcol.0,noise,cubcol.1.0,tone,saturation,blur,cubcol.0.5,fft,color_fulness,cubrow.0,movement,cubrow.0.3,cubcol.0.6,uhdhdsim,staticness,blockiness
10,110,61.0538,12.8627,88,17.5552,0,96,124,33,128,24,0.98057,67.8846,0.0,0.0,0.21429,4.1,11.24407,0.0,0.0,137.0,35.89694,0.00835,2.12,1.328,-1.0,0.0,6.440223439055422,93.20750277140692,0.1776911812546031,0.10683898060464271,0.17666610016411663,0.1792934201377709,0.3595775121676353,2.145575649189623,0.10289303701473945,0.49713137254901973,32.353535028151526,24075.61707591466,0.1874378291984598,72775.62713330002,147.44419425677924,0.22399024758876418,3.8466917438271606,0.1533860040239587,0.23162803146845878,82.72796478547383,235.10269802497953,6.316743244046914
11,111,60.9573,13.1174,88,16.4486,0,96,124,33,128,24,0.99359,67.8052,0.0,0.0,0.0,4.104,11.05652,0.0,0.0,137.0,35.90463,0.00847,2.1,1.343,-1.0,0.0,6.425106645225477,91.96224328805407,0.1800678031835311,0.10553866570299976,0.1750113356250837,0.1785710240952886,0.35941575397888104,2.1532577311477468,0.10271990662076244,0.49740627450980385,32.386661859206214,23777.358546774256,0.1882020063375309,72380.40228724408,147.5259195892284,0.2229198089063682,4.242476851851852,0.15318709205783032,0.23230064262812855,82.6840342199882,233.6404251945634,5.956250074776293
12,112,60.9282,13.1163,88,17.1508,0,96,124,33,128,24,0.98876,67.7665,0.0,0.0,0.0,4.081,11.27933,0.0,0.0,137.0,35.94925,0.00802,2.09,1.36,-1.0,0.0,6.375404436759529,91.94654513950721,0.1819957383444496,0.10498683334562396,0.17424423551548557,0.17747077471663777,0.35645018616986496,2.141575389824197,0.10186588345983774,0.49764352941176465,32.24366176275559,23774.900009655124,0.1879759187947603,72484.95876550864,147.43459684292225,0.22164555952163634,3.72289737654321,0.152861334668413,0.23073035541255663,82.71941543718079,232.22596872780048,5.3914617920391885
13,113,61.023,12.8505,88,17.2068,0,96,124,33,128,24,0.99201,67.83523,0.0,0.0,0.03571,4.07,11.27805,0.0,0.0,137.0,35.98332,0.0083,2.08,1.419,-1.0,0.0,6.373215262458644,92.48950107444287,0.1858958984303177,0.10468324573279539,0.17347215601414465,0.17682938861834455,0.35648031669021724,2.1421696009315947,0.10139791091733821,0.4979717647058823,32.248435691550924,23928.09746714117,0.18674864822922432,72513.44087524706,147.30123198956372,0.22151620479181164,3.537471064814815,0.15244060810025828,0.22950227492591307,82.67546471055581,230.88418966645403,6.218153139424703
14,114,60.8611,13.2078,87,17.9236,0,96,124,33,128,24,0.98615,67.66405,0.0,0.0,0.10714,4.066,11.05298,0.0,0.0,137.0,36.01523,0.0085,2.08,1.389,-1.0,0.0,6.3023227941446045,90.21230886481418,0.19144668835741763,0.1041386608600826,0.17266744054343672,0.17715865711001016,0.3569731811744746,2.144387226974825,0.10138447084099662,0.4979788235294118,32.35506053029755,23791.421110702348,0.18638429043855237,72228.33481323956,147.38001595695252,0.22218173708304392,3.290702160493827,0.15227199698454835,0.2280979431639827,82.66390967322516,229.6527667207798,6.114768247589024
15,115,60.6903,12.8126,88,16.5772,0,96,124,33,128,24,0.98026,67.53925,0.0,0.0,0.0,4.071,11.36617,0.0,0.0,137.0,36.04185,0.00906,2.08,1.474,-1.0,0.0,6.398136574063606,92.66665437682191,0.19261975317271787,0.10346235938334054,0.1721126951217462,0.1788095862955661,0.35628199888937767,2.1516343162119154,0.10140554314610443,0.497741568627451,32.3657147442853,23445.361473363435,0.18578846469485671,72094.15475903555,146.9704640885129,0.2233875478935198,5.003520447530864,0.1527999258468501,0.22623164003261392,82.6705852676031,228.46029263035027,5.658354821469338
16,116,60.3832,12.7556,87,16.4136,0,96,124,32,128,24,0.98707,67.19664,0.0,0.0,0.35714,4.064,11.02581,0.0,0.0,137.0,36.05751,0.0089,2.1,1.309,0.125,0.0,6.244770664690432,92.70742030992966,0.19140525683845863,0.10267548279327637,0.17181806893301393,0.18134116619575108,0.3558677062381709,2.1371401377377324,0.1013956493123995,0.49826941176470585,32.30238568341291,23128.603966420356,0.18564160781808559,72116.40971991023,147.26511212009962,0.22314870035701595,4.979359567901234,0.15274813394735548,0.22552321961647476,82.76473825166866,227.3137015043758,5.448707870986357
17,117,60.3478,12.7297,87,16.0822,0,96,124,32,128,24,0.97854,67.18235,0.0,0.0,0.17857,4.037,10.97764,0.0,0.0,137.0,36.0736,0.00854,2.1,1.309,-1.0,0.0,6.251506659961847,91.84748951452727,0.19256199022369785,0.1020563138161209,0.1717066697814582,0.18384355345533426,0.3532948473519713,2.151040105104513,0.10119894454284874,0.49854784313725486,32.220334276740935,22968.12193519718,0.18562550635864464,72128.84358888082,146.9807656181825,0.22374096275790195,4.8737461419753085,0.15261584632895944,0.2247068013019346,82.67669414461645,226.1928074870049,5.678076929009908
18,118,60.2789,12.142,87,16.0855,0,96,124,32,128,24,0.98311,67.1044,0.0,0.0,0.0,4.032,10.9548,0.0,0.0,137.0,36.08219,0.00834,2.1,1.386,-1.0,0.0,6.255936069934787,92.48471345515672,0.19403114046499373,0.10168064374432087,0.1715836615159394,0.18571876094244946,0.3513193351969943,2.1510401051045123,0.1008032689167934,0.4988129411764707,32.258522693021796,22886.713607927028,0.18562209627622162,72045.03938947844,147.12677073302913,0.22324268664941183,4.560088734567901,0.15314940101458352,0.2235904288175252,82.6851396518737,225.1346050308841,6.28870061486066
19,119,60.2604,12.0839,87,16.2955,0,96,124,32,128,24,0.98093,67.05184,0.0,0.0,0.0,4.002,10.44738,0.0,0.0,137.0,36.08502,0.00843,2.1,1.353,-1.0,0.0,6.048849763544649,93.24922129703559,0.19414420904434407,0.10133658383124454,0.17191093428403678,0.1878940110431312,0.3500518531164307,2.1449814380822247,0.10078054634497942,0.4988129411764707,32.338582356770836,22774.029096804912,0.18599182452039326,72295.64223027926,146.79771975574434,0.2231208423415174,4.222559799382716,0.15414396951386858,0.22293071377640994,82.69450304442758,224.1605205303885,5.827187812722403
20,120,60.0773,12.0864,87,17.5307,0,96,124,32,128,24,0.98445,66.9089,0.0,0.0,0.0,4.013,10.39737,0.0,0.0,136.0,36.07596,0.00877,2.08,1.428,-1.0,0.0,6.1041913158395005,92.3008204542152,0.19344958443907728,0.10077326547300057,0.17218673253528055,0.19034078520442566,0.3482963744769508,2.157098772126813,0.10083940091883745,0.49890398039215667,32.1523405475381,22565.304771886815,0.18637855704865167,72094.59761517949,146.57593973387807,0.2234633782591733,5.3695505401234565,0.15521284983893258,0.22383590352405416,82.69240805966732,223.2307194406448,6.237850308436576
21,121,59.9892,11.8997,87,16.02,0,96,124,32,128,24,0.99052,66.82891,0.0,0.0,0.0,4.017,10.40025,0.0,0.0,136.0,36.08734,0.00867,2.08,1.393,-1.0,0.0,6.003630106850067,91.69377148396813,0.1944433773781997,0.10042460834258031,0.1728234574029601,0.19256592525549446,0.3450302238535388,2.1504458939971194,0.10073127877181656,0.4996192156862745,32.29281955295139,22487.903248147202,0.18616729980972702,72024.65779727863,146.26262061089997,0.22415310300049182,5.209346064814815,0.15595676272003622,0.22403277904682203,82.71477576187657,222.32131189985222,5.285843125267515
22,122,59.9969,12.007,87,15.0166,0,96,124,32,128,24,0.98452,66.81726,0.0,0.0,0.0,4.016,10.23547,0.0,0.0,135.0,36.08581,0.0086,2.09,1.35,-1.0,0.0,6.049570248081363,86.98259417171474,0.19628271826515478,0.10014559631084122,0.17310885593541292,0.19404728731164497,0.3424009265683126,2.1488224790612884,0.10063695645712604,0.4994082352941177,32.20762747305411,22682.884870747504,0.18649055817265328,72057.67073348528,146.26747283268043,0.2246651162644993,4.975356867283951,0.15625212307708783,0.22340393775092074,82.72738802782861,221.4386440359335,5.910403983773787
23,123,59.9689,12.9199,86,15.8878,0,96,124,32,128,24,0.98409,66.76345,0.0,0.0,0.39286,4.001,10.32654,0.0,0.0,135.0,36.0706,0.00871,2.09,1.345,-1.0,0.0,5.994037635189481,87.86027286598546,0.1988281398083994,0.09958554178108867,0.1737048917801268,0.19538421624636715,0.34212125598833254,2.1367051450167005,0.10064267172694878,0.4993784313725491,32.32129716284481,22708.98939774682,0.18687135440873728,72171.48496943968,146.1863194834387,0.22521482769035778,4.9153163580246915,0.15667353518553356,0.2228728058319912,82.75550242951105,220.5911023275759,6.000107580204203
24,124,59.7201,12.0236,86,16.422,0,96,124,32,128,23,0.99376,66.52987,0.0,0.0,0.0,3.987,11.1086,0.0,0.0,136.0,36.05677,0.00849,2.09,1.422,0.125,0.0,6.358199413464366,92.53138578920246,0.19915558207166667,0.09937776737986986,0.1743772786368158,0.19557418572834048,0.34055144086761524,2.1421696009315934,0.10039478043527127,0.499646274509804,32.160147772894966,22309.46112378811,0.18651290527947104,72013.52557549824,146.03754807729288,0.22504881500285442,5.1928530092592595,0.15660801801499685,0.22250967591144982,82.77548976835422,219.7110286721,6.373997073344514
25,125,59.6869,11.9999,86,16.2751,0,96,124,32,128,24,0.97651,66.49472,0.0,0.0,0.07143,3.973,10.33608,0.0,0.0,136.0,36.04058,0.00848,2.08,1.337,-1.0,0.0,6.106703297785235,92.28422526722426,0.19982139280098882,0.09897010029129306,0.17479059991270293,0.1957061694652875,0.33863353095282683,2.1449814380822203,0.1002897203959499,0.4993784313725491,32.238676094714506,22114.917507741313,0.1869972377321946,71986.08851192004,145.83066549412507,0.2245917450420364,6.167390046296297,0.15606708849715603,0.2235488546242028,82.72700821494118,218.85759384036336,5.972439486342397
26,126,59.5359,12.526,86,15.9946,0,96,124,32,128,23,0.98773,66.37181,0.0,0.0,0.14286,3.987,10.31262,0.0,0.0,136.0,36.03352,0.00841,2.08,1.403,-1.0,0.0,6.171040089774904,92.8610277766279,0.1985354855198358,0.09867039291408455,0.17488247418349703,0.19565479201551603,0.3373930156956364,2.1405461859957566,0.10019760875647547,0.49939333333333336,32.135251268928435,21962.43644645323,0.1880554783257862,71941.36034744639,145.67029399790385,0.22440099871642655,6.185763888888889,0.1550098812507228,0.22402573134865503,82.75898195099997,218.01733672764354,6.106562626416923
27,127,59.2857,11.8544,85,16.9628,0,96,124,32,128,23,0.98936,66.09962,0.0,0.0,0.03571,4.017,10.76502,0.0,0.0,137.0,36.02886,0.00917,2.08,1.411,-1.0,0.0,6.303513178270645,92.30740471150544,0.19718205918996373,0.09864964863694899,0.17478926789944912,0.1955026098958931,0.33677937669010144,2.1256170148005427,0.10013958036513206,0.4993784313725491,32.16523836865837,21670.971701175276,0.18893865964716178,71843.82376863179,145.70499892326643,0.2238873671366758,6.299141589506172,0.15398032334734837,0.22371029045927435,82.82420552031473,217.18908727548583,5.872195618776869
28,128,59.3282,12.7238,86,15.3472,0,96,124,32,128,23,0.98169,66.15401,0.0,0.0,0.10714,3.967,10.18147,0.0,0.0,137.0,36.04881,0.00841,2.09,1.381,-1.0,0.0,6.171587998614288,92.34169763652393,0.19630675823133922,0.09852419285123654,0.17470193708494874,0.19564754003857884,0.3355774683889126,2.143793015867421,0.1002996391369293,0.49939333333333336,31.993670239860627,21612.387360666376,0.1902223258891256,71775.676938018,145.61811958896865,0.22377349528171897,6.282214506172839,0.15311161083540337,0.22303444222500712,82.82938356201585,216.373920745787,5.663659422096312
29,129,59.1893,12.0041,85,16.4035,0,96,124,32,128,23,0.98358,66.01139,0.0,0.0,0.14286,4.039,10.92963,0.0,0.0,137.0,36.03397,0.00826,2.08,1.361,-1.0,0.0,6.619583023467429,92.89995125377874,0.1959293176537596,0.09861293288354385,0.1746024332348576,0.1957967907079263,0.3345872976761045,2.1290230630585727,0.10009454538642497,0.49939333333333336,32.30002094786844,21590.08033105702,0.19131149711849302,71854.11944900193,145.50579518721872,0.22365068587938458,6.185860339506172,0.15210977226713604,0.22203502466648242,82.83966429896614,215.60454099487964,5.732512013548231
30,130,59.1421,12.0775,85,15.7566,0,96,124,32,128,23,0.99127,65.9804,0.0,0.0,0.0,4.029,10.30945,0.0,0.0,137.0,36.03193,0.00867,2.08,1.414,-1.0,0.0,6.374523049615736,92.87398788753411,0.19638787068761468,0.0988832014308617,0.17506874537683662,0.19579935661400744,0.3334055144339651,2.1298347705264895,0.09992072447747442,0.49939333333333336,32.20033056942033,21592.46385693103,0.19155603445525382,71777.4751363288,145.43713337123927,0.2237569895739407,6.843219521604938,0.1512437168025085,0.22252913321667772,82.81763522463035,214.87129395991553,5.0899162825146265
31,131,59.0503,12.0416,86,16.1621,0,96,124,32,128,23,0.9808,65.92999,0.0,0.0,0.14286,3.977,10.37105,0.0,0.0,137.0,36.03596,0.00852,2.08,1.416,-1.0,0.0,6.3379042933802126,92.84947468579907,0.198344683185668,0.09958199376868089,0.1750195510421309,0.19551453927991388,0.33190442355535693,2.141140397103165,0.09996617064698818,0.49939333333333336,31.95609971034674,21473.33676627575,0.19129657434014374,71652.51326563406,145.27363228155573,0.22392461246388176,6.8737461419753085,0.1503441709174367,0.22289560405326453,82.78495774169178,214.1383132307887,5.340474225677177
32,132,58.9502,12.399,85,15.4425,0,96,124,32,128,23,0.9886,65.83523,0.0,0.0,0.0,4.026,10.34298,0.0,0.0,137.0,36.05434,0.00921,2.09,1.392,0.125,0.0,6.269166752822208,92.72431686064442,0.20053154394855338,0.10017967084219247,0.17515802840668132,0.1951597547042723,0.33053772971240575,2.13167568182284,0.10005038188075692,0.4999211764705882,31.929316014419367,21443.196372908053,0.19134412263123843,71555.96596867306,145.0290744929111,0.22416977191137671,6.860001929012346,0.14949348824651723,0.22181138428560276,82.8654910343432,213.39896200727043,5.216292270340081
33,133,58.885,12.2141,85,15.5006,0,96,124,32,128,23,0.9772,65.77714,0.0,0.0,0.0,4.051,10.647,0.0,0.0,137.0,36.06621,0.00867,2.09,1.392,-1.0,0.0,6.445177984473602,92.78060711404132,0.20117516483486603,0.10018486775989228,0.1749768298183034,0.19496929547512212,0.3302559209211137,2.124428592585748,0.10008713787192156,0.5002223529411766,31.930328369140625,21333.338997236675,0.19174913323195072,71678.18462440837,145.24592497496695,0.22488839994453316,6.891251929012346,0.148517621953482,0.22088740331665832,82.86896855334265,212.6951898873032,5.378298830607271
34,134,58.8046,13.6881,85,16.0853,0,96,124,32,128,23,0.98744,65.68497,0.0,0.0,0.03571,4.028,10.49435,0.0,0.0,137.0,36.07421,0.00805,2.09,1.33,-1.0,0.0,6.27662952205642,92.93433571741154,0.20028265887232946,0.10007176476483723,0.17503020560456897,0.1947563059255221,0.32975659462291307,2.1344875189734647,0.10035972363128907,0.5008909803921568,32.07789894386574,21182.58748081871,0.19330570828598947,71679.66223580524,145.20734012674563,0.22594823833320396,7.112943672839506,0.14775795560483404,0.2197688465241213,82.86494363742113,212.00373692070318,4.675215449685893
35,135,58.4912,12.826,84,18.6294,0,96,124,32,128,23,0.97654,65.32446,0.0,0.0,0.10714,4.1,11.75579,0.0,0.0,137.0,36.0306,0.00843,2.08,1.37,-1.0,0.0,6.8100064692226185,93.08408794498692,0.1992548953836062,0.09994123177349211,0.1736793691652529,0.1945439931344133,0.32903272277278295,2.1096586397768946,0.10001045813903515,0.5004866666666666,31.82238788369261,20954.47610500056,0.19238183539933276,71747.15133903065,144.811983575508,0.2270876427031636,7.679349922839506,0.1467815915657366,0.2184440028135097,83.01194177505685,211.30970433952947,4.837170402594829
36,136,58.6251,13.334,85,16.2978,0,96,124,32,128,23,0.98714,65.51359,0.0,0.0,0.0,4.012,11.015,0.0,0.0,136.0,36.00367,0.00836,2.08,1.41,-1.0,0.0,6.581630430052902,92.93976207074445,0.1988167434142451,0.09993472920797028,0.17305039276004083,0.19485986672476538,0.32825721315907713,2.121775973821482,0.09968599888480127,0.5004717647058824,31.989972903404706,20988.515175339882,0.1919639098335583,71711.43389312676,144.9284415687213,0.22789759218204406,7.770640432098766,0.14620940869099242,0.21737731765557947,82.91955792830443,210.63602021006366,5.542006876241854
37,137,58.4188,12.7822,84,15.6576,0,96,124,32,128,23,0.98357,65.27712,0.0,0.0,0.0,4.078,11.45367,0.0,0.0,135.0,35.98702,0.00892,2.09,1.331,-1.0,0.0,6.525130927627827,92.92901563675561,0.198512099337889,0.09998909390745538,0.17207737582366245,0.1940447048933596,0.3280190437422166,2.1185291439498184,0.09985136159662662,0.5010600000000001,31.727464087215473,20710.626556459774,0.19170729927855526,71650.98989763165,144.34337991114953,0.2286137065048633,7.670187114197531,0.14523483797014008,0.2165999664958953,82.94276441917549,209.95126203909533,6.102913784661607
38,138,58.0415,12.9897,84,16.3429,0,96,124,32,128,23,0.9883,64.85037,0.0,0.0,0.0,4.091,10.97796,0.0,0.0,136.0,35.96824,0.0082,2.08,1.319,-1.0,0.0,6.3984821544779535,92.9390653846551,0.19814215135694685,0.1002640828187825,0.17134065636857493,0.1936104112098824,0.32846338150953974,2.1074410137336597,0.10033229182542579,0.501029411764706,31.905041729962385,20370.488140833648,0.1912039041063264,71696.65538657103,144.4065018127908,0.22899180124768057,7.648292824074074,0.1444466523316701,0.21595216437705678,83.08321827486849,209.28837229071945,5.902384926588271
39,139,57.9353,13.0132,84,15.8948,0,96,124,32,128,23,0.9833,64.75686,0.0,0.0,0.07143,4.081,11.15305,0.0,0.0,137.0,35.94863,0.00896,2.08,1.282,-1.0,0.0,6.564695057153504,91.31719646679538,0.19714658353127218,0.10047886966879066,0.17044878244988246,0.19320885139880106,0.32890046834319636,2.1080352248410605,0.1006144405579347,0.500761568627451,31.88873818479938,20239.168129896196,0.19096579218399234,71813.4470486556,144.72162708687327,0.22928640260074495,7.780285493827161,0.14374409485795808,0.21617158225937522,83.06441883389583,208.65225628353903,5.14729278801941
40,140,57.768,13.6835,84,15.7988,0,96,124,32,128,23,0.99202,64.63318,0.0,0.0,0.03571,4.037,11.17819,0.0,0.0,137.0,35.94376,0.00848,2.08,1.384,0.125,0.0,6.482796187760112,92.83094539982181,0.19607851082201752,0.10051347752704645,0.1699456821612157,0.1926703605172505,0.32888543150995625,2.11809415122878,0.10045652542464091,0.5007623529411765,31.912191320348672,19818.414885220405,0.19163267540985643,71606.95178771684,144.47358347433482,0.22853979520628942,7.9554880401234565,0.14308621493337706,0.21566048059017473,83.01898476331517,208.0137486460743,5.288346011279706
41,141,57.4432,12.6628,83,17.108,0,96,124,32,128,23,0.98169,64.31729,0.0,0.0,0.07143,4.071,11.75583,0.0,0.0,138.0,35.93333,0.00816,2.07,1.307,-1.0,0.0,6.664323879439063,92.79365389208388,0.1956034887547537,0.10063446622567064,0.16957915529498707,0.19175113780904135,0.3279653866367075,2.100788135603977,0.1003803865698939,0.5004717647058824,31.784301569432387,19565.60429351121,0.1916041854322226,71214.48450266986,144.31056619543952,0.2278652042852653,7.903115354938271,0.14217138966111148,0.21512662067110955,83.11543265116016,207.37698422554053,4.583929167558508
42,142,57.5202,12.6341,84,16.4189,0,96,124,31,128,23,0.98785,64.42314,0.0,0.0,0.07143,4.051,10.87113,0.0,0.0,138.0,35.95167,0.00803,2.08,1.31,-1.0,0.0,6.405666062917996,92.95220715491133,0.1952805306003299,0.10065972272199501,0.16923644263489962,0.1911551398306489,0.3273742713803795,2.1058175987978323,0.1005150582492617,0.500761568627451,31.735961537302277,19480.069131425324,0.1919180527149086,71315.53856371263,144.29488847841472,0.2273009259850045,7.947820216049383,0.14141364420351174,0.2148919117605805,83.04578687718985,206.742063284038,4.68851033455636
43,143,57.539,12.9037,83,15.4941,0,96,124,31,128,23,0.98463,64.42584,0.0,0.0,0.07143,4.038,10.84219,0.0,0.0,138.0,35.96675,0.00811,2.07,1.37,-1.0,0.0,6.428423335107924,93.00199433465268,0.19436508065367689,0.10113011835122707,0.1687573043306286,0.19073060351237994,0.3265982065196091,2.112470476927527,0.10081387271102825,0.5007843137254903,31.815272390106582,19513.12807799036,0.19225199595276157,71419.76456004623,144.38819516618443,0.22667985879973343,7.758150077160494,0.1406318598424999,0.21396851924135057,83.06930532878398,206.11933389549688,4.885070093909781
44,144,57.5881,12.4282,84,16.1669,0,96,124,31,128,23,0.98799,64.49678,0.0,0.0,0.0,4.056,11.07379,0.0,0.0,138.0,35.96936,0.00822,2.07,1.324,-1.0,0.0,6.544873606963041,92.94821140204037,0.1933975320772336,0.10104640807215505,0.16820219035217432,0.19036185142213474,0.32580983878726344,2.1256170148005444,0.10064943239559136,0.5007843137254903,31.864426601080247,19581.757470329885,0.19272331294032277,71251.92287682323,144.109942411299,0.22589264100891226,7.80078125,0.13992196236632384,0.21301008375123254,83.042416469802,205.51840413241496,4.5667531725065444
