,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,cubcol.1.0,temporal,cubrow.0.6,cubrow.1.0,cubcol.0.6,uhdhdsim,tone,staticness,cubrow.0,fft,saturation,cubrow.0.5,contrast,noise,cubcol.0,cubcol.0.3,cubcol.0.5,blockiness,movement,color_fulness,cubrow.0.3,blur
10,110,53.1844,10.1752,54,18.4107,0,95,123,14,128,8,0.99461,51.02457,0.0,0.0,0.14286,5.318,8.80635,0.0,0.0,130.0,34.87962,0.00129,0.42,1.419,-1.0,0.687051,0.06539170497567921,4.1277515296259315,0.11204669713497473,0.0745576133308727,0.1535477609749923,85.73095177594726,0.48286588235294126,233.58218932192452,0.18798912136349094,74746.772810603,34.42517146357783,0.14518359409909853,93.08690498964886,0.5372056197653224,0.31760645209017685,0.10816105987646886,0.10992609201268277,2.487724623628282,3.293113425925926,152.0207064350776,0.09081648515537583,21148.56594753165
11,111,53.0325,10.4741,54,17.2517,0,95,123,14,128,8,1.01351,50.88668,0.0,0.0,0.03571,5.3,8.73198,0.0,0.0,130.0,34.88811,0.00141,0.42,1.404,-1.0,0.743535,0.0650528629640721,4.087226487967156,0.11122282509897226,0.0730320097866924,0.15417734156461874,85.68629981804052,0.48259803921568634,232.60934696946472,0.1865308370547331,74293.35118006497,34.454272234881365,0.14472697639566154,92.84194911019877,0.5372056197653211,0.31802401042535045,0.1095968542244303,0.10958720916368768,3.033761403916978,3.6592399691358026,152.03387251592574,0.09121320132589567,20868.610946798308
12,112,52.9903,10.4579,53,18.2543,0,95,123,14,128,8,1.00842,50.84298,0.0,0.0,0.21429,5.276,8.98957,0.0,0.0,130.0,34.9329,0.00137,0.42,1.377,-1.0,0.706239,0.06471188959622959,4.121782594544166,0.11134274774254532,0.07259841736633492,0.15426293724522105,85.72947930247952,0.48426470588235304,231.63119989141506,0.1853340145959625,74432.10545467677,34.29957919650607,0.1442655140885712,91.22192034605183,0.5372056197653191,0.31516540328935094,0.1128173460253381,0.10881279096021701,3.1331878871005987,3.2176408179012346,151.93492185423045,0.09132817894292623,20876.280183585804
13,113,53.0614,10.2774,53,18.5478,0,95,123,14,128,8,1.01277,50.89938,0.0,0.0,0.10714,5.28,8.9747,0.0,0.0,130.0,34.96642,0.00145,0.42,1.306,-1.0,0.682511,0.06473380833209257,4.1196355722250955,0.1115577847037068,0.07193569101861269,0.15321234105887735,85.6639823592591,0.4839749019607843,230.68835412807456,0.18555860035002017,74315.86688767509,34.302371743284624,0.14423108956169317,93.03574612409652,0.5372056197653212,0.3151690450188594,0.11969696501916469,0.10777394160513014,3.2803015182701283,3.0869984567901234,151.86400600615758,0.09130535373190796,21021.124289167325
14,114,52.8752,10.599,53,19.1786,0,95,123,14,128,8,0.99239,50.71949,0.0,0.0,0.35714,5.246,8.82479,0.0,0.0,130.0,35.00025,0.00146,0.43,1.266,-1.0,0.742454,0.06485781059998502,4.060451604502914,0.11147643761181783,0.07071077844983367,0.151586236926333,85.63905556352745,0.4842725490196078,229.81354959829673,0.18654339853581264,74162.71061431315,34.42409882722078,0.14529002786855333,93.11376980099944,0.5372056197653204,0.3152592285813417,0.12730682016197567,0.10737521954761199,3.374482630501691,2.908179012345679,151.9115000160493,0.09170938008869053,20858.56180583413
15,115,52.6236,10.3741,53,17.8148,0,95,123,14,128,8,0.98608,50.50335,0.0,0.0,0.0,5.263,9.10189,0.0,0.0,130.0,35.02824,0.00126,0.42,1.268,-1.0,0.734225,0.06485831218009136,4.116982559604854,0.11129719333552643,0.06958384147191791,0.14955617610997773,85.70373630470472,0.48454039215686273,228.95225574393575,0.18823008196416527,74035.63784940109,34.438820167824076,0.14752711810483368,93.20542555251656,0.5372056197653224,0.3147133957982319,0.12916919971271304,0.1067271132633362,2.815780600953693,4.514756944444445,151.61349383268066,0.09223675275501832,20474.719712504928
16,116,52.3555,10.3181,53,17.706,0,95,123,14,128,8,1.00317,50.23685,0.0,0.0,0.17857,5.304,8.90728,0.0,0.0,130.0,35.04734,0.00137,0.42,1.327,0.13323,0.750054,0.06486788940942746,4.021223854412265,0.11128939635505396,0.06852438021842583,0.14895642038649493,85.80861519996908,0.4847960784313726,228.09257714928046,0.18753504940372864,74036.64327482194,34.37655959894628,0.1503254650249514,93.21757009838377,0.5311469527430286,0.3133982294224486,0.1274397937832758,0.10636305552578415,3.0224064733622944,4.507474922839506,151.84608152975005,0.09189686631460861,20235.949678923334
17,117,52.254,10.2788,53,17.0335,0,95,123,14,128,8,0.98828,50.14366,0.0,0.0,0.28571,5.255,8.86107,0.0,0.0,130.0,35.06312,0.00128,0.42,1.265,-1.0,0.721596,0.06471995390218321,4.012624171988647,0.11164647843007776,0.06769048319057336,0.14840489292836798,85.73187597547351,0.48507607843137257,227.25330236211036,0.18814167552907493,73997.06214515667,34.29656869393808,0.15268332094548243,91.65654088660514,0.5317411638504276,0.3109626723872626,0.1288481069587087,0.1062559899724495,2.9288650573402273,4.464795524691358,151.5976255023928,0.09173710526892759,20090.42307457727
18,118,52.1176,9.91634,52,17.4569,0,95,123,14,128,8,0.99633,50.02314,0.0,0.0,0.0,5.262,8.82924,0.0,0.0,130.0,35.07248,0.0014,0.41,1.469,-1.0,0.776051,0.06442975427572638,4.013706683196291,0.11202197962972935,0.06703420072317443,0.14740261343779804,85.77717971555734,0.48507607843137257,226.44478371365162,0.18735290127955,74012.11823251718,34.333329754111205,0.15408281128048779,93.14373327308428,0.5311469527430287,0.30860333771607096,0.1305834927544425,0.10624993245918066,3.0212854352954652,4.190875771604938,151.6991273119824,0.09310573603768878,19971.964488967245
19,119,52.1123,9.87334,52,16.3109,0,95,123,14,128,8,0.99189,50.00653,0.0,0.0,0.21429,5.244,8.51555,0.0,0.0,130.0,35.07756,0.00128,0.42,1.324,-1.0,0.754599,0.0642941458598786,3.843413887576251,0.11240765519503912,0.06652693360942212,0.14608898249582983,85.75506444249004,0.485641568627451,225.6754177506145,0.18691212162476734,74141.96387889776,34.4202374116874,0.1558118000074232,93.00527251709343,0.533364578786257,0.3067101120121822,0.13089607246173243,0.10658431236147622,2.8682394722266804,3.8664641203703702,151.43468817297713,0.09475610904609251,19815.218428361015
20,120,51.8809,9.86172,52,17.874,0,95,123,14,128,8,0.99912,49.80341,0.0,0.0,0.03571,5.231,8.47544,0.0,0.0,129.0,35.06812,0.00147,0.42,1.302,-1.0,0.780694,0.06421734680066336,3.8345212112125138,0.11272272751807116,0.06599279332024284,0.14654032280809864,85.77952075145701,0.485641568627451,224.91198598207384,0.18692619719442521,74092.3920975703,34.219032946928046,0.15798994267349128,93.22866319928099,0.5311469527430309,0.3040921608512051,0.12987543489491354,0.10704800183043905,2.896509666609557,4.985387731481482,151.15595712047573,0.09695529537688648,19680.478228489043
21,121,51.7637,9.64161,52,17.1277,0,95,123,14,128,8,1.01607,49.70478,0.0,0.0,0.10714,5.215,8.46432,0.0,0.0,129.0,35.08355,0.00152,0.42,1.268,-1.0,0.748636,0.06398847588246874,3.845446570944617,0.11334215819744246,0.06579947505437751,0.14686304629358557,85.8312020040413,0.485641568627451,224.17165800690898,0.18786062797231975,73954.757974777,34.37399028260031,0.15986382347342332,92.94997259778071,0.5349879937220847,0.30041009554128345,0.13183166571677224,0.10684505044083126,3.100192225231707,4.818576388888889,150.85282855015012,0.09838102911523884,19568.77341149257
22,122,51.7886,9.7949,52,15.7499,0,95,123,14,128,8,1.0013,49.70837,0.0,0.0,0.0,5.232,8.27601,0.0,0.0,129.0,35.082,0.00131,0.42,1.358,-1.0,0.757052,0.06392159693967088,3.8405314571962554,0.11368071033484224,0.06556509551082358,0.1455995706798655,85.81152086323195,0.485641568627451,223.43101336814854,0.1885750993132505,74034.57639498923,34.27694532606337,0.16116424024220863,92.97583432733896,0.5311469527430276,0.29789683529271394,0.13458354166435205,0.10726192473341464,3.307854392551483,4.621865354938271,150.73568678064055,0.09955194121353192,19766.691226058698
23,123,51.8045,10.3735,52,16.4822,0,95,123,14,128,8,1.00016,49.71475,0.0,0.0,0.39286,5.188,8.40378,0.0,0.0,129.0,35.06805,0.00138,0.42,1.362,-1.0,0.763305,0.06403179700453906,3.81585439443337,0.1143571987423335,0.06520974772355667,0.14424497206545078,85.8463928016451,0.48620705882352944,222.72679359890665,0.18939642257067912,74077.55418043963,34.42417512116609,0.16218196844620633,91.65545174078916,0.5295235378071939,0.2973058485644359,0.13787516339658554,0.10740600403662215,3.514220447555072,4.566068672839506,150.66848493914802,0.10042946568798856,19785.78510649022
24,124,51.4761,9.66481,52,17.7561,0,95,123,14,128,8,1.00756,49.40848,0.0,0.0,0.53571,5.145,8.90115,0.0,0.0,129.0,35.05576,0.00129,0.42,1.315,0.13323,0.741264,0.06405647814478253,4.059000233566208,0.11518850020176996,0.06498787397148133,0.14344120225905022,85.84897765413125,0.48620705882352944,222.0032269729239,0.1894603313326067,73940.03250607032,34.2400742519049,0.16221060424228553,91.55390540724554,0.5311469527430264,0.29520335277389936,0.13843976237415753,0.10697984835755564,3.573109196709064,4.809027777777778,150.47111307758283,0.10090128011094582,19426.177197792877
25,125,51.3853,9.54054,51,17.1218,0,95,123,14,128,8,0.99179,49.33245,0.0,0.0,0.10714,5.153,8.29046,0.0,0.0,129.0,35.03778,0.00121,0.43,1.32,-1.0,0.736777,0.06416713069682048,3.8842406496486177,0.11549459169567812,0.06457363582122409,0.1442818297368408,85.78472095962618,0.4861526666666619,221.2901679732425,0.18907684081727774,73800.1063617242,34.330333756811825,0.16238006317521947,91.2845216111478,0.5289293266998035,0.2935455168903584,0.1396430478129109,0.10723088993073132,3.083976668279066,5.744020061728395,150.29461620024142,0.1002588571049287,19249.92809653612
26,126,51.1939,9.94955,51,16.4525,0,95,123,14,128,8,1.00209,49.16574,0.0,0.0,0.14286,5.16,8.18545,0.0,0.0,130.0,35.02946,0.00127,0.43,1.371,-1.0,0.811711,0.06410994033190723,3.91162938238713,0.11561696866313775,0.06397146027512629,0.14502500017939515,85.85278245811847,0.48620705882352944,220.58635446431825,0.18883045852984842,73954.84380359181,34.20479517807195,0.16238971156812235,91.68446334030382,0.5289293266997964,0.29266726018013717,0.1378401959716472,0.10868809658637231,3.5521722506480318,5.7474440586419755,150.18449417603082,0.09914514769576559,19057.001781361367
27,127,50.9342,9.37385,51,17.6901,0,95,123,14,128,7,1.01154,48.90783,0.0,0.0,0.28571,5.18,8.53899,0.0,0.0,130.0,35.03086,0.00121,0.42,1.293,-1.0,0.771602,0.06413240972080132,4.0168891172520995,0.11565951275506095,0.06376879290763685,0.14520703284527742,85.92393005023185,0.48620705882352944,219.88796502886342,0.1881181519959214,73799.31703975554,34.25655035325039,0.16223419626173,92.77815036059174,0.5228706596775057,0.2920110293682617,0.13637571363946419,0.11040081844932101,3.257162503777406,5.8776523919753085,150.22930801262524,0.09808249754893396,18772.708349719498
28,128,50.9248,9.86724,51,15.3523,0,95,123,14,128,7,0.99218,48.92089,0.0,0.0,0.85714,5.197,8.03918,0.0,0.0,130.0,35.04362,0.00119,0.42,1.351,-1.0,0.754102,0.06429883345592484,3.888630943826368,0.11574664789887326,0.06339189508452257,0.14433645037349266,85.98565510784152,0.48620705882352944,219.1858125815962,0.18769481592152404,73575.59644616555,34.0580404776114,0.1624114329408619,92.61912454640868,0.5289293266998,0.2909952279287601,0.13552690686332317,0.11189666708036446,2.9576165995226082,5.879436728395062,150.15764256429932,0.09712279745774594,18682.244297673325
29,129,50.8206,9.33523,51,17.089,0,95,123,14,128,7,1.005,48.8161,0.0,0.0,0.14286,5.278,8.46371,0.0,0.0,130.0,35.02907,0.00144,0.42,1.33,-1.0,0.747254,0.06408492448337545,4.101377326556804,0.11585771839014711,0.06344862634597119,0.14307733993149696,85.94935190816815,0.48620705882352944,218.529343962551,0.18718668672528682,73711.3864919588,34.39731249397184,0.16271539835334617,92.78363435506046,0.527740904485,0.29030514347897635,0.1352947328904534,0.11358509862900763,3.1033188058241703,5.771315586419753,150.1474930277383,0.09624139479788893,18706.153340143934
30,130,50.767,9.31512,51,17.1548,0,94,123,14,128,7,1.01425,48.76389,0.0,0.0,0.17857,5.205,8.00668,0.0,0.0,130.0,35.02552,0.00156,0.42,1.275,-1.0,0.776486,0.06394560606173473,3.966414184956674,0.11713616269356411,0.06379878268837562,0.14393555446805686,85.94180239871478,0.48620705882352944,217.8821881061811,0.1870575453766268,73585.64024533442,34.282484643253284,0.16287108998983685,92.66333522041077,0.527305911763963,0.28896469157230753,0.13596927856363122,0.11403074277182744,3.159471069652348,6.454330632716049,149.96956723758004,0.09544628021699562,18712.49861318263
31,131,50.6473,9.365,51,17.3591,0,94,123,14,128,7,0.99597,48.6695,0.0,0.0,0.21429,5.189,7.9892,0.0,0.0,130.0,35.02849,0.00144,0.42,1.274,-1.0,0.750134,0.06386332199953466,3.9781685048245228,0.11748803572742424,0.06471698748261284,0.14457727437024856,85.94960890104468,0.48620705882352944,217.22394322799036,0.18728437123758385,73561.60218397473,34.022797949520154,0.1627494044800357,92.7488006923336,0.5299585305282348,0.28744860620968377,0.1389163872520656,0.11388610112334803,3.2482107293191507,6.464650848765432,149.79239475065057,0.09473055615078739,18611.17375657962
32,132,50.621,9.54314,51,15.9092,0,94,123,14,128,7,1.00514,48.63833,0.0,0.0,0.10714,5.2,8.03235,0.0,0.0,130.0,35.05028,0.0015,0.42,1.275,0.13182,0.75933,0.0638294343123197,3.953968048615885,0.11811827887226432,0.06529412038733193,0.14327173439054985,86.02694275665905,0.4870807843137255,216.56703177063187,0.18762551260503568,73428.56493221236,34.00012659143519,0.16249803588910686,92.81544903397825,0.5289293266997981,0.28606461627175445,0.1419635676841757,0.11408635543070848,3.499415149880353,6.4322434413580245,149.56363234394888,0.09402545199168458,18594.21685817532
33,133,50.5401,9.5311,51,16.5338,0,94,123,14,128,7,0.98177,48.57386,0.0,0.0,0.14286,5.264,8.1848,0.0,0.0,130.0,35.06284,0.00144,0.42,1.271,-1.0,0.775133,0.06378816831893605,4.0195342684938895,0.11842528834806751,0.06504790975958448,0.14220486331570764,86.0273170709312,0.49014352941176476,215.93638365274873,0.18851046331192964,73574.2249179017,34.01330321512104,0.1624961241376136,92.9422644541997,0.5289293266997959,0.28587940598941974,0.14326522514301696,0.11479485204427664,3.0115043246468716,6.415171682098766,149.76775682195748,0.09330665556382109,18481.29279752573
34,134,50.4375,10.3688,51,17.2305,0,94,123,14,128,7,1.01498,48.47809,0.0,0.0,0.17857,5.218,8.17704,0.0,0.0,130.0,35.07284,0.00126,0.42,1.282,-1.0,0.765804,0.06381150654784633,3.9811677107736347,0.11869733719510443,0.06473767964554139,0.14111285153526076,86.02871206252618,0.49014352941176476,215.3181331598814,0.18953941787465015,73538.76888996351,34.16957525559414,0.16228979205827712,92.32024453818688,0.5289293266997955,0.2853185965814293,0.14219338025474085,0.11750002392690213,2.682016143309972,6.641637731481482,149.72908030016967,0.09267615745925746,18355.40652104764
35,135,50.1288,9.88729,50,19.3137,0,94,123,14,128,7,0.98423,48.18861,0.0,0.0,0.14286,5.223,8.89416,0.0,0.0,130.0,35.03227,0.00113,0.42,1.328,-1.0,0.751169,0.06365940019922546,4.285754160204225,0.11768610173604713,0.06459382010294852,0.13988812846844645,86.1736651430286,0.49014352941176476,214.6877351179624,0.19090224134638278,73712.06447647736,33.88115532015577,0.1623708453668244,92.36621597918564,0.5184354075910448,0.28442806165416806,0.14086534490875746,0.11663721853175543,2.507066873182544,7.265817901234568,149.2995020968764,0.09194444570611186,18111.329404730233
36,136,50.2105,10.2162,50,16.8437,0,94,123,14,128,7,1.00849,48.27683,0.0,0.0,0.25,5.187,8.47942,0.0,0.0,130.0,35.00097,0.00131,0.42,1.273,-1.0,0.746095,0.06344032746751106,4.08930186276267,0.11730875212333271,0.06464154853353955,0.13877575493153907,86.1188960968883,0.49014352941176476,214.07121400581812,0.1917183853381499,73661.6055561228,34.076221042209205,0.16270520534240177,92.5447793622035,0.5250882857207322,0.2834694708421993,0.14022124098911612,0.11632635482641956,2.832160617834049,7.359423225308642,149.43360941610868,0.09135932200178115,18200.562009817982
37,137,49.9999,9.85887,50,16.7142,0,94,123,14,128,7,1.00211,48.06518,0.0,0.0,0.14286,5.242,8.76376,0.0,0.0,130.0,34.99174,0.00158,0.42,1.245,-1.0,0.802096,0.0636037157761121,4.234132601864861,0.1168503890205287,0.06462977584454009,0.13813621889342448,86.1233304013351,0.49158,213.44175021734142,0.19272130188709663,73455.84918441152,33.779769709080824,0.16206051779002717,92.59901069520889,0.5228706596775018,0.2833184711127364,0.13960488284162947,0.11628551268297439,2.8043936369393805,7.2591628086419755,148.90499612447346,0.0906958836319102,17817.464369568672
38,138,49.624,9.89616,49,16.8306,0,94,123,14,128,7,1.01389,47.69257,0.0,0.0,0.21429,5.323,8.45732,0.0,0.0,130.0,34.97999,0.00132,0.42,1.242,-1.0,0.771882,0.06375397448814031,4.090966387045764,0.11653484282811087,0.06483661499724439,0.13806047934260432,86.26924176394229,0.4915327843137246,212.8281529467985,0.1931296970374874,73465.50517566936,33.99296174225984,0.16171135113472093,92.54184338417278,0.5145943666119844,0.2837198859513752,0.1390752023598219,0.11568256998972455,2.8511814474252564,7.270543981481482,148.99605562012684,0.09005250354071935,17482.694777113324
39,139,49.4651,10.0198,49,16.5225,0,94,123,14,128,7,0.99668,47.55112,0.0,0.0,0.21429,5.298,8.49003,0.0,0.0,130.0,34.95817,0.00146,0.42,1.254,-1.0,0.809209,0.06383455339615667,4.127741696261973,0.11604676110787568,0.06496989158989772,0.13867332509061822,86.28230116510022,0.4915117647058823,212.2544289931464,0.19336595437826865,73593.9777634642,33.98332628791715,0.16155848422437732,89.91060975530452,0.51681199265521,0.284515159845319,0.13790374109735878,0.11579658851518858,2.9904331896425336,7.407214506172839,149.29950514387954,0.08945872043518642,17350.44152619735
40,140,49.1903,10.4355,49,15.8295,0,94,123,14,128,7,1.02135,47.31751,0.0,0.0,0.03571,5.275,8.59767,0.0,0.0,130.0,34.95124,0.00148,0.42,1.23,0.1331,0.778705,0.06378339939104459,4.166016114337257,0.11593127418626559,0.06488183298863193,0.1383990684623851,86.28184361115353,0.49181803921568634,211.68023759855325,0.1924414981459206,73200.28367724721,34.00554120099103,0.16104708832990292,92.91872890365777,0.516811992655212,0.284574327548409,0.13681153231847276,0.11678730455250658,2.504050523752686,7.651234567901234,149.06952902326515,0.08891158779682218,16836.617276828958
41,141,48.846,9.65577,49,17.4945,0,94,123,14,128,7,1.00113,47.01145,0.0,0.0,0.5,5.316,8.9551,0.0,0.0,130.0,34.9433,0.00131,0.42,1.302,-1.0,0.770686,0.06371567701054248,4.3152276368244085,0.11598099290497632,0.06490276481033072,0.1379824624971424,86.42444887513848,0.4912525490196079,211.09201877439298,0.19197844660236188,72910.50514523845,33.87569323881173,0.16025536969163334,92.88455226082533,0.5151885777193764,0.28373993409781895,0.1364723877812981,0.11706129524478276,2.627016510087515,7.678626543209877,148.86547870959268,0.0882182763988493,16590.108456582748
42,142,48.8716,9.58352,49,16.7794,0,94,123,13,128,7,1.00719,47.03899,0.0,0.0,0.21429,5.311,8.28227,0.0,0.0,130.0,34.95628,0.00146,0.42,1.261,-1.0,0.793048,0.06373506486859379,4.104992181344463,0.11594698057643174,0.06472539012437611,0.13762433110802322,86.34636208436497,0.4912525490196079,210.51860814899288,0.19151242770268906,72933.38488626464,33.82208270791136,0.159796108507408,91.334422837723,0.5168119926552105,0.28335708466205245,0.13596233945858519,0.11770126436507553,2.66158479391998,7.763792438271605,148.78492977326272,0.08769465193317788,16475.8969736378
43,143,48.9539,9.75743,49,15.6392,0,94,123,13,128,7,1.01111,47.09903,0.0,0.0,0.46429,5.304,8.21755,0.0,0.0,130.0,34.97033,0.0011,0.42,1.273,-1.0,0.813936,0.0639083027150529,4.0799155236718265,0.1157117866694028,0.0655070887882571,0.13678997640245671,86.3613462701851,0.49124407843137197,209.95187046006862,0.19088147841020292,73111.31235242574,33.913910854009934,0.15953760253087745,91.87834946915078,0.5168119926552107,0.2827731515716921,0.1349173996767333,0.11783997102100159,2.3444427104018932,7.6484375,148.94185291687631,0.0871555521583347,16506.055112146078
44,144,49.0186,9.59971,49,17.352,0,94,123,13,128,7,1.01415,47.1623,0.0,0.0,0.10714,5.313,8.36675,0.0,0.0,130.0,34.97017,0.00139,0.42,1.306,-1.0,0.747125,0.06387770202254237,4.117548080186075,0.1155836583769061,0.06552857523111331,0.13604252971787797,86.33288747971929,0.4912745098039216,209.40528864371035,0.19002853760326566,72869.83738215802,33.97448692792728,0.15927573778077314,92.80697334567967,0.5168119926552106,0.28241160013685207,0.13383192261645738,0.11815906889616906,2.1054207166588093,7.6928530092592595,148.6708432971598,0.08659926259023895,16612.90221697096
