,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,staticness,cubcol.1.0,color_fulness,noise,cubcol.0.5,contrast,cubcol.0,movement,cubrow.0.6,cubcol.0.3,temporal,blur,cubrow.1.0,blockiness,cubcol.0.6,cubrow.0,cubrow.0.3,saturation,tone,fft,cubrow.0.5,uhdhdsim
10,110,86.9662,15.6868,95,21.9444,0,120,117,24,136,21,0.98349,100.29064,0.0,0.0,0.28571,4.214,13.62426,0.0,0.0,130.0,43.67889,0.00016,3.55,2.736,-1.0,0.0,572.0495827038081,0.3046529251279335,93.10045789141371,0.8008585756473056,0.25127468731556335,86.34611630833287,0.26374380715150675,4.521219135802469,0.3086848797507693,0.2489350112807631,6.145829109121796,70181.88001693728,0.2686685801021163,12.930094531095206,0.24182427002734697,0.4392914049241502,0.32667230888443216,50.11737908257379,0.645903137254902,70568.99332451241,0.31926506921301334,88.61489998505274
11,111,86.6702,15.7551,94,22.1683,0,120,117,24,136,21,0.98461,99.96524,0.0,0.0,0.17857,4.234,13.57666,0.0,0.0,130.0,43.59614,0.00012,3.56,2.693,-1.0,0.0,571.7260976590206,0.30763158236397603,92.82091944549178,0.7986409496040756,0.25160147190180177,87.2822085861902,0.26561481238441476,4.678192515432099,0.30936772262917117,0.247646763220162,6.123594730453633,69555.64270375413,0.2694438956986023,11.223767721508706,0.24191618579223145,0.43899178799305916,0.32640338899978466,50.182479670018324,0.6439677254901951,70618.62039896508,0.31865158273299427,88.62475345105614
12,112,86.8178,15.1822,95,22.1215,0,120,117,24,136,21,0.9959,100.09402,0.0,0.0,0.14286,4.25,13.64379,0.0,0.0,130.0,43.61035,6e-05,3.57,2.56,-1.0,0.0,571.3765171817666,0.31157852779088696,93.66294398466222,0.7992351607114659,0.2517604168268294,83.17826123790856,0.265443441416332,4.351755401234568,0.30981050778475727,0.24650155267201837,6.16547800679006,69814.17651620615,0.26996302512209014,7.849835145833966,0.24217638882022302,0.4376862794512391,0.3269708061372314,50.219246193214694,0.6441482352941178,70483.25168444212,0.3183384742984323,88.64033568570648
13,113,87.1394,14.4602,95,20.315,0,120,117,24,136,22,1.00194,100.41349,0.0,0.0,0.14286,4.249,13.158,0.0,0.0,130.0,43.63129,0.0001,3.54,2.641,-1.0,0.0,571.0253459291091,0.3152470319576742,93.48967862909437,0.8008585756473021,0.25130183975224735,82.9633878273098,0.2675599981269982,3.9053819444444446,0.309905133136884,0.24622371206543084,6.172400362465797,70482.1596360627,0.27066225386206644,10.155574576598601,0.24222913026370327,0.4355404547626946,0.3283027460714673,50.23079803843557,0.644794117647059,70586.57485491446,0.31838149478591776,88.63714686845555
14,114,87.1481,14.577,95,19.6241,0,120,117,24,136,21,0.9941,100.51023,0.0,0.0,0.17857,4.235,12.52878,0.0,0.0,130.0,43.67472,8e-05,3.57,2.775,-1.0,0.0,570.73557091794,0.32030700860473027,93.25043588848746,0.802481990583138,0.25101044632296016,84.91972923095545,0.2652897506594948,3.5869502314814814,0.3101993560025967,0.24635819125246033,6.082166565345019,70191.5253563641,0.2715996457260052,9.866092497440539,0.24232112538724562,0.431536680204536,0.3293494587626957,50.316571082597896,0.6468161176470588,70545.83831736768,0.31844421252637434,88.61459010092241
15,115,87.1725,14.9,95,20.4047,0,120,117,24,136,21,0.9872,100.55396,0.0,0.0,0.10714,4.227,12.63549,0.0,0.0,130.0,43.64679,8e-05,3.52,2.683,-1.0,0.0,570.4708489315024,0.32484233896666004,93.30939571643589,0.8024819905831352,0.25092507734261493,88.58454834711065,0.2653644076738166,4.921730324074074,0.3105462183747841,0.24639662065105822,6.009965080281557,70192.67102233553,0.27127190271532076,7.585935352709,0.24248733371641784,0.427492523583489,0.33182979845452015,50.30415758674527,0.6477635294117647,70497.47639687225,0.31876942226373156,88.5752951613592
16,116,87.078,14.7759,95,19.9247,0,120,117,24,136,21,1.00173,100.3952,0.0,0.0,0.07143,4.244,12.91521,0.0,0.0,130.0,43.59698,8e-05,3.51,2.513,0.125,0.0,570.2240917580198,0.32891249555671115,92.8788073871238,0.8024819905831357,0.25083748383389454,85.19729332858772,0.26452813378295525,5.073832947530864,0.3107975875231326,0.24615064999912184,5.9955296972251455,69924.36430934379,0.27120407554156295,8.493333373725964,0.24219823373695462,0.4241452341593663,0.33326836340220345,50.162820509922355,0.6492454901960785,70577.15254754857,0.3194031083643673,88.5944853312686
17,117,86.9377,14.4341,94,20.142,0,120,117,24,136,21,1.01478,100.16792,0.0,0.0,0.14286,4.231,12.79601,0.0,0.0,130.0,43.59012,8e-05,3.55,2.499,-1.0,0.0,570.062273219939,0.33077241466635754,93.20658463429913,0.8008585756473016,0.25065746628689245,85.21721435113979,0.2674704325043129,4.934461805555555,0.31097163403483385,0.24744637201240366,5.996052504809485,69686.92184897084,0.2727694916188599,7.906348672705357,0.24189728748632128,0.4208198679278188,0.33424712705758935,50.360518278899015,0.6500576470588235,70535.87510805628,0.32000511985457863,88.63144316358233
18,118,87.0822,14.1092,94,19.8583,0,120,117,24,136,21,1.0057,100.36233,0.0,0.0,0.07143,4.236,12.50949,0.0,0.0,130.0,43.55248,0.00011,3.55,2.336,-1.0,0.0,569.9523425176575,0.3304694549194553,92.9077270231052,0.7992351607114676,0.2509669856448161,88.07130581817628,0.27322503321201874,4.727719907407407,0.3111275776932155,0.24906341625804856,5.953972695848673,70085.21465176383,0.27334458379277154,8.205794678421038,0.24169331765937058,0.41648572257977495,0.33562954738904843,50.326985677083336,0.6501960784313725,70560.6826604577,0.3208963636629708,88.61263686953515
19,119,86.9983,13.9048,94,19.4066,0,120,117,24,136,21,0.99782,100.34999,0.0,0.0,0.14286,4.23,12.21644,0.0,0.0,130.0,43.49768,0.00013,3.55,2.423,-1.0,0.0,569.8068652424292,0.32838751810229433,92.10889162572319,0.8008585756473036,0.2517348437229128,85.15834472475343,0.27460686626018793,4.607349537037037,0.31128890572423445,0.2511228824755186,5.9541574198193405,70327.98703700778,0.2736054271552955,8.98417974094842,0.24132939135308154,0.41521771651726874,0.3359093704199663,50.29688950526862,0.6503545686274507,70494.13510251137,0.3213760842134823,88.6332539703948
20,120,87.151,14.2422,94,18.8011,0,120,117,24,136,22,1.00015,100.5164,0.0,0.0,0.14286,4.25,12.04983,0.0,0.0,130.0,43.52239,0.00014,3.53,2.312,-1.0,0.0,569.682211393002,0.32688046651829544,92.0920304928513,0.802481990583133,0.25263845732212903,85.10213832871648,0.2731552283729681,5.712528935185185,0.31156973029061574,0.25243331149868986,5.775187317143636,70586.97884078046,0.27391472383190485,8.913827120997878,0.24106794340534207,0.4143361236328201,0.3362855301372069,50.37290125717352,0.6516761176470588,70672.76417292928,0.3224661733106149,88.60783803647648
21,121,87.3346,13.9519,95,19.5024,0,120,117,24,136,21,1.00497,100.74919,0.0,0.0,0.10714,4.231,12.33752,0.0,0.0,130.0,43.55759,0.00017,3.57,2.359,-1.0,0.0,569.5728217891261,0.326164569095159,92.2813318665366,0.8024819905831366,0.2538626477444721,85.20527021661881,0.27515217909034234,5.513888888888889,0.3119996179512459,0.25321874386995785,5.788944259794191,70708.38880784113,0.2748584585180524,8.457380172261507,0.24091977418604374,0.41366192600891843,0.3366504692358712,50.39501764744888,0.6525164705882353,70670.83181529959,0.32356808907487045,88.55637352353469
22,122,87.0739,13.5044,94,20.2667,0,120,117,24,136,21,1.00486,100.36878,0.0,0.0,0.17857,4.224,12.08743,0.0,0.0,129.0,43.35585,0.00012,3.53,2.255,-1.0,0.0,569.4410714446587,0.32599573706636326,89.95879094014678,0.7992351607114686,0.2552548967072514,85.23445904647039,0.2785065838375125,5.18725887345679,0.31243673312979947,0.2535924281485253,5.779621934589677,70050.57227127306,0.2744194945522656,9.796114452761335,0.24067898323854137,0.4121201744773049,0.33764126936189304,50.23180153929157,0.6484428823529411,70530.4292796637,0.32409717105466596,88.61841165073336
23,123,86.9805,13.0269,94,19.6766,0,120,117,24,136,21,0.99789,100.26263,0.0,0.0,0.17857,4.226,11.69624,0.0,0.0,130.0,43.23829,0.00012,3.51,2.147,-1.0,0.0,569.3245157929019,0.32583524530348534,88.02079396568315,0.8024819905831344,0.2560735426721668,86.01712922713746,0.28315935718411367,5.098765432098766,0.3123313709884244,0.25374745456735087,5.790283788297654,69673.918848482,0.2742436886037761,8.116323292741567,0.24040550773427552,0.4109675969659354,0.33837023501273,50.30431921688127,0.6451503529411758,70503.84269789791,0.32454563394319536,88.60226359639628
24,124,87.0489,13.238,94,17.8548,0,120,118,24,136,21,0.99574,100.3526,0.0,0.0,0.28571,4.234,11.29253,0.0,0.0,129.0,43.34276,9e-05,3.16,2.128,0.125,0.0,569.2144719090638,0.32583079072559906,88.27005759655006,0.8030762016905347,0.25687042922789166,85.21574281342468,0.2874601341583749,5.1264467592592595,0.3122638155950701,0.254860136086954,5.72872111062073,69957.19024676214,0.27412914760768714,5.40152105110555,0.24021310967627774,0.41083077121762757,0.3390754036063095,50.30642097378954,0.6461576470588236,70625.46237891997,0.3251594893331227,88.57617208671952
25,125,87.18,12.7648,94,19.0615,0,120,118,25,136,21,1.00297,100.4804,0.0,0.0,0.21429,4.22,11.4817,0.0,0.0,130.0,43.61494,0.00017,3.52,2.175,-1.0,0.0,569.096828404188,0.32554054275948546,89.35037558889381,0.8046996166263677,0.25729660264699195,84.53571122373191,0.2897593634873003,6.337046682098766,0.31202350661213957,0.25548167628684026,5.963990814802049,70711.36797236445,0.27391032445394803,5.990167511178471,0.23990871214114584,0.4113876222951437,0.3394613563268265,49.43779236593364,0.6493415686274511,70750.12536452395,0.3258606537827787,88.59911777196679
26,126,87.0059,12.4662,94,17.8489,0,120,118,25,136,21,1.00813,100.29515,0.0,0.0,0.21429,4.232,11.06622,0.0,0.0,130.0,43.67066,7e-05,3.55,2.152,-1.0,0.0,568.98975908606,0.32498777493570785,89.47009972372102,0.804699616626369,0.2574375435022149,86.96753874477753,0.28982279342122963,6.313319830246914,0.3118722753909559,0.2557100856926959,5.697264009498773,70419.73269805513,0.2731453534023823,6.8885891615151005,0.2396194637502999,0.411134954020845,0.34000653635461725,49.485897676444345,0.6493992156862746,70653.85150060483,0.32654773336422477,88.61614962180951
27,127,86.8885,12.9646,94,17.3434,0,120,118,25,136,21,1.01187,100.13502,0.0,0.0,0.14286,4.228,10.80952,0.0,0.0,130.0,43.71315,0.00011,3.56,2.26,-1.0,1e-06,568.885649782075,0.32431935936355544,89.29707454165039,0.8008585756473074,0.2573651551997454,87.04031407202423,0.2891349616930262,6.209538966049383,0.31179917010645514,0.2556070107564093,5.6368982956794005,70472.93321180547,0.2727811572364628,8.614218068148556,0.23926665307204936,0.4096106412567975,0.34044048962433415,49.53553621268566,0.6494913725490197,70663.7163203929,0.32703733753005504,88.64422408413648
28,128,86.8363,12.9263,93,16.9592,0,120,118,25,136,21,1.0115,99.9679,0.0,0.0,0.14286,4.237,11.23324,0.0,0.0,130.0,43.69064,8e-05,3.54,2.265,-1.0,0.0,568.7583416887917,0.32328085808291845,89.4620732017561,0.8008585756473057,0.2573948542274334,86.93418999469718,0.2897560227350266,6.076919367283951,0.3114895118476764,0.2555450534245081,5.717311359105321,70008.67651369804,0.27247505125968996,7.28971550917421,0.23909126230117583,0.4078002516231287,0.3408087901032899,49.46000991632909,0.6493036862745097,70712.99464595447,0.3274812788326299,88.64175597276032
29,129,86.711,13.2578,93,18.6135,0,120,118,25,136,21,0.99774,99.72347,0.0,0.0,0.14286,4.225,11.20267,0.0,0.0,130.0,43.65123,5e-05,3.54,2.149,-1.0,0.0,568.5802847581749,0.322420061996825,89.10402768322712,0.8008585756472982,0.25768531936116507,87.02852107748278,0.29214838867954057,6.282118055555555,0.3114862354887813,0.25591096104337296,5.7438524179578145,69703.28903420952,0.27237211299808906,7.5606188444295155,0.23909299359703967,0.40567317932942915,0.3416051820612033,49.52234790943287,0.6482674509803922,70607.75119530561,0.3286214270083963,88.65048001167986
30,130,86.5672,13.396,93,19.3165,0,120,118,25,136,21,0.99918,99.56873,0.0,0.0,0.14286,4.246,11.48709,0.0,0.0,130.0,43.66754,5e-05,3.5,2.397,-1.0,0.0,568.366793436071,0.32187719758630157,88.9336643800062,0.7964233235608381,0.2581077907354296,84.46859548669809,0.2959833214712201,7.267650462962963,0.3113482614754262,0.25637647483556186,5.913515927191029,69598.00075233183,0.2721763253978713,9.229835535962122,0.23905793716894258,0.40381716720781824,0.34187062667769613,49.48714739010658,0.6486609411764686,70539.91506839612,0.3301013803055229,88.6773756615448
31,131,86.6814,13.5692,93,19.6667,0,120,118,25,136,21,1.01478,99.6285,0.0,0.0,0.64286,4.225,11.60496,0.0,0.0,130.0,43.70311,8e-05,3.52,2.135,-1.0,0.0,568.1358243217184,0.32185937425541794,88.76058355638756,0.7925822825817823,0.2584974828929734,83.69637230472344,0.2984512230353943,7.267891589506172,0.31107413928112093,0.2563598320841568,5.922479566059383,69788.92232606214,0.272231071403861,8.539874604842774,0.23914834571046545,0.40216382306726917,0.34219096063043264,49.575738035602335,0.6491007843137255,70668.81847322882,0.3310710182016805,88.69725732958952
32,132,86.7401,13.8906,93,19.3564,0,120,118,25,136,21,1.02067,99.62447,0.0,0.0,0.46429,4.239,11.76009,0.0,0.0,130.0,43.71783,0.00012,3.57,2.555,0.125,0.0,567.885274526592,0.3218142462939918,89.07904378853767,0.7881470304953241,0.25834765563756396,83.79418901595768,0.2990537125002534,7.327932098765432,0.3107615730095824,0.25632522054794576,5.8548297562825375,69858.14082271213,0.2724589233123101,8.85858091606554,0.23925448297140045,0.40049389494675036,0.34284295332315556,49.66335588620033,0.6483911568627451,70581.99396231007,0.33188192662107097,88.70549547913528
33,133,86.6153,14.0881,92,20.7476,0,120,118,25,136,21,1.02521,99.42478,0.0,0.0,0.60714,4.226,12.03268,0.0,0.0,130.0,43.7266,5e-05,3.18,2.156,-1.0,0.0,567.5925548616336,0.32145692311104157,88.90040454197141,0.7865236155594872,0.25790030809053605,83.82786885161786,0.30063945301587885,7.379340277777778,0.3108973414033603,0.256217994002233,5.92176503679244,69759.32146505475,0.27264256890295846,7.445081280540093,0.2393684407715832,0.3988994721648234,0.34374508352958255,49.69787729522328,0.6482086274509804,70602.02289365849,0.33302162523438383,88.71430152570694
34,134,86.5366,14.1829,92,20.7944,0,120,118,25,136,21,1.02164,99.33506,0.0,0.0,0.78571,4.234,12.20833,0.0,0.0,130.0,43.73553,8e-05,3.55,2.405,-1.0,0.0,567.2484530225892,0.32055859125806657,88.31699510251677,0.7887412416027227,0.25697537840124,83.87020347893426,0.2993889191337908,7.539834104938271,0.3104534067920082,0.2560575877190909,6.023600850019869,69444.50212965895,0.2727845325198227,6.221618638919032,0.23925951156436698,0.39749044965098557,0.34440497542675924,49.75801161777826,0.6465623529411764,70430.10215426526,0.3344653438386717,88.70003071093481
35,135,86.4783,14.1437,92,20.212,0,120,118,25,136,22,1.01632,99.26859,0.0,0.0,0.42857,4.232,12.28425,0.0,0.0,130.0,43.78214,5e-05,3.56,2.239,-1.0,0.0,566.8545415397077,0.31939248836051465,88.26100846436043,0.7865236155594922,0.256158736791184,82.20335242948468,0.2962989557223667,8.170235339506172,0.30997934678967104,0.2559400667439097,6.068410767771013,69144.68694087578,0.2729441773759268,6.775524111374273,0.2391056872596974,0.3964952691927696,0.3448837964740583,49.894775390625,0.6457823529411766,70202.81525824929,0.335890352226532,88.70085197817816
36,136,86.3688,14.3684,92,21.4935,0,120,118,25,136,22,1.01455,99.12893,0.0,0.0,0.71429,4.206,12.24871,0.0,0.0,130.0,43.86027,9e-05,3.6,2.468,-1.0,0.0,566.4197144159815,0.3183097101619453,88.24137142438755,0.7865236155594945,0.2550050768286152,84.27672688044356,0.29393507091773446,8.463541666666666,0.3093564627163031,0.2558452774490207,6.103797009305991,68657.43867028676,0.27301124704133783,5.985207712153975,0.23905456912187809,0.3963393784487909,0.34655880949069834,50.05012154284819,0.6457141568627451,70222.12473877368,0.33718742188886314,88.67868662437897
37,137,86.0922,14.7376,92,21.471,0,120,118,25,136,22,1.01021,98.6979,0.0,0.0,0.75,4.233,12.43765,0.0,0.0,130.0,43.85843,5e-05,3.58,2.579,-1.0,0.0,565.9412488424715,0.31703949103142975,87.8642510758943,0.7865236155594847,0.25376514941407824,84.25518612383028,0.2923709121170473,8.648292824074074,0.3087722420246407,0.2555763568253306,6.226047053181996,67820.9527080888,0.273041422969669,7.168499879275816,0.23927597621534516,0.3970894175828883,0.3470728546632768,50.07561935613185,0.6451670588235295,70336.33874596305,0.3381796945319439,88.6875906433248
38,138,85.9627,14.9953,92,22.9109,0,120,118,25,137,22,1.00618,98.59422,0.0,0.0,0.64286,4.225,12.74541,0.0,0.0,130.0,43.7793,4e-05,3.58,2.725,-1.0,0.0,565.3606017303161,0.31619126774047984,87.39032159004717,0.786523615559486,0.25217259326317143,86.98349390362031,0.2903601410907797,8.9453125,0.3084212928771522,0.25528371898577734,6.1917471628160605,67757.6282077189,0.2730920382348949,8.817785734985076,0.23937870792011146,0.397844174051954,0.34813292019876874,50.102051723150566,0.6442486274509804,70273.97513247073,0.33920000393711086,88.74602030530414
39,139,85.8141,15.6886,92,21.8717,0,120,118,25,137,22,1.01305,98.49136,0.0,0.0,0.53571,4.212,12.97133,0.0,0.0,130.0,43.73243,6e-05,3.57,2.813,-1.0,0.0,564.6279358692493,0.3159224453311061,86.82914708632075,0.7865236155594877,0.2505760318621426,83.81825885612128,0.2881703069861527,9.516637731481481,0.3078053805383429,0.2549933070414844,6.272451277577068,67645.30665328998,0.2731217076055406,8.823381129702614,0.23885826020247863,0.39797818126158785,0.3486601482537436,50.12684650185667,0.6451419803921568,70236.96705877874,0.34039908002526653,88.76971593063874
40,140,85.3125,16.213,91,22.7359,0,120,118,25,137,22,1.02099,97.8769,0.0,0.0,0.17857,4.222,13.57563,0.0,0.0,130.0,43.65414,5e-05,3.54,2.51,0.125,0.0,563.7605199762158,0.31543102868877515,85.76615667695063,0.7865236155594829,0.2490218566823278,85.86466074763057,0.2866166342267333,10.319106867283951,0.30711943286242066,0.25478565196584924,6.369315679675977,66443.26604990475,0.27324509473057684,7.737804720729774,0.23928663542399578,0.3980179114305253,0.34866300870164957,50.2204638822579,0.6448537254901962,70118.66601293079,0.3416593823558597,88.78035417698709
41,141,83.9308,16.2838,90,25.0249,0,120,118,25,137,22,1.0091,96.32643,0.0,0.0,0.42857,4.246,14.02494,0.0,0.0,130.0,43.4674,8e-05,3.52,2.61,-1.0,0.0,562.7073447578264,0.3147080841357867,85.0439221450723,0.7820883634730262,0.24784424689487192,86.41751864803449,0.2853071563108713,10.996624228395062,0.30628472442840116,0.2545379819729028,6.471044353657775,63485.88395509418,0.27368031632236295,6.444227014138208,0.2396861830858188,0.39736366241336435,0.34883955957492335,50.24507367169415,0.6433647058823531,70125.82389868595,0.3425620399585309,88.89004840317494
42,142,83.2182,16.2887,90,25.898,0,120,118,25,137,22,0.98848,95.45695,0.0,0.0,0.25,4.248,14.09168,0.0,0.0,130.0,43.34051,8e-05,3.56,3.036,-1.0,0.0,561.504787628616,0.3143847087945245,84.51067163797994,0.782088363473024,0.2465504365374279,87.2782580980931,0.2839512781059702,11.514515817901234,0.30546563856647974,0.2545377869233513,6.493253401125223,62056.72152961328,0.2741123243326631,7.370722202812765,0.23998127994281115,0.39720271846442395,0.3484615105591987,50.27815736370322,0.6427629999999992,70047.8219910875,0.34360848754445866,88.95193325256986
43,143,82.5431,16.1757,89,24.3232,0,120,118,25,137,22,0.99787,94.69204,0.0,0.0,0.25,4.239,14.09793,0.0,0.0,129.0,43.28223,6e-05,3.54,2.632,-1.0,0.0,560.3091284320586,0.31456368542934965,84.30402796555848,0.7782473224939611,0.2458236514908246,82.36417389257896,0.2828714385256384,12.069106867283951,0.30442539892832376,0.25460342383483187,6.515365020693825,60770.429738179795,0.27469890878466613,8.124693124926068,0.24016055460554062,0.3969036857559887,0.34826936915786294,50.341063134464214,0.643102039215683,70102.00427333936,0.34432358082491665,89.02919168916372
44,144,82.0541,16.2555,88,22.2109,0,119,118,25,137,22,0.99592,94.09228,0.0,0.0,0.25,4.251,13.99877,0.0,0.0,130.0,43.2414,0.00012,3.53,2.628,-1.0,0.0,559.2044819078682,0.31509774285343856,84.62815289370859,0.7744062815149028,0.2447535154809115,87.21264578321791,0.2821763328653269,12.367621527777779,0.30355425329071933,0.2549498658775501,6.418948194975868,59601.15774522768,0.2753736062336227,7.456339535458813,0.24003991148294235,0.39586003267680125,0.3478433360605891,50.80009686505353,0.6433721960784313,69891.56516821389,0.3449513447085088,89.05595032649863
