,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,color_fulness,fft,staticness,saturation,movement,cubcol.0.5,cubcol.1.0,cubrow.0.6,tone,blockiness,contrast,cubrow.0.5,uhdhdsim,cubrow.0.3,cubcol.0.3,cubcol.0.6,noise,temporal,blur,cubrow.1.0,cubcol.0,cubrow.0
10,310,71.0518,14.458,66,21.0879,0,115,121,18,131,21,1.02522,67.49788,0.0,0.0,1.96429,3.517,13.07312,0.0,0.0,125.0,58.55276,0.00048,0.43,1.905,-1.0,0.275277,146.55403328089105,77790.90894350261,462.4093240996013,39.94848011158131,5.4635898919753085,0.2450489168414237,0.12659540859376212,0.22462486970346265,0.8996050980392157,2.952710985882703,96.22104732808428,0.22270394538451102,82.92930048947012,0.19493991396827315,0.18406571564504998,0.1913837525731185,0.6546971376184957,4.750170088464366,40087.37186904496,0.2579309486896674,0.08172234316586062,0.2322665309602226
11,311,71.5676,14.2577,67,20.2719,0,115,121,18,131,21,1.03786,67.97912,0.0,0.0,1.07143,3.49,12.43532,0.0,0.0,125.0,58.61588,0.00051,0.43,2.061,-1.0,0.265446,146.35528735705742,77895.81878160402,461.2783028060185,39.9958829526548,5.42992862654321,0.2432096022208823,0.12652074706744862,0.22468494734279243,0.9001705882352942,2.743906767044467,96.4317919539707,0.222888823096834,82.76517818008466,0.19493807581537342,0.18275811688813648,0.19172992001792816,0.654697137618495,4.668952795822564,40150.841707021085,0.25655488722728886,0.08174932518891208,0.23788825596173732
12,312,71.257,14.2932,66,19.8012,0,115,121,18,131,21,1.04156,67.70435,0.0,0.0,0.60714,3.488,12.26728,0.0,0.0,125.0,58.66776,0.00056,0.42,2.106,-1.0,0.292381,146.35138514468687,77741.45358128494,460.12918352829735,40.008917726116415,4.519627700617284,0.24151119210546362,0.1263233598109053,0.22460631306709256,0.900001568627451,2.4316308352435643,97.96421636185167,0.22296125353291463,82.77108889180502,0.19497443493797006,0.18055184360182192,0.19057481307883598,0.6546971376184944,4.664656909195371,39663.13696587765,0.2558460053919523,0.0817443532689645,0.24111135588601404
13,313,70.7645,14.8816,66,20.0695,0,115,121,18,131,21,1.03175,67.26495,0.0,0.0,1.0,3.51,12.29758,0.0,0.0,125.0,58.65059,0.00052,0.42,2.073,-1.0,0.285632,146.25928077390765,77801.30949301808,458.9386073111767,40.064628695264275,4.085117669753086,0.24016313925628785,0.12618938394253437,0.22456926190408952,0.8982666666666667,2.4988751761307975,97.95241637416122,0.2231091276349055,82.87035297586814,0.19535548623778554,0.178309911620903,0.1885924391313128,0.6546971376184979,4.676093219871255,38875.62219893737,0.255105771476066,0.08173201040132903,0.24042831667859244
14,314,70.7988,14.8397,66,21.0672,0,115,121,18,131,21,1.0501,67.32879,0.0,0.0,0.78571,3.499,12.79264,0.0,0.0,125.0,58.46782,0.00056,0.43,2.07,-1.0,0.272178,146.27488281368733,77579.8403226143,457.79046951064663,39.82933892144097,3.6373456790123457,0.2394747891657868,0.12616615502439923,0.22442209923749126,0.8961054901960784,2.2766177260921134,97.99633924332683,0.2231701678439746,82.75711043562593,0.1955946093431832,0.17677143810237408,0.18695815674524952,0.6546971376184978,4.723114260789511,38439.44694312417,0.25381143299313447,0.08183914494918748,0.2423065403557412
15,315,70.1703,14.9866,66,21.1361,0,115,121,18,131,21,1.04148,66.71731,0.0,0.0,1.32143,3.482,12.75561,0.0,0.0,125.0,58.49342,0.00059,0.42,1.961,-1.0,0.31199,146.36857121843707,77553.1878701806,456.6315548044603,39.948687706464604,4.298659336419753,0.23827032065996823,0.1260911406141551,0.22447113806046584,0.8946611764705883,2.2005058879900217,98.19010249403367,0.22329349720705624,82.91401971437176,0.1955372202759672,0.1753400648032992,0.1854443874779628,0.6546971376184993,4.740342853944468,37839.32704654276,0.2533728959890986,0.08185863868110503,0.2451193072658818
16,316,69.973,15.0028,66,20.7063,0,115,121,18,131,21,1.02802,66.52045,0.0,0.0,0.96429,3.478,12.88475,0.0,0.0,125.0,58.54428,0.0005,0.42,1.939,0.1785,0.29649,146.60073118870497,77085.84482791477,455.4960473266532,39.84145477671682,4.556423611111111,0.23674921143033148,0.12606880114951804,0.22435226611272877,0.8957517647058824,2.349057652684937,95.37779888787347,0.22334330278146725,82.93095974692669,0.1954586497055175,0.17311341296804927,0.18397913200721436,0.6585381785975642,4.707845284986143,37708.70641201775,0.25331772779076717,0.08183521227164745,0.24587711309069252
17,317,70.3583,15.2063,66,20.1375,0,115,121,18,131,21,1.02922,66.88314,0.0,0.0,0.89286,3.463,12.90323,0.0,0.0,125.0,58.37433,0.00049,0.43,1.929,-1.0,0.287099,146.49863553530324,77836.97617604981,454.46327375211155,39.99508120689863,4.402440200617284,0.23582373407869525,0.12612610993941512,0.2243505593911604,0.8940168627450981,2.285418959661834,98.12669579572737,0.2233621314526473,82.91535801339185,0.19550943870494866,0.17132704939387614,0.18258771185304376,0.6613500157481875,4.649803136320173,38694.793846646826,0.2539783223672454,0.08178625622814116,0.24452616875091443
18,318,71.0997,17.4784,67,22.5229,0,115,121,18,131,21,1.02363,67.57165,0.0,0.0,1.17857,3.453,13.07005,0.0,0.0,125.0,58.27579,0.00069,0.43,2.071,-1.0,0.303716,146.48454647886814,78074.36836003652,453.5112241033951,39.97917137616946,4.409963348765432,0.23521750650179762,0.12608954905603176,0.22441133349820705,0.8926145098039215,2.605572235410408,95.84216672249704,0.2235835588156253,82.86753308236334,0.1958167809694425,0.17011749193971729,0.18155594168779793,0.6668144716630798,4.641204650410913,41092.62304004196,0.25566669439661754,0.0817667676107604,0.2433377097481533
19,319,72.2695,18.6211,68,22.2858,0,115,121,18,131,21,1.0249,68.66176,0.0,0.0,0.39286,3.491,15.01706,0.0,0.0,125.0,58.33279,0.00056,0.42,1.936,-1.0,0.323112,146.50972924714327,78327.94579117691,452.57674760713815,39.893429414725595,4.644145447530864,0.23667095829709622,0.12605482453504085,0.22432266786734067,0.8928027450980393,1.93209330878083,95.74317790333679,0.22374714730425563,82.72986991475888,0.1960940575127301,0.1690260127080247,0.18082122513841625,0.6690320977063192,4.686722757921503,43776.13864546605,0.25565263025721224,0.0817950265454049,0.24270090000527475
20,320,71.6285,17.0287,67,23.9885,0,114,121,18,131,21,1.03939,68.07011,0.0,0.0,0.71429,3.465,16.00264,0.0,0.0,125.0,58.12228,0.00057,0.43,1.98,-1.0,0.317811,146.5192422862621,78584.21865258069,451.64421772848874,39.90635492772232,5.385609567901234,0.23730425937390867,0.1260196099658132,0.22428916259795983,0.891061568627451,1.808956261896482,95.26201656813902,0.2236358011877648,82.7544265468366,0.19642934932452294,0.16786966155297042,0.17998390342909526,0.6728731386853716,4.781008392453834,42559.04545138776,0.256306623536442,0.08174480520810065,0.2417412047982336
21,321,71.4838,15.9749,67,24.1855,0,114,121,18,131,21,1.02731,67.91619,0.0,0.0,0.60714,3.46,14.63409,0.0,0.0,125.0,58.04701,0.00071,0.43,2.021,-1.0,0.30702,146.65075180501344,79520.28425689893,450.7234448414495,40.079511100863236,5.472752700617284,0.2371408544377674,0.12607486991351408,0.22432891944724576,0.8895490196078432,2.063735793759638,97.60820833276141,0.22361322015452048,82.78785329066147,0.19673100382288347,0.16651334737983747,0.1794766517104462,0.6706555126421468,4.813352314162885,42764.682423010905,0.25609351963371196,0.08173199733437873,0.24153438628971122
22,322,71.4888,15.2834,67,22.4672,0,114,121,18,131,21,1.02035,67.9335,0.0,0.0,1.57143,3.459,13.7285,0.0,0.0,125.0,58.06395,0.00066,0.43,1.802,-1.0,0.333614,146.9012769502933,79228.9892073126,449.80268364967446,40.25129530164931,5.369357638888889,0.23805635284011073,0.12612846000428324,0.22438627382414372,0.889918431372549,2.2016398331768685,93.58036066673652,0.22352331318590246,82.78360545122473,0.19709584775941885,0.1659565039752506,0.17923343276635426,0.670655512642143,4.787708224715693,42840.77072884482,0.2562511190692799,0.08176908310397267,0.24105968859207577
23,323,71.5074,15.0929,67,22.9848,0,114,121,18,131,21,1.03042,67.9932,0.0,0.0,1.32143,3.493,13.13638,0.0,0.0,125.0,58.07422,0.00063,0.43,1.738,-1.0,0.32062,146.97661503390776,79396.56932485924,448.90593023687626,40.26636363841869,5.304301697530864,0.2383406666770618,0.12614348152315286,0.22436698119185708,0.8908837450980391,2.489579119032524,97.5138853719941,0.22322626964240086,82.76951060927604,0.19750623666701805,0.1654904563478622,0.1792018800944234,0.6728731386853731,4.746052649686982,43361.17011340048,0.25643082303481335,0.08178108222851646,0.23989765116463985
24,324,71.3129,14.8378,67,23.4603,0,114,121,18,131,21,1.0251,67.84176,0.0,0.0,1.60714,3.491,12.97586,0.0,0.0,125.0,58.06788,0.00053,0.43,1.74,0.17438,0.300363,147.00086132727307,79294.57217267816,448.11212324824936,40.37242277168933,5.421875,0.23891504636600805,0.12619375734875268,0.22435448335375588,0.8901556862745098,2.745100881213838,96.0260716544895,0.22315530719067614,82.85567304903212,0.1979804741759241,0.1652039000494641,0.1797978375689972,0.6773083907718295,4.700927305148653,43148.14698316836,0.2567745418051508,0.08180467034312146,0.23892883977462806
25,325,71.1354,14.253,67,22.421,0,114,121,18,131,21,1.0339,67.68141,0.0,0.0,1.57143,3.492,12.75724,0.0,0.0,125.0,58.03948,0.00059,0.42,1.761,-1.0,0.328915,147.14241631765063,79231.58864577764,447.402737569325,40.444163004557296,5.797646604938271,0.23980575482714014,0.12621243053387052,0.22434314542990916,0.8892168627450979,2.480262759421495,95.89602240648769,0.22320519024381197,82.85272089559132,0.19833294515750963,0.16500584505188756,0.18047979627469438,0.6789318057076676,4.6797589029690085,43424.30388501612,0.2575815523491366,0.08176435388940609,0.23859944065740143
26,326,70.9429,13.9405,67,20.6969,0,114,121,18,131,21,1.04477,67.49847,0.0,0.0,0.57143,3.468,12.25505,0.0,0.0,125.0,58.02603,0.00047,0.43,1.775,-1.0,0.321923,147.1555997529349,79215.91583553144,446.7446628564603,40.4264946454837,5.681954089506172,0.24086335626360306,0.12628034512068395,0.22434842776333958,0.8892243137254903,2.210496958492029,95.79108679601418,0.22312897111178834,82.86392560479749,0.19857550962830625,0.16450227971221876,0.18120312487612777,0.6750907647286054,4.62005300021485,43489.503249924725,0.25839790048041067,0.08172394685033088,0.23845164425367832
27,327,71.5741,13.7705,68,20.4912,0,114,121,18,131,21,1.04802,68.08605,0.0,0.0,2.14286,3.468,11.99282,0.0,0.0,125.0,58.0229,0.00067,0.34,1.945,-1.0,0.353664,147.4764702094412,79476.81108651466,446.13814094264194,40.28313926414207,5.420283564814815,0.2421545342626766,0.12623910906679753,0.2242055979136476,0.8903823529411765,2.6173096372053575,97.57036059254264,0.22307931268057937,82.78966779310178,0.19889379298774437,0.1636244845618589,0.18098784713939203,0.6750907647286065,4.593898999571205,44569.52608141745,0.2585820432580523,0.08167886290968068,0.23871924833956307
28,328,71.78,13.5536,68,19.2294,0,114,121,18,131,21,1.02941,68.30173,0.0,0.0,2.17857,3.465,11.84824,0.0,0.0,125.0,57.99719,0.00069,0.34,1.881,-1.0,0.342585,147.6733405712697,79305.94502124884,445.61161438200855,40.320462638949174,5.172887731481482,0.24315411730367445,0.12613726417862958,0.22440846484197208,0.8908270588235294,2.5694750082954494,95.34204814682819,0.2231323787741997,82.74017784634964,0.19911919248448962,0.1635306689632054,0.18138081169291412,0.675684975836004,4.551093964721028,44931.47398435963,0.25867296956439123,0.08167365150962438,0.23812026103976836
29,329,71.8062,13.4578,68,19.5599,0,114,121,18,131,21,1.03348,68.36566,0.0,0.0,1.39286,3.492,11.65786,0.0,0.0,125.0,57.98027,0.00057,0.34,1.954,-1.0,0.345462,147.61188829392958,79174.27454574803,445.12334835146544,40.245435173128854,5.257523148148148,0.24348108383993483,0.12614948644678248,0.22455887158195462,0.8901670588235294,2.7780405448534697,95.65008768431917,0.22322185970860464,82.75476253226728,0.19937307928913625,0.16349134776299826,0.1823942656602516,0.6773083907718385,4.543735370969482,45042.60567793134,0.25888476718482384,0.08163253787592306,0.2376681949798216
30,330,71.8169,13.3031,68,18.9762,0,114,121,18,131,22,1.03012,68.44387,0.0,0.0,0.32143,3.467,11.57696,0.0,0.0,125.0,57.95915,0.00051,0.34,1.978,-1.0,0.346468,147.74167972348624,79355.84044600384,444.65554782043614,40.016233091001155,5.481047453703703,0.24277196703714812,0.1261653783881549,0.22451897123519118,0.8895490196078432,2.8140045562621814,95.81221793850321,0.22327765973333932,82.73772153482561,0.1996039335070877,0.1640125470376757,0.18330387226008865,0.6817436428582965,4.5299730178772,44995.44516613782,0.259140880148742,0.08161830049228339,0.23690762726686168
31,331,71.7206,13.029,69,18.113,0,115,121,19,131,22,1.03705,68.41986,0.0,0.0,1.82143,3.465,11.44238,0.0,0.0,125.0,57.95404,0.00056,0.34,2.007,-1.0,0.34208,147.90494057782644,78899.19549128528,444.210488832677,40.01115040720245,5.476755401234568,0.24321234079009643,0.126204199195165,0.22463096331591817,0.8895490196078432,2.6476286304920587,95.90797538494132,0.2233342342897778,82.72222112404634,0.19971548562520008,0.16371933903958202,0.18297402163116397,0.6878023098805884,4.495537660902944,44540.075100305265,0.25957606215582324,0.08160333212026227,0.23682631975776
32,332,71.6523,12.9087,69,18.6199,0,115,121,19,131,22,1.04259,68.39871,0.0,0.0,0.64286,3.442,11.20971,0.0,0.0,125.0,57.95265,0.00059,0.34,1.916,0.16474,0.320018,148.09925468357787,78945.36353674796,443.79980114178574,39.985908414110725,5.461902006172839,0.24392342304993614,0.12621098006809078,0.2248691743373704,0.8895219607843138,2.5411921329356493,98.03318628373428,0.223359516744068,82.73025056246048,0.19948269267580093,0.16343241560451935,0.1832519739274615,0.6878023098805941,4.442763806225976,44487.36237913928,0.26020410992475573,0.08159580619881103,0.2374874289552721
33,333,71.6269,12.6608,69,17.8901,0,115,121,19,131,22,1.03454,68.40313,0.0,0.0,0.67857,3.467,11.10388,0.0,0.0,125.0,57.95227,0.00062,0.34,2.089,-1.0,0.316954,148.08470790753114,78805.86353778707,443.4157000306478,39.9341074625651,5.454089506172839,0.24428639113882658,0.12625492037339942,0.22518498272133025,0.8889941176470588,2.813400478282288,97.7990534869776,0.22331631079656838,82.78809639521373,0.19939733920791708,0.1629603118457817,0.1840111337072457,0.6916433508596475,4.383704340786224,44246.14074609907,0.2608200852184862,0.08159718937966452,0.23731484373214654
34,334,72.1854,12.3903,69,17.8136,0,115,121,19,131,22,1.031,68.92511,0.0,0.0,0.64286,3.459,10.89427,0.0,0.0,125.0,57.97405,0.00059,0.34,2.096,-1.0,0.329936,148.2805539517197,78844.62747388262,443.051749225702,39.97058086630739,5.426408179012346,0.24503142367326894,0.12624415563294852,0.225327566391203,0.8886054901960785,3.1968249847742776,97.78425545261354,0.22326939552052302,82.72690048068529,0.19934723269004948,0.16281373007358213,0.18445677657743315,0.6916433508596507,4.326022645903552,45119.5685564984,0.261706034096915,0.08157924379311855,0.23745519701560583
35,335,72.6907,11.7251,70,16.3389,0,115,121,19,131,22,1.03355,69.39391,0.0,0.0,0.92857,3.45,10.66223,0.0,0.0,125.0,57.99918,0.00069,0.35,2.028,-1.0,0.340585,148.36421663875674,78986.3838868343,442.71169079362164,40.01896818184558,5.4545717592592595,0.24597493859411132,0.12628421199668097,0.22534705112492534,0.8888145098039216,2.8901834942411946,98.05009256745835,0.22324801111699533,82.68385890940155,0.19930688069458793,0.162885861536513,0.18491845065811863,0.6916433508596511,4.241768592332102,46232.498677912045,0.2631246274630467,0.08155451244023673,0.237760705541062
36,336,73.4529,10.9805,71,15.58,0,115,121,19,131,22,1.03397,70.10074,0.0,0.0,0.96429,3.434,10.0929,0.0,0.0,125.0,58.02437,0.00066,0.35,2.154,-1.0,0.319382,148.29612975903297,79356.3867059437,442.3882406073663,39.98483351719233,5.432629243827161,0.2473947315924191,0.1262924692655657,0.2255483791486697,0.8892379607843136,2.7008359576534993,98.05938720295217,0.22322041963385056,82.56280171817852,0.19944347600952073,0.16264145862432547,0.1856844675120774,0.6938609769028855,4.126340582137427,47868.515107849395,0.2647258009163851,0.08154317153870612,0.23805966053676542
37,337,73.5485,11.4073,71,13.5233,0,115,121,19,131,22,1.03729,70.20184,0.0,0.0,0.67857,3.439,9.45792,0.0,0.0,125.0,58.02575,0.00059,0.34,2.002,-1.0,0.312689,148.58457220877588,79316.22207388197,442.0804516904643,39.96240290889034,5.2485532407407405,0.24926314871280394,0.12631419303587446,0.22567701169993856,0.8886054901960785,2.7570007628178876,98.04352455756734,0.22318152031547825,82.53039990280861,0.1996037669257026,0.1625533446664801,0.18645137918330906,0.6938609769028837,3.965946200229812,48038.24039161632,0.2666111419524494,0.08153612756777617,0.2383898831913172
38,338,73.1925,12.0162,70,15.9636,0,115,121,19,131,22,1.03823,69.88305,0.0,0.0,0.92857,3.446,9.82311,0.0,0.0,125.0,58.00915,0.00063,0.43,2.116,-1.0,0.315544,148.51178402935798,79175.06990869858,441.7931348367593,39.77111232427903,5.023051697530864,0.25025069602295746,0.12633828790892987,0.2257828421405095,0.8881848823529409,2.5907282912049494,95.75364208635456,0.22314508647523346,82.57066085551578,0.19983388083492282,0.1626244705502766,0.1873704100014181,0.6938609769028855,4.056669308160527,46963.593269401514,0.2682800635110123,0.08152137164516347,0.23849614714019685
39,339,72.8705,12.34,70,16.2899,0,115,121,19,131,22,1.03862,69.58948,0.0,0.0,0.21429,3.446,10.33932,0.0,0.0,125.0,58.01449,0.00063,0.43,2.097,-1.0,0.321342,148.62466634091982,79251.29579893677,441.5366197001869,39.860103277512536,4.98828125,0.25076044083324794,0.1263591579265554,0.22592511625893574,0.8877162549019607,2.265828201370999,97.62821885078904,0.22293346595393035,82.61651200880614,0.2000193897336546,0.16244469048064558,0.18822959668713385,0.6954843918387182,4.179675314152845,46429.677405388444,0.2691528405575013,0.08151013308169897,0.23812783070766244
40,340,72.4039,12.6617,69,17.1086,0,115,121,19,131,21,1.03768,69.16287,0.0,0.0,0.89286,3.439,10.61344,0.0,0.0,125.0,58.01885,0.00047,0.43,1.976,0.1695,0.304949,148.60557810634305,79044.04403463528,441.28307184100305,39.79023535457658,5.132523148148148,0.25135152943699235,0.12635994513655113,0.22592987483428578,0.8875996078431373,2.0092135485089067,95.50024668795231,0.22276376094819242,82.63040835963542,0.20023201915587896,0.1620783705609733,0.18924989301630918,0.6977020178819483,4.293298694092636,45445.66315405425,0.26981973644223023,0.08155335442919978,0.23844154918821528
41,341,71.8241,12.7988,69,17.4823,0,115,121,18,130,21,1.0397,68.61982,0.0,0.0,1.03571,3.414,10.88887,0.0,0.0,125.0,58.01381,0.0006,0.35,2.146,-1.0,0.312857,148.76477071750702,78997.95681339281,441.0490293730362,39.849145771544656,5.310570987654321,0.25210846799607933,0.1263443248406418,0.22599967510833546,0.8869388235294118,2.204257174669965,95.85191374730906,0.22261995658722006,82.683222062914,0.20052466429796065,0.16199239570967958,0.18978687790291252,0.6954843918387201,4.387359507763192,44482.786697130556,0.2705345557459089,0.08154942532323664,0.23770901150115004
42,342,71.9484,12.8245,69,18.0609,0,115,121,18,131,21,1.03349,68.6998,0.0,0.0,1.39286,3.429,11.00752,0.0,0.0,125.0,58.02401,0.00056,0.43,2.092,-1.0,0.311269,148.75567487592494,79079.38163232456,440.8045542406871,39.789719946590466,5.48119212962963,0.25276552152355014,0.1263015181538194,0.22602167266753523,0.8870427450980393,2.2749464633801244,97.7723233932209,0.2224756952404662,82.65449732757392,0.2007034762550198,0.16248788250191062,0.18972884976175644,0.6938609769028844,4.4351811197596,44578.58983391824,0.27114428361412335,0.08155955923414829,0.2370221767615681
43,343,72.0361,13.0498,69,18.3893,0,115,121,18,131,21,1.04198,68.74009,0.0,0.0,0.75,3.412,11.03264,0.0,0.0,125.0,58.00491,0.00057,0.43,2.132,-1.0,0.318058,148.66834718868319,78928.02890370708,440.55797622827953,39.738249225380976,5.644241898148148,0.2529419631327885,0.12628242652858893,0.226083231889376,0.8856529411764705,2.2320319781849687,97.83705402050485,0.22235614052705682,82.64447210600053,0.20097693986699727,0.16265163215166104,0.18984667702957944,0.693860976902883,4.473490194359759,44732.298432154406,0.27171267695847856,0.08155524685216836,0.23686140028573077
44,344,72.1083,13.2176,69,18.1701,0,115,121,18,130,21,1.04832,68.77892,0.0,0.0,0.35714,3.409,11.22342,0.0,0.0,125.0,57.9707,0.00052,0.43,1.951,-1.0,0.314592,148.79010901084135,79385.10018812443,440.2960731160838,39.58931929976852,5.813368055555555,0.25222014883690896,0.12623890357012482,0.22606826952362455,0.8844615686274511,2.1952408060957795,95.90086381296508,0.22228489855239955,82.59773179578595,0.2011633932917593,0.16273780811876595,0.19033886235219177,0.6938609769028813,4.5140856260545,45022.52292244353,0.2721224785916462,0.08154702989741303,0.23717916719371052
