,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,fft,noise,uhdhdsim,cubrow.0,cubrow.0.3,cubrow.0.6,blockiness,temporal,saturation,blur,cubcol.0.6,cubcol.1.0,contrast,tone,cubrow.0.5,color_fulness,cubcol.0.3,cubrow.1.0,staticness,cubcol.0,cubcol.0.5,movement
10,10,69.0103,15.165,45,15.2832,0,113,122,9,130,8,0.9964,66.62857,0.0,0.0,3.78571,4.413,12.67527,0.0,0.0,126.0,46.06411,0.00029,0.31,3.151,-1.0,1.669533,67097.34971810479,0.3375453823643025,92.32677914071556,0.10410798774530286,0.2552224261770453,0.21416884359567442,3.7374678520054965,3.871083204004417,32.26101533866223,38469.710880647035,0.15383459126107002,0.17009818444887936,89.18405511809316,0.6843398823529402,0.2699914672237637,115.78144810623986,0.23017118202239906,0.11975473888562539,397.52050137520587,0.13810431818042496,0.1561676378826881,5.4114101080246915
11,11,69.0493,15.467,45,16.785,0,113,122,9,130,8,0.99784,66.67951,0.0,0.0,4.03571,4.405,13.00851,0.0,0.0,126.0,46.15976,0.00024,0.31,3.615,-1.0,1.612692,67033.05315864953,0.33754538236430226,92.30101319831441,0.10431472293194986,0.25469144237020547,0.21302651249584373,4.8258933994950794,3.9558650320765714,32.29752133216387,38326.298760078425,0.15369518885949193,0.16879549486897563,86.9040927734765,0.6860956862745099,0.27020873141679685,114.83062848630843,0.2292488364270129,0.12011460497148684,396.5840930861987,0.1414503630213711,0.1544394915749251,6.108169367283951
12,12,68.893,15.4582,45,16.945,0,113,122,9,130,8,0.99539,66.52398,0.0,0.0,4.92857,4.393,13.26496,0.0,0.0,126.0,46.11271,0.00023,0.31,3.436,-1.0,1.668904,66930.43465906483,0.33754538236430137,92.3131339687268,0.10395604049033073,0.25411352623431205,0.21213403708193992,3.884450537786741,3.9659627578568886,32.37041595835745,37941.24556177935,0.15355883333806067,0.1691452420670144,91.28783009042782,0.685038431372549,0.27018079949194174,114.28976035701339,0.22883255699787364,0.12035044315802038,395.69127639988307,0.1420489112574859,0.1549097842600362,5.770302854938271
13,13,68.9047,15.5966,45,16.8133,0,113,122,9,130,8,1.00381,66.53058,0.0,0.0,5.42857,4.402,13.25928,0.0,0.0,126.0,46.05241,0.00022,0.31,3.312,-1.0,1.731987,67014.6046671727,0.3375453823643015,92.27880604039952,0.10398094674137119,0.2536848006246097,0.21133866692458744,3.9298441193221603,3.9874478336822725,32.4130525942202,37710.546965166584,0.15323814323611037,0.1692817414843198,87.47097885149094,0.6849596078431373,0.26994795083527157,113.75548162066397,0.22820582896827185,0.12018268208710062,394.8715315525211,0.14376083628140598,0.1533402944074909,5.339313271604938
14,14,69.3393,15.813,45,18.0332,0,113,122,9,130,9,0.9977,66.92836,0.0,0.0,5.28571,4.386,13.37969,0.0,0.0,125.0,46.11269,0.00022,0.31,3.322,-1.0,1.69903,67031.605658547,0.3375453823643022,92.19031884139454,0.10381822286623717,0.253184443947708,0.21063495131964768,3.8101275189546246,4.019925175697911,32.53933263708044,37732.54488906373,0.15292207111441353,0.1695731925737407,86.89790082191703,0.6874870980392156,0.2698562618508787,113.21280544423328,0.22619958098681958,0.1198317874100543,394.23581035652,0.14635421457826503,0.15011982422574663,5.25708912037037
15,15,69.68,15.978,45,18.0078,0,113,122,9,130,9,0.99997,67.23653,0.0,0.0,4.10714,4.423,13.56503,0.0,0.0,126.0,46.01465,0.00019,0.31,3.372,-1.0,1.712854,67022.95691116189,0.3375453823643024,92.10615555472026,0.10387987986186434,0.2525866797321509,0.20995673721073826,2.737442321262488,4.031434881873961,32.58019755799093,37739.30228032098,0.15296710667879812,0.1698524223015633,88.32517551365028,0.6864053921568618,0.2700601635290607,113.36913134093211,0.22437599672494352,0.11920982656207482,393.60901749847375,0.14892170091551388,0.1473474513823692,6.534963348765432
16,16,69.9803,16.1384,45,17.4905,0,113,122,9,130,9,1.00433,67.51609,0.0,0.0,3.28571,4.441,13.70788,0.0,0.0,125.0,45.92297,0.00025,0.31,3.589,0.40908,1.704657,67079.25251127915,0.33754538236430404,92.0162080073624,0.10373955016356787,0.2517418008509013,0.20885897686530955,3.3573504550405584,4.083761512257023,32.33116300606434,37663.09461453328,0.15281489836273768,0.16988455479888512,90.1598080012098,0.6861474509803922,0.27001936431685936,113.87120434137182,0.22286568616511931,0.11873243077219037,392.9682092420542,0.15243713123881106,0.14516121428567522,7.191984953703703
17,17,70.4341,16.5238,45,18.3123,0,113,122,9,130,9,1.00391,67.93994,0.0,0.0,3.57143,4.455,13.85062,0.0,0.0,126.0,45.96195,0.00027,0.31,3.861,-1.0,1.751285,67009.25317234927,0.33754538236430515,91.9723206654689,0.10373867277148933,0.2510453942461948,0.20783850572689433,2.7753406990809575,4.124770499601489,32.64256908275463,38047.840673680716,0.15264727756633648,0.16996066853411354,89.73702884658164,0.6884070588235296,0.26954956741992436,113.08458478975498,0.22133087608354457,0.11761035985564579,392.26205037898575,0.15688845119803732,0.14314275379928937,7.318335262345679
18,18,70.734,16.8418,45,17.4311,0,113,122,9,130,9,1.00244,68.1969,0.0,0.0,2.03571,4.45,14.17829,0.0,0.0,126.0,45.93513,0.00021,0.31,3.057,-1.0,1.700156,66962.25799746404,0.3375453823643045,91.94616890477872,0.1037851533568461,0.2503727262579194,0.20683874229110014,2.3142312426899347,4.1775501378584305,32.43264224205488,38108.492572999494,0.15276365082913518,0.16835764612249088,91.88113992146502,0.6884854901960785,0.2689765750168241,112.85346642785308,0.21806521389986722,0.1166407409857703,391.33471345426193,0.1598895895722601,0.1414242965173777,7.349874614197531
19,19,70.9061,17.2725,45,19.0051,0,113,122,9,130,8,1.00298,68.34007,0.0,0.0,3.07143,4.5,14.45318,0.0,0.0,125.0,45.85331,0.00021,0.31,3.277,-1.0,1.716523,66999.90123502034,0.3375453823643062,91.86176424010418,0.10371279881487458,0.2494986779439226,0.20602309367494187,3.842859063311001,4.278324016651953,32.568106757269966,38236.317207430235,0.1530162083511505,0.16727803332183294,92.54859676440968,0.6889309803921568,0.2681273516494889,112.8611743344467,0.2157134107007803,0.11567030324896047,390.1517486021887,0.1620012908655949,0.14018459996460356,7.271653163580247
20,20,71.255,17.4916,45,18.6955,0,113,122,9,130,8,1.0073,68.66828,0.0,0.0,2.60714,4.502,14.82569,0.0,0.0,125.0,45.95038,0.00025,0.31,3.278,-1.0,1.678203,67090.30504441373,0.3375453823643047,91.80873375364965,0.10369774817844249,0.24893380209239468,0.20552613315353693,2.6779848850281556,4.339057439552347,32.91091165424865,38704.40288284458,0.15325197401394436,0.16666256631463774,87.5995689555789,0.6929725490196079,0.26746192138186986,112.29031784681345,0.21461718200256844,0.11442719503570647,388.83361276014796,0.16407740956531117,0.13773865675183894,8.84789737654321
21,21,71.8088,17.6983,45,19.339,0,112,122,9,131,9,1.01014,69.21649,0.0,0.0,2.57143,4.488,15.00933,0.0,0.0,125.0,46.04739,0.00018,0.31,3.274,-1.0,1.727501,67259.95042895459,0.33976300840753487,91.75407858837286,0.10359667731807504,0.24843337411176106,0.20515161270467466,2.816782378951984,4.3272688191727555,32.844013920536746,39700.241624281756,0.15349276740938395,0.16709156199542302,88.26576437230742,0.6980294117647059,0.2667369889514588,112.29440372384984,0.21352651850874746,0.11331779245681489,387.42466203194016,0.1670765909003465,0.1364254361878251,9.373167438271604
22,22,72.3809,17.9558,45,20.3629,0,112,122,9,131,9,1.01112,69.78378,0.0,0.0,2.28571,4.543,15.18765,0.0,0.0,125.0,46.1917,0.00018,0.31,3.395,-1.0,1.738823,67357.84634737403,0.3436040493865972,91.65462038480022,0.10344670532615917,0.2480290965815689,0.20437990291139457,2.7875942778901956,4.386707293002988,33.05431582603926,40593.813724315485,0.15395154787824644,0.16773402232518603,89.84692852982568,0.7003396078431373,0.2656181778995744,113.19531446682814,0.21285482384483015,0.11228887129580105,386.06578828954014,0.16976934713394773,0.1354407649898275,9.740596064814815
23,23,72.8508,17.9423,46,18.9481,0,112,122,9,131,9,1.0176,70.21147,0.0,0.0,1.71429,4.589,15.40952,0.0,0.0,125.0,46.51501,0.00022,0.31,3.314,-1.0,1.79491,67273.78716593659,0.34360404938659905,91.56736017930376,0.10350052627317988,0.24776397041154385,0.20376225080071395,4.00292539308235,4.43120231405036,33.42011326919368,41279.36260639732,0.15450307869243396,0.1661803956932436,86.90344090258735,0.7087533333333333,0.26461325343345776,112.20155047707553,0.212456654770362,0.1119323713895605,384.73768331612047,0.1721823907316445,0.13503897704561718,10.06712962962963
24,24,73.101,18.102,45,20.4952,0,112,122,9,131,9,1.02198,70.40136,0.0,0.0,2.10714,4.61,15.39611,0.0,0.0,125.0,46.79635,0.00019,0.31,2.659,0.41049,1.803063,67254.36594260926,0.3419806344507607,91.50366478757024,0.10283682391384946,0.2476735137554041,0.2032363557442567,2.9784731096726826,4.505403527313623,33.51453766999421,42087.15923482456,0.15516421384982376,0.16412664385545678,89.70648229248765,0.713160294117646,0.26334536126484887,112.02201755308722,0.21212735267761182,0.11154555464052401,383.31518465280857,0.17421662285492542,0.1370074366807127,10.632523148148149
25,25,73.2366,18.2487,46,22.0448,0,112,122,9,131,9,1.02291,70.52431,0.0,0.0,2.25,4.655,15.53324,0.0,0.0,125.0,47.02521,0.00029,0.31,3.186,-1.0,1.831416,67199.21762678861,0.33976300840753426,91.40881807364991,0.10225130804452424,0.24755461699714945,0.20275185214996266,2.998261002547726,4.6670243986288655,33.76141508125964,42378.42661039833,0.15539854750309778,0.16498150436869607,89.95659425928888,0.7171411764705883,0.26213697831565547,111.85406672236104,0.21120465982530126,0.11147689327045864,381.799581330635,0.176986712382969,0.1374496016119439,12.128858024691358
26,26,73.6317,18.8348,46,21.2843,0,112,122,9,131,9,1.02104,71.04087,0.0,0.0,1.75,4.677,15.6622,0.0,0.0,125.0,47.43068,0.00039,0.3,3.613,-1.0,1.785614,67147.24778010014,0.34360404938660244,91.23331217375096,0.10179928191328524,0.24750544082543285,0.20262796931309218,3.2954937450197854,4.7214714817178445,34.08383649661217,42911.51907590238,0.1554104926339859,0.16866782232187202,92.01491587910243,0.7241349019607842,0.2610959180683525,111.56719389381803,0.20951030953326222,0.11141947132416555,380.24520643408914,0.1788336788153732,0.14034611560386331,12.914448302469136
27,27,73.8515,19.15,46,23.6563,0,112,122,9,131,9,1.02864,71.48734,0.0,0.0,3.03571,4.67,16.16176,0.0,0.0,125.0,47.69812,0.00055,0.31,4.052,-1.0,1.829946,67081.22333545325,0.3480393014730496,91.06338443266453,0.1012996692565458,0.24744898580965483,0.20216746244454983,4.661222485058533,4.761247867568968,34.14041797025704,42881.333486210075,0.15466865597318866,0.17439026177850064,88.23331874443467,0.7293380392156863,0.25982000361469415,111.20422715812902,0.207159883298416,0.11161510295271372,378.53093974745883,0.18103986531929694,0.14026580856501816,13.821228780864198
28,28,74.5201,19.4542,47,24.941,0,112,122,9,131,9,1.02587,72.32483,0.0,0.0,2.96429,4.699,16.43513,0.0,0.0,125.0,47.80495,0.00086,0.31,3.799,-1.0,1.84036,66945.66747217083,0.3480393014730578,90.78065167377952,0.1008054077189016,0.24710083896566104,0.20181244398027162,4.232710906734332,4.795324120782026,34.36808155201099,42912.16679817381,0.15340442201189824,0.18428120221503475,88.09343775509478,0.7319203921568628,0.25839166526083407,111.57520235401272,0.20576075321393034,0.1121864464346999,376.92663170046046,0.18366703371790583,0.14044990400750493,14.359809027777779
29,29,75.006,19.2794,47,24.034,0,113,122,9,131,9,1.0294,72.90307,0.0,0.0,3.42857,4.683,16.69726,0.0,0.0,125.0,47.86288,0.00086,0.3,3.89,-1.0,1.837158,66879.59451984902,0.34803930147305834,90.53844269553308,0.10028599955874537,0.2466034704138541,0.20130977693344335,4.321438788831326,4.8062577428001445,34.52062969443239,42650.94685545981,0.1515704282544016,0.1919486742980436,89.89196691644423,0.7361376470588236,0.2571426263712266,110.85416181706233,0.20483786020485706,0.11216408847310608,375.59357098396777,0.1863732615678521,0.1405551918943662,15.14308449074074
30,30,74.1949,19.2943,47,23.5814,0,113,122,9,131,9,1.02522,72.14761,0.0,0.0,3.0,4.752,16.54582,0.0,0.0,125.0,47.79069,0.00093,0.31,3.632,-1.0,1.846134,66608.29698079446,0.3480393014730592,90.61468452246609,0.09989821368128836,0.24590341502707866,0.20084418841904922,4.577631542162424,4.940783340784751,34.850779969015235,41193.75906403191,0.1497774569942972,0.19067065504970218,92.50199198250066,0.7373290588235293,0.25571237630826477,110.19728459226532,0.2029869983305279,0.11207200748548411,374.3671521841147,0.18687307477753332,0.1405303199815987,15.971884645061728
31,31,72.3003,19.786,46,24.7055,0,113,122,9,131,9,1.03254,70.27577,0.0,0.0,3.21429,4.792,16.55771,0.0,0.0,125.0,47.63916,0.00133,0.31,3.356,-1.0,1.791981,66642.18225924617,0.34803930147305734,90.96846255148654,0.09952032890217682,0.24529484437205662,0.20049068897977956,3.3806588463509577,5.083392025566856,34.757433479214896,39521.25047253633,0.1481793460651191,0.18929267565051058,89.71494167136409,0.7371654901960784,0.25413586548599687,111.33232893320438,0.20159091044145447,0.1120490373340296,373.30200271678297,0.18764973785417574,0.13982308289823026,16.22434413580247
32,32,70.6312,19.9689,45,26.0295,0,113,122,9,132,9,1.03158,68.49161,0.0,0.0,2.5,4.844,16.98205,0.0,0.0,125.0,47.64725,0.00105,0.31,3.462,0.41577,1.807068,66784.08591599939,0.34803930147305717,91.40119679509588,0.09924653156175707,0.24496285492499878,0.19969171382802156,3.9587947074432117,5.148960413372525,35.336559719509545,38446.76625632906,0.14651853619413954,0.18828381338792455,87.5122834748402,0.7406937254901961,0.25265160903577927,111.70743637181766,0.20035118382864023,0.1121241285461489,372.49647993768565,0.18836852467015333,0.13939210040572264,16.87331211419753
33,33,69.1575,19.8339,44,27.8093,0,113,122,9,132,9,1.03527,66.92615,0.0,0.0,1.92857,4.871,17.13935,0.0,0.0,125.0,47.44077,0.00056,0.31,3.573,-1.0,1.758617,66634.03289363379,0.3480393014730543,91.72230599634685,0.09896965034195178,0.24470944231708408,0.1989673510534491,3.582769203107867,5.163474876565773,35.316600281515235,36724.40593684867,0.14527893126195432,0.18734440446965459,89.51839416136907,0.7426054901960785,0.2514250760828215,113.13856152258435,0.19929489764815886,0.11253964098447826,371.8992443782087,0.18883991237058723,0.13928417470770924,17.377797067901234
34,34,67.7575,19.4297,43,25.5221,0,113,122,9,132,9,1.03227,65.55397,0.0,0.0,2.21429,4.965,17.02468,0.0,0.0,125.0,47.08254,0.0006,0.31,3.003,-1.0,1.814899,66656.8799619488,0.34803930147305095,91.89402425149787,0.09871346201458335,0.2445251729372612,0.19817322194753131,4.1010679839970745,5.2042608924295095,35.66990341374904,34896.295879560865,0.14407610986166602,0.18524232303438065,89.88975050457304,0.7418278431372549,0.24981536572366522,114.3403497820531,0.1983320534472043,0.11249997883862133,371.5152108304114,0.18920409860559,0.1395981659845057,18.305796682098766
35,35,66.8041,18.9449,43,26.6592,0,113,122,9,132,10,1.03687,64.6306,0.0,0.0,3.71429,4.91,16.67515,0.0,0.0,125.0,46.78731,0.00068,0.31,3.037,-1.0,1.777055,66637.09932274086,0.34803930147305057,92.07740038145742,0.09847638484007754,0.24455214265851558,0.19752020483922744,4.505563904937449,5.24245166070859,35.87993310998987,33954.14775369409,0.1434295813065484,0.18415631182681255,90.70609269928586,0.7428192156862745,0.24854729262978473,115.07129579995733,0.19778870618928746,0.11264991608445805,371.3212919747281,0.18930137876271874,0.13992745225450376,18.935136959876544
36,36,65.591,18.9089,42,26.234,0,113,122,9,132,10,1.03578,63.61289,0.0,0.0,3.28571,4.889,16.25737,0.0,0.0,125.0,46.40321,0.00066,0.31,3.402,-1.0,1.762661,66490.38505962605,0.34582167542982684,92.23475012161825,0.09837825258701081,0.24459833088091215,0.1967418564237222,4.213786960323933,5.295962337308423,35.95140395929784,32035.85641010776,0.14219074334397264,0.18426725185488518,88.83132832444055,0.739670980392157,0.24740476130739378,115.00144799715599,0.19740635882000734,0.11326957669276196,371.256668211766,0.189657101282262,0.1400619547083155,19.007957175925927
37,37,64.3115,18.918,42,27.8847,0,113,122,9,132,10,1.02563,62.63737,0.0,0.0,4.21429,4.889,16.22904,0.0,0.0,125.0,45.89741,0.00068,0.32,3.433,-1.0,1.784776,66199.30759169605,0.3458216754298277,92.24096486874195,0.09826765437059816,0.24459147638233097,0.19593464523160709,3.5576780227332168,5.340455043294011,36.1780499116874,29871.97188394465,0.1413976121085898,0.18474980329888044,89.5935289914037,0.734881568627451,0.24641454055182357,117.30686647313489,0.19754900082721233,0.1137280130098374,371.38250510169036,0.18997432476211082,0.14024414061816437,19.013069058641975
38,38,63.2268,19.0933,42,29.8384,0,113,122,9,132,10,1.02776,61.85985,0.0,0.0,3.96429,4.881,16.2342,0.0,0.0,125.0,45.44887,0.00092,0.32,2.871,-1.0,1.808741,65785.13418284264,0.3480393014730582,92.32535707505889,0.09818569691786763,0.2445390190859225,0.195236731939387,3.82490581049224,5.356141956211821,36.45106449833623,27830.58060251254,0.14062202294383727,0.1849687111650253,89.78120761315822,0.7346564705882352,0.24544174843183256,117.81145658225056,0.1979773520940117,0.11442262642353529,371.6631153288714,0.19107165245227162,0.14040823312939713,19.30743634259259
39,39,62.704,19.7578,42,28.6941,0,113,122,9,132,10,1.02939,61.64963,0.0,0.0,4.0,4.88,16.3848,0.0,0.0,125.0,45.02602,0.00097,0.32,3.246,-1.0,1.774958,65727.61916398305,0.3518803424521246,92.21822068113411,0.09814652032634777,0.24454533085888866,0.19460393114416874,5.294586159706659,5.436125172084807,36.52504777319637,26645.73794856206,0.1404654493647965,0.18451489924629352,87.40427065189829,0.732216862745098,0.24458996259852278,117.99563885102208,0.1987544555546342,0.11441129408146475,371.93596561091175,0.19220552639662652,0.14061842631112223,19.920235339506174
40,40,62.8685,20.3555,43,31.3356,0,113,122,9,132,10,1.02716,62.04977,0.0,0.0,5.03571,4.848,16.96101,0.0,0.0,125.0,44.56788,0.00113,0.32,2.826,0.41049,1.755201,65523.56548458194,0.35409796849535313,92.18500392343807,0.09820080402831116,0.2445530963837323,0.19399210633371708,4.292940518882727,5.563522658223831,36.53405968936873,26238.931673805182,0.1407927511531318,0.18504598786601004,88.3070381248749,0.7274156862745098,0.24381602431134936,118.84579167885339,0.19965328945529365,0.11400362185366099,372.0546598817229,0.19319309424732647,0.14088308921505793,20.942804783950617
41,41,63.3575,21.0729,43,31.0447,0,113,122,9,133,10,1.02212,62.69576,0.0,0.0,3.67857,4.879,17.47046,0.0,0.0,125.0,44.31689,0.00106,0.32,2.981,-1.0,1.720849,65501.77857362896,0.36015663551764326,92.08282100856543,0.09823229408496394,0.24448403089903306,0.19341089808131892,4.849524218007008,5.651459345518952,36.93458387586806,26861.640666349824,0.14231542999833593,0.18425925965074622,90.65875819282991,0.7263537254901961,0.24262773783193575,118.43833562092667,0.2003771442604365,0.11391327578616026,371.9916747741785,0.19409176597617941,0.1411806048131103,21.45042438271605
42,42,63.498,21.6769,43,32.5263,0,113,122,9,133,10,1.02348,62.93843,0.0,0.0,3.57143,4.897,18.085,0.0,0.0,125.0,44.01638,0.0012,0.32,2.571,-1.0,1.681085,65287.259585924054,0.3601566355176451,92.00324542665959,0.09805149799877425,0.24445731802933984,0.19272547993607167,4.011537742576539,5.704186435838552,36.930430471161266,26808.841051028576,0.14409395686993182,0.1814778803176439,94.11498236231418,0.7172164705882352,0.24165139822210926,117.3167040718184,0.20101314752162033,0.11368496513233733,371.6688348722599,0.1949317403878315,0.14159296563466126,22.13797260802469
43,43,63.8091,22.0452,43,32.4637,0,112,122,9,133,10,1.01174,63.26931,0.0,0.0,4.78571,4.873,18.61483,0.0,0.0,125.0,43.72065,0.00122,0.31,2.829,-1.0,1.737052,65399.05259385544,0.3623742615608694,91.94311732720558,0.09788628015873457,0.2444981384628707,0.1920709426611367,2.902734561862113,5.775415223769149,37.103396192009065,27024.848400199804,0.14577254791869348,0.17991795635978083,91.82712967895763,0.7178313725490195,0.2408866616225851,117.2305018144944,0.20182012673830294,0.11326296060204852,371.057829096946,0.19565556480167337,0.14198931796436218,23.20505401234568
44,44,64.4199,22.347,43,33.4206,0,112,122,9,133,10,1.00171,63.85656,0.0,0.0,4.0,4.823,18.92266,0.0,0.0,125.0,43.59323,0.00153,0.32,2.543,-1.0,1.728727,65442.954133912106,0.36237426156087166,91.88429254441567,0.09774966536687282,0.24455475103323382,0.19140987814823343,4.248005852782883,5.82561257409261,37.166618818118245,27639.091986507403,0.1473278181180311,0.17831821084514107,89.40565357334981,0.718403450980391,0.2399078453120197,117.13540292148409,0.20265369127846983,0.11338299587243013,370.1757395781657,0.1962907792078533,0.14253638099276777,24.393470293209877
