,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,tone,noise,temporal,cubcol.0,color_fulness,cubrow.0,cubcol.0.5,movement,contrast,cubrow.0.6,saturation,blockiness,cubrow.0.5,cubcol.0.3,fft,cubcol.0.6,uhdhdsim,blur,cubrow.1.0,staticness,cubrow.0.3,cubcol.1.0
10,410,41.126,6.53908,33,9.3973,0,115,116,8,140,8,0.99199,44.09021,0.0,0.0,2.60714,8.164,5.93745,0.0,0.0,126.0,42.1626,0.0,0.41,1.95,-1.0,0.825368,0.6448262745098039,0.36237426156087676,4.069742258569101,0.10628314528445994,82.80340612637113,0.13560022318243567,0.1261595325314513,2.3715277777777777,89.74681526618596,0.17165173868842534,59.848024156358505,1.6046217267417575,0.1806356513411867,0.0805427828610987,63943.121076655196,0.15356302772161248,98.78284351608283,12461.892818467839,0.13686209742903516,731.8295927023515,0.14384576917057917,0.19417148211059848
11,411,41.405,6.46631,33,8.69401,0,115,116,8,140,8,0.99408,44.34157,0.0,0.0,2.85714,8.202,5.6261,0.0,0.0,125.0,42.16935,0.0,0.41,1.949,-1.0,0.836559,0.6447274901960783,0.3623742615608762,3.9577500585531378,0.10957672332840733,82.7472542756401,0.13470963241467887,0.12911909620876397,2.3037712191358026,90.05051479060947,0.17211664276757924,59.788182764877504,2.1674472125525748,0.18160213260036642,0.08150711298284727,64106.34336162143,0.1537924383838211,98.74200867047817,12668.740561979153,0.13688600302053314,729.9188787204606,0.14396146225289452,0.191186125449465
12,412,41.3907,6.34188,33,8.15368,0,115,116,8,140,8,0.99855,44.3438,0.0,0.0,2.14286,8.152,5.56811,0.0,0.0,125.0,42.19998,0.0,0.4,1.93,-1.0,0.791572,0.6438328039215662,0.3623742615608762,3.9356870867296103,0.11197304076032458,82.98322253986116,0.13378242114281938,0.13123486137298648,2.119405864197531,86.02427528313558,0.17295510984940193,59.8081103666329,1.7350567394569576,0.18256367522699068,0.0824818062860017,64111.253574947994,0.1543093494187695,98.76282598499523,12637.684451894249,0.13746421486849308,728.4338124785385,0.1440370961477863,0.18904915819255655
13,413,41.4716,6.42974,33,8.18775,0,115,116,8,140,8,1.00551,44.42056,0.0,0.0,2.42857,8.13,5.45941,0.0,0.0,126.0,42.22516,0.0,0.41,2.05,-1.0,0.854955,0.6438145098039216,0.3623742615608756,3.880927076319242,0.11378359746195045,83.10606061391718,0.13290406108701458,0.1315769467104844,2.1416377314814814,87.03243088044299,0.17296275317124876,59.83076062614535,2.150692377013782,0.18354677555834206,0.08305748050535364,64184.61051983741,0.15501344864316025,98.74757201664175,12706.337331700084,0.13906801715587244,727.2608237870622,0.14383494452092804,0.18760591548486266
14,414,41.3556,6.1365,33,8.5088,0,115,116,8,140,8,1.00755,44.29915,0.0,0.0,1.82143,8.138,5.5402,0.0,0.0,127.0,42.20157,0.0,0.41,2.335,-1.0,0.84783,0.6427811372549019,0.36237426156087577,3.8890709489460606,0.11477428934878639,83.1466567552992,0.13231705210397735,0.13074910719584892,1.9865933641975309,87.38267660931439,0.17318924532715868,59.83072615258488,2.6507920579502877,0.1844689249969507,0.08365145589289874,64127.439395918256,0.15392873563170606,98.7633033281113,12649.612507669162,0.14106580087412662,726.326925397641,0.14370395050539883,0.18601394458426135
15,415,41.1366,6.56742,33,8.48731,0,115,116,8,140,8,1.00309,44.11743,0.0,0.0,2.35714,8.127,5.28251,0.0,0.0,126.0,42.18804,0.0,0.41,2.143,-1.0,0.886246,0.6422870588235294,0.3623742615608761,3.941488952907906,0.11448264099120899,83.22932635765719,0.1320078361915828,0.13149987217950154,2.982638888888889,85.99170256864451,0.17293526353305783,59.78813736527054,1.8314362486747318,0.1853189074079342,0.08406408124182978,64065.62421826965,0.15297562401575804,98.79917705057753,12486.083818823674,0.14261629813002163,725.5723980278291,0.14369829544446333,0.1842304718110422
16,416,41.1426,6.90333,33,9.0546,0,115,116,8,140,8,0.99582,44.08108,0.0,0.0,2.53571,8.169,5.65274,0.0,0.0,126.0,42.17814,0.0,0.41,2.316,0.29321,0.870047,0.6432490196078431,0.3623742615608738,4.117145260391551,0.11388222326454706,83.34371295273229,0.13191709126778864,0.13068438913270106,2.9032118055555554,90.841116676995,0.172130348226827,59.856038411458336,1.9850603067114545,0.18550778102786739,0.0844465935118653,64063.02659841307,0.15222723306977806,98.79366569606022,12471.033442747475,0.1443231856648662,724.9627251104605,0.14357306028772426,0.1829913435356585
17,417,41.0734,7.21324,33,8.68851,0,115,116,8,140,8,0.99198,43.98599,0.0,0.0,3.25,8.108,5.94614,0.0,0.0,127.0,42.16592,0.0,0.41,2.115,-1.0,0.839713,0.6420568627450981,0.36237426156087366,4.255559370767558,0.11276575347374511,83.56843810602071,0.13156821982856418,0.13042806800055765,2.9853877314814814,90.43679954768821,0.17120558686096557,59.7659405366874,1.4460898345436446,0.18544236559669533,0.08471678509988712,63990.908501900994,0.1527482159400709,98.8223082018821,12385.777575473694,0.14590795890389516,724.4684655309894,0.14340437010686904,0.18231194883900076
18,418,41.1563,7.71547,33,8.58587,0,115,116,8,140,8,0.99121,44.09011,0.0,0.0,3.10714,8.154,6.21471,0.0,0.0,127.0,42.18876,0.0,0.41,1.881,-1.0,0.883409,0.642170588235294,0.36237426156087493,4.260936251482476,0.11134434064851081,83.56284156156698,0.131388322652102,0.130588806440339,3.2410783179012346,87.6124303085725,0.17034256033936976,59.87800240222319,1.61470638171865,0.1855191996445538,0.08473299769783199,64000.161491765764,0.15279741674610803,98.80343381065815,12455.303441722128,0.14685136896724998,723.9984993204797,0.14314619426698263,0.18160398422812785
19,419,40.9482,7.93477,33,9.14216,0,115,116,8,140,8,0.98951,43.87355,0.0,0.0,3.21429,8.213,6.6528,0.0,0.0,127.0,42.2081,0.0,0.41,2.285,-1.0,0.866611,0.6422188235294118,0.36237426156087404,4.335810089469377,0.11000745264085238,83.94655577047988,0.13091417366483668,0.1317695048255116,3.3874903549382718,86.74367452978285,0.17017906300606256,59.76127794053819,1.5190687647487027,0.18542558952275273,0.08456233125411738,64048.68389289115,0.15301895966396814,98.82629335234819,12332.353924600728,0.14790509099699783,723.5432250334859,0.14297832658546142,0.180900979476765
20,420,40.9747,7.24582,33,10.6512,0,115,116,7,140,8,0.9932,43.83598,0.0,0.0,2.57143,8.223,6.83772,0.0,0.0,126.0,42.25084,0.0,0.4,2.464,-1.0,0.858908,0.6430003921568628,0.36237426156087443,4.401078488961307,0.10889290769077639,83.81981797624714,0.13048347341021466,0.13346680085696316,4.529610339506172,89.40148294436162,0.16902669797090383,59.81375593020593,1.8508762204004545,0.18503471565934712,0.08424453129123187,64117.23088560859,0.15257587340537868,98.8339135403689,12336.728308175385,0.14841279776997443,723.1345175482764,0.14292950490468673,0.1804793101627786
21,421,41.1078,7.00099,33,9.35686,0,115,116,8,140,8,0.99981,43.98555,0.0,0.0,2.25,8.172,6.23258,0.0,0.0,126.0,42.31512,0.0,0.4,1.857,-1.0,0.835295,0.6426521568627451,0.36237426156087493,4.358058338968618,0.10798840130566313,84.17894080982626,0.12994197843508076,0.13372184483445698,4.680844907407407,89.3488188089968,0.16855962645800604,60.045263973283184,1.8468092184826406,0.18468409434543256,0.08386180637898161,64123.5510616684,0.15252716314430348,98.82037881199211,12402.90107026023,0.14837808650718817,722.7410586084391,0.1428218462523692,0.1807759677535635
22,422,40.9124,6.93443,33,9.06825,0,115,116,8,140,8,1.00361,43.79431,0.0,0.0,2.0,8.109,6.01259,0.0,0.0,126.0,42.32579,0.0,0.4,2.072,-1.0,0.857711,0.6420419607843137,0.362374261560874,4.275608761224977,0.10758688868631126,84.224940440006,0.1292416558251175,0.1340429246570696,4.768325617283951,87.43686094871144,0.16828950500026862,59.990184454270356,1.8290536094390206,0.18428687262635768,0.08361788729529082,64021.217893010944,0.15255092574481546,98.85045361819823,12262.335030193282,0.14854159081855053,722.3395433253079,0.14256478973933528,0.18147255230417772
23,423,40.9488,7.11377,33,8.87397,0,115,116,7,140,8,1.00918,43.84335,0.0,0.0,1.64286,8.115,5.96119,0.0,0.0,125.0,42.35303,0.0,0.4,2.57,-1.0,0.831215,0.642056862745098,0.3623742615608741,4.295378691021297,0.10756770896905578,84.36746504624902,0.12855228748544076,0.13432713258814039,4.787471064814815,89.36617235985003,0.1676992337198145,59.97669926396123,1.9804341805418961,0.1836689675589715,0.08318193956512314,64136.71398843157,0.1526059303393972,98.84026339614076,12305.55578949248,0.14869099074783926,721.953649834189,0.14231927519991033,0.18173201962290464
24,424,40.8261,7.07245,33,8.81637,0,115,116,7,140,8,1.00958,43.72723,0.0,0.0,2.57143,8.131,6.12122,0.0,0.0,126.0,42.33643,0.0,0.4,2.785,0.28691,0.903253,0.6411482352941177,0.36237426156087366,4.3135673293022645,0.10764782130725578,84.3254294986491,0.1280380873756687,0.13475733317131047,4.814236111111111,89.20773281014252,0.1673683952329135,60.029739003122586,2.009868748092921,0.1830331894622096,0.08269597657154627,64123.25944473524,0.15280590533965707,98.86375881481442,12184.298554473702,0.14882540492464563,721.5675935233744,0.14207364583979915,0.18160150989058088
25,425,40.8097,6.99937,33,9.07424,0,115,116,7,140,8,1.0101,43.70627,0.0,0.0,2.53571,8.111,6.08547,0.0,0.0,127.0,42.34916,0.0,0.4,3.035,-1.0,0.877012,0.6415133333333333,0.3623742615608741,4.366571705951955,0.10754878081759688,84.44413545010977,0.1273784534752125,0.13549941036784371,5.872154706790123,88.637895378333,0.16786305073187327,60.023057348934216,1.6257038009809097,0.18248908286055232,0.08218024920342726,64068.41303932885,0.15297481453272574,98.85301751809068,12159.556998699692,0.14909966628965485,721.1460453571152,0.14166201494932484,0.18109856217840686
26,426,40.8528,7.26401,33,8.80806,0,115,116,7,140,8,1.00788,43.76054,0.0,0.0,2.46429,8.118,6.02288,0.0,0.0,127.0,42.3421,0.0,0.4,2.977,-1.0,0.872161,0.6409423921568627,0.36237426156087466,4.325049247144631,0.10749098236648105,84.46937280949273,0.12684544544385262,0.13518784150299845,5.871672453703703,86.71141673813369,0.1671317721546884,59.91006205994406,1.407958522004336,0.18174725928593624,0.0819934386564389,64136.83901183217,0.15321323352449756,98.8357594098299,12229.073015112217,0.1491619727984905,720.7246549432,0.14154085331029162,0.18079184159156625
27,427,40.86,7.6731,33,8.84619,0,115,116,7,140,8,1.00005,43.75241,0.0,0.0,2.5,8.096,6.25182,0.0,0.0,128.0,42.36678,0.0,0.41,3.227,-1.0,0.858321,0.6411427450980391,0.36237426156087427,4.283077168596219,0.10763763049273509,84.21255749632661,0.126521240498464,0.13531892577223906,5.895929783950617,86.52815189963276,0.1669115614436231,59.717670770339026,2.5389468528349624,0.1809739022139846,0.08187674309611426,64129.680235189044,0.1534137624522573,98.84308391982105,12260.519927271323,0.1493218257292205,720.2888519124106,0.1414599094537072,0.18093212508302778
28,428,40.8529,7.95211,33,8.979,0,115,116,7,140,8,0.99845,43.70394,0.0,0.0,2.42857,8.091,6.60209,0.0,0.0,128.0,42.38742,0.0,0.4,3.005,-1.0,0.871194,0.6409765294117633,0.36237426156087266,4.342781981280451,0.10838465951723587,84.27058526649819,0.12650024172668908,0.1351737110198806,5.990113811728395,88.11701841034507,0.1664209538184809,59.62101312331212,2.353451736097029,0.18028448884573756,0.08170085895007607,64146.03646813531,0.1536825503051662,98.8578848859097,12241.004434730705,0.14968173474401245,719.8012888323461,0.14139675646723607,0.18117097406640714
29,429,40.8533,8.3528,33,9.18268,0,115,116,7,140,8,0.99435,43.65764,0.0,0.0,3.07143,8.102,6.8447,0.0,0.0,128.0,42.38068,0.0,0.4,3.034,-1.0,0.877674,0.6391698039215687,0.36237426156087177,4.366313061441472,0.10958296140292734,84.44956281942193,0.12652000695903962,0.13532655253117437,6.426745756172839,85.97351835189147,0.16643018874780402,59.676436247649015,1.287629773189754,0.17983715356448252,0.081550047248219,64186.32227145391,0.15394210534363778,98.87645384117539,12204.891617626256,0.15010164316857505,719.2894472476388,0.1412374778440837,0.18151325146842923
30,430,40.9178,8.1637,33,9.60362,0,115,116,7,140,8,0.99976,43.71143,0.0,0.0,2.46429,8.088,7.18823,0.0,0.0,127.0,42.38308,0.0,0.4,2.863,-1.0,0.909099,0.6391286274509805,0.3601566355176497,4.400959268532475,0.11070761382611172,84.44786351308707,0.12656680957785346,0.13631114189024207,7.468460648148148,88.56698644724088,0.1670166143220699,59.6324398841387,1.9797199217571186,0.17937005126492417,0.08136351292356932,64207.061190316716,0.15437700465702422,98.8765832675302,12278.436347667674,0.15034504343985008,718.7540664870422,0.14101726586011623,0.18139230396067416
31,431,40.8781,8.38505,33,9.44006,0,115,116,8,140,8,1.00183,43.73258,0.0,0.0,1.71429,8.083,7.02259,0.0,0.0,127.0,42.42511,0.0,0.4,2.946,-1.0,0.92723,0.6397341176470588,0.3601566355176544,4.353498807986742,0.11193249124919134,84.59520704211882,0.12651042296718817,0.13646412055625162,7.509452160493828,88.86259682762363,0.16679123729587306,59.565919664171005,1.8054035591892361,0.1789421743533053,0.08132202018883941,64176.51585322579,0.15480302586612565,98.85696811540514,12243.906280574813,0.15077217020826922,718.1747593170701,0.14095738909638172,0.18114451683072297
32,432,40.7896,8.14224,33,9.48655,0,115,116,8,140,8,1.00896,43.69542,0.0,0.0,1.89286,8.15,7.2167,0.0,0.0,127.0,42.46084,0.0,0.41,2.943,0.30273,0.948737,0.6399733333333334,0.36237426156087277,4.36264425899655,0.11301736612144167,84.60431494331097,0.12664320156647868,0.13798379716633669,7.516637731481482,88.79077942059317,0.166897320939234,59.75814838173948,1.945390435573608,0.17856075109730132,0.08143695562519247,64157.607502322935,0.15517845102724923,98.86473979634842,12155.868875859127,0.1512865731877824,717.5876524639317,0.14088651000656005,0.1808419962381205
33,433,40.7961,7.68255,33,9.73429,0,114,116,8,139,8,1.00645,43.68852,0.0,0.0,3.17857,8.136,7.00899,0.0,0.0,127.0,42.35382,0.0,0.4,2.844,-1.0,0.88708,0.6399,0.3623742615608732,4.571748581797189,0.11387748026454188,84.16726004466344,0.1267227116278174,0.1380382798942658,7.586757330246914,86.7693149037118,0.1670547533137363,59.33212091893325,1.318157351995907,0.17822598039660523,0.0812283974954189,64121.43767371858,0.1556124597479337,98.8707455201331,12125.012562960821,0.15171435759065305,716.7779271339672,0.1408028320937149,0.18047660695236367
34,434,40.7087,7.31019,33,9.74916,0,114,116,8,139,8,1.00373,43.64055,0.0,0.0,3.17857,8.095,6.59953,0.0,0.0,128.0,42.35219,0.0,0.4,2.936,-1.0,0.939842,0.6398156862745099,0.36015663551765087,4.299829712689513,0.1145099201786529,84.39660286170849,0.12682749469444465,0.13771094410739246,7.668065200617284,89.4225737562751,0.16729649583096254,59.22513043438947,1.6127642310632222,0.1778318812090357,0.08082366825125956,64140.570814339655,0.15599260793284603,98.8920281558234,12085.546338388043,0.15183283706796008,716.0196865613011,0.14064415742180203,0.18004294032020726
35,435,40.8432,7.10209,33,9.09888,0,114,116,8,139,8,1.00173,43.80677,0.0,0.0,3.75,8.114,6.28216,0.0,0.0,127.0,42.3884,0.0,0.4,2.348,-1.0,0.957606,0.6414160784313726,0.3623742615608719,4.239687034252098,0.11483005903136534,84.39813024497519,0.1270188905732054,0.1376570297378015,8.081693672839506,88.17686227568576,0.16762520406927786,59.21345218611352,2.4167150892502303,0.17778939687788434,0.08066296771285703,64095.03319233176,0.15657165407110993,98.8573135510425,12197.8310902892,0.1520839392706752,715.268819521067,0.14039058135122673,0.17962146279607788
36,436,40.7678,6.75313,33,9.17944,0,114,116,8,139,8,0.99556,43.75618,0.0,0.0,3.10714,8.179,6.10264,0.0,0.0,127.0,42.40169,0.0,0.41,2.561,-1.0,0.946581,0.6412976666666638,0.3623742615608745,4.152932612002679,0.11508942539692191,84.37050075238571,0.1270601746953482,0.1376227111103209,7.914978780864198,88.54359206529651,0.16777846932824136,59.20865282600308,1.980256675946325,0.177651674171623,0.08060446635936554,64044.50762232614,0.15700402484008824,98.85399779647783,12133.359704968843,0.15252369381947817,714.5526974176952,0.14027242422871217,0.17906426391956112
37,437,40.7441,6.70255,33,8.79709,0,114,116,8,139,8,0.9901,43.74432,0.0,0.0,2.42857,8.205,5.80237,0.0,0.0,127.0,42.39909,0.0,0.41,2.759,-1.0,0.963961,0.6405443137254903,0.3623742615608732,4.21750031025805,0.11536446424441248,84.6255876957304,0.12725471100156194,0.1374766156860308,7.608314043209877,88.48665042862153,0.1680164193141151,59.27272862563898,1.648822796104565,0.17741797882113203,0.08058262265886458,64042.23396400467,0.1576825339915816,98.86788738355094,12129.1399404406,0.15269784271954617,713.855941561949,0.14022555455669555,0.1786080776202593
38,438,40.9345,6.73763,33,9.07323,0,115,116,8,139,8,0.99052,43.94605,0.0,0.0,2.42857,8.21,5.76872,0.0,0.0,128.0,42.69046,0.0,0.41,2.838,-1.0,0.922629,0.6483658823529412,0.36237426156087266,4.213153829111537,0.11547856440064355,85.01217282713033,0.12743256423411845,0.13731245647954896,7.494212962962963,89.6680294464929,0.16848030442182693,59.04831931031781,2.064546731987491,0.17718649280697543,0.08059896280240895,64072.12237149866,0.1579331243078986,98.83188895996456,12270.388282521853,0.1527429643333731,713.1029162947292,0.1402395285426869,0.17810326649778577
39,439,41.2931,6.69317,34,9.15305,0,115,116,8,139,8,0.99163,44.31214,0.0,0.0,3.28571,8.179,5.82081,0.0,0.0,129.0,43.21465,0.0,0.4,2.841,-1.0,0.93126,0.6634137254901962,0.3623742615608749,4.35452144280916,0.11558299282452597,84.68580001926033,0.12755258105761041,0.13710091983269262,7.578993055555555,91.21289419463595,0.16910904528239545,58.98177007981289,2.329353509953531,0.17708289572871952,0.08076504655411099,64033.668448800825,0.1582531955409664,98.76078007047718,12552.059572219147,0.1530816784821502,712.1921776041461,0.14018210399630618,0.17746465573641293
40,440,41.378,6.41209,34,8.45133,0,115,116,8,139,8,0.99465,44.4334,0.0,0.0,3.5,8.146,5.75548,0.0,0.0,128.0,43.22933,0.0,0.4,2.009,0.30954,0.899912,0.6639345098039214,0.3623742615608747,4.025872054745794,0.11556065131065392,84.66776272349713,0.1276613912218043,0.13689871343675428,7.873987268518518,90.06789423500481,0.1693632298310739,58.96057166582273,2.045244931309751,0.1770731622239702,0.08101434005097409,64043.15773410205,0.15855381408936672,98.75013535247469,12604.141218608309,0.15349448792417453,711.3268198518376,0.1401556307395239,0.17685701277160276
41,441,41.315,6.33336,34,7.96727,0,115,116,8,139,8,0.99837,44.37668,0.0,0.0,3.85714,8.186,5.51073,0.0,0.0,129.0,43.17833,0.0,0.41,2.216,-1.0,0.88572,0.6630572549019608,0.36237426156087355,3.9075078633194447,0.11531275490384325,85.02695816842179,0.12772517237765174,0.13681458892066709,7.755835262345679,86.62729951140076,0.16977267365556073,58.87117004394531,1.6675426427722884,0.1770129902044566,0.08150619138588222,64022.95305752884,0.1589658059679103,98.75165867122416,12582.28342917385,0.1538628007068123,710.5042660328664,0.14015966401031146,0.17646107978637088
42,442,41.2159,6.17089,34,8.11953,0,115,116,8,139,8,1.00035,44.30059,0.0,0.0,2.67857,8.204,5.43895,0.0,0.0,128.0,43.1463,0.0,0.41,2.522,-1.0,0.900477,0.6625792156862744,0.36237426156087277,3.9085161122334493,0.11507851631204652,85.08562874400292,0.12780018928809853,0.1369629263476766,7.446277006172839,86.65529877008048,0.17009848669416638,58.912451850043404,1.4669255408224198,0.17693824329587235,0.08199767887295373,64040.660598662966,0.15932325341919126,98.76442148046634,12496.96150762182,0.15409417417350263,709.7126344271053,0.14024870690418623,0.17647321636348756
43,443,41.2376,6.2652,34,7.73543,0,115,116,8,139,8,0.99812,44.32772,0.0,0.0,2.89286,8.262,5.30094,0.0,0.0,128.0,43.16803,0.0,0.4,2.188,-1.0,0.937616,0.6633996078431372,0.36237426156087404,3.767807534567172,0.11485681683024196,85.22944091084884,0.12782674025027913,0.1370036249549294,7.176890432098766,86.13242560651094,0.17048982684379282,58.820515950520836,1.4394624042892148,0.17679317431992003,0.08243681456303747,64090.17791332874,0.15964210958905004,98.7416066487257,12549.631214440444,0.15419067852027654,708.9888459183464,0.1405285932935797,0.17640922020190644
44,444,41.3163,6.06772,34,7.71125,0,115,116,8,139,8,0.99697,44.39019,0.0,0.0,2.46429,8.264,5.37717,0.0,0.0,128.0,43.17851,0.0,0.4,2.188,-1.0,0.896401,0.6633619607843135,0.36237426156087116,3.7093559590120813,0.11471428628183312,85.29304670809405,0.1278407053661812,0.13681315967871874,6.983940972222222,87.24761898535718,0.17075547638126976,58.96619971004533,2.020287527718836,0.17664006164969834,0.08300115550834604,64025.695750353276,0.15992287598082716,98.74442877893863,12631.739700251435,0.15458749373179986,708.2941069728134,0.14079082494589135,0.17629154598840122
