,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,noise,cubrow.0.6,blur,cubcol.0.6,fft,movement,staticness,cubcol.1.0,cubrow.0.5,cubcol.0.3,cubcol.0.5,contrast,tone,cubrow.0,cubcol.0,saturation,blockiness,temporal,color_fulness,cubrow.1.0,uhdhdsim,cubrow.0.3
10,410,43.4418,7.56467,42,9.80359,0,116,116,12,140,11,0.99291,51.37855,0.0,0.0,1.53571,8.249,6.92706,0.0,0.0,127.0,43.34056,0.0,1.45,1.977,-1.0,0.000519,0.44454298110872276,0.20009712991063827,17231.88139175665,0.17992108409920812,64627.69671012306,2.591579861111111,749.2141368932968,0.21736161349941663,0.2004280334785838,0.10022017359345844,0.14787149833194693,91.10919204707861,0.6600698039215686,0.1565613953862216,0.1233740698186555,58.98625672893759,1.7241569465314264,4.988856683086058,84.14024480277843,0.164406052027066,97.49520386695573,0.1683102903476951
11,411,43.7147,7.49427,42,9.29725,0,116,116,12,140,11,0.99364,51.60594,0.0,0.0,1.46429,8.261,6.5556,0.0,0.0,126.0,43.34619,0.0,1.44,2.068,-1.0,0.000237,0.4467606071519478,0.20032828471335265,17466.110219053786,0.1803476670752964,64686.11608045985,2.5472125771604937,746.9222472590654,0.2140376359484629,0.20191279891698355,0.10155184411009201,0.1506455875734895,91.06424580925881,0.6601600000000001,0.15551006889149444,0.126205205163776,58.92318085093557,1.7245510752366648,4.861408506114564,84.11529845613937,0.1647056021411614,97.46527641719857,0.16824453993145375
12,412,43.7149,7.33318,42,8.58401,0,116,116,12,140,11,0.9979,51.64803,0.0,0.0,1.21429,8.214,6.49614,0.0,0.0,127.0,43.38066,0.0,1.45,2.133,-1.0,0.000362,0.44676060715194943,0.2010295531527703,17477.912531343023,0.18116857075045723,64837.91381724078,2.3268229166666665,745.1085847908907,0.21205893441526613,0.203237389216124,0.10301368426248368,0.1527907395264466,91.13821850889155,0.6599521568627451,0.1543822654503525,0.1284058345875171,58.95597839355469,2.13098271105546,4.838544893452657,84.33499635232609,0.16544418107687128,97.46665138863833,0.16828338291028663
13,413,43.8263,7.3759,42,8.49918,0,116,116,12,140,11,1.00543,51.7349,0.0,0.0,1.39286,8.187,6.36297,0.0,0.0,127.0,43.40546,0.0,1.45,2.657,-1.0,0.000201,0.44454298110872165,0.20102440228859564,17593.922217993757,0.18190680042043036,64829.10860156471,2.325713734567901,743.6569442562244,0.21073215245963783,0.20435909807365726,0.10404819008111776,0.15332602198894063,91.10500112988828,0.660096862745098,0.15349210836292315,0.13013295895009602,58.97766358175396,1.345448842597341,4.781163357562417,84.4638121187593,0.1670560817647324,97.4514314782683,0.16831257178342773
14,414,43.6746,7.13318,42,9.018,0,116,116,12,140,11,1.00645,51.57552,0.0,0.0,1.39286,8.189,6.40185,0.0,0.0,128.0,43.38664,0.0,1.46,2.415,-1.0,0.00026,0.44676060715194854,0.20094626118677061,17476.726873976724,0.18058287018915387,64794.617854996904,2.149980709876543,742.4589374884918,0.20935637210167024,0.20537427140949768,0.1049843477491734,0.15262589664720566,91.17850910562046,0.6591996078431372,0.15295625879491986,0.13067713542211973,58.967573001060956,1.520395681319628,4.797758875385199,84.48831833266014,0.16917504338827452,97.4741406592632,0.16826700957772542
15,415,43.4272,7.61258,42,8.68845,0,116,116,12,140,11,0.99967,51.3721,0.0,0.0,1.03571,8.218,6.1873,0.0,0.0,127.0,43.37269,0.0,1.44,2.594,-1.0,0.0001,0.4445429811087232,0.20049472654940498,17227.48086607295,0.1797980897513421,64661.64787708184,3.2044753086419755,741.4771046091859,0.20796275828661726,0.20615409288426945,0.1055499860086185,0.15372431377748302,91.22621328737603,0.6587392156862745,0.15255888944584933,0.1304410624612522,58.93340367446711,1.8852662171192334,4.859100410876846,84.53910536245486,0.17073730557548836,97.50316954341164,0.16829773438643228
16,416,43.3803,8.02599,42,9.46563,0,116,116,12,140,11,0.99599,51.28639,0.0,0.0,1.10714,8.242,6.60157,0.0,0.0,128.0,43.36461,0.0,1.43,2.381,0.125,0.000289,0.4445429811087231,0.19948240522413674,17165.106094902,0.17929838167944326,64659.41288903158,3.193045910493827,740.6579267521249,0.20676184544537093,0.20645824845782382,0.10584050283940752,0.15314819283274625,91.33168946153043,0.6590745490196077,0.15225368679877038,0.12980519365125753,58.998650256498365,2.0360243270581404,5.041572989130725,84.68408621610516,0.17228326166510122,97.5122411927768,0.1681656959790573
17,417,43.3334,8.33839,42,9.35354,0,116,116,12,140,11,0.99023,51.19061,0.0,0.0,1.75,8.211,6.9677,0.0,0.0,127.0,43.3408,0.0,1.45,2.759,-1.0,0.000461,0.44454298110872176,0.19828482886943366,17101.36700173369,0.17974782383002497,64698.602705491525,3.303047839506173,739.9528236972063,0.2059913727855386,0.20647907966856716,0.10600734106739716,0.15305652070867373,91.44093423091412,0.6582513725490197,0.1519507654070585,0.12883712236632694,58.89858801570939,2.2273195982616776,5.201052797206665,84.85539527056132,0.17370823648361572,97.52470723453868,0.1679817876306226
18,418,43.4572,8.88108,42,9.08573,0,116,116,12,140,11,0.98789,51.34821,0.0,0.0,1.10714,8.196,7.23957,0.0,0.0,127.0,43.36959,0.0,1.45,2.337,-1.0,0.000282,0.44676060715194876,0.19723853242489622,17235.469519211518,0.17973835732336282,64700.850475054074,3.5652488425925926,739.2768701608016,0.20539485170243912,0.20655321790214806,0.10595047238130076,0.15326399272941416,91.49145201357453,0.6580145294117646,0.1518604632603627,0.1277352051100491,59.005569081247586,1.6507514078350312,5.205260683152976,84.84535024400796,0.17470930372182458,97.5024091354419,0.16778412080006003
19,419,43.2953,9.07764,42,9.74355,0,116,116,12,140,11,0.98779,51.15709,0.0,0.0,1.64286,8.247,7.72053,0.0,0.0,128.0,43.39075,0.0,1.44,2.527,-1.0,0.000155,0.44454298110872187,0.19690179958696422,17101.437922646077,0.17982823707714826,64723.45895889242,3.763406635802469,738.598304812709,0.2048788882410986,0.20641448289030534,0.10566463371672193,0.15435382406661433,87.41698337804942,0.6584964705882355,0.15142838580810972,0.12658225811180968,58.89334558557581,2.09207837909281,5.289249548204264,84.98617954260821,0.17575562751479995,97.52497143449025,0.16763187818222275
20,420,43.2563,8.37887,42,11.0289,0,116,116,12,140,11,0.99186,51.06453,0.0,0.0,1.17857,8.259,7.88274,0.0,0.0,127.0,43.41935,0.0,1.46,2.601,-1.0,9.7e-05,0.4445429811087244,0.19555047176085852,17021.649400111397,0.17924719894120322,64755.93703424921,5.107783564814815,737.9743937603653,0.2046660697252558,0.20596767373493066,0.10513099943186097,0.15625339954188316,87.60728806266953,0.6585682352941178,0.15112574251463987,0.12556693068034483,58.947679496105806,1.5051500497037533,5.350683403622613,84.84605641774432,0.17657027010125997,97.54083598384646,0.1675625358991777
21,421,43.3903,8.12184,42,9.6473,0,116,116,12,140,11,0.99767,51.21108,0.0,0.0,1.17857,8.194,7.25273,0.0,0.0,127.0,43.48535,0.0,1.45,2.264,-1.0,0.000293,0.4445429811087231,0.194763942469384,17118.9839556461,0.17916643783895625,64786.701364450455,5.303096064814815,737.3589785002056,0.2050876703940695,0.20550657712049455,0.10466965106483224,0.1566827026778169,88.62804601584149,0.658953725490196,0.15096635932094157,0.12483271078938196,59.168134712878576,2.0750877651788455,5.321755659665627,84.9199235733086,0.17677392800581904,97.52779378896209,0.16743132241544745
22,422,43.195,8.04952,41,9.46909,0,116,116,12,140,11,1.00126,51.00235,0.0,0.0,1.14286,8.159,7.01843,0.0,0.0,126.0,43.49631,0.0,1.44,2.414,-1.0,0.000427,0.4445429811087214,0.19417443093729586,16919.543353282632,0.17911525678934867,64826.422769966994,5.339650848765432,736.7294589995041,0.20582758388174194,0.2049010661665573,0.10430692150731662,0.1571238206377484,88.56223072271,0.6584133921568597,0.1505735643248222,0.1245718539664807,59.115184454270356,1.3060411315557634,5.2570453229226946,84.80508684999711,0.17703531828599797,97.55766028799871,0.16724149807750044
23,423,43.1952,8.20866,41,9.4156,0,116,116,12,140,11,1.00747,51.01661,0.0,0.0,0.89286,8.198,6.959,0.0,0.0,126.0,43.51799,0.0,1.45,2.864,-1.0,0.000398,0.44454298110872054,0.19336801188910893,16939.125245345676,0.17903108331329293,64761.57419877073,5.296682098765432,736.136484581434,0.20609956348670533,0.20422887172397872,0.10381281288248276,0.1572758291134194,88.5755219693536,0.6582035294117647,0.15023741756698009,0.12466284589340716,59.0909614092038,1.6197348399740565,5.281300009503404,85.07373230788303,0.17726032431782315,97.55454171148952,0.16698386194780446
24,424,43.1158,8.21101,42,9.20463,0,115,116,12,140,11,1.00802,50.94769,0.0,0.0,0.85714,8.25,7.10351,0.0,0.0,128.0,43.51044,0.0,1.44,2.551,0.125,0.000285,0.44454298110872187,0.1930435349115343,16871.01424940253,0.17894911129028826,64744.110696119125,5.322723765432099,735.5240800829885,0.20596660851715973,0.2036358126191454,0.10321927801868701,0.15772081973918103,91.08731401949244,0.6574000000000001,0.1498866643336597,0.12465819523080181,59.15646456494743,1.9521850302566852,5.308330199065881,85.11720778888639,0.17741326790943152,97.56594672965554,0.1667236929614011
25,425,43.0796,8.17403,42,9.5033,0,115,116,12,140,11,1.00861,50.9202,0.0,0.0,0.89286,8.234,7.10674,0.0,0.0,128.0,43.52359,0.0,1.42,2.734,-1.0,0.00021,0.44454298110872204,0.1936156804764969,16834.84032262544,0.17892860548875317,64781.73976572633,6.557677469135802,734.9050254975169,0.2054705404828406,0.20310976350597748,0.10263695025891574,0.15811452678690233,91.11096592065441,0.6575772549019607,0.14934284667466916,0.12462207955561061,59.14712976526331,1.7539281205794053,5.374845347808631,85.1152762859893,0.17778788322321779,97.55457296288705,0.16628098018225673
26,426,43.132,8.51647,42,9.04965,0,115,116,12,140,11,1.00746,50.98778,0.0,0.0,1.17857,8.206,7.07619,0.0,0.0,128.0,43.51205,0.0,1.43,2.63,-1.0,0.000317,0.44676060715194876,0.19276613719452007,16910.003258666602,0.17902193674898773,64784.46799531992,6.585792824074074,734.2758055299745,0.2052076155923519,0.20242267219261173,0.10224715562532916,0.15779026023388176,91.22883827741992,0.6575176470588235,0.14893238425739205,0.12459801964874405,59.051971058786656,1.9939868849429383,5.343942506700245,85.20860644209232,0.17794666696362862,97.55652482440613,0.16605896754509414
27,427,43.1413,8.95515,41,9.13562,0,115,116,12,140,11,0.99957,50.97176,0.0,0.0,0.92857,8.181,7.37707,0.0,0.0,128.0,43.53226,0.0,1.44,2.651,-1.0,0.000229,0.44454298110872065,0.19245340384056076,16933.578639378153,0.17909330939488413,64848.3204352526,6.553626543209877,733.6309342018626,0.20527197733099906,0.2016258290951812,0.10190488215050554,0.15811018696458098,91.05268191670811,0.6572196078431373,0.14870240915032448,0.12478304218211834,58.87295927824797,2.559513664062544,5.300769304656958,85.04014826282446,0.17819686331125925,97.56164615009878,0.16591212969245198
28,428,43.0986,9.2919,41,9.36283,0,115,116,12,140,11,0.99955,50.88988,0.0,0.0,0.78571,8.141,7.75303,0.0,0.0,129.0,43.54342,0.0,1.44,2.988,-1.0,0.00061,0.4445429811087216,0.19183507789221904,16888.861056573383,0.1791762958129332,64838.54450192882,6.594810956790123,732.9673105696688,0.2054286054345471,0.20093860890855333,0.10156218447737911,0.15800973651057798,91.3559453742208,0.6572299607843132,0.1488662976409755,0.12532470219240685,58.7485240418234,2.6238557470636303,5.369670547274333,85.2194500496485,0.1784343762800221,97.5806234867747,0.16571247741238465
29,429,43.1004,9.70914,41,9.79567,0,115,116,12,140,11,0.99335,50.81617,0.0,0.0,1.25,8.173,8.03532,0.0,0.0,129.0,43.53772,0.0,1.43,2.375,-1.0,0.000128,0.44454298110872115,0.19177047868499283,16847.504254266958,0.17927736861447247,64856.50386371851,6.896749614197531,732.2674103591038,0.20561582752948337,0.20045632232279964,0.1012550943598615,0.15807488943256828,91.33128286339404,0.6566776470588236,0.1489760148008876,0.1261362097760681,58.818684330692996,1.469374638080524,5.377597841557575,85.2622487223635,0.17869732202706037,97.5841934433089,0.16544161251761233
30,430,43.1979,9.51065,41,9.94376,0,115,116,12,140,11,1.00011,50.88545,0.0,0.0,1.57143,8.151,8.3948,0.0,0.0,129.0,43.53678,0.0,1.46,2.802,-1.0,0.000182,0.44454298110872154,0.19213671983603844,16973.511559672446,0.1795249058680747,64842.780164097814,7.855372299382716,731.5396595199587,0.20545042853964546,0.19995728195048568,0.10084060236932511,0.1588753214963823,91.40035014649187,0.6562874509803922,0.14923183859255493,0.12698893340363132,58.78472222222222,1.9897140749370494,5.411639835684055,85.33370421720508,0.17895792232024935,97.5723323009725,0.16516422591203223
31,431,43.1974,9.69509,41,9.96261,0,115,116,12,140,11,0.99973,50.95973,0.0,0.0,1.14286,8.171,8.22035,0.0,0.0,129.0,43.58497,0.0,1.44,2.441,-1.0,0.000431,0.44676060715194854,0.19184530472759068,16956.295454930227,0.1798499903389848,64842.141468909955,7.846498842592593,730.8021377218502,0.20516836257540919,0.19949056913468483,0.10051244810560105,0.15889826595014506,91.51402355263636,0.6570949019607845,0.1494619487424318,0.12799971424018222,58.70225543740355,1.515945140686368,5.3625733379399065,85.30170973540393,0.17926846304518868,97.55831276478779,0.16500396975682594
32,432,43.0908,9.38669,42,9.88764,0,115,116,12,140,11,1.0064,50.904,0.0,0.0,1.03571,8.205,8.38171,0.0,0.0,129.0,43.60445,0.0,1.45,2.339,0.125,0.0005,0.44676060715194904,0.19198004052645376,16847.58169443236,0.1801236600684914,64838.161152955974,7.781442901234568,730.0470502785248,0.20477109182551076,0.19911065474661083,0.10032800122812392,0.1602415413162328,91.41056474832348,0.6571094117647059,0.14989253556481053,0.1289097228882682,58.87529556839554,1.8122168553032962,5.354934298505126,85.37540372652535,0.17959868992551106,97.56215344804154,0.16481810212510806
33,433,43.0716,8.88712,41,10.2386,0,115,116,12,140,11,1.00437,50.85831,0.0,0.0,1.60714,8.223,8.11136,0.0,0.0,128.0,43.49314,0.0,1.45,2.445,-1.0,0.000581,0.4445429811087238,0.19212414681891532,16795.305871784924,0.18046389220948394,64753.275557662695,7.795476466049383,729.0788972589522,0.2043055262369608,0.19874401067120154,0.09997605752136725,0.16026411945898594,91.17574708362548,0.656609019607843,0.15032241199150553,0.12962978664881694,58.42577390317564,2.0120459622194726,5.510285813167803,84.70877662460703,0.17994487044848054,97.57856990749524,0.16462356316127433
34,434,43.0381,8.48659,41,10.2745,0,115,116,12,140,11,1.00298,50.85618,0.0,0.0,1.96429,8.161,7.66633,0.0,0.0,128.0,43.4893,0.0,1.46,2.105,-1.0,0.000345,0.44454298110872187,0.1923753964058299,16764.810644116424,0.18081834359247356,64762.20573997683,7.788966049382716,728.1528013084092,0.20378047987456502,0.1983419516614177,0.09941057399775695,0.15990957238212158,91.16838446283548,0.6565588235294119,0.15080340334070158,0.13022323657092805,58.329130573037226,2.1357746065576357,5.2924962895885574,85.23619203959892,0.18023455865675053,97.59280614021476,0.16439441360145887
35,435,43.175,8.18628,42,9.46694,0,115,116,12,140,11,0.99883,51.02027,0.0,0.0,1.60714,8.167,7.32265,0.0,0.0,128.0,43.52698,0.0,1.44,2.176,-1.0,0.000527,0.44454298110872476,0.19271843516582338,16906.81536116242,0.1811992385457939,64769.11259470563,8.140625,727.2548513386198,0.20324721222619851,0.19824743459746932,0.09920121858008821,0.15972569599584138,91.01984076367663,0.6575407843137254,0.15132811300632928,0.13047572676013347,58.313320018627024,1.836528274576148,5.223937719978286,85.21260860007001,0.18041676156655845,97.56994642433406,0.16414171843607137
36,436,43.12,7.75629,42,9.4491,0,115,116,12,140,11,0.99552,51.01819,0.0,0.0,1.39286,8.228,7.06509,0.0,0.0,128.0,43.54664,0.0,1.43,2.131,-1.0,0.000365,0.44454298110872026,0.19287692352376992,16862.91724709094,0.18144924613179972,64736.53391955763,8.000530478395062,726.3941598236513,0.20266542705051932,0.1981572562255243,0.09912111305031843,0.15957593231589529,90.83738401425227,0.6577729411764707,0.15159543552447027,0.13061376808752173,58.30715245376399,2.039641565571187,5.123739102017711,85.3393169948,0.18071051760484208,97.56964340359028,0.16395068426156287
37,437,43.0534,7.68573,42,9.26196,0,115,116,12,140,11,0.98867,51.00154,0.0,0.0,1.25,8.233,6.69215,0.0,0.0,128.0,43.55227,0.0,1.44,1.942,-1.0,0.000317,0.44616639604455366,0.19328730844384887,16831.63790105975,0.18188461093408154,64730.26323674846,7.791570216049383,725.5502833055258,0.20222517530235004,0.19791358678555632,0.09904583773628872,0.15932694260816124,90.78889601940934,0.6575882352941177,0.1519857515630395,0.13081393351824008,58.37622221016589,2.1626882965382026,5.190975117675397,85.35738689199236,0.180882407592102,97.57329212872072,0.16383492441978162
38,438,43.2024,7.64914,42,9.0521,0,115,116,12,139,11,0.98933,51.12272,0.0,0.0,1.53571,8.235,6.64556,0.0,0.0,128.0,43.83308,0.0,1.46,1.939,-1.0,0.001068,0.4445429811087205,0.19379611057907198,16927.550728251437,0.18194797146730227,64666.99685730867,7.679060570987654,724.6681299938617,0.20176869853603716,0.1976570077392535,0.09896706955423729,0.1591448925074919,88.08170675558398,0.6644098039215687,0.15229065216747997,0.13095186386803764,58.158716649184996,2.957347389394851,5.157454560634567,85.69675919963994,0.18098342939000037,97.56059290909948,0.16374972993376113
39,439,43.4892,7.60123,42,9.37089,0,116,116,12,139,11,0.99016,51.43937,0.0,0.0,1.25,8.228,6.63065,0.0,0.0,129.0,44.35795,0.0,1.43,2.282,-1.0,0.000305,0.44676060715194527,0.19437610914738995,17216.341250006255,0.18225529961472306,64598.730944428884,7.761381172839506,723.6173649106959,0.2012054261430038,0.19755600848533028,0.0990027429028316,0.1590433345038824,91.19808846022869,0.6762654901960784,0.15255035118498914,0.13103639997759312,58.10163012846017,2.2311825155486233,5.238161561879694,85.53563649295519,0.18122751162244116,97.49733957262472,0.1636129364415286
40,440,43.5652,7.31172,42,8.78282,0,116,116,12,139,11,0.99334,51.53327,0.0,0.0,2.21429,8.175,6.56545,0.0,0.0,128.0,44.36393,0.0,1.43,1.996,0.125,0.000225,0.4445429811087214,0.1946534914341627,17257.449861067707,0.18242794921117061,64690.48331384924,7.948061342592593,722.6238530676848,0.20062579379426773,0.19754527033444397,0.09914215237211133,0.15897086200879354,91.14006862866025,0.6768447058823529,0.15275458376521048,0.1311443412262857,58.082489955572434,1.6510391432733174,4.974691994725586,85.6899363735316,0.18159024344195457,97.49694978878622,0.1635049974023217
41,441,43.5488,7.17238,42,8.30376,0,116,116,12,139,11,0.99649,51.52207,0.0,0.0,2.10714,8.22,6.30957,0.0,0.0,128.0,44.30914,0.0,1.44,2.056,-1.0,0.000347,0.44676060715194926,0.19514396368056092,17283.276694352993,0.18269791757842002,64660.57789712841,7.9350405092592595,721.6739310200007,0.20014831430865496,0.1974770967389531,0.09941503072280193,0.15894309254961175,91.0326028929892,0.6756396078431373,0.1529664221337794,0.1309550131712318,58.01162738564574,1.5825465726639643,4.844800728993119,85.8076866176734,0.18192111957513588,97.49171530290755,0.16344983670563887
42,442,43.5106,6.95659,42,8.51024,0,116,116,12,139,11,0.99779,51.52659,0.0,0.0,1.57143,8.226,6.18635,0.0,0.0,128.0,44.28628,0.0,1.42,2.213,-1.0,0.000238,0.44676060715194876,0.19552124956541347,17247.944378050925,0.18290645586622561,64750.09699844088,7.631124614197531,720.7718133496627,0.19995730924502184,0.19738702114374862,0.09976823939303184,0.15904790050230577,91.04475071461154,0.6753333333333333,0.1531534081783596,0.13068005854796869,58.03430401837384,1.3895485557044038,4.832340272210768,86.0222303260599,0.18208664670079983,97.49146107763477,0.16346644046287057
43,443,43.5288,7.00838,42,8.05324,0,116,116,12,139,11,0.99614,51.51681,0.0,0.0,1.75,8.292,6.00124,0.0,0.0,127.0,44.30697,0.0,1.43,2.022,-1.0,0.000296,0.4445429811087214,0.1959634796131856,17280.902706931207,0.18307208774529876,64734.90576809602,7.39380787037037,719.9353261111909,0.19987455769344153,0.19724642545667054,0.10006963968801783,0.159007073626802,87.05157295379388,0.6760580392156862,0.15320070379287568,0.13051798610883888,57.96917743447386,2.411751773093502,4.684521310105803,86.1812265668861,0.18220774053499622,97.4905950994608,0.16362950831648831
44,444,43.5128,6.81494,42,8.0152,0,116,116,12,139,11,0.99613,51.54731,0.0,0.0,1.75,8.309,6.04303,0.0,0.0,128.0,44.31445,0.0,1.43,2.253,-1.0,0.000235,0.4445429811087222,0.1963116135840295,17317.351679938653,0.18319381423871428,64765.94302465142,7.151765046296297,719.1328754518538,0.1997448119534897,0.1971243138924791,0.100501749089726,0.15871663240039993,87.04242630200281,0.6758317647058824,0.1531245467478427,0.13044426335172832,58.08328887562693,1.2995967524171232,4.625951044332139,85.94616610339389,0.1825741272089676,97.48602617143447,0.1637584239383196
