,frame_number,SITI.SI,SITI.TI,VCA. E,VCA. h,VCA. epsilon,VCA. L,VCA. avgU,VCA. energyU,VCA. avgV,VCA. energyV,AGH.Blockiness,AGH.Spatial Activity,AGH.Letterbox,AGH.Pillarbox,AGH.Blockloss,AGH.Blur,AGH.TemporalAct,AGH.Blackout,AGH.Freezing,AGH.Exposure(bri),AGH.Contrast,AGH.Interlace,AGH.Noise,AGH.Slice,AGH.Flickering,cambi,tone,noise,movement,cubcol.1.0,cubcol.0.3,color_fulness,cubrow.0.6,cubrow.0.5,cubrow.1.0,cubcol.0.5,temporal,uhdhdsim,blur,cubcol.0,cubrow.0.3,cubcol.0.6,staticness,fft,saturation,blockiness,contrast,cubrow.0
10,410,58.548,13.3168,39,14.8227,0,125,126,3,127,3,0.99728,58.5455,0.0,0.0,11.5,8.807,11.42948,0.0,0.0,130.0,56.67212,0.0,0.41,4.621,-1.0,0.614267,0.7786658823529412,0.3480393014730551,7.16015625,0.178463981311878,0.1565352806857407,158.71738693005216,0.14292902322980958,0.14137250128643788,0.3545681931260828,0.21660176117556668,5.554678200398239,96.87806450631587,27941.208085128095,0.17286277980014988,0.14459630584785074,0.08510606960744752,298.6266903223878,64483.21851303067,15.362746438862365,2.3713753529185233,92.40175110327812,0.07406341703028008
11,411,58.4454,13.2699,39,14.5488,0,125,126,3,127,3,1.00321,58.41452,0.0,0.0,10.75,8.79,11.50471,0.0,0.0,130.0,56.64174,0.0,0.41,4.576,-1.0,0.588149,0.7793364705882353,0.34803930147305623,8.128568672839506,0.18047722470560626,0.1566051211583104,159.0698150642089,0.14093699483308786,0.14211529106895432,0.3531815636354068,0.21428654148722784,5.564313785064835,96.88428460307685,27875.426877864487,0.17211485979836255,0.14371960134058318,0.08665916664408367,297.78154500389087,64405.87908600609,15.417999455958237,2.1611148955163815,88.98053458429843,0.07570301201119989
12,412,58.4958,13.6705,39,14.8922,0,125,126,3,127,3,1.00071,58.4481,0.0,0.0,9.89286,8.772,11.4625,0.0,0.0,132.0,56.62497,0.0,0.41,4.862,-1.0,0.594134,0.7797670588235295,0.3480393014730525,7.701630015432099,0.18124043685182628,0.15741122404393695,159.32738534571325,0.13945007277664914,0.14332819695416807,0.35132532928026083,0.2128623306748118,5.561374209838055,96.86709074739107,28058.121101669123,0.17179500079382368,0.1430090483437126,0.0876874900082701,296.87141133576165,64387.128186544556,15.408087836371529,1.7861247513807073,86.78042750082807,0.0766063572653316
13,413,58.267,13.2845,38,14.7383,0,125,126,3,127,3,0.99633,58.18794,0.0,0.0,12.42857,8.774,11.81297,0.0,0.0,130.0,56.59987,0.0,0.41,3.972,-1.0,0.63386,0.7797670588235295,0.34582167542982817,6.993103780864198,0.18392437723041094,0.15725994433468926,159.33524360616423,0.13806596819827432,0.14494287192316696,0.34918584330452246,0.21164941665849674,5.597961090488891,96.9186521100188,27605.991828211954,0.1703937764674456,0.14258244825046484,0.08864631254351082,295.9789996827621,64496.462966494684,15.423978075569059,1.8020338149703443,91.6010219220046,0.07650140708186128
14,414,58.2768,13.3286,38,14.3348,0,124,126,3,127,3,1.00117,58.24504,0.0,0.0,10.71429,8.742,11.47784,0.0,0.0,130.0,56.56661,0.0,0.43,3.96,-1.0,0.599354,0.779536862745098,0.34803930147305634,6.656587577160494,0.18582889670880293,0.15761949127565222,159.51060792542637,0.1372296435455199,0.1465849789625334,0.3474462804506271,0.21062244279372822,5.55285324902855,96.90427747684006,27727.284966355808,0.1690666956381119,0.14133710983234515,0.0904515721199525,295.0418643053325,64455.75019279972,15.352684491946372,1.9183044552442365,90.89408015161676,0.07652254791333465
15,415,58.2174,13.1897,38,14.3981,0,124,126,3,127,3,1.00302,58.21121,0.0,0.0,7.92857,8.721,11.52219,0.0,0.0,130.0,56.51624,0.0,0.41,5.095,-1.0,0.657637,0.7796113725490196,0.348039301473051,7.878858024691358,0.1880009866179731,0.15800030457993527,159.53979066470913,0.1363913152374697,0.1477821118542373,0.34659623920890653,0.2101030349781839,5.5730376991587685,96.91787586163184,27764.601374777332,0.16872708810337045,0.14028505461552884,0.09172402221734602,294.1265455967313,64563.91552903616,15.33114077721113,2.129874752435131,91.99627166476337,0.0767765646712997
16,416,58.16,13.1957,38,14.8758,0,124,126,3,127,3,1.00319,58.1767,0.0,0.0,9.85714,8.721,11.40316,0.0,0.0,131.0,56.50388,0.0,0.4,4.52,0.32587,0.601143,0.7809058823529412,0.3480393014730536,9.07836612654321,0.190821205923293,0.1580272507559833,159.8053077707288,0.13602130990531736,0.14881704943468257,0.34585737050363125,0.20983764428561705,5.577835215553828,96.92344614344357,27622.346021387377,0.16797812226448217,0.13970916183691273,0.09361243405227265,293.2769723828573,64556.01686704115,15.398141743224345,1.9849922444124133,92.86250994366915,0.07731829789151422
17,417,58.0485,13.4421,38,14.4013,0,124,126,3,127,3,1.00375,58.08561,0.0,0.0,9.28571,8.75,11.40293,0.0,0.0,131.0,56.44727,0.0,0.41,4.629,-1.0,0.577409,0.7805356862745099,0.3480393014730539,9.101996527777779,0.19234332772454354,0.1582772386846297,159.67273762258083,0.13608361883138637,0.14942758747439222,0.34465827180781455,0.20967749418198567,5.591632211697678,96.92988139727825,27541.01653202155,0.1677463101975955,0.13882233598667146,0.09486473309700605,292.4105809708078,64520.256810009494,15.399945859555844,1.8451403833512312,92.87171525972325,0.07755862389645835
18,418,57.914,12.9836,38,15.2345,0,124,126,3,127,3,1.00194,57.96322,0.0,0.0,8.85714,8.785,11.61956,0.0,0.0,130.0,56.41888,0.0,0.41,4.599,-1.0,0.613204,0.7809129411764706,0.34582167542982756,8.998890817901234,0.1938985573743964,0.15799428430302928,159.88358421141405,0.13659600282955944,0.1494163214644551,0.3433918518935422,0.20967029389500366,5.6203849952521905,96.94967606183076,27306.69862529217,0.16679663431290545,0.137517425944891,0.09646231707621801,291.54827219623667,64506.30725311726,15.441657549069252,1.827435104513254,92.31473388456912,0.07804069438640925
19,419,58.0143,13.075,38,14.7758,0,124,126,3,127,3,1.00317,58.0381,0.0,0.0,9.96429,8.745,11.21995,0.0,0.0,130.0,56.39062,0.0,0.4,6.855,-1.0,0.634631,0.7809207843137256,0.3480393014730488,8.775559413580247,0.19505253099911898,0.15821997324188306,160.02926973061318,0.138003086082292,0.1486201274772203,0.3421798339114884,0.2095426935306227,5.579664917383281,96.93328133286956,27484.005211392217,0.16660926074007776,0.1372231882079405,0.09755049367950076,290.6792171570471,64576.193710575004,15.405170770339025,1.5951558729173994,88.91374691291405,0.07810837858781215
20,420,57.8943,13.2415,38,14.2212,0,124,126,3,127,3,1.00508,57.9176,0.0,0.0,10.35714,8.769,11.30255,0.0,0.0,130.0,56.34842,0.0,0.4,6.376,-1.0,0.625233,0.7811082352941177,0.3458216754298264,10.259693287037036,0.19601654659559695,0.15825255605964098,160.06377190099042,0.14047727916154606,0.1472573971767474,0.34192892931289304,0.20965568692403722,5.562787596023901,96.96878522264457,27344.48072928073,0.1663622392729361,0.13695023358490188,0.09882983220817255,289.8371108900117,64617.27622203927,15.408098762418017,1.829274674523917,88.93587196452317,0.07936578211199562
21,421,57.8478,13.2255,38,14.5634,0,124,126,3,127,3,1.00748,57.83862,0.0,0.0,11.60714,8.743,11.44095,0.0,0.0,130.0,56.3173,0.0,0.4,6.667,-1.0,0.61187,0.781218431372549,0.3458216754298271,10.591049382716049,0.1977181210875673,0.15801640020941088,160.04695542845056,0.14306233681557476,0.14572397993676334,0.34225186855014106,0.20993302882691744,5.588989183208407,96.96756296927634,27287.334372832847,0.16625289486490738,0.1367081971820885,0.10021362957731003,289.0470466741512,64756.83776002963,15.482663755063658,1.7968178621037947,90.76315628874265,0.0794037063963334
22,422,57.715,13.6865,38,14.4618,0,124,126,3,127,3,1.00863,57.71157,0.0,0.0,15.07143,8.725,11.42665,0.0,0.0,130.0,56.27778,0.0,0.4,6.505,-1.0,0.590911,0.7809207843137256,0.34582167542982817,10.540123456790123,0.19877132632911607,0.15756836837337154,160.05982930486346,0.14559695785847104,0.14433556847745438,0.3418607956642033,0.21003287275310006,5.573916692322615,96.98648243014864,27138.978350805886,0.1658234059446183,0.13666884246082833,0.10155608299026059,288.25509868726505,64686.63012666472,15.473134358723959,1.6564783927065125,90.77046658911152,0.07998120316285806
23,423,57.6619,13.2817,38,15.2086,0,124,126,3,127,3,1.00178,57.6498,0.0,0.0,14.60714,8.772,11.82434,0.0,0.0,131.0,56.23107,0.0,0.41,7.727,-1.0,0.609633,0.7817462745098039,0.34360404938660233,10.629822530864198,0.19992803227371514,0.15645135717935407,160.22939472485376,0.1471199013337213,0.14293069468754174,0.3412964805571178,0.21002982099365847,5.641596629121952,96.99730940179441,27070.07807431406,0.16560089293762043,0.1366536609029462,0.10308249163864962,287.43271289885024,64825.985647533766,15.3914906066141,1.633978430598228,90.78609647906879,0.07980145072553765
24,424,57.5443,13.2946,38,15.4022,0,124,126,3,127,3,0.99654,57.58759,0.0,0.0,12.21429,8.762,11.48193,0.0,0.0,130.0,56.19916,0.0,0.4,7.904,0.31481,0.617689,0.7820219607843137,0.34803930147305523,10.944685570987655,0.20118209977137255,0.15574817269241303,160.34980076619172,0.1479861131196671,0.14163704403860483,0.3409781580405093,0.21025165463774523,5.602582386556056,97.00653436334326,26933.24934355681,0.16556931404579847,0.1366428928950007,0.1044489728065745,286.6368982429397,64683.371458219495,15.470583315248842,1.7729566967994577,90.726014593924,0.08221017573050637
25,425,57.5112,13.2618,38,15.008,0,124,126,3,127,3,0.9957,57.61049,0.0,0.0,15.0,8.73,11.49475,0.0,0.0,130.0,56.16652,0.0,0.4,7.917,-1.0,0.646943,0.7828552941176471,0.3458216754298277,11.997395833333334,0.20200931121666466,0.15464852758716066,160.1578406698154,0.14890339159135188,0.14075145330171632,0.3410231977477614,0.21073041240895243,5.607035843620593,96.99471585581378,26853.02414966617,0.16519391033367836,0.1366824689111068,0.10575373100706836,285.8353949118433,64792.1594870171,15.466314998673806,1.2997939847412434,90.77273109028678,0.0864227626339578
26,426,57.5291,13.3586,38,14.8438,0,124,126,3,127,3,0.99613,57.59703,0.0,0.0,12.75,8.776,11.47067,0.0,0.0,131.0,56.16978,0.0,0.41,10.502,-1.0,0.625628,0.7831301960784314,0.3458216754298255,12.124228395061728,0.20274222937308237,0.15365457675532657,160.541134732165,0.150231629298567,0.1402149899096835,0.3409483910968916,0.2107984187906196,5.6167247513894045,97.00436523975742,26900.65706899568,0.16470645343912155,0.13678733330247622,0.10673896314108697,285.05258658485405,64893.12389760503,15.504849092459974,1.5593119075629545,92.44354355834825,0.09112709813385299
27,427,57.4606,13.7457,38,14.4297,0,124,126,3,127,3,0.99517,57.56297,0.0,0.0,11.78571,8.752,11.55353,0.0,0.0,132.0,56.14631,0.0,0.41,9.38,-1.0,0.637886,0.7834207843137255,0.34582167542982895,12.151138117283951,0.2034061512404949,0.15255117169365667,160.4341903799778,0.15171467747175785,0.13939566362971556,0.3406002305238975,0.2110360010332522,5.612263085933379,97.00947350655069,26779.121144726752,0.1651700935478612,0.13676796267062835,0.10759047350557095,284.26747959476745,65136.63806415004,15.480898633415316,1.4572283443833298,93.02070327049944,0.0934850334837414
28,428,57.5129,13.3565,38,15.3953,0,124,127,3,127,3,0.99063,57.63116,0.0,0.0,13.14286,8.769,11.88936,0.0,0.0,131.0,56.17159,0.0,0.41,7.697,-1.0,0.671214,0.7842694117647058,0.3458216754298264,12.178433641975309,0.2036031501150718,0.15162093137052368,160.62772224350118,0.1538237668933457,0.13826725892387393,0.339540890914198,0.2112934702802036,5.654751267916757,97.00134676156134,26836.192140498963,0.16641031093314293,0.1364952809201653,0.1085203142628361,283.4813388462608,65193.50167627715,15.560213442201967,1.448688534506014,89.54579651822951,0.09433519415273232
29,429,57.4376,13.128,38,14.8906,0,124,126,3,127,3,1.00025,57.60684,0.0,0.0,12.53571,8.765,11.54926,0.0,0.0,130.0,56.19029,0.0,0.42,7.702,-1.0,0.615443,0.784269019607843,0.3480393014730545,12.54152199074074,0.2039062909994803,0.15087560244641213,160.44884340366454,0.15607917329059945,0.1370936107731292,0.33842489509012863,0.21096288896497614,5.624812511164352,97.00498155216486,26818.173750754526,0.1678967639330207,0.13651671246146013,0.10942037513013438,282.6816446865832,65173.42070602369,15.493004127785012,1.2333148107398622,92.97871875774013,0.09619843160367268
30,430,57.4288,12.9785,38,14.7507,0,124,126,3,127,3,0.99691,57.61794,0.0,0.0,10.60714,8.744,11.34683,0.0,0.0,130.0,56.20668,0.0,0.42,9.629,-1.0,0.650114,0.7859435294117647,0.3458216754298296,13.186583719135802,0.20350754392576678,0.15027284176366743,160.49212173473526,0.15809204258344087,0.13615913124579962,0.33755278070126293,0.2109048385235823,5.610945648115015,96.99947517661862,26816.99642612954,0.16875965821002803,0.13623593864011585,0.11004785034982967,281.8687663639674,64976.67344906299,15.447477552625868,1.5046420393383304,88.32071732015316,0.09869815713856384
31,431,57.4467,12.9492,38,14.3194,0,124,127,3,127,3,0.99877,57.63189,0.0,0.0,11.5,8.715,11.21496,0.0,0.0,129.0,56.20259,0.0,0.41,8.018,-1.0,0.669728,0.7859356862745097,0.3458216754298256,13.235435956790123,0.20308842735648297,0.14989703268384355,160.46913703609235,0.1597994538580279,0.13531460454600677,0.33685215573580796,0.2107559344548179,5.59979808158533,96.995313201671,26782.717822325856,0.16944595251379163,0.1360674147026941,0.1105358169277167,281.0693882616364,64857.390113273024,15.466269975827062,1.3127830140905172,89.2074379009386,0.10076660627427095
32,432,57.4555,13.2552,38,13.9491,0,124,127,3,127,3,1.00466,57.66245,0.0,0.0,9.21429,8.741,11.19479,0.0,0.0,132.0,56.22083,0.0,0.4,9.825,0.31366,0.635901,0.7876101960784313,0.3458216754298287,13.168547453703704,0.202506193682822,0.1495293058586117,160.64017045352344,0.16149094405550984,0.13437645396969908,0.33596006293233666,0.21010242559476897,5.588620297187105,97.01483886790405,26877.862119589074,0.16995454660023065,0.13616893758772966,0.11111633602822929,280.2826949819103,64757.70921665158,15.51736808117525,1.409120877882492,91.57259567524724,0.10270472079965946
33,433,57.3666,13.4124,38,14.7797,0,124,127,3,127,3,1.00413,57.57128,0.0,0.0,13.0,8.702,11.46125,0.0,0.0,131.0,56.23838,0.0,0.41,9.332,-1.0,0.658857,0.7891179019607841,0.3458216754298286,13.272328317901234,0.20170772904624099,0.14926374912729976,160.62519859739564,0.1631013113203267,0.13321488549902558,0.33499159609824825,0.2094552147499512,5.622182722124637,97.00588481338622,26717.990085828696,0.1705217951970885,0.13604539386502892,0.11166940653231788,279.50118747174463,64791.58542131176,15.47019280327691,1.3860943496697318,90.64360639494348,0.10437842977319903
34,434,57.4403,13.165,38,15.5005,0,124,127,3,127,3,1.00357,57.66503,0.0,0.0,12.42857,8.706,11.60412,0.0,0.0,131.0,56.24861,0.0,0.41,7.37,-1.0,0.662968,0.7915388235294116,0.34803930147305273,13.554349922839506,0.20101484129124217,0.14912392904764138,160.90504259746334,0.16457958161210332,0.1320740291303539,0.33414081887769187,0.20911791291722412,5.650641730030541,97.0055608306187,26842.992110409614,0.17127011655181926,0.13570004135907562,0.11190437287012125,278.6995989705072,64757.740776912935,15.425940619574652,1.7373581904830784,91.14039657311486,0.10566759547761899
35,435,57.5196,13.2712,38,15.1002,0,124,127,3,127,3,1.00575,57.77184,0.0,0.0,10.57143,8.717,11.38773,0.0,0.0,131.0,56.28166,0.0,0.41,8.179,-1.0,0.697202,0.792112156862745,0.34582167542982584,13.96701388888889,0.1999578782024892,0.1491023302551842,160.68999506546334,0.16593339292370815,0.1308803033660156,0.3329534024037792,0.20837600487685248,5.623555255707173,96.97693264131445,27070.458249084124,0.1725233217552717,0.13533032573805795,0.11219335391193437,277.91197056419793,64835.191177641005,15.428563435872396,1.779879904428127,91.21281406045439,0.10821686932948239
36,436,57.3638,13.0772,38,14.9526,0,124,127,3,127,3,0.99987,57.62991,0.0,0.0,10.46429,8.708,11.47813,0.0,0.0,130.0,56.27497,0.0,0.4,8.739,-1.0,0.685542,0.793749019607843,0.34582167542982806,14.137538580246913,0.19869022182325735,0.14917766289993187,160.81521058420327,0.1672912035358846,0.12972687896694504,0.3315654063347606,0.20747681652354713,5.629165410166997,97.00533803466098,26747.340397636755,0.17315767093928133,0.13487502358032633,0.11229428346006609,277.1408843644249,64756.40828533436,15.536441379123264,1.8925307482515532,91.60818502660916,0.11136441386801138
37,437,57.4398,13.1496,38,15.055,0,123,127,3,127,3,0.9998,57.68621,0.0,0.0,9.14286,8.762,11.31048,0.0,0.0,129.0,56.30219,0.0,0.4,9.9,-1.0,0.720043,0.793749019607843,0.34582167542982617,14.157262731481481,0.19743795201628633,0.14937951240656153,160.72309974662647,0.1685609447257516,0.12859068103409238,0.3299189890508006,0.20674810320317952,5.616370166208652,97.01018291155948,26810.31626078763,0.17345386008059738,0.13475482911088385,0.11237098237910022,276.3748341626503,64715.82787998924,15.492553145797164,1.4419514921761223,93.11604316301367,0.11477031749013354
38,438,57.3798,13.2075,38,14.5714,0,123,127,3,127,3,1.00635,57.6697,0.0,0.0,10.71429,8.79,11.37924,0.0,0.0,129.0,56.32415,0.0,0.41,8.086,-1.0,0.702549,0.7954533333333332,0.34582167542982695,14.272665895061728,0.1961237409894445,0.14952784752915355,160.65190368618093,0.16954444108009906,0.1276136216759273,0.32850517772577437,0.2060907058543838,5.616309387334289,96.98690698228992,26783.381801018746,0.17394419087435575,0.13485931546632782,0.11251668281777331,275.60341158025744,64690.95408151684,15.443628758559994,1.558021662992419,91.22811222113023,0.1180323279909001
39,439,57.4872,13.1044,38,14.8908,0,123,127,3,127,3,1.0017,57.76667,0.0,0.0,8.42857,8.765,11.43155,0.0,0.0,131.0,56.33758,0.0,0.41,10.561,-1.0,0.730186,0.7956984313725489,0.34803930147305123,14.476224922839506,0.1948210201386989,0.1498251466822305,161.0017728311899,0.17030016178107255,0.12683093152165356,0.3274398456953741,0.20518271372467126,5.623001631192454,96.99119913644174,26857.678997752686,0.17513774368076643,0.13471155276910962,0.11234741453937885,274.842946645116,64719.778040161575,15.490242098584586,1.7592883369583656,91.30970686983412,0.12164501810852128
40,440,57.6235,13.2393,38,15.0972,0,123,127,3,127,3,0.99576,57.89565,0.0,0.0,10.35714,8.728,11.33539,0.0,0.0,131.0,56.37223,0.0,0.41,9.277,0.34002,0.710976,0.796904705882353,0.34803930147305184,14.721016589506172,0.193541072546491,0.15018244048592172,160.88206255360222,0.17128063975809155,0.12612697721426172,0.3264443770896895,0.2044825232807027,5.600063367122928,96.97190913110119,27121.989019386543,0.17610904161131616,0.13425225882522057,0.1122510759972993,274.08581775528205,64773.61351947121,15.450077763310185,1.6683900082505392,93.18311047987892,0.12545818959580712
41,441,57.6542,12.981,38,14.2181,0,123,127,3,127,3,0.99688,57.94312,0.0,0.0,9.28571,8.709,11.45228,0.0,0.0,130.0,56.39761,0.0,0.41,7.958,-1.0,0.7349,0.7985478431372548,0.34582167542983,14.851996527777779,0.1922573925377287,0.15027580359401585,160.86417363913233,0.1724526920449116,0.1253312436424276,0.32530492632661545,0.20405790897582768,5.619420100503833,96.97845932037748,27124.010675110763,0.17650557333053601,0.13361943405316246,0.1121922593328465,273.32313942431813,64600.81980690894,15.416405006691262,1.0885891556928715,89.7889622802539,0.12828491899716213
42,442,57.7008,12.9801,38,14.3962,0,123,127,3,127,3,0.9998,57.99979,0.0,0.0,11.25,8.697,11.22621,0.0,0.0,130.0,56.44098,0.0,0.42,9.096,-1.0,0.774982,0.7993898039215686,0.3436040493866031,14.801215277777779,0.19114119028306736,0.15028585553290988,161.0032507374786,0.1738443918768265,0.12458047068137411,0.3241523049664174,0.20348206194155022,5.574791841553018,96.96344585620213,27152.926311652307,0.17642813978059846,0.13304493129722736,0.11192974781053783,272.5916042037103,64554.2053532539,15.458932570469234,2.1534644340451874,92.4759588895845,0.13122468864390263
43,443,57.6698,12.7817,38,14.5959,0,123,127,3,127,3,0.99665,57.93557,0.0,0.0,11.10714,8.725,11.22085,0.0,0.0,131.0,56.46307,0.0,0.4,7.179,-1.0,0.775017,0.7994196078431373,0.3436040493866024,14.940538194444445,0.19001054129919062,0.15007695534072799,161.01837430951008,0.17514135512859946,0.12382079999614846,0.3230174835978039,0.20303102278699264,5.588958407683754,96.96502874923786,27135.4344484096,0.17629530728712953,0.13263838786520712,0.11182897834401496,271.83877016349317,64520.30075231582,15.404078165690105,2.1446000006765504,90.07450386748533,0.1343260106847271
44,444,57.7621,12.8319,39,14.056,0,123,127,3,127,3,0.99497,58.11053,0.0,0.0,9.78571,8.734,11.06125,0.0,0.0,131.0,56.47217,0.0,0.41,8.095,-1.0,0.801721,0.8008939411764703,0.3458216754298297,15.007764274691358,0.18889726284671304,0.14984251404272705,161.23179428010724,0.17631983816271793,0.12310910646166023,0.32190972850741434,0.20268659101468858,5.563813249518212,96.94850386736388,27308.30533174253,0.17651394283966207,0.13236377686156817,0.11170182074403011,271.1344767007476,64490.39779761189,15.513375176323784,1.5251859493140563,89.97986362661355,0.136944360697023
